measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2005-06-01,821.427,11684.49,18747.73,821.427,2847.44,2847.44,,,
2005-07-01,1051.852,14962.22,24006.82,1051.852,3646.19,3646.19,,,
2005-08-01,1090.054,15505.61,24878.71,1090.054,3778.62,3778.62,,,
2005-09-01,822.133,11694.54,18763.86,822.133,2849.88,2849.88,,,
2005-10-01,638.134,9077.22,14564.38,638.134,2212.06,2212.06,,,
2005-11-01,569.368,8099.04,12994.91,569.368,1973.69,1973.69,,,
2005-12-01,649.6320000000001,9240.78,14826.8,649.6320000000001,2251.92,2251.92,,,
2006-01-01,700.394,6195.37,16821.62,46.363,410.11,1246.23,,,
2006-02-01,617.52,5462.29,14831.2,40.877,361.58,1098.77,,,
2006-03-01,683.9870000000001,6050.23,16427.56,45.277,400.5,1217.03,,,
2006-04-01,651.7040000000001,5764.68,15652.21,43.14,381.59,1159.6,,,
2006-05-01,759.615,6719.2,18243.94,50.283,444.78,1351.61,,,
2006-06-01,805.155,7122.03,19337.7,53.298,471.45,1432.64,,,
2006-07-01,906.5690000000001,8019.09,21773.39,60.011,530.83,1613.09,,,
2006-08-01,936.541,8284.21,22493.24,61.995,548.38,1666.42,,,
2006-09-01,762.566,6745.3,18314.82,50.478,446.51,1356.86,,,
2006-10-01,799.388,7071.02,19199.19,52.916000000000004,468.07,1422.38,,,
2006-11-01,675.2560000000001,5973.0,16217.86,44.699000000000005,395.38,1201.5,,,
2006-12-01,757.226,6698.07,18186.56,50.125,443.38,1347.36,,,
2007-01-01,66.21,1112.0,1112.0,51.0,219.0,219.0,923.8090000000001,16265.0,16265.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,738.532,13003.0,13003.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,657.522,11577.0,11577.0
2007-04-01,627.914,10545.0,10545.0,481.0,1338.0,1338.0,738.528,13003.0,13003.0
2007-05-01,275.937,4634.0,4634.0,211.0,854.0,854.0,859.415,15130.0,15130.0
2007-06-01,1108.631,18617.0,18617.0,849.0,2751.0,2751.0,1078.8980000000001,18995.0,18995.0
2007-07-01,4849.0960000000005,81431.0,81431.0,3715.0,15402.0,15402.0,1171.5130000000001,20626.0,20626.0
2007-08-01,3892.5440000000003,65368.0,65368.0,2982.0,16516.0,16516.0,1096.732,19310.0,19310.0
2007-09-01,3226.643,54185.0,54185.0,2472.0,10480.0,10480.0,1194.112,21023.0,21023.0
2007-10-01,1150.361,19318.0,19318.0,881.0,3532.0,3532.0,1073.537,18901.0,18901.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,888.407,15642.0,15642.0
2007-12-01,485.66400000000004,8156.0,8156.0,372.0,1851.0,1851.0,967.995,17042.0,17042.0
2008-01-01,12785.136,149620.0,175386.0,8648.0,39028.0,39028.0,116.766,1413.0,3182.0
2008-02-01,3001.476,36070.0,41175.0,2030.0,8218.0,8218.0,107.552,1302.0,2931.0
2008-03-01,4487.784000000001,55757.0,61563.0,3036.0,10461.0,10461.0,116.399,1409.0,3171.0
2008-04-01,8167.479,101770.0,112041.0,5524.0,18743.0,18743.0,100.58200000000001,1217.0,2741.0
2008-05-01,1933.643,21880.0,26526.0,1308.0,6651.0,6651.0,88.894,1076.0,2422.0
2008-06-01,4942.335,59066.0,67799.0,3337.0,13859.0,13859.0,97.171,1176.0,2648.0
2008-07-01,22496.643,253825.0,308609.0,15047.0,78119.0,78119.0,147.814,1789.0,4028.0
2008-08-01,16463.387000000002,197864.0,225844.0,11065.0,45057.0,45057.0,135.898,1645.0,3703.0
2008-09-01,6861.548000000001,85922.0,94127.0,4628.0,15322.0,15322.0,117.977,1428.0,3214.0
2008-10-01,11013.11,136707.0,151078.0,7442.0,25794.0,25794.0,126.131,1527.0,3437.0
2008-11-01,9004.429,111437.0,123523.0,6091.0,21425.0,21425.0,109.66,1327.0,2988.0
2008-12-01,4127.03,49264.0,56615.0,2792.0,11631.0,11631.0,122.156,1478.0,3329.0
2009-01-01,3725.0040000000004,46519.0,60042.0,2578.0,9076.0,9076.0,439.37300000000005,5130.0,7582.0
2009-02-01,7618.684,97045.0,122803.0,5272.0,16665.0,16665.0,457.779,5345.0,7900.0
2009-03-01,9769.346000000001,123813.0,157469.0,6761.0,21995.0,21995.0,525.373,6134.0,9066.0
2009-04-01,6211.617,79552.0,100123.0,4299.0,13157.0,13157.0,500.007,5838.0,8629.0
2009-05-01,5427.258,61661.0,87481.0,3758.0,19341.0,19341.0,395.07300000000004,4613.0,6818.0
2009-06-01,3625.201,44216.0,58434.0,2510.0,9890.0,9890.0,421.00600000000003,4915.0,7266.0
2009-07-01,11741.489,130394.0,189258.0,8129.0,44848.0,44848.0,538.625,6289.0,9295.0
2009-08-01,15685.775000000001,178526.0,252834.0,10861.0,55585.0,55585.0,507.34700000000004,5924.0,8755.0
2009-09-01,17459.719,205247.0,281428.0,12095.0,55340.0,55340.0,400.209,4673.0,6906.0
2009-10-01,976.935,11259.0,15747.0,676.0,3322.0,3322.0,261.64300000000003,3055.0,4516.0
2009-11-01,1110.472,11366.0,17899.0,768.0,5208.0,5208.0,338.79200000000003,3956.0,5847.0
2009-12-01,14177.5,155028.0,228523.0,9821.0,56572.0,56572.0,522.773,6104.0,9022.0
2010-01-01,3028.576,35741.0,49973.0,3118.0,18625.0,18625.0,546.85,6412.0,9450.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,497.41400000000004,5832.0,8593.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,520.388,6101.0,8990.0
2010-04-01,7954.9580000000005,96325.0,131258.0,8189.0,46474.0,46474.0,410.432,4812.0,7090.0
2010-05-01,571.038,6170.0,9422.0,588.0,4081.0,4081.0,353.06800000000004,4140.0,6099.0
2010-06-01,8319.631000000001,93491.0,137275.0,8564.0,55854.0,55854.0,540.573,6338.0,9339.0
2010-07-01,12742.821,146760.0,210258.0,13117.0,81986.0,81986.0,619.5840000000001,7264.0,10704.0
2010-08-01,10732.880000000001,117695.0,177094.0,11048.0,74970.0,74970.0,571.7370000000001,6703.0,9877.0
2010-09-01,348.654,4448.0,5753.0,359.0,1811.0,1811.0,430.60200000000003,5049.0,7439.0
2010-10-01,1103.442,10997.0,18207.0,1135.0,8810.0,8810.0,385.208,4516.0,6655.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,402.04900000000004,4714.0,6946.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,422.095,4949.0,7292.0
2011-01-01,238.053,3749.0,3749.0,2315.0,19301.0,19301.0,3417.994,52242.0,52242.0
2011-02-01,325.812,5129.0,5129.0,3169.0,20949.0,20949.0,3080.957,47091.0,47091.0
2011-03-01,0.798,12.0,12.0,7.0,44.0,44.0,2647.236,40462.0,40462.0
2011-04-01,62.729,987.0,987.0,611.0,3518.0,3518.0,3205.076,48988.0,48988.0
2011-05-01,181.705,2860.0,2860.0,1767.0,12806.0,12806.0,3381.203,51680.0,51680.0
2011-06-01,314.144,4945.0,4945.0,3056.0,22726.0,22726.0,3592.868,54915.0,54915.0
2011-07-01,1306.839,20572.0,20572.0,12710.0,88627.0,88627.0,4944.272,75570.0,75570.0
2011-08-01,1310.928,20636.0,20636.0,12751.0,81180.0,81180.0,4151.983,63461.0,63461.0
2011-09-01,109.003,1716.0,1716.0,1060.0,7009.0,7009.0,2412.865,36879.0,36879.0
2011-10-01,13.962,219.0,219.0,136.0,543.0,543.0,2894.774,44245.0,44245.0
2011-11-01,193.273,3043.0,3043.0,1880.0,8335.0,8335.0,3521.454,53824.0,53824.0
2011-12-01,383.754,6041.0,6041.0,3733.0,21877.0,21877.0,3902.318,59645.0,59645.0
2012-01-01,318.0,4774.0,4774.0,474.0,4160.0,4160.0,144.0,2212.0,2212.0
2012-02-01,134.0,2183.0,2183.0,125.0,855.0,855.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,4973.0,65482.0,65482.0,2711.0,5641.0,5641.0,0.0,0.0,0.0
2012-05-01,514.0,9018.0,9018.0,715.0,5474.0,5474.0,0.0,0.0,0.0
2012-06-01,3482.0,56807.0,56807.0,3737.0,22331.0,22331.0,345.0,5505.0,5505.0
2012-07-01,9247.0,137557.0,137557.0,8223.0,43277.0,43277.0,184.0,2978.0,2978.0
2012-08-01,10530.0,150987.0,150987.0,8443.0,40764.0,40764.0,486.0,7799.0,7799.0
2012-09-01,5026.0,78442.0,78442.0,4804.0,26357.0,26357.0,752.0,12459.0,12459.0
2012-10-01,2134.0,34382.0,34382.0,2030.0,10115.0,10115.0,634.0,9512.0,9512.0
2012-11-01,2093.0,35070.0,35070.0,2699.0,18057.0,18057.0,68.0,1063.0,1063.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,1491.0,21646.0,21646.0,1176.0,5598.0,5598.0,197.0,2852.0,2852.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,2622.0,39446.0,39446.0,2865.0,18715.0,18715.0,0.0,0.0,0.0
2013-04-01,3374.0,49140.0,49140.0,3078.0,16852.0,16852.0,892.0,13420.0,13420.0
2013-05-01,4293.0,59087.0,59087.0,3473.0,18619.0,18619.0,0.0,0.0,0.0
2013-06-01,6307.0,98822.0,98822.0,7254.0,51026.0,51026.0,899.0,15009.0,15009.0
2013-07-01,8449.0,131956.0,131956.0,9510.0,65341.0,65341.0,1643.0,27095.0,27095.0
2013-08-01,2956.0,45721.0,45721.0,2985.0,17355.0,17355.0,82.0,1450.0,1450.0
2013-09-01,6340.0,98578.0,98578.0,6909.0,45866.0,45866.0,1306.0,22419.0,22419.0
2013-10-01,784.0,12125.0,12125.0,615.0,3356.0,3356.0,83.0,1446.0,1446.0
2013-11-01,1449.0,20229.0,20229.0,989.0,3740.0,3740.0,189.0,3058.0,3058.0
2013-12-01,14294.0,191087.0,191087.0,11753.0,66966.0,66966.0,1279.0,19303.0,19303.0
2014-01-01,115.0,2123.0,2123.0,84.0,533.0,533.0,0.0,0.0,0.0
2014-02-01,3532.0,48719.0,48719.0,3956.0,28280.0,28280.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,332.0,4451.0,4451.0,205.0,788.0,788.0,0.0,0.0,0.0
2014-05-01,682.0,12787.0,12787.0,704.0,4862.0,4862.0,93.0,1565.0,1565.0
2014-06-01,2686.0,36937.0,36937.0,2589.0,17760.0,17760.0,111.0,1846.0,1846.0
2014-07-01,5554.0,82959.0,82959.0,4720.0,24704.0,24704.0,0.0,108.0,108.0
2014-08-01,3308.0,45136.0,45136.0,2454.0,10807.0,10807.0,0.0,0.0,0.0
2014-09-01,1596.0,24880.0,24880.0,1682.0,11034.0,11034.0,91.0,1455.0,1455.0
2014-10-01,2095.0,30415.0,30415.0,1534.0,5940.0,5940.0,0.0,0.0,0.0
2014-11-01,10566.0,147030.0,147030.0,8150.0,40965.0,40965.0,649.0,9971.0,9971.0
2014-12-01,5093.0,54254.0,54254.0,3099.0,19627.0,19627.0,1028.0,15279.0,15279.0
2015-01-01,493.0,8162.0,8162.0,404.0,2068.0,2068.0,0.0,0.0,0.0
2015-02-01,1486.0,20705.0,20705.0,918.0,3580.0,3580.0,209.0,2981.0,2981.0
2015-03-01,1286.0,18728.0,18728.0,1214.0,7404.0,7404.0,200.0,2479.0,2479.0
2015-04-01,1202.0,16177.0,16177.0,843.0,2313.0,2313.0,233.0,3573.0,3573.0
2015-05-01,1425.0,21020.0,21020.0,1498.0,6180.0,6180.0,9.8,174.0,174.0
2015-06-01,2725.0,42584.0,42584.0,2651.0,18090.0,18090.0,180.0,2732.0,2732.0
2015-07-01,2303.0,36480.0,36480.0,2361.0,13743.0,13743.0,0.0,32.0,32.0
2015-08-01,3966.0,60926.0,60926.0,4045.0,24910.0,24910.0,369.0,5703.0,5703.0
2015-09-01,2253.0,31362.0,31362.0,1932.0,9630.0,9630.0,0.0,0.0,0.0
2015-10-01,1439.0,21762.0,21762.0,1323.0,7708.0,7708.0,0.0,0.0,0.0
2015-11-01,1630.0,21700.0,21700.0,1094.0,4943.0,4943.0,0.0,0.0,0.0
2015-12-01,272.0,3652.0,3652.0,165.0,620.0,620.0,0.0,0.0,0.0
2016-01-01,232.0,4115.0,4115.0,352.0,3060.0,3060.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,39.0,1324.0,1324.0,15.0,43.0,43.0,0.0,0.0,0.0
2016-05-01,3739.0,64805.0,64805.0,4208.0,25366.0,25366.0,0.0,0.0,0.0
2016-06-01,2103.0,30089.0,30089.0,2464.0,17118.0,17118.0,41.0,659.0,659.0
2016-07-01,2456.0,42312.0,42312.0,3140.0,20150.0,20150.0,349.0,5463.0,5463.0
2016-08-01,1038.0,18840.0,18840.0,1259.0,7222.0,7222.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1434.0,1434.0
2016-10-01,1346.0,18508.0,18508.0,946.0,3271.0,3271.0,92.0,1289.0,1289.0
2016-11-01,185.0,2533.0,2533.0,117.0,453.0,453.0,0.0,0.0,0.0
2016-12-01,4192.0,54781.0,54781.0,2860.0,11276.0,11276.0,528.0,7855.0,7855.0
2017-01-01,127.0,2315.0,2315.0,113.0,736.0,736.0,248.413,4085.0,4085.0
2017-02-01,362.0,5558.0,5558.0,255.0,1064.0,1064.0,169.881,2792.0,2792.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,167.039,2746.0,2746.0
2017-04-01,264.0,3518.0,3518.0,175.0,640.0,640.0,218.095,3584.0,3584.0
2017-05-01,827.0,14105.0,14105.0,1075.0,7732.0,7732.0,197.376,3244.0,3244.0
2017-06-01,1130.0,20165.0,20165.0,2067.0,8477.0,8477.0,256.573,4217.0,4217.0
2017-07-01,4328.0,76261.0,76261.0,4427.0,25254.0,25254.0,357.221,5871.0,5871.0
2017-08-01,1196.0,23318.0,23318.0,1271.0,7163.0,7163.0,328.424,5397.0,5397.0
2017-09-01,5440.0,92334.0,92334.0,5147.0,26796.0,26796.0,259.454,4264.0,4264.0
2017-10-01,630.0,11602.0,11602.0,547.0,2710.0,2710.0,189.987,3123.0,3123.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,196.35,3227.0,3227.0
2017-12-01,1255.0,22000.0,22000.0,889.0,3021.0,3021.0,264.187,4342.0,4342.0
2018-01-01,3936.0,60517.0,60517.0,2966.0,13606.0,13606.0,894.349,14887.0,14887.0
2018-02-01,4524.0,61669.0,61669.0,3956.0,13690.0,13690.0,864.769,14394.0,14394.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,772.606,12860.0,12860.0
2018-04-01,18.0,826.0,826.0,1.0,0.0,0.0,705.263,11740.0,11740.0
2018-05-01,3162.0,59786.0,59786.0,3466.0,18925.0,18925.0,944.762,15726.0,15726.0
2018-06-01,7331.0,132556.0,132556.0,8171.0,49592.0,49592.0,1067.693,17772.0,17772.0
2018-07-01,14356.0,248076.0,248076.0,14919.0,88524.0,88524.0,1181.327,19664.0,19664.0
2018-08-01,8609.0,151186.0,151186.0,9467.0,59250.0,59250.0,1033.707,17206.0,17206.0
2018-09-01,10180.0,179582.0,179582.0,11253.0,71806.0,71806.0,934.512,15556.0,15556.0
2018-10-01,7810.0,103658.0,103658.0,5870.0,26569.0,26569.0,808.007,13450.0,13450.0
2018-11-01,1911.0,23662.0,23662.0,1326.0,7433.0,7433.0,859.34,14305.0,14305.0
2018-12-01,1403.0,22861.0,22861.0,1016.0,4644.0,4644.0,873.665,14543.0,14543.0
2019-01-01,1874.0,29701.0,29701.0,1614.0,7462.0,7462.0,1375.258,22065.0,22065.0
2019-02-01,9898.0,156865.0,156865.0,8395.0,42080.0,42080.0,1435.887,23038.0,23038.0
2019-03-01,16460.0,260515.0,260515.0,15328.0,85349.0,85349.0,1266.492,20320.0,20320.0
2019-04-01,1971.0,28357.0,28357.0,1497.0,6355.0,6355.0,1245.427,19983.0,19983.0
2019-05-01,314.0,5920.0,5920.0,313.0,1754.0,1754.0,1255.05,20136.0,20136.0
2019-06-01,840.0,15764.0,15764.0,1006.0,6574.0,6574.0,1429.211,22931.0,22931.0
2019-07-01,12313.0,219795.0,219795.0,13925.0,89162.0,89162.0,1945.871,31221.0,31221.0
2019-08-01,9117.0,162745.0,162745.0,10124.0,65328.0,65328.0,1866.212,29942.0,29942.0
2019-09-01,3173.0,52875.0,52875.0,5275.0,27496.0,27496.0,1411.377,22645.0,22645.0
2019-10-01,6026.0,93990.0,93990.0,4971.0,27710.0,27710.0,1199.327,19243.0,19243.0
2019-11-01,14614.0,194122.0,194122.0,11562.0,59489.0,59489.0,1490.946,23922.0,23922.0
2019-12-01,2472.0,33025.0,33025.0,1803.0,9733.0,9733.0,1573.942,25253.0,25253.0
2020-01-01,270.0,4991.0,4991.0,251.0,1364.0,1364.0,864.953,13948.0,13948.0
2020-02-01,5084.0,82772.0,82772.0,4296.0,22329.0,22329.0,1247.768,20122.0,20122.0
2020-03-01,2393.0,40689.0,40689.0,2216.0,12351.0,12351.0,1163.445,18763.0,18763.0
2020-04-01,1303.0,22608.0,22608.0,1527.0,10243.0,10243.0,1045.444,16859.0,16859.0
2020-05-01,1030.0,19339.0,19339.0,1294.0,8333.0,8333.0,916.507,14780.0,14780.0
2020-06-01,9857.0,150268.0,150268.0,9890.0,57166.0,57166.0,1248.197,20129.0,20129.0
2020-07-01,7290.0,117725.0,117725.0,7337.0,41846.0,41846.0,1398.73,22556.0,22556.0
2020-08-01,16542.0,283509.0,283509.0,16855.0,98851.0,98851.0,1423.461,22955.0,22955.0
2020-09-01,8875.0,133010.0,133010.0,8870.0,44782.0,44782.0,1089.862,17576.0,17576.0
2020-10-01,10764.0,174336.0,174336.0,9086.0,49360.0,49360.0,1005.755,16219.0,16219.0
2020-11-01,1960.0,35101.0,35101.0,2183.0,14839.0,14839.0,901.078,14531.0,14531.0
2020-12-01,3224.0,56067.0,56067.0,2910.0,15924.0,15924.0,1004.8,16204.0,16204.0
2021-01-01,3803.0,62673.0,62673.0,4188.0,28236.0,28236.0,801.984,12910.0,12910.0
2021-02-01,5980.0,79736.0,79736.0,4079.0,22663.0,22663.0,733.201,11804.0,11804.0
2021-03-01,2357.0,38871.0,38871.0,2057.0,11359.0,11359.0,561.019,9032.0,9032.0
2021-04-01,3076.0,50020.0,50020.0,2825.0,16176.0,16176.0,613.532,9877.0,9877.0
2021-05-01,5020.0,84291.0,84291.0,9919.0,31867.0,31867.0,749.871,12072.0,12072.0
2021-06-01,5367.0,92115.0,92115.0,5860.0,35860.0,35860.0,868.145,13976.0,13976.0
2021-07-01,13266.0,224297.0,224297.0,14548.0,92804.0,92804.0,1036.41,16685.0,16685.0
2021-08-01,10119.0,174011.0,174011.0,11761.0,77889.0,77889.0,971.784,15645.0,15645.0
2021-09-01,6621.0,112827.0,112827.0,6918.0,41912.0,41912.0,752.961,12122.0,12122.0
2021-10-01,4064.0,72731.0,72731.0,4720.0,31122.0,31122.0,477.323,7684.0,7684.0
2021-11-01,2526.0,45418.0,45418.0,2987.0,20805.0,20805.0,588.505,9474.0,9474.0
2021-12-01,452.0,7782.0,7782.0,322.0,1589.0,1589.0,587.265,9455.0,9455.0
2022-01-01,1248.0,21548.0,21548.0,1255.0,7807.0,7807.0,884.669,14471.0,14471.0
2022-02-01,8846.0,141380.0,141380.0,8763.0,51728.0,51728.0,879.923,14395.0,14395.0
2022-03-01,2288.0,38606.0,38606.0,2312.0,13287.0,13287.0,856.914,14019.0,14019.0
2022-04-01,2597.0,42095.0,42095.0,2343.0,12033.0,12033.0,660.814,10811.0,10811.0
2022-05-01,5742.0,94505.0,94505.0,11287.0,40081.0,40081.0,784.293,12831.0,12831.0
2022-06-01,2339.0,41620.0,41620.0,2796.0,18306.0,18306.0,1004.526,16434.0,16434.0
2022-07-01,7105.0,124073.0,124073.0,8508.0,55222.0,55222.0,1283.95,21006.0,21006.0
2022-08-01,7666.0,139349.0,139349.0,9402.0,61176.0,61176.0,1302.182,21304.0,21304.0
2022-09-01,10927.0,186900.0,186900.0,12238.0,76873.0,76873.0,986.055,16132.0,16132.0
2022-10-01,2105.0,38053.0,38053.0,2490.0,15230.0,15230.0,868.471,14208.0,14208.0
2022-11-01,13132.0,214427.0,214427.0,11961.0,66600.0,66600.0,1008.429,16498.0,16498.0
2022-12-01,1998.0,32614.0,32614.0,1858.0,11026.0,11026.0,1153.774,18876.0,18876.0
2023-01-01,14874.0,218430.0,218430.0,13014.0,76745.0,76745.0,1476.354,24299.0,24299.0
2023-02-01,1178.0,19219.0,19219.0,1364.0,5507.0,5507.0,1095.443,18029.0,18029.0
2023-03-01,3907.0,57405.0,57405.0,2975.0,16046.0,16046.0,1283.535,21125.0,21125.0
2023-04-01,4871.0,81023.0,81023.0,4642.0,28697.0,28697.0,914.848,15056.0,15056.0
2023-05-01,3977.0,63946.0,63946.0,3726.0,20345.0,20345.0,891.933,14679.0,14679.0
2023-06-01,1751.0,30637.0,30637.0,1782.0,10191.0,10191.0,1068.161,17580.0,17580.0
2023-07-01,17452.0,283084.0,283084.0,15915.0,83098.0,83098.0,1519.903,25015.0,25015.0
2023-08-01,7152.0,106088.0,106088.0,5182.0,25264.0,25264.0,1500.734,24699.0,24699.0
2023-09-01,2126.0,29941.0,29941.0,1162.0,3302.0,3302.0,1074.92,17691.0,17691.0
2023-10-01,1248.0,16755.0,16755.0,575.0,1651.0,1651.0,883.526,14541.0,14541.0
2023-11-01,722.0,9327.0,9327.0,429.0,1809.0,1809.0,1156.44,19032.0,19032.0
2023-12-01,2438.0,32429.0,32429.0,1238.0,4405.0,4405.0,1279.203,21054.0,21054.0
2024-01-01,2416.0,30209.0,30209.0,1149.0,4650.0,4650.0,0.0,0.0,0.0
2024-02-01,156.0,3913.0,3913.0,220.0,774.0,774.0,,,
2024-03-01,1567.0,21292.0,21292.0,854.0,3427.0,3427.0,,,
2024-04-01,4217.0,58202.0,58202.0,3690.0,22961.0,22961.0,,,
2024-05-01,3299.0,46278.0,46278.0,3507.0,23819.0,23819.0,,,
2024-06-01,11837.0,172768.0,172768.0,12631.0,80017.0,80017.0,,,
2024-07-01,22890.0,380838.0,380838.0,27053.0,180904.0,180904.0,,,
2024-08-01,10691.0,159931.0,159931.0,13403.0,96463.0,96463.0,,,
2024-09-01,5424.0,92319.0,92319.0,6941.0,50184.0,50184.0,,,
2024-10-01,4716.0,73347.0,73347.0,4770.0,32847.0,32847.0,,,
2024-11-01,4907.0,66357.0,66357.0,3297.0,16627.0,16627.0,,,
2024-12-01,2382.0,34383.0,34383.0,1711.0,9122.0,9122.0,,,
