measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-05-01,0.0,0.0,0.0,,,,,,,13298.0,181110.0,181110.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-06-01,0.0,0.0,0.0,,,,,,,17419.0,228032.0,228032.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-07-01,69.0,870.0,870.0,,,,,,,23825.0,308615.0,308615.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-08-01,26.0,290.0,290.0,,,,,,,59861.0,694257.0,694257.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-09-01,0.0,0.0,0.0,,,,,,,11425.0,127929.0,127929.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-10-01,0.0,0.0,0.0,,,,,,,7667.0,100598.0,100598.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-11-01,0.0,0.0,0.0,,,,,,,1337.0,24162.0,24162.0,0.0,0.0,0.0,,,,,,,,,,,,
2004-12-01,20.0,264.0,264.0,,,,,,,90.0,933.0,933.0,0.0,0.0,0.0,,,,,,,,,,,,
2005-01-01,36.0,290.0,290.0,,,,,,,14795.0,186968.87,186968.87,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-02-01,0.0,0.0,0.0,,,,,,,6653.0,77922.66,77922.66,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-03-01,0.0,0.0,0.0,,,,,,,9245.0,119372.06,119372.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-04-01,0.0,0.0,0.0,,,,,,,5818.0,86229.17,86229.17,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-05-01,636.0,7627.0,7627.0,,,,,,,25509.0,347783.53,347783.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-06-01,0.0,0.0,0.0,,,,,,,49760.0,641492.99,641492.99,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-07-01,0.0,0.0,0.0,,,,,,,40983.0,536017.0,536017.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-08-01,0.0,0.0,0.0,,,,,,,58320.0,726877.13,726877.13,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-09-01,0.0,0.0,0.0,,,,,,,47925.0,595482.98,595482.98,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-10-01,0.0,0.0,0.0,,,,,,,30751.0,362348.02,362348.02,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-11-01,0.0,0.0,0.0,,,,,,,5154.0,63905.65,63905.65,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2005-12-01,25.0,290.0,290.0,,,,,,,490.0,5967.87,5967.87,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-01-01,0.0,0.0,0.0,,,,,,,310.0,7368.0,7368.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-02-01,0.0,0.0,0.0,,,,,,,2194.0,24762.0,24762.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-03-01,0.0,0.0,0.0,,,,,,,10489.0,117929.0,117929.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-04-01,0.0,0.0,0.0,,,,,,,4329.0,52344.0,52344.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-05-01,0.0,0.0,0.0,,,,,,,363.0,9510.0,9510.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-06-01,0.0,0.0,0.0,,,,,,,-357.0,74800.0,74800.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-07-01,0.0,0.0,0.0,,,,,,,6314.0,61457.0,61457.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-08-01,0.0,0.0,0.0,,,,,,,4273.0,51806.0,51806.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-09-01,0.0,0.0,0.0,,,,,,,424.0,7226.0,7226.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-10-01,0.0,0.0,0.0,,,,,,,295.0,6108.0,6108.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-11-01,-269.0,2430.0,2430.0,,,,,,,-141.0,7180.0,7180.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-12-01,0.0,0.0,0.0,,,,,,,3815.0,43021.0,43021.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2439.0,29209.0,29209.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1223.0,21904.0,21904.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2075.0,32054.0,32054.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5243.0,73991.0,73991.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1937.0,35012.0,35012.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4322.0,55987.0,55987.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4598.0,55245.0,55245.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10283.0,121738.0,121738.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1068.0,19604.0,19604.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,805.0,17645.0,17645.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9754.0,106235.0,106235.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3720.0,46430.0,46430.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6297.0,69420.0,69420.0,0.0,0.0,0.0,,,,-278.0,0.0,0.0,,,,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,856.0,12117.0,12117.0,0.0,0.0,0.0,,,,-274.0,0.0,0.0,,,,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,39.0,3595.0,3595.0,0.0,0.0,0.0,,,,-288.0,0.0,0.0,,,,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-83.0,2038.0,2038.0,0.0,0.0,0.0,,,,-284.0,0.0,0.0,,,,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,863.0,9617.0,9617.0,0.0,0.0,0.0,,,,-279.0,0.0,0.0,,,,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-249.0,0.0,0.0,,,,,,
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,126.0,4460.0,4460.0,0.0,0.0,0.0,,,,-252.0,0.0,0.0,,,,,,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-250.0,0.0,0.0,,,,,,
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,98.0,8380.0,8380.0,0.0,0.0,0.0,,,,-246.0,0.0,0.0,,,,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-196.0,828.0,828.0,0.0,0.0,0.0,,,,-256.0,0.0,0.0,,,,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,525.0,5742.0,5742.0,0.0,0.0,0.0,,,,-250.0,0.0,0.0,,,,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2922.0,34043.0,34043.0,0.0,0.0,0.0,,,,-276.0,0.0,0.0,,,,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-223.0,0.0,0.0,,,,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-158.0,0.0,0.0,,,,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3337.0,39320.0,39320.0,0.0,0.0,0.0,,,,-194.0,0.0,0.0,,,,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3595.0,31287.0,31287.0,0.0,0.0,0.0,,,,-327.0,0.0,0.0,,,,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-251.0,0.0,0.0,,,,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,628.0,10465.0,10465.0,0.0,0.0,0.0,,,,-237.0,0.0,0.0,,,,,,
2009-07-01,0.0,0.0,0.0,-117.0,0.0,0.0,,,,0.0,0.0,0.0,-117.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-219.0,0.0,0.0,,,,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-175.0,0.0,0.0,,,,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3045.0,38215.0,38215.0,0.0,0.0,0.0,,,,-136.0,0.0,0.0,,,,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-155.0,0.0,0.0,,,,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12422.0,124990.0,124990.0,0.0,0.0,0.0,,,,-243.0,0.0,0.0,,,,,,
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1248.0,21028.0,21028.0,,,,-196.0,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-218.0,0.0,0.0,,,,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-243.0,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,427.0,7111.0,7111.0,0.0,0.0,0.0,,,,-209.0,0.0,0.0,,,,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-220.0,0.0,0.0,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2326.0,26787.0,26787.0,,,,-273.0,0.0,0.0,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-213.0,0.0,0.0,,,,,,
2010-08-01,0.0,0.0,0.0,-77.5,0.0,0.0,,,,0.0,0.0,0.0,-77.5,0.0,0.0,,,,-224.0,0.0,0.0,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,550.0,10664.0,10664.0,,,,-175.0,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,559.0,9481.0,9481.0,,,,-191.0,0.0,0.0,,,,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,679.0,7522.0,7522.0,-37.0,1802.0,1802.0,,,,-209.0,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,-104.0,0.0,0.0,,,,0.0,0.0,0.0,-104.0,0.0,0.0,,,,-230.0,0.0,0.0,,,,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,627.0,6448.0,6448.0,54.0,3054.0,3054.0,,,,-236.0,0.0,0.0,,,,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,17232.0,175265.0,175265.0,4904.0,55065.0,55065.0,,,,-204.0,0.0,0.0,,,,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-45.0,0.0,0.0,,,,-183.0,0.0,0.0,,,,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,421.0,4823.0,4823.0,-119.0,962.0,962.0,,,,-181.0,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-173.0,0.0,0.0,,,,-193.0,0.0,0.0,,,,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1491.0,16426.0,16426.0,107.0,4737.0,4737.0,,,,-201.0,0.0,0.0,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1213.0,13723.0,13723.0,175.0,4957.0,4957.0,,,,-212.0,0.0,0.0,,,,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-194.0,0.0,0.0,,,,-201.0,0.0,0.0,,,,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-171.0,0.0,0.0,,,,-196.0,0.0,0.0,,,,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,471.0,5404.0,5404.0,-77.0,1505.0,1505.0,,,,-207.0,0.0,0.0,,,,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,245.0,3437.0,3437.0,-151.0,897.0,897.0,,,,-197.0,0.0,0.0,,,,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-193.0,0.0,0.0,,,,-215.0,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1001.0,17176.0,17176.0,205.0,2921.0,2921.0,,,,-215.0,0.0,0.0,,,,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,529.0,9331.0,9331.0,129.0,1832.0,1832.0,,,,-195.0,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,323.0,6349.0,6349.0,89.0,1366.0,1366.0,,,,-212.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,629.0,11848.0,11848.0,224.0,3117.0,3117.0,,,,-201.0,0.0,0.0,0.0,0.0,0.0,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-157.0,0.0,0.0,-157.0,0.0,0.0,,,,-216.0,0.0,0.0,0.0,0.0,0.0,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-150.0,0.0,0.0,-150.0,0.0,0.0,,,,-210.0,0.0,0.0,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,806.0,9454.0,9454.0,267.0,2356.0,2356.0,,,,-200.0,0.0,0.0,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,160.0,0.0,0.0,0.0,0.0,0.0,,,,-218.0,0.0,0.0,0.0,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.0,1859.0,1859.0,2.0,118.0,118.0,,,,-204.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,295.0,5781.0,5781.0,68.0,0.0,0.0,,,,-209.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-182.0,1786.0,1786.0,0.0,0.0,0.0,,,,-84.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,515.0,7470.0,7470.0,136.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-515.0,0.0,0.0,-136.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,657.0,15142.0,15142.0,186.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,707.0,15840.0,15840.0,172.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2718.0,43334.0,43334.0,1011.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,279.0,8141.0,8141.0,103.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-248.0,0.0,0.0,-65.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-286.0,0.0,0.0,-75.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5759.0,94313.0,94313.0,1794.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-263.0,0.0,0.0,-70.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-296.0,0.0,0.0,-78.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-247.0,0.0,0.0,-65.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-233.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7850.0,112471.0,112471.0,2070.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1258.0,15859.0,15859.0,254.0,4184.0,4184.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-187.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-127.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,268.0,3924.0,3924.0,44.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-133.0,3269.0,3269.0,-107.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-208.0,0.0,0.0,-168.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-01-01,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-114.0,0.0,0.0,-92.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-352.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-335.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-327.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-313.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-316.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
