measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2015-04-01,,,,0.069,0.0,0.0,6.312,94.0,94.0
2015-05-01,,,,0.097,0.0,0.0,8.625,129.0,129.0
2015-06-01,,,,0.084,0.0,0.0,8.512,127.0,127.0
2015-07-01,,,,0.214,6.0,6.0,11.269,168.0,168.0
2015-08-01,,,,0.238,6.0,6.0,11.347,169.0,169.0
2015-09-01,,,,0.202,6.0,6.0,10.266,152.0,152.0
2015-10-01,,,,0.078,0.0,0.0,8.544,127.0,127.0
2015-11-01,,,,0.036,0.0,0.0,6.945,103.0,103.0
2015-12-01,,,,0.094,0.0,0.0,6.706,100.0,100.0
2016-01-01,,,,0.0,0.0,0.0,33.647,488.0,488.0
2016-02-01,,,,0.0,0.0,0.0,31.93,462.0,462.0
2016-03-01,,,,0.0,0.0,0.0,34.936,505.0,505.0
2016-04-01,,,,0.0,0.0,0.0,36.783,532.0,532.0
2016-05-01,,,,0.0,0.0,0.0,41.577,602.0,602.0
2016-06-01,,,,0.0,0.0,0.0,47.197,683.0,683.0
2016-07-01,,,,0.0,0.0,0.0,61.23,886.0,886.0
2016-08-01,,,,0.0,0.0,0.0,66.095,956.0,956.0
2016-09-01,,,,0.0,0.0,0.0,47.864,693.0,693.0
2016-10-01,,,,0.0,0.0,0.0,34.92,505.0,505.0
2016-11-01,,,,0.0,0.0,0.0,31.82,460.0,460.0
2016-12-01,,,,0.0,0.0,0.0,37.001,535.0,535.0
2017-01-01,,,,0.0,0.0,0.0,33.268,449.0,449.0
2017-02-01,,,,0.0,0.0,0.0,28.892,388.0,388.0
2017-03-01,,,,0.0,0.0,0.0,31.52,423.0,423.0
2017-04-01,,,,0.0,0.0,0.0,27.343,367.0,367.0
2017-05-01,,,,0.0,0.0,0.0,29.602,397.0,397.0
2017-06-01,,,,0.0,0.0,0.0,37.04,498.0,498.0
2017-07-01,,,,0.0,0.0,0.0,47.141,633.0,633.0
2017-08-01,,,,0.0,0.0,0.0,44.602,599.0,599.0
2017-09-01,,,,0.0,0.0,0.0,36.945,496.0,496.0
2017-10-01,,,,0.0,0.0,0.0,29.582,397.0,397.0
2017-11-01,,,,0.0,0.0,0.0,26.784,360.0,360.0
2017-12-01,,,,0.0,0.0,0.0,32.281,433.0,433.0
2018-01-01,,,,0.0,0.0,0.0,40.421,557.0,557.0
2018-02-01,,,,0.0,0.0,0.0,35.17,484.0,484.0
2018-03-01,,,,0.0,0.0,0.0,39.094,539.0,539.0
2018-04-01,,,,0.0,0.0,0.0,40.422,556.0,556.0
2018-05-01,,,,0.0,0.0,0.0,44.875,618.0,618.0
2018-06-01,,,,0.0,0.0,0.0,52.137,718.0,718.0
2018-07-01,,,,0.0,0.0,0.0,73.944,1019.0,1019.0
2018-08-01,,,,0.0,0.0,0.0,77.137,1062.0,1062.0
2018-09-01,,,,0.0,0.0,0.0,57.582,793.0,793.0
2018-10-01,,,,0.0,0.0,0.0,47.967,660.0,660.0
2018-11-01,,,,0.0,0.0,0.0,41.316,569.0,569.0
2018-12-01,,,,0.0,0.0,0.0,40.935,563.0,563.0
2019-01-01,,,,6.224,90.0,90.0,62.504,862.0,862.0
2019-02-01,,,,1.287,17.0,17.0,59.75,824.0,824.0
2019-03-01,,,,0.021,0.0,0.0,55.624,766.0,766.0
2019-04-01,,,,0.011,0.0,0.0,48.945,675.0,675.0
2019-05-01,,,,0.017,0.0,0.0,47.449,654.0,654.0
2019-06-01,,,,0.011,0.0,0.0,63.209,871.0,871.0
2019-07-01,,,,0.005,0.0,0.0,107.571,1483.0,1483.0
2019-08-01,,,,0.01,0.0,0.0,94.039,1296.0,1296.0
2019-09-01,,,,0.045,0.0,0.0,67.181,926.0,926.0
2019-10-01,,,,0.012,0.0,0.0,56.647,781.0,781.0
2019-11-01,,,,0.023,0.0,0.0,59.811,824.0,824.0
2019-12-01,,,,0.881,11.0,11.0,66.723,920.0,920.0
2020-01-01,,,,0.0,0.0,0.0,22.35,445.0,445.0
2020-02-01,,,,0.0,0.0,0.0,21.001,418.0,418.0
2020-03-01,,,,0.0,0.0,0.0,20.559,409.0,409.0
2020-04-01,,,,0.0,0.0,0.0,14.67,291.0,291.0
2020-05-01,,,,0.0,0.0,0.0,17.142,341.0,341.0
2020-06-01,,,,0.0,0.0,0.0,27.268,543.0,543.0
2020-07-01,,,,0.0,0.0,0.0,39.263,781.0,781.0
2020-08-01,,,,0.0,0.0,0.0,34.973,695.0,695.0
2020-09-01,,,,0.0,0.0,0.0,27.443,546.0,546.0
2020-10-01,,,,0.0,0.0,0.0,20.552,409.0,409.0
2020-11-01,,,,0.0,0.0,0.0,21.186,421.0,421.0
2020-12-01,,,,0.0,0.0,0.0,21.593,430.0,430.0
2021-01-01,,,,0.0,0.0,0.0,62.764,784.0,784.0
2021-02-01,,,,0.0,0.0,0.0,52.751,660.0,660.0
2021-03-01,,,,0.0,0.0,0.0,52.009,650.0,650.0
2021-04-01,,,,0.0,0.0,0.0,44.235,553.0,553.0
2021-05-01,,,,0.0,0.0,0.0,55.943,699.0,699.0
2021-06-01,,,,0.0,0.0,0.0,79.498,994.0,994.0
2021-07-01,,,,0.0,0.0,0.0,88.451,1105.0,1105.0
2021-08-01,,,,0.0,0.0,0.0,96.239,1203.0,1203.0
2021-09-01,,,,0.0,0.0,0.0,65.452,819.0,819.0
2021-10-01,,,,0.0,0.0,0.0,64.758,809.0,809.0
2021-11-01,,,,0.0,0.0,0.0,65.248,816.0,816.0
2021-12-01,,,,0.0,0.0,0.0,64.652,808.0,808.0
2022-01-01,,,,973.958,1579.0,1579.0,146.864,236.0,236.0
2022-02-01,,,,109.914,179.0,179.0,134.984,219.0,219.0
2022-03-01,,,,7.814,11.0,11.0,147.838,239.0,239.0
2022-04-01,,,,4.86,6.0,6.0,161.868,262.0,262.0
2022-05-01,,,,14.224,22.0,22.0,189.808,307.0,307.0
2022-06-01,,,,1.717,0.0,0.0,198.874,322.0,322.0
2022-07-01,,,,2.319,6.0,6.0,268.436,434.0,434.0
2022-08-01,,,,1.572,0.0,0.0,267.39,432.0,432.0
2022-09-01,,,,2.509,6.0,6.0,181.404,293.0,293.0
2022-10-01,,,,5.914,11.0,11.0,170.549,275.0,275.0
2022-11-01,,,,18.045,28.0,28.0,157.69,255.0,255.0
2022-12-01,,,,607.125,980.0,980.0,168.324,272.0,272.0
2023-01-01,,,,0.0,0.0,0.0,40.202,580.0,580.0
2023-02-01,,,,0.0,0.0,0.0,36.242,523.0,523.0
2023-03-01,,,,0.0,0.0,0.0,35.172,508.0,508.0
2023-04-01,,,,0.0,0.0,0.0,31.075,449.0,449.0
2023-05-01,,,,0.0,0.0,0.0,35.124,508.0,508.0
2023-06-01,,,,0.0,0.0,0.0,46.725,675.0,675.0
2023-07-01,,,,0.0,0.0,0.0,67.98,982.0,982.0
2023-08-01,,,,0.0,0.0,0.0,53.482,773.0,773.0
2023-09-01,,,,0.0,0.0,0.0,48.247,697.0,697.0
2023-10-01,,,,0.0,0.0,0.0,37.836,547.0,547.0
2023-11-01,,,,0.0,0.0,0.0,45.431,656.0,656.0
2023-12-01,,,,0.0,0.0,0.0,43.484,628.0,628.0
2024-01-01,,,,10.174,151.0,151.0,31.442,472.0,472.0
2024-02-01,,,,0.48,6.0,6.0,28.533,428.0,428.0
2024-03-01,,,,3.033,45.0,45.0,27.416,411.0,411.0
2024-04-01,,,,0.732,11.0,11.0,23.575,353.0,353.0
2024-05-01,,,,0.368,6.0,6.0,27.886,418.0,418.0
2024-06-01,,,,0.298,6.0,6.0,34.607,519.0,519.0
2024-07-01,,,,0.595,11.0,11.0,44.221,663.0,663.0
2024-08-01,,,,0.393,6.0,6.0,39.351,590.0,590.0
2024-09-01,,,,0.369,6.0,6.0,32.462,487.0,487.0
2024-10-01,,,,0.666,11.0,11.0,27.613,414.0,414.0
2024-11-01,,,,0.935,11.0,11.0,28.875,433.0,433.0
2024-12-01,,,,7.016,107.0,107.0,33.96,510.0,510.0
