measured_on,Agricultural By-Products Generation,Agricultural By-Products Quantity Consumed For Electricity,Agricultural By-Products Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2009-05-01,,,,1950.475,25060.0,29986.0,10667.525,137056.0,163999.0
2009-06-01,,,,2462.2090000000003,31207.0,34544.0,14250.791000000001,180621.0,199936.0
2009-07-01,,,,2370.879,29949.0,32774.0,16386.121,206991.0,226512.0
2009-08-01,,,,2670.2690000000002,33811.0,36400.0,14911.731,188811.0,203269.0
2009-09-01,,,,2570.536,33037.0,37280.0,11140.464,143181.0,161568.0
2009-10-01,,,,2010.7030000000002,26726.0,33468.0,2696.297,35839.0,44880.0
2009-11-01,,,,1580.995,20110.0,25143.0,12904.005000000001,164138.0,205216.0
2009-12-01,,,,2846.464,36346.0,49639.0,12256.536,156500.0,213741.0
2010-01-01,,,,2560.812,32823.0,46353.0,14048.188,180063.0,254285.0
2010-02-01,,,,2602.1910000000003,33293.0,46498.0,12420.809000000001,158916.0,221945.0
2010-03-01,,,,4740.337,60395.0,79814.0,11603.663,147839.0,195373.0
2010-04-01,,,,616.0930000000001,7873.0,9797.0,2856.907,36506.0,45430.0
2010-05-01,,,,1745.861,22834.0,28502.0,9530.139000000001,124644.0,155584.0
2010-06-01,,,,2781.8630000000003,35389.0,40862.0,11747.137,149439.0,172550.0
2010-07-01,,,,2065.7200000000003,26520.0,31440.0,13936.28,178916.0,212108.0
2010-08-01,,,,2599.4590000000003,33539.0,40002.0,13385.541000000001,172705.0,205985.0
2010-09-01,,,,2064.3,26631.0,32673.0,12434.7,160415.0,196812.0
2010-10-01,,,,32.428000000000004,416.0,426.0,662.572,8501.0,8704.0
2010-11-01,,,,1218.622,15906.0,23007.0,4133.378000000001,53949.0,78036.0
2010-12-01,,,,3529.88,45547.0,66215.0,7116.12,91820.0,133487.0
2011-01-01,,,,1780.791,22890.0,32638.0,11026.209,141728.0,202086.0
2011-02-01,,,,2181.162,27862.0,40059.0,7693.838,98280.0,141304.0
2011-03-01,,,,2103.0,27501.0,56659.0,0.0,0.0,0.0
2011-04-01,,,,6617.709,85013.0,114122.0,5968.291,76670.0,102923.0
2011-05-01,,,,2578.039,32879.0,41456.0,10103.961,128861.0,162476.0
2011-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,,,,0.0,68.0,1542.0,0.0,0.0,0.0
2011-11-01,,,,882.775,11249.0,20308.0,546.225,6960.0,12566.0
2011-12-01,,,,2411.876,30505.0,40074.0,10831.124,136990.0,179962.0
2012-01-01,,,,3971.415,49885.0,64605.0,14597.585,183360.0,237466.0
2012-02-01,,,,3068.107,38902.0,49913.0,14296.893,181275.0,232587.0
2012-03-01,,,,2276.707,28813.0,34786.0,16459.293,208299.0,251483.0
2012-04-01,,,,2199.482,27717.0,33223.0,14486.518,182553.0,218818.0
2012-05-01,,,,2445.451,30880.0,35494.0,10692.549,135022.0,155195.0
2012-06-01,,,,3177.262,40341.0,43845.0,12421.738,157715.0,171415.0
2012-07-01,,,,3913.448,50179.0,55074.0,14713.552,188661.0,207064.0
2012-08-01,,,,3664.787,46903.0,53823.0,14915.213,190890.0,219053.0
2012-09-01,,,,2705.135,34850.0,39940.0,14207.865,183040.0,209772.0
2012-10-01,,,,2004.478,25268.0,30946.0,9870.522,124427.0,152385.0
2012-11-01,,,,2658.663,33509.0,41395.0,14692.337,185178.0,228758.0
2012-12-01,,,,3160.379,39906.0,51221.0,15581.621,196750.0,252535.0
2013-01-01,0.0,0.0,0.0,3131.225,39568.0,51071.0,13526.775,170930.0,220625.0
2013-02-01,0.0,0.0,0.0,2325.015,29390.0,37169.0,14399.985,182029.0,230206.0
2013-03-01,0.0,0.0,0.0,2038.08,25756.0,31665.0,13619.92,172118.0,211608.0
2013-04-01,0.0,0.0,0.0,2321.657,29708.0,37963.0,10875.343,139163.0,177830.0
2013-05-01,0.0,0.0,0.0,1236.29,15751.0,19574.0,5270.71,67150.0,83450.0
2013-06-01,0.0,0.0,0.0,2470.664,31148.0,36496.0,15469.336,195022.0,228509.0
2013-07-01,0.0,0.0,0.0,2320.187,29286.0,34427.0,16419.813,207256.0,243638.0
2013-08-01,0.0,0.0,0.0,3009.433,38102.0,44412.0,15752.567,199441.0,232470.0
2013-09-01,0.0,0.0,0.0,2611.877,32857.0,38192.0,15309.123,192585.0,223857.0
2013-10-01,0.0,0.0,0.0,2122.434,26017.0,34016.0,6657.566,81609.0,106700.0
2013-11-01,0.0,0.0,0.0,2445.222,31033.0,42072.0,13716.778,174085.0,236008.0
2013-12-01,0.0,0.0,0.0,2377.465,30329.0,42704.0,12814.535,163473.0,230175.0
2014-01-01,0.0,0.0,0.0,2535.365,32373.0,45607.0,13401.635,171119.0,241073.0
2014-02-01,0.0,0.0,0.0,3078.687,39323.0,56897.0,12007.313,153364.0,221906.0
2014-03-01,0.0,0.0,0.0,3044.309,38892.0,53905.0,13480.691,172220.0,238700.0
2014-04-01,0.0,0.0,0.0,1221.289,16341.0,22754.0,4955.711,66309.0,92330.0
2014-05-01,0.0,0.0,0.0,1933.754,24874.0,30118.0,13219.246,170042.0,205888.0
2014-06-01,0.0,0.0,0.0,6629.79,84116.0,103564.0,10946.21,138881.0,170991.0
2014-07-01,0.0,0.0,0.0,5897.373,74939.0,87394.0,12331.627,156701.0,182744.0
2014-08-01,0.0,0.0,0.0,2856.611,36642.0,43977.0,14650.389,187924.0,225540.0
2014-09-01,0.0,0.0,0.0,1802.943,23137.0,27985.0,14468.057,185666.0,224571.0
2014-10-01,0.0,0.0,0.0,1327.663,15828.0,23108.0,3255.337,38809.0,56659.0
2014-11-01,0.0,0.0,0.0,1999.715,25507.0,34391.0,12450.285,158809.0,214119.0
2014-12-01,0.0,0.0,0.0,2578.097,32862.0,46767.0,13727.903,174985.0,249026.0
2015-01-01,0.0,0.0,0.0,1896.096,24360.0,35111.0,8911.904,114497.0,165026.0
2015-02-01,0.0,0.0,0.0,1595.495,20496.0,29600.0,13027.505,167357.0,241689.0
2015-03-01,0.0,0.0,0.0,1277.056,16262.0,21645.0,10279.944,130908.0,174236.0
2015-04-01,0.0,0.0,0.0,166.305,2168.0,2870.0,435.695,5680.0,7519.0
2015-05-01,0.0,0.0,0.0,1928.456,24968.0,30307.0,11721.544,151762.0,184212.0
2015-06-01,0.0,0.0,0.0,3389.62,43002.0,48942.0,14264.38,180962.0,205960.0
2015-07-01,0.0,0.0,0.0,2681.75,34209.0,38580.0,15314.25,195351.0,220313.0
2015-08-01,0.0,0.0,0.0,3393.935,43192.0,48880.0,14233.065,181135.0,204987.0
2015-09-01,0.0,0.0,0.0,1914.129,24509.0,29330.0,12425.871,159102.0,190400.0
2015-10-01,0.0,0.0,0.0,940.358,12091.0,15388.0,5457.642,70173.0,89309.0
2015-11-01,0.0,0.0,0.0,1859.082,23857.0,30819.0,12801.918,164281.0,212224.0
2015-12-01,0.0,0.0,0.0,1980.941,25366.0,34951.0,11093.059,142049.0,195722.0
2016-01-01,0.0,0.0,0.0,1610.782,13092.0,28039.0,14717.218,119613.0,256184.0
2016-02-01,0.0,0.0,0.0,1433.11,11510.0,27636.0,10301.89,82741.0,198661.0
2016-03-01,0.0,0.0,0.0,1363.708,11350.0,24736.0,8332.292,69348.0,151138.0
2016-04-01,0.0,0.0,0.0,368.126,3038.0,6295.0,881.874,7278.0,15080.0
2016-05-01,0.0,0.0,0.0,1889.697,15628.0,29880.0,11303.303,93477.0,178728.0
2016-06-01,0.0,0.0,0.0,2927.338,23706.0,42410.0,14362.662,116310.0,208080.0
2016-07-01,0.0,0.0,0.0,2182.122,17741.0,31462.0,13347.878,108518.0,192451.0
2016-08-01,0.0,0.0,0.0,3012.576,24498.0,45862.0,8820.424,71727.0,134278.0
2016-09-01,0.0,0.0,0.0,3316.337,26862.0,50148.0,14710.663,119157.0,222447.0
2016-10-01,0.0,0.0,0.0,1129.563,9138.0,17510.0,4914.437,39756.0,76182.0
2016-11-01,0.0,0.0,0.0,2173.579,17472.0,33669.0,15915.421,127937.0,246532.0
2016-12-01,0.0,0.0,0.0,2638.731,21679.0,49377.0,12226.269,100449.0,228783.0
2017-01-01,0.0,0.0,0.0,2394.325,19668.0,44220.0,12558.675,103164.0,231942.0
2017-02-01,0.0,0.0,0.0,2657.537,22004.0,48219.0,9361.463,77511.0,169857.0
2017-03-01,0.0,0.0,0.0,1801.033,14985.0,33618.0,6649.967,55331.0,124128.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,2658.336,21712.0,40529.0,13906.664,113584.0,212021.0
2017-07-01,0.0,0.0,0.0,2829.341,23297.0,43100.0,12290.659,101204.0,187226.0
2017-08-01,0.0,0.0,0.0,3729.715,30295.0,58372.0,14884.285,120900.0,232947.0
2017-09-01,0.0,0.0,0.0,3515.406,28571.0,54241.0,14573.594,118443.0,224863.0
2017-10-01,0.0,0.0,0.0,2520.299,20332.0,39820.0,8138.701,65658.0,128589.0
2017-11-01,0.0,0.0,0.0,4647.03,37393.0,77619.0,13493.97,108582.0,225389.0
2017-12-01,0.0,0.0,0.0,2910.935,23744.0,51853.0,12011.065,97970.0,213955.0
2018-01-01,0.0,0.0,0.0,3207.985,26117.0,57699.0,13327.015,108498.0,239700.0
2018-02-01,0.0,0.0,0.0,2177.505,17859.0,41268.0,10337.495,84784.0,195916.0
2018-03-01,0.0,0.0,0.0,2574.545,21167.0,48987.0,11483.455,94413.0,218501.0
2018-04-01,0.0,0.0,0.0,767.287,6400.0,15124.0,1574.713,13135.0,31039.0
2018-05-01,0.0,0.0,0.0,2934.443,24402.0,48427.0,9767.557,81225.0,161194.0
2018-06-01,0.0,0.0,0.0,4105.033,33395.0,61307.0,13231.967,107644.0,197614.0
2018-07-01,0.0,0.0,0.0,4488.954,36162.0,65284.0,13254.046,106772.0,192757.0
2018-08-01,0.0,0.0,0.0,5204.612,42013.0,78410.0,13508.388,109044.0,203510.0
2018-09-01,0.0,0.0,0.0,3199.507,26106.0,47471.0,13613.493,111078.0,201983.0
2018-10-01,0.0,0.0,0.0,1877.661,15474.0,33993.0,4320.339,35604.0,78215.0
2018-11-01,0.0,0.0,0.0,2259.04,18688.0,43451.0,10453.96,86481.0,201074.0
2018-12-01,0.0,0.0,0.0,2465.299,20293.0,47244.0,11183.701,92057.0,214320.0
2019-01-01,0.0,0.0,0.0,2387.131,19701.0,47042.0,11072.869,91385.0,218208.0
2019-02-01,0.0,0.0,0.0,3097.975,25486.0,62749.0,9924.025,81643.0,201010.0
2019-03-01,0.0,0.0,0.0,3723.903,30610.0,69112.0,6604.097,54284.0,122566.0
2019-04-01,0.0,0.0,0.0,155.34,1407.0,6318.0,70.66,640.0,2874.0
2019-05-01,0.0,0.0,0.0,2336.68,19424.0,39076.0,10400.32,86456.0,173923.0
2019-06-01,0.0,0.0,0.0,4306.769,34715.0,64329.0,10484.231,84509.0,156600.0
2019-07-01,0.0,0.0,0.0,4448.266,36691.0,66068.0,12122.734,99992.0,180053.0
2019-08-01,0.0,0.0,0.0,4913.721,39932.0,71625.0,10852.279,88192.0,158189.0
2019-09-01,0.0,0.0,0.0,3109.888,25478.0,44175.0,12380.112,101426.0,175856.0
2019-10-01,0.0,0.0,0.0,2098.639,17287.0,38087.0,4362.361,35933.0,79170.0
2019-11-01,0.0,0.0,0.0,3063.328,25072.0,54049.0,11257.672,92141.0,198629.0
2019-12-01,0.0,0.0,0.0,4530.248,36924.0,80213.0,11057.752,90126.0,195790.0
2020-01-01,0.0,0.0,0.0,3521.684,28668.0,61212.0,10652.316,86715.0,185153.0
2020-02-01,0.0,0.0,0.0,3742.696,29437.0,63350.0,12035.304,94659.0,203713.0
2020-03-01,0.0,0.0,0.0,3293.961,27248.0,59815.0,10028.039,82953.0,182099.0
2020-04-01,0.0,0.0,0.0,535.591,4332.0,9270.0,550.409,4452.0,9526.0
2020-05-01,0.0,0.0,0.0,3098.304,25293.0,50194.0,11086.696,90505.0,179610.0
2020-06-01,0.0,0.0,0.0,3789.779,30650.0,57311.0,12012.221,97148.0,181655.0
2020-07-01,0.0,0.0,0.0,4954.248,40589.0,76857.0,12549.752,102817.0,194689.0
2020-08-01,0.0,0.0,0.0,4001.712,32638.0,57868.0,14518.288,118412.0,209946.0
2020-09-01,0.0,0.0,0.0,4032.101,32558.0,61927.0,12356.899,99777.0,189783.0
2020-10-01,0.0,0.0,0.0,1193.949,9792.0,22973.0,2913.051,23892.0,56051.0
2020-11-01,0.0,0.0,0.0,3575.951,29045.0,63130.0,12217.049,99231.0,215680.0
2020-12-01,0.0,0.0,0.0,3352.339,27255.0,64481.0,12557.661,102096.0,241542.0
2021-01-01,0.0,0.0,0.0,2531.228,20556.0,45914.0,12022.772,97637.0,218081.0
2021-02-01,0.0,0.0,0.0,1829.762,14888.0,34173.0,9379.238,76314.0,175169.0
2021-03-01,0.0,0.0,0.0,1174.0,9503.0,20158.0,4772.0,38628.0,81937.0
2021-04-01,0.0,0.0,0.0,1038.244,8344.0,17067.0,3363.756,27032.0,55295.0
2021-05-01,0.0,0.0,0.0,2564.478,20800.0,40258.0,12146.522,98518.0,190680.0
2021-06-01,0.0,0.0,0.0,4432.671,35762.0,68108.0,13098.329,105676.0,201256.0
2021-07-01,0.0,0.0,0.0,4452.609,35926.0,66816.0,14247.391,114957.0,213797.0
2021-08-01,0.0,0.0,0.0,3995.346,32323.0,61313.0,13434.654,108687.0,206170.0
2021-09-01,0.0,0.0,0.0,2760.771,22329.0,45616.0,8860.229,71661.0,146397.0
2021-10-01,0.0,0.0,0.0,2017.305,16319.0,32147.0,5690.695,46034.0,90685.0
2021-11-01,0.0,0.0,0.0,3531.476,28606.0,68121.0,11442.524,92687.0,220722.0
2021-12-01,0.0,0.0,0.0,2352.896,19148.0,42284.0,13065.104,106326.0,234794.0
2022-01-01,0.0,0.0,0.0,2278.916,18688.0,46157.0,11053.084,90641.0,223868.0
2022-02-01,0.0,0.0,0.0,1679.576,13740.0,32872.0,11719.424,95872.0,229368.0
2022-03-01,0.0,0.0,0.0,1082.309,8937.0,21550.0,7673.691,63368.0,152792.0
2022-04-01,0.0,0.0,0.0,1.0,7.0,2354.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,2464.269,19772.0,38556.0,13614.731,109238.0,213016.0
2022-06-01,0.0,0.0,0.0,2285.312,18536.0,36513.0,15238.688,123599.0,243472.0
2022-07-01,0.0,0.0,0.0,2712.95,22180.0,42303.0,15219.05,124427.0,237311.0
2022-08-01,0.0,0.0,0.0,3794.525,30851.0,59849.0,14186.475,115342.0,223756.0
2022-09-01,0.0,0.0,0.0,2442.654,19682.0,38494.0,12964.346,104464.0,204306.0
2022-10-01,0.0,0.0,0.0,2830.167,22729.0,47047.0,12769.833,102556.0,212278.0
2022-11-01,0.0,0.0,0.0,3229.614,25828.0,55788.0,14649.386,117156.0,253052.0
2022-12-01,0.0,0.0,0.0,1965.651,16139.0,38829.0,11171.349,91724.0,220676.0
2023-01-01,0.0,0.0,0.0,3430.893,28331.0,67338.0,8375.107,69158.0,164378.0
2023-02-01,0.0,0.0,0.0,2230.909,18244.0,42067.0,7469.091,61081.0,140841.0
2023-03-01,0.0,0.0,0.0,3421.801,27900.0,63588.0,11323.199,92326.0,210421.0
2023-04-01,0.0,0.0,0.0,2160.592,17673.0,37496.0,6976.408,57064.0,121072.0
2023-05-01,0.0,0.0,0.0,1805.752,14603.0,29176.0,5189.248,41964.0,83844.0
2023-06-01,0.0,0.0,0.0,1286.852,10416.0,20009.0,3079.148,24923.0,47877.0
2023-07-01,0.0,0.0,0.0,3952.825,31792.0,56229.0,14090.175,113327.0,200433.0
2023-08-01,0.0,0.0,0.0,3801.293,30646.0,55564.0,12273.707,98952.0,179406.0
2023-09-01,0.0,0.0,0.0,4416.394,35501.0,64827.0,12835.606,103179.0,188410.0
2023-10-01,0.0,0.0,0.0,4082.559,32721.0,63609.0,12940.441,103715.0,201621.0
2023-11-01,0.0,0.0,0.0,3372.052,27122.0,55574.0,13350.948,107384.0,220034.0
2023-12-01,0.0,0.0,0.0,2041.128,16721.0,36698.0,9213.872,75482.0,165659.0
2024-01-01,0.0,0.0,0.0,2309.572,18732.0,41419.0,10747.428,87170.0,192740.0
2024-02-01,0.0,0.0,0.0,2092.31,16280.0,35867.0,12966.69,100890.0,222279.0
2024-03-01,0.0,0.0,0.0,1845.38,14956.0,32007.0,10872.62,88116.0,188579.0
2024-04-01,0.0,0.0,0.0,0.0,3078.0,4194.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,2358.251,19206.0,37030.0,12399.749,100984.0,194705.0
2024-06-01,0.0,0.0,0.0,1752.209,14199.0,25430.0,10651.791,86317.0,154591.0
2024-07-01,0.0,0.0,0.0,1661.3,13545.0,25200.0,6046.7,49301.0,91721.0
2024-08-01,0.0,0.0,0.0,3834.556,31062.0,56700.0,14165.444,114747.0,209459.0
2024-09-01,0.0,0.0,0.0,3220.553,25920.0,47700.0,14111.447,113573.0,209006.0
2024-10-01,0.0,0.0,0.0,1881.273,15116.0,28292.0,7226.727,58068.0,108681.0
2024-11-01,0.0,0.0,0.0,3046.769,24403.0,50400.0,14405.231,115380.0,238293.0
2024-12-01,0.0,0.0,0.0,2959.715,23904.0,53331.0,10512.285,84902.0,189421.0
