measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2019-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,320.0,320.0,0.0,0.0,0.0
2019-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,875.0,12530.0,12530.0,125.0,0.0,0.0
2019-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1558.0,22876.0,22876.0,360.0,0.0,0.0
2019-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4368.0,63623.0,63623.0,1249.0,0.0,0.0
2019-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6394.0,91772.0,91772.0,1790.0,0.0,0.0
2019-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660.0,9269.0,9269.0,203.0,0.0,0.0
2019-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,23736.0,23736.0,514.0,0.0,0.0
2019-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,609.0,6999.0,6999.0,150.0,0.0,0.0
2020-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5890.0,75498.0,75498.0,1904.0,0.0,0.0
2020-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23805.0,305492.0,305492.0,9210.0,0.0,0.0
2020-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8391.0,84099.0,84099.0,2800.0,0.0,0.0
2020-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,696.0,9715.0,9715.0,47.0,0.0,0.0
2020-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371.0,6731.0,6731.0,155.0,0.0,0.0
2020-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,20067.0,20067.0,362.0,0.0,0.0
2021-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,604.0,11554.0,11554.0,59.0,0.0,0.0
2021-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,22976.0,22976.0,205.0,0.0,0.0
2021-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,15194.0,15194.0,293.0,0.0,0.0
2021-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7341.0,94920.0,94920.0,2828.0,0.0,0.0
2021-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8531.0,108014.0,108014.0,3025.0,0.0,0.0
2021-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13463.0,172653.0,172653.0,4840.0,0.0,0.0
2021-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3102.0,39391.0,39391.0,1032.0,0.0,0.0
2021-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9408.0,114974.0,114974.0,3350.0,0.0,0.0
2021-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3099.0,34654.0,34654.0,806.0,0.0,0.0
2022-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1666.0,19474.0,19474.0,462.0,0.0,0.0
2022-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2361.0,30117.0,30117.0,557.0,0.0,0.0
2022-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661.0,8765.0,8765.0,147.0,0.0,0.0
2022-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451.0,6219.0,6219.0,87.0,0.0,0.0
2022-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
