measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2014-04-01,3876.35,20254.0,567878.0,95.076,497.0,13929.0,621.045,3245.0,90982.0,16476.269,86090.0,2413742.0,,,,81.712,427.0,11971.0,1252.387,6544.0,183472.0
2014-05-01,6660.155,34800.0,754406.0,34.675,181.0,3928.0,397.072,2075.0,44977.0,15992.367,83561.0,1811480.0,,,,90.255,472.0,10223.0,1971.892,10303.0,223359.0
2014-06-01,5783.803,30221.0,694689.0,32.75,171.0,3934.0,323.04,1688.0,38800.0,16324.156,85295.0,1960685.0,,,,79.797,417.0,9584.0,1636.808,8552.0,196596.0
2014-07-01,5552.305,29011.0,717843.0,0.138,1.0,18.0,346.187,1809.0,44758.0,16992.752,88789.0,2196948.0,,,,80.386,420.0,10393.0,1650.324,8623.0,213366.0
2014-08-01,8770.096,45824.0,775251.0,40.589,212.0,3588.0,241.965,1264.0,21389.0,15168.944,79259.0,1340891.0,,,,105.622,552.0,9337.0,2225.079,11626.0,196691.0
2014-09-01,8090.344,42273.0,716393.0,42.067,220.0,3725.0,425.206,2222.0,37652.0,13567.058,70889.0,1201351.0,,,,84.382,441.0,7472.0,2187.365,11429.0,193689.0
2014-10-01,3574.286,18676.0,497640.0,0.043,0.0,6.0,824.879,4310.0,114846.0,11859.476,61967.0,1651169.0,,,,16.297,85.0,2269.0,1124.695,5877.0,156589.0
2014-11-01,7716.684,40320.0,733190.0,0.0,0.0,0.0,299.091,1563.0,28418.0,13146.554,68692.0,1249101.0,,,,64.642,338.0,6142.0,2017.091,10539.0,191651.0
2014-12-01,8672.022,45312.0,792280.0,0.065,0.0,6.0,345.56,1806.0,31571.0,14300.322,74720.0,1306484.0,,,,61.089,319.0,5581.0,2138.034,11171.0,195332.0
2015-01-01,7130.985,37260.0,1338918.0,23.331,122.0,4381.0,7576.316,39587.0,1422534.0,8057.834,42103.0,1512944.0,47.507,248.0,8920.0,223.977,1170.0,42054.0,934.106,4881.0,175388.0
2015-02-01,7538.434,39389.0,1380655.0,79.337,415.0,14530.0,7935.855,41465.0,1453442.0,5643.641,29488.0,1033626.0,65.433,342.0,11984.0,226.341,1183.0,41454.0,631.469,3299.0,115653.0
2015-03-01,7410.915,38723.0,1507780.0,1.055,6.0,215.0,7658.344,40015.0,1558120.0,6664.748,34824.0,1355969.0,51.078,267.0,10392.0,187.985,982.0,38246.0,610.21,3188.0,124150.0
2015-04-01,9678.374,50570.0,1446334.0,39.045,204.0,5835.0,5854.252,30589.0,874858.0,8546.9,44658.0,1277247.0,84.449,441.0,12620.0,320.678,1676.0,47922.0,996.275,5206.0,148883.0
2015-05-01,9648.803,50416.0,1497073.0,0.0,0.0,0.0,6864.924,35870.0,1065136.0,9128.29,47696.0,1416312.0,75.64,395.0,11736.0,333.151,1741.0,51691.0,839.512,4387.0,130256.0
2015-06-01,8584.336,44854.0,1355901.0,0.0,0.0,0.0,7516.435,39274.0,1187225.0,8449.838,44151.0,1334657.0,68.832,360.0,10872.0,513.507,2683.0,81109.0,1046.751,5469.0,165335.0
2015-07-01,10625.941,55521.0,1474290.0,0.0,0.0,0.0,4928.6,25752.0,683816.0,9358.896,48901.0,1298495.0,95.312,498.0,13224.0,729.047,3809.0,101151.0,1123.716,5872.0,155909.0
2015-08-01,8591.24,44890.0,1400723.0,58.342,305.0,9512.0,7636.382,39901.0,1245042.0,8422.238,44007.0,1373169.0,78.925,412.0,12868.0,484.918,2534.0,79062.0,919.178,4803.0,149864.0
2015-09-01,9119.454,47650.0,1487677.0,1.206,6.0,197.0,7393.409,38631.0,1206103.0,8948.98,46759.0,1459867.0,76.453,399.0,12472.0,439.643,2297.0,71720.0,987.039,5157.0,161018.0
2015-10-01,7429.395,38819.0,1424422.0,8.735,46.0,1675.0,8619.998,45040.0,1652694.0,8013.254,41870.0,1536364.0,68.785,359.0,13188.0,320.206,1673.0,61392.0,903.071,4719.0,173144.0
2015-11-01,8992.567,46987.0,1423494.0,4.405,23.0,697.0,6139.16,32078.0,971809.0,8951.301,46771.0,1416962.0,80.709,422.0,12776.0,318.304,1663.0,50387.0,819.38,4281.0,129705.0
2015-12-01,10594.244,55356.0,1585291.0,0.08,0.0,12.0,5338.611,27895.0,798854.0,9980.521,52149.0,1493455.0,104.226,545.0,15596.0,512.408,2677.0,76675.0,1151.518,6017.0,172310.0
2016-01-01,2552.307,47729.0,50680.0,798.1,14925.0,15848.0,5240.49,97999.0,104059.0,1297.673,24267.0,25768.0,467.147,8736.0,9276.0,149.572,2797.0,2970.0,8937.905,167141.0,177477.0
2016-02-01,18329.146,342760.0,740022.0,24.8,464.0,1001.0,817.616,15290.0,33010.0,550.874,10301.0,22241.0,362.807,6785.0,14648.0,81.24,1519.0,3280.0,5250.738,98190.0,211994.0
2016-03-01,19995.604,373924.0,811374.0,0.147,3.0,6.0,4699.012,87873.0,190675.0,608.747,11384.0,24702.0,370.451,6928.0,15032.0,91.676,1714.0,3720.0,463.997,8677.0,18828.0
2016-04-01,17219.912,322017.0,694863.0,80.939,1514.0,3266.0,1671.057,31249.0,67431.0,588.046,10997.0,23729.0,321.667,6015.0,12980.0,84.01,1571.0,3390.0,4454.798,83306.0,179761.0
2016-05-01,4700.215,72535.0,72535.0,87.668,1353.0,1353.0,4221.656,65150.0,65150.0,1641.338,25330.0,25330.0,879.717,13576.0,13576.0,295.486,4560.0,4560.0,14980.695,231186.0,231186.0
2016-06-01,17328.764,324053.0,682973.0,0.151,3.0,6.0,1720.461,32173.0,67808.0,622.477,11641.0,24534.0,340.195,6362.0,13408.0,137.012,2562.0,5400.0,4768.804,89178.0,187951.0
2016-07-01,8390.614,156907.0,361247.0,35.715,668.0,1538.0,2009.295,37574.0,86508.0,442.737,8279.0,19062.0,151.624,2835.0,6528.0,94.301,1763.0,4060.0,2952.752,55217.0,127127.0
2016-08-01,19364.363,362119.0,728155.0,3.962,74.0,149.0,851.356,15921.0,32013.0,588.187,10999.0,22118.0,379.12,7090.0,14256.0,93.078,1741.0,3500.0,5989.573,112007.0,225225.0
2016-09-01,19761.958,369555.0,744546.0,0.316,6.0,12.0,733.33,13713.0,27629.0,472.174,8830.0,17790.0,388.261,7261.0,14628.0,78.034,1459.0,2940.0,5928.715,110869.0,223369.0
2016-10-01,14826.436,277259.0,594326.0,167.416,3131.0,6711.0,3185.466,59569.0,127691.0,612.191,11448.0,24540.0,265.632,4967.0,10648.0,67.356,1260.0,2700.0,4600.675,86034.0,184421.0
2016-11-01,19253.134,360039.0,727854.0,9.459,177.0,358.0,1159.296,21679.0,43827.0,639.396,11957.0,24172.0,361.122,6753.0,13652.0,55.549,1039.0,2100.0,5300.01,99112.0,200364.0
2016-12-01,17972.523,336091.0,754302.0,0.0,0.0,0.0,1288.625,24098.0,54083.0,531.002,9930.0,22286.0,319.468,5974.0,13408.0,96.022,1796.0,4030.0,5870.267,109776.0,246373.0
2017-01-01,7655.969,143169.0,342003.0,20.28,379.0,906.0,831.076,15541.0,37125.0,1711.599,32007.0,76460.0,90.17,1686.0,4028.0,6.714,126.0,300.0,1741.719,32571.0,77805.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.559,2962.0,2962.0,0.0,0.0,0.0,2.266,39.0,39.0,1278.149,22068.0,22068.0
2017-03-01,5485.929,102589.0,673218.0,4.08,76.0,501.0,1645.621,30774.0,201946.0,91.104,1704.0,11180.0,9.387,176.0,1152.0,17.746,332.0,2178.0,773.281,14461.0,94895.0
2017-04-01,25443.307,475797.0,707124.0,17.156,321.0,477.0,3581.187,66969.0,99529.0,813.233,15208.0,22602.0,431.633,8072.0,11996.0,115.422,2158.0,3208.0,6328.577,118346.0,175885.0
2017-05-01,26793.051,501038.0,729130.0,38.765,725.0,1055.0,4162.408,77838.0,113273.0,862.48,16129.0,23471.0,497.843,9310.0,13548.0,109.731,2052.0,2986.0,7000.21,130906.0,190499.0
2017-06-01,24446.01,457148.0,677985.0,47.922,896.0,1329.0,4384.652,81994.0,121604.0,724.472,13548.0,20093.0,307.925,5758.0,8540.0,324.425,6067.0,8998.0,8146.825,152348.0,225944.0
2017-07-01,21270.369,397762.0,732691.0,14.015,262.0,483.0,2795.602,52279.0,96299.0,536.382,10030.0,18477.0,400.272,7485.0,13788.0,177.165,3313.0,6103.0,6685.274,125017.0,230285.0
2017-08-01,26973.872,504419.0,730858.0,20.017,374.0,542.0,5354.549,100132.0,145082.0,611.939,11443.0,16581.0,508.728,9513.0,13784.0,205.983,3852.0,5581.0,8005.773,149710.0,216917.0
2017-09-01,20536.698,384042.0,573214.0,15.588,291.0,435.0,4216.95,78858.0,117702.0,643.816,12040.0,17970.0,372.174,6960.0,10388.0,187.809,3512.0,5242.0,6101.945,114108.0,170316.0
2017-10-01,16821.195,314561.0,490088.0,22.911,428.0,668.0,3353.393,62709.0,97702.0,650.382,12162.0,18949.0,290.92,5440.0,8476.0,137.404,2569.0,4003.0,6766.475,126535.0,197142.0
2017-11-01,27737.049,518691.0,726496.0,17.976,336.0,471.0,1485.761,27784.0,38915.0,670.808,12544.0,17570.0,486.861,9104.0,12752.0,70.198,1313.0,1839.0,9872.59,184620.0,258586.0
2017-12-01,26413.591,493942.0,703795.0,23.934,448.0,638.0,3093.148,57843.0,82418.0,711.498,13305.0,18958.0,565.806,10581.0,15076.0,62.153,1162.0,1656.0,9403.892,175856.0,250569.0
2018-01-01,26992.47,504767.0,723376.0,677.415,12668.0,18154.0,1342.0,25096.0,35965.0,478.541,8949.0,12825.0,790.472,14782.0,21184.0,96.343,1802.0,2582.0,9291.792,173759.0,249012.0
2018-02-01,24607.658,460171.0,670144.0,33.047,618.0,900.0,2746.225,51355.0,74788.0,491.46,9190.0,13384.0,727.937,13613.0,19824.0,142.691,2668.0,3886.0,7432.205,138984.0,202402.0
2018-03-01,26573.713,496936.0,719316.0,47.779,893.0,1293.0,3270.169,61153.0,88519.0,480.278,8981.0,13001.0,733.098,13709.0,19844.0,85.267,1595.0,2308.0,6950.891,129984.0,188152.0
2018-04-01,15017.999,280841.0,363718.0,43.558,815.0,1055.0,2797.639,52317.0,67755.0,385.857,7216.0,9345.0,303.401,5674.0,7348.0,125.453,2346.0,3038.0,4913.942,91892.0,119010.0
2018-05-01,28250.016,528284.0,736890.0,11.424,214.0,298.0,2999.387,56089.0,78238.0,538.038,10061.0,14035.0,685.922,12827.0,17892.0,77.486,1449.0,2021.0,7347.795,137406.0,191664.0
2018-06-01,25780.567,482104.0,662012.0,0.0,0.0,0.0,2695.301,50403.0,69212.0,545.296,10197.0,14003.0,551.429,10312.0,14160.0,126.446,2365.0,3247.0,7913.992,147994.0,203221.0
2018-07-01,27941.818,522520.0,710036.0,0.0,0.0,0.0,2895.656,54150.0,73582.0,625.039,11688.0,15883.0,565.892,10582.0,14380.0,108.79,2034.0,2764.0,7903.474,147797.0,200837.0
2018-08-01,22174.196,414664.0,688228.0,0.192,4.0,6.0,3326.117,62199.0,103234.0,468.742,8766.0,14549.0,504.94,9443.0,15672.0,36.132,676.0,1121.0,10021.414,187403.0,311038.0
2018-09-01,23347.41,436604.0,755044.0,0.0,0.0,0.0,1928.237,36059.0,62358.0,591.119,11054.0,19117.0,313.177,5857.0,10128.0,43.145,807.0,1395.0,13634.164,254963.0,440922.0
2018-10-01,24878.02,465226.0,799414.0,83.279,1557.0,2676.0,1315.269,24596.0,42264.0,359.191,6717.0,11542.0,719.128,13448.0,23108.0,70.205,1313.0,2256.0,14560.184,272280.0,467867.0
2018-11-01,20628.545,385760.0,675816.0,37.658,704.0,1234.0,2198.259,41108.0,72018.0,390.218,7297.0,12784.0,546.378,10217.0,17900.0,23.484,439.0,769.0,13157.572,246050.0,431058.0
2018-12-01,22559.268,421865.0,774706.0,1231.365,23027.0,42286.0,1035.791,19370.0,35570.0,399.553,7472.0,13721.0,699.457,13080.0,24020.0,25.821,483.0,887.0,13848.378,258969.0,475566.0
2019-01-01,33925.916,634425.0,755160.0,0.0,0.0,0.0,2428.604,45416.0,54059.0,601.777,11253.0,13395.0,1088.634,20358.0,24232.0,43.351,811.0,965.0,2445.981,45741.0,54445.0
2019-02-01,21131.743,395170.0,732134.0,0.0,0.0,0.0,1365.161,25529.0,47298.0,381.427,7133.0,13215.0,720.426,13472.0,24960.0,37.261,697.0,1291.0,13274.073,248229.0,459896.0
2019-03-01,21726.5,406292.0,740022.0,0.0,0.0,0.0,2976.073,55653.0,101367.0,404.908,7572.0,13792.0,624.06,11670.0,21256.0,84.992,1589.0,2895.0,14965.487,279859.0,509737.0
2019-04-01,19835.883,370937.0,660214.0,49.064,918.0,1633.0,3809.572,71240.0,126797.0,410.71,7680.0,13670.0,506.793,9477.0,16868.0,45.838,857.0,1526.0,10868.439,203243.0,361743.0
2019-05-01,10960.93,204973.0,368184.0,44.358,829.0,1490.0,3898.417,72902.0,130950.0,289.456,5413.0,9723.0,291.153,5445.0,9780.0,26.786,501.0,900.0,7390.135,138198.0,248239.0
2019-06-01,22426.004,419373.0,715430.0,26.716,500.0,852.0,3225.881,60325.0,102911.0,482.449,9022.0,15391.0,580.406,10854.0,18516.0,39.649,741.0,1265.0,14273.641,266921.0,455355.0
2019-07-01,21866.565,408911.0,719780.0,0.0,0.0,0.0,3209.445,60018.0,105645.0,525.429,9826.0,17296.0,529.576,9903.0,17432.0,56.649,1059.0,1865.0,15353.954,287123.0,505405.0
2019-08-01,20603.197,385286.0,665956.0,0.0,0.0,0.0,4398.515,82254.0,142173.0,455.497,8518.0,14723.0,552.425,10331.0,17856.0,68.986,1290.0,2230.0,15696.351,293526.0,507352.0
2019-09-01,17255.69,322687.0,554190.0,0.0,0.0,0.0,3292.269,61566.0,105736.0,396.216,7409.0,12725.0,397.181,7427.0,12756.0,68.212,1276.0,2191.0,13794.07,257953.0,443015.0
2019-10-01,26898.272,503006.0,693622.0,0.0,0.0,0.0,4754.035,88902.0,122592.0,574.071,10735.0,14804.0,725.486,13567.0,18708.0,123.893,2317.0,3195.0,10063.8,188196.0,259514.0
2019-11-01,23414.54,437859.0,617410.0,0.0,0.0,0.0,6305.351,117912.0,166264.0,513.28,9598.0,13535.0,639.699,11963.0,16868.0,122.643,2293.0,3234.0,9472.489,177138.0,249777.0
2019-12-01,27898.989,521719.0,744024.0,0.0,0.0,0.0,4208.446,78699.0,112233.0,546.75,10224.0,14581.0,765.248,14310.0,20408.0,87.525,1637.0,2334.0,9623.956,179971.0,256656.0
2020-01-01,26732.563,499907.0,711706.0,0.0,0.0,0.0,5334.387,99755.0,142018.0,628.493,11753.0,16733.0,910.184,17021.0,24232.0,26.939,504.0,717.0,8463.145,158263.0,225316.0
2020-02-01,27649.165,517048.0,718318.0,0.0,0.0,0.0,2426.272,45372.0,63034.0,596.388,11153.0,15494.0,960.748,17966.0,24960.0,61.737,1155.0,1604.0,9305.698,174019.0,241760.0
2020-03-01,29492.618,551521.0,768836.0,0.0,0.0,0.0,4644.898,86861.0,121087.0,533.416,9975.0,13906.0,815.382,15248.0,21256.0,62.527,1169.0,1630.0,8948.58,167341.0,233279.0
2020-04-01,28072.565,524965.0,748513.0,0.0,0.0,0.0,3796.205,70990.0,101220.0,556.341,10404.0,14834.0,632.625,11830.0,16868.0,45.482,851.0,1213.0,8690.959,162524.0,231732.0
2020-05-01,27990.28,523427.0,750427.0,0.0,0.0,0.0,3371.534,63049.0,90392.0,553.761,10356.0,14847.0,364.785,6822.0,9780.0,104.572,1956.0,2804.0,10041.122,187772.0,269205.0
2020-06-01,29340.989,548685.0,793034.0,0.0,0.0,0.0,2320.646,43397.0,62723.0,607.07,11352.0,16408.0,685.062,12811.0,18516.0,101.316,1895.0,2738.0,8454.845,158108.0,228519.0
2020-07-01,28612.091,535055.0,783940.0,0.0,0.0,0.0,3315.531,62001.0,90842.0,670.027,12530.0,18358.0,636.23,11898.0,17432.0,100.422,1878.0,2751.0,7757.897,145075.0,212558.0
2020-08-01,12403.8,231955.0,350111.0,0.0,0.0,0.0,6330.899,118390.0,178697.0,536.117,10026.0,15133.0,632.605,11830.0,17856.0,70.683,1322.0,1995.0,6445.67,120536.0,181936.0
2020-09-01,21810.273,407859.0,586426.0,0.0,0.0,0.0,6218.854,116294.0,167210.0,579.858,10844.0,15591.0,474.419,8872.0,12756.0,38.314,716.0,1030.0,7429.221,138929.0,199754.0
2020-10-01,30353.974,567628.0,797778.0,0.0,0.0,0.0,3485.56,65181.0,91609.0,638.448,11939.0,16780.0,711.804,13311.0,18708.0,152.317,2848.0,4003.0,9266.713,173290.0,243552.0
2020-11-01,24158.571,451772.0,668102.0,0.0,0.0,0.0,5099.186,95356.0,141017.0,658.763,12319.0,18218.0,609.947,11406.0,16868.0,59.884,1120.0,1656.0,7568.289,141529.0,209300.0
2020-12-01,25601.598,478757.0,685931.0,0.0,0.0,0.0,5501.737,102884.0,147405.0,702.79,13142.0,18830.0,761.705,14244.0,20408.0,119.729,2239.0,3208.0,9640.544,180281.0,258294.0
2021-01-01,31304.124,585396.0,752453.0,0.0,0.0,0.0,4411.879,82503.0,106048.0,753.239,14086.0,18106.0,849.029,15877.0,20408.0,86.257,1613.0,2073.0,5759.036,107696.0,138429.0
2021-02-01,13208.485,247003.0,371457.0,0.0,0.0,0.0,4333.623,81040.0,121873.0,366.431,6852.0,10305.0,259.436,4852.0,7296.0,22.257,416.0,626.0,3864.979,72276.0,108693.0
2021-03-01,12912.864,241474.0,520438.0,0.0,0.0,0.0,3297.886,61671.0,132917.0,412.963,7723.0,16644.0,369.196,6904.0,14880.0,0.0,0.0,0.0,4067.431,76062.0,163933.0
2021-04-01,24811.461,463982.0,680588.0,0.0,0.0,0.0,4751.11,88847.0,130325.0,619.44,11584.0,16992.0,764.991,14306.0,20984.0,0.0,0.0,0.0,3762.081,70352.0,103195.0
2021-05-01,27824.915,520334.0,748449.0,0.0,0.0,0.0,2951.552,55195.0,79392.0,738.163,13804.0,19856.0,900.867,16846.0,24232.0,0.0,0.0,0.0,11933.078,223152.0,320982.0
2021-06-01,24672.545,461384.0,640964.0,0.0,0.0,0.0,3560.322,66579.0,92493.0,651.088,12176.0,16915.0,696.875,13032.0,18104.0,0.0,0.0,0.0,6136.568,114756.0,159421.0
2021-07-01,27016.338,505213.0,683170.0,0.0,0.0,0.0,5206.271,97359.0,131653.0,574.023,10734.0,14516.0,807.045,15092.0,20408.0,0.0,0.0,0.0,9926.723,185633.0,251020.0
2021-08-01,28824.21,539021.0,702162.0,0.0,0.0,0.0,3507.518,65592.0,85444.0,663.276,12403.0,16158.0,855.167,15992.0,20832.0,0.0,0.0,0.0,10288.098,192390.0,250620.0
2021-09-01,24389.002,456082.0,595202.0,0.0,0.0,0.0,6023.12,112634.0,146991.0,666.823,12470.0,16274.0,556.291,10403.0,13576.0,0.0,0.0,0.0,9367.654,175178.0,228613.0
2021-10-01,28375.583,530632.0,716023.0,0.0,0.0,0.0,3440.494,64338.0,86817.0,849.714,15890.0,21442.0,235.874,4411.0,5952.0,0.0,0.0,0.0,11323.991,211762.0,285747.0
2021-11-01,27579.348,515742.0,710553.0,0.0,0.0,0.0,3732.657,69802.0,96168.0,686.133,12831.0,17678.0,383.326,7168.0,9876.0,0.0,0.0,0.0,10477.686,195936.0,269947.0
2021-12-01,25600.517,478737.0,677645.0,0.0,0.0,0.0,3929.255,73478.0,104007.0,608.104,11372.0,16097.0,529.959,9910.0,14028.0,0.0,0.0,0.0,8216.633,153653.0,217494.0
2022-01-01,24962.907,466814.0,693312.0,0.0,0.0,0.0,3820.584,71446.0,106112.0,565.554,10576.0,15708.0,417.23,7802.0,11588.0,0.0,0.0,0.0,8668.772,162109.0,240764.0
2022-02-01,23295.801,435638.0,636194.0,0.0,0.0,0.0,4270.468,79859.0,116624.0,459.22,8588.0,12541.0,534.029,9986.0,14584.0,0.0,0.0,0.0,9602.804,179575.0,262247.0
2022-03-01,25652.978,479718.0,695872.0,0.0,0.0,0.0,4083.572,76364.0,110772.0,476.714,8915.0,12932.0,585.851,10956.0,15892.0,0.0,0.0,0.0,8589.51,160626.0,233002.0
2022-04-01,27017.348,505232.0,747454.0,0.0,0.0,0.0,2916.504,54539.0,80687.0,525.543,9828.0,14540.0,536.115,10026.0,14832.0,0.0,0.0,0.0,5842.558,109258.0,161638.0
2022-05-01,23993.375,448683.0,657308.0,0.0,0.0,0.0,6470.728,121005.0,177268.0,457.285,8551.0,12528.0,568.417,10630.0,15572.0,0.0,0.0,0.0,6998.059,130866.0,191715.0
2022-06-01,17812.7,333103.0,427174.0,0.0,0.0,0.0,3090.974,57802.0,74126.0,329.734,6166.0,7908.0,376.124,7034.0,9020.0,0.0,0.0,0.0,7675.777,143539.0,184076.0
2022-07-01,30039.196,561742.0,731623.0,0.0,0.0,0.0,2226.274,41632.0,54222.0,635.623,11886.0,15481.0,612.754,11459.0,14924.0,0.0,0.0,0.0,10630.184,198788.0,258905.0
2022-08-01,30668.1,573503.0,752814.0,0.0,0.0,0.0,3972.696,74291.0,97518.0,588.215,11000.0,14439.0,704.603,13176.0,17296.0,0.0,0.0,0.0,7470.026,139692.0,183368.0
2022-09-01,28633.122,535448.0,733013.0,0.0,0.0,0.0,3831.293,71646.0,98082.0,595.738,11140.0,15251.0,541.715,10130.0,13868.0,0.0,0.0,0.0,5999.944,112201.0,153600.0
2022-10-01,27068.525,506189.0,685479.0,0.0,0.0,0.0,2216.118,41442.0,56121.0,656.714,12281.0,16631.0,384.776,7195.0,9744.0,0.0,0.0,0.0,12383.21,231570.0,313590.0
2022-11-01,30594.134,572119.0,772977.0,0.0,0.0,0.0,2793.968,52248.0,70591.0,555.639,10391.0,14039.0,663.83,12414.0,16772.0,0.0,0.0,0.0,8967.962,167704.0,226580.0
2022-12-01,24453.877,457295.0,620025.0,0.0,0.0,0.0,3615.319,67608.0,91666.0,499.569,9342.0,12667.0,565.73,10579.0,14344.0,0.0,0.0,0.0,8783.911,164262.0,222715.0
2023-01-01,24854.974,464795.0,622781.0,0.0,0.0,0.0,6529.217,122098.0,163600.0,592.139,11073.0,14837.0,472.69,8839.0,11844.0,0.0,0.0,0.0,7883.58,147425.0,197536.0
2023-02-01,13900.031,259935.0,382583.0,0.0,0.0,0.0,2747.228,51374.0,75614.0,439.927,8227.0,12109.0,269.293,5036.0,7412.0,0.0,0.0,0.0,3334.145,62350.0,91769.0
2023-03-01,23573.319,440828.0,598538.0,0.0,0.0,0.0,6000.9,112219.0,152366.0,561.903,10508.0,14267.0,447.254,8364.0,11356.0,0.0,0.0,0.0,9018.436,168647.0,228983.0
2023-04-01,28363.757,530411.0,708256.0,0.0,0.0,0.0,4812.205,89990.0,120163.0,590.578,11044.0,14747.0,522.378,9769.0,13044.0,0.0,0.0,0.0,7497.576,140207.0,187218.0
2023-05-01,29330.034,548480.0,730880.0,0.0,0.0,0.0,5018.693,93851.0,125062.0,630.278,11786.0,15706.0,411.732,7700.0,10260.0,0.0,0.0,0.0,7694.083,143882.0,191730.0
2023-06-01,25866.126,483704.0,633338.0,0.0,0.0,0.0,4897.762,91590.0,119923.0,549.004,10267.0,13443.0,488.131,9128.0,11952.0,0.0,0.0,0.0,9219.152,172401.0,225733.0
2023-07-01,25964.016,485535.0,688553.0,0.0,0.0,0.0,4009.891,74986.0,106340.0,486.604,9100.0,12905.0,581.761,10879.0,15428.0,0.0,0.0,0.0,4510.915,84355.0,119627.0
2023-08-01,28517.433,533284.0,712402.0,0.0,0.0,0.0,3275.258,61248.0,81820.0,513.605,9605.0,12831.0,603.492,11285.0,15076.0,0.0,0.0,0.0,10473.685,195861.0,261646.0
2023-09-01,24994.366,467402.0,634082.0,0.0,0.0,0.0,4762.057,89052.0,120809.0,607.158,11354.0,15403.0,390.082,7295.0,9896.0,0.0,0.0,0.0,9236.11,172718.0,234311.0
2023-10-01,22568.027,422029.0,676059.0,0.0,0.0,0.0,2378.663,44482.0,71256.0,427.687,7998.0,12812.0,460.668,8615.0,13800.0,0.0,0.0,0.0,3919.85,73302.0,117425.0
2023-11-01,23623.63,441769.0,731919.0,0.0,0.0,0.0,2191.683,40985.0,67904.0,388.284,7261.0,12030.0,522.618,9773.0,16192.0,0.0,0.0,0.0,2354.55,44031.0,72950.0
2023-12-01,22564.293,421959.0,720541.0,0.0,0.0,0.0,1700.399,31798.0,54299.0,465.728,8709.0,14872.0,387.313,7243.0,12368.0,0.0,0.0,0.0,3807.463,71201.0,121583.0
2024-01-01,20386.788,381239.0,715378.0,0.0,0.0,0.0,1848.498,34567.0,64864.0,355.669,6651.0,12481.0,426.557,7977.0,14968.0,0.0,0.0,0.0,7831.166,146445.0,274798.0
2024-02-01,11804.233,220743.0,364893.0,0.0,0.0,0.0,4758.948,88994.0,147109.0,312.451,5843.0,9659.0,233.566,4368.0,7220.0,0.0,0.0,0.0,5158.238,96461.0,159452.0
2024-03-01,26244.086,490772.0,767572.0,0.0,0.0,0.0,3634.581,67968.0,106302.0,637.885,11929.0,18657.0,250.278,4680.0,7320.0,0.0,0.0,0.0,10285.995,192351.0,300839.0
2024-04-01,24757.923,462980.0,734260.0,0.0,0.0,0.0,4338.822,81137.0,128679.0,641.253,11992.0,19018.0,253.965,4749.0,7532.0,0.0,0.0,0.0,12477.304,233329.0,370047.0
2024-05-01,22352.632,418001.0,663795.0,0.0,0.0,0.0,4011.193,75010.0,119118.0,463.859,8674.0,13775.0,537.571,10053.0,15964.0,0.0,0.0,0.0,11318.51,211660.0,336120.0
2024-06-01,23802.758,445119.0,721942.0,0.0,0.0,0.0,3932.215,73534.0,119265.0,428.517,8013.0,12997.0,578.698,10822.0,17552.0,0.0,0.0,0.0,10576.336,197781.0,320782.0
