measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-09-01,0.0,0.0,0.0,,,,70.0,1093.0,1093.0,53257.0,664064.0,664064.0,,,,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,626.0,8044.0,8044.0,165127.0,1930272.0,1930272.0,,,,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,33.0,526.0,526.0,99256.999,1172295.0,1172295.0,,,,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,2077.0,30889.0,30889.0,117771.0,1409976.0,1409976.0,,,,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,52.0,966.0,966.0,60456.0,765800.0,765800.0,,,,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,0.0,350.0,350.0,27823.0,395588.0,395588.0,,,,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,10933.0,166151.0,166151.0,,,,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,143.0,2326.0,2326.0,85905.0,1067850.0,1067850.0,,,,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,11.0,161.0,161.0,44188.0,577076.0,577076.0,,,,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,79.0,1403.0,1403.0,88907.0,1094139.0,1094139.0,,,,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,0.0,6.0,6.0,62176.0,803002.0,803002.0,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,36.0,531.0,531.0,110075.0,1342366.0,1342366.0,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,9.0,89.0,89.0,149796.0,1791888.0,1791888.0,,,,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,15.0,279.0,279.0,127333.0,1528031.0,1528031.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,21.0,359.0,359.0,88441.0,1087551.0,1087551.0,,,,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,139646.0,1740839.0,1740839.0,,,,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,106.0,1900.0,1900.0,87203.0,1110879.0,1110879.0,,,,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,23.0,439.0,439.0,55809.0,730128.0,730128.0,,,,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,14278.0,204963.0,204963.0,,,,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,67685.0,866986.0,866986.0,,,,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,35.0,622.0,622.0,41954.0,611926.0,611926.0,,,,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,11016.0,192048.0,192048.0,,,,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,15.0,267.0,267.0,78100.0,1018137.0,1018137.0,,,,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,73477.0,962678.0,962678.0,,,,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,0.0,6.0,6.0,128115.0,1628601.0,1628601.0,,,,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,31.0,551.0,551.0,86348.0,1099174.0,1099174.0,,,,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,100.0,1544.0,1544.0,45749.0,635232.0,635232.0,,,,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,85.0,1282.0,1282.0,41528.0,590825.0,590825.0,,,,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,,,,143.0,2405.0,2405.0,16572.0,257402.0,257402.0,,,,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,,,,277.0,4035.0,4035.0,4076.0,75888.0,75888.0,,,,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,,,,44.0,1161.0,1161.0,46557.0,589727.0,589727.0,,,,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,43295.0,567174.0,567174.0,,,,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,,,,41.0,698.0,698.0,17456.0,236626.0,236626.0,,,,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,,,,15.0,193.0,193.0,5080.0,75844.0,75844.0,,,,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,,,,170.0,2018.0,2018.0,21867.0,315850.0,315850.0,,,,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,,,,65.0,996.0,996.0,39477.0,519649.0,519649.0,,,,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,40406.0,519716.0,519716.0,,,,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,,,,176.0,2113.0,2113.0,50821.0,638928.0,638928.0,,,,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,84.0,835.0,835.0,24482.0,350525.0,350525.0,,,,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,27.0,530.0,530.0,5421.0,108674.0,108674.0,,,,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,42.0,764.0,764.0,7378.0,117595.0,117595.0,,,,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,,,,13.0,246.0,246.0,34830.0,449593.0,449593.0,,,,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,36.0,660.0,660.0,65219.0,843610.0,843610.0,,,,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,65.0,1076.0,1076.0,41795.0,572298.0,572298.0,,,,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,48777.0,649547.0,649547.0,,,,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,126.0,1906.0,1906.0,15803.0,248781.0,248781.0,,,,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,41.0,639.0,639.0,52224.0,690330.0,690330.0,,,,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,80060.0,1054993.0,1054993.0,,,,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,0.0,191.0,191.0,62679.0,839783.0,839783.0,,,,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,0.0,11.0,11.0,25529.0,369777.0,369777.0,,,,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,32631.0,484710.0,484710.0,,,,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,8.0,173.0,173.0,7113.0,143148.0,143148.0,,,,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,294.0,2411.0,2411.0,41521.0,586537.0,586537.0,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,,,,51.0,673.0,673.0,146093.0,1837367.0,1837367.0,,,,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,,,,48.0,834.0,834.0,163580.0,2005180.0,2005180.0,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,230.0,4100.0,4100.0,97550.0,1217185.0,1217185.0,,,,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,,,,260.0,5646.0,5646.0,104764.0,1285636.0,1285636.0,,,,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,,,,136.0,2303.0,2303.0,74465.0,975788.0,975788.0,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,559.0,9048.0,9048.0,72104.0,920900.0,920900.0,,,,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,,,,331.0,5164.0,5164.0,188775.0,2255433.0,2255433.0,,,,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,,,,274.0,4422.0,4422.0,193797.0,2310237.0,2310237.0,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,124.0,2065.0,2065.0,106675.0,1332922.0,1332922.0,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,300.0,5647.0,5647.0,122503.0,1483348.0,1483348.0,,,,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,,,,95.0,1789.0,1789.0,62105.0,782146.0,782146.0,,,,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,,,,110.0,1948.0,1948.0,29742.0,418795.0,418795.0,,,,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,354.0,6182.0,6182.0,14453.0,205337.0,205337.0,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,207.0,3580.0,3580.0,42418.0,581925.0,581925.0,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,,,,265.0,4450.0,4450.0,31822.0,422330.0,422330.0,,,,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,240.0,4006.0,4006.0,33624.0,467863.0,467863.0,,,,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,,,,28.0,479.0,479.0,26303.0,330428.0,330428.0,,,,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,,,,150.0,2539.0,2539.0,32133.0,408219.0,408219.0,,,,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,,,,357.0,5899.0,5899.0,27046.0,330281.0,330281.0,,,,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,,,,184.0,2977.0,2977.0,91615.0,1106477.0,1106477.0,,,,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,,64.0,1069.0,1069.0,37174.0,470090.0,470090.0,,,,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,,27.0,451.0,451.0,74939.0,963441.0,963441.0,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,,,,259.0,4846.0,4846.0,40301.0,518254.0,518254.0,,,,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,,,,78.0,1407.0,1407.0,20737.0,292195.0,292195.0,,,,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,,,,49.0,2823.0,2823.0,24660.0,348558.0,348558.0,,,,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,,,,164.0,2927.0,2927.0,4814.0,111186.0,111186.0,,,,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,,,,98.0,1922.0,1922.0,57854.0,714647.0,714647.0,,,,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0,159.0,2668.0,2668.0,58677.0,765008.0,765008.0,,,,0.0,0.0,0.0
2014-06-01,,,,,,,44.0,817.0,817.0,30784.0,414534.0,414534.0,,,,0.0,0.0,0.0
2014-07-01,,,,,,,117.0,2008.0,2008.0,51873.0,666638.0,666638.0,,,,0.0,0.0,0.0
2014-08-01,,,,,,,21.0,358.0,358.0,40534.0,525850.0,525850.0,,,,0.0,0.0,0.0
2014-09-01,,,,,,,355.0,6162.0,6162.0,87776.0,1082071.0,1082071.0,,,,0.0,0.0,0.0
2014-10-01,,,,,,,166.0,3120.0,3120.0,73305.0,944389.0,944389.0,,,,0.0,0.0,0.0
2014-11-01,,,,,,,96.0,1676.0,1676.0,32407.0,464733.0,464733.0,,,,0.0,0.0,0.0
2014-12-01,,,,,,,18.0,298.0,298.0,55221.0,748375.0,748375.0,,,,0.0,0.0,0.0
2015-01-01,,,,,,,364.0,6603.0,6603.0,25529.0,317060.0,317060.0,,,,0.0,0.0,0.0
2015-02-01,,,,,,,112.0,1948.0,1948.0,24600.0,331536.0,331536.0,,,,0.0,0.0,0.0
2015-03-01,,,,,,,186.0,2528.0,2528.0,4536.3,83567.0,83567.0,,,,0.0,0.0,0.0
2015-04-01,,,,,,,41.0,711.0,711.0,18815.0,264117.0,264117.0,,,,0.0,0.0,0.0
2015-05-01,,,,,,,0.0,0.0,0.0,21128.0,302014.0,302014.0,,,,0.0,0.0,0.0
2015-06-01,,,,,,,223.0,3849.0,3849.0,84501.0,1074490.0,1074490.0,,,,0.0,0.0,0.0
2015-07-01,,,,,,,15.0,280.0,280.0,85688.0,1176545.0,1176545.0,,,,0.0,0.0,0.0
2015-08-01,,,,,,,156.0,2658.0,2658.0,138188.0,1774121.0,1774121.0,,,,0.0,0.0,0.0
2015-09-01,,,,,,,217.0,3525.0,3525.0,110611.0,1418140.0,1418140.0,,,,0.0,0.0,0.0
2015-10-01,,,,,,,149.0,2525.0,2525.0,116085.0,1450009.0,1450009.0,,,,0.0,0.0,0.0
2015-11-01,,,,,,,0.0,6.0,6.0,12515.0,245797.0,245797.0,,,,0.0,0.0,0.0
2015-12-01,,,,,,,63.0,1089.0,1089.0,10428.0,202660.0,202660.0,,,,0.0,0.0,0.0
2016-01-01,,,,,,,95.0,1633.0,1633.0,10626.0,188413.0,188413.0,,,,0.0,0.0,0.0
2016-02-01,,,,,,,87.0,2278.0,2278.0,9782.0,164997.0,164997.0,,,,0.0,0.0,0.0
2016-03-01,,,,,,,60.0,1889.0,1889.0,2017.0,61847.0,61847.0,,,,0.0,0.0,0.0
2016-04-01,,,,,,,121.0,2135.0,2135.0,837.0,37303.0,37303.0,,,,0.0,0.0,0.0
2016-05-01,,,,,,,51.0,900.0,900.0,2100.0,89928.0,89928.0,,,,0.0,0.0,0.0
2016-06-01,,,,,,,197.0,3330.0,3330.0,72767.0,896938.0,896938.0,,,,0.0,0.0,0.0
2016-07-01,,,,,,,210.0,3476.0,3476.0,52096.0,649050.0,649050.0,,,,0.0,0.0,0.0
2016-08-01,,,,,,,103.0,1683.0,1683.0,38174.0,498760.0,498760.0,,,,0.0,0.0,0.0
2016-09-01,,,,,,,283.0,4824.0,4824.0,22330.0,298943.0,298943.0,,,,0.0,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,23738.0,326843.0,326843.0,,,,0.0,0.0,0.0
2016-11-01,,,,,,,183.0,3213.0,3213.0,34990.0,490259.0,490259.0,,,,0.0,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,17033.0,263269.0,263269.0,,,,0.0,0.0,0.0
2017-01-01,,,,,,,8.0,255.0,255.0,900.0,41657.0,41657.0,,,,0.0,0.0,0.0
2017-02-01,,,,,,,83.0,1433.0,1433.0,5339.0,88132.0,88132.0,,,,0.0,0.0,0.0
2017-03-01,,,,,,,190.0,4493.0,4493.0,19833.0,288440.0,288440.0,,,,0.0,0.0,0.0
2017-04-01,,,,,,,292.0,5028.0,5028.0,9535.0,153221.0,153221.0,,,,0.0,0.0,0.0
2017-05-01,,,,,,,147.0,2519.0,2519.0,18111.0,288139.0,288139.0,,,,0.0,0.0,0.0
2017-06-01,,,,,,,338.0,6125.0,6125.0,44829.0,603096.0,603096.0,,,,0.0,0.0,0.0
2017-07-01,,,,,,,225.0,3582.0,3582.0,62893.0,854545.0,854545.0,,,,0.0,0.0,0.0
2017-08-01,,,,,,,311.0,5004.0,5004.0,100712.0,1270905.0,1270905.0,,,,0.0,0.0,0.0
2017-09-01,,,,,,,571.0,9155.0,9155.0,60415.0,800292.0,800292.0,,,,0.0,0.0,0.0
2017-10-01,,,,,,,637.0,10433.0,10433.0,98782.0,1269536.0,1269536.0,,,,0.0,0.0,0.0
2017-11-01,,,,,,,259.0,4248.0,4248.0,29830.0,481050.0,481050.0,,,,0.0,0.0,0.0
2017-12-01,,,,,,,0.0,0.0,0.0,14762.0,301120.0,301120.0,,,,0.0,0.0,0.0
2018-01-01,,,,,,,215.0,3671.0,3671.0,6701.0,111048.0,111048.0,,,,0.0,0.0,0.0
2018-02-01,,,,,,,289.0,5001.0,5001.0,15076.0,276449.0,276449.0,,,,,,
2018-03-01,,,,,,,400.0,6896.0,6896.0,10135.0,200880.0,200880.0,,,,,,
2018-04-01,,,,,,,406.0,6836.0,6836.0,22297.0,326450.0,326450.0,,,,,,
2018-05-01,,,,,,,184.0,3097.0,3097.0,16713.0,259596.0,259596.0,,,,,,
2018-06-01,,,,,,,0.0,0.0,0.0,16596.0,280904.0,280904.0,,,,,,
2018-07-01,,,,,,,58.0,889.0,889.0,70082.0,993680.0,993680.0,,,,,,
2018-08-01,,,,,,,439.0,6938.0,6938.0,103640.0,1371954.0,1371954.0,,,,,,
2018-09-01,,,,,,,16.0,280.0,280.0,13977.0,218880.0,218880.0,,,,,,
2018-10-01,,,,,,,192.0,3143.0,3143.0,4527.0,117100.0,117100.0,,,,,,
2018-11-01,,,,,,,204.0,3410.0,3410.0,17286.0,271069.0,271069.0,,,,,,
2018-12-01,,,,,,,0.0,0.0,0.0,-312.0,40903.0,40903.0,,,,,,
2019-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
