measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2006-01-01,10848.23407,99930.38,344893.28,15601.27866,143713.88,496004.8,117.73976,1084.58,3743.25,164.67651,1516.95,5235.49,,,
2006-02-01,9191.16849,84666.05,298502.1,12683.43384,116835.66,411920.6,417.30228999999997,3844.05,13552.75,184.04038,1695.32,5977.09,,,
2006-03-01,10462.01853,96372.7,346702.25,14493.33371,133507.86,480296.55,54.829429999999995,505.07,1817.0,194.10132,1788.0,6432.35,,,
2006-04-01,8476.63216,78083.96,286118.1,10884.25372,100262.18,367384.35,60.47477,557.07,2041.25,238.68935,2198.73,8056.66,,,
2006-05-01,12068.91521,111174.9,352434.88,15752.85476,145110.15,460012.8,127.39767,1173.55,3720.25,120.38236,1108.92,3515.39,,,
2006-06-01,12038.61487,110895.79,344193.28,14888.74858,137150.29,425680.8,111.61819,1028.19,3191.25,113.04837,1041.36,3232.14,,,
2006-07-01,12348.01507,113745.88,348284.42,14765.23845,136012.55,416463.9,28.33647,261.03,799.25,305.72401,2816.23,8623.16,,,
2006-08-01,12189.75931,112288.08,353860.48,15880.61059,146287.0,461003.4,102.20699,941.5,2967.0,113.07910000000001,1041.65,3282.61,,,
2006-09-01,9758.0622,89888.08,289601.56,14357.81105,132259.47,426113.75,97.45374,897.71,2892.25,288.612,2658.6,8565.48,,,
2006-10-01,11224.92622,103400.36,342099.78,13673.87857,125959.31,416736.0,129.23767,1190.5,3938.75,269.38954,2481.53,8210.13,,,
2006-11-01,11420.23353,105199.46,331880.45,15060.73945,138734.61,437676.25,125.64201,1157.37,3651.25,136.49101,1257.31,3966.53,,,
2006-12-01,12433.30324,114531.53,359433.5,13834.33051,127437.34,399935.7,86.72061,798.84,2507.0,233.19265000000001,2148.09,6741.35,,,
2007-01-01,11797.023000000001,108682.0,342043.0,13057.427,120282.0,378587.0,190.186,1754.0,5514.0,682.214,6284.0,19780.0,,,
2007-02-01,11173.408,102928.0,318994.0,10613.172,97763.0,302999.0,84.59,782.0,2415.0,1016.494,9364.0,29020.0,,,
2007-03-01,12204.34,112416.0,357923.0,13219.905999999999,121775.0,387707.0,62.544000000000004,575.0,1834.0,556.767,5128.0,16329.0,,,
2007-04-01,4304.709,39654.0,142077.0,4769.651,43933.0,157423.0,31.359,288.0,1035.0,149.577,1378.0,4937.0,,,
2007-05-01,4866.8820000000005,44841.0,262919.0,4635.0070000000005,42700.0,250392.0,14.901000000000002,138.0,805.0,272.248,2508.0,14707.0,,,
2007-06-01,8214.153,75663.0,286690.0,11353.437,104585.0,396257.0,30.972,288.0,1081.0,68.938,636.0,2406.0,,,
2007-07-01,9323.636,85883.0,329488.0,12332.136,113600.0,435805.0,90.304,834.0,3191.0,36.841,339.0,1302.0,,,
2007-08-01,7846.434,72290.0,302348.0,8229.487000000001,75810.0,317108.0,78.789,725.0,3036.0,472.404,4352.0,18203.0,,,
2007-09-01,7498.352000000001,69081.0,278776.0,9620.519,88624.0,357675.0,185.12800000000001,1708.0,6883.0,314.22200000000004,2894.0,11682.0,,,
2007-10-01,1307.722,12049.0,281405.0,1690.178,15568.0,363704.0,19.8,184.0,4261.0,33.865,312.0,7287.0,,,
2007-11-01,0.0,0.0,216472.0,0.0,0.0,382645.0,0.0,0.0,345.0,0.0,0.0,4929.0,,,
2007-12-01,0.0,0.0,241335.0,0.0,0.0,395016.0,0.0,0.0,2289.0,0.0,0.0,11779.0,,,
2008-01-01,0.0,0.0,237630.0,0.0,0.0,401115.0,0.0,0.0,391.0,0.0,0.0,9618.0,,,
2008-02-01,0.0,0.0,216613.0,0.0,0.0,348940.0,0.0,0.0,3180.0,0.0,0.0,16139.0,,,
2008-03-01,1776.517,16365.0,242960.0,2668.1150000000002,24578.0,364896.0,8.493,78.0,1162.0,80.44200000000001,741.0,11001.0,,,
2008-04-01,11333.839,104404.0,329642.0,13396.998,123409.0,389648.0,130.085,1198.0,3784.0,261.389,2408.0,7602.0,,,
2008-05-01,10908.029,100481.0,324721.0,14620.319,134678.0,435232.0,117.631,1084.0,3502.0,228.047,2101.0,6789.0,,,
2008-06-01,12415.076000000001,114364.0,338873.0,13794.606,127071.0,376527.0,115.441,1063.0,3151.0,555.844,5120.0,15172.0,,,
2008-07-01,12644.382,116476.0,368439.0,16049.521,147843.0,467660.0,74.789,689.0,2179.0,192.29500000000002,1771.0,5603.0,,,
2008-08-01,14047.826000000001,129404.0,369292.0,14413.676,132774.0,378909.0,165.14100000000002,1521.0,4341.0,216.04500000000002,1990.0,5679.0,,,
2008-09-01,9772.814,90024.0,272186.0,8949.334,82438.0,249251.0,81.13600000000001,747.0,2260.0,439.457,4048.0,12239.0,,,
2008-10-01,13075.102,120444.0,336833.0,14956.542000000001,137775.0,385301.0,169.857,1565.0,4376.0,548.038,5048.0,14118.0,,,
2008-11-01,13102.045,120692.0,341008.0,14973.278,137929.0,389711.0,81.521,751.0,2122.0,277.85,2559.0,7232.0,,,
2008-12-01,11926.92,109867.0,330858.0,13929.43,128313.0,386408.0,96.177,886.0,2668.0,308.067,2838.0,8546.0,,,
2009-01-01,10225.167,110341.0,351153.0,11318.675,122142.0,388706.0,59.271,640.0,2036.0,168.887,1822.0,5800.0,,,
2009-02-01,9703.145,104389.0,311229.0,9440.111,101559.0,302792.0,80.491,866.0,2582.0,363.25300000000004,3908.0,11651.0,,,
2009-03-01,11363.405,119836.0,346316.0,12195.512999999999,128612.0,371676.0,45.092,476.0,1374.0,239.99,2531.0,7314.0,,,
2009-04-01,10814.943,112778.0,342910.0,14588.685000000001,152131.0,462564.0,27.928,291.0,886.0,174.44400000000002,1819.0,5531.0,,,
2009-05-01,10373.818,108499.0,314039.0,14042.618,146871.0,425102.0,101.43,1061.0,3071.0,502.134,5252.0,15201.0,,,
2009-06-01,10921.464,113807.0,334466.0,13060.584,136097.0,399976.0,87.683,914.0,2685.0,778.269,8110.0,23834.0,,,
2009-07-01,12542.284,128784.0,373005.0,15418.295,158314.0,458537.0,49.689,510.0,1478.0,278.732,2862.0,8289.0,,,
2009-08-01,12058.81,120858.0,346672.0,15307.426,153416.0,440065.0,96.405,966.0,2772.0,259.35900000000004,2599.0,7456.0,,,
2009-09-01,8170.15,86861.0,280631.0,13651.514,145136.0,468907.0,41.348,440.0,1420.0,210.988,2243.0,7247.0,,,
2009-10-01,8612.907000000001,91239.0,309467.0,12447.199,131857.0,447235.0,39.848,422.0,1432.0,497.04600000000005,5265.0,17859.0,,,
2009-11-01,9123.767,101019.0,304752.0,13993.275,154934.0,467403.0,49.75,551.0,1662.0,490.208,5428.0,16374.0,,,
2009-12-01,10482.231,109979.0,344483.0,14025.046,147150.0,460912.0,125.801,1320.0,4134.0,506.922,5319.0,16659.0,,,
2010-01-01,10412.776,109483.0,349621.0,14569.144,153185.0,489176.0,203.619,2141.0,6837.0,453.461,4768.0,15225.0,,,
2010-02-01,9466.463,99676.0,305027.0,12434.59,130929.0,400665.0,170.06300000000002,1791.0,5480.0,806.884,8496.0,25999.0,,,
2010-03-01,12301.197,113315.0,341531.0,15779.625,145357.0,438106.0,76.007,700.0,2110.0,552.655,5091.0,15344.0,,,
2010-04-01,6845.348,72097.0,258495.0,8491.72,89437.0,320666.0,47.965,505.0,1811.0,644.967,6793.0,24355.0,,,
2010-05-01,1622.073,17366.0,189836.0,3225.4790000000003,34533.0,377488.0,0.0,0.0,0.0,194.448,2082.0,22757.0,,,
2010-06-01,10791.042,112169.0,320596.0,13216.968,137386.0,392669.0,11.612,121.0,345.0,609.378,6334.0,18104.0,,,
2010-07-01,11365.931,113726.0,341193.0,14891.429,149002.0,447024.0,22.411,224.0,673.0,438.22900000000004,4385.0,13155.0,,,
2010-08-01,11669.667,119868.0,350508.0,16219.972000000002,166608.0,487181.0,42.499,437.0,1277.0,409.862,4210.0,12311.0,,,
2010-09-01,11010.325,110097.0,334722.0,14952.142,149512.0,454556.0,154.52800000000002,1545.0,4698.0,481.005,4810.0,14623.0,,,
2010-10-01,11498.57,118714.0,340221.0,15431.463,159319.0,456588.0,109.799,1134.0,3249.0,478.168,4937.0,14148.0,,,
2010-11-01,10830.523,112317.0,345423.0,14370.318,149026.0,458319.0,73.557,763.0,2346.0,441.60200000000003,4580.0,14084.0,,,
2010-12-01,10526.318,109844.0,346663.0,14576.576000000001,152109.0,480050.0,56.22,587.0,1852.0,851.8860000000001,8890.0,28055.0,,,
2011-01-01,11414.625,118880.0,363460.0,14670.696,152791.0,467139.0,81.081,844.0,2582.0,705.598,7349.0,22467.0,,,
2011-02-01,10071.831,104679.0,317088.0,13807.692,143507.0,434702.0,36.711,382.0,1156.0,542.766,5641.0,17088.0,,,
2011-03-01,10342.452,108063.0,331084.0,14581.328,152353.0,466780.0,109.927,1149.0,3519.0,475.293,4966.0,15215.0,,,
2011-04-01,10605.95,110754.0,338923.0,14093.802,147176.0,450381.0,46.423,485.0,1484.0,492.825,5146.0,15749.0,,,
2011-05-01,8234.43,86934.0,282791.0,13533.755,142881.0,464783.0,12.39,131.0,426.0,508.425,5368.0,17461.0,,,
2011-06-01,10280.452,106861.0,328156.0,15338.886,159442.0,489623.0,0.0,0.0,0.0,377.662,3926.0,12055.0,,,
2011-07-01,11202.611,115431.0,352037.0,16611.097,171160.0,521996.0,24.702,255.0,776.0,432.59,4457.0,13594.0,,,
2011-08-01,11253.409,116515.0,336233.0,15799.037,163580.0,472049.0,32.908,341.0,983.0,279.646,2895.0,8355.0,,,
2011-09-01,9344.677,97877.0,310656.0,13382.136,140166.0,444878.0,11.589,121.0,385.0,191.598,2007.0,6370.0,,,
2011-10-01,0.0,0.0,135217.0,0.0,0.0,327966.0,0.0,0.0,9815.0,0.0,0.0,13415.0,,,
2011-11-01,0.0,0.0,163090.0,0.0,0.0,392230.0,0.0,0.0,0.0,0.0,0.0,5737.0,,,
2011-12-01,4755.464,50099.0,251025.0,8308.757,87533.0,438591.0,0.0,0.0,0.0,185.779,1957.0,9807.0,,,
2012-01-01,9559.04,102215.0,322753.0,13155.633,140673.0,444188.0,29.973,320.0,1012.0,559.354,5981.0,18886.0,,,
2012-02-01,6851.99,73762.0,247586.0,10978.461,118183.0,396689.0,0.0,0.0,0.0,898.549,9673.0,32468.0,,,
2012-03-01,8041.704,86706.0,264115.0,14159.814,152673.0,465053.0,0.0,0.0,0.0,938.482,10119.0,30823.0,,,
2012-04-01,7014.472,74704.0,251751.0,14030.76,149426.0,503568.0,0.0,0.0,0.0,740.768,7889.0,26586.0,,,
2012-05-01,6497.472,69943.0,235475.0,13845.631,149043.0,501781.0,3.332,36.0,121.0,723.565,7789.0,26223.0,,,
2012-06-01,6929.951,73773.0,246909.0,13152.491,140015.0,468614.0,0.161,2.0,6.0,773.397,8233.0,27556.0,,,
2012-07-01,7798.06,82960.0,253640.0,11430.623,121605.0,371793.0,0.0,0.0,0.0,1360.317,14472.0,44246.0,,,
2012-08-01,8038.634,86236.0,252149.0,12241.266,131320.0,383974.0,0.0,0.0,0.0,1217.1,13057.0,38177.0,,,
2012-09-01,7397.116,79320.0,248608.0,12563.218,134716.0,422234.0,0.0,0.0,0.0,753.666,8082.0,25330.0,,,
2012-10-01,7968.234,85205.0,267802.0,12951.204,138488.0,435273.0,0.0,0.0,0.0,1095.562,11715.0,36820.0,,,
2012-11-01,7637.233,81943.0,263935.0,12850.228,137875.0,444092.0,12.312,132.0,426.0,884.227,9487.0,30558.0,,,
2012-12-01,7082.553,75846.0,265275.0,14291.881,153049.0,535298.0,0.0,0.0,0.0,1054.566,11293.0,39498.0,,,
2013-01-01,7080.069,76001.0,258827.0,13224.699,141961.0,483457.0,61.5,660.0,2248.0,1507.732,16185.0,55118.0,,,
2013-02-01,7613.818,81622.0,246783.0,11409.832,122316.0,369821.0,0.0,0.0,0.0,935.35,10027.0,30317.0,,,
2013-03-01,3560.001,37949.0,210120.0,6658.628,70980.0,393008.0,4.287,46.0,253.0,304.084,3242.0,17948.0,,,
2013-04-01,0.0,0.0,143479.0,0.0,0.0,259366.0,0.0,0.0,0.0,0.0,0.0,30820.0,,,
2013-05-01,1542.086,15386.0,167901.0,3226.616,32193.0,351310.0,2.218,22.0,242.0,224.08,2236.0,24398.0,,,
2013-06-01,0.0,0.0,116036.0,0.0,0.0,393084.0,0.0,0.0,0.0,0.0,0.0,18290.0,,,
2013-07-01,0.0,0.0,115246.0,0.0,0.0,4172119.0,0.0,0.0,0.0,0.0,0.0,24933.0,,,
2013-08-01,0.0,0.0,121068.0,0.0,0.0,436584.0,0.0,0.0,748.0,0.0,0.0,26384.0,,,
2013-09-01,0.0,0.0,113005.0,0.0,0.0,372547.0,0.0,0.0,0.0,0.0,0.0,19564.0,,,
2013-10-01,4209.945,43778.0,214578.0,6577.055,68392.0,335228.0,0.0,0.0,0.0,493.0,5127.0,25128.0,,,
2013-11-01,11855.796,123683.0,328800.0,12981.197,135423.0,360011.0,0.0,0.0,0.0,177.007,1847.0,4909.0,,,
2013-12-01,11525.992,120632.0,334302.0,14142.867,148020.0,410203.0,0.0,0.0,0.0,157.141,1645.0,4558.0,,,
2014-01-01,10838.676,114215.0,339397.0,13575.491,143055.0,425096.0,64.637,681.0,2024.0,441.196,4649.0,13815.0,,,
2014-02-01,9465.812,100254.0,303851.0,10734.867,113695.0,344588.0,0.0,0.0,0.0,570.321,6040.0,18307.0,,,
2014-03-01,10312.435,108812.0,325172.0,13681.324,144359.0,431400.0,11.853,125.0,374.0,230.388,2431.0,7265.0,,,
2014-04-01,11245.115,117671.0,332394.0,13668.461,143030.0,404025.0,0.0,0.0,0.0,186.424,1951.0,5511.0,,,
2014-05-01,7636.578,79750.0,282708.0,10413.924,108755.0,385527.0,1.398,15.0,52.0,269.1,2810.0,9962.0,,,
2014-06-01,11055.248,115682.0,326321.0,13022.783,136270.0,384397.0,0.195,2.0,6.0,386.774,4047.0,11417.0,,,
2014-07-01,12128.384,125800.0,345995.0,14934.396,154905.0,426044.0,12.094,125.0,345.0,150.126,1557.0,4283.0,,,
2014-08-01,10478.401,109871.0,323190.0,13827.27,144985.0,426480.0,0.0,0.0,0.0,762.329,7993.0,23513.0,,,
2014-09-01,9411.323,98757.0,292685.0,12446.421,130605.0,387074.0,0.0,0.0,0.0,782.256,8209.0,24328.0,,,
2014-10-01,6901.991,72788.0,233126.0,9374.183,98860.0,316628.0,0.0,0.0,0.0,623.826,6579.0,21071.0,,,
2014-11-01,10250.223,106774.0,332504.0,14363.944,149625.0,465948.0,0.0,0.0,0.0,611.833,6373.0,19847.0,,,
2014-12-01,11311.605,118079.0,352310.0,13627.192,142251.0,424431.0,0.0,0.0,0.0,879.203,9178.0,27384.0,,,
2015-01-01,11006.656,115557.0,331090.0,12735.41,133707.0,383092.0,0.0,0.0,0.0,1298.934,13637.0,39073.0,,,
2015-02-01,8774.978,92123.0,282121.0,11232.882,117927.0,361144.0,0.0,0.0,0.0,1128.14,11844.0,36270.0,,,
2015-03-01,10748.985,113468.0,324493.0,13618.302,143757.0,411112.0,0.0,0.0,0.0,897.713,9476.0,27100.0,,,
2015-04-01,9405.382,98893.0,298205.0,13208.206,138878.0,418777.0,0.0,0.0,0.0,968.412,10182.0,30704.0,,,
2015-05-01,4069.812,42364.0,220096.0,7390.659,76932.0,399688.0,0.0,0.0,0.0,640.529,6667.0,34640.0,,,
2015-06-01,4983.062,54096.0,212719.0,9717.681,105495.0,414831.0,0.0,0.0,0.0,421.257,4573.0,17983.0,,,
2015-07-01,5668.228,61997.0,224804.0,10055.814,109987.0,398818.0,0.0,0.0,0.0,784.958,8586.0,31132.0,,,
2015-08-01,7523.605,80235.0,253638.0,12169.814,129784.0,410272.0,0.0,0.0,0.0,701.581,7482.0,23652.0,,,
2015-09-01,9143.135,97068.0,278594.0,12384.242,131477.0,377351.0,0.0,0.0,0.0,768.623,8160.0,23420.0,,,
2015-10-01,6899.633,73052.0,265479.0,8648.394,91567.0,332766.0,0.0,0.0,0.0,1581.973,16750.0,60870.0,,,
2015-11-01,9721.846,102382.0,281128.0,13594.85,143169.0,393124.0,0.0,0.0,0.0,821.304,8649.0,23750.0,,,
2015-12-01,8904.456,93719.0,287805.0,12278.19,129228.0,396850.0,0.0,0.0,0.0,789.354,8308.0,25513.0,,,
2016-01-01,9304.306,57643.0,297767.0,14748.203,91370.0,471989.0,0.0,0.0,0.0,616.491,3819.0,19730.0,,,
2016-02-01,8519.384,52746.0,273437.0,13057.667,80844.0,419097.0,0.0,0.0,0.0,692.949,4290.0,22241.0,,,
2016-03-01,9806.511,60526.0,293199.0,13338.645,82326.0,398804.0,0.0,0.0,0.0,1035.844,6393.0,30970.0,,,
2016-04-01,4842.687,30299.0,178132.0,7039.44,44044.0,258937.0,331.24,2072.0,12184.0,979.633,6129.0,36035.0,,,
2016-05-01,6146.908,38878.0,211808.0,12666.689,80114.0,436465.0,37.045,234.0,1277.0,784.358,4961.0,27027.0,,,
2016-06-01,6294.226,39789.0,201678.0,12719.203,80405.0,407545.0,38.224,242.0,1225.0,712.347,4503.0,22825.0,,,
2016-07-01,6255.396,39896.0,194688.0,11926.351,76065.0,371186.0,31.223,199.0,972.0,1459.03,9306.0,45410.0,,,
2016-08-01,6230.183,40142.0,195283.0,10628.402,68481.0,333144.0,123.825,798.0,3881.0,1457.59,9392.0,45688.0,,,
2016-09-01,6007.696,38723.0,200355.0,10951.308,70587.0,365223.0,103.794,669.0,3462.0,1270.202,8187.0,42361.0,,,
2016-10-01,3245.599,20934.0,146475.0,7966.908,51385.0,359550.0,315.973,2038.0,14260.0,803.52,5183.0,36263.0,,,
2016-11-01,91.406,572.0,3664.0,8641.779,54121.0,346406.0,1551.357,9716.0,62186.0,3212.458,20119.0,128772.0,,,
2016-12-01,0.0,0.0,0.0,7179.244,42602.0,360882.0,0.0,0.0,0.0,6043.756,35864.0,303804.0,,,
2017-01-01,0.0,0.0,0.0,14134.036,83912.0,420946.0,0.0,0.0,0.0,13332.964,79156.0,397088.0,,,
2017-02-01,0.0,0.0,0.0,11377.032,76059.0,345992.0,0.0,0.0,0.0,11125.968,74380.0,338357.0,,,
2017-03-01,0.0,0.0,0.0,10827.848,68458.0,328877.0,0.0,0.0,0.0,12476.152,78880.0,378941.0,,,
2017-04-01,0.0,0.0,0.0,12539.39,75375.0,380471.0,0.0,0.0,0.0,11311.61,67995.0,343218.0,,,
2017-05-01,0.0,0.0,0.0,11477.341,69496.0,428077.0,0.0,0.0,0.0,8816.659,53386.0,328840.0,,,
2017-06-01,0.0,0.0,0.0,10769.224,65635.0,361316.0,0.0,0.0,0.0,9975.776,60799.0,334695.0,,,
