measured_on,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Generation,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-11-01,,,,23155.0,308805.0,308805.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,19747.0,19747.0
2003-12-01,,,,75599.0,941278.0,941278.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.0,41195.0,41195.0
2004-01-01,,,,74988.0,982835.0,982835.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0,38968.0,38968.0
2004-02-01,,,,93840.0,1220408.0,1220408.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.0,44095.0,44095.0
2004-03-01,,,,77414.0,969951.0,969951.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,16730.0,16730.0
2004-04-01,,,,33649.0,413114.0,413114.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,7842.0,7842.0
2004-05-01,,,,48503.0,652222.0,652222.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,12609.0,12609.0
2004-06-01,,,,15858.0,212763.0,212763.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,6832.0,6832.0
2004-07-01,,,,23610.0,310672.0,310672.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,15242.0,15242.0
2004-08-01,,,,18512.0,251924.0,251924.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,12547.0,12547.0
2004-09-01,,,,9003.0,119183.0,119183.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,6753.0,6753.0
2004-10-01,,,,-51.0,9514.0,9514.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1158.0,1158.0
2004-11-01,,,,33649.0,411655.0,411655.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,13660.0,13660.0
2004-12-01,,,,18299.0,238200.0,238200.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,13334.0,13334.0
2005-01-01,,,,39334.0,505529.13,505529.13,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,18956.7,18956.7
2005-02-01,,,,28193.0,354836.32,354836.32,0.0,0.0,0.0,150.0,1538.16,1538.16,1682.0,21273.12,21273.12
2005-03-01,,,,102559.0,1177283.03,1177283.03,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,19891.02,19891.02
2005-04-01,,,,64745.0,776254.18,776254.18,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,19393.26,19393.26
2005-05-01,,,,752.0,21662.03,21662.03,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2316.42,2316.42
2005-06-01,,,,63941.0,810525.59,810525.59,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,31474.14,31474.14
2005-07-01,,,,79496.0,1000134.99,1000134.99,0.0,0.0,0.0,0.0,0.0,0.0,2371.0,29762.58,29762.58
2005-08-01,,,,81305.0,1061251.56,1061251.56,0.0,0.0,0.0,41.0,848.64,848.64,2627.0,33447.84,33447.84
2005-09-01,,,,59967.0,809639.14,809639.14,0.0,0.0,0.0,0.0,10.2,10.2,2863.0,37518.66,37518.66
2005-10-01,,,,45207.0,588456.2,588456.2,0.0,0.0,0.0,0.0,0.0,0.0,2645.0,34061.88,34061.88
2005-11-01,,,,20610.0,278201.49,278201.49,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,20877.36,20877.36
2005-12-01,,,,78664.0,1015046.27,1015046.27,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,20155.2,20155.2
2006-01-01,,,,4999.0,75928.0,75928.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,4001.0,4001.0
2006-02-01,,,,11764.0,168822.0,168822.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,14336.0,14336.0
2006-03-01,,,,29775.0,370701.0,370701.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,14478.0,14478.0
2006-04-01,,,,37394.0,464915.0,464915.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,15819.0,15819.0
2006-05-01,,,,26433.0,334607.0,334607.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,12525.0,12525.0
2006-06-01,,,,42767.0,561598.0,561598.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,19901.0,19901.0
2006-07-01,,,,56476.0,734327.0,734327.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.0,23999.0,23999.0
2006-08-01,,,,78639.0,990154.0,990154.0,0.0,0.0,0.0,35.0,833.0,833.0,1791.0,22897.0,22897.0
2006-09-01,,,,8588.0,123981.0,123981.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,7172.0,7172.0
2006-10-01,,,,19592.0,270267.0,270267.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,16113.0,16113.0
2006-11-01,,,,59331.0,749339.0,749339.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,20755.0,20755.0
2006-12-01,,,,17193.0,240323.0,240323.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,10976.0,10976.0
2007-01-01,,,,38823.798,493182.0,493182.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.203,18790.0,18790.0
2007-02-01,,,,91723.435,1138684.0,1138684.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.566,20354.0,20354.0
2007-03-01,,,,61960.239,777866.0,777866.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.761,14133.0,14133.0
2007-04-01,,,,42280.5,530279.0,530279.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.5,14956.0,14956.0
2007-05-01,,,,45232.254,578099.0,578099.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.746,18350.0,18350.0
2007-06-01,,,,58554.918,742308.0,742308.0,0.0,0.0,0.0,33.0,652.0,652.0,1351.082,17128.0,17128.0
2007-07-01,,,,68630.813,867429.0,867429.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.188,29906.0,29906.0
2007-08-01,,,,74919.131,922486.0,922486.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.8690000000001,19859.0,19859.0
2007-09-01,,,,35714.732,450000.0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.268,14707.0,14707.0
2007-10-01,,,,27119.899,355418.0,355418.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.101,14902.0,14902.0
2007-11-01,,,,29231.73,370096.0,370096.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.27,17057.0,17057.0
2007-12-01,,,,34706.706,447105.0,447105.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.294,19585.0,19585.0
2008-01-01,,,,60134.771,766085.0,766085.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.2290000000003,26985.0,26985.0
2008-02-01,,,,47660.255,620565.0,620565.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.7450000000001,25556.0,25556.0
2008-03-01,,,,39409.961,534443.0,534443.0,0.0,0.0,0.0,0.0,109.0,109.0,1614.039,21888.0,21888.0
2008-04-01,,,,24657.400999999998,333189.0,333189.0,0.0,0.0,0.0,0.0,56.0,56.0,1106.5990000000002,14953.0,14953.0
2008-05-01,,,,1439.25,30710.0,30710.0,0.0,0.0,0.0,0.0,0.0,0.0,169.75,3622.0,3622.0
2008-06-01,,,,49410.383,654622.0,654622.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.6170000000002,26280.0,26280.0
2008-07-01,,,,42250.898,547253.0,547253.0,0.0,0.0,0.0,7.0,251.0,251.0,1855.102,24028.0,24028.0
2008-08-01,,,,9948.156,140026.0,140026.0,0.0,0.0,0.0,92.0,2072.0,2072.0,617.844,8697.0,8697.0
2008-09-01,,,,4087.54,62214.0,62214.0,0.0,0.0,0.0,0.0,0.0,0.0,229.46,3492.0,3492.0
2008-10-01,,,,27176.518,351085.0,351085.0,0.0,0.0,0.0,0.0,0.0,0.0,846.4820000000001,10935.0,10935.0
2008-11-01,,,,19361.224000000002,247292.0,247292.0,0.0,0.0,0.0,0.0,0.0,0.0,736.7760000000001,9411.0,9411.0
2008-12-01,,,,34474.907,443112.0,443112.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.093,13574.0,13574.0
2009-01-01,,,,20903.696,279656.0,279656.0,0.0,0.0,0.0,0.0,0.0,0.0,957.3040000000001,12807.0,12807.0
2009-02-01,,,,7361.775000000001,116913.0,116913.0,0.0,0.0,0.0,0.0,153.0,153.0,710.225,11279.0,11279.0
2009-03-01,,,,10504.033,143042.0,143042.0,0.0,0.0,0.0,0.0,237.0,237.0,502.96700000000004,6849.0,6849.0
2009-04-01,,,,-358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-358.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-723.0,201.0,201.0
2009-06-01,,,,6682.345,91378.0,91378.0,0.0,0.0,0.0,0.0,0.0,0.0,404.655,5534.0,5534.0
2009-07-01,,,,-149.493,11091.0,11091.0,0.0,0.0,0.0,0.0,72.0,72.0,-30.507,2263.0,2263.0
2009-08-01,,,,5468.162,88932.0,88932.0,0.0,0.0,0.0,37.0,719.0,719.0,458.838,7462.0,7462.0
2009-09-01,,,,8697.404,129465.0,129465.0,0.0,0.0,0.0,0.0,0.0,0.0,676.596,10071.0,10071.0
2009-10-01,,,,1173.39,27771.0,27771.0,0.0,0.0,0.0,0.0,0.0,0.0,88.61,2097.0,2097.0
2009-11-01,,,,-14.307,9879.0,9879.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.693,2550.0,2550.0
2009-12-01,,,,27163.753,351288.0,351288.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.247,17113.0,17113.0
2010-01-01,,,,38475.604999999996,496383.0,496383.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.395,14971.0,14971.0
2010-02-01,,,,18232.956,243705.0,243705.0,0.0,0.0,0.0,0.0,0.0,0.0,715.044,9557.0,9557.0
2010-03-01,,,,4500.476000000001,75663.0,75663.0,0.0,0.0,0.0,0.0,216.0,216.0,496.524,8348.0,8348.0
2010-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,56.0,56.0
2010-05-01,,,,5172.2880000000005,75560.0,75560.0,0.0,0.0,0.0,0.0,0.0,0.0,316.712,4627.0,4627.0
2010-06-01,,,,25523.339,340691.0,340691.0,0.0,0.0,0.0,26.0,1155.0,1155.0,1068.661,14265.0,14265.0
2010-07-01,,,,40390.057,540237.0,540237.0,0.0,0.0,0.0,39.0,899.0,899.0,1083.943,14498.0,14498.0
2010-08-01,,,,15441.514,223736.0,223736.0,0.0,0.0,0.0,0.0,0.0,0.0,839.486,12164.0,12164.0
2010-09-01,,,,628.6070000000001,18411.0,18411.0,0.0,0.0,0.0,0.0,0.0,0.0,22.393,656.0,656.0
2010-10-01,,,,-635.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.977000000000004,0.0,0.0
2010-11-01,,,,1470.7620000000002,107247.0,107247.0,0.0,0.0,0.0,0.0,0.0,0.0,94.238,6872.0,6872.0
2010-12-01,,,,15563.746,234925.0,234925.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.2540000000001,16683.0,16683.0
2011-01-01,,,,11782.78,174987.0,174987.0,0.0,0.0,0.0,0.0,0.0,0.0,598.22,8884.0,8884.0
2011-02-01,,,,250.72,15662.0,15662.0,0.0,0.0,0.0,0.0,0.0,0.0,65.28,4078.0,4078.0
2011-03-01,,,,1550.125,34005.0,34005.0,0.0,0.0,0.0,0.0,173.0,173.0,174.875,3836.0,3836.0
2011-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0,57.0,57.0
2011-05-01,,,,830.249,20696.0,20696.0,0.0,0.0,0.0,0.0,3010.0,3010.0,120.751,3010.0,3010.0
2011-06-01,,,,19896.103,250943.0,250943.0,0.0,0.0,0.0,0.0,0.0,0.0,840.897,10606.0,10606.0
2011-07-01,,,,31913.619,441599.0,441599.0,0.0,0.0,0.0,53.0,1043.0,1043.0,1217.381,16845.0,16845.0
2011-08-01,,,,8690.668,125452.0,125452.0,0.0,0.0,0.0,0.0,0.0,0.0,383.332,5534.0,5534.0
2011-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-762.0,111.0,111.0
2011-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,,,,-621.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.793,0.0,0.0
2011-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-697.0,585.0,585.0
2012-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,1667.0,1667.0
2012-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-678.0,717.0,717.0
2012-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,-667.0,135.0,135.0
2012-04-01,,,,-567.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.643,0.0,0.0
2012-05-01,,,,-625.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.477,0.0,0.0
2012-06-01,,,,6447.092,93558.0,93558.0,0.0,0.0,0.0,34.0,946.0,946.0,40.908,594.0,594.0
2012-07-01,,,,24685.447,346710.0,346710.0,0.0,0.0,0.0,85.0,1774.0,1774.0,1236.553,17368.0,17368.0
2012-08-01,,,,18841.339,252764.0,252764.0,0.0,0.0,0.0,0.0,0.0,0.0,2.661,36.0,36.0
2012-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,53.0,53.0
2012-10-01,,,,-583.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.432,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-607.0,20.0,20.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617.0,169.0,169.0
2013-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.0,1736.0,1736.0
2013-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-599.0,1232.0,1232.0
2013-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-612.0,397.0,397.0
2013-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-487.0,20.0,20.0
2013-05-01,,,,-420.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.659,0.0,0.0
2013-06-01,,,,-408.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.362,0.0,0.0
2013-07-01,,,,-418.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.609,0.0,0.0
2013-08-01,,,,-400.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.164,0.0,0.0
2013-09-01,,,,-370.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.398,0.0,0.0
2013-10-01,,,,-364.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.249,0.0,0.0
2013-11-01,,,,-717.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.202,0.0,0.0
2013-12-01,,,,-340.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.631,0.0,0.0
2014-01-01,,,,-169.0,0.0,0.0,-169.0,0.0,0.0,-169.0,0.0,0.0,-169.0,0.0,0.0
2014-02-01,,,,-163.0,0.0,0.0,-163.0,0.0,0.0,-163.0,0.0,0.0,-163.0,0.0,0.0
2014-03-01,,,,-187.5,0.0,0.0,-187.5,0.0,0.0,-187.5,0.0,0.0,-187.5,0.0,0.0
2014-04-01,,,,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.0,0.0,0.0
2014-05-01,,,,-148.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.5,0.0,0.0
2014-06-01,,,,-144.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.5,0.0,0.0
2014-07-01,,,,-149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.5,0.0,0.0
2014-08-01,,,,-150.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.5,0.0,0.0
2014-09-01,,,,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.0,0.0,0.0
2014-10-01,,,,-137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.0,0.0,0.0
2014-11-01,,,,-157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,0.0,0.0
2014-12-01,,,,-173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.0,0.0,0.0
2015-01-01,,,,-192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.0,0.0,0.0
2015-02-01,,,,-180.0,0.0,0.0,0.0,0.0,0.0,52.0,10397.0,10397.0,-180.0,0.0,0.0
2015-03-01,,,,-174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.0,0.0,0.0
2015-04-01,,,,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.0,0.0,0.0
2015-05-01,,,,-137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,-122.5,0.0,0.0,-122.5,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-205.0,866.0,866.0,,,
2015-08-01,0.0,0.0,0.0,,,,-123.5,0.0,0.0,-123.5,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,,,,-115.0,0.0,0.0,-115.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,,,,-95.0,0.0,0.0,-95.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-12-01,,,,,,,0.0,0.0,0.0,24.0,436.0,436.0,,,
2016-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-02-01,,,,,,,0.0,0.0,0.0,16.0,525.0,525.0,,,
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-06-01,,,,,,,0.0,0.0,0.0,44.0,1629.0,1629.0,,,
2016-07-01,,,,,,,0.0,0.0,0.0,43.0,862.0,862.0,,,
2016-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-43.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,,-24.0,429.0,429.0,0.0,0.0,0.0,,,
2017-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-26.31,103.0,103.0,,,
2017-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-25.309,99.0,99.0,,,
2017-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-26.34,103.0,103.0,,,
2017-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-20.06,79.0,79.0,,,
2017-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-24.283,95.0,95.0,,,
2017-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-27.054,106.0,106.0,,,
2017-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-32.895,130.0,130.0,,,
2017-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-32.404,128.0,128.0,,,
2017-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-28.101,110.0,110.0,,,
2017-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-24.317,96.0,96.0,,,
2017-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-33.932,134.0,134.0,,,
2017-12-01,0.0,0.0,0.0,,,,-7.388,29.0,29.0,-37.607,148.0,148.0,,,
2018-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-39.941,4202.0,4202.0,,,
2018-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-35.489,3733.0,3733.0,,,
2018-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-37.569,3952.0,3952.0,,,
2018-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-35.474,3732.0,3732.0,,,
2018-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-34.054,3583.0,3583.0,,,
2018-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-37.365,3931.0,3931.0,,,
2018-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-42.654,4487.0,4487.0,,,
2018-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-43.951,4623.0,4623.0,,,
2018-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-38.831,4086.0,4086.0,,,
2018-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-36.053,3793.0,3793.0,,,
2018-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-38.117,4010.0,4010.0,,,
2018-12-01,0.0,0.0,0.0,,,,-0.532,56.0,56.0,-40.97,4310.0,4310.0,,,
2019-01-01,0.0,0.0,0.0,,,,-0.123,6.0,6.0,-51.621,2012.0,2012.0,,,
2019-02-01,0.0,0.0,0.0,,,,-0.147,6.0,6.0,-55.596,2167.0,2167.0,,,
2019-03-01,0.0,0.0,0.0,,,,-0.151,6.0,6.0,-55.717,2172.0,2172.0,,,
2019-04-01,0.0,0.0,0.0,,,,-0.157,6.0,6.0,-48.825,1903.0,1903.0,,,
2019-05-01,0.0,0.0,0.0,,,,-0.091,6.0,6.0,-45.696,1781.0,1781.0,,,
2019-06-01,0.0,0.0,0.0,,,,-0.165,6.0,6.0,-53.963,2104.0,2104.0,,,
2019-07-01,0.0,0.0,0.0,,,,-0.143,6.0,6.0,-58.887,2296.0,2296.0,,,
2019-08-01,0.0,0.0,0.0,,,,-0.082,6.0,6.0,-59.385,2315.0,2315.0,,,
2019-09-01,0.0,0.0,0.0,,,,-0.077,6.0,6.0,-52.415,2043.0,2043.0,,,
2019-10-01,0.0,0.0,0.0,,,,-0.07,0.0,0.0,-46.097,1797.0,1797.0,,,
2019-11-01,0.0,0.0,0.0,,,,-0.219,6.0,6.0,-43.843,1709.0,1709.0,,,
2019-12-01,0.0,0.0,0.0,,,,-0.127,6.0,6.0,-56.403,2199.0,2199.0,,,
2020-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.045,814.0,814.0,,,
2020-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.968,753.0,753.0,,,
2020-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.997,775.0,775.0,,,
2020-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.858,666.0,666.0,,,
2020-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.811,631.0,631.0,,,
2020-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.856,665.0,665.0,,,
2020-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.043,811.0,811.0,,,
2020-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.012,787.0,787.0,,,
2020-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.892,694.0,694.0,,,
2020-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.655,509.0,509.0,,,
