measured_on,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2004-11-01,0.0,0.0,0.0,,,,5825.825000000001,51083.0,51083.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,,,,6984.072,61239.0,61239.0,0.0,0.0,0.0
2005-01-01,463.829,4118.09,4118.09,,,,11879.002,105440.34,105440.34,0.0,0.0,0.0
2005-02-01,106.76400000000001,947.91,947.91,,,,10531.044,93475.6,93475.6,0.0,0.0,0.0
2005-03-01,91.617,813.42,813.42,,,,12566.954,111546.73,111546.73,0.0,0.0,0.0
2005-04-01,91.66900000000001,813.88,813.88,,,,12884.211,114362.77,114362.77,0.0,0.0,0.0
2005-05-01,92.424,820.59,820.59,,,,10452.179,92775.58,92775.58,0.0,0.0,0.0
2005-06-01,111.96,994.03,994.03,,,,17782.245000000003,157838.67,157838.67,0.0,0.0,0.0
2005-07-01,212.03900000000002,1882.57,1882.57,,,,22914.925,203397.34,203397.34,0.0,0.0,0.0
2005-08-01,187.804,1667.42,1667.42,,,,24499.483,217462.19,217462.19,0.0,0.0,0.0
2005-09-01,104.49900000000001,927.79,927.79,,,,16206.633000000002,143853.23,143853.23,0.0,0.0,0.0
2005-10-01,146.50900000000001,1300.77,1300.77,,,,11207.731,99482.0,99482.0,0.0,0.0,0.0
2005-11-01,98.653,875.89,875.89,,,,10060.202,89296.32,89296.32,0.0,0.0,0.0
2005-12-01,270.233,2399.25,2399.25,,,,10869.391,96478.83,96478.83,0.0,0.0,0.0
2006-01-01,0.47,4.0,4.0,,,,4278.84,37947.0,37947.0,0.0,0.0,0.0
2006-02-01,0.24600000000000002,2.0,2.0,,,,4836.837,42896.0,42896.0,0.0,0.0,0.0
2006-03-01,0.20700000000000002,2.0,2.0,,,,6373.792,56526.0,56526.0,0.0,0.0,0.0
2006-04-01,0.396,3.0,3.0,,,,5274.5380000000005,46777.0,46777.0,0.0,0.0,0.0
2006-05-01,0.37,3.0,3.0,,,,6947.912,61618.0,61618.0,0.0,0.0,0.0
2006-06-01,0.336,3.0,3.0,,,,8949.702000000001,79371.0,79371.0,0.0,0.0,0.0
2006-07-01,0.48700000000000004,4.0,4.0,,,,16015.188,142031.0,142031.0,0.0,0.0,0.0
2006-08-01,0.47300000000000003,4.0,4.0,,,,14230.907,126207.0,126207.0,0.0,0.0,0.0
2006-09-01,0.217,2.0,2.0,,,,8370.909,74238.0,74238.0,0.0,0.0,0.0
2006-10-01,0.229,2.0,2.0,,,,9067.355,80414.0,80414.0,0.0,0.0,0.0
2006-11-01,0.27,2.0,2.0,,,,6095.906,54062.0,54062.0,0.0,0.0,0.0
2006-12-01,0.299,3.0,3.0,,,,6188.113,54880.0,54880.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,230.305,2737.0,2737.0,97.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,14739.204000000002,175145.0,175145.0,6208.0,1070.0,1070.0
2007-04-01,0.0,0.0,0.0,,,,1151.527,13684.0,13684.0,485.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,9672.57,114939.0,114939.0,4074.0,842.0,842.0
2007-06-01,0.0,0.0,0.0,,,,16811.866,199775.0,199775.0,7081.0,1964.0,1964.0
2007-07-01,0.0,0.0,0.0,,,,27405.658,325660.0,325660.0,11543.0,12711.0,12711.0
2007-08-01,0.0,0.0,0.0,,,,38229.756,454283.0,454283.0,16102.0,24716.0,24716.0
2007-09-01,0.0,0.0,0.0,,,,19575.445,232614.0,232614.0,8245.0,13980.0,13980.0
2007-10-01,0.0,0.0,0.0,,,,12666.455,150515.0,150515.0,5335.0,4442.0,4442.0
2007-11-01,0.0,0.0,0.0,,,,4836.328,57470.0,57470.0,2037.0,515.0,515.0
2007-12-01,0.0,0.0,0.0,,,,2993.885,35576.0,35576.0,1261.0,1158.0,1158.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.884,12.0,12.0,0.35700000000000004,0.0,0.0,1588.73,20913.0,20913.0,678.643,1184.0,1184.0
2008-03-01,0.884,12.0,12.0,0.364,0.0,0.0,1134.553,14939.0,14939.0,484.636,542.0,542.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,227.08700000000002,2988.0,2988.0,97.0,18.0,18.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,10.61,140.0,140.0,4.496,0.0,0.0,16339.687,215114.0,215114.0,6979.504,1735.0,1735.0
2008-07-01,17.241,227.0,227.0,7.167000000000001,0.0,0.0,26551.992,349560.0,349560.0,11341.833,9622.0,9622.0
2008-08-01,7.957000000000001,105.0,105.0,3.193,0.0,0.0,12254.766,161335.0,161335.0,5234.807000000001,10427.0,10427.0
2008-09-01,8.842,116.0,116.0,3.585,0.0,0.0,13843.493,182249.0,182249.0,5913.415,9742.0,9742.0
2008-10-01,2.652,35.0,35.0,1.08,0.0,0.0,3857.835,50790.0,50790.0,1647.92,2494.0,2494.0
2008-11-01,0.884,12.0,12.0,0.36200000000000004,0.0,0.0,1134.553,14939.0,14939.0,484.63800000000003,643.0,643.0
2008-12-01,0.442,6.0,6.0,0.17500000000000002,0.0,0.0,907.908,11951.0,11951.0,387.82500000000005,936.0,936.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,155.844,1971.0,1971.0,67.9,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1587.3870000000002,20075.0,20075.0,691.61,492.0,492.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11597.057,146663.0,146663.0,5052.73,3208.0,3208.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,11082.77,140160.0,140160.0,4828.66,1527.0,1527.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6060.124000000001,76640.0,76640.0,2640.34,961.0,961.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12821.548999999999,162150.0,162150.0,5586.23,3417.0,3417.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,25954.787,328240.0,328240.0,11308.26,15439.0,15439.0
2009-08-01,0.92,12.0,12.0,0.375,0.0,0.0,39392.116,498188.0,498188.0,17162.805,33988.0,33988.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,29289.86,370417.0,370417.0,12761.32,19639.0,19639.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10319.132,130502.0,130502.0,4495.95,4222.0,4222.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2186.2760000000003,27649.0,27649.0,952.54,78.0,78.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,672.3580000000001,8503.0,8503.0,292.94,607.0,607.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5023.003000000001,61175.0,61175.0,2382.32,857.0,857.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2014.519,24536.0,24536.0,955.45,911.0,911.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1560.4850000000001,19006.0,19006.0,740.11,256.0,256.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,8219.646,100109.0,100109.0,3898.4300000000003,7731.0,7731.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,20024.521,243883.0,243883.0,9497.27,13815.0,13815.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,27426.088,334028.0,334028.0,13007.7,28938.0,28938.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,51765.974,630470.0,630470.0,24551.670000000002,47496.0,47496.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,48109.163,585933.0,585933.0,22817.31,42719.0,42719.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,35443.259,431672.0,431672.0,16810.1,26655.0,26655.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,25794.021,314152.0,314152.0,12233.64,18138.0,18138.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,23990.158,292182.0,292182.0,11378.1,18649.0,18649.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10422.323,126936.0,126936.0,4943.12,12424.0,12424.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,8141.317,107484.0,107484.0,3853.81,6406.0,6406.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,7475.341,98692.0,98692.0,3538.56,7527.0,7527.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1012.286,13364.0,13364.0,479.18,194.0,194.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,264.342,3490.0,3490.0,125.13,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,16419.931,216781.0,216781.0,7772.61,15775.0,15775.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,31647.249,417818.0,417818.0,14980.68,34702.0,34702.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,25839.926,341147.0,341147.0,12231.7,25841.0,25841.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,5936.421,78375.0,78375.0,2810.09,3421.0,3421.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,8807.296,116277.0,116277.0,4169.06,2884.0,2884.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7811.403,103129.0,103129.0,3697.64,3359.0,3359.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6676.168,88141.0,88141.0,3160.26,2842.0,2842.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,33818.81,425316.0,425316.0,15963.29,12380.0,12380.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,30485.632,383397.0,383397.0,14389.95,7941.0,7941.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,25695.473,323155.0,323155.0,12128.88,10008.0,10008.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9315.226,117151.0,117151.0,4397.01,7040.0,7040.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,18451.668,232054.0,232054.0,8709.63,12246.0,12246.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,34174.322,429787.0,429787.0,16131.1,20093.0,20093.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,39009.691,490598.0,490598.0,18413.51,40065.0,40065.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,37875.342,476332.0,476332.0,17878.07,37267.0,37267.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,32534.448,409164.0,409164.0,15357.04,27070.0,27070.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,39264.508,493803.0,493803.0,18533.79,25322.0,25322.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,36463.57,458578.0,458578.0,17211.68,26555.0,26555.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,12514.83,157390.0,157390.0,5907.3,7058.0,7058.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4850.0,61912.0,61912.0,1940.0,186.0,186.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,8536.0,108543.0,108543.0,3492.0,1029.0,1029.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,9118.0,115175.0,115175.0,3977.0,3278.0,3278.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13386.0,169238.0,169238.0,5723.0,3039.0,3039.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16296.0,34261.0,34261.0,7275.0,3587.0,3587.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,25705.0,319541.0,319541.0,12416.0,19652.0,19652.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,38315.0,467609.0,467609.0,19982.0,45709.0,45709.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,28421.0,350042.0,350042.0,14065.0,26924.0,26924.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,40158.0,489877.0,489877.0,16781.0,10607.0,10607.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,17751.0,217264.0,217264.0,7954.0,8314.0,8314.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4753.0,57756.0,57756.0,2037.0,2208.0,2208.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11058.0,135108.0,135108.0,4656.0,4392.0,4392.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7663.0,92360.0,92360.0,3201.0,1307.0,1307.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13580.0,157126.0,157126.0,6790.0,5321.0,5321.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,37248.0,442602.0,442602.0,16684.0,17688.0,17688.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9603.0,117284.0,117284.0,4074.0,1377.0,1377.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,21340.0,259032.0,259032.0,10961.0,24096.0,24096.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,38606.0,467024.0,467024.0,19206.0,36180.0,36180.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,36763.0,440492.0,440492.0,18042.0,33065.0,33065.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,37054.0,445934.0,445934.0,19303.0,38014.0,38014.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,41516.0,483305.0,483305.0,20079.0,28844.0,28844.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,31428.0,375669.0,375669.0,14744.0,14372.0,14372.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,12125.0,145022.0,145022.0,4947.0,2211.0,2211.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,16143.0,16143.0,582.0,553.0,553.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,388.0,5309.0,5309.0,97.0,243.0,243.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13095.0,156704.0,156704.0,5723.0,4511.0,4511.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,22310.0,273531.0,273531.0,10573.0,14333.0,14333.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,14550.0,178875.0,178875.0,7178.0,11047.0,11047.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,11543.0,139047.0,139047.0,6014.0,12136.0,12136.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,40546.0,503738.0,503738.0,21243.0,45087.0,45087.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,29488.0,368763.0,368763.0,15326.0,30558.0,30558.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,16684.0,208106.0,208106.0,9021.0,22171.0,22171.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3686.0,45920.0,45920.0,1843.0,3221.0,3221.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,8148.0,97420.0,97420.0,4462.0,11832.0,11832.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2716.0,33836.0,33836.0,1455.0,3904.0,3904.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4268.0,53065.0,53065.0,2231.0,5924.0,5924.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,35114.0,398165.0,398165.0,18527.0,44484.0,44484.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,29973.0,381498.0,381498.0,16393.0,38692.0,38692.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,28033.0,349769.0,349769.0,14647.0,35909.0,35909.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,35308.0,442761.0,442761.0,19303.0,51715.0,51715.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,22019.0,273874.0,273874.0,11543.0,33361.0,33361.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13095.0,163861.0,163861.0,6499.0,14390.0,14390.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,16199.0,203110.0,203110.0,8439.0,21048.0,21048.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,388.0,5054.0,5054.0,194.0,520.0,520.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,504.4,5646.0,5646.0,97.0,84.0,84.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,15302.0,15302.0,485.0,630.0,630.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,155.2,1858.0,1858.0,0.0,109.0,109.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3201.0,39711.0,39711.0,1552.0,3328.0,3328.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,4141.9,51179.0,51179.0,1649.0,2944.0,2944.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7372.0,94024.0,94024.0,3977.0,11406.0,11406.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6402.0,80075.0,80075.0,3201.0,8756.0,8756.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3298.0,42412.0,42412.0,1455.0,1983.0,1983.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1459.85,17070.0,17070.0,582.0,487.0,487.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,679.0,7606.0,7606.0,291.0,948.0,948.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,17753.0,17753.0,485.0,36.0,36.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,15751.0,15751.0,582.0,1803.0,1803.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,14356.0,178135.0,178135.0,6887.0,18390.0,18390.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8342.0,104867.0,104867.0,3977.0,11077.0,11077.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3007.0,37055.0,37055.0,1358.0,2686.0,2686.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4365.0,54546.0,54546.0,2134.0,5342.0,5342.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,388.0,5630.0,5630.0,194.0,571.0,571.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,30306.0,30306.0,756.0,7609.0,7609.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,856.0,6464.0,6464.0,276.0,3611.0,3611.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,491.0,6755.0,6755.0,200.0,5715.0,5715.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,400.0,6786.0,6786.0,56.0,3.0,3.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,42015.0,42015.0,1150.0,5.0,5.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,15900.0,216859.0,216859.0,6996.0,2628.0,2628.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,12100.0,164774.0,164774.0,5251.0,1383.0,1383.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,64721.0,64721.0,1993.0,4319.0,4319.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,26634.0,26634.0,816.0,1581.0,1581.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,370.0,4836.0,4836.0,104.0,3274.0,3274.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454.0,5454.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4824.0,58590.0,58590.0,1969.0,3030.0,3030.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,477.0,6188.0,6188.0,190.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8494.0,108774.0,108774.0,3861.0,6604.0,6604.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,24948.0,310777.0,310777.0,11694.0,24602.0,24602.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17862.0,222669.0,222669.0,8199.0,17061.0,17061.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7588.0,94707.0,94707.0,3113.0,4572.0,4572.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,9208.0,113830.0,113830.0,4212.0,8276.0,8276.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,25137.0,25137.0,900.0,1238.0,1238.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1821.0,27494.0,27494.0,689.0,814.0,814.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,440.0,6126.0,6126.0,264.0,510.0,510.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,27047.0,27047.0,631.0,1698.0,1698.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9910.0,122231.0,122231.0,4596.0,11534.0,11534.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10740.0,134168.0,134168.0,4784.0,9424.0,9424.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,14126.0,176518.0,176518.0,6483.0,14259.0,14259.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3398.0,42960.0,42960.0,1399.0,1832.0,1832.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,9976.0,121198.0,121198.0,4694.0,11984.0,11984.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2176.0,27698.0,27698.0,932.0,850.0,850.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,26769.0,26769.0,949.0,1779.0,1779.0
