measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2014-11-01,-422.0,0.0,0.0
2014-12-01,2937.0,43825.0,43825.0
2015-01-01,-424.0,0.0,0.0
2015-02-01,23.0,8230.0,8230.0
2015-03-01,5054.0,68037.0,68037.0
2015-04-01,87083.0,993185.0,993185.0
2015-05-01,6181.0,95359.0,95359.0
2015-06-01,13804.0,185873.0,185873.0
2015-07-01,20154.0,248522.0,248522.0
2015-08-01,15195.0,186816.0,186816.0
2015-09-01,14943.0,199806.0,199806.0
2015-10-01,6733.0,88901.0,88901.0
2015-11-01,6794.0,100522.0,100522.0
2015-12-01,5520.0,88298.0,88298.0
2016-01-01,3425.0,55665.0,55665.0
2016-02-01,-353.0,259.0,259.0
2016-03-01,1198.0,26744.0,26744.0
2016-04-01,4021.0,64702.0,64702.0
2016-05-01,25605.0,307910.0,307910.0
2016-06-01,47093.0,651177.0,651177.0
2016-07-01,15905.0,213661.0,213661.0
2016-08-01,15304.0,231480.0,231480.0
2016-09-01,-367.0,0.0,0.0
2016-10-01,-355.0,0.0,0.0
2016-11-01,-371.0,0.0,0.0
2016-12-01,-396.0,0.0,0.0
2017-01-01,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0
