measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2005-03-01,10099.788,100987.78,100987.78
2005-04-01,10105.28,101042.69,101042.69
2005-05-01,10730.799,107297.26,107297.26
2005-06-01,10596.616,105955.56,105955.56
2005-07-01,10838.618,108375.34,108375.34
2005-08-01,10705.677,107046.06,107046.06
2005-09-01,10476.151,104751.03,104751.03
2005-10-01,10730.182,107291.09,107291.09
2005-11-01,10415.252,104142.1,104142.1
2005-12-01,10706.592,107055.21,107055.21
2006-01-01,10025.627,99444.19,99444.19
2006-02-01,9087.095000000001,90134.9,90134.9
2006-03-01,10271.526,101883.27,101883.27
2006-04-01,9189.876,91154.38,91154.38
2006-05-01,8939.114,88667.07,88667.07
2006-06-01,9702.857,96242.64,96242.64
2006-07-01,10193.74,101111.71,101111.71
2006-08-01,10408.834,103245.22,103245.22
2006-09-01,9850.645,97708.55,97708.55
2006-10-01,10266.478,101833.2,101833.2
2006-11-01,9943.532000000001,98629.89,98629.89
2006-12-01,10374.676,102906.41,102906.41
2007-01-01,10030.346,99139.94,99139.94
2007-02-01,8746.152,86446.97,86446.97
2007-03-01,9328.746000000001,92205.33,92205.33
2007-04-01,9072.86,89676.15,89676.15
2007-05-01,9147.353000000001,90412.44,90412.44
2007-06-01,9779.036,96655.99,96655.99
2007-07-01,9830.041000000001,97160.13,97160.13
2007-08-01,9802.242,96885.36,96885.36
2007-09-01,9608.719000000001,94972.58,94972.58
2007-10-01,9929.56,98143.77,98143.77
2007-11-01,9512.8,94024.52,94024.52
2007-12-01,9809.144,96953.58,96953.58
2008-01-01,10107.624,99600.53,99600.53
2008-02-01,9142.751,90092.67,90092.67
2008-03-01,9614.112000000001,94737.46,94737.46
2008-04-01,9271.275,91359.14,91359.14
2008-05-01,9605.339,94651.01,94651.01
2008-06-01,9752.515000000001,96101.28,96101.28
2008-07-01,9939.096000000001,97939.85,97939.85
2008-08-01,9819.775,96764.06,96764.06
2008-09-01,9537.489,93982.42,93982.42
2008-10-01,9864.156,97201.39,97201.39
2008-11-01,9421.375,92838.23,92838.23
2008-12-01,9588.493,94485.01,94485.01
2009-01-01,9244.579,90227.09,90227.09
2009-02-01,8374.201000000001,81732.2,81732.2
2009-03-01,9311.04,90875.75,90875.75
2009-04-01,8872.811,86598.64,86598.64
2009-05-01,9052.153,88349.01,88349.01
2009-06-01,8763.21,85528.93,85528.93
2009-07-01,9237.199,90155.06,90155.06
2009-08-01,9152.829,89331.61,89331.61
2009-09-01,8904.262,86905.6,86905.6
2009-10-01,9148.378,89288.17,89288.17
2009-11-01,8963.449,87483.26,87483.26
2009-12-01,9583.889000000001,93538.76,93538.76
2010-01-01,9040.776,88202.0,88202.0
2010-02-01,8121.371,79232.0,79232.0
2010-03-01,8852.701000000001,86367.0,86367.0
2010-04-01,8378.196,81738.0,81738.0
2010-05-01,8798.377,85837.0,85837.0
2010-06-01,8523.581,83156.0,83156.0
2010-07-01,8766.422,85525.0,85525.0
2010-08-01,8823.705,86084.0,86084.0
2010-09-01,8559.049,83502.0,83502.0
2010-10-01,8199.023000000001,79990.0,79990.0
2010-11-01,8580.29,83709.0,83709.0
2010-12-01,8971.509,87526.0,87526.0
2011-01-01,8954.464,87002.0,87002.0
2011-02-01,8124.427,78937.0,78937.0
2011-03-01,8953.202,86989.0,86989.0
2011-04-01,8201.735,79688.0,79688.0
2011-05-01,8800.598,85507.0,85507.0
2011-06-01,8127.758,78969.0,78969.0
2011-07-01,8645.532,84000.0,84000.0
2011-08-01,8649.456,84038.0,84038.0
2011-09-01,8276.536,80415.0,80415.0
2011-10-01,8690.006,84432.0,84432.0
2011-11-01,8499.578,82582.0,82582.0
2011-12-01,8840.708,85896.0,85896.0
2012-01-01,8054.822,76650.0,76650.0
2012-02-01,7572.341,72058.0,72058.0
2012-03-01,8233.199,78347.0,78347.0
2012-04-01,8075.1,76843.0,76843.0
2012-05-01,8316.345,79138.0,79138.0
2012-06-01,8019.742,76316.0,76316.0
2012-07-01,8373.207,79679.0,79679.0
2012-08-01,8283.121,78822.0,78822.0
2012-09-01,8177.13,77814.0,77814.0
2012-10-01,8328.57,79255.0,79255.0
2012-11-01,8305.876,79039.0,79039.0
2012-12-01,8598.547,81824.0,81824.0
2013-01-01,8239.488,78613.0,78613.0
2013-02-01,7321.77,69857.0,69857.0
2013-03-01,8312.064,79305.0,79305.0
2013-04-01,7593.809,72453.0,72453.0
2013-05-01,7995.037,76281.0,76281.0
2013-06-01,7751.876,73961.0,73961.0
2013-07-01,8266.52,78871.0,78871.0
2013-08-01,8209.668,78328.0,78328.0
2013-09-01,7940.27,75758.0,75758.0
2013-10-01,8160.222,77857.0,77857.0
2013-11-01,7135.501,68080.0,68080.0
2013-12-01,7860.775,75000.0,75000.0
2014-01-01,7348.272,69882.0,69882.0
2014-02-01,6632.052,63071.0,63071.0
2014-03-01,7369.688,70086.0,70086.0
2014-04-01,7353.105,69928.0,69928.0
2014-05-01,7528.967,71600.0,71600.0
2014-06-01,7419.584,70560.0,70560.0
2014-07-01,7736.569,73575.0,73575.0
2014-08-01,7712.264,73344.0,73344.0
2014-09-01,7468.319,71024.0,71024.0
2014-10-01,7674.022,72980.0,72980.0
2014-11-01,7561.301,71908.0,71908.0
2014-12-01,7561.857,71913.0,71913.0
2015-01-01,2221.106,20698.0,20698.0
2015-02-01,2024.038,18862.0,18862.0
2015-03-01,2216.95,20660.0,20660.0
2015-04-01,1995.242,18594.0,18594.0
2015-05-01,2233.962,20818.0,20818.0
2015-06-01,2167.92,20203.0,20203.0
2015-07-01,2233.35,20813.0,20813.0
2015-08-01,2221.432,20702.0,20702.0
