measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-09-01,39299.0,487390.5,487390.5,17.0,220.4,220.4
2005-10-01,38358.0,478631.6,478631.6,11.0,147.5,147.5
2005-11-01,35487.0,435992.2,435992.2,9.0,118.0,118.0
2005-12-01,21197.0,261331.2,261331.2,12.0,165.2,165.2
2006-01-01,7006.0,90558.0,90558.0,13.0,177.0,177.0
2006-02-01,16746.0,207230.0,207230.0,15.0,195.0,195.0
2006-03-01,11166.0,140389.0,140389.0,7.0,94.0,94.0
2006-04-01,23720.0,295024.0,295024.0,10.0,130.0,130.0
2006-05-01,19147.0,243345.0,243345.0,14.0,189.0,189.0
2006-06-01,27331.0,343721.0,343721.0,13.0,177.0,177.0
2006-07-01,30824.0,390549.0,390549.0,11.0,153.0,153.0
2006-08-01,38337.0,486740.0,486740.0,23.0,325.0,325.0
2006-09-01,14185.0,185739.0,185739.0,14.0,201.0,201.0
2006-10-01,17559.0,227598.0,227598.0,5.0,65.0,65.0
2006-11-01,28922.0,353855.0,353855.0,13.0,177.0,177.0
2006-12-01,20499.0,244906.0,244906.0,12.0,153.0,153.0
2007-01-01,24605.505,302505.0,302505.0,33.495,412.0,412.0
2007-02-01,37863.96,456017.0,456017.0,12.04,145.0,145.0
2007-03-01,34257.537,419711.0,419711.0,18.463,226.0,226.0
2007-04-01,37843.112,466265.0,466265.0,17.888,220.0,220.0
2007-05-01,36312.385,450766.0,450766.0,12.615,157.0,157.0
2007-06-01,37332.789000000004,466528.0,466528.0,10.211,128.0,128.0
2007-07-01,37827.684,475096.0,475096.0,14.316,180.0,180.0
2007-08-01,44791.865,556634.0,556634.0,12.135,151.0,151.0
2007-09-01,33463.021,421244.0,421244.0,11.979000000000001,151.0,151.0
2007-10-01,34673.369,435096.0,435096.0,10.631,133.0,133.0
2007-11-01,33064.954,400143.0,400143.0,22.046,267.0,267.0
2007-12-01,19099.899,233926.0,233926.0,16.101,197.0,197.0
2008-01-01,42702.33,511580.0,511580.0,29.67,355.0,355.0
2008-02-01,34362.873999999996,417012.0,417012.0,8.126000000000001,99.0,99.0
2008-03-01,36719.202,449390.0,449390.0,12.798,157.0,157.0
2008-04-01,35189.216,431583.0,431583.0,3.7840000000000003,46.0,46.0
2008-05-01,23307.118,294868.0,294868.0,17.882,226.0,226.0
2008-06-01,37133.307,466712.0,466712.0,9.693,122.0,122.0
2008-07-01,36187.547,455460.0,455460.0,6.453,81.0,81.0
2008-08-01,19385.606,241077.0,241077.0,15.394,191.0,191.0
2008-09-01,30991.99,384695.0,384695.0,7.01,87.0,87.0
2008-10-01,-198.0,0.0,0.0,-198.0,0.0,0.0
2008-11-01,-338.07800000000003,357.0,357.0,-65.922,70.0,70.0
2008-12-01,-459.0,190.0,190.0,0.0,0.0,0.0
2009-01-01,-245.0,0.0,0.0,-245.0,0.0,0.0
2009-02-01,-214.0,0.0,0.0,-214.0,0.0,0.0
2009-03-01,-218.0,0.0,0.0,-218.0,0.0,0.0
2009-04-01,3630.677,51394.0,51394.0,5.323,75.0,75.0
2009-05-01,2500.8070000000002,36966.0,36966.0,1.193,18.0,18.0
2009-06-01,-225.5,0.0,0.0,-225.5,0.0,0.0
2009-07-01,-232.0,0.0,0.0,-232.0,0.0,0.0
2009-08-01,-226.0,0.0,0.0,-226.0,0.0,0.0
2009-09-01,-206.5,0.0,0.0,-206.5,0.0,0.0
2009-10-01,-214.0,0.0,0.0,-214.0,0.0,0.0
2009-11-01,-192.0,0.0,0.0,-192.0,0.0,0.0
2009-12-01,-223.5,0.0,0.0,-223.5,0.0,0.0
2010-01-01,16465.464,205186.0,205186.0,24.536,306.0,306.0
2010-02-01,1026.738,17523.0,17523.0,8.262,141.0,141.0
2010-03-01,15867.363000000001,195457.0,195457.0,7.6370000000000005,94.0,94.0
2010-04-01,280.72,9562.0,9562.0,3.2800000000000002,112.0,112.0
2010-05-01,-442.0,229.0,229.0,0.0,0.0,0.0
2010-06-01,8624.988000000001,114062.0,114062.0,11.012,146.0,146.0
2010-07-01,24221.952,307727.0,307727.0,16.048000000000002,204.0,204.0
2010-08-01,20265.304,260762.0,260762.0,7.696000000000001,99.0,99.0
2010-09-01,-458.0,205.0,205.0,0.0,0.0,0.0
2010-10-01,-450.0,205.0,205.0,0.0,0.0,0.0
2010-11-01,-436.54,0.0,0.0,-0.46,0.0,0.0
2010-12-01,5299.689,70959.0,70959.0,11.311,151.0,151.0
2011-01-01,7229.62,88128.0,88128.0,13.38,163.0,163.0
2011-02-01,-421.551,0.0,0.0,-0.449,0.0,0.0
2011-03-01,-414.559,0.0,0.0,-0.441,0.0,0.0
2011-04-01,-475.0,318.0,318.0,0.0,0.0,0.0
2011-05-01,-416.054,1354.0,1354.0,-37.946,124.0,124.0
2011-06-01,13088.936,175059.0,175059.0,25.064,335.0,335.0
2011-07-01,28624.007,374237.0,374237.0,17.993,235.0,235.0
2011-08-01,26032.87,337067.0,337067.0,12.13,157.0,157.0
2011-09-01,3472.711,49140.0,49140.0,3.289,47.0,47.0
2011-10-01,-438.533,0.0,0.0,-0.467,0.0,0.0
2011-11-01,454.288,9374.0,9374.0,10.712,221.0,221.0
2011-12-01,-431.54,0.0,0.0,-0.46,0.0,0.0
2012-01-01,-440.478,0.0,0.0,-0.522,0.0,0.0
2012-02-01,-396.53,0.0,0.0,-0.47,0.0,0.0
2012-03-01,-395.531,0.0,0.0,-0.469,0.0,0.0
2012-04-01,-320.62,0.0,0.0,-0.38,0.0,0.0
2012-05-01,-452.463,0.0,0.0,-0.537,0.0,0.0
2012-06-01,-376.766,253.0,253.0,-43.234,29.0,29.0
2012-07-01,5968.079,85615.0,85615.0,8.921,128.0,128.0
2012-08-01,-408.516,293.0,293.0,-40.484,29.0,29.0
2012-09-01,-410.513,0.0,0.0,-0.487,0.0,0.0
2012-10-01,-384.544,0.0,0.0,-0.456,0.0,0.0
2012-11-01,-395.531,0.0,0.0,-0.469,0.0,0.0
2012-12-01,-406.518,0.0,0.0,-0.482,0.0,0.0
2013-01-01,-420.372,0.0,0.0,-0.628,0.0,0.0
2013-02-01,-370.446,0.0,0.0,-0.554,0.0,0.0
2013-03-01,7916.251,103828.0,103828.0,16.749,220.0,220.0
2013-04-01,-366.452,0.0,0.0,-0.548,0.0,0.0
2013-05-01,-388.419,0.0,0.0,-0.581,0.0,0.0
2013-06-01,5580.603,78702.0,78702.0,16.397,231.0,231.0
2013-07-01,-411.385,0.0,0.0,-0.615,0.0,0.0
2013-08-01,-399.403,0.0,0.0,-0.597,0.0,0.0
2013-09-01,-381.43,0.0,0.0,-0.57,0.0,0.0
2013-10-01,-377.436,0.0,0.0,-0.564,0.0,0.0
2013-11-01,-358.464,0.0,0.0,-0.536,0.0,0.0
2013-12-01,-362.458,0.0,0.0,-0.542,0.0,0.0
2014-01-01,12699.757,162891.0,162891.0,48.243,619.0,619.0
2014-02-01,-410.987,0.0,0.0,-1.013,0.0,0.0
2014-03-01,-510.741,0.0,0.0,-1.259,0.0,0.0
2014-04-01,-374.078,0.0,0.0,-0.922,0.0,0.0
2014-05-01,-384.053,0.0,0.0,-0.947,0.0,0.0
2014-06-01,-434.928,0.0,0.0,-1.072,0.0,0.0
2014-07-01,6494.572,87640.0,87640.0,21.428,289.0,289.0
2014-08-01,16433.106,214961.0,214961.0,19.894,260.0,260.0
2014-09-01,-435.925,0.0,0.0,-1.075,0.0,0.0
2014-10-01,-516.726,0.0,0.0,-1.274,0.0,0.0
2014-11-01,-507.748,0.0,0.0,-1.252,0.0,0.0
2014-12-01,-494.78,0.0,0.0,-1.22,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,18581.769,260558.0,260558.0,18.231,256.0,256.0
2015-03-01,8299.684,116332.0,116332.0,3.316,46.0,46.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0
