measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,389.48600000000005,6209.0,6209.0,3733.7630000000004,42782.0,42782.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,415.855,6629.0,6629.0,3639.2070000000003,41699.0,41699.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,433.468,6910.0,6910.0,3979.3830000000003,45597.0,45597.0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,409.755,6532.0,6532.0,5121.17,58680.0,58680.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,475.955,7587.0,7587.0,6419.8460000000005,73560.0,73560.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,453.783,7234.0,7234.0,8441.801000000001,96728.0,96728.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,438.978,6998.0,6998.0,8038.528,92107.0,92107.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,445.454,7101.0,7101.0,5674.073,65015.0,65015.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,458.773,7313.0,7313.0,5213.055,59732.0,59732.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,387.002,6169.0,6169.0,2787.4860000000003,31940.0,31940.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,460.10900000000004,7335.0,7335.0,3135.762,35930.0,35930.0
2005-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,7310.723,85367.28,85367.28
2005-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6068.947,70867.06,70867.06
2005-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,7515.895,87763.06,87763.06
2005-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,7405.479,86473.74,86473.74
2005-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,8729.863000000001,101938.56,101938.56
2005-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11017.327,128649.27,128649.27
2005-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,13808.005000000001,161236.0,161236.0
2005-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,14303.597,167023.02,167023.02
2005-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,10884.143,127094.08,127094.08
2005-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,8695.102,101532.66,101532.66
2005-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,7418.361000000001,86624.16,86624.16
2005-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,7239.558,84536.28,84536.28
2006-01-01,,,,0.0,0.0,0.0,437.791,6916.0,6916.0,5525.908,64731.0,64731.0
2006-02-01,,,,0.0,0.0,0.0,519.399,8205.0,8205.0,6555.986,76797.0,76797.0
2006-03-01,,,,0.0,0.0,0.0,592.422,9359.0,9359.0,7477.702,87594.0,87594.0
2006-04-01,,,,0.0,0.0,0.0,662.6370000000001,10468.0,10468.0,8363.974,97976.0,97976.0
2006-05-01,,,,0.0,0.0,0.0,767.499,12125.0,12125.0,9687.571,113481.0,113481.0
2006-06-01,,,,0.0,0.0,0.0,978.0020000000001,15450.0,15450.0,12344.6,144606.0,144606.0
2006-07-01,,,,0.0,0.0,0.0,1229.5620000000001,19424.0,19424.0,15519.855,181801.0,181801.0
2006-08-01,,,,0.0,0.0,0.0,1245.069,19669.0,19669.0,15715.58,184094.0,184094.0
2006-09-01,,,,0.0,0.0,0.0,847.148,13383.0,13383.0,10692.916,125258.0,125258.0
2006-10-01,,,,0.0,0.0,0.0,767.017,12117.0,12117.0,9681.491,113410.0,113410.0
2006-11-01,,,,0.0,0.0,0.0,569.63,8999.0,8999.0,7190.012000000001,84224.0,84224.0
2006-12-01,,,,0.0,0.0,0.0,593.8240000000001,9381.0,9381.0,7495.404,87802.0,87802.0
2007-01-01,,,,,,,719.17,11102.0,11102.0,2439.0,30569.0,30569.0
2007-02-01,0.0,0.0,0.0,,,,611.0640000000001,9433.0,9433.0,0.0,0.0,0.0
2007-03-01,,,,,,,711.056,10977.0,10977.0,0.0,0.0,0.0
2007-04-01,,,,,,,669.7030000000001,10338.0,10338.0,399.0,4536.0,4536.0
2007-05-01,,,,,,,729.92,11268.0,11268.0,161.0,2156.0,2156.0
2007-06-01,,,,,,,854.633,13193.0,13193.0,16350.0,187730.0,187730.0
2007-07-01,,,,,,,922.721,14244.0,14244.0,10175.0,118595.0,118595.0
2007-08-01,,,,,,,1099.986,16980.0,16980.0,31868.0,374075.0,374075.0
2007-09-01,,,,,,,899.2330000000001,13881.0,13881.0,26647.0,313201.0,313201.0
2007-10-01,,,,,,,755.957,11670.0,11670.0,23035.0,280550.0,280550.0
2007-11-01,,,,,,,597.826,9229.0,9229.0,4667.0,56688.0,56688.0
2007-12-01,,,,,,,619.731,9567.0,9567.0,704.0,9105.0,9105.0
2008-01-01,0.0,0.0,0.0,,,,742.075,11570.0,11570.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,627.08,9777.0,9777.0,0.0,468.0,468.0
2008-03-01,0.0,0.0,0.0,,,,719.5250000000001,11218.0,11218.0,0.0,39.0,39.0
2008-04-01,,,,0.0,0.0,0.0,699.664,10909.0,10909.0,10284.0,121622.0,121622.0
2008-05-01,,,,0.0,0.0,0.0,850.9530000000001,13267.0,13267.0,18936.0,226974.0,226974.0
2008-06-01,,,,0.0,0.0,0.0,1033.64,16115.0,16115.0,32938.0,382972.0,382972.0
2008-07-01,,,,0.0,0.0,0.0,1121.537,17485.0,17485.0,28415.0,341167.0,341167.0
2008-08-01,,,,0.0,0.0,0.0,1104.733,17224.0,17224.0,18354.0,252916.0,252916.0
2008-09-01,,,,0.0,0.0,0.0,744.6020000000001,11609.0,11609.0,3222.0,36466.0,36466.0
2008-10-01,0.0,0.0,0.0,,,,712.895,11115.0,11115.0,420.0,5316.0,5316.0
2008-11-01,,,,0.0,0.0,0.0,547.97,8543.0,8543.0,1322.0,16252.0,16252.0
2008-12-01,0.0,0.0,0.0,,,,607.326,9469.0,9469.0,0.0,596.0,596.0
2009-01-01,,,,,,,389.606,4115.0,4115.0,7347.0,86433.0,86433.0
2009-02-01,,,,,,,332.459,3512.0,3512.0,1116.0,12812.0,12812.0
2009-03-01,,,,,,,427.8,4518.0,4518.0,189.0,2598.0,2598.0
2009-04-01,,,,,,,373.13100000000003,3941.0,3941.0,4085.0,45441.0,45441.0
2009-05-01,,,,,,,499.52700000000004,5276.0,5276.0,2983.0,35695.0,35695.0
2009-06-01,,,,,,,668.001,7055.0,7055.0,17445.0,201887.0,201887.0
2009-07-01,,,,,,,736.859,7783.0,7783.0,23738.0,273873.0,273873.0
2009-08-01,,,,,,,739.336,7808.0,7808.0,27857.0,342230.0,342230.0
2009-09-01,,,,,,,553.2330000000001,5844.0,5844.0,272.0,3446.0,3446.0
2009-10-01,,,,,,,445.297,4704.0,4704.0,0.0,0.0,0.0
2009-11-01,,,,,,,342.562,3618.0,3618.0,0.0,0.0,0.0
2009-12-01,,,,,,,448.189,4733.0,4733.0,0.0,0.0,0.0
2010-01-01,,,,,,,1783.651,27499.0,27499.0,0.0,0.0,0.0
2010-02-01,,,,,,,1671.5230000000001,25772.0,25772.0,5713.0,69370.0,69370.0
2010-03-01,,,,,,,1325.576,20438.0,20438.0,0.0,0.0,0.0
2010-04-01,,,,,,,1554.121,23962.0,23962.0,0.0,0.0,0.0
2010-05-01,,,,,,,1898.6460000000002,29274.0,29274.0,16238.0,189313.0,189313.0
2010-06-01,,,,,,,2284.6040000000003,35224.0,35224.0,32453.0,396834.0,396834.0
2010-07-01,,,,,,,2386.341,36793.0,36793.0,21413.0,258257.0,258257.0
2010-08-01,,,,,,,2828.029,43603.0,43603.0,30980.0,399457.0,399457.0
2010-09-01,,,,,,,2056.9410000000003,31715.0,31715.0,18656.0,216271.0,216271.0
2010-10-01,,,,,,,1528.963,23574.0,23574.0,19081.0,222242.0,222242.0
2010-11-01,,,,,,,1381.203,21296.0,21296.0,0.0,0.0,0.0
2010-12-01,,,,,,,1441.402,22224.0,22224.0,9208.0,105558.0,105558.0
2011-01-01,,,,,,,1975.275,31949.0,31949.0,5539.0,68197.0,68197.0
2011-02-01,,,,,,,1793.541,29009.0,29009.0,19149.0,242061.0,242061.0
2011-03-01,,,,,,,1613.513,26098.0,26098.0,11483.0,133448.0,133448.0
2011-04-01,,,,,,,2081.194,33663.0,33663.0,9165.0,109908.0,109908.0
2011-05-01,,,,,,,2216.456,35850.0,35850.0,28260.0,330345.0,330345.0
2011-06-01,,,,,,,2877.123,46536.0,46536.0,20626.0,252689.0,252689.0
2011-07-01,,,,,,,3489.286,56437.0,56437.0,32599.0,407619.0,407619.0
2011-08-01,,,,,,,3755.505,60744.0,60744.0,36330.0,457873.0,457873.0
2011-09-01,,,,,,,2642.508,42742.0,42742.0,13370.0,160030.0,160030.0
2011-10-01,,,,,,,2016.708,32620.0,32620.0,10881.0,131638.0,131638.0
2011-11-01,,,,,,,1860.727,30096.0,30096.0,7035.0,85153.0,85153.0
2011-12-01,,,,,,,2235.164,36153.0,36153.0,9517.0,113721.0,113721.0
2012-01-01,,,,,,,612.304,9912.0,9912.0,0.0,0.0,0.0
2012-02-01,,,,,,,570.724,9237.0,9237.0,0.0,0.0,0.0
2012-03-01,,,,,,,626.266,10135.0,10135.0,7639.0,97300.0,97300.0
2012-04-01,,,,,,,704.693,11405.0,11405.0,8958.0,109115.0,109115.0
2012-05-01,,,,,,,757.091,12253.0,12253.0,20729.0,254848.0,254848.0
2012-06-01,,,,,,,841.144,13614.0,13614.0,28167.0,347263.0,347263.0
2012-07-01,,,,,,,907.476,14687.0,14687.0,31737.0,399639.0,399639.0
2012-08-01,,,,,,,941.21,15233.0,15233.0,36160.0,451213.0,451213.0
2012-09-01,,,,,,,727.097,11767.0,11767.0,10260.0,128754.0,128754.0
2012-10-01,,,,,,,571.074,9243.0,9243.0,18866.0,243668.0,243668.0
2012-11-01,,,,,,,517.273,8371.0,8371.0,2327.0,30671.0,30671.0
2012-12-01,,,,,,,556.648,9009.0,9009.0,6075.0,79055.0,79055.0
2013-01-01,,,,0.0,0.0,0.0,194.307,3041.0,3041.0,6756.0,85548.0,85548.0
2013-02-01,,,,0.0,0.0,0.0,153.478,2402.0,2402.0,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0,165.218,2586.0,2586.0,17707.0,250631.0,250631.0
2013-04-01,,,,0.0,0.0,0.0,178.083,2787.0,2787.0,31314.0,444036.0,444036.0
2013-05-01,,,,0.0,0.0,0.0,191.695,3000.0,3000.0,30967.0,437048.0,437048.0
2013-06-01,,,,0.0,0.0,0.0,236.625,3703.0,3703.0,34635.0,510395.0,510395.0
2013-07-01,,,,0.0,0.0,0.0,262.408,4108.0,4108.0,36131.0,585723.0,585723.0
2013-08-01,,,,0.0,0.0,0.0,292.064,4572.0,4572.0,20165.0,301008.0,301008.0
2013-09-01,,,,0.0,0.0,0.0,247.103,3867.0,3867.0,29474.0,433562.0,433562.0
2013-10-01,,,,0.0,0.0,0.0,193.342,3027.0,3027.0,14763.0,217864.0,217864.0
2013-11-01,,,,0.0,0.0,0.0,189.008,2959.0,2959.0,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0,206.669,3235.0,3235.0,13828.0,204867.0,204867.0
2014-01-01,,,,0.0,0.0,0.0,293.274,4257.0,4257.0,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0,255.934,3716.0,3716.0,8126.0,126192.0,126192.0
2014-03-01,,,,0.0,0.0,0.0,259.739,3772.0,3772.0,13671.0,192260.0,192260.0
2014-04-01,,,,0.0,0.0,0.0,268.634,3900.0,3900.0,561.0,8658.0,8658.0
2014-05-01,,,,0.0,0.0,0.0,297.28,4316.0,4316.0,180.0,8544.0,8544.0
2014-06-01,,,,0.0,0.0,0.0,347.206,5040.0,5040.0,7527.0,114231.0,114231.0
2014-07-01,,,,0.0,0.0,0.0,403.385,5857.0,5857.0,7492.0,115025.0,115025.0
2014-08-01,,,,0.0,0.0,0.0,449.402,6525.0,6525.0,11783.0,179732.0,179732.0
2014-09-01,,,,0.0,0.0,0.0,365.35,5304.0,5304.0,2963.0,47722.0,47722.0
2014-10-01,,,,0.0,0.0,0.0,319.99,4646.0,4646.0,6210.0,86666.0,86666.0
2014-11-01,,,,0.0,0.0,0.0,277.573,4030.0,4030.0,0.0,0.0,0.0
2014-12-01,,,,0.0,0.0,0.0,303.233,4403.0,4403.0,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,36.813,564.0,564.0,599.0,8383.0,8383.0
2015-02-01,0.0,0.0,0.0,,,,33.367,510.0,510.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,,,,37.826,579.0,579.0,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,35.051,537.0,537.0,3212.0,39864.0,39864.0
2015-05-01,0.0,0.0,0.0,,,,36.448,558.0,558.0,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,42.887,656.0,656.0,6763.0,82226.0,82226.0
2015-07-01,,,,0.0,0.0,0.0,50.856,778.0,778.0,15988.0,190951.0,190951.0
2015-08-01,,,,0.0,0.0,0.0,52.251,799.0,799.0,15427.0,180232.0,180232.0
2015-09-01,,,,0.0,0.0,0.0,43.811,670.0,670.0,9785.0,116562.0,116562.0
2015-10-01,,,,0.0,0.0,0.0,38.168,584.0,584.0,899.0,11068.0,11068.0
2015-11-01,,,,0.0,0.0,0.0,33.151,507.0,507.0,7272.0,108168.0,108168.0
2015-12-01,0.0,0.0,0.0,,,,37.371,571.0,571.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,788.131,10426.0,10426.0,9414.0,107786.0,107786.0
2016-02-01,,,,0.0,0.0,0.0,688.239,9104.0,9104.0,6143.0,72687.0,72687.0
2016-03-01,0.0,0.0,0.0,,,,774.657,10247.0,10247.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,,,,739.204,9778.0,9778.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,,,,826.037,10926.0,10926.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,923.687,12219.0,12219.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,,,,1032.519,13658.0,13658.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,,,,1062.889,14060.0,14060.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,,,,897.909,11878.0,11878.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,,,,707.567,9359.0,9359.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,,,,632.791,8370.0,8370.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,,,,589.37,7796.0,7796.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,,,,160.858,3228.0,3228.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,,,,142.556,2860.0,2860.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,,,,167.964,3371.0,3371.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,,,,166.032,3332.0,3332.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,,,,189.48,3802.0,3802.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,,,,242.712,4870.0,4870.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,,,,297.746,5975.0,5975.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,,,,284.239,5704.0,5704.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,,,,209.622,4207.0,4207.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,,,,185.247,3718.0,3718.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,,,,154.062,3092.0,3092.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,,,,201.482,4043.0,4043.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,,,,698.262,11057.0,11057.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,,,,628.059,9944.0,9944.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,,,,634.979,10053.0,10053.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,,,,589.484,9333.0,9333.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,,,,797.639,12629.0,12629.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,,,,869.945,13773.0,13773.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,,,,1081.813,17128.0,17128.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,,,,1007.18,15946.0,15946.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,,,,854.474,13528.0,13528.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,,,,717.89,11366.0,11366.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,,,,619.733,9813.0,9813.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,,,,670.542,10616.0,10616.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,,,,44.944,776.0,776.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,,,,42.762,739.0,739.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,,,,41.669,721.0,721.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,,,,37.103,641.0,641.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,,,,44.419,767.0,767.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,,,,52.537,908.0,908.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,,,,63.92,1104.0,1104.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,,,,61.866,1069.0,1069.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,,,,51.051,882.0,882.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,,,,44.147,763.0,763.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,,,,34.579,598.0,598.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,,,,38.003,657.0,657.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,,,,360.104,5107.0,5107.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,,,,350.186,4966.0,4966.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,,,,272.92,3870.0,3870.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,,,,310.897,4409.0,4409.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,,,,355.854,5046.0,5046.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,,,,484.387,6868.0,6868.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,,,,533.623,7567.0,7567.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,,,,544.182,7716.0,7716.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,,,,459.843,6521.0,6521.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,,,,389.107,5518.0,5518.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,,,,320.049,4538.0,4538.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,,,,335.848,4762.0,4762.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,,,,474.933,8608.0,8608.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,,,,422.831,7662.0,7662.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,,,,336.705,6101.0,6101.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,,,,350.993,6360.0,6360.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,,,,518.511,9396.0,9396.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,,,,631.174,11437.0,11437.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,,,,743.77,13477.0,13477.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,,,,747.642,13547.0,13547.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,,,,630.217,11420.0,11420.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,,,,487.074,8826.0,8826.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,,,,456.523,8272.0,8272.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,,,,506.627,9181.0,9181.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,,,,249.599,4633.0,4633.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,,,,235.414,4369.0,4369.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,,,,232.336,4312.0,4312.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,,,,224.384,4164.0,4164.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,,,,320.352,5945.0,5945.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,,,,370.064,6869.0,6869.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,,,,405.848,7532.0,7532.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,,,,446.703,8290.0,8290.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,,,,376.319,6985.0,6985.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,,,,277.778,5155.0,5155.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,,,,257.542,4779.0,4779.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,,,,273.661,5079.0,5079.0,0.0,0.0,0.0
