measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2017-01-01,49.481,413.0,2017.0,12139.519,101230.0,494838.0
2017-02-01,103.656,758.0,4075.0,9169.344,67053.0,360504.0
2017-03-01,15.457,112.0,595.0,10930.543,79517.0,420669.0
2017-04-01,13.454,98.0,526.0,10420.546,75543.0,407574.0
2017-05-01,9.633,72.0,395.0,3264.367,24248.0,133830.0
2017-06-01,88.266,642.0,3782.0,7806.734,56809.0,334539.0
2017-07-01,58.371,494.0,3743.0,428.629,3624.0,27486.0
2017-08-01,368.283,2605.0,13765.0,9236.717,65335.0,345240.0
2017-09-01,335.936,2338.0,11277.0,7805.064,54325.0,261999.0
2017-10-01,300.094,2103.0,10490.0,7439.906,52142.0,260064.0
2017-11-01,48.31,326.0,1431.0,14158.69,95651.0,419445.0
2017-12-01,109.568,774.0,3537.0,13674.432,96592.0,441432.0
2018-01-01,131.014,915.0,2802.0,13596.986,94997.0,290772.0
2018-02-01,15.89,112.0,359.0,12293.11,86723.0,277389.0
2018-03-01,242.32,1662.0,5950.0,12399.68,85038.0,304461.0
2018-04-01,142.325,1001.0,3108.0,12474.675,87711.0,272394.0
2018-05-01,41.896,298.0,1059.0,3699.104,26281.0,93546.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,49.259,343.0,2206.0,9186.741,64014.0,411390.0
2018-08-01,34.594,237.0,880.0,15033.406,102806.0,382293.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,202.219,1374.0,6145.0,12580.781,85479.0,382293.0
2018-11-01,19.677,132.0,535.0,19010.323,127624.0,517158.0
2018-12-01,182.006,1235.0,5654.0,15664.994,106331.0,486630.0
2019-01-01,53.332,431.0,1960.0,13559.668,109653.0,498438.0
2019-02-01,82.453,699.0,3528.0,10138.547,85948.0,433800.0
2019-03-01,8.283,68.0,331.0,12407.717,102303.0,496242.0
2019-04-01,126.985,1127.0,6682.0,9279.015,82367.0,488277.0
2019-05-01,50.996,531.0,3234.0,2311.004,24048.0,146556.0
2019-06-01,222.188,2252.0,10690.0,4777.812,48428.0,229869.0
2019-07-01,491.59,3999.0,15511.0,11906.41,96855.0,375669.0
2019-08-01,78.953,739.0,3086.0,6324.047,59229.0,247149.0
2019-09-01,12.338,143.0,792.0,2015.662,23312.0,129366.0
2019-10-01,3.27,36.0,209.0,4348.73,48120.0,278073.0
2019-11-01,236.842,2017.0,9488.0,10736.158,91419.0,430092.0
2019-12-01,9.227,81.0,428.0,10051.773,88748.0,466506.0
2020-01-01,95.74,881.0,4981.0,8470.26,77960.0,440703.0
2020-02-01,10.964,100.0,571.0,8429.036,77152.0,438696.0
2020-03-01,26.225,241.0,1324.0,8779.775,80823.0,443286.0
2020-04-01,357.706,3671.0,19890.0,5780.294,59322.0,321408.0
2020-05-01,816.686,8422.0,57352.0,1924.314,19845.0,135135.0
2020-06-01,115.936,889.0,4557.0,4639.064,35555.0,182349.0
2020-07-01,418.689,3964.0,19728.0,4469.311,42310.0,210591.0
2020-08-01,370.437,4115.0,21933.0,3159.563,35094.0,187074.0
2020-09-01,0.0,0.0,0.0,-1379.0,0.0,193464.0
2020-10-01,43.624,507.0,5569.0,3079.376,35761.0,393120.0
2020-11-01,0.0,0.0,0.0,8832.0,78741.0,399051.0
2020-12-01,2725.359,23643.0,80163.0,7159.641,62110.0,210591.0
2021-01-01,108.308,825.0,5568.0,8131.692,61973.0,418050.0
2021-02-01,732.85,5012.0,23286.0,12696.15,86835.0,403407.0
2021-03-01,235.291,1694.0,10058.0,9234.709,66504.0,394740.0
2021-04-01,47.682,340.0,1917.0,9432.318,67230.0,379215.0
2021-05-01,174.083,1483.0,8565.0,5030.917,42855.0,247518.0
2021-06-01,355.862,2471.0,10694.0,10941.138,75958.0,328788.0
2021-07-01,32.146,225.0,1238.0,12027.854,84269.0,463311.0
2021-08-01,113.678,805.0,3542.0,12054.322,85401.0,375597.0
2021-09-01,-87.144,0.0,0.0,-1134.856,0.0,0.0
2021-10-01,142.457,1165.0,5937.0,5170.543,42302.0,215478.0
2021-11-01,433.713,3013.0,15069.0,13500.287,93782.0,469062.0
2021-12-01,447.215,3074.0,14533.0,13306.785,91462.0,432423.0
2022-01-01,553.397,3869.0,18111.0,11414.603,79807.0,373572.0
2022-02-01,166.238,1139.0,5616.0,12144.762,83214.0,410256.0
2022-03-01,692.092,4730.0,23119.0,14013.908,95777.0,468126.0
2022-04-01,785.48,5374.0,27216.0,12482.52,85397.0,432513.0
2022-05-01,413.274,3383.0,22256.0,5007.726,40991.0,269685.0
2022-06-01,2060.763,13903.0,58175.0,13028.237,87898.0,367785.0
2022-07-01,2637.442,17384.0,66247.0,16562.558,109166.0,416016.0
2022-08-01,644.816,4255.0,15061.0,19890.184,131243.0,464580.0
2022-09-01,177.921,1178.0,4524.0,19034.079,126054.0,483957.0
2022-10-01,142.638,1136.0,5834.0,5962.362,47485.0,243855.0
2022-11-01,336.151,2249.0,11670.0,15567.849,104147.0,540441.0
2022-12-01,291.111,1930.0,10264.0,19112.889,126708.0,673857.0
2023-01-01,27.991,187.0,837.0,17380.009,115898.0,519885.0
2023-02-01,14.506,101.0,568.0,10694.494,74545.0,418473.0
2023-03-01,44.632,315.0,1958.0,10604.368,74954.0,465309.0
2023-04-01,67.787,492.0,3027.0,9246.213,67107.0,412884.0
2023-05-01,100.399,1490.0,7857.0,1073.601,15929.0,84015.0
2023-06-01,1888.622,12629.0,47855.0,12838.378,85848.0,325305.0
2023-07-01,1077.296,7253.0,27943.0,14048.704,94583.0,364392.0
2023-08-01,1211.104,8144.0,32241.0,15061.896,101281.0,400968.0
2023-09-01,81.185,634.0,2700.0,5549.815,43311.0,184554.0
2023-10-01,821.5,5870.0,27030.0,11678.5,83448.0,384255.0
2023-11-01,240.035,1622.0,7690.0,14844.965,100297.0,475596.0
2023-12-01,38.422,263.0,1304.0,14563.578,99527.0,494235.0
2024-01-01,785.023,5283.0,24278.0,16010.977,107743.0,495171.0
2024-02-01,86.595,613.0,3848.0,9941.405,70392.0,441774.0
2024-03-01,17.32,120.0,638.0,13458.68,92928.0,496008.0
2024-04-01,64.079,439.0,2153.0,13582.921,93114.0,456444.0
2024-05-01,348.551,2756.0,14101.0,5798.449,45853.0,234576.0
2024-06-01,297.864,2109.0,10094.0,10995.136,77844.0,372600.0
2024-07-01,506.319,3472.0,15032.0,14441.681,99041.0,428751.0
2024-08-01,724.941,5090.0,22269.0,12431.059,87287.0,381870.0
2024-09-01,858.219,5724.0,20743.0,17226.781,114890.0,416376.0
2024-10-01,110.105,915.0,4198.0,5257.895,43688.0,200448.0
2024-11-01,19.852,135.0,588.0,14546.148,98978.0,430704.0
2024-12-01,159.89,1090.0,4743.0,15094.11,102853.0,447750.0
