measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2005-01-01,2719.0,27350.0,27350.0,593730.0,5971375.6,5971375.6
2005-02-01,1716.0,17155.0,17155.0,595597.0,5954708.8,5954708.8
2005-03-01,996.0,9730.0,9730.0,324586.0,3230762.0,3230762.0
2005-04-01,1884.0,20202.0,20202.0,58549.0,627662.4,627662.4
2005-05-01,945.0,9753.0,9753.0,263901.0,2668872.4,2668872.4
2005-06-01,1455.0,14690.0,14690.0,518933.0,5237916.0,5237916.0
2005-07-01,1542.0,15538.0,15538.0,404793.0,3996437.2,3996437.2
2005-08-01,728.0,7433.0,7433.0,527159.0,5384064.4,5384064.4
2005-09-01,954.0,9592.0,9592.0,450578.0,4530617.6,4530617.6
2005-10-01,653.0,6491.0,6491.0,570753.0,5675914.0,5675914.0
2005-11-01,1164.0,11669.0,11669.0,545230.0,5465884.8,5465884.8
2005-12-01,1862.0,18614.0,18614.0,628035.0,6277484.0,6277484.0
2006-01-01,0.0,0.0,0.0,504843.0,5199010.0,5199010.0
2006-02-01,298.0,3136.0,3136.0,393809.0,4139300.0,4139300.0
2006-03-01,2443.0,25544.0,25544.0,349765.0,3657374.0,3657374.0
2006-04-01,2085.0,21600.0,21600.0,369986.0,3832074.0,3832074.0
2006-05-01,1359.0,14000.0,14000.0,461815.0,4758225.0,4758225.0
2006-06-01,656.0,6736.0,6736.0,508680.0,5220578.0,5220578.0
2006-07-01,934.0,9699.0,9699.0,519089.0,5388141.0,5388141.0
2006-08-01,564.0,5731.0,5731.0,528448.0,5372248.0,5372248.0
2006-09-01,741.0,7561.0,7561.0,535356.0,5464285.0,5464285.0
2006-10-01,1538.0,17191.0,17191.0,425694.0,4759171.0,4759171.0
2006-11-01,2330.0,24079.0,24079.0,502162.0,5190306.0,5190306.0
2006-12-01,1944.0,19996.0,19996.0,402780.0,4143583.0,4143583.0
2007-01-01,0.0,0.0,0.0,558128.0,5855671.0,5855671.0
2007-02-01,2180.597,23368.0,23368.0,426253.403,4567873.0,4567873.0
2007-03-01,1361.558,14278.0,14278.0,511895.442,5368000.0,5368000.0
2007-04-01,1234.7820000000002,13214.0,13214.0,169835.218,1817490.0,1817490.0
2007-05-01,807.85,9108.0,9108.0,219800.15,2478107.0,2478107.0
2007-06-01,1107.025,12104.0,12104.0,302947.975,3312376.0,3312376.0
2007-07-01,1012.7040000000001,10742.0,10742.0,541342.296,5742151.0,5742151.0
2007-08-01,2458.8360000000002,25730.0,25730.0,605819.164,6339473.0,6339473.0
2007-09-01,696.9340000000001,7440.0,7440.0,482378.066,5149542.0,5149542.0
2007-10-01,1770.114,18990.0,18990.0,483309.886,5185009.0,5185009.0
2007-11-01,287.418,2875.0,2875.0,539990.582,5401454.0,5401454.0
2007-12-01,1058.35,10870.0,10870.0,560058.65,5752196.0,5752196.0
2008-01-01,2316.952,23960.0,23960.0,598359.048,6187734.0,6187734.0
2008-02-01,379.944,3873.0,3873.0,533737.056,5440704.0,5440704.0
2008-03-01,227.791,2317.0,2317.0,648391.209,6595168.0,6595168.0
2008-04-01,213.996,2317.0,2317.0,338176.004,3661536.0,3661536.0
2008-05-01,2608.1910000000003,28209.0,28209.0,472717.809,5112700.0,5112700.0
2008-06-01,753.1370000000001,7954.0,7954.0,577097.863,6094820.0,6094820.0
2008-07-01,774.01,8364.0,8364.0,607503.99,6564724.0,6564724.0
2008-08-01,656.731,7176.0,7176.0,543601.269,5939848.0,5939848.0
2008-09-01,2519.79,27674.0,27674.0,371198.21,4076744.0,4076744.0
2008-10-01,88.881,1001.0,1001.0,196325.119,2211060.0,2211060.0
2008-11-01,213.57500000000002,2321.0,2321.0,303312.425,3296208.0,3296208.0
2008-12-01,269.894,2844.0,2844.0,488392.106,5146412.0,5146412.0
2009-01-01,912.659,9350.0,9350.0,569970.341,5839228.0,5839228.0
2009-02-01,1116.5130000000001,11607.0,11607.0,383352.487,3985240.0,3985240.0
2009-03-01,4078.3410000000003,44112.0,44112.0,289752.659,3134012.0,3134012.0
2009-04-01,2384.184,25347.0,25347.0,544766.816,5791584.0,5791584.0
2009-05-01,7683.131,85026.0,85026.0,428873.869,4746168.0,4746168.0
2009-06-01,1057.096,11885.0,11885.0,521626.904,5864684.0,5864684.0
2009-07-01,1083.884,11342.0,11342.0,588706.116,6160352.0,6160352.0
2009-08-01,543.162,5812.0,5812.0,562915.838,6023371.0,6023371.0
2009-09-01,719.644,7671.0,7671.0,561998.356,5990588.0,5990588.0
2009-10-01,1100.4,11323.0,11323.0,618778.6,6367165.0,6367165.0
2009-11-01,758.967,7778.0,7778.0,571295.033,5854708.0,5854708.0
2009-12-01,1321.4080000000001,13600.0,13600.0,527996.592,5434168.0,5434168.0
2010-01-01,804.552,8269.0,8269.0,622530.448,6398228.0,6398228.0
2010-02-01,1935.01,20118.0,20118.0,492515.99,5120612.0,5120612.0
2010-03-01,3003.842,31191.0,31191.0,441425.158,4583628.0,4583628.0
2010-04-01,1433.0320000000002,15251.0,15251.0,374287.968,3983348.0,3983348.0
2010-05-01,991.984,11130.0,11130.0,134964.016,1514288.0,1514288.0
2010-06-01,2007.6940000000002,22120.0,22120.0,429156.306,4728280.0,4728280.0
2010-07-01,919.6210000000001,9593.0,9593.0,589499.379,6149344.0,6149344.0
2010-08-01,1078.055,11050.0,11050.0,631793.945,6475852.0,6475852.0
2010-09-01,1026.498,10473.0,10473.0,556056.502,5673248.0,5673248.0
2010-10-01,1007.9440000000001,9896.0,9896.0,530225.056,5205752.0,5205752.0
2010-11-01,715.691,7233.0,7233.0,545273.309,5510708.0,5510708.0
2010-12-01,867.807,8918.0,8918.0,543592.193,5586216.0,5586216.0
2011-01-01,613.718,6318.0,6318.0,610718.28,6287116.0,6287116.0
2011-02-01,834.256,8603.0,8603.0,508151.74,5240152.0,5240152.0
2011-03-01,582.744,5995.0,5995.0,415908.26,4278672.0,4278672.0
2011-04-01,598.214,6923.0,6923.0,125691.79,1454604.0,1454604.0
2011-05-01,4740.069,51360.0,51360.0,360880.93,3910248.0,3910248.0
2011-06-01,1286.982,13863.0,13863.0,546001.02,5881368.0,5881368.0
2011-07-01,1366.544,14981.0,14981.0,551441.46,6045284.0,6045284.0
2011-08-01,1281.26,14069.0,14069.0,613370.74,6735176.0,6735176.0
2011-09-01,850.91,9324.0,9324.0,570200.09,6248072.0,6248072.0
2011-10-01,1578.064,16774.0,16774.0,552740.94,5875348.0,5875348.0
2011-11-01,605.04,6511.0,6511.0,530131.96,5704896.0,5704896.0
2011-12-01,995.32,10487.0,10487.0,506924.68,5341116.0,5341116.0
2012-01-01,761.593,7897.0,7897.0,565959.41,5868468.0,5868468.0
2012-02-01,739.713,7841.0,7841.0,431052.29,4569180.0,4569180.0
2012-03-01,3108.899,36646.0,36646.0,92935.101,1095468.0,1095468.0
2012-04-01,3447.922,37560.0,37560.0,251743.08,2742368.0,2742368.0
2012-05-01,2311.235,25181.0,25181.0,470657.77,5127836.0,5127836.0
2012-06-01,1572.208,17268.0,17268.0,422213.79,4637292.0,4637292.0
2012-07-01,1792.248,19839.0,19839.0,542896.75,6009508.0,6009508.0
2012-08-01,1084.741,11883.0,11883.0,520615.26,5703176.0,5703176.0
2012-09-01,1752.557,19121.0,19121.0,478857.44,5224500.0,5224500.0
2012-10-01,2658.746,29113.0,29113.0,453754.25,4968564.0,4968564.0
2012-11-01,764.575,8186.0,8186.0,511424.43,5475620.0,5475620.0
2012-12-01,1398.121,15369.0,15369.0,373756.88,4108564.0,4108564.0
2013-01-01,1311.939,14246.0,14246.0,462173.06,5018616.0,5018616.0
2013-02-01,1227.569,12979.0,12979.0,495245.43,5236196.0,5236196.0
2013-03-01,2304.562,24296.0,24296.0,433223.44,4567288.0,4567288.0
2013-04-01,3164.826,34113.0,34113.0,386373.17,4164636.0,4164636.0
2013-05-01,2919.703,30586.0,30586.0,437301.3,4581048.0,4581048.0
2013-06-01,1822.763,19487.0,19487.0,492724.24,5267672.0,5267672.0
2013-07-01,513.771,5444.0,5444.0,531364.23,5630420.0,5630420.0
2013-08-01,1819.553,19584.0,19584.0,428598.45,4613040.0,4613040.0
2013-09-01,1798.237,18539.0,18539.0,524781.76,5410260.0,5410260.0
2013-10-01,1707.231,17811.0,17811.0,534546.77,5576756.0,5576756.0
2013-11-01,1981.176,21678.0,21678.0,478085.82,5231208.0,5231208.0
2013-12-01,3148.309,34213.0,34213.0,422216.69,4588272.0,4588272.0
2014-01-01,5534.658,60644.0,60644.0,415843.34,4556452.0,4556452.0
2014-02-01,4049.583,44961.0,44961.0,337768.42,3750116.0,3750116.0
2014-03-01,2615.565,28840.0,28840.0,486441.44,5363648.0,5363648.0
2014-04-01,2499.325,27781.0,27781.0,305797.68,3399064.0,3399064.0
2014-05-01,2039.89,23000.0,23000.0,501472.11,5654156.0,5654156.0
2014-06-01,2420.08,28432.0,28432.0,491324.92,5772268.0,5772268.0
2014-07-01,1769.294,20582.0,20582.0,498019.71,5793545.0,5793545.0
2014-08-01,4487.97,50988.0,50988.0,476877.03,5417828.0,5417828.0
2014-09-01,1924.676,22030.0,22030.0,371704.32,4254489.0,4254489.0
2014-10-01,1277.683,16052.0,16052.0,26296.317,330360.0,330360.0
2014-11-01,1540.56,16683.0,16683.0,535225.44,5796022.0,5796022.0
2014-12-01,1291.278,14353.0,14353.0,583204.72,6482542.0,6482542.0
2015-01-01,2116.041,23321.0,23321.0,443100.96,4883493.0,4883493.0
2015-02-01,1659.971,17813.0,17813.0,515551.03,5532277.0,5532277.0
2015-03-01,1847.048,20741.0,20741.0,456318.95,5124155.0,5124155.0
2015-04-01,1656.049,18121.0,18121.0,139483.95,1526259.0,1526259.0
2015-05-01,2288.064,24200.0,24200.0,543738.94,5750889.0,5750889.0
2015-06-01,4661.496,50054.0,50054.0,438484.5,4708328.0,4708328.0
2015-07-01,3058.701,32610.0,32610.0,558043.3,5949480.0,5949480.0
2015-08-01,1309.467,13774.0,13774.0,588947.53,6195096.0,6195096.0
2015-09-01,4705.093,49055.0,49055.0,601895.91,6275300.0,6275300.0
2015-10-01,1110.375,11321.0,11321.0,589798.63,6013240.0,6013240.0
2015-11-01,1950.022,20426.0,20426.0,466630.98,4887827.0,4887827.0
2015-12-01,652.082,6729.0,6729.0,97743.918,1008642.0,1008642.0
2016-01-01,2982.298,31244.0,31244.0,399278.7,4183040.0,4183040.0
2016-02-01,2326.299,24378.0,24378.0,496637.7,5204428.0,5204428.0
2016-03-01,1276.999,13767.0,13767.0,105382.0,1136094.0,1136094.0
2016-04-01,0.0,1226.0,1226.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,50771.0,712923.0,712923.0,0.0,0.0,0.0
2016-07-01,311163.0,3675394.0,3675394.0,0.0,0.0,0.0
2016-08-01,160364.0,1773560.0,1773560.0,0.0,0.0,0.0
2016-09-01,51102.0,542657.0,542657.0,0.0,0.0,0.0
2016-10-01,5230.0,65412.0,65412.0,0.0,0.0,0.0
2016-11-01,675.0,13700.0,13700.0,0.0,0.0,0.0
2016-12-01,13878.0,157705.0,157705.0,0.0,0.0,0.0
2017-01-01,0.0,834.0,834.0,0.0,0.0,0.0
2017-02-01,38030.0,382149.0,382149.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,17768.0,177878.0,177878.0,0.0,0.0,0.0
2017-06-01,48734.0,501834.0,501834.0,0.0,0.0,0.0
2017-07-01,56003.0,569711.0,569711.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,100905.0,1016737.0,1016737.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,60351.0,596664.0,596664.0,0.0,0.0,0.0
2018-01-01,43424.0,454532.0,454532.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,62145.0,657319.0,657319.0,0.0,0.0,0.0
2018-06-01,54915.0,589074.0,589074.0,0.0,0.0,0.0
2018-07-01,190405.0,2023792.0,2023792.0,0.0,0.0,0.0
2018-08-01,98944.0,1068677.0,1068677.0,0.0,0.0,0.0
2018-09-01,146262.0,1503484.0,1503484.0,0.0,0.0,0.0
2018-10-01,13453.0,152255.0,152255.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,18904.0,202307.0,202307.0,0.0,0.0,0.0
2019-01-01,10771.0,114623.0,114623.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,78520.0,778207.0,778207.0,0.0,0.0,0.0
2019-05-01,40478.0,412042.0,412042.0,0.0,0.0,0.0
2019-06-01,128638.0,1427538.0,1427538.0,0.0,0.0,0.0
2019-07-01,422835.0,4311357.0,4311357.0,0.0,0.0,0.0
2019-08-01,322072.0,3409008.0,3409008.0,0.0,0.0,0.0
2019-09-01,233367.0,2661316.0,2661316.0,0.0,0.0,0.0
2019-10-01,99919.0,997573.0,997573.0,0.0,0.0,0.0
2019-11-01,31917.0,323411.0,323411.0,0.0,0.0,0.0
2019-12-01,51025.0,504688.0,504688.0,0.0,0.0,0.0
2020-01-01,76303.0,749533.0,749533.0,0.0,0.0,0.0
2020-02-01,8926.0,89415.0,89415.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,24495.0,231751.0,231751.0,0.0,0.0,0.0
2020-06-01,238298.0,2524766.0,2524766.0,0.0,0.0,0.0
2020-07-01,492537.0,4936843.0,4936843.0,0.0,0.0,0.0
2020-08-01,164060.0,1719091.0,1719091.0,0.0,0.0,0.0
2020-09-01,16800.0,176140.0,176140.0,0.0,0.0,0.0
2020-10-01,30852.0,305135.0,305135.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,26796.0,288074.0,288074.0,0.0,0.0,0.0
2021-05-01,77422.0,841662.0,841662.0,0.0,0.0,0.0
2021-06-01,108042.0,1175832.0,1175832.0,0.0,0.0,0.0
2021-07-01,104282.0,1127362.0,1127362.0,0.0,0.0,0.0
2021-08-01,203806.0,2257193.0,2257193.0,0.0,0.0,0.0
2021-09-01,37235.0,447397.0,447397.0,0.0,0.0,0.0
2021-10-01,29448.0,343797.0,343797.0,0.0,0.0,0.0
2021-11-01,81804.0,831768.0,831768.0,0.0,0.0,0.0
2021-12-01,32964.0,342553.0,342553.0,0.0,0.0,0.0
2022-01-01,122311.0,1306203.0,1306203.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,2700.0,49711.0,49711.0,0.0,0.0,0.0
2022-06-01,44532.0,497349.0,497349.0,0.0,0.0,0.0
2022-07-01,142008.0,1542197.0,1542197.0,0.0,0.0,0.0
2022-08-01,98615.0,1062070.0,1062070.0,0.0,0.0,0.0
2022-09-01,69628.0,751500.0,751500.0,0.0,0.0,0.0
2022-10-01,11281.0,144856.0,144856.0,0.0,0.0,0.0
2022-11-01,316.0,3263.0,3263.0,0.0,0.0,0.0
2022-12-01,58980.0,633519.0,633519.0,0.0,0.0,0.0
2023-01-01,21225.0,237924.0,237924.0,0.0,0.0,0.0
2023-02-01,32075.0,336127.0,336127.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,9345.0,114233.0,114233.0,0.0,0.0,0.0
2023-05-01,4657.0,65177.0,65177.0,0.0,0.0,0.0
2023-06-01,41091.0,505322.0,505322.0,0.0,0.0,0.0
2023-07-01,296303.0,3213893.0,3213893.0,0.0,0.0,0.0
2023-08-01,303094.0,3311699.0,3311699.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
