measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2011-03-01,1.479,17.0,17.0,301.472,2929.0,2929.0
2011-04-01,1.472,17.0,17.0,292.54,2842.0,2842.0
2011-05-01,0.695,6.0,6.0,337.334,3278.0,3278.0
2011-06-01,0.467,6.0,6.0,348.415,3385.0,3385.0
2011-07-01,1.125,12.0,12.0,276.422,2686.0,2686.0
2011-08-01,0.59,6.0,6.0,293.413,2851.0,2851.0
2011-09-01,0.754,6.0,6.0,121.489,1180.0,1180.0
2011-10-01,0.235,0.0,0.0,98.991,962.0,962.0
2011-11-01,1.291,17.0,17.0,97.11,944.0,944.0
2011-12-01,8.141,93.0,93.0,122.295,1188.0,1188.0
2012-01-01,0.146,0.0,0.0,140.113,1333.0,1333.0
2012-02-01,1.455,12.0,12.0,142.417,1355.0,1355.0
2012-03-01,0.345,6.0,6.0,296.072,2817.0,2817.0
2012-04-01,0.363,6.0,6.0,330.709,3147.0,3147.0
2012-05-01,4.598,52.0,52.0,447.425,4258.0,4258.0
2012-06-01,2.362,29.0,29.0,387.823,3691.0,3691.0
2012-07-01,5.745,70.0,70.0,106.951,1018.0,1018.0
2012-08-01,0.557,6.0,6.0,58.127,553.0,553.0
2012-09-01,0.389,6.0,6.0,45.876,437.0,437.0
2012-10-01,1.229,17.0,17.0,56.285,536.0,536.0
2012-11-01,0.51,6.0,6.0,50.666,482.0,482.0
2012-12-01,0.301,6.0,6.0,61.536,586.0,586.0
2013-01-01,1.267,17.0,17.0,24.449,233.0,233.0
2013-02-01,0.128,0.0,0.0,23.124,221.0,221.0
2013-03-01,0.339,6.0,6.0,41.242,393.0,393.0
2013-04-01,0.366,6.0,6.0,79.028,754.0,754.0
2013-05-01,1.27,12.0,12.0,89.459,854.0,854.0
2013-06-01,0.964,12.0,12.0,493.739,4711.0,4711.0
2013-07-01,1.107,12.0,12.0,128.763,1229.0,1229.0
2013-08-01,0.345,6.0,6.0,45.214,431.0,431.0
2013-09-01,2.764,29.0,29.0,64.656,617.0,617.0
2013-10-01,1.705,17.0,17.0,52.965,505.0,505.0
2013-11-01,1.281,12.0,12.0,59.004,563.0,563.0
2013-12-01,3.464,35.0,35.0,84.357,805.0,805.0
2014-01-01,2.98,35.0,35.0,147.464,1402.0,1402.0
2014-02-01,1.674,23.0,23.0,129.031,1227.0,1227.0
2014-03-01,3.196,41.0,41.0,197.239,1876.0,1876.0
2014-04-01,0.452,6.0,6.0,314.891,2995.0,2995.0
2014-05-01,0.433,6.0,6.0,329.93,3138.0,3138.0
2014-06-01,0.512,6.0,6.0,300.717,2860.0,2860.0
2014-07-01,0.408,6.0,6.0,229.913,2186.0,2186.0
2014-08-01,0.204,0.0,0.0,131.626,1252.0,1252.0
2014-09-01,0.125,0.0,0.0,139.744,1329.0,1329.0
2014-10-01,0.346,6.0,6.0,129.696,1233.0,1233.0
2014-11-01,0.238,0.0,0.0,116.454,1107.0,1107.0
2014-12-01,0.432,6.0,6.0,130.295,1239.0,1239.0
2015-01-01,0.573,6.0,6.0,106.522,993.0,993.0
2015-02-01,1.918,18.0,18.0,77.889,726.0,726.0
2015-03-01,2.953,30.0,30.0,159.086,1483.0,1483.0
2015-04-01,0.402,6.0,6.0,200.859,1872.0,1872.0
2015-05-01,1.842,18.0,18.0,251.335,2342.0,2342.0
2015-06-01,0.769,6.0,6.0,323.829,3018.0,3018.0
2015-07-01,0.808,12.0,12.0,264.476,2465.0,2465.0
2015-08-01,0.929,12.0,12.0,168.485,1570.0,1570.0
2015-09-01,1.376,18.0,18.0,346.717,3231.0,3231.0
2015-10-01,0.682,6.0,6.0,277.095,2582.0,2582.0
2015-11-01,0.895,12.0,12.0,313.299,2920.0,2920.0
2015-12-01,0.853,12.0,12.0,394.408,3675.0,3675.0
2016-01-01,1.199,12.0,12.0,210.968,1948.0,1948.0
2016-02-01,0.984,12.0,12.0,139.465,1288.0,1288.0
2016-03-01,0.436,6.0,6.0,320.262,2957.0,2957.0
2016-04-01,0.792,6.0,6.0,239.193,2208.0,2208.0
2016-05-01,0.944,12.0,12.0,193.019,1782.0,1782.0
2016-06-01,2.052,23.0,23.0,200.341,1850.0,1850.0
2016-07-01,3.11,35.0,35.0,288.495,2663.0,2663.0
2016-08-01,1.658,17.0,17.0,278.576,2572.0,2572.0
2016-09-01,0.592,6.0,6.0,296.821,2740.0,2740.0
2016-10-01,2.747,29.0,29.0,333.37,3078.0,3078.0
2016-11-01,0.881,12.0,12.0,229.982,2123.0,2123.0
2016-12-01,2.605,29.0,29.0,307.508,2839.0,2839.0
2017-01-01,1.816,23.0,23.0,272.955,2515.0,2515.0
2017-02-01,0.676,12.0,12.0,251.452,2317.0,2317.0
2017-03-01,0.237,6.0,6.0,257.343,2371.0,2371.0
2017-04-01,1.677,23.0,23.0,283.851,2615.0,2615.0
2017-05-01,1.177,17.0,17.0,531.369,4896.0,4896.0
2017-06-01,4.487,70.0,70.0,306.014,2819.0,2819.0
2017-07-01,3.051,46.0,46.0,360.926,3325.0,3325.0
2017-08-01,1.55,23.0,23.0,263.069,2424.0,2424.0
2017-09-01,1.321,17.0,17.0,200.391,1846.0,1846.0
2017-10-01,2.911,46.0,46.0,291.019,2681.0,2681.0
2017-11-01,1.409,23.0,23.0,249.783,2301.0,2301.0
2017-12-01,0.688,12.0,12.0,276.828,2550.0,2550.0
2018-01-01,0.906,17.0,17.0,62.502,569.0,569.0
2018-02-01,0.583,6.0,6.0,56.376,513.0,513.0
2018-03-01,0.646,6.0,6.0,64.301,585.0,585.0
2018-04-01,0.863,12.0,12.0,76.758,699.0,699.0
2018-05-01,2.275,29.0,29.0,65.163,593.0,593.0
2018-06-01,3.485,46.0,46.0,69.784,635.0,635.0
2018-07-01,0.759,12.0,12.0,115.143,1048.0,1048.0
2018-08-01,2.038,29.0,29.0,54.165,493.0,493.0
2018-09-01,1.64,23.0,23.0,64.796,590.0,590.0
2018-10-01,2.312,29.0,29.0,111.113,1012.0,1012.0
2018-11-01,0.98,12.0,12.0,108.562,988.0,988.0
2018-12-01,0.513,6.0,6.0,101.337,923.0,923.0
2019-01-01,0.743,6.0,6.0,194.262,1730.0,1730.0
2019-02-01,2.368,23.0,23.0,112.905,1005.0,1005.0
2019-03-01,0.558,6.0,6.0,195.777,1743.0,1743.0
2019-04-01,1.821,17.0,17.0,196.613,1751.0,1751.0
2019-05-01,3.08,35.0,35.0,227.993,2030.0,2030.0
2019-06-01,1.437,17.0,17.0,189.837,1690.0,1690.0
2019-07-01,0.828,12.0,12.0,131.717,1173.0,1173.0
2019-08-01,1.018,12.0,12.0,98.262,875.0,875.0
2019-09-01,1.911,23.0,23.0,111.115,989.0,989.0
2019-10-01,3.318,35.0,35.0,119.572,1065.0,1065.0
2019-11-01,2.388,29.0,29.0,119.13,1061.0,1061.0
2019-12-01,1.53,17.0,17.0,132.337,1178.0,1178.0
2020-01-01,0.418,6.0,6.0,174.228,1527.0,1527.0
2020-02-01,0.55,6.0,6.0,157.942,1385.0,1385.0
2020-03-01,0.049,0.0,0.0,128.484,1126.0,1126.0
2020-04-01,0.227,0.0,0.0,170.662,1496.0,1496.0
2020-05-01,1.446,6.0,6.0,129.695,1137.0,1137.0
2020-06-01,0.958,12.0,12.0,137.384,1204.0,1204.0
2020-07-01,0.4,6.0,6.0,115.133,1009.0,1009.0
2020-08-01,1.69,17.0,17.0,90.726,795.0,795.0
2020-09-01,0.417,6.0,6.0,56.789,498.0,498.0
2020-10-01,0.513,6.0,6.0,63.572,557.0,557.0
2020-11-01,0.293,6.0,6.0,85.036,746.0,746.0
2020-12-01,1.039,12.0,12.0,87.349,766.0,766.0
2021-01-01,0.434,6.0,6.0,120.502,1066.0,1066.0
2021-02-01,0.376,6.0,6.0,100.265,887.0,887.0
2021-03-01,0.124,0.0,0.0,96.159,850.0,850.0
2021-04-01,0.879,17.0,17.0,84.82,750.0,750.0
2021-05-01,0.196,6.0,6.0,105.083,929.0,929.0
2021-06-01,0.83,17.0,17.0,113.143,1001.0,1001.0
2021-07-01,0.26,6.0,6.0,100.739,891.0,891.0
2021-08-01,0.237,6.0,6.0,95.056,841.0,841.0
2021-09-01,0.21,6.0,6.0,77.967,690.0,690.0
2021-10-01,0.466,6.0,6.0,80.007,708.0,708.0
2021-11-01,0.396,6.0,6.0,93.77,829.0,829.0
2021-12-01,0.592,12.0,12.0,120.489,1066.0,1066.0
2022-01-01,0.28,6.0,6.0,222.282,758.0,758.0
2022-02-01,0.451,6.0,6.0,191.241,653.0,653.0
2022-03-01,0.409,6.0,6.0,208.332,711.0,711.0
2022-04-01,0.222,0.0,0.0,156.156,533.0,533.0
2022-05-01,0.355,6.0,6.0,196.584,671.0,671.0
2022-06-01,0.732,6.0,6.0,234.581,800.0,800.0
2022-07-01,0.28,6.0,6.0,224.079,765.0,765.0
2022-08-01,0.781,12.0,12.0,188.129,642.0,642.0
2022-09-01,1.173,17.0,17.0,144.391,493.0,493.0
2022-10-01,1.012,12.0,12.0,125.501,428.0,428.0
2022-11-01,0.647,6.0,6.0,158.321,540.0,540.0
2022-12-01,0.658,6.0,6.0,176.403,602.0,602.0
2023-01-01,0.634,6.0,6.0,241.0,822.0,822.0
2023-02-01,0.441,6.0,6.0,440.0,1501.0,1501.0
2023-03-01,0.441,6.0,6.0,363.0,1239.0,1239.0
2023-04-01,0.512,6.0,6.0,154.0,525.0,525.0
2023-05-01,0.322,6.0,6.0,370.0,1262.0,1262.0
2023-06-01,0.817,12.0,12.0,291.0,993.0,993.0
2023-07-01,0.483,6.0,6.0,329.0,1123.0,1123.0
2023-08-01,0.75,12.0,12.0,196.0,669.0,669.0
2023-09-01,0.332,6.0,6.0,139.0,474.0,474.0
2023-10-01,0.348,6.0,6.0,270.0,921.0,921.0
2023-11-01,0.693,12.0,12.0,259.0,884.0,884.0
2023-12-01,0.227,6.0,6.0,171.0,583.0,583.0
2024-01-01,1.195,6.0,6.0,189.0,645.0,645.0
2024-02-01,0.511,6.0,6.0,185.0,631.0,631.0
2024-03-01,0.563,6.0,6.0,242.0,826.0,826.0
2024-04-01,0.962,6.0,6.0,278.0,949.0,949.0
2024-05-01,1.305,12.0,12.0,280.0,955.0,955.0
2024-06-01,0.459,6.0,6.0,226.0,771.0,771.0
2024-07-01,1.227,12.0,12.0,265.0,904.0,904.0
2024-08-01,1.458,12.0,12.0,165.0,563.0,563.0
2024-09-01,0.84,6.0,6.0,122.0,416.0,416.0
2024-10-01,0.409,6.0,6.0,223.0,761.0,761.0
2024-11-01,0.989,6.0,6.0,319.0,1088.0,1088.0
2024-12-01,1.082,12.0,12.0,254.0,867.0,867.0
