measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2018-05-01,839.995,9554.0,67450.0
2018-06-01,1026.396,11674.0,82417.0
2018-07-01,1530.223,17404.0,122873.0
2018-08-01,1564.831,17797.0,125652.0
2018-09-01,1203.178,13684.0,96612.0
2018-10-01,1138.478,12948.0,91417.0
2018-11-01,903.211,10273.0,72526.0
2018-12-01,1200.996,13659.0,96437.0
2019-01-01,1441.41,16394.0,97744.0
2019-02-01,1345.378,15301.0,91233.0
2019-03-01,1456.074,16560.0,98739.0
2019-04-01,1493.342,16984.0,101267.0
2019-05-01,1155.301,13140.0,78343.0
2019-06-01,1501.917,17082.0,101848.0
2019-07-01,1714.445,19499.0,116260.0
2019-08-01,1673.25,19030.0,113467.0
2019-09-01,1456.829,16569.0,98791.0
2019-10-01,1563.566,17783.0,106029.0
2019-11-01,1401.696,15942.0,95052.0
2019-12-01,1649.792,18764.0,111876.0
2020-01-01,1644.072,18699.0,114825.0
2020-02-01,1492.341,16973.0,104229.0
2020-03-01,1577.69,17944.0,110190.0
2020-04-01,1350.444,15359.0,94319.0
2020-05-01,1330.144,15128.0,92901.0
2020-06-01,1542.593,17544.0,107739.0
2020-07-01,1522.761,17319.0,106354.0
2020-08-01,1876.288,21340.0,131045.0
2020-09-01,1187.266,13503.0,82922.0
2020-10-01,1388.527,15792.0,96979.0
2020-11-01,1040.62,11835.0,72680.0
2020-12-01,1284.254,14606.0,89696.0
2021-01-01,1618.115,18403.0,115879.0
2021-02-01,1085.056,12341.0,77705.0
2021-03-01,1315.164,14958.0,94184.0
2021-04-01,1354.179,15402.0,96978.0
2021-05-01,1112.271,12650.0,79654.0
2021-06-01,1635.279,18599.0,117109.0
2021-07-01,1749.41,19897.0,125282.0
2021-08-01,1751.22,19917.0,125411.0
2021-09-01,1256.494,14291.0,89982.0
2021-10-01,1469.553,16714.0,105240.0
2021-11-01,1265.743,14396.0,90645.0
2021-12-01,1378.516,15678.0,98721.0
2022-01-01,1596.435,18157.0,118271.0
2022-02-01,1374.309,15630.0,101815.0
2022-03-01,1111.561,12642.0,82349.0
2022-04-01,1266.361,14403.0,93817.0
2022-05-01,1205.064,13706.0,89276.0
2022-06-01,1601.788,18218.0,118667.0
2022-07-01,1778.892,20232.0,131788.0
2022-08-01,1720.426,19567.0,127457.0
2022-09-01,1141.534,12983.0,84570.0
2022-10-01,1144.7,13019.0,84804.0
2022-11-01,814.004,9258.0,60305.0
2022-12-01,1426.926,16229.0,105713.0
2023-01-01,1319.567,15008.0,101676.0
2023-02-01,1175.025,13364.0,90538.0
2023-03-01,1170.011,13307.0,90152.0
2023-04-01,905.812,10302.0,69795.0
2023-05-01,944.809,10746.0,72800.0
2023-06-01,1145.833,13032.0,88289.0
2023-07-01,1305.169,14844.0,100566.0
2023-08-01,1273.867,14488.0,98154.0
2023-09-01,1046.274,11900.0,80618.0
2023-10-01,985.856,11212.0,75962.0
2023-11-01,1086.598,12358.0,83725.0
2023-12-01,1227.179,13957.0,94557.0
2024-01-01,1164.88,13249.0,103620.0
2024-02-01,971.083,11044.0,86381.0
2024-03-01,1090.655,12404.0,97017.0
2024-04-01,707.269,8044.0,62914.0
2024-05-01,1068.354,12151.0,95034.0
2024-06-01,1219.76,13873.0,108502.0
2024-07-01,1293.862,14716.0,115093.0
2024-08-01,1243.421,14142.0,110606.0
2024-09-01,1069.255,12161.0,95114.0
2024-10-01,820.567,9333.0,72992.0
2024-11-01,972.655,11062.0,86521.0
2024-12-01,1123.239,12775.0,99916.0
