measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed
2009-11-01,1060.0,18033.0,18033.0,,,
2009-12-01,3506.0,50618.0,50618.0,,,
2010-01-01,2701.0,42355.0,42355.0,,,
2010-02-01,1786.0,24728.0,24728.0,,,
2010-03-01,-249.0,0.0,0.0,,,
2010-04-01,507.0,10417.0,10417.0,,,
2010-05-01,1564.0,23244.0,23244.0,,,
2010-06-01,10755.0,156212.0,156212.0,,,
2010-07-01,34511.0,514188.0,514188.0,,,
2010-08-01,14860.0,180824.0,180824.0,,,
2010-09-01,6252.0,130306.0,130306.0,,,
2010-10-01,273.0,8671.0,8671.0,,,
2010-11-01,-209.0,342.0,342.0,,,
2010-12-01,2250.0,31214.0,31214.0,,,
2011-01-01,0.0,0.0,0.0,2894.0,42418.0,42418.0
2011-02-01,0.0,0.0,0.0,477.0,9101.0,9101.0
2011-03-01,0.0,0.0,0.0,508.0,8277.0,8277.0
2011-04-01,0.0,0.0,0.0,365.0,9075.0,9075.0
2011-05-01,0.0,0.0,0.0,979.0,18583.0,18583.0
2011-06-01,0.0,0.0,0.0,4197.0,64607.0,64607.0
2011-07-01,0.0,0.0,0.0,25918.0,382467.0,382467.0
2011-08-01,0.0,0.0,0.0,3666.0,55932.0,55932.0
2011-09-01,0.0,0.0,0.0,1360.0,22450.0,22450.0
2011-10-01,0.0,0.0,0.0,-57.0,2571.0,2571.0
2011-11-01,0.0,0.0,0.0,931.0,15654.0,15654.0
2011-12-01,0.0,0.0,0.0,586.0,10875.0,10875.0
2012-01-01,0.0,0.0,0.0,239.0,7798.0,7798.0
2012-02-01,0.0,0.0,0.0,399.0,7267.0,7267.0
2012-03-01,0.0,0.0,0.0,363.0,8601.0,8601.0
2012-04-01,0.0,0.0,0.0,539.0,11615.0,11615.0
2012-05-01,0.0,0.0,0.0,3188.0,48998.0,48998.0
2012-06-01,0.0,0.0,0.0,10676.0,158628.0,158628.0
2012-07-01,19932.0,291560.0,291560.0,0.0,0.0,0.0
2012-08-01,9781.0,141713.0,141713.0,0.0,0.0,0.0
2012-09-01,1280.0,21532.0,21532.0,0.0,0.0,0.0
2012-10-01,936.0,16678.0,16678.0,0.0,0.0,0.0
2012-11-01,3555.0,47373.0,47373.0,0.0,0.0,0.0
2012-12-01,-24.0,2626.0,2626.0,0.0,0.0,0.0
2013-01-01,3370.0,40513.0,40513.0,0.0,0.0,0.0
2013-02-01,3000.0,49498.0,49498.0,0.0,0.0,0.0
2013-03-01,723.0,12852.0,12852.0,0.0,0.0,0.0
2013-04-01,645.0,11758.0,11758.0,0.0,0.0,0.0
2013-05-01,9732.0,135716.0,135716.0,0.0,0.0,0.0
2013-06-01,6025.0,87316.0,87316.0,0.0,0.0,0.0
2013-07-01,36025.0,496587.0,496587.0,0.0,0.0,0.0
2013-08-01,162.0,10372.0,10372.0,0.0,0.0,0.0
2013-09-01,1769.0,30096.0,30096.0,0.0,0.0,0.0
2013-10-01,331.0,8366.0,8366.0,0.0,0.0,0.0
2013-11-01,1438.0,21669.0,21669.0,0.0,0.0,0.0
2013-12-01,2819.0,43060.0,43060.0,0.0,0.0,0.0
2014-01-01,11282.0,147274.0,147274.0,0.0,0.0,0.0
2014-02-01,4929.0,73488.0,73488.0,0.0,0.0,0.0
2014-03-01,2252.0,26889.0,26889.0,0.0,0.0,0.0
2014-04-01,114.0,4499.0,4499.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,566.0,9500.0,9500.0
2014-06-01,874.0,16179.0,16179.0,0.0,0.0,0.0
2014-07-01,3476.0,50563.0,50563.0,0.0,0.0,0.0
2014-08-01,1683.0,28888.0,28888.0,0.0,0.0,0.0
2014-09-01,834.0,14005.0,14005.0,0.0,0.0,0.0
2014-10-01,5502.0,78556.0,78556.0,0.0,0.0,0.0
2014-11-01,722.0,11941.0,11941.0,0.0,0.0,0.0
2014-12-01,3728.0,52534.0,52534.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,667.0,12323.0,12323.0
2015-02-01,0.0,0.0,0.0,3729.0,50037.0,50037.0
2015-03-01,0.0,0.0,0.0,1610.0,27080.0,27080.0
2015-04-01,0.0,0.0,0.0,376.0,8597.0,8597.0
2015-05-01,0.0,0.0,0.0,1561.0,25408.0,25408.0
2015-06-01,0.0,0.0,0.0,2346.0,35882.0,35882.0
2015-07-01,0.0,0.0,0.0,3922.0,59472.0,59472.0
2015-08-01,0.0,0.0,0.0,2534.0,40452.0,40452.0
2015-09-01,0.0,0.0,0.0,3658.0,48559.0,48559.0
2015-10-01,0.0,0.0,0.0,3497.0,56287.0,56287.0
2015-11-01,0.0,0.0,0.0,700.0,12883.0,12883.0
2015-12-01,0.0,0.0,0.0,921.0,13140.0,13140.0
2016-01-01,0.0,0.0,0.0,237.0,5196.0,5196.0
2016-02-01,0.0,0.0,0.0,2272.0,34162.0,34162.0
2016-03-01,0.0,0.0,0.0,-98.0,1639.0,1639.0
2016-04-01,0.0,0.0,0.0,200.0,5377.0,5377.0
2016-05-01,0.0,0.0,0.0,1196.0,21960.0,21960.0
2016-06-01,0.0,0.0,0.0,2165.0,32557.0,32557.0
2016-07-01,0.0,0.0,0.0,7182.0,108606.0,108606.0
2016-08-01,0.0,0.0,0.0,19171.0,282650.0,282650.0
2016-09-01,0.0,0.0,0.0,3458.0,52305.0,52305.0
2016-10-01,0.0,0.0,0.0,331.0,9039.0,9039.0
2016-11-01,0.0,0.0,0.0,157.0,5278.0,5278.0
2016-12-01,0.0,0.0,0.0,-34.0,3258.0,3258.0
2017-01-01,0.0,0.0,0.0,663.072,11411.0,11411.0
2017-02-01,0.0,0.0,0.0,552.306,9511.0,9511.0
2017-03-01,0.0,0.0,0.0,842.009,14502.0,14502.0
2017-04-01,0.0,0.0,0.0,796.554,13717.0,13717.0
2017-05-01,0.0,0.0,0.0,409.761,7059.0,7059.0
2017-06-01,0.0,0.0,0.0,316.01,5444.0,5444.0
2017-07-01,0.0,0.0,0.0,298.701,5142.0,5142.0
2017-08-01,0.0,0.0,0.0,229.16,3945.0,3945.0
2017-09-01,0.0,0.0,0.0,248.902,4288.0,4288.0
2017-10-01,0.0,0.0,0.0,448.227,7721.0,7721.0
2017-11-01,0.0,0.0,0.0,520.178,8959.0,8959.0
2017-12-01,0.0,0.0,0.0,7965.12,137168.0,137168.0
2018-01-01,0.0,0.0,0.0,37846.344,560110.0,560110.0
2018-02-01,0.0,0.0,0.0,794.019,11751.0,11751.0
2018-03-01,0.0,0.0,0.0,791.314,11712.0,11712.0
2018-04-01,0.0,0.0,0.0,629.286,9316.0,9316.0
2018-05-01,0.0,0.0,0.0,149.41,2214.0,2214.0
2018-06-01,0.0,0.0,0.0,384.757,5694.0,5694.0
2018-07-01,0.0,0.0,0.0,354.261,5246.0,5246.0
2018-08-01,0.0,0.0,0.0,305.141,4513.0,4513.0
2018-09-01,0.0,0.0,0.0,350.384,5183.0,5183.0
2018-10-01,0.0,0.0,0.0,379.294,5615.0,5615.0
2018-11-01,0.0,0.0,0.0,398.24,5893.0,5893.0
2018-12-01,0.0,0.0,0.0,735.55,10888.0,10888.0
2019-01-01,0.0,0.0,0.0,14358.292,237134.0,237134.0
2019-02-01,0.0,0.0,0.0,2970.572,49060.0,49060.0
2019-03-01,0.0,0.0,0.0,48.994,807.0,807.0
2019-04-01,0.0,0.0,0.0,24.605,406.0,406.0
2019-05-01,0.0,0.0,0.0,39.06,646.0,646.0
2019-06-01,0.0,0.0,0.0,25.846,429.0,429.0
2019-07-01,0.0,0.0,0.0,12.429,206.0,206.0
2019-08-01,0.0,0.0,0.0,23.605,389.0,389.0
2019-09-01,0.0,0.0,0.0,103.695,1710.0,1710.0
2019-10-01,0.0,0.0,0.0,27.387,452.0,452.0
2019-11-01,0.0,0.0,0.0,53.988,892.0,892.0
2019-12-01,0.0,0.0,0.0,2032.527,33565.0,33565.0
2020-01-01,0.0,0.0,0.0,5686.161,85265.0,85265.0
2020-02-01,0.0,0.0,0.0,4263.446,63934.0,63934.0
2020-03-01,0.0,0.0,0.0,3610.443,54138.0,54138.0
2020-04-01,0.0,0.0,0.0,2565.341,38470.0,38470.0
2020-05-01,0.0,0.0,0.0,5423.889,81335.0,81335.0
2020-06-01,0.0,0.0,0.0,2248.547,33716.0,33716.0
2020-07-01,0.0,0.0,0.0,3739.452,56074.0,56074.0
2020-08-01,0.0,0.0,0.0,1513.352,22693.0,22693.0
2020-09-01,0.0,0.0,0.0,3932.983,58976.0,58976.0
2020-10-01,0.0,0.0,0.0,2248.503,33716.0,33716.0
2020-11-01,0.0,0.0,0.0,5441.81,81602.0,81602.0
2020-12-01,0.0,0.0,0.0,6377.073,95629.0,95629.0
2021-01-01,0.0,0.0,0.0,4944.802,74397.0,74397.0
2021-02-01,0.0,0.0,0.0,2824.074,42487.0,42487.0
2021-03-01,0.0,0.0,0.0,797.939,12006.0,12006.0
2021-04-01,0.0,0.0,0.0,358.321,5388.0,5388.0
2021-05-01,0.0,0.0,0.0,224.411,3374.0,3374.0
2021-06-01,0.0,0.0,0.0,4426.717,66601.0,66601.0
2021-07-01,0.0,0.0,0.0,4156.896,62539.0,62539.0
2021-08-01,0.0,0.0,0.0,14707.912,221278.0,221278.0
2021-09-01,0.0,0.0,0.0,683.332,10282.0,10282.0
2021-10-01,0.0,0.0,0.0,1451.616,21838.0,21838.0
2021-11-01,0.0,0.0,0.0,1217.889,18322.0,18322.0
2021-12-01,0.0,0.0,0.0,327.091,4922.0,4922.0
2022-01-01,0.0,0.0,0.0,6440.313,100074.0,100074.0
2022-02-01,0.0,0.0,0.0,283.575,4405.0,4405.0
2022-03-01,0.0,0.0,0.0,2065.142,32091.0,32091.0
2022-04-01,0.0,0.0,0.0,248.961,3870.0,3870.0
2022-05-01,0.0,0.0,0.0,2423.121,37653.0,37653.0
2022-06-01,0.0,0.0,0.0,1696.663,26364.0,26364.0
2022-07-01,0.0,0.0,0.0,3755.061,58352.0,58352.0
2022-08-01,0.0,0.0,0.0,6258.862,97253.0,97253.0
2022-09-01,0.0,0.0,0.0,1597.182,24819.0,24819.0
2022-10-01,0.0,0.0,0.0,5.26,80.0,80.0
2022-11-01,0.0,0.0,0.0,763.307,11860.0,11860.0
2022-12-01,0.0,0.0,0.0,4115.553,63948.0,63948.0
2023-01-01,0.0,0.0,0.0,876.438,15018.0,15018.0
2023-02-01,0.0,0.0,0.0,1990.228,34107.0,34107.0
2023-03-01,0.0,0.0,0.0,533.057,9134.0,9134.0
2023-04-01,0.0,0.0,0.0,464.474,7957.0,7957.0
2023-05-01,0.0,0.0,0.0,270.751,4639.0,4639.0
2023-06-01,0.0,0.0,0.0,275.581,4725.0,4725.0
2023-07-01,0.0,0.0,0.0,3450.143,59127.0,59127.0
2023-08-01,0.0,0.0,0.0,3680.374,63071.0,63071.0
2023-09-01,0.0,0.0,0.0,2253.181,38614.0,38614.0
2023-10-01,0.0,0.0,0.0,1199.9,20564.0,20564.0
2023-11-01,0.0,0.0,0.0,599.031,10265.0,10265.0
2023-12-01,0.0,0.0,0.0,295.841,5069.0,5069.0
2024-01-01,0.0,0.0,0.0,694.522,11257.0,11257.0
2024-02-01,0.0,0.0,0.0,1534.829,24879.0,24879.0
2024-03-01,0.0,0.0,0.0,130.424,2115.0,2115.0
2024-04-01,0.0,0.0,0.0,876.713,14211.0,14211.0
2024-05-01,0.0,0.0,0.0,912.747,14794.0,14794.0
2024-06-01,0.0,0.0,0.0,4004.95,64921.0,64921.0
2024-07-01,0.0,0.0,0.0,5468.454,88644.0,88644.0
2024-08-01,0.0,0.0,0.0,4452.832,72180.0,72180.0
2024-09-01,0.0,0.0,0.0,842.549,13656.0,13656.0
2024-10-01,0.0,0.0,0.0,47.257,769.0,769.0
2024-11-01,0.0,0.0,0.0,183.838,2982.0,2982.0
2024-12-01,0.0,0.0,0.0,2143.886,34755.0,34755.0
