measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-12-01,312.0,4418.0,4418.0,65.0,645.0,645.0
2007-01-01,272.0,3864.0,3864.0,1191.0,11772.0,11772.0
2007-02-01,0.0,0.0,0.0,1989.0,19659.0,19659.0
2007-03-01,0.0,0.0,0.0,5033.0,49746.0,49746.0
2007-04-01,0.0,0.0,0.0,5242.0,51812.0,51812.0
2007-05-01,50.0,1151.0,1151.0,8152.0,80574.0,80574.0
2007-06-01,646.0,10855.0,10855.0,8963.0,88590.0,88590.0
2007-07-01,1296.0,20828.0,20828.0,8575.0,84755.0,84755.0
2007-08-01,856.0,14566.0,14566.0,6841.0,67616.0,67616.0
2007-09-01,2409.0,36978.0,36978.0,6108.0,60371.0,60371.0
2007-10-01,0.0,0.0,0.0,4938.0,48807.0,48807.0
2007-11-01,75.0,1337.0,1337.0,2585.0,25550.0,25550.0
2007-12-01,309.0,4516.0,4516.0,182.0,1799.0,1799.0
2008-01-01,0.0,0.0,0.0,1732.0,17067.0,17067.0
2008-02-01,0.0,0.0,0.0,3526.0,34745.0,34745.0
2008-03-01,0.0,0.0,0.0,6597.0,65007.0,65007.0
2008-04-01,0.0,0.0,0.0,7920.0,78044.0,78044.0
2008-05-01,133.0,1330.0,1330.0,8246.0,81256.0,81256.0
2008-06-01,258.0,5394.0,5394.0,9987.0,98412.0,98412.0
2008-07-01,503.0,9368.0,9368.0,8637.0,85109.0,85109.0
2008-08-01,696.0,12175.0,12175.0,8268.0,81473.0,81473.0
2008-09-01,1588.0,23334.0,23334.0,6855.0,67549.0,67549.0
2008-10-01,0.0,0.0,0.0,4476.0,44107.0,44107.0
2008-11-01,0.0,0.0,0.0,2009.0,19797.0,19797.0
2008-12-01,0.0,0.0,0.0,1085.0,10692.0,10692.0
2009-01-01,331.0,5183.0,5183.0,252.0,2460.0,2460.0
2009-02-01,3096.0,47059.0,47059.0,2167.0,21150.0,21150.0
2009-03-01,1217.0,19176.0,19176.0,5598.0,54636.0,54636.0
2009-04-01,0.0,0.0,0.0,7527.0,73464.0,73464.0
2009-05-01,98.0,1589.0,1589.0,7819.0,76313.0,76313.0
2009-06-01,3880.0,55500.0,55500.0,7836.0,76479.0,76479.0
2009-07-01,2935.0,44467.0,44467.0,9411.0,91851.0,91851.0
2009-08-01,2752.0,41467.0,41467.0,8315.0,81154.0,81154.0
2009-09-01,3907.0,58032.0,58032.0,6597.0,64387.0,64387.0
2009-10-01,728.0,11029.0,11029.0,4510.0,44018.0,44018.0
2009-11-01,887.0,13821.0,13821.0,2461.0,24019.0,24019.0
2009-12-01,19.0,478.0,478.0,1070.0,10443.0,10443.0
2010-01-01,517.0,8942.0,8942.0,170.0,1659.0,1659.0
2010-02-01,0.0,0.0,0.0,2047.0,19971.0,19971.0
2010-03-01,0.0,0.0,0.0,4950.0,48292.0,48292.0
2010-04-01,0.0,0.0,0.0,6706.0,65424.0,65424.0
2010-05-01,66.0,1007.0,1007.0,8755.0,85414.0,85414.0
2010-06-01,1943.0,30527.0,30527.0,9493.0,92614.0,92614.0
2010-07-01,1850.0,29096.0,29096.0,9335.0,91072.0,91072.0
2010-08-01,2278.0,34664.0,34664.0,8578.0,83687.0,83687.0
2010-09-01,3215.0,50358.0,50358.0,6821.0,66546.0,66546.0
2010-10-01,1729.0,27437.0,27437.0,2873.0,28029.0,28029.0
2010-11-01,885.0,14526.0,14526.0,2425.0,23658.0,23658.0
2010-12-01,327.0,5584.0,5584.0,931.0,9083.0,9083.0
2011-01-01,395.0,6402.0,6402.0,19.0,185.0,185.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,277.0,4813.0,4813.0,1910.0,18558.0,18558.0
2011-04-01,481.0,7757.0,7757.0,6102.0,59287.0,59287.0
2011-05-01,28.0,814.0,814.0,8019.0,77913.0,77913.0
2011-06-01,1296.0,20940.0,20940.0,9993.0,97092.0,97092.0
2011-07-01,2285.0,37083.0,37083.0,8736.0,84879.0,84879.0
2011-08-01,2539.0,39714.0,39714.0,8756.0,85073.0,85073.0
2011-09-01,3313.0,49763.0,49763.0,6013.0,58422.0,58422.0
2011-10-01,1710.0,27731.0,27731.0,5021.0,48784.0,48784.0
2011-11-01,1566.0,25727.0,25727.0,1546.0,15021.0,15021.0
2011-12-01,2952.0,47531.0,47531.0,1569.0,15244.0,15244.0
2012-01-01,686.0,11061.0,11061.0,186.0,1770.0,1770.0
2012-02-01,2765.0,43992.0,43992.0,2654.0,25255.0,25255.0
2012-03-01,1602.0,25995.0,25995.0,4746.0,45163.0,45163.0
2012-04-01,2073.0,34751.0,34751.0,6980.0,66422.0,66422.0
2012-05-01,44.0,918.0,918.0,8860.0,84312.0,84312.0
2012-06-01,1872.0,30382.0,30382.0,9880.0,94018.0,94018.0
2012-07-01,2793.0,36619.0,36619.0,8744.0,83208.0,83208.0
2012-08-01,1985.0,34242.0,34242.0,7060.0,67183.0,67183.0
2012-09-01,2434.0,40153.0,40153.0,6408.0,60979.0,60979.0
2012-10-01,0.0,0.0,0.0,4457.0,42413.0,42413.0
2012-11-01,0.0,0.0,0.0,1498.0,14255.0,14255.0
2012-12-01,49.0,943.0,943.0,941.0,8955.0,8955.0
2013-01-01,469.0,6775.0,6775.0,142.0,1355.0,1355.0
2013-02-01,0.0,0.0,0.0,2898.0,27650.0,27650.0
2013-03-01,0.0,0.0,0.0,5212.0,49728.0,49728.0
2013-04-01,0.0,0.0,0.0,6984.0,66634.0,66634.0
2013-05-01,56.0,1112.0,1112.0,6729.0,64201.0,64201.0
2013-06-01,442.0,9901.0,9901.0,8386.0,80011.0,80011.0
2013-07-01,1661.0,27949.0,27949.0,5749.0,54851.0,54851.0
2013-08-01,997.0,18691.0,18691.0,7811.0,74525.0,74525.0
2013-09-01,1357.0,25124.0,25124.0,6335.0,60442.0,60442.0
2013-10-01,0.0,0.0,0.0,4793.0,45730.0,45730.0
2013-11-01,0.0,0.0,0.0,1754.0,16735.0,16735.0
2013-12-01,0.0,0.0,0.0,1524.0,14540.0,14540.0
2014-01-01,290.0,4947.0,4947.0,175.0,1664.0,1664.0
2014-02-01,0.0,0.0,0.0,2050.0,19496.0,19496.0
2014-03-01,0.0,0.0,0.0,3951.0,37574.0,37574.0
2014-04-01,0.0,0.0,0.0,6375.0,60626.0,60626.0
2014-05-01,20.0,860.0,860.0,6448.0,61320.0,61320.0
2014-06-01,933.0,18838.0,18838.0,8206.0,78039.0,78039.0
2014-07-01,759.0,16079.0,16079.0,7646.0,72713.0,72713.0
2014-08-01,977.0,20917.0,20917.0,7297.0,69394.0,69394.0
2014-09-01,1019.0,21562.0,21562.0,6526.0,62062.0,62062.0
2014-10-01,0.0,0.0,0.0,3121.0,29681.0,29681.0
2014-11-01,50.0,1310.0,1310.0,1849.0,17584.0,17584.0
2014-12-01,0.0,0.0,0.0,677.0,6438.0,6438.0
2015-01-01,389.0,5493.0,5493.0,116.0,1081.0,1081.0
2015-02-01,0.0,0.0,0.0,2912.0,27137.0,27137.0
2015-03-01,0.0,0.0,0.0,5069.0,47238.0,47238.0
2015-04-01,0.0,0.0,0.0,6241.0,58160.0,58160.0
2015-05-01,11.0,1162.0,1162.0,6509.0,60657.0,60657.0
2015-06-01,1432.0,26970.0,26970.0,6782.0,63201.0,63201.0
2015-07-01,1507.0,27503.0,27503.0,7255.0,67609.0,67609.0
2015-08-01,1410.0,26042.0,26042.0,7428.0,69222.0,69222.0
2015-09-01,1381.0,26269.0,26269.0,5797.0,54022.0,54022.0
2015-10-01,0.0,0.0,0.0,3117.0,29047.0,29047.0
2015-11-01,0.0,0.0,0.0,1150.0,10717.0,10717.0
2015-12-01,0.0,0.0,0.0,741.0,6905.0,6905.0
2016-01-01,475.0,6686.0,6686.0,64.0,591.0,591.0
2016-02-01,0.0,0.0,0.0,3025.0,27927.0,27927.0
2016-03-01,0.0,0.0,0.0,2995.0,27650.0,27650.0
2016-04-01,0.0,0.0,0.0,4567.0,42163.0,42163.0
2016-05-01,0.0,0.0,0.0,6391.0,59002.0,59002.0
2016-06-01,1523.0,26959.0,26959.0,7070.0,65270.0,65270.0
2016-07-01,836.0,16230.0,16230.0,7879.0,72739.0,72739.0
2016-08-01,1212.0,24455.0,24455.0,7090.0,65455.0,65455.0
2016-09-01,1737.0,31974.0,31974.0,5734.0,52936.0,52936.0
2016-10-01,0.0,0.0,0.0,2707.0,24991.0,24991.0
2016-11-01,0.0,0.0,0.0,1498.0,13830.0,13830.0
2016-12-01,514.0,7164.0,7164.0,14.0,129.0,129.0
2017-01-01,354.0,6112.0,6112.0,81.0,746.0,746.0
2017-02-01,0.0,0.0,0.0,1197.0,11028.0,11028.0
2017-03-01,0.0,0.0,0.0,3742.0,34475.0,34475.0
2017-04-01,0.0,0.0,0.0,4288.0,39505.0,39505.0
2017-05-01,0.0,0.0,0.0,5913.0,54476.0,54476.0
2017-06-01,0.0,0.0,0.0,7278.0,67052.0,67052.0
2017-07-01,0.0,0.0,0.0,6484.0,59737.0,59737.0
2017-08-01,216.0,3656.0,3656.0,6072.0,55941.0,55941.0
2017-09-01,0.0,0.0,0.0,3893.0,35866.0,35866.0
2017-10-01,0.0,0.0,0.0,2957.0,27243.0,27243.0
2017-11-01,0.0,0.0,0.0,723.0,6661.0,6661.0
2017-12-01,0.0,0.0,0.0,554.0,5104.0,5104.0
2018-01-01,0.0,0.0,0.0,90.0,819.0,819.0
2018-02-01,0.0,0.0,0.0,1869.0,17015.0,17015.0
2018-03-01,0.0,0.0,0.0,1748.0,15914.0,15914.0
2018-04-01,0.0,0.0,0.0,3732.0,33976.0,33976.0
2018-05-01,0.0,0.0,0.0,6628.0,60341.0,60341.0
2018-06-01,0.0,0.0,0.0,7338.0,66805.0,66805.0
2018-07-01,0.0,0.0,0.0,5432.0,49453.0,49453.0
2018-08-01,0.0,0.0,0.0,6245.0,56854.0,56854.0
2018-09-01,0.0,0.0,0.0,6174.0,56208.0,56208.0
2018-10-01,0.0,0.0,0.0,2973.0,27066.0,27066.0
2018-11-01,0.0,0.0,0.0,1396.0,12709.0,12709.0
2018-12-01,0.0,0.0,0.0,781.0,7110.0,7110.0
2019-01-01,0.0,0.0,0.0,426.0,3794.0,3794.0
2019-02-01,0.0,0.0,0.0,1340.0,11933.0,11933.0
2019-03-01,0.0,0.0,0.0,3095.0,27561.0,27561.0
2019-04-01,0.0,0.0,0.0,3676.0,32735.0,32735.0
2019-05-01,0.0,0.0,0.0,3890.0,34640.0,34640.0
2019-06-01,0.0,0.0,0.0,6427.0,57232.0,57232.0
2019-07-01,0.0,0.0,0.0,7858.0,69975.0,69975.0
2019-08-01,0.0,0.0,0.0,7854.0,69940.0,69940.0
2019-09-01,0.0,0.0,0.0,4176.0,37187.0,37187.0
2019-10-01,0.0,0.0,0.0,3123.0,27810.0,27810.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0
