measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2005-12-01,,,,33.0,436.8,436.8,6448.0,84992.96,84992.96,-743.0,0.0,0.0
2006-01-01,,,,496.0,5600.0,5600.0,12925.0,146021.0,146021.0,,,
2006-02-01,,,,0.0,0.0,0.0,11526.0,115700.0,115700.0,,,
2006-03-01,,,,0.0,0.0,0.0,14377.0,155205.0,155205.0,,,
2006-04-01,,,,0.0,0.0,0.0,9113.0,89479.0,89479.0,,,
2006-05-01,,,,0.0,0.0,0.0,19944.0,223497.0,223497.0,,,
2006-06-01,,,,0.0,0.0,0.0,24106.0,246891.0,246891.0,,,
2006-07-01,,,,0.0,0.0,0.0,65100.0,737637.0,737637.0,,,
2006-08-01,,,,0.0,0.0,0.0,32242.0,342768.0,342768.0,,,
2006-09-01,,,,0.0,0.0,0.0,28567.0,306248.0,306248.0,,,
2006-10-01,,,,28.0,280.0,280.0,7988.0,79648.0,79648.0,,,
2006-11-01,,,,0.0,0.0,0.0,4631.0,47577.0,47577.0,,,
2006-12-01,,,,0.0,28.0,28.0,6095.0,69319.0,69319.0,,,
2007-01-01,,,,0.0,0.0,0.0,9160.0,87605.0,87605.0,,,
2007-02-01,,,,0.0,0.0,0.0,6510.0,72935.0,72935.0,,,
2007-03-01,,,,0.0,0.0,0.0,7668.0,68520.0,68520.0,,,
2007-04-01,,,,0.0,0.0,0.0,7723.0,89698.0,89698.0,,,
2007-05-01,,,,0.0,0.0,0.0,4641.0,60469.0,60469.0,,,
2007-06-01,,,,0.0,0.0,0.0,12062.0,145996.0,145996.0,,,
2007-07-01,,,,0.0,0.0,0.0,28286.0,311449.0,311449.0,,,
2007-08-01,,,,0.0,0.0,0.0,39788.0,419866.0,419866.0,,,
2007-09-01,,,,0.0,0.0,0.0,39730.0,430111.0,430111.0,,,
2007-10-01,,,,0.0,0.0,0.0,20942.0,227979.0,227979.0,,,
2007-11-01,,,,50.327000000000005,560.0,560.0,13855.673,154175.0,154175.0,,,
2007-12-01,,,,0.0,0.0,0.0,24995.0,263821.0,263821.0,,,
2008-01-01,,,,1158.585,12886.0,12886.0,5203.415,57872.0,57872.0,0.0,0.0,0.0
2008-02-01,,,,96.638,1159.0,1159.0,4793.362,57497.0,57497.0,0.0,0.0,0.0
2008-03-01,,,,0.0,0.0,0.0,5531.0,68108.0,68108.0,0.0,0.0,0.0
2008-04-01,,,,0.0,0.0,0.0,3967.0,48795.0,48795.0,0.0,0.0,0.0
2008-05-01,,,,0.0,0.0,0.0,3941.0,49996.0,49996.0,0.0,0.0,0.0
2008-06-01,,,,0.0,0.0,0.0,25358.0,305063.0,305063.0,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,27649.0,306241.0,306241.0,0.0,0.0,0.0
2008-08-01,,,,238.948,2324.0,2324.0,13618.052,132449.0,132449.0,0.0,0.0,0.0
2008-09-01,,,,1050.165,11306.0,11306.0,19129.835,205958.0,205958.0,0.0,0.0,0.0
2008-10-01,,,,24.132,286.0,286.0,8681.868,102749.0,102749.0,0.0,0.0,0.0
2008-11-01,,,,0.0,0.0,0.0,12996.0,142725.0,142725.0,0.0,0.0,0.0
2008-12-01,,,,1234.3990000000001,13401.0,13401.0,10058.601,109198.0,109198.0,0.0,0.0,0.0
2009-01-01,,,,1085.998,11614.0,11614.0,10097.002,107984.0,107984.0,0.0,0.0,0.0
2009-02-01,,,,0.0,0.0,0.0,5451.0,55457.0,55457.0,0.0,0.0,0.0
2009-03-01,,,,348.875,3758.0,3758.0,4289.125,46197.0,46197.0,0.0,0.0,0.0
2009-04-01,,,,0.0,0.0,0.0,3051.0,38005.0,38005.0,0.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0,2114.0,23631.0,23631.0,0.0,0.0,0.0
2009-06-01,,,,0.0,0.0,0.0,5640.0,58698.0,58698.0,0.0,0.0,0.0
2009-07-01,,,,0.0,0.0,0.0,7584.0,85991.0,85991.0,0.0,0.0,0.0
2009-08-01,,,,0.0,0.0,0.0,16440.0,174123.0,174123.0,0.0,0.0,0.0
2009-09-01,,,,0.0,0.0,0.0,5651.0,66968.0,66968.0,0.0,0.0,0.0
2009-10-01,,,,0.0,0.0,0.0,3923.0,37494.0,37494.0,0.0,0.0,0.0
2009-11-01,,,,0.0,0.0,0.0,5434.0,63235.0,63235.0,0.0,0.0,0.0
2009-12-01,,,,0.0,0.0,0.0,5567.0,57044.0,57044.0,0.0,0.0,0.0
2010-01-01,,,,2395.741,20238.0,20238.0,8538.259,72128.0,72128.0,0.0,0.0,0.0
2010-02-01,,,,1135.584,11889.0,11889.0,8320.416000000001,87109.0,87109.0,0.0,0.0,0.0
2010-03-01,,,,472.872,8025.0,8025.0,3745.128,63556.0,63556.0,0.0,0.0,0.0
2010-04-01,,,,0.0,0.0,0.0,7580.0,81597.0,81597.0,0.0,0.0,0.0
2010-05-01,,,,0.0,0.0,0.0,16599.0,172661.0,172661.0,0.0,0.0,0.0
2010-06-01,,,,0.0,0.0,0.0,22325.0,234438.0,234438.0,0.0,0.0,0.0
2010-07-01,,,,0.0,0.0,0.0,27838.0,288310.0,288310.0,0.0,0.0,0.0
2010-08-01,,,,0.0,0.0,0.0,22565.0,241998.0,241998.0,0.0,0.0,0.0
2010-09-01,,,,0.0,0.0,0.0,22128.0,236840.0,236840.0,0.0,0.0,0.0
2010-10-01,,,,0.0,0.0,0.0,3986.0,43073.0,43073.0,0.0,0.0,0.0
2010-11-01,,,,0.0,0.0,0.0,8102.0,82231.0,82231.0,0.0,0.0,0.0
2010-12-01,,,,3786.293,39099.0,39099.0,14526.707,150010.0,150010.0,0.0,0.0,0.0
2011-01-01,,,,1798.33,18978.0,18978.0,3810.67,40215.0,40215.0,0.0,0.0,0.0
2011-02-01,,,,0.0,0.0,0.0,2448.0,30140.0,30140.0,0.0,0.0,0.0
2011-03-01,,,,0.0,0.0,0.0,4182.0,49491.0,49491.0,0.0,0.0,0.0
2011-04-01,,,,0.0,0.0,0.0,4208.0,46734.0,46734.0,0.0,0.0,0.0
2011-05-01,,,,1.409,17.0,17.0,8661.591,103244.0,103244.0,0.0,0.0,0.0
2011-06-01,,,,0.0,0.0,0.0,9954.0,120649.0,120649.0,0.0,0.0,0.0
2011-07-01,,,,0.0,0.0,0.0,16173.0,167827.0,167827.0,0.0,0.0,0.0
2011-08-01,,,,0.0,0.0,0.0,9377.0,101589.0,101589.0,0.0,0.0,0.0
2011-09-01,,,,0.0,0.0,0.0,14922.0,156737.0,156737.0,0.0,0.0,0.0
2011-10-01,,,,0.0,0.0,0.0,4051.0,47162.0,47162.0,0.0,0.0,0.0
2011-11-01,,,,0.0,0.0,0.0,1142.0,15677.0,15677.0,0.0,0.0,0.0
2011-12-01,,,,0.0,0.0,0.0,1215.0,15444.0,15444.0,0.0,0.0,0.0
2012-01-01,,,,0.0,0.0,0.0,1601.0,24327.0,24327.0,0.0,0.0,0.0
2012-02-01,,,,0.0,0.0,0.0,-95.0,625.0,625.0,0.0,0.0,0.0
2012-03-01,,,,0.0,0.0,0.0,5082.0,54323.0,54323.0,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0,2668.0,26776.0,26776.0,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0,19760.0,184285.0,184285.0,0.0,0.0,0.0
2012-06-01,,,,0.0,0.0,0.0,30295.0,310312.0,310312.0,0.0,0.0,0.0
2012-07-01,,,,0.0,0.0,0.0,86106.0,865733.0,865733.0,0.0,0.0,0.0
2012-08-01,,,,0.0,0.0,0.0,45283.0,447027.0,447027.0,0.0,0.0,0.0
2012-09-01,,,,272.632,2890.0,2890.0,32905.368,348761.0,348761.0,0.0,0.0,0.0
2012-10-01,,,,0.0,0.0,0.0,13007.0,145061.0,145061.0,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,40580.0,384453.0,384453.0,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0,14581.0,159461.0,159461.0,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0,25463.0,249146.0,249146.0,0.0,0.0,0.0
2013-02-01,,,,0.0,0.0,0.0,20353.0,213884.0,213884.0,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0,12775.0,132447.0,132447.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,16461.0,169542.0,169542.0,0.0,0.0,0.0
2013-05-01,,,,0.0,0.0,0.0,28187.0,281515.0,281515.0,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0,29784.0,294923.0,294923.0,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0,78698.0,794960.0,794960.0,0.0,0.0,0.0
2013-08-01,,,,0.0,0.0,0.0,44646.0,456496.0,456496.0,0.0,0.0,0.0
2013-09-01,,,,0.0,0.0,0.0,34046.0,337658.0,337658.0,0.0,0.0,0.0
2013-10-01,,,,0.0,0.0,0.0,40084.0,400299.0,400299.0,0.0,0.0,0.0
2013-11-01,,,,0.0,0.0,0.0,6612.0,74970.0,74970.0,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0,40296.0,384024.0,384024.0,0.0,0.0,0.0
2014-01-01,,,,14528.183,149632.0,149632.0,37955.817,390923.0,390923.0,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0,53470.0,554602.0,554602.0,0.0,0.0,0.0
2014-03-01,,,,0.0,0.0,0.0,51275.0,512604.0,512604.0,0.0,0.0,0.0
2014-04-01,,,,0.0,0.0,0.0,37782.0,380197.0,380197.0,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0,39607.0,411132.0,411132.0,0.0,0.0,0.0
2014-06-01,,,,0.0,0.0,0.0,40638.0,419016.0,419016.0,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0,59525.0,603687.0,603687.0,0.0,0.0,0.0
2014-08-01,,,,0.0,0.0,0.0,34779.0,357084.0,357084.0,0.0,0.0,0.0
2014-09-01,,,,0.0,0.0,0.0,55401.0,571435.0,571435.0,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,83709.0,834653.0,834653.0,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,37347.0,369529.0,369529.0,0.0,0.0,0.0
2014-12-01,,,,95.973,974.0,974.0,35387.027,359279.0,359279.0,0.0,0.0,0.0
2015-01-01,,,,276.11,2845.0,2845.0,21778.89,224391.0,224391.0,0.0,0.0,0.0
2015-02-01,,,,1399.237,14084.0,14084.0,47590.763,479024.0,479024.0,0.0,0.0,0.0
2015-03-01,,,,0.0,0.0,0.0,40699.0,406590.0,406590.0,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,43528.0,438074.0,438074.0,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,118071.0,1185869.0,1185869.0,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,66306.0,669390.0,669390.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,101287.0,1024211.0,1024211.0,0.0,0.0,0.0
2015-08-01,,,,0.0,0.0,0.0,97704.0,1006471.0,1006471.0,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,66153.0,679820.0,679820.0,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,16989.0,169367.0,169367.0,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,47890.0,483300.0,483300.0,0.0,0.0,0.0
2015-12-01,,,,1.11,11.0,11.0,50469.89,509269.0,509269.0,0.0,0.0,0.0
2016-01-01,,,,635.504,7084.0,7084.0,9497.496,105869.0,105869.0,0.0,0.0,0.0
2016-02-01,,,,178.372,1898.0,1898.0,13114.628,139578.0,139578.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,3297.0,33584.0,33584.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,25131.0,260554.0,260554.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,49051.0,504133.0,504133.0,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,60402.0,609775.0,609775.0,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,125634.0,1269666.0,1269666.0,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,117088.0,1183035.0,1183035.0,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,45383.0,465419.0,465419.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,80173.0,801568.0,801568.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,17740.0,188055.0,188055.0,0.0,0.0,0.0
2016-12-01,,,,812.553,9346.0,9346.0,9448.447,108681.0,108681.0,0.0,0.0,0.0
2017-01-01,,,,138.607,1490.0,1490.0,17868.202,191868.0,191868.0,0.0,0.0,0.0
2017-02-01,,,,108.594,1165.0,1165.0,15161.155,162800.0,162800.0,0.0,0.0,0.0
2017-03-01,,,,150.028,1613.0,1613.0,22337.595,239860.0,239860.0,0.0,0.0,0.0
2017-04-01,,,,113.886,1221.0,1221.0,16428.464,176408.0,176408.0,0.0,0.0,0.0
2017-05-01,,,,136.35,1462.0,1462.0,18206.317,195498.0,195498.0,0.0,0.0,0.0
2017-06-01,,,,145.537,1562.0,1562.0,23261.74,249783.0,249783.0,0.0,0.0,0.0
2017-07-01,,,,116.833,1254.0,1254.0,26897.369,288822.0,288822.0,0.0,0.0,0.0
2017-08-01,,,,146.244,1568.0,1568.0,23953.428,257211.0,257211.0,0.0,0.0,0.0
2017-09-01,,,,111.927,1204.0,1204.0,21244.589,228123.0,228123.0,0.0,0.0,0.0
2017-10-01,,,,96.263,1036.0,1036.0,19049.609,204553.0,204553.0,0.0,0.0,0.0
2017-11-01,,,,156.503,1680.0,1680.0,14505.474,155759.0,155759.0,0.0,0.0,0.0
2017-12-01,,,,568.806,6110.0,6110.0,17988.48,193160.0,193160.0,0.0,0.0,0.0
2018-01-01,,,,0.0,0.0,0.0,14601.302,150067.0,150067.0,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0,19927.194,204803.0,204803.0,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0,23613.566,242691.0,242691.0,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0,21973.092,225831.0,225831.0,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0,21622.392,222226.0,222226.0,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0,24561.526,252433.0,252433.0,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0,36293.035,373005.0,373005.0,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0,35756.951,367495.0,367495.0,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0,30509.742,313566.0,313566.0,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,24579.576,252619.0,252619.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,20870.42,214498.0,214498.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,22873.204,235081.0,235081.0,0.0,0.0,0.0
2019-01-01,,,,865.24,10058.0,10058.0,6315.969,73399.0,73399.0,0.0,0.0,0.0
2019-02-01,,,,202.319,2352.0,2352.0,6265.912,72816.0,72816.0,0.0,0.0,0.0
2019-03-01,,,,28.115,325.0,325.0,5966.201,69333.0,69333.0,0.0,0.0,0.0
2019-04-01,,,,12.44,146.0,146.0,6925.362,80480.0,80480.0,0.0,0.0,0.0
2019-05-01,,,,29.233,342.0,342.0,6105.173,70948.0,70948.0,0.0,0.0,0.0
2019-06-01,,,,51.267,594.0,594.0,7529.218,87497.0,87497.0,0.0,0.0,0.0
2019-07-01,,,,22.71,263.0,263.0,10079.556,117134.0,117134.0,0.0,0.0,0.0
2019-08-01,,,,44.427,515.0,515.0,9443.516,109743.0,109743.0,0.0,0.0,0.0
2019-09-01,,,,37.502,437.0,437.0,7507.673,87246.0,87246.0,0.0,0.0,0.0
2019-10-01,,,,56.716,661.0,661.0,7321.449,85082.0,85082.0,0.0,0.0,0.0
2019-11-01,,,,53.064,616.0,616.0,7123.037,82777.0,82777.0,0.0,0.0,0.0
2019-12-01,,,,129.366,1501.0,1501.0,7043.535,81853.0,81853.0,0.0,0.0,0.0
2020-01-01,,,,3.21,34.0,34.0,7545.201,93131.0,93131.0,0.0,0.0,0.0
2020-02-01,,,,2.464,28.0,28.0,6615.564,81656.0,81656.0,0.0,0.0,0.0
2020-03-01,,,,3.424,45.0,45.0,6713.464,82864.0,82864.0,0.0,0.0,0.0
2020-04-01,,,,2.506,34.0,34.0,6102.468,75323.0,75323.0,0.0,0.0,0.0
2020-05-01,,,,3.161,39.0,39.0,5155.934,63640.0,63640.0,0.0,0.0,0.0
2020-06-01,,,,2.335,28.0,28.0,8568.976,105767.0,105767.0,0.0,0.0,0.0
2020-07-01,,,,3.276,39.0,39.0,13066.901,161285.0,161285.0,0.0,0.0,0.0
2020-08-01,,,,2.904,34.0,34.0,11445.392,141271.0,141271.0,0.0,0.0,0.0
2020-09-01,,,,2.687,34.0,34.0,7238.326,89343.0,89343.0,0.0,0.0,0.0
2020-10-01,,,,2.113,28.0,28.0,7983.688,98543.0,98543.0,0.0,0.0,0.0
2020-11-01,,,,2.537,34.0,34.0,7012.943,86562.0,86562.0,0.0,0.0,0.0
2020-12-01,,,,2.957,39.0,39.0,5093.569,62870.0,62870.0,0.0,0.0,0.0
2021-01-01,,,,172.269,2016.0,2016.0,28947.808,338898.0,338898.0,0.0,0.0,0.0
2021-02-01,,,,29.249,342.0,342.0,4914.969,57541.0,57541.0,0.0,0.0,0.0
2021-03-01,,,,32.983,386.0,386.0,5542.375,64886.0,64886.0,0.0,0.0,0.0
2021-04-01,,,,56.436,661.0,661.0,9483.481,111025.0,111025.0,0.0,0.0,0.0
2021-05-01,,,,39.682,465.0,465.0,6668.044,78064.0,78064.0,0.0,0.0,0.0
2021-06-01,,,,129.631,1518.0,1518.0,21782.913,255017.0,255017.0,0.0,0.0,0.0
2021-07-01,,,,65.768,767.0,767.0,11051.501,129382.0,129382.0,0.0,0.0,0.0
2021-08-01,,,,111.448,1305.0,1305.0,18727.484,219246.0,219246.0,0.0,0.0,0.0
2021-09-01,,,,53.781,627.0,627.0,9037.308,105802.0,105802.0,0.0,0.0,0.0
2021-10-01,,,,66.313,778.0,778.0,11143.044,130454.0,130454.0,0.0,0.0,0.0
2021-11-01,,,,24.712,291.0,291.0,4152.64,48616.0,48616.0,0.0,0.0,0.0
2021-12-01,,,,13.684,162.0,162.0,2299.477,26920.0,26920.0,0.0,0.0,0.0
2022-01-01,,,,82.914,927.0,927.0,18715.44,209284.0,209284.0,0.0,0.0,0.0
2022-02-01,,,,60.618,677.0,677.0,13682.774,153007.0,153007.0,0.0,0.0,0.0
2022-03-01,,,,69.02,774.0,774.0,15579.29,174215.0,174215.0,0.0,0.0,0.0
2022-04-01,,,,110.799,1240.0,1240.0,25009.878,279671.0,279671.0,0.0,0.0,0.0
2022-05-01,,,,65.447,734.0,734.0,14772.883,165197.0,165197.0,0.0,0.0,0.0
2022-06-01,,,,80.182,899.0,899.0,18098.884,202390.0,202390.0,0.0,0.0,0.0
2022-07-01,,,,194.292,2174.0,2174.0,43855.992,490416.0,490416.0,0.0,0.0,0.0
2022-08-01,,,,238.539,2669.0,2669.0,53843.55,602102.0,602102.0,0.0,0.0,0.0
2022-09-01,,,,33.683,376.0,376.0,7602.908,85019.0,85019.0,0.0,0.0,0.0
2022-10-01,,,,63.766,711.0,711.0,14393.403,160953.0,160953.0,0.0,0.0,0.0
2022-11-01,,,,47.451,529.0,529.0,10710.725,119771.0,119771.0,0.0,0.0,0.0
2022-12-01,,,,25.404,285.0,285.0,5734.16,64122.0,64122.0,0.0,0.0,0.0
2023-01-01,,,,6.171,75.0,75.0,5447.971,65114.0,65114.0,0.0,0.0,0.0
2023-02-01,,,,6.738,81.0,81.0,5948.401,71095.0,71095.0,0.0,0.0,0.0
2023-03-01,,,,12.123,145.0,145.0,10702.815,127919.0,127919.0,0.0,0.0,0.0
2023-04-01,,,,25.439,307.0,307.0,22458.874,268427.0,268427.0,0.0,0.0,0.0
2023-05-01,,,,15.125,179.0,179.0,13352.756,159591.0,159591.0,0.0,0.0,0.0
2023-06-01,,,,10.986,133.0,133.0,9698.904,115920.0,115920.0,0.0,0.0,0.0
2023-07-01,,,,19.68,237.0,237.0,17374.42,207658.0,207658.0,0.0,0.0,0.0
2023-08-01,,,,9.158,110.0,110.0,8084.715,96628.0,96628.0,0.0,0.0,0.0
2023-09-01,,,,10.465,127.0,127.0,9239.389,110428.0,110428.0,0.0,0.0,0.0
2023-10-01,,,,15.63,185.0,185.0,13799.081,164926.0,164926.0,0.0,0.0,0.0
2023-11-01,,,,15.051,179.0,179.0,13287.886,158816.0,158816.0,0.0,0.0,0.0
2023-12-01,,,,3.126,35.0,35.0,2760.097,32989.0,32989.0,0.0,0.0,0.0
2024-01-01,,,,1.546,17.0,17.0,4057.385,50247.0,50247.0,0.0,0.0,0.0
