measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2020-04-01,217.404,1296.0,2272.0,910.791,5430.0,9519.0
2020-05-01,204.419,1219.0,2136.0,967.515,5768.0,10112.0
2020-06-01,287.558,1714.0,3005.0,891.736,5317.0,9320.0
2020-07-01,402.263,2398.0,4204.0,1001.525,5971.0,10468.0
2020-08-01,500.243,2983.0,5228.0,956.212,5701.0,9994.0
2020-09-01,435.633,2597.0,4553.0,948.452,5655.0,9913.0
2020-10-01,452.416,2697.0,4729.0,912.797,5442.0,9540.0
2020-11-01,361.374,2155.0,3777.0,918.95,5479.0,9605.0
2020-12-01,400.56,2388.0,4187.0,820.753,4893.0,8578.0
2021-01-01,235.365,1399.0,2542.0,1013.579,6026.0,10942.0
2021-02-01,199.598,1187.0,2155.0,941.415,5597.0,10164.0
2021-03-01,214.607,1276.0,2317.0,1051.351,6251.0,11351.0
2021-04-01,190.428,1132.0,2056.0,872.354,5187.0,9418.0
2021-05-01,199.021,1183.0,2149.0,944.251,5614.0,10194.0
2021-06-01,272.151,1618.0,2938.0,970.199,5768.0,10474.0
2021-07-01,375.563,2233.0,4055.0,942.829,5606.0,10179.0
2021-08-01,342.901,2039.0,3702.0,936.787,5570.0,10114.0
2021-09-01,291.769,1735.0,3150.0,950.706,5653.0,10264.0
2021-10-01,278.145,1654.0,3003.0,931.361,5537.0,10055.0
2021-11-01,255.629,1520.0,2760.0,917.627,5456.0,9907.0
2021-12-01,263.844,1569.0,2848.0,919.52,5467.0,9927.0
2022-01-01,188.536,1115.0,2065.0,1060.618,6274.0,11632.0
2022-02-01,156.534,926.0,1716.0,939.271,5556.0,10300.0
2022-03-01,144.836,857.0,1588.0,1013.453,5995.0,11114.0
2022-04-01,148.36,878.0,1627.0,788.736,4665.0,8650.0
2022-05-01,136.146,805.0,1493.0,814.158,4816.0,8928.0
2022-06-01,185.168,1095.0,2031.0,904.201,5348.0,9916.0
2022-07-01,247.365,1463.0,2713.0,972.178,5751.0,10661.0
2022-08-01,298.479,1766.0,3274.0,1022.706,6049.0,11215.0
2022-09-01,273.555,1618.0,3000.0,991.332,5864.0,10872.0
2022-10-01,251.218,1486.0,2755.0,997.906,5903.0,10944.0
2022-11-01,230.701,1365.0,2530.0,847.414,5013.0,9293.0
2022-12-01,254.998,1508.0,2797.0,966.131,5715.0,10595.0
2023-01-01,187.634,1118.0,2064.0,930.174,5541.0,10218.0
2023-02-01,159.828,952.0,1755.0,903.34,5382.0,9923.0
2023-03-01,153.616,915.0,1687.0,954.429,5686.0,10484.0
2023-04-01,120.006,715.0,1318.0,909.802,5420.0,9994.0
2023-05-01,77.727,463.0,853.0,1116.569,6652.0,12265.0
2023-06-01,102.253,609.0,1123.0,998.216,5947.0,10965.0
2023-07-01,236.696,1410.0,2600.0,1041.98,6207.0,11446.0
2023-08-01,238.831,1423.0,2623.0,1118.938,6666.0,12291.0
2023-09-01,169.051,1007.0,1857.0,1042.705,6212.0,11454.0
2023-10-01,206.442,1230.0,2267.0,982.869,5855.0,10796.0
2023-11-01,193.93,1155.0,2130.0,999.263,5953.0,10977.0
2023-12-01,218.336,1301.0,2398.0,1127.365,6716.0,12383.0
2024-01-01,181.476,1084.0,1992.0,836.118,4996.0,9181.0
2024-02-01,123.098,735.0,1352.0,727.747,4348.0,7992.0
2024-03-01,88.11,526.0,968.0,872.788,5215.0,9584.0
2024-04-01,75.005,448.0,824.0,715.179,4273.0,7853.0
2024-05-01,67.486,403.0,741.0,844.201,5044.0,9270.0
2024-06-01,103.825,620.0,1140.0,787.69,4706.0,8650.0
2024-07-01,199.471,1192.0,2190.0,816.452,4878.0,8966.0
2024-08-01,173.261,1035.0,1903.0,825.103,4930.0,9060.0
2024-09-01,152.611,912.0,1676.0,791.144,4727.0,8687.0
2024-10-01,159.89,955.0,1755.0,765.606,4574.0,8407.0
2024-11-01,128.754,769.0,1414.0,816.535,4879.0,8966.0
2024-12-01,141.306,844.0,1552.0,854.144,5103.0,9380.0
