measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2005-05-01,,,,394.76800000000003,7740.67,7740.67,1303.938,14987.68,14987.68,1962.489,21042.04,21042.04
2005-06-01,,,,512.37,10046.64,10046.64,2461.463,28292.45,28292.45,3551.2740000000003,38077.17,38077.17
2005-07-01,,,,521.53,10226.25,10226.25,3240.4,37245.68,37245.68,4336.226000000001,46493.52,46493.52
2005-08-01,,,,612.672,12013.36,12013.36,3219.014,36999.86,36999.86,5021.976000000001,53846.21,53846.21
2005-09-01,,,,401.06100000000004,7864.06,7864.06,1948.9060000000002,22401.04,22401.04,3701.6240000000003,39689.25,39689.25
2005-10-01,,,,445.384,8733.16,8733.16,1381.89,15883.67,15883.67,2969.608,31840.48,31840.48
2005-11-01,,,,358.05,7020.7,7020.7,1211.117,13920.77,13920.77,2573.8920000000003,27597.58,27597.58
2005-12-01,,,,757.0880000000001,14845.1,14845.1,1514.0020000000002,17402.19,17402.19,4664.561000000001,50013.98,50013.98
2006-01-01,,,,45.482,1247.0,1247.0,1754.4,21022.0,21022.0,1648.2920000000001,18689.0,18689.0
2006-02-01,,,,23.799,652.0,652.0,1983.188,23763.0,23763.0,1271.9460000000001,14422.0,14422.0
2006-03-01,,,,19.992,548.0,548.0,2613.367,31314.0,31314.0,551.417,6252.0,6252.0
2006-04-01,,,,38.295,1050.0,1050.0,2162.654,25914.0,25914.0,435.18100000000004,4934.0,4934.0
2006-05-01,,,,35.796,981.0,981.0,2848.766,34135.0,34135.0,322.789,3660.0,3660.0
2006-06-01,,,,32.536,892.0,892.0,3669.5350000000003,43970.0,43970.0,770.143,8732.0,8732.0
2006-07-01,,,,47.129000000000005,1292.0,1292.0,6566.509,78683.0,78683.0,1639.662,18591.0,18591.0
2006-08-01,,,,45.715,1253.0,1253.0,5834.9220000000005,69916.0,69916.0,1616.554,18329.0,18329.0
2006-09-01,,,,21.002000000000002,576.0,576.0,3432.22,41126.0,41126.0,372.03200000000004,4218.0,4218.0
2006-10-01,,,,22.185,608.0,608.0,3717.775,44548.0,44548.0,727.3620000000001,8247.0,8247.0
2006-11-01,,,,26.124000000000002,716.0,716.0,2499.429,29949.0,29949.0,881.8810000000001,9999.0,9999.0
2006-12-01,,,,28.945,793.0,793.0,2537.235,30402.0,30402.0,922.7410000000001,10462.0,10462.0
2007-01-01,,,,0.0,0.0,0.0,3546.53,39452.0,39452.0,1922.47,21386.0,21386.0
2007-02-01,,,,0.0,0.0,0.0,994.7170000000001,9335.0,9335.0,16019.283,150334.0,150334.0
2007-03-01,,,,0.0,0.0,0.0,607.768,6058.0,6058.0,2688.232,26795.0,26795.0
2007-04-01,,,,0.0,0.0,0.0,805.563,8035.0,8035.0,8262.437,82408.0,82408.0
2007-05-01,,,,0.0,0.0,0.0,477.63100000000003,4763.0,4763.0,3354.369,33451.0,33451.0
2007-06-01,,,,0.0,0.0,0.0,5429.5960000000005,59983.0,59983.0,2919.404,32252.0,32252.0
2007-07-01,,,,0.0,0.0,0.0,8513.0,105726.0,105726.0,0.0,0.0,0.0
2007-08-01,,,,0.0,0.0,0.0,6161.0,76335.0,76335.0,0.0,0.0,0.0
2007-09-01,,,,0.0,0.0,0.0,174.0,4923.0,4923.0,0.0,0.0,0.0
2007-10-01,,,,0.0,0.0,0.0,1021.0,14212.0,14212.0,0.0,0.0,0.0
2007-11-01,,,,0.0,0.0,0.0,2084.112,21316.0,21316.0,3199.8880000000004,32728.0,32728.0
2007-12-01,,,,0.0,0.0,0.0,163.5,1701.0,1701.0,2941.5,30600.0,30600.0
2008-01-01,,,,0.0,0.0,0.0,295.86600000000004,3376.0,3376.0,3267.134,37278.0,37278.0
2008-02-01,,,,0.0,0.0,0.0,299.392,3617.0,3617.0,3160.608,38188.0,38188.0
2008-03-01,,,,0.0,0.0,0.0,537.753,6082.0,6082.0,2733.2470000000003,30914.0,30914.0
2008-04-01,,,,0.0,0.0,0.0,-87.5,0.0,0.0,-87.5,0.0,0.0
2008-05-01,,,,0.0,0.0,0.0,476.23600000000005,6053.0,6053.0,929.764,11817.0,11817.0
2008-06-01,,,,0.0,0.0,0.0,524.0,9539.0,9539.0,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,2282.0,29911.0,29911.0,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,730.0,12474.0,12474.0,0.0,0.0,0.0
2008-09-01,,,,0.0,0.0,0.0,-82.0,0.0,0.0,-82.0,0.0,0.0
2008-10-01,,,,0.0,0.0,0.0,-80.5,0.0,0.0,-80.5,0.0,0.0
2008-11-01,,,,0.0,0.0,0.0,85.87100000000001,1223.0,1223.0,448.129,6383.0,6383.0
2008-12-01,,,,0.0,0.0,0.0,520.3580000000001,6205.0,6205.0,2973.6420000000003,35458.0,35458.0
2009-01-01,,,,0.0,0.0,0.0,339.22,4215.0,4215.0,1868.78,23221.0,23221.0
2009-02-01,,,,0.0,0.0,0.0,134.0,4095.0,4095.0,0.0,0.0,0.0
2009-03-01,,,,,,,325.0,7231.0,7231.0,0.0,0.0,0.0
2009-04-01,,,,,,,457.0,8577.0,8577.0,0.0,0.0,0.0
2009-05-01,,,,,,,1024.228,14366.0,14366.0,843.772,11835.0,11835.0
2009-06-01,,,,,,,2959.0,37959.0,37959.0,0.0,0.0,0.0
2009-07-01,,,,,,,1102.0,15799.0,15799.0,0.0,0.0,0.0
2009-08-01,,,,,,,1682.0,22946.0,22946.0,0.0,0.0,0.0
2009-09-01,,,,,,,-76.0,0.0,0.0,-76.0,0.0,0.0
2009-10-01,,,,,,,966.0,14371.0,14371.0,0.0,0.0,0.0
2009-11-01,,,,,,,-85.0,0.0,0.0,-85.0,0.0,0.0
2009-12-01,,,,,,,-2.0,2861.0,2861.0,0.0,0.0,0.0
2010-01-01,,,,0.0,0.0,0.0,2209.0,28219.0,28219.0,0.0,0.0,0.0
2010-02-01,,,,0.0,0.0,0.0,-132.65,0.0,0.0,-37.35,0.0,0.0
2010-03-01,,,,0.0,0.0,0.0,-138.112,0.0,0.0,-38.888000000000005,0.0,0.0
2010-04-01,,,,0.0,0.0,0.0,2171.0,26145.0,26145.0,0.0,0.0,0.0
2010-05-01,,,,0.0,0.0,0.0,-139.672,0.0,0.0,-39.328,0.0,0.0
2010-06-01,,,,0.0,0.0,0.0,1846.0,24807.0,24807.0,0.0,0.0,0.0
2010-07-01,,,,0.0,0.0,0.0,5862.0,72747.0,72747.0,0.0,0.0,0.0
2010-08-01,,,,0.0,0.0,0.0,7429.0,91686.0,91686.0,0.0,0.0,0.0
2010-09-01,,,,0.0,0.0,0.0,110.0,3560.0,3560.0,0.0,0.0,0.0
2010-10-01,,,,0.0,0.0,0.0,-130.309,0.0,0.0,-36.691,0.0,0.0
2010-11-01,,,,0.0,0.0,0.0,1300.0,8627.0,8627.0,0.0,0.0,0.0
2010-12-01,,,,0.0,0.0,0.0,-148.255,0.0,0.0,-41.745000000000005,0.0,0.0
2011-01-01,,,,0.0,0.0,0.0,-163.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,,,,,,,-155.0,2001.0,2001.0,0.0,0.0,0.0
2011-03-01,,,,,,,1160.0,14582.0,14582.0,0.0,0.0,0.0
2011-04-01,,,,,,,197.0,4002.0,4002.0,0.0,0.0,0.0
2011-05-01,,,,,,,809.0,11175.0,11175.0,0.0,0.0,0.0
2011-06-01,,,,,,,936.0,12577.0,12577.0,0.0,0.0,0.0
2011-07-01,,,,,,,6842.0,81510.0,81510.0,0.0,0.0,0.0
2011-08-01,,,,,,,2961.0,36256.0,36256.0,0.0,0.0,0.0
2011-09-01,,,,,,,854.0,10851.0,10851.0,0.0,0.0,0.0
2011-10-01,,,,,,,365.0,6156.0,6156.0,0.0,0.0,0.0
2011-11-01,,,,,,,5285.0,66159.0,66159.0,0.0,0.0,0.0
2011-12-01,,,,,,,0.0,0.0,0.0,12738.0,0.0,0.0
2012-01-01,,,,,,,2068.0,26426.0,26426.0,0.0,0.0,0.0
2012-02-01,,,,,,,204.0,5029.0,5029.0,0.0,0.0,0.0
2012-03-01,,,,,,,547.0,9258.0,9258.0,0.0,0.0,0.0
2012-04-01,,,,,,,185.0,5285.0,5285.0,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0,-100.885,0.0,0.0,-63.115,0.0,0.0
2012-06-01,,,,,,,1375.0,18729.0,18729.0,0.0,0.0,0.0
2012-07-01,,,,,,,10834.0,140401.0,140401.0,0.0,0.0,0.0
2012-08-01,,,,,,,1188.0,13648.0,13648.0,0.0,0.0,0.0
2012-09-01,,,,,,,2726.0,34791.0,34791.0,0.0,0.0,0.0
2012-10-01,,,,,,,1094.0,15543.0,15543.0,0.0,0.0,0.0
2012-11-01,,,,,,,1209.0,15870.0,15870.0,0.0,0.0,0.0
2012-12-01,,,,,,,12.0,2213.0,2213.0,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0,-192.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,,,,0.0,0.0,0.0,-167.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0,499.0,9320.0,9320.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,-177.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,,,,0.0,0.0,0.0,475.0,9420.0,9420.0,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0,1344.0,18572.0,18572.0,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0,2403.0,32299.0,32299.0,0.0,0.0,0.0
2013-08-01,,,,0.0,0.0,0.0,42.0,3173.0,3173.0,0.0,0.0,0.0
2013-09-01,,,,0.0,0.0,0.0,1409.0,19275.0,19275.0,0.0,0.0,0.0
2013-10-01,,,,0.0,0.0,0.0,502.0,8862.0,8862.0,0.0,0.0,0.0
2013-11-01,,,,0.0,0.0,0.0,-174.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0,-187.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,,,,0.0,0.0,0.0,-195.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0,-174.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,,,,0.0,0.0,0.0,-181.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,,,,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0,-153.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,,,,0.0,0.0,0.0,-153.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0,882.0,14038.0,14038.0,0.0,0.0,0.0
2014-08-01,,,,0.0,0.0,0.0,591.0,11232.0,11232.0,0.0,0.0,0.0
2014-09-01,,,,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,104.0,3760.0,3760.0,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,666.0,10605.0,10605.0,0.0,0.0,0.0
2014-12-01,,,,0.0,0.0,0.0,-187.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,-188.0,73.0,73.0,0.0,0.0,0.0
2015-02-01,,,,0.0,0.0,0.0,-44.0,2036.0,2036.0,0.0,0.0,0.0
2015-03-01,,,,0.0,0.0,0.0,454.0,8843.0,8843.0,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,-161.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,-159.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,-149.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,4116.0,51436.0,51436.0,0.0,0.0,0.0
2015-08-01,,,,0.0,0.0,0.0,2408.0,35981.0,35981.0,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,14172.0,160856.0,160856.0,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,-162.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,-168.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,-195.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,-187.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0,8437.0,104281.0,104281.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,2376.0,24682.0,24682.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,-139.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,509.0,8837.0,8837.0,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,218.0,7621.0,7621.0,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,2732.0,35149.0,35149.0,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,163.0,4159.0,4159.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,65.0,3160.0,3160.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,-174.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,0.0,0.0,0.0,-168.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0,-145.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,0.0,0.0,0.0,-147.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0,-140.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,,,,0.0,0.0,0.0,183.0,4634.0,4634.0,0.0,0.0,0.0
2017-07-01,,,,0.0,0.0,0.0,11761.0,136858.0,136858.0,0.0,0.0,0.0
2017-08-01,,,,0.0,0.0,0.0,842.0,13177.0,13177.0,0.0,0.0,0.0
2017-09-01,,,,0.0,0.0,0.0,1744.0,22929.0,22929.0,0.0,0.0,0.0
2017-10-01,,,,0.0,0.0,0.0,1855.0,23191.0,23191.0,0.0,0.0,0.0
2017-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
