measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-09-01,107875.24,1193907.0,1193907.0,97.757,1082.0,1082.0
2012-10-01,115834.32,1296221.0,1296221.0,3.678,41.0,41.0
2012-11-01,102772.16,1152616.0,1152616.0,82.837,929.0,929.0
2012-12-01,111455.13,1242235.0,1242235.0,35.874,400.0,400.0
2013-01-01,117482.83,1314024.0,1314024.0,34.171,382.0,382.0
2013-02-01,46180.11,528252.0,528252.0,398.89,4563.0,4563.0
2013-03-01,113406.85,1271869.0,1271869.0,165.152,1852.0,1852.0
2013-04-01,100986.57,1078680.0,1078680.0,146.43,1564.0,1564.0
2013-05-01,98296.127,1103143.0,1103143.0,62.873,706.0,706.0
2013-06-01,87759.06,987531.0,987531.0,102.94,1158.0,1158.0
2013-07-01,107947.86,1206281.0,1206281.0,53.145,594.0,594.0
2013-08-01,104818.62,1175524.0,1175524.0,148.378,1664.0,1664.0
2013-09-01,104516.0,1172511.0,1172511.0,0.0,0.0,0.0
2013-10-01,107252.0,1196419.0,1196419.0,0.0,0.0,0.0
2013-11-01,105026.89,1173930.0,1173930.0,103.108,1152.0,1152.0
2013-12-01,102795.35,1154758.0,1154758.0,81.655,917.0,917.0
2014-01-01,106769.31,1222873.0,1222873.0,64.686,741.0,741.0
2014-02-01,98767.283,1128852.0,1128852.0,7.717,88.0,88.0
2014-03-01,93127.393,1073150.0,1073150.0,129.607,1494.0,1494.0
2014-04-01,91542.679,1046912.0,1046912.0,84.321,964.0,964.0
2014-05-01,109024.43,1246359.0,1246359.0,2.572,29.0,29.0
2014-06-01,104918.0,1200427.0,1200427.0,0.0,0.0,0.0
2014-07-01,103355.0,1180577.0,1180577.0,0.0,0.0,0.0
2014-08-01,114301.76,1284036.0,1284036.0,184.245,2070.0,2070.0
2014-09-01,112901.68,1261221.0,1261221.0,86.324,964.0,964.0
2014-10-01,117340.58,1310212.0,1310212.0,87.416,976.0,976.0
2014-11-01,106299.34,1188592.0,1188592.0,155.656,1740.0,1740.0
2014-12-01,124482.35,1388874.0,1388874.0,12.648,141.0,141.0
2015-01-01,120039.74,1491251.0,1491251.0,4.26,53.0,53.0
2015-02-01,108980.68,1220723.0,1220723.0,80.316,900.0,900.0
2015-03-01,112814.75,1245736.0,1245736.0,12.247,135.0,135.0
2015-04-01,51916.555,577472.0,577472.0,17.445,194.0,194.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0
