measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed
2008-11-01,2927.234,57352.0,57352.0
2008-12-01,3031.7780000000002,59401.0,59401.0
2009-01-01,3136.536,62345.0,62345.0
2009-02-01,2457.402,48846.0,48846.0
2009-03-01,2341.234,46537.0,46537.0
2009-04-01,2082.09,41386.0,41386.0
2009-05-01,2680.802,53286.0,53286.0
2009-06-01,2251.8740000000003,44761.0,44761.0
2009-07-01,2707.61,53819.0,53819.0
2009-08-01,2627.186,52221.0,52221.0
2009-09-01,2180.386,43340.0,43340.0
2009-10-01,3127.6020000000003,62167.0,62167.0
2009-11-01,3529.723,70161.0,70161.0
2009-12-01,3413.5550000000003,67852.0,67852.0
2010-01-01,2589.2180000000003,52938.0,52938.0
2010-02-01,2360.502,48262.0,48262.0
2010-03-01,2663.8,54463.0,54463.0
2010-04-01,2346.2070000000003,47970.0,47970.0
2010-05-01,2781.266,56865.0,56865.0
2010-06-01,2699.848,55200.0,55200.0
2010-07-01,2515.88,51439.0,51439.0
2010-08-01,2591.705,52989.0,52989.0
2010-09-01,2752.0550000000003,56268.0,56268.0
2010-10-01,1896.2330000000002,38770.0,38770.0
2010-11-01,2552.549,52189.0,52189.0
2010-12-01,2407.737,49228.0,49228.0
2011-01-01,2409.008,51318.0,51318.0
2011-02-01,1882.038,40092.0,40092.0
2011-03-01,2258.446,48110.0,48110.0
2011-04-01,2258.446,48110.0,48110.0
2011-05-01,2092.826,44582.0,44582.0
2011-06-01,2003.994,42689.0,42689.0
2011-07-01,2454.178,52279.0,52279.0
2011-08-01,2657.438,56609.0,56609.0
2011-09-01,2574.628,54845.0,54845.0
2011-10-01,2243.389,47789.0,47789.0
2011-11-01,2220.805,47308.0,47308.0
2011-12-01,2153.804,45881.0,45881.0
2012-01-01,2005.003,41857.0,41857.0
2012-02-01,1785.478,37274.0,37274.0
2012-03-01,1887.924,39412.0,39412.0
2012-04-01,1873.288,39107.0,39107.0
2012-05-01,1880.606,39260.0,39260.0
2012-06-01,2509.914,52397.0,52397.0
2012-07-01,1990.369,41551.0,41551.0
2012-08-01,2070.862,43232.0,43232.0
2012-09-01,2022.566,42223.0,42223.0
2012-10-01,1902.559,39718.0,39718.0
2012-11-01,1668.398,34830.0,34830.0
2012-12-01,1683.033,35135.0,35135.0
2013-01-01,2073.434,37513.0,37513.0
2013-02-01,1927.265,34868.0,34868.0
2013-03-01,2105.506,38094.0,38094.0
2013-04-01,1845.243,33384.0,33384.0
2013-05-01,2031.634,36757.0,36757.0
2013-06-01,1862.857,33703.0,33703.0
2013-07-01,1437.496,26007.0,26007.0
2013-08-01,1491.127,26978.0,26978.0
2013-09-01,1931.734,34949.0,34949.0
2013-10-01,2008.499,36338.0,36338.0
2013-11-01,2064.495,37352.0,37352.0
2013-12-01,2007.71,36324.0,36324.0
2014-01-01,2358.043,43171.0,43171.0
2014-02-01,2004.73,36702.0,36702.0
2014-03-01,2102.629,38494.0,38494.0
2014-04-01,2318.822,42452.0,42452.0
2014-05-01,2176.367,39844.0,39844.0
2014-06-01,2235.357,40924.0,40924.0
2014-07-01,2332.628,42705.0,42705.0
2014-08-01,2308.781,42269.0,42269.0
2014-09-01,1561.675,28591.0,28591.0
2014-10-01,1307.514,23938.0,23938.0
2014-11-01,1294.336,23697.0,23697.0
2014-12-01,934.118,17102.0,17102.0
2015-01-01,1208.833,21798.0,21798.0
2015-02-01,1217.866,21962.0,21962.0
2015-03-01,1520.752,27423.0,27423.0
2015-04-01,2027.77,36567.0,36567.0
2015-05-01,2094.91,37778.0,37778.0
2015-06-01,1762.519,31783.0,31783.0
2015-07-01,2035.598,36708.0,36708.0
2015-08-01,2087.986,37653.0,37653.0
2015-09-01,1945.274,35079.0,35079.0
2015-10-01,2017.834,36388.0,36388.0
2015-11-01,2073.534,37392.0,37392.0
2015-12-01,2015.124,36339.0,36339.0
2016-01-01,2081.671,38020.0,38020.0
2016-02-01,1957.24,35748.0,35748.0
2016-03-01,2084.844,38079.0,38079.0
2016-04-01,1975.65,36085.0,36085.0
2016-05-01,2080.718,38004.0,38004.0
2016-06-01,1936.29,35366.0,35366.0
2016-07-01,2150.551,39279.0,39279.0
2016-08-01,1324.93,24200.0,24200.0
2016-09-01,1266.207,23127.0,23127.0
2016-10-01,1290.648,23573.0,23573.0
2016-11-01,1837.253,33557.0,33557.0
2016-12-01,1848.998,33771.0,33771.0
2017-01-01,2330.288,23341.0,23341.0
2017-02-01,2104.401,21078.0,21078.0
2017-03-01,2294.651,22984.0,22984.0
2017-04-01,2185.432,21890.0,21890.0
2017-05-01,2356.992,23609.0,23609.0
2017-06-01,2166.272,21698.0,21698.0
2017-07-01,2082.447,20859.0,20859.0
2017-08-01,2095.845,20993.0,20993.0
2017-09-01,1998.453,20017.0,20017.0
2017-10-01,2154.749,21583.0,21583.0
2017-11-01,2069.225,20726.0,20726.0
2017-12-01,2233.245,22369.0,22369.0
2018-01-01,1789.175,32171.0,32171.0
2018-02-01,1576.976,28355.0,28355.0
2018-03-01,1698.142,30533.0,30533.0
2018-04-01,1690.32,30392.0,30392.0
2018-05-01,1776.208,31937.0,31937.0
2018-06-01,1593.818,28657.0,28657.0
2018-07-01,1637.588,29444.0,29444.0
2018-08-01,1560.851,28065.0,28065.0
2018-09-01,1486.801,26733.0,26733.0
2018-10-01,1722.378,30969.0,30969.0
2018-11-01,1675.084,30119.0,30119.0
2018-12-01,1730.659,31118.0,31118.0
2019-01-01,1587.124,29723.0,29723.0
2019-02-01,1428.146,26745.0,26745.0
2019-03-01,1622.811,30391.0,30391.0
2019-04-01,1501.705,28123.0,28123.0
2019-05-01,1592.773,29829.0,29829.0
2019-06-01,1470.723,27543.0,27543.0
2019-07-01,1477.699,27674.0,27674.0
2019-08-01,1439.457,26958.0,26958.0
2019-09-01,1352.923,25337.0,25337.0
2019-10-01,1404.369,26300.0,26300.0
2019-11-01,1382.848,25897.0,25897.0
2019-12-01,1534.422,28736.0,28736.0
2020-01-01,1428.355,27785.0,27785.0
2020-02-01,1279.432,24889.0,24889.0
2020-03-01,1455.789,28319.0,28319.0
2020-04-01,1398.522,27205.0,27205.0
2020-05-01,1375.381,26755.0,26755.0
2020-06-01,1285.73,25011.0,25011.0
2020-07-01,1258.448,24480.0,24480.0
2020-08-01,1245.414,24227.0,24227.0
2020-09-01,1245.537,24229.0,24229.0
2020-10-01,1354.089,26341.0,26341.0
2020-11-01,1282.093,24940.0,24940.0
2020-12-01,1414.21,27510.0,27510.0
2021-01-01,1384.42,28022.0,28022.0
2021-02-01,1166.167,23605.0,23605.0
2021-03-01,1258.82,25480.0,25480.0
2021-04-01,1194.884,24186.0,24186.0
2021-05-01,1256.261,25428.0,25428.0
2021-06-01,1163.414,23549.0,23549.0
2021-07-01,1198.444,24258.0,24258.0
2021-08-01,1118.056,22631.0,22631.0
2021-09-01,1137.167,23018.0,23018.0
2021-10-01,1084.874,21959.0,21959.0
2021-11-01,984.296,19924.0,19924.0
2021-12-01,1207.197,24435.0,24435.0
2022-01-01,1100.683,23595.0,23595.0
2022-02-01,1041.288,22322.0,22322.0
2022-03-01,1151.879,24692.0,24692.0
2022-04-01,1075.484,23054.0,23054.0
2022-05-01,1068.285,22900.0,22900.0
2022-06-01,979.42,20995.0,20995.0
2022-07-01,981.193,21033.0,21033.0
2022-08-01,950.449,20374.0,20374.0
2022-09-01,1006.959,21586.0,21586.0
2022-10-01,999.396,21423.0,21423.0
2022-11-01,1002.92,21499.0,21499.0
2022-12-01,830.044,17793.0,17793.0
2023-01-01,1107.911,23582.0,23582.0
2023-02-01,924.858,19685.0,19685.0
2023-03-01,1064.8,22664.0,22664.0
2023-04-01,996.936,21219.0,21219.0
2023-05-01,1050.086,22351.0,22351.0
2023-06-01,1046.322,22271.0,22271.0
2023-07-01,1025.86,21835.0,21835.0
2023-08-01,965.771,20556.0,20556.0
2023-09-01,835.319,17779.0,17779.0
2023-10-01,927.163,19734.0,19734.0
2023-11-01,914.314,19461.0,19461.0
2023-12-01,906.66,19298.0,19298.0
2024-01-01,957.984,21720.0,21720.0
2024-02-01,949.838,21535.0,21535.0
2024-03-01,1002.771,22735.0,22735.0
2024-04-01,909.912,20630.0,20630.0
2024-05-01,956.744,21692.0,21692.0
2024-06-01,919.879,20856.0,20856.0
2024-07-01,934.333,21184.0,21184.0
2024-08-01,956.482,21686.0,21686.0
2024-09-01,838.432,19010.0,19010.0
2024-10-01,935.174,21203.0,21203.0
2024-11-01,869.222,19708.0,19708.0
2024-12-01,752.229,17055.0,17055.0
