measured_on,Anthracite Coal - Combined Cycle Combustion Turbine Part - Coal - Generation,Anthracite Coal - Combined Cycle Combustion Turbine Part - Coal - Quantity Consumed For Electricity,Anthracite Coal - Combined Cycle Combustion Turbine Part - Coal - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Kerosene - Combined Cycle Steam Part - Waste Oil - Generation,Kerosene - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2022-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6607.0,87825.0,87825.0,3260.0,11641.0,11641.0
2022-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6116.0,80994.0,80994.0,3209.0,13367.0,13367.0
2022-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,426.0,5578.0,5578.0,161.0,451.0,451.0
2022-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,29.0,29.0,0.0,0.0,0.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,662.0,8280.0,8280.0,165.0,75.0,75.0
2023-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,23.0,23.0,0.0,0.0,0.0
2023-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,426.0,5636.0,5636.0,154.0,356.0,356.0
2023-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4199.0,55527.0,55527.0,1855.0,6276.0,6276.0
2023-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,453.0,5965.0,5965.0,217.0,951.0,951.0
2023-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,758.0,10117.0,10117.0,336.0,1129.0,1129.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
