measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2007-02-01,,,,0.17800000000000002,35.0,35.0,0.9460000000000001,187.0,187.0
2007-03-01,,,,0.115,23.0,23.0,0.6,119.0,119.0
2007-04-01,,,,0.12,23.0,23.0,0.643,127.0,127.0
2007-05-01,,,,0.105,23.0,23.0,0.95,188.0,188.0
2007-06-01,,,,0.10300000000000001,23.0,23.0,1.1420000000000001,226.0,226.0
2007-07-01,,,,0.11,23.0,23.0,1.374,272.0,272.0
2007-08-01,,,,0.131,23.0,23.0,3.176,628.0,628.0
2007-09-01,,,,0.153,29.0,29.0,1.11,220.0,220.0
2007-10-01,,,,0.17200000000000001,35.0,35.0,1.025,203.0,203.0
2007-11-01,,,,0.17,35.0,35.0,0.449,88.0,88.0
2007-12-01,,,,0.136,29.0,29.0,0.515,102.0,102.0
2008-01-01,,,,0.045000000000000005,17.0,17.0,0.41600000000000004,83.0,83.0
2008-02-01,,,,0.038,6.0,6.0,0.331,68.0,68.0
2008-03-01,,,,0.033,6.0,6.0,0.24100000000000002,49.0,49.0
2008-04-01,,,,0.033,6.0,6.0,0.184,38.0,38.0
2008-05-01,,,,0.038,6.0,6.0,0.154,31.0,31.0
2008-06-01,,,,0.027,6.0,6.0,0.5670000000000001,116.0,116.0
2008-07-01,,,,0.022000000000000002,6.0,6.0,0.9760000000000001,199.0,199.0
2008-08-01,,,,0.032,6.0,6.0,0.61,124.0,124.0
2008-09-01,,,,0.032,6.0,6.0,0.35500000000000004,73.0,73.0
2008-10-01,,,,0.029,6.0,6.0,0.184,38.0,38.0
2008-11-01,,,,0.036000000000000004,6.0,6.0,0.184,37.0,37.0
2008-12-01,,,,0.033,6.0,6.0,0.4,82.0,82.0
2009-01-01,,,,1.679,35.0,35.0,17.447,303.0,303.0
2009-02-01,,,,0.665,12.0,12.0,10.033000000000001,172.0,172.0
2009-03-01,,,,1.794,29.0,29.0,12.291,211.0,211.0
2009-04-01,,,,1.4280000000000002,23.0,23.0,12.066,207.0,207.0
2009-05-01,,,,1.175,17.0,17.0,10.625,183.0,183.0
2009-06-01,,,,1.542,29.0,29.0,21.541,370.0,370.0
2009-07-01,,,,1.352,23.0,23.0,13.187000000000001,227.0,227.0
2009-08-01,,,,1.29,23.0,23.0,23.274,400.0,400.0
2009-09-01,,,,0.83,12.0,12.0,14.613000000000001,251.0,251.0
2009-10-01,,,,1.306,23.0,23.0,4.857,83.0,83.0
2009-11-01,,,,1.11,17.0,17.0,3.6460000000000004,63.0,63.0
2009-12-01,,,,0.999,17.0,17.0,4.25,73.0,73.0
2010-01-01,,,,1.192,12.0,12.0,7.881,150.0,150.0
2010-02-01,,,,1.072,23.0,23.0,5.256,101.0,101.0
2010-03-01,,,,1.364,29.0,29.0,4.065,78.0,78.0
2010-04-01,,,,1.26,23.0,23.0,3.935,76.0,76.0
2010-05-01,,,,1.2770000000000001,23.0,23.0,10.047,193.0,193.0
2010-06-01,,,,1.3880000000000001,29.0,29.0,17.804000000000002,342.0,342.0
2010-07-01,,,,1.235,23.0,23.0,34.058,654.0,654.0
2010-08-01,,,,1.578,29.0,29.0,36.691,704.0,704.0
2010-09-01,,,,1.16,23.0,23.0,7.795000000000001,150.0,150.0
2010-10-01,,,,1.139,23.0,23.0,2.7960000000000003,53.0,53.0
2010-11-01,,,,1.078,23.0,23.0,2.7960000000000003,53.0,53.0
2010-12-01,,,,1.078,23.0,23.0,10.055,193.0,193.0
2011-01-01,,,,2.582,41.0,41.0,7.682,134.0,134.0
2011-02-01,,,,1.25,23.0,23.0,5.282,92.0,92.0
2011-03-01,,,,1.335,23.0,23.0,6.579,116.0,116.0
2011-04-01,,,,1.145,17.0,17.0,6.689,117.0,117.0
2011-05-01,,,,2.185,41.0,41.0,12.152,213.0,213.0
2011-06-01,,,,1.953,35.0,35.0,11.446,201.0,201.0
2011-07-01,,,,1.757,29.0,29.0,33.96,596.0,596.0
2011-08-01,,,,1.056,17.0,17.0,18.837,330.0,330.0
2011-09-01,,,,1.497,29.0,29.0,6.474,114.0,114.0
2011-10-01,,,,1.846,35.0,35.0,4.419,78.0,78.0
2011-11-01,,,,1.607,29.0,29.0,3.585,63.0,63.0
2011-12-01,,,,2.282,41.0,41.0,5.4,94.0,94.0
2012-01-01,,,,1.308,29.0,29.0,9.263,166.0,166.0
2012-02-01,,,,1.714,29.0,29.0,12.541,226.0,226.0
2012-03-01,,,,1.244,23.0,23.0,14.083,254.0,254.0
2012-04-01,,,,1.546,29.0,29.0,16.096,290.0,290.0
2012-05-01,,,,1.433,23.0,23.0,12.694,229.0,229.0
2012-06-01,,,,1.35,23.0,23.0,21.756,393.0,393.0
2012-07-01,,,,1.561,29.0,29.0,35.706,644.0,644.0
2012-08-01,,,,1.296,23.0,23.0,16.751,303.0,303.0
2012-09-01,,,,1.365,23.0,23.0,11.584,209.0,209.0
2012-10-01,,,,1.663,29.0,29.0,4.801,86.0,86.0
2012-11-01,,,,2.235,41.0,41.0,6.885,124.0,124.0
2012-12-01,,,,1.291,23.0,23.0,4.834,87.0,87.0
2013-01-01,,,,3.851,64.0,64.0,16.259,269.0,269.0
2013-02-01,,,,1.702,29.0,29.0,16.244,270.0,270.0
2013-03-01,,,,2.537,40.0,40.0,30.313,504.0,504.0
2013-04-01,,,,2.578,40.0,40.0,26.1,434.0,434.0
2013-05-01,,,,5.6,92.0,92.0,19.008,316.0,316.0
2013-06-01,,,,3.329,58.0,58.0,17.706,294.0,294.0
2013-07-01,,,,3.62,58.0,58.0,48.142,800.0,800.0
2013-08-01,,,,2.983,52.0,52.0,33.484,557.0,557.0
2013-09-01,,,,2.38,40.0,40.0,19.759,329.0,329.0
2013-10-01,,,,2.702,46.0,46.0,9.413,156.0,156.0
2013-11-01,,,,2.836,46.0,46.0,13.621,226.0,226.0
2013-12-01,,,,2.04,35.0,35.0,12.793,212.0,212.0
2014-01-01,,,,3.816,69.0,69.0,9.783,151.0,151.0
2014-02-01,,,,4.431,69.0,69.0,2.396,38.0,38.0
2014-03-01,,,,4.858,75.0,75.0,3.417,54.0,54.0
2014-04-01,,,,3.084,46.0,46.0,2.996,47.0,47.0
2014-05-01,,,,4.081,63.0,63.0,9.25,145.0,145.0
2014-06-01,,,,2.984,46.0,46.0,8.035,126.0,126.0
2014-07-01,,,,2.923,46.0,46.0,5.773,90.0,90.0
2014-08-01,,,,3.637,58.0,58.0,10.666,167.0,167.0
2014-09-01,,,,3.451,52.0,52.0,6.707,105.0,105.0
2014-10-01,,,,2.346,35.0,35.0,8.359,131.0,131.0
2014-11-01,,,,3.419,52.0,52.0,5.637,88.0,88.0
2014-12-01,,,,3.261,52.0,52.0,6.69,105.0,105.0
2015-01-01,,,,15.757,433.0,433.0,0.61,17.0,17.0
2015-02-01,,,,16.864,468.0,468.0,0.545,15.0,15.0
2015-03-01,,,,14.936,416.0,416.0,0.591,17.0,17.0
2015-04-01,,,,16.321,456.0,456.0,0.552,16.0,16.0
2015-05-01,,,,17.012,474.0,474.0,0.448,13.0,13.0
2015-06-01,,,,20.56,572.0,572.0,0.676,19.0,19.0
2015-07-01,,,,14.427,398.0,398.0,0.983,27.0,27.0
2015-08-01,,,,17.516,485.0,485.0,0.732,20.0,20.0
2015-09-01,,,,24.007,670.0,670.0,0.801,22.0,22.0
2015-10-01,,,,13.859,387.0,387.0,0.654,18.0,18.0
2015-11-01,,,,20.707,578.0,578.0,0.671,19.0,19.0
2015-12-01,,,,24.95,693.0,693.0,0.821,23.0,23.0
2016-01-01,,,,180.304,1449.0,1449.0,3.165,25.0,25.0
2016-02-01,,,,185.668,1507.0,1507.0,3.274,26.0,26.0
2016-03-01,,,,133.193,1081.0,1081.0,4.403,36.0,36.0
2016-04-01,,,,138.342,1121.0,1121.0,3.314,27.0,27.0
2016-05-01,,,,158.029,1282.0,1282.0,3.159,25.0,25.0
2016-06-01,,,,95.355,771.0,771.0,4.438,36.0,36.0
2016-07-01,,,,87.341,707.0,707.0,7.206,59.0,59.0
2016-08-01,,,,104.984,851.0,851.0,6.352,51.0,51.0
2016-09-01,,,,66.403,541.0,541.0,4.252,35.0,35.0
2016-10-01,,,,79.071,638.0,638.0,4.002,33.0,33.0
2016-11-01,,,,93.51,759.0,759.0,2.962,24.0,24.0
2016-12-01,,,,130.279,1058.0,1058.0,2.994,24.0,24.0
2017-01-01,,,,7.306,1294.0,1294.0,1.28,229.0,229.0
2017-02-01,,,,4.701,834.0,834.0,1.251,222.0,222.0
2017-03-01,,,,5.179,920.0,920.0,1.557,276.0,276.0
2017-04-01,,,,5.612,995.0,995.0,1.25,222.0,222.0
2017-05-01,,,,8.221,1461.0,1461.0,1.356,240.0,240.0
2017-06-01,,,,4.211,748.0,748.0,1.831,326.0,326.0
2017-07-01,,,,3.85,684.0,684.0,2.188,389.0,389.0
2017-08-01,,,,4.158,736.0,736.0,1.779,316.0,316.0
2017-09-01,,,,4.142,736.0,736.0,1.354,240.0,240.0
2017-10-01,,,,4.783,851.0,851.0,1.34,237.0,237.0
2017-11-01,,,,3.332,592.0,592.0,1.005,179.0,179.0
2017-12-01,,,,5.685,1012.0,1012.0,1.629,289.0,289.0
2018-01-01,,,,118.85,1167.0,1167.0,0.0,0.0,0.0
2018-02-01,,,,83.116,817.0,817.0,0.0,0.0,0.0
2018-03-01,,,,107.067,1052.0,1052.0,0.0,0.0,0.0
2018-04-01,,,,140.055,1374.0,1374.0,0.0,0.0,0.0
2018-05-01,,,,117.215,1150.0,1150.0,0.0,0.0,0.0
2018-06-01,,,,88.913,874.0,874.0,0.0,0.0,0.0
2018-07-01,,,,96.695,949.0,949.0,0.0,0.0,0.0
2018-08-01,,,,113.308,1116.0,1116.0,0.0,0.0,0.0
2018-09-01,,,,98.736,972.0,972.0,0.0,0.0,0.0
2018-10-01,,,,172.1,1691.0,1691.0,0.0,0.0,0.0
2018-11-01,,,,174.798,1719.0,1719.0,0.0,0.0,0.0
2018-12-01,,,,147.147,1449.0,1449.0,0.0,0.0,0.0
2019-01-01,,,,59.445,587.0,587.0,0.0,0.0,0.0
2019-02-01,,,,103.975,1035.0,1035.0,0.0,0.0,0.0
2019-03-01,,,,103.989,1035.0,1035.0,0.0,0.0,0.0
2019-04-01,,,,93.639,932.0,932.0,0.0,0.0,0.0
2019-05-01,,,,98.704,983.0,983.0,0.0,0.0,0.0
2019-06-01,,,,121.87,1213.0,1213.0,0.0,0.0,0.0
2019-07-01,,,,97.744,972.0,972.0,0.0,0.0,0.0
2019-08-01,,,,80.19,799.0,799.0,0.0,0.0,0.0
2019-09-01,,,,83.567,834.0,834.0,0.0,0.0,0.0
2019-10-01,,,,115.971,1156.0,1156.0,0.0,0.0,0.0
2019-11-01,,,,92.136,914.0,914.0,0.0,0.0,0.0
2019-12-01,,,,94.77,943.0,943.0,0.0,0.0,0.0
2020-01-01,,,,109.986,1081.0,1081.0,0.0,0.0,0.0
2020-02-01,,,,176.128,1737.0,1737.0,0.0,0.0,0.0
2020-03-01,,,,107.252,1058.0,1058.0,0.0,0.0,0.0
2020-04-01,,,,78.007,771.0,771.0,0.0,0.0,0.0
2020-05-01,,,,113.554,1121.0,1121.0,0.0,0.0,0.0
2020-06-01,,,,197.837,1949.0,1949.0,0.0,0.0,0.0
2020-07-01,,,,204.068,2013.0,2013.0,0.0,0.0,0.0
2020-08-01,,,,130.288,1282.0,1282.0,0.0,0.0,0.0
2020-09-01,,,,148.395,1461.0,1461.0,0.0,0.0,0.0
2020-10-01,,,,160.817,1587.0,1587.0,0.0,0.0,0.0
2020-11-01,,,,142.843,1409.0,1409.0,0.0,0.0,0.0
2020-12-01,,,,178.825,1765.0,1765.0,0.0,0.0,0.0
2021-01-01,,,,100.771,995.0,995.0,0.0,0.0,0.0
2021-02-01,,,,240.134,2369.0,2369.0,0.0,0.0,0.0
2021-03-01,,,,99.394,978.0,978.0,0.0,0.0,0.0
2021-04-01,,,,89.34,880.0,880.0,0.0,0.0,0.0
2021-05-01,,,,75.272,742.0,742.0,0.0,0.0,0.0
2021-06-01,,,,58.395,575.0,575.0,0.0,0.0,0.0
2021-07-01,,,,94.377,932.0,932.0,0.0,0.0,0.0
2021-08-01,,,,81.074,799.0,799.0,0.0,0.0,0.0
2021-09-01,,,,125.04,1231.0,1231.0,0.0,0.0,0.0
2021-10-01,,,,68.049,673.0,673.0,0.0,0.0,0.0
2021-11-01,,,,163.837,1616.0,1616.0,0.0,0.0,0.0
2021-12-01,,,,139.317,1374.0,1374.0,0.0,0.0,0.0
2022-01-01,,,,163.86,1610.0,1610.0,0.0,0.0,0.0
2022-02-01,,,,56.542,558.0,558.0,0.0,0.0,0.0
2022-03-01,,,,132.73,1311.0,1311.0,0.0,0.0,0.0
2022-04-01,,,,72.302,713.0,713.0,0.0,0.0,0.0
2022-05-01,,,,88.502,874.0,874.0,0.0,0.0,0.0
2022-06-01,,,,92.965,920.0,920.0,0.0,0.0,0.0
2022-07-01,,,,37.857,374.0,374.0,0.0,0.0,0.0
2022-08-01,,,,77.229,765.0,765.0,0.0,0.0,0.0
2022-09-01,,,,59.373,587.0,587.0,0.0,0.0,0.0
2022-10-01,,,,68.522,679.0,679.0,0.0,0.0,0.0
2022-11-01,,,,92.155,909.0,909.0,0.0,0.0,0.0
2022-12-01,,,,216.963,2145.0,2145.0,0.0,0.0,0.0
2023-01-01,,,,79.145,782.0,782.0,0.0,0.0,0.0
2023-02-01,,,,88.836,880.0,880.0,0.0,0.0,0.0
2023-03-01,,,,75.658,748.0,748.0,0.0,0.0,0.0
2023-04-01,,,,42.798,426.0,426.0,0.0,0.0,0.0
2023-05-01,,,,30.277,299.0,299.0,0.0,0.0,0.0
2023-06-01,,,,30.544,305.0,305.0,0.0,0.0,0.0
2023-07-01,,,,41.038,408.0,408.0,0.0,0.0,0.0
2023-08-01,,,,31.23,311.0,311.0,0.0,0.0,0.0
2023-09-01,,,,62.44,621.0,621.0,0.0,0.0,0.0
2023-10-01,,,,50.851,506.0,506.0,0.0,0.0,0.0
2023-11-01,,,,81.357,805.0,805.0,0.0,0.0,0.0
2023-12-01,,,,52.826,523.0,523.0,0.0,0.0,0.0
2024-01-01,,,,50.494,495.0,495.0,0.0,0.0,0.0
2024-02-01,,,,106.566,1041.0,1041.0,0.0,0.0,0.0
2024-03-01,,,,94.78,926.0,926.0,0.0,0.0,0.0
2024-04-01,,,,105.983,1035.0,1035.0,0.0,0.0,0.0
2024-05-01,,,,162.733,1587.0,1587.0,0.0,0.0,0.0
2024-06-01,,,,63.592,621.0,621.0,0.0,0.0,0.0
2024-07-01,,,,133.911,1305.0,1305.0,0.0,0.0,0.0
2024-08-01,,,,80.879,788.0,788.0,0.0,0.0,0.0
2024-09-01,,,,135.63,1323.0,1323.0,0.0,0.0,0.0
2024-10-01,,,,75.339,736.0,736.0,0.0,0.0,0.0
2024-11-01,,,,129.023,1259.0,1259.0,0.0,0.0,0.0
2024-12-01,,,,154.07,1507.0,1507.0,0.0,0.0,0.0
