measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-03-01,,,,310736.0,2968128.0,2968128.0,0.0,0.0,0.0,1770.0,17406.0,17406.0,0.0,0.0,0.0,,,
2004-04-01,,,,295247.0,2868240.0,2868240.0,0.0,0.0,0.0,805.0,8056.0,8056.0,0.0,0.0,0.0,,,
2004-05-01,,,,369772.0,3614976.0,3614976.0,109.0,2181.0,2181.0,1002.0,10092.0,10092.0,0.0,0.0,0.0,,,
2004-06-01,,,,366825.0,3651864.0,3651864.0,0.0,0.0,0.0,789.0,8091.0,8091.0,0.0,0.0,0.0,,,
2004-07-01,,,,397931.0,3901320.0,3901320.0,0.0,0.0,0.0,468.0,4721.0,4721.0,0.0,0.0,0.0,,,
2004-08-01,,,,374869.0,3675216.0,3675216.0,0.0,0.0,0.0,3689.0,39533.0,39533.0,0.0,0.0,0.0,,,
2004-09-01,,,,340926.0,3319800.0,3319800.0,0.0,0.0,0.0,799.0,8010.0,8010.0,0.0,0.0,0.0,,,
2004-10-01,,,,240610.0,2388096.0,2388096.0,0.0,0.0,0.0,875.0,12429.0,12429.0,0.0,0.0,0.0,,,
2004-11-01,,,,315979.0,3031656.0,3031656.0,210.0,2680.0,2680.0,136.0,8932.0,8932.0,0.0,0.0,0.0,,,
2004-12-01,,,,340851.0,3334704.0,3334704.0,0.0,0.0,0.0,1473.0,14842.0,14842.0,0.0,0.0,0.0,,,
2005-01-01,,,,336566.0,3346176.0,3346176.0,0.0,87.0,87.0,1207.0,12354.0,12354.0,0.0,0.0,0.0,,,
2005-02-01,,,,348744.0,3451248.0,3451248.0,0.0,0.0,0.0,378.0,3851.2,3851.2,0.0,0.0,0.0,,,
2005-03-01,,,,338344.0,3527119.2,3527119.2,0.0,0.0,0.0,1.0,11.6,11.6,0.0,0.0,0.0,,,
2005-04-01,,,,362245.0,3706240.0,3706240.0,0.0,0.0,0.0,803.0,7928.6,7928.6,0.0,0.0,0.0,,,
2005-05-01,,,,182256.0,1962633.0,1962633.0,0.0,0.0,0.0,3591.0,36992.4,36992.4,0.0,0.0,0.0,,,
2005-06-01,,,,254995.0,2732786.0,2732786.0,1004.0,17904.6,17904.6,6373.0,67378.6,67378.6,0.0,0.0,0.0,,,
2005-07-01,,,,351703.0,3678682.0,3678682.0,1737.0,32990.4,32990.4,3122.0,32375.6,32375.6,0.0,0.0,0.0,,,
2005-08-01,,,,369070.0,4426864.4,4426864.4,1484.0,27271.6,27271.6,1205.0,12475.8,12475.8,0.0,0.0,0.0,,,
2005-09-01,,,,311549.0,3377311.0,3377311.0,650.0,38251.0,38251.0,431.0,8015.6,8015.6,0.0,0.0,0.0,,,
2005-10-01,,,,318484.0,3342208.2,3342208.2,0.0,0.0,0.0,6767.0,69095.4,69095.4,0.0,0.0,0.0,,,
2005-11-01,,,,219903.0,2371267.8,2371267.8,0.0,0.0,0.0,3272.0,33732.6,33732.6,0.0,0.0,0.0,,,
2005-12-01,,,,359072.0,3843299.4,3843299.4,0.0,52.2,52.2,929.0,9674.4,9674.4,0.0,0.0,0.0,,,
2006-01-01,,,,300395.0,3075330.0,3075330.0,0.0,51.0,51.0,2044.0,20013.0,20013.0,0.0,0.0,0.0,,,
2006-02-01,,,,252957.0,2619375.0,2619375.0,227.0,4064.0,4064.0,1402.0,13885.0,13885.0,0.0,0.0,0.0,,,
2006-03-01,,,,355679.0,3657981.0,3657981.0,0.0,17.0,17.0,611.0,6008.0,6008.0,0.0,0.0,0.0,,,
2006-04-01,,,,334928.0,3409772.0,3409772.0,0.0,34.0,34.0,420.0,4093.0,4093.0,0.0,0.0,0.0,,,
2006-05-01,,,,284929.0,2990672.0,2990672.0,0.0,23.0,23.0,2403.0,24117.0,24117.0,0.0,0.0,0.0,,,
2006-06-01,,,,327951.0,3471418.0,3471418.0,0.0,0.0,0.0,2205.0,22321.0,22321.0,0.0,0.0,0.0,,,
2006-07-01,,,,372654.0,3886232.0,3886232.0,34.0,2605.0,2605.0,814.0,8151.0,8151.0,0.0,0.0,0.0,,,
2006-08-01,,,,383387.0,3960050.0,3960050.0,1927.0,35659.0,35659.0,567.0,5689.0,5689.0,0.0,0.0,0.0,,,
2006-09-01,,,,204008.0,2157125.0,2157125.0,0.0,0.0,0.0,2852.0,29292.0,29292.0,0.0,0.0,0.0,,,
2006-10-01,,,,236270.0,2510425.0,2510425.0,0.0,0.0,0.0,5340.0,55119.0,55119.0,0.0,0.0,0.0,,,
2006-11-01,,,,299215.0,3142800.0,3142800.0,0.0,34.0,34.0,2193.0,22373.0,22373.0,0.0,0.0,0.0,,,
2006-12-01,,,,304433.0,3230325.0,3230325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-01-01,,,,286585.066,2939300.0,2939300.0,44.0,844.0,844.0,3816.9350000000004,39148.0,39148.0,0.0,0.0,0.0,,,
2007-02-01,,,,327046.355,3292625.0,3292625.0,155.0,2343.0,2343.0,1036.645,10437.0,10437.0,0.0,0.0,0.0,,,
2007-03-01,,,,228216.061,2445200.0,2445200.0,19.0,462.0,462.0,2168.9390000000003,23239.0,23239.0,0.0,0.0,0.0,,,
2007-04-01,,,,267285.979,2818225.0,2818225.0,0.0,0.0,0.0,1445.0220000000002,15236.0,15236.0,0.0,0.0,0.0,,,
2007-05-01,,,,312073.888,3537525.0,3537525.0,0.0,0.0,0.0,1346.112,15259.0,15259.0,0.0,0.0,0.0,,,
2007-06-01,,,,352751.947,3794025.0,3794025.0,148.0,2975.0,2975.0,1867.053,20081.0,20081.0,0.0,0.0,0.0,,,
2007-07-01,,,,382012.448,4221150.0,4221150.0,21.0,445.0,445.0,587.551,6492.0,6492.0,0.0,0.0,0.0,,,
2007-08-01,,,,393266.096,4444575.0,4444575.0,1078.0,19534.0,19534.0,220.905,2497.0,2497.0,0.0,0.0,0.0,,,
2007-09-01,,,,349476.498,3926100.0,3926100.0,0.0,0.0,0.0,1547.5020000000002,17385.0,17385.0,0.0,0.0,0.0,,,
2007-10-01,,,,336963.202,3787606.0,3787606.0,288.0,5568.0,5568.0,1330.798,14959.0,14959.0,0.0,0.0,0.0,,,
2007-11-01,,,,306532.45,3160250.0,3160250.0,3.0,71.0,71.0,2027.5510000000002,20903.0,20903.0,0.0,0.0,0.0,,,
2007-12-01,,,,303555.449,3151205.0,3151205.0,0.0,0.0,0.0,955.551,9920.0,9920.0,0.0,0.0,0.0,,,
2008-01-01,,,,362529.662,3753470.0,3753470.0,0.0,0.0,0.0,847.3380000000001,8773.0,8773.0,,,,0.0,0.0,0.0
2008-02-01,,,,323868.801,3363119.0,3363119.0,23.0,323.0,323.0,493.199,5121.0,5121.0,,,,0.0,0.0,0.0
2008-03-01,,,,267960.516,2794038.0,2794038.0,0.0,0.0,0.0,1733.4840000000002,18075.0,18075.0,,,,0.0,0.0,0.0
2008-04-01,,,,300845.335,3111732.0,3111732.0,0.0,0.0,0.0,864.6650000000001,8943.0,8943.0,,,,0.0,0.0,0.0
2008-05-01,,,,225405.647,2363831.0,2363831.0,141.0,4416.0,4416.0,3324.353,34863.0,34863.0,,,,0.0,0.0,0.0
2008-06-01,,,,284112.368,2937474.0,2937474.0,272.0,5645.0,5645.0,9113.632,94227.0,94227.0,,,,0.0,0.0,0.0
2008-07-01,,,,340422.143,3531069.0,3531069.0,44.0,1693.0,1693.0,2579.857,26760.0,26760.0,,,,0.0,0.0,0.0
2008-08-01,,,,206462.487,2131234.0,2131234.0,100.0,1864.0,1864.0,4524.513,46705.0,46705.0,,,,0.0,0.0,0.0
2008-09-01,,,,188973.703,1968453.0,1968453.0,9.0,188.0,188.0,4506.2970000000005,46940.0,46940.0,,,,0.0,0.0,0.0
2008-10-01,,,,266467.349,2733692.0,2733692.0,2.0,206.0,206.0,1117.651,11466.0,11466.0,,,,0.0,0.0,0.0
2008-11-01,,,,277965.758,2887159.0,2887159.0,0.0,35.0,35.0,2618.242,27195.0,27195.0,,,,0.0,0.0,0.0
2008-12-01,,,,330973.796,3381597.0,3381597.0,0.0,29.0,29.0,1743.2040000000002,17811.0,17811.0,,,,0.0,0.0,0.0
2009-01-01,,,,375053.053,3809806.0,3809806.0,0.0,71.0,71.0,1588.9470000000001,16141.0,16141.0,,,,,,
2009-02-01,,,,311938.994,3202224.0,3202224.0,109.0,1923.0,1923.0,724.0060000000001,7432.0,7432.0,,,,,,
2009-03-01,,,,335078.504,3532125.0,3532125.0,0.0,0.0,0.0,1413.496,14900.0,14900.0,,,,,,
2009-04-01,,,,195518.594,2030487.0,2030487.0,0.0,0.0,0.0,1470.4060000000002,15270.0,15270.0,,,,,,
2009-05-01,,,,184020.08,1858510.0,1858510.0,0.0,53.0,53.0,2927.92,29571.0,29571.0,,,,,,
2009-06-01,,,,300303.183,3124786.0,3124786.0,0.0,71.0,71.0,996.817,10372.0,10372.0,,,,,,
2009-07-01,,,,318401.743,3348412.0,3348412.0,0.0,294.0,294.0,787.2570000000001,8279.0,8279.0,,,,,,
2009-08-01,,,,324943.821,3272362.0,3272362.0,324.0,6397.0,6397.0,457.17900000000003,4604.0,4604.0,,,,,,
2009-09-01,,,,246881.707,2527166.0,2527166.0,31.0,1029.0,1029.0,2275.293,23291.0,23291.0,,,,,,
2009-10-01,,,,98725.492,1007666.0,1007666.0,40.0,729.0,729.0,1934.508,19745.0,19745.0,,,,,,
2009-11-01,,,,230474.169,2471112.0,2471112.0,0.0,0.0,0.0,6879.831,73765.0,73765.0,,,,,,
2009-12-01,,,,357746.857,3565281.0,3565281.0,0.0,0.0,0.0,3665.143,36527.0,36527.0,,,,,,
2010-01-01,,,,364356.478,3695688.0,3695688.0,0.0,0.0,0.0,2647.522,26854.0,26854.0,,,,,,
2010-02-01,,,,296496.508,3013788.0,3013788.0,0.0,0.0,0.0,3711.492,37726.0,37726.0,,,,,,
2010-03-01,,,,335127.542,3342775.0,3342775.0,0.0,0.0,0.0,6214.4580000000005,61987.0,61987.0,,,,,,
2010-04-01,,,,166972.389,1765518.0,1765518.0,0.0,18.0,18.0,3371.6110000000003,35650.0,35650.0,,,,,,
2010-05-01,,,,325434.693,3375051.0,3375051.0,0.0,53.0,53.0,5539.307000000001,57448.0,57448.0,,,,,,
2010-06-01,,,,345148.137,3599848.0,3599848.0,2943.0,59553.0,59553.0,1859.863,19398.0,19398.0,,,,,,
2010-07-01,,,,350184.369,3695099.0,3695099.0,420.0,9408.0,9408.0,2147.6310000000003,22662.0,22662.0,,,,,,
2010-08-01,,,,332027.242,3523227.0,3523227.0,306.0,5604.0,5604.0,4839.758,51356.0,51356.0,,,,,,
2010-09-01,,,,143869.539,1566429.0,1566429.0,0.0,0.0,0.0,6242.461,67967.0,67967.0,,,,,,
2010-10-01,,,,137047.176,1461068.0,1461068.0,0.0,0.0,0.0,4968.8240000000005,52973.0,52973.0,,,,,,
2010-11-01,,,,219237.491,2308816.0,2308816.0,1.0,76.0,76.0,2392.509,25196.0,25196.0,,,,,,
2010-12-01,,,,283427.657,2882095.0,2882095.0,0.0,76.0,76.0,4089.3430000000003,41583.0,41583.0,,,,,,
2011-01-01,,,,319473.84,3324441.0,3324441.0,0.0,0.0,0.0,4079.163,42448.0,42448.0,,,,,,
2011-02-01,,,,220891.92,2344419.0,2344419.0,0.0,0.0,0.0,2929.08,31088.0,31088.0,,,,,,
2011-03-01,,,,229260.45,2427704.0,2427704.0,0.0,18.0,18.0,3350.55,35480.0,35480.0,,,,,,
2011-04-01,,,,236249.0,2478663.0,2478663.0,0.0,0.0,0.0,1122.003,11772.0,11772.0,,,,,,
2011-05-01,,,,211785.69,2280300.0,2280300.0,110.0,2058.0,2058.0,3047.307,32810.0,32810.0,,,,,,
2011-06-01,,,,214887.62,2311474.0,2311474.0,410.0,7174.0,7174.0,5091.385,54766.0,54766.0,,,,,,
2011-07-01,,,,284815.04,3073508.0,3073508.0,287.0,5098.0,5098.0,1783.958,19251.0,19251.0,,,,,,
2011-08-01,,,,257588.75,2784960.0,2784960.0,0.0,35.0,35.0,2204.255,23832.0,23832.0,,,,,,
2011-09-01,,,,161745.03,1733585.0,1733585.0,45.0,782.0,782.0,3046.975,32658.0,32658.0,,,,,,
2011-10-01,,,,189160.71,2044075.0,2044075.0,6.0,206.0,206.0,2777.295,30012.0,30012.0,,,,,,
2011-11-01,,,,202846.43,2172601.0,2172601.0,0.0,0.0,0.0,2600.567,27854.0,27854.0,,,,,,
2011-12-01,,,,181372.13,1946859.0,1946859.0,6.0,247.0,247.0,2273.872,24408.0,24408.0,,,,,,
2012-01-01,,,,116686.9,1248154.0,1248154.0,3.0,65.0,65.0,1975.097,21127.0,21127.0,,,,,,
2012-02-01,,,,88941.127,944140.0,944140.0,3.0,76.0,76.0,830.873,8820.0,8820.0,,,,,,
2012-03-01,,,,109151.77,1163839.0,1163839.0,0.0,53.0,53.0,747.23,7967.0,7967.0,,,,,,
2012-04-01,,,,139597.16,1487624.0,1487624.0,0.0,0.0,0.0,866.836,9237.0,9237.0,,,,,,
2012-05-01,,,,114660.99,1240316.0,1240316.0,0.0,6.0,6.0,5863.014,63422.0,63422.0,,,,,,
2012-06-01,,,,127950.29,1336016.0,1336016.0,0.0,0.0,0.0,1366.711,14271.0,14271.0,,,,,,
2012-07-01,,,,278492.22,3071567.0,3071567.0,376.0,7185.0,7185.0,2458.78,27119.0,27119.0,,,,,,
2012-08-01,,,,121546.76,1306544.0,1306544.0,20.0,329.0,329.0,1265.238,13600.0,13600.0,,,,,,
2012-09-01,,,,65317.757,697835.0,697835.0,0.0,0.0,0.0,1248.243,13336.0,13336.0,,,,,,
2012-10-01,,,,24696.04,254315.0,254315.0,0.0,0.0,0.0,618.96,6374.0,6374.0,,,,,,
2012-11-01,,,,129502.89,1371913.0,1371913.0,0.0,47.0,47.0,4009.108,42471.0,42471.0,,,,,,
2012-12-01,,,,48426.908,508580.0,508580.0,0.0,0.0,0.0,356.092,3740.0,3740.0,,,,,,
2013-01-01,,,,77018.982,809832.0,809832.0,2.0,53.0,53.0,1072.018,11272.0,11272.0,,,,,,
2013-02-01,,,,80195.315,836629.0,836629.0,0.0,0.0,0.0,466.685,4869.0,4869.0,,,,,,
2013-03-01,,,,251435.37,2649787.0,2649787.0,0.0,0.0,0.0,3231.627,34057.0,34057.0,,,,,,
2013-04-01,,,,53011.187,578781.0,578781.0,0.0,0.0,0.0,1135.813,12401.0,12401.0,,,,,,
2013-05-01,,,,188227.08,2020232.0,2020232.0,0.0,6.0,6.0,1939.921,20821.0,20821.0,,,,,,
2013-06-01,,,,175935.8,1911190.0,1911190.0,0.0,35.0,35.0,2926.198,31787.0,31787.0,,,,,,
2013-07-01,,,,265388.64,2892164.0,2892164.0,79.0,1411.0,1411.0,2187.361,23838.0,23838.0,,,,,,
2013-08-01,,,,103840.46,1133851.0,1133851.0,24.0,453.0,453.0,5993.536,65444.0,65444.0,,,,,,
2013-09-01,,,,15646.854,170283.0,170283.0,183.0,4116.0,4116.0,337.146,3669.0,3669.0,,,,,,
2013-10-01,,,,102289.51,1084700.0,1084700.0,0.0,0.0,0.0,1663.489,17640.0,17640.0,,,,,,
2013-11-01,,,,90014.849,963939.0,963939.0,0.0,0.0,0.0,1053.151,11278.0,11278.0,,,,,,
2013-12-01,,,,122858.78,1300337.0,1300337.0,0.0,0.0,0.0,1852.223,19604.0,19604.0,,,,,,
2014-01-01,,,,269600.4,2893722.0,2893722.0,344.0,5421.0,5421.0,9932.598,106610.0,106610.0,,,,,,
2014-02-01,,,,167144.11,1854439.0,1854439.0,0.0,0.0,0.0,7087.894,78639.0,78639.0,,,,,,
2014-03-01,,,,249343.96,2813988.0,2813988.0,0.0,253.0,253.0,8912.037,100577.0,100577.0,,,,,,
2014-04-01,,,,7499.642,90962.0,90962.0,0.0,0.0,0.0,610.358,7403.0,7403.0,,,,,,
2014-05-01,,,,86471.261,924940.0,924940.0,0.0,47.0,47.0,2313.739,24749.0,24749.0,,,,,,
2014-06-01,,,,66128.51,771090.0,771090.0,0.0,0.0,0.0,1180.49,13765.0,13765.0,,,,,,
2014-07-01,,,,87246.937,1031563.0,1031563.0,0.0,71.0,71.0,2674.063,31617.0,31617.0,,,,,,
2014-08-01,,,,248919.57,2813315.0,2813315.0,196.0,3434.0,3434.0,1847.433,20880.0,20880.0,,,,,,
2014-09-01,,,,179017.49,2060059.0,2060059.0,0.0,0.0,0.0,9085.509,104552.0,104552.0,,,,,,
2014-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-11-01,,,,0.0,0.0,0.0,0.0,118.0,118.0,0.0,0.0,0.0,,,,,,
2014-12-01,,,,0.0,0.0,0.0,191.0,3175.0,3175.0,0.0,0.0,0.0,,,,,,
2015-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015-02-01,0.0,0.0,0.0,,,,0.0,6.0,6.0,,,,,,,,,
2015-03-01,0.0,0.0,0.0,,,,20.0,465.0,465.0,,,,,,,,,
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2015-06-01,0.0,0.0,0.0,,,,360.0,6345.0,6345.0,,,,,,,,,
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2015-08-01,0.0,0.0,0.0,,,,0.0,41.0,41.0,,,,,,,,,
2015-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2015-10-01,0.0,0.0,0.0,,,,0.0,6.0,6.0,,,,,,,,,
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2015-12-01,0.0,0.0,0.0,,,,0.0,74.0,74.0,,,,,,,,,
2016-01-01,0.0,0.0,0.0,,,,0.0,51.0,51.0,,,,,,,,,
2016-02-01,0.0,0.0,0.0,,,,7.0,165.0,165.0,,,,,,,,,
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2016-04-01,0.0,0.0,0.0,,,,0.0,41.0,41.0,,,,,,,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2016-06-01,0.0,0.0,0.0,,,,0.0,11.0,11.0,,,,,,,,,
2016-07-01,0.0,0.0,0.0,,,,58.0,1132.0,1132.0,,,,,,,,,
2016-08-01,0.0,0.0,0.0,,,,69.0,1366.0,1366.0,,,,,,,,,
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2016-10-01,0.0,0.0,0.0,,,,0.0,6.0,6.0,,,,,,,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,28.0,28.0,,,,,,,,,
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2017-01-01,0.0,0.0,0.0,,,,0.0,165.0,165.0,,,,,,,,,
2017-02-01,0.0,0.0,0.0,,,,0.0,222.0,222.0,,,,,,,,,
2017-03-01,0.0,0.0,0.0,,,,0.0,108.0,108.0,,,,,,,,,
2017-04-01,0.0,0.0,0.0,,,,0.0,40.0,40.0,,,,,,,,,
2017-05-01,0.0,0.0,0.0,,,,0.0,125.0,125.0,,,,,,,,,
2017-06-01,0.0,0.0,0.0,,,,0.0,108.0,108.0,,,,,,,,,
2017-07-01,0.0,0.0,0.0,,,,0.0,74.0,74.0,,,,,,,,,
2017-08-01,0.0,0.0,0.0,,,,0.0,91.0,91.0,,,,,,,,,
2017-09-01,0.0,0.0,0.0,,,,0.0,74.0,74.0,,,,,,,,,
2017-10-01,0.0,0.0,0.0,,,,0.0,314.0,314.0,,,,,,,,,
2017-11-01,0.0,0.0,0.0,,,,0.0,154.0,154.0,,,,,,,,,
2017-12-01,0.0,0.0,0.0,,,,0.0,251.0,251.0,,,,,,,,,
2018-01-01,0.0,0.0,0.0,,,,605.154,8357.0,8357.0,,,,,,,,,
2018-02-01,0.0,0.0,0.0,,,,26.948,372.0,372.0,,,,,,,,,
2018-03-01,0.0,0.0,0.0,,,,21.872,303.0,303.0,,,,,,,,,
2018-04-01,0.0,0.0,0.0,,,,60.298,835.0,835.0,,,,,,,,,
2018-05-01,0.0,0.0,0.0,,,,74.789,1035.0,1035.0,,,,,,,,,
2018-06-01,0.0,0.0,0.0,,,,64.058,887.0,887.0,,,,,,,,,
2018-07-01,0.0,0.0,0.0,,,,64.95,898.0,898.0,,,,,,,,,
2018-08-01,0.0,0.0,0.0,,,,66.069,915.0,915.0,,,,,,,,,
2018-09-01,0.0,0.0,0.0,,,,91.934,1270.0,1270.0,,,,,,,,,
2018-10-01,0.0,0.0,0.0,,,,150.313,2076.0,2076.0,,,,,,,,,
2018-11-01,0.0,0.0,0.0,,,,159.188,2202.0,2202.0,,,,,,,,,
2018-12-01,0.0,0.0,0.0,,,,143.427,1985.0,1985.0,,,,,,,,,
2019-01-01,0.0,0.0,0.0,,,,25.953,421.0,421.0,,,,,,,,,
2019-02-01,0.0,0.0,0.0,,,,5.15,86.0,86.0,,,,,,,,,
2019-03-01,0.0,0.0,0.0,,,,8.861,144.0,144.0,,,,,,,,,
2019-04-01,0.0,0.0,0.0,,,,5.175,86.0,86.0,,,,,,,,,
2019-05-01,0.0,0.0,0.0,,,,7.23,121.0,121.0,,,,,,,,,
2019-06-01,0.0,0.0,0.0,,,,12.7,207.0,207.0,,,,,,,,,
2019-07-01,0.0,0.0,0.0,,,,17.413,288.0,288.0,,,,,,,,,
2019-08-01,0.0,0.0,0.0,,,,17.948,300.0,300.0,,,,,,,,,
2019-09-01,0.0,0.0,0.0,,,,14.56,242.0,242.0,,,,,,,,,
2019-10-01,0.0,0.0,0.0,,,,9.293,156.0,156.0,,,,,,,,,
2019-11-01,0.0,0.0,0.0,,,,7.853,133.0,133.0,,,,,,,,,
2019-12-01,0.0,0.0,0.0,,,,7.864,133.0,133.0,,,,,,,,,
2020-01-01,0.0,0.0,0.0,,,,5.98,104.0,104.0,,,,,,,,,
