measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-06-01,,,,,,,17145.0,263267.0,263267.0,164334.0,1777595.0,1777595.0
2004-07-01,,,,,,,4085.0,57861.0,57861.0,316565.0,3131447.0,3131447.0
2004-08-01,,,,,,,28301.0,427256.0,427256.0,196383.0,2022080.0,2022080.0
2004-09-01,,,,,,,10039.0,193598.0,193598.0,170562.0,1752944.0,1752944.0
2004-10-01,,,,,,,49252.0,728976.0,728976.0,131645.0,1300219.0,1300219.0
2004-11-01,,,,,,,34856.0,532261.0,532261.0,49894.0,618188.0,618188.0
2004-12-01,,,,,,,21197.0,351033.0,351033.0,146560.0,1405206.0,1405206.0
2005-01-01,,,,,,,40709.0,632519.53,632519.53,0.0,0.0,0.0
2005-02-01,,,,,,,5415.0,105436.24,105436.24,0.0,0.0,0.0
2005-03-01,,,,,,,12904.0,188275.61,188275.61,99476.0,1027032.3,1027032.3
2005-04-01,,,,,,,25499.0,364170.96,364170.96,99010.0,1082075.4,1082075.4
2005-05-01,,,,,,,119766.0,1509015.84,1509015.84,13305.0,162432.9,162432.9
2005-06-01,,,,,,,32698.0,423864.21,423864.21,178683.0,1943556.3,1943556.3
2005-07-01,,,,,,,44791.0,712905.68,712905.68,108007.0,1198808.1,1198808.1
2005-08-01,,,,,,,35616.0,608673.88,608673.88,154457.0,1827000.0,1827000.0
2005-09-01,,,,,,,34535.0,534197.48,534197.48,55515.0,471618.0,471618.0
2005-10-01,,,,,,,22015.0,298467.79,298467.79,134926.0,1497522.6,1497522.6
2005-11-01,,,,,,,9825.0,151813.19,151813.19,114928.0,1247715.0,1247715.0
2005-12-01,,,,,,,20553.0,298202.04,298202.04,201131.0,2075100.3,2075100.3
2006-01-01,,,,,,,0.0,0.0,0.0,-3509.0,0.0,0.0
2006-02-01,,,,,,,22965.0,367719.0,367719.0,5487.0,72135.0,72135.0
2006-03-01,,,,,,,7331.0,178850.0,178850.0,0.0,0.0,0.0
2006-04-01,,,,,,,15795.0,287760.0,287760.0,0.0,0.0,0.0
2006-05-01,,,,,,,44034.0,630355.0,630355.0,0.0,0.0,0.0
2006-06-01,,,,,,,31047.0,406480.0,406480.0,43634.0,504044.0,504044.0
2006-07-01,,,,,,,19463.0,382633.0,382633.0,16230.0,185050.0,185050.0
2006-08-01,,,,,,,8017.0,207196.0,207196.0,30104.0,358237.0,358237.0
2006-09-01,,,,,,,14368.0,267083.0,267083.0,14683.0,267719.0,267719.0
2006-10-01,,,,,,,8886.0,250991.0,250991.0,16077.0,199149.0,199149.0
2006-11-01,,,,,,,11896.0,210876.0,210876.0,23244.0,274793.0,274793.0
2006-12-01,,,,,,,20883.0,274849.0,274849.0,20930.0,243470.0,243470.0
2007-01-01,,,,,,,21285.687,320442.0,320442.0,18069.313000000002,272021.0,272021.0
2007-02-01,,,,,,,14117.762999999999,166607.0,166607.0,46617.237,550141.0,550141.0
2007-03-01,,,,,,,39797.0,611832.0,611832.0,0.0,0.0,0.0
2007-04-01,,,,,,,21756.0,359712.0,359712.0,0.0,0.0,0.0
2007-05-01,,,,,,,27276.0,437911.0,437911.0,0.0,0.0,0.0
2007-06-01,,,,0.0,0.0,0.0,62972.212,878891.0,878891.0,5067.7880000000005,70730.0,70730.0
2007-07-01,,,,0.0,0.0,0.0,53330.125,820578.0,820578.0,9533.875,146696.0,146696.0
2007-08-01,,,,0.0,0.0,0.0,41013.316,637092.0,637092.0,68769.68400000001,1068253.0,1068253.0
2007-09-01,,,,0.0,0.0,0.0,19400.112,344011.0,344011.0,2134.888,37857.0,37857.0
2007-10-01,,,,,,,47254.019,739709.0,739709.0,24837.981,388811.0,388811.0
2007-11-01,,,,,,,9225.0,226977.0,226977.0,0.0,0.0,0.0
2007-12-01,,,,,,,12519.0,232828.0,232828.0,0.0,0.0,0.0
2008-01-01,,,,0.0,0.0,0.0,39640.903,553180.0,553180.0,12071.097,168449.0,168449.0
2008-02-01,,,,0.0,0.0,0.0,24084.976,417778.0,417778.0,8676.024000000001,150494.0,150494.0
2008-03-01,,,,0.0,0.0,0.0,10237.0,187715.0,187715.0,0.0,0.0,0.0
2008-04-01,,,,0.0,0.0,0.0,19495.174,391885.0,391885.0,3761.826,75619.0,75619.0
2008-05-01,,,,0.0,0.0,0.0,58396.119,754393.0,754393.0,23420.881,302564.0,302564.0
2008-06-01,,,,0.0,0.0,0.0,31454.018,545726.0,545726.0,8977.982,155768.0,155768.0
2008-07-01,,,,0.0,0.0,0.0,52036.745,913239.0,913239.0,7572.255,132892.0,132892.0
2008-08-01,,,,0.0,0.0,0.0,39096.176,711472.0,711472.0,3306.824,60178.0,60178.0
2008-09-01,,,,0.0,0.0,0.0,40760.273,469329.0,469329.0,116249.727,1338542.0,1338542.0
2008-10-01,,,,0.0,0.0,0.0,13800.846,259754.0,259754.0,10889.154,204952.0,204952.0
2008-11-01,,,,0.0,0.0,0.0,4122.151,81964.0,81964.0,2749.849,54678.0,54678.0
2008-12-01,,,,0.0,0.0,0.0,966.849,16657.0,16657.0,15743.151,271228.0,271228.0
2009-01-01,,,,0.0,0.0,0.0,4015.641,98320.0,98320.0,9898.359,242355.0,242355.0
2009-02-01,,,,0.0,0.0,0.0,7535.5070000000005,160080.0,160080.0,5937.493,126132.0,126132.0
2009-03-01,,,,0.0,0.0,0.0,19814.0,357532.0,357532.0,0.0,0.0,0.0
2009-04-01,,,,0.0,0.0,0.0,-1588.0,32505.0,32505.0,0.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0,33630.0,603534.0,603534.0,0.0,0.0,0.0
2009-06-01,,,,0.0,0.0,0.0,58794.0,780170.0,780170.0,0.0,0.0,0.0
2009-07-01,,,,0.0,0.0,0.0,57487.0,895978.0,895978.0,0.0,0.0,0.0
2009-08-01,,,,0.0,0.0,0.0,95871.0,1445129.0,1445129.0,0.0,0.0,0.0
2009-09-01,,,,793.019,10347.0,10347.0,83422.981,1088491.0,1088491.0,0.0,0.0,0.0
2009-10-01,,,,345.072,4106.0,4106.0,73751.928,877658.0,877658.0,0.0,0.0,0.0
2009-11-01,,,,499.40700000000004,8526.0,8526.0,51819.475,884674.0,884674.0,8.118,139.0,139.0
2009-12-01,,,,0.0,0.0,0.0,43595.759,716013.0,716013.0,541.241,8889.0,8889.0
2010-01-01,0.0,0.0,0.0,,,,40025.481,524577.0,524577.0,49963.519,654825.0,654825.0
2010-02-01,78.0,1351.0,1351.0,,,,42730.0,688090.0,688090.0,0.0,0.0,0.0
2010-03-01,6.0,106.0,106.0,,,,42674.246,701802.0,701802.0,1435.7540000000001,23612.0,23612.0
2010-04-01,1.0,401.0,401.0,,,,14407.0,237462.0,237462.0,0.0,0.0,0.0
2010-05-01,100.0,1251.0,1251.0,,,,120740.0,1580308.0,1580308.0,0.0,0.0,0.0
2010-06-01,,,,,,,159268.0,2030868.0,2030868.0,0.0,0.0,0.0
2010-07-01,46.0,496.0,496.0,,,,192637.859,2072741.0,2072741.0,433.141,4661.0,4661.0
2010-08-01,38.0,425.0,425.0,,,,145621.932,1904084.0,1904084.0,14446.068,188890.0,188890.0
2010-09-01,68.0,738.0,738.0,,,,116853.0,1509968.0,1509968.0,0.0,0.0,0.0
2010-10-01,70.0,1505.0,1505.0,,,,23624.0,400914.0,400914.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,3293.0,89229.0,89229.0,0.0,0.0,0.0
2010-12-01,126.0,1918.0,1918.0,,,,3159.4950000000003,79615.0,79615.0,255.50500000000002,6438.0,6438.0
2011-01-01,60.0,1121.0,1121.0,,,,37767.0,536910.0,536910.0,0.0,0.0,0.0
2011-02-01,53.0,1003.0,1003.0,,,,49811.536,782913.0,782913.0,8120.464,127633.0,127633.0
2011-03-01,37.0,856.0,856.0,,,,28935.0,503902.0,503902.0,0.0,0.0,0.0
2011-04-01,154.0,2519.0,2519.0,,,,128291.0,1585800.0,1585800.0,0.0,0.0,0.0
2011-05-01,160.0,2696.0,2696.0,,,,167653.76,2016733.0,2016733.0,6086.238,73212.0,73212.0
2011-06-01,72.0,1322.0,1322.0,,,,145741.0,1829645.0,1829645.0,0.0,0.0,0.0
2011-07-01,35.0,773.0,773.0,,,,95513.0,1362006.0,1362006.0,0.0,0.0,0.0
2011-08-01,105.0,1033.0,1033.0,,,,90541.0,1300998.0,1300998.0,0.0,0.0,0.0
2011-09-01,52.0,979.0,979.0,,,,66219.0,1169044.0,1169044.0,0.0,0.0,0.0
2011-10-01,47.0,968.0,968.0,,,,76266.0,890578.0,890578.0,0.0,0.0,0.0
2011-11-01,66.0,974.0,974.0,,,,77413.0,1007037.0,1007037.0,0.0,0.0,0.0
2011-12-01,26.0,643.0,643.0,,,,57043.967,849677.0,849677.0,19.033,284.0,284.0
2012-01-01,53.0,979.0,979.0,,,,17167.0,288256.0,288256.0,0.0,0.0,0.0
2012-02-01,53.0,1027.0,1027.0,,,,10634.0,153035.0,153035.0,0.0,0.0,0.0
2012-03-01,-5.0,177.0,177.0,,,,36637.0,479341.0,479341.0,0.0,0.0,0.0
2012-04-01,350.0,5528.0,5528.0,,,,100138.0,1147690.0,1147690.0,0.0,0.0,0.0
2012-05-01,160.0,3151.0,3151.0,,,,86478.0,1038015.0,1038015.0,0.0,0.0,0.0
2012-06-01,111.0,1947.0,1947.0,,,,63579.0,796518.0,796518.0,0.0,0.0,0.0
2012-07-01,113.0,1953.0,1953.0,,,,51992.0,727531.0,727531.0,0.0,0.0,0.0
2012-08-01,55.0,1062.0,1062.0,,,,46205.0,668630.0,668630.0,0.0,0.0,0.0
2012-09-01,92.0,1711.0,1711.0,,,,51490.0,690918.0,690918.0,0.0,0.0,0.0
2012-10-01,49.0,932.0,932.0,,,,86684.0,1125006.0,1125006.0,0.0,0.0,0.0
2012-11-01,55.0,1033.0,1033.0,,,,82085.0,1099148.0,1099148.0,0.0,0.0,0.0
2012-12-01,40.0,897.0,897.0,,,,80412.648,1061794.0,1061794.0,1377.352,18187.0,18187.0
2013-01-01,-14.0,0.0,0.0,,,,105433.33,1399809.0,1399809.0,2528.675,33573.0,33573.0
2013-02-01,132.0,2272.0,2272.0,,,,11074.0,195165.0,195165.0,0.0,0.0,0.0
2013-03-01,58.0,1115.0,1115.0,,,,-2668.0,11446.0,11446.0,0.0,0.0,0.0
2013-04-01,50.0,950.0,950.0,,,,103630.0,1381707.0,1381707.0,0.0,0.0,0.0
2013-05-01,137.0,2466.0,2466.0,,,,69642.0,963906.0,963906.0,0.0,0.0,0.0
2013-06-01,85.0,1446.0,1446.0,,,,125405.0,1612654.0,1612654.0,0.0,0.0,0.0
2013-07-01,96.0,1546.0,1546.0,,,,130346.0,1629395.0,1629395.0,0.0,0.0,0.0
2013-08-01,112.0,1835.0,1835.0,,,,146139.0,1755635.0,1755635.0,0.0,0.0,0.0
2013-09-01,108.0,1935.0,1935.0,,,,181131.0,2084887.0,2084887.0,0.0,0.0,0.0
2013-10-01,72.0,1457.0,1457.0,,,,47509.0,598682.0,598682.0,0.0,0.0,0.0
2013-11-01,58.0,1156.0,1156.0,,,,-2656.927,0.0,0.0,-5.073,0.0,0.0
2013-12-01,30.0,726.0,726.0,,,,45137.0,581675.0,581675.0,0.0,0.0,0.0
2014-01-01,-48.0,0.0,0.0,,,,91008.591,1093097.0,1093097.0,1281.409,15391.0,15391.0
2014-02-01,257.0,5281.0,5281.0,,,,83914.0,1028893.0,1028893.0,0.0,0.0,0.0
2014-03-01,444.0,7357.0,7357.0,,,,43060.0,518635.0,518635.0,0.0,0.0,0.0
2014-04-01,2099.0,28981.0,28981.0,,,,88336.0,1048410.0,1048410.0,0.0,0.0,0.0
2014-05-01,394.0,6608.0,6608.0,,,,188946.0,2113437.0,2113437.0,0.0,0.0,0.0
2014-06-01,-45.0,0.0,0.0,,,,89735.0,1090533.0,1090533.0,0.0,0.0,0.0
2014-07-01,219.0,3977.0,3977.0,,,,118956.0,1383265.0,1383265.0,0.0,0.0,0.0
2014-08-01,1043.0,16491.0,16491.0,,,,189273.0,2194473.0,2194473.0,0.0,0.0,0.0
2014-09-01,755.0,12260.0,12260.0,,,,166551.0,1956473.0,1956473.0,0.0,0.0,0.0
2014-10-01,-19.0,620.0,620.0,,,,52151.0,592376.0,592376.0,0.0,0.0,0.0
2014-11-01,191.0,3481.0,3481.0,,,,37775.0,474190.0,474190.0,0.0,0.0,0.0
2014-12-01,525.0,8514.0,8514.0,,,,75836.171,926517.0,926517.0,10.829,132.0,132.0
2015-01-01,-43.0,0.0,0.0,,,,111118.0,1231968.0,1231968.0,0.0,0.0,0.0
2015-02-01,190.0,3753.0,3753.0,,,,75344.0,869750.0,869750.0,0.0,0.0,0.0
2015-03-01,1266.0,23045.0,23045.0,,,,75545.0,833341.0,833341.0,0.0,0.0,0.0
2015-04-01,3918.0,57260.0,57260.0,,,,158127.81,1776350.0,1776350.0,6369.186,71549.0,71549.0
2015-05-01,39.0,1292.0,1292.0,,,,130179.0,1234115.0,1234115.0,0.0,0.0,0.0
2015-06-01,1975.0,27052.0,27052.0,,,,118911.0,1371515.0,1371515.0,0.0,0.0,0.0
2015-07-01,465.0,6514.0,6514.0,,,,85331.0,949287.0,949287.0,0.0,0.0,0.0
2015-08-01,19.0,991.0,991.0,,,,89037.0,1016949.0,1016949.0,0.0,0.0,0.0
2015-09-01,29.0,614.0,614.0,,,,72732.0,817143.0,817143.0,0.0,0.0,0.0
2015-10-01,227.0,3924.0,3924.0,,,,113835.0,1236302.0,1236302.0,0.0,0.0,0.0
2015-11-01,102.0,2154.0,2154.0,,,,92934.0,1061765.0,1061765.0,0.0,0.0,0.0
2015-12-01,97.0,1316.0,1316.0,,,,203320.0,2170911.0,2170911.0,0.0,0.0,0.0
2016-01-01,42.0,1233.0,1233.0,,,,35308.0,437610.0,437610.0,0.0,0.0,0.0
2016-02-01,43.0,690.0,690.0,,,,6271.0,113259.0,113259.0,0.0,0.0,0.0
2016-03-01,-46.0,0.0,0.0,,,,102849.0,1107289.0,1107289.0,0.0,0.0,0.0
2016-04-01,-46.0,0.0,0.0,,,,-1878.06,0.0,0.0,-8.94,0.0,0.0
2016-05-01,48.0,797.0,797.0,,,,99515.0,1091859.0,1091859.0,0.0,0.0,0.0
2016-06-01,661.0,10431.0,10431.0,,,,89699.0,1022836.0,1022836.0,0.0,0.0,0.0
2016-07-01,798.0,12443.0,12443.0,,,,235155.0,2545273.0,2545273.0,0.0,0.0,0.0
2016-08-01,-10.0,608.0,608.0,,,,123105.0,1380868.0,1380868.0,0.0,0.0,0.0
2016-09-01,638.0,9936.0,9936.0,,,,86052.0,954417.0,954417.0,0.0,0.0,0.0
2016-10-01,828.0,12803.0,12803.0,,,,-1309.765,0.0,0.0,-6.235,0.0,0.0
2016-11-01,-42.0,0.0,0.0,,,,8649.654,141558.0,141558.0,2.346,38.0,38.0
2016-12-01,0.0,0.0,0.0,,,,57549.0,665335.0,665335.0,0.0,0.0,0.0
2017-01-01,779.887,11570.0,11570.0,,,,48738.0,580457.0,580457.0,0.0,0.0,0.0
2017-02-01,758.3,11251.0,11251.0,,,,89093.0,1014534.0,1014534.0,0.0,0.0,0.0
2017-03-01,1213.299,18001.0,18001.0,,,,-1225.0,17933.0,17933.0,0.0,0.0,0.0
2017-04-01,936.219,13889.0,13889.0,,,,180802.0,2016229.0,2016229.0,0.0,0.0,0.0
2017-05-01,1457.349,21618.0,21618.0,,,,44647.0,505428.0,505428.0,0.0,0.0,0.0
2017-06-01,1062.049,15753.0,15753.0,,,,51696.0,595663.0,595663.0,0.0,0.0,0.0
2017-07-01,1002.54,14874.0,14874.0,,,,74199.0,867945.0,867945.0,0.0,0.0,0.0
2017-08-01,1356.346,20119.0,20119.0,,,,40278.0,483651.0,483651.0,0.0,0.0,0.0
2017-09-01,586.668,8703.0,8703.0,,,,99366.0,1152623.0,1152623.0,0.0,0.0,0.0
2017-10-01,849.28,12597.0,12597.0,,,,78857.0,916601.0,916601.0,0.0,0.0,0.0
2017-11-01,994.44,14750.0,14750.0,,,,42353.0,489673.0,489673.0,0.0,0.0,0.0
2017-12-01,1192.623,17694.0,17694.0,,,,68188.0,776253.0,776253.0,0.0,0.0,0.0
2018-01-01,761.536,10372.0,10372.0,,,,93858.0,1096109.0,1096109.0,0.0,0.0,0.0
2018-02-01,893.928,12184.0,12184.0,,,,53076.0,650746.0,650746.0,0.0,0.0,0.0
2018-03-01,838.231,11422.0,11422.0,,,,94445.0,1004469.0,1004469.0,0.0,0.0,0.0
2018-04-01,1087.265,14815.0,14815.0,,,,133871.0,1411919.0,1411919.0,0.0,0.0,0.0
2018-05-01,1111.493,15145.0,15145.0,,,,143823.0,1522233.0,1522233.0,0.0,0.0,0.0
2018-06-01,791.118,10779.0,10779.0,,,,204727.0,2227563.0,2227563.0,0.0,0.0,0.0
2018-07-01,383.873,5233.0,5233.0,,,,305001.0,3229839.0,3229839.0,0.0,0.0,0.0
2018-08-01,411.881,5611.0,5611.0,,,,169714.0,1847269.0,1847269.0,0.0,0.0,0.0
2018-09-01,545.551,7434.0,7434.0,,,,301355.0,3238735.0,3238735.0,0.0,0.0,0.0
2018-10-01,671.367,9151.0,9151.0,,,,25774.0,314369.0,314369.0,0.0,0.0,0.0
2018-11-01,568.176,7741.0,7741.0,,,,46430.0,534561.0,534561.0,0.0,0.0,0.0
2018-12-01,439.581,5989.0,5989.0,,,,33088.0,514316.0,514316.0,0.0,0.0,0.0
2019-01-01,505.35,7127.0,7127.0,,,,46595.0,556951.0,556951.0,0.0,0.0,0.0
2019-02-01,741.977,10473.0,10473.0,,,,87398.0,954662.0,954662.0,0.0,0.0,0.0
2019-03-01,499.281,7045.0,7045.0,,,,88026.0,963378.0,963378.0,0.0,0.0,0.0
2019-04-01,1085.408,15316.0,15316.0,,,,39497.0,493594.0,493594.0,0.0,0.0,0.0
2019-05-01,1371.541,19358.0,19358.0,,,,238948.0,2166247.0,2166247.0,0.0,0.0,0.0
2019-06-01,795.545,11228.0,11228.0,,,,28209.0,328429.0,328429.0,0.0,0.0,0.0
2019-07-01,421.897,5953.0,5953.0,,,,20345.0,268808.0,268808.0,0.0,0.0,0.0
2019-08-01,592.175,8354.0,8354.0,,,,81985.0,895943.0,895943.0,0.0,0.0,0.0
2019-09-01,413.752,5841.0,5841.0,,,,10239.0,128558.0,128558.0,0.0,0.0,0.0
2019-10-01,466.797,6590.0,6590.0,,,,10316.0,138528.0,138528.0,0.0,0.0,0.0
2019-11-01,1202.571,16968.0,16968.0,,,,14197.0,189480.0,189480.0,0.0,0.0,0.0
2019-12-01,529.666,7475.0,7475.0,,,,-1372.0,24134.0,24134.0,0.0,0.0,0.0
2020-01-01,60.224,832.0,832.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,133.334,1847.0,1847.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,60.222,832.0,832.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,86.22,1192.0,1192.0,,,,39123.0,407010.0,407010.0,0.0,0.0,0.0
2020-05-01,95.518,1322.0,1322.0,,,,9126.0,98726.0,98726.0,0.0,0.0,0.0
2020-06-01,85.737,1186.0,1186.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,72.013,997.0,997.0,,,,7955.0,91995.0,91995.0,0.0,0.0,0.0
2020-08-01,52.624,726.0,726.0,,,,2683.0,35735.0,35735.0,0.0,0.0,0.0
2020-09-01,87.363,1210.0,1210.0,,,,8973.0,101935.0,101935.0,0.0,0.0,0.0
2020-10-01,71.974,997.0,997.0,,,,44269.0,476960.0,476960.0,0.0,0.0,0.0
2020-11-01,58.576,808.0,808.0,,,,13089.0,150714.0,150714.0,0.0,0.0,0.0
2020-12-01,73.195,1015.0,1015.0,,,,7233.0,77623.0,77623.0,0.0,0.0,0.0
2021-01-01,340.443,4732.0,4732.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,546.089,7593.0,7593.0,,,,30841.0,349394.0,349394.0,0.0,0.0,0.0
2021-03-01,270.335,3758.0,3758.0,,,,5196.0,81882.0,81882.0,0.0,0.0,0.0
2021-04-01,261.783,3640.0,3640.0,,,,39836.0,466574.0,466574.0,0.0,0.0,0.0
2021-05-01,664.079,9234.0,9234.0,,,,51935.0,572721.0,572721.0,0.0,0.0,0.0
2021-06-01,274.327,3817.0,3817.0,,,,71260.0,865340.0,865340.0,0.0,0.0,0.0
2021-07-01,264.609,3682.0,3682.0,,,,17681.0,185352.0,185352.0,0.0,0.0,0.0
2021-08-01,149.848,2083.0,2083.0,,,,27300.0,312938.0,312938.0,0.0,0.0,0.0
2021-09-01,227.328,3162.0,3162.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,327.005,4549.0,4549.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,449.071,6242.0,6242.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,331.083,4602.0,4602.0,,,,9566.0,100451.0,100451.0,0.0,0.0,0.0
2022-01-01,999.739,13541.0,13541.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,459.502,6225.0,6225.0,,,,875.0,11683.0,11683.0,0.0,0.0,0.0
2022-03-01,645.155,8738.0,8738.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,489.206,6626.0,6626.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,830.575,11251.0,11251.0,,,,88617.0,963784.0,963784.0,0.0,0.0,0.0
2022-06-01,704.387,9540.0,9540.0,,,,139886.0,1460590.0,1460590.0,0.0,0.0,0.0
2022-07-01,652.067,8832.0,8832.0,,,,22285.0,236440.0,236440.0,0.0,0.0,0.0
2022-08-01,319.533,4331.0,4331.0,,,,5880.0,69463.0,69463.0,0.0,0.0,0.0
2022-09-01,890.144,12060.0,12060.0,,,,14127.0,157355.0,157355.0,0.0,0.0,0.0
2022-10-01,743.282,10071.0,10071.0,,,,15547.0,186813.0,186813.0,0.0,0.0,0.0
2022-11-01,916.078,12408.0,12408.0,,,,59477.0,661644.0,661644.0,0.0,0.0,0.0
2022-12-01,1096.332,14850.0,14850.0,,,,15996.0,174000.0,174000.0,0.0,0.0,0.0
2023-01-01,247.028,3387.0,3387.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,113.244,1558.0,1558.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,223.748,3074.0,3074.0,,,,30443.0,355811.0,355811.0,0.0,0.0,0.0
2023-04-01,494.376,6791.0,6791.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,281.248,3865.0,3865.0,,,,54618.0,643999.0,643999.0,0.0,0.0,0.0
2023-06-01,218.304,2997.0,2997.0,,,,57957.0,650315.0,650315.0,0.0,0.0,0.0
2023-07-01,246.025,3381.0,3381.0,,,,25306.0,266550.0,266550.0,0.0,0.0,0.0
2023-08-01,321.745,4419.0,4419.0,,,,68160.0,755176.0,755176.0,0.0,0.0,0.0
2023-09-01,317.105,4354.0,4354.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,151.691,2083.0,2083.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,253.766,3487.0,3487.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,341.72,4696.0,4696.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
