measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2018-02-01,0.0,0.0,0.0,98.339,919.0,976.0
2018-03-01,0.0,0.0,0.0,98.354,919.0,982.0
2018-04-01,0.0,0.0,0.0,99.349,929.0,987.0
2018-05-01,0.0,0.0,0.0,113.676,1063.0,1133.0
2018-06-01,0.0,0.0,0.0,106.129,992.0,1055.0
2018-07-01,0.0,0.0,0.0,114.358,1069.0,1139.0
2018-08-01,0.0,0.0,0.0,116.78,1092.0,1161.0
2018-09-01,0.0,0.0,0.0,118.873,1111.0,1184.0
2018-10-01,0.0,0.0,0.0,124.815,1167.0,1240.0
2018-11-01,0.0,0.0,0.0,112.304,1050.0,1116.0
2018-12-01,0.0,0.0,0.0,107.582,1006.0,1072.0
2019-01-01,0.0,0.0,0.0,90.176,847.0,892.0
2019-02-01,0.0,0.0,0.0,100.232,941.0,987.0
2019-03-01,0.0,0.0,0.0,99.331,933.0,976.0
2019-04-01,0.0,0.0,0.0,91.284,857.0,898.0
2019-05-01,0.0,0.0,0.0,99.347,933.0,976.0
2019-06-01,0.0,0.0,0.0,85.365,801.0,842.0
2019-07-01,0.0,0.0,0.0,97.232,913.0,959.0
2019-08-01,0.0,0.0,0.0,107.656,1011.0,1060.0
2019-09-01,0.0,0.0,0.0,127.833,1200.0,1257.0
2019-10-01,0.0,0.0,0.0,134.35,1261.0,1324.0
2019-11-01,0.0,0.0,0.0,102.053,958.0,1004.0
2019-12-01,0.0,0.0,0.0,136.141,1278.0,1341.0
2020-01-01,152.934,1432.0,1498.0,0.0,0.0,0.0
2020-02-01,99.145,928.0,965.0,0.0,0.0,0.0
2020-03-01,100.097,937.0,976.0,0.0,0.0,0.0
2020-04-01,96.054,899.0,937.0,0.0,0.0,0.0
2020-05-01,81.332,761.0,791.0,0.0,0.0,0.0
2020-06-01,102.4,959.0,999.0,0.0,0.0,0.0
2020-07-01,133.481,1250.0,1302.0,0.0,0.0,0.0
2020-08-01,136.766,1280.0,1335.0,0.0,0.0,0.0
2020-09-01,86.966,814.0,847.0,0.0,0.0,0.0
2020-10-01,104.089,974.0,1015.0,0.0,0.0,0.0
2020-11-01,80.72,756.0,785.0,0.0,0.0,0.0
2020-12-01,80.016,749.0,780.0,0.0,0.0,0.0
2021-01-01,103.542,968.0,1077.0,0.0,0.0,0.0
2021-02-01,114.651,1071.0,1195.0,0.0,0.0,0.0
2021-03-01,123.995,1159.0,1296.0,0.0,0.0,0.0
2021-04-01,119.191,1114.0,1245.0,0.0,0.0,0.0
2021-05-01,61.727,577.0,645.0,0.0,0.0,0.0
2021-06-01,82.861,774.0,864.0,0.0,0.0,0.0
2021-07-01,80.976,757.0,847.0,0.0,0.0,0.0
2021-08-01,116.777,1091.0,1217.0,0.0,0.0,0.0
2021-09-01,151.25,1413.0,1576.0,0.0,0.0,0.0
2021-10-01,150.27,1404.0,1565.0,0.0,0.0,0.0
2021-11-01,117.33,1096.0,1223.0,0.0,0.0,0.0
2021-12-01,130.43,1219.0,1363.0,0.0,0.0,0.0
2022-01-01,135.037,1263.0,1374.0,0.0,0.0,0.0
2022-02-01,111.364,1041.0,1122.0,0.0,0.0,0.0
2022-03-01,128.963,1206.0,1302.0,0.0,0.0,0.0
2022-04-01,114.65,1072.0,1156.0,0.0,0.0,0.0
2022-05-01,107.443,1005.0,1083.0,0.0,0.0,0.0
2022-06-01,130.851,1223.0,1318.0,0.0,0.0,0.0
2022-07-01,119.18,1114.0,1201.0,0.0,0.0,0.0
2022-08-01,80.154,749.0,808.0,0.0,0.0,0.0
2022-09-01,93.897,878.0,948.0,0.0,0.0,0.0
2022-10-01,105.353,985.0,1066.0,0.0,0.0,0.0
2022-11-01,100.022,935.0,1010.0,0.0,0.0,0.0
2022-12-01,136.086,1272.0,1374.0,0.0,0.0,0.0
2023-01-01,134.42,1256.0,1391.0,0.0,0.0,0.0
2023-02-01,104.353,975.0,1077.0,0.0,0.0,0.0
2023-03-01,98.48,920.0,1015.0,0.0,0.0,0.0
2023-04-01,116.414,1088.0,1201.0,0.0,0.0,0.0
2023-05-01,115.032,1075.0,1189.0,0.0,0.0,0.0
2023-06-01,99.046,925.0,1021.0,0.0,0.0,0.0
2023-07-01,93.787,876.0,971.0,0.0,0.0,0.0
2023-08-01,97.621,912.0,1010.0,0.0,0.0,0.0
2023-09-01,84.667,791.0,875.0,0.0,0.0,0.0
2023-10-01,96.041,897.0,993.0,0.0,0.0,0.0
2023-11-01,121.12,1132.0,1251.0,0.0,0.0,0.0
2023-12-01,133.019,1243.0,1374.0,0.0,0.0,0.0
2024-01-01,113.35,1059.0,1156.0,0.0,0.0,0.0
2024-02-01,102.073,954.0,1043.0,0.0,0.0,0.0
2024-03-01,123.024,1149.0,1257.0,0.0,0.0,0.0
2024-04-01,129.613,1211.0,1324.0,0.0,0.0,0.0
2024-05-01,75.981,710.0,774.0,0.0,0.0,0.0
2024-06-01,135.653,1267.0,1386.0,0.0,0.0,0.0
2024-07-01,79.575,743.0,813.0,0.0,0.0,0.0
2024-08-01,114.911,1074.0,1172.0,0.0,0.0,0.0
2024-09-01,76.316,713.0,780.0,0.0,0.0,0.0
2024-10-01,121.168,1132.0,1240.0,0.0,0.0,0.0
2024-11-01,118.533,1107.0,1212.0,0.0,0.0,0.0
2024-12-01,100.803,942.0,1027.0,0.0,0.0,0.0
