measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Sludge Waste Generation,Sludge Waste Quantity Consumed For Electricity,Sludge Waste Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2004-02-01,6804.81069,34327.43,475713.4,19710.17331,99429.6,1377906.6,431.98817,2179.2,30199.6,1324.61629,6682.14,92601.8,266.06246,1342.17,18600.0,9942.53109,50155.92,695066.4
2004-03-01,8118.91551,40956.54,499738.8,25467.58528,128473.34,1567591.2,492.57342,2484.83,30319.08,1638.80347,8267.08,100872.3,141.52168,713.92,8711.0,9276.62164,46796.68,570998.4
2004-04-01,6872.36068,34668.19,453364.8,22617.75823,114097.15,1492077.6,538.87826,2718.42,35549.42,1413.19227,7128.97,93227.3,104.79117,528.63,6913.0,10863.70838,54802.87,716671.2
2004-05-01,7049.09323,35559.73,474953.6,22969.71212,115872.61,1547652.6,439.68169,2218.01,29624.86,1464.10315,7385.79,98648.3,47.84947,241.38,3224.0,9849.66435,49687.45,663650.4
2004-06-01,5742.3503,28967.76,392056.8,17087.98897,86201.77,1166676.0,972.30124,4904.85,66383.5,558.44615,2817.13,38127.7,89.44758,451.23,6107.0,7372.84777,37192.94,503378.4
2004-07-01,5491.70597,27703.36,372668.8,20523.10194,103530.48,1392703.8,671.7434499999999,3388.67,45584.71,199.91660000000002,1008.5,13566.4,78.11637,394.06,5301.0,11578.97667,58411.1,785752.8
2004-08-01,3902.95742,19688.79,276279.0,21427.37315,108092.15,1516781.4,516.37438,2604.89,36552.64,572.98866,2890.49,40560.2,67.44167999999999,340.22,4774.0,11101.88871,56004.39,785870.4
2004-09-01,2817.39382,14212.58,219818.0,19152.06686,96614.18,1494277.8,395.34373,1994.34,30845.41,1025.81906,5174.83,80036.2,280.51152,1415.06,21886.0,8385.60001,42301.85,654259.2
2004-10-01,3808.32167,19211.39,272558.6,21114.04403,106511.54,1511115.6,435.17508,2195.28,31145.14,1117.52794,5637.46,79980.6,387.23352,1953.43,27714.0,9210.40675,46462.66,659181.6
2004-11-01,4937.15658,24905.89,321683.6,23280.58146,117440.82,1516861.2,329.01818,1659.76,21437.39,1135.15728,5726.39,73961.9,460.55874,2323.33,30008.0,10470.53476,52819.48,682214.4
2004-12-01,4302.10285,21702.31,343324.8,19020.05859,95948.25,1517875.8,648.98404,3273.85,51791.49,986.71181,4977.55,78743.5,438.56225,2212.36,34999.0,9276.17245,46794.42,740275.2
2005-01-01,6741.41194,34007.61,466148.2,21021.92806,106046.85,1453602.6,741.6623000000001,3741.38,51283.7,1436.89885,7248.55,99357.2,453.25197000000003,2286.47,31341.0,10148.71387,51196.03,701752.8
2005-02-01,5662.73714,28566.15,408676.1,18102.41975,91319.15,1306440.0,614.99411,3102.39,44383.73,1225.52983,6182.29,88445.7,393.46339,1984.86,28396.0,10181.11879,51359.5,734764.8
2005-03-01,5712.19246,28815.63,393398.4,24007.55394,121108.09,1653399.0,642.33343,3240.3,44237.47,1280.81118,6461.16,88209.4,702.19306,3542.27,48360.0,10019.51092,50544.25,690043.2
2005-04-01,6602.25104,33305.6,485427.0,14365.11161,72465.99,1056187.2,686.95648,3465.41,50508.11,986.85514,4978.27,72558.0,247.49584,1248.51,18197.0,6038.44689,30461.44,443973.6
2005-05-01,4069.42433,20528.55,306005.12,20445.39528,103138.49,1537415.4,533.64115,2692.0,40127.77,1076.75033,5431.76,80967.5,442.34966,2231.47,33263.0,10053.48024,50715.61,755983.2
2005-06-01,7571.54869,38195.3,267339.6,5102.29797,25738.96,180154.2,1032.93338,5210.72,36471.27,1980.1779099999999,9989.17,69917.0,370.50628,1869.05,13082.0,17758.53977,89584.43,627026.4
2005-07-01,7955.51483,40132.25,285993.0,3977.89928,20066.84,143001.6,822.24595,4147.89,29558.94,1858.28128,9374.25,66803.4,938.21738,4732.92,33728.0,20847.05228,105164.68,749431.2
2005-08-01,9058.47781,45696.24,322603.2,4010.58582,20231.73,142830.6,681.22166,3436.48,24260.62,1886.33207,9515.76,67178.7,711.16488,3587.53,25327.0,21264.28774,107269.46,757293.6
2005-09-01,5899.90443,29762.56,339553.8,2310.8045,11657.04,132992.4,486.5941,2454.66,28004.67,11320.95848,57109.51,651548.6,510.09146,2573.2,29357.0,12018.13502,60626.48,691672.8
2005-10-01,8855.09825,44670.28,305394.6,20.163539999999998,101.72,695.4,585.602,2954.12,20196.24,1999.07233,10084.49,68944.0,389.20788,1963.39,13423.0,21089.14601,106385.94,727322.4
2005-11-01,16552.48692,83500.39,540071.4,19.566129999999998,98.7,638.4,651.28275,3285.45,21249.93,2083.64888,10511.14,67984.9,8.550989999999999,43.14,279.0,17636.80732,88970.34,575450.4
2005-12-01,14404.23207,72663.34,516727.8,19.702659999999998,99.39,706.8,518.16792,2613.94,18588.41,1883.12588,9499.58,67554.0,512.44194,2585.06,18383.0,22340.00452,112696.0,801410.4
2006-01-01,13159.64069,66384.9,465415.2,19.98481,100.82,706.8,636.1404,3209.06,22498.29,1959.22102,9883.45,69291.5,851.10745,4293.48,30101.0,23384.80563,117966.59,827047.2
2006-02-01,12636.81297,63747.45,456103.23,16.10829,81.26,581.4,536.4997000000001,2706.42,19364.0,1386.02498,6991.92,50026.1,472.38793,2383.0,17050.0,20690.69113,104375.9,746793.6
2006-03-01,13767.42939,69450.94,451273.42,21.563019999999998,108.78,706.8,831.83479,4196.26,27266.16,1459.61652,7363.16,47843.8,418.96575,2113.51,13733.0,21361.37752,107759.24,700190.4
2006-04-01,10902.42034,54998.16,375524.1,17.54146,88.49,604.2,610.39068,3079.17,21024.36,1848.26988,9323.75,63662.0,180.00178,908.03,6200.0,20398.54485,102902.15,702609.6
2006-05-01,10146.65276,51185.63,317262.6,22.969379999999997,115.87,718.2,534.76957,2697.69,16721.02,2036.03011,10270.92,63662.0,0.0,0.0,0.0,25298.02118,127617.96,791011.2
2006-06-01,8420.88333,42479.84,273450.1,21.76587,109.8,706.8,2375.32599,11982.53,77133.61,1739.59465,8775.53,56489.6,0.0,0.0,0.0,23258.73916,117330.63,755277.6
2006-07-01,11388.69276,57451.2,355478.6,21.54851,108.7,672.6,2127.49615,10732.33,66406.16,2054.72075,10365.21,64134.6,0.0,0.0,0.0,20453.36283,103178.68,638416.8
2006-08-01,6708.15458,33839.84,215827.92,23.03105,116.18,741.0,2529.22368,12758.88,81375.15,2290.60371,11555.14,73697.8,0.0,0.0,0.0,25398.44998,128124.58,817168.8
2006-09-01,7361.05704,37133.46,265948.7,19.87869,100.28,718.2,2599.49298,13113.36,93917.46,1778.2264,8970.41,64245.8,170.74857,861.36,6169.0,20971.43432,105792.14,757680.0
2006-10-01,8795.06677,44367.44,322999.04,21.729049999999997,109.61,798.0,2526.29595,12744.11,92778.28,1872.76119,9447.3,68777.2,242.25988,1222.1,8897.0,21629.32815,109110.94,794337.6
2006-11-01,10556.44737,53252.87,413182.38,17.766859999999998,89.63,695.4,2289.1674199999998,11547.89,89598.67,1923.04415,9700.96,75268.5,429.27636,2165.52,16802.0,19362.78084,97677.15,757864.8
2006-12-01,10500.84586,52972.38,380542.5,19.81831,99.98,718.2,2478.70377,12504.03,89826.3,1855.67442,9361.1,67248.2,264.32686,1333.42,9579.0,22466.77278,113335.49,814178.4
2007-01-01,13519.301,68198.0,433706.0,24.875,125.0,798.0,3285.578,16575.0,105403.0,1822.83,9202.0,58477.0,320.81800000000004,1612.0,10292.0,16602.831,83748.0,532627.0
2007-02-01,7454.015,37596.0,298298.0,18.801000000000002,91.0,752.0,1971.5410000000002,9946.0,78898.0,1535.242,7742.0,61438.0,390.42,1984.0,15624.0,21191.833,106898.0,848064.0
2007-03-01,9669.967,48783.0,340483.0,17.807000000000002,91.0,627.0,2223.443,11217.0,78288.0,1540.393,7770.0,54238.0,186.65,930.0,6572.0,23317.927,117634.0,821033.0
2007-04-01,7265.446,36660.0,253656.0,21.551000000000002,114.0,752.0,2184.136,11018.0,76254.0,1675.3580000000002,8451.0,58491.0,0.0,0.0,0.0,25370.837,127982.0,885763.0
2007-05-01,6337.67,31976.0,239882.0,18.071,91.0,684.0,2237.712,11289.0,84698.0,1579.486,7965.0,59784.0,0.0,0.0,0.0,22336.095,112678.0,845426.0
2007-06-01,6060.349,30559.0,211494.0,19.927,103.0,695.0,2343.491,11822.0,81783.0,1838.971,9271.0,64176.0,0.0,0.0,0.0,25623.673000000003,129259.0,894214.0
2007-07-01,9094.981,45891.0,314520.0,22.087,114.0,764.0,359.886,1816.0,12445.0,1614.215,8145.0,55822.0,0.0,0.0,0.0,26877.172,135576.0,929460.0
2007-08-01,7446.245000000001,37558.0,249098.0,24.195,125.0,809.0,2502.7980000000002,12626.0,83726.0,2182.263,11009.0,73003.0,0.0,0.0,0.0,23904.724000000002,120590.0,799680.0
2007-09-01,4281.131,21597.0,165461.0,20.647000000000002,103.0,798.0,1939.544,9784.0,74961.0,1738.8960000000002,8771.0,67207.0,0.0,0.0,0.0,21571.094,108814.0,833700.0
2007-10-01,8417.737000000001,42465.0,270504.0,24.123,125.0,775.0,3060.993,15442.0,98365.0,2195.193,11078.0,70543.0,0.0,0.0,0.0,21687.088,109402.0,696914.0
2007-11-01,11546.947,58261.0,358060.0,27.573,137.0,855.0,2805.263,14151.0,86989.0,2221.107,11203.0,68875.0,0.0,0.0,0.0,19090.582000000002,96298.0,591982.0
2007-12-01,9969.313,50302.0,376009.0,20.856,103.0,787.0,2102.512,10606.0,79300.0,2074.129,10467.0,78229.0,60.822,310.0,2294.0,23396.924,118020.0,882454.0
2008-01-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-02-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-03-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-04-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-05-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-06-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-07-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-08-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-09-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-10-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-11-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2008-12-01,7603.727000000001,38358.0,275430.0,21869.151,110321.0,792168.0,0.0,0.0,0.0,,,,,,,3282.9570000000003,16561.0,118919.0
2009-01-01,4005.4150000000004,20206.0,129664.0,21687.885,109406.0,702084.0,0.0,0.0,0.0,,,,,,,4040.47,20382.0,130799.0
2009-02-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-03-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-04-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-05-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-06-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-07-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-08-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-09-01,5872.975,29627.0,205005.0,20113.294,101463.0,702084.0,0.0,0.0,0.0,,,,,,,3747.501,18905.0,130812.0
2009-10-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-11-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2009-12-01,4005.36,20205.0,129664.0,21687.588,109405.0,702084.0,0.0,0.0,0.0,,,,,,,4040.822,20384.0,130812.0
2010-01-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-02-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-03-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-04-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-05-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-06-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-07-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-08-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-09-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-10-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-11-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2010-12-01,3089.588,15586.0,127318.0,26337.273,132861.0,1085328.0,0.0,0.0,0.0,,,,,,,1765.603,8907.0,72758.0
2011-01-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-02-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-03-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-04-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-05-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-06-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-07-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-08-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-09-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-10-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-11-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2011-12-01,4355.272,21971.0,136607.0,24904.541,125633.0,781152.0,0.0,0.0,0.0,,,,,,,527.733,2662.0,16553.0
2012-01-01,5216.883,26317.0,259118.0,16035.153,80891.0,796452.0,0.0,0.0,0.0,,,,,,,8112.018,40922.0,402917.0
2012-02-01,3104.443,15661.0,145358.0,16334.733,82402.0,764832.0,0.0,0.0,0.0,,,,,,,7275.41,36701.0,340652.0
2012-03-01,3775.866,19048.0,136214.0,19213.387,96924.0,693120.0,0.0,0.0,0.0,,,,,,,7185.294,36247.0,259208.0
2012-04-01,36.806,186.0,1520.0,19949.584,100637.0,823656.0,0.0,0.0,0.0,,,,,,,9272.99,46778.0,382853.0
2012-05-01,4.096,21.0,157.0,15223.873,76798.0,584268.0,0.0,0.0,0.0,,,,,,,9417.17,47506.0,361416.0
2012-06-01,3.043,15.0,131.0,16804.239,84770.0,723336.0,0.0,0.0,0.0,,,,,,,6983.19,35227.0,300590.0
2012-07-01,3.615,18.0,157.0,16377.034,82615.0,712176.0,0.0,0.0,0.0,,,,,,,9522.483,48037.0,414097.0
2012-08-01,3.809,19.0,131.0,21349.26,107698.0,734340.0,0.0,0.0,0.0,,,,,,,12107.624,61078.0,416460.0
2012-09-01,0.0,0.0,0.0,21252.872,107212.0,719352.0,0.0,0.0,0.0,,,,,,,10130.692,51105.0,342896.0
2012-10-01,0.0,0.0,0.0,20936.87,105618.0,765888.0,0.0,0.0,0.0,,,,,,,9084.989,45830.0,332336.0
2012-11-01,0.0,0.0,0.0,20675.446,104299.0,723240.0,0.0,0.0,0.0,,,,,,,10739.808,54178.0,375685.0
2012-12-01,0.0,0.0,0.0,1031.868,5205.0,10980.0,0.0,0.0,0.0,,,,,,,31790.226,160368.0,338276.0
2013-01-01,3774.528,19041.0,168492.0,15779.288,79600.0,704376.0,2613.877,13186.0,116682.0,0.0,0.0,0.0,0.0,0.0,0.0,8696.35,43869.0,388199.0
2013-02-01,2088.654,10536.0,79962.0,16689.399,84191.0,638940.0,2887.626,14567.0,110550.0,0.0,0.0,0.0,0.0,0.0,0.0,9364.494,47240.0,358512.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12240.619,61749.0,223424.0,0.0,0.0,0.0,0.0,0.0,0.0,18983.535,95764.0,346500.0
2013-04-01,0.0,0.0,0.0,10415.533,52542.0,554664.0,1284.002,6477.0,68378.0,0.0,0.0,0.0,0.0,0.0,0.0,5451.423,27500.0,290308.0
2013-05-01,0.0,0.0,0.0,13713.758,69180.0,668148.0,348.755,1759.0,16992.0,0.0,0.0,0.0,0.0,0.0,0.0,6266.078,31610.0,305290.0
2013-06-01,0.0,0.0,0.0,16756.38,84529.0,691008.0,1461.112,7371.0,60254.0,0.0,0.0,0.0,0.0,0.0,0.0,8330.002,42021.0,343517.0
2013-07-01,0.0,0.0,0.0,14818.241,74752.0,700224.0,2746.226,13854.0,129771.0,0.0,0.0,0.0,0.0,0.0,0.0,5242.659,26447.0,247738.0
2013-08-01,0.0,0.0,0.0,16376.298,82612.0,694788.0,1148.168,5792.0,48713.0,0.0,0.0,0.0,0.0,0.0,0.0,8355.62,42151.0,354499.0
2013-09-01,0.0,0.0,0.0,18517.11,93411.0,729072.0,626.015,3158.0,24648.0,0.0,0.0,0.0,0.0,0.0,0.0,11084.238,55915.0,436418.0
2013-10-01,0.0,0.0,0.0,18973.82,95715.0,736272.0,1631.809,8232.0,63322.0,0.0,0.0,0.0,0.0,0.0,0.0,10937.346,55174.0,424420.0
2013-11-01,0.0,0.0,0.0,17611.318,88842.0,749292.0,3882.686,19587.0,165193.0,0.0,0.0,0.0,0.0,0.0,0.0,8579.711,43281.0,365033.0
2013-12-01,0.0,0.0,0.0,19597.34,98860.0,778080.0,2056.051,10372.0,81632.0,0.0,0.0,0.0,0.0,0.0,0.0,10941.112,55193.0,434399.0
2014-01-01,0.0,0.0,0.0,17235.98,86948.0,696360.0,1050.679,5300.0,42449.0,0.0,0.0,0.0,0.0,0.0,0.0,10964.079,55309.0,442966.0
2014-02-01,0.0,0.0,0.0,16459.468,83031.0,667740.0,575.336,2902.0,23341.0,0.0,0.0,0.0,0.0,0.0,0.0,10346.23,52192.0,419734.0
