measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-02-01,,,,,,,,,,,,,0.0,0.0,0.0,5597.756,76497.0,76497.0,1664.972,0.0,0.0,541.1370000000001,5834.0,5834.0,48.701,1026.0,1026.0
2004-03-01,,,,,,,,,,,,,0.0,0.0,0.0,5975.753000000001,81663.0,81663.0,1796.597,0.0,0.0,577.774,6229.0,6229.0,47.468,1000.0,1000.0
2004-04-01,,,,,,,,,,,,,0.0,0.0,0.0,6268.301,85661.0,85661.0,1867.997,0.0,0.0,602.244,6493.0,6493.0,51.905,1094.0,1094.0
2004-05-01,,,,,,,,,,,,,0.0,0.0,0.0,6758.157,92355.0,92355.0,2266.036,0.0,0.0,569.297,6137.0,6137.0,66.798,1407.0,1407.0
2004-06-01,,,,,,,,,,,,,0.0,0.0,0.0,7228.903,98788.0,98788.0,2589.444,0.0,0.0,661.274,7129.0,7129.0,83.73700000000001,1764.0,1764.0
2004-07-01,,,,,,,,,,,,,0.0,0.0,0.0,8023.008000000001,109640.0,109640.0,3044.1890000000003,0.0,0.0,630.469,6797.0,6797.0,110.11,2320.0,2320.0
2004-08-01,,,,,,,,,,,,,0.0,0.0,0.0,8088.099,110530.0,110530.0,3153.344,0.0,0.0,609.899,6575.0,6575.0,104.85,2209.0,2209.0
2004-09-01,,,,,,,,,,,,,0.0,0.0,0.0,7372.3240000000005,100748.0,100748.0,2643.7780000000002,0.0,0.0,618.897,6672.0,6672.0,74.01,1559.0,1559.0
2004-10-01,,,,,,,,,,,,,0.0,0.0,0.0,6881.376,94039.0,94039.0,2379.983,0.0,0.0,637.4010000000001,6872.0,6872.0,67.99600000000001,1433.0,1433.0
2004-11-01,,,,,,,,,,,,,0.0,0.0,0.0,5989.216,81847.0,81847.0,1995.428,0.0,0.0,537.685,5797.0,5797.0,36.359,766.0,766.0
2004-12-01,,,,,,,,,,,,,0.0,0.0,0.0,6061.186000000001,82831.0,82831.0,1979.985,0.0,0.0,639.258,6892.0,6892.0,40.901,862.0,862.0
2005-01-01,0.0,0.0,0.0,,,,,,,21.685,203.08,203.08,0.0,0.0,0.0,4339.006,61486.81,61486.81,1566.55,70.88,70.88,4714.419,58363.32,58363.32,27.019000000000002,560.03,560.03
2005-02-01,0.0,0.0,0.0,,,,,,,11.006,103.07,103.07,0.0,0.0,0.0,3601.996,51042.85,51042.85,1300.461,58.84,58.84,3913.6420000000003,48449.91,48449.91,22.429000000000002,464.9,464.9
2005-03-01,0.0,0.0,0.0,,,,,,,13.32,124.74,124.74,0.0,0.0,0.0,4460.778,63212.4,63212.4,1610.515,72.87,72.87,4846.726000000001,60001.25,60001.25,27.777,575.74,575.74
2005-04-01,0.0,0.0,0.0,,,,,,,13.88,129.98,129.98,0.0,0.0,0.0,4395.244000000001,62283.75,62283.75,1586.855,71.8,71.8,4775.523,59119.77,59119.77,27.369,567.29,567.29
2005-05-01,0.0,0.0,0.0,,,,,,,16.355,153.16,153.16,0.0,0.0,0.0,5181.283,73422.47,73422.47,1870.645,84.64,84.64,5629.57,69692.66,69692.66,32.263,668.74,668.74
2005-06-01,0.0,0.0,0.0,,,,,,,14.808,138.67,138.67,0.0,0.0,0.0,6538.921,92661.18,92661.18,2360.806,106.81,106.81,7104.673000000001,87954.05,87954.05,40.717,843.97,843.97
2005-07-01,0.0,0.0,0.0,,,,,,,23.711000000000002,222.05,222.05,0.0,0.0,0.0,8195.224,116132.17,116132.17,2958.7960000000003,133.87,133.87,8904.279,110232.73,110232.73,51.031000000000006,1057.74,1057.74
2005-08-01,0.0,0.0,0.0,,,,,,,26.24,245.73,245.73,0.0,0.0,0.0,8489.363000000001,120300.34,120300.34,3064.992,138.67,138.67,9223.868,114189.16,114189.16,52.863,1095.71,1095.71
2005-09-01,0.0,0.0,0.0,,,,,,,26.058,244.02,244.02,0.0,0.0,0.0,6459.875,91541.04,91541.04,2332.2670000000003,105.52,105.52,7018.787,86890.81,86890.81,40.225,833.76,833.76
2005-10-01,0.0,0.0,0.0,,,,,,,15.548,145.61,145.61,0.0,0.0,0.0,5160.652,73130.12,73130.12,1863.1970000000001,84.3,84.3,5607.154,69415.15,69415.15,32.135,666.08,666.08
2005-11-01,0.0,0.0,0.0,,,,,,,12.393,116.06,116.06,0.0,0.0,0.0,4402.89,62392.1,62392.1,1589.615,71.92,71.92,4783.831,59222.62,59222.62,27.416,568.27,568.27
2005-12-01,0.0,0.0,0.0,,,,,,,26.997,252.82,252.82,0.0,0.0,0.0,4296.768,60888.28,60888.28,1551.3010000000002,70.19,70.19,4668.527,57795.19,57795.19,26.756,554.58,554.58
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.828,46.0,46.0,0.0,0.0,0.0,4323.148,61156.0,61156.0,1495.7140000000002,446.0,446.0,4383.421,52372.0,52372.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.767,45.0,45.0,0.0,0.0,0.0,5129.021000000001,72556.0,72556.0,1774.528,529.0,529.0,5200.53,62134.0,62134.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.056,40.0,40.0,0.0,0.0,0.0,5850.118,82757.0,82757.0,2024.0120000000002,604.0,604.0,5931.6810000000005,70870.0,70870.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.67,53.0,53.0,0.0,0.0,0.0,6543.485000000001,92565.0,92565.0,2263.9010000000003,675.0,675.0,6634.715,79269.0,79269.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0280000000000005,48.0,48.0,0.0,0.0,0.0,7578.99,107213.0,107213.0,2622.163,782.0,782.0,7684.657,91814.0,91814.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.21,57.0,57.0,0.0,0.0,0.0,9657.695,136619.0,136619.0,3341.349,996.0,996.0,9792.343,116995.0,116995.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.994000000000001,55.0,55.0,0.0,0.0,0.0,12141.829,171760.0,171760.0,4200.805,1253.0,1253.0,12311.111,147089.0,147089.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.527,59.0,59.0,0.0,0.0,0.0,12294.953,173926.0,173926.0,4253.782,1269.0,1269.0,12466.37,148944.0,148944.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.347,42.0,42.0,0.0,0.0,0.0,8365.514000000001,118340.0,118340.0,2894.2830000000004,863.0,863.0,8482.146,101342.0,101342.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.882000000000001,54.0,54.0,0.0,0.0,0.0,7574.234,107146.0,107146.0,2620.518,782.0,782.0,7679.834000000001,91756.0,91756.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.007000000000001,47.0,47.0,0.0,0.0,0.0,5625.046,79573.0,79573.0,1946.142,580.0,580.0,5703.4710000000005,68143.0,68143.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.683000000000001,53.0,53.0,0.0,0.0,0.0,5863.967000000001,82953.0,82953.0,2028.803,605.0,605.0,5945.722000000001,71037.0,71037.0,0.0,0.0,0.0
2007-01-01,,,,,,,,,,6.507000000000001,132.0,132.0,,,,7993.937000000001,106306.0,106306.0,2530.0,0.0,0.0,1617.76,17624.0,17624.0,0.0,0.0,0.0
2007-02-01,,,,,,,,,,1.461,28.0,28.0,,,,1048.714,13946.0,13946.0,335.0,0.0,0.0,1374.578,14975.0,14975.0,0.0,0.0,0.0
2007-03-01,,,,,,,,,,1.133,22.0,22.0,,,,1618.909,21529.0,21529.0,522.0,0.0,0.0,1599.509,17425.0,17425.0,0.0,0.0,0.0
2007-04-01,,,,,,,,,,1.0210000000000001,22.0,22.0,,,,924.677,12297.0,12297.0,298.0,88.0,88.0,1506.485,16412.0,16412.0,0.0,0.0,0.0
2007-05-01,,,,,,,,,,0.9530000000000001,22.0,22.0,,,,324.94100000000003,4321.0,4321.0,106.0,0.0,0.0,1641.942,17888.0,17888.0,0.0,0.0,0.0
2007-06-01,,,,,,,,,,1.042,22.0,22.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1922.4830000000002,20944.0,20944.0,0.0,0.0,0.0
2007-07-01,,,,,,,,,,0.548,11.0,11.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2075.645,22612.0,22612.0,0.0,0.0,0.0
2007-08-01,,,,,,,,,,0.783,17.0,17.0,,,,2664.646,35435.0,35435.0,848.0,61.0,61.0,2474.3990000000003,26957.0,26957.0,0.0,0.0,0.0
2007-09-01,,,,,,,,,,0.5670000000000001,11.0,11.0,,,,1299.844,17286.0,17286.0,414.0,57.0,57.0,2022.81,22037.0,22037.0,0.0,0.0,0.0
2007-10-01,,,,,,,,,,0.769,17.0,17.0,,,,4168.293000000001,55431.0,55431.0,1329.0,32.0,32.0,1700.5130000000001,18526.0,18526.0,0.0,0.0,0.0
2007-11-01,,,,,,,,,,0.679,17.0,17.0,,,,3119.579,41485.0,41485.0,992.0,0.0,0.0,1344.8,14651.0,14651.0,0.0,0.0,0.0
2007-12-01,,,,,,,,,,0.538,11.0,11.0,,,,357.459,4754.0,4754.0,113.0,0.0,0.0,1394.075,15187.0,15187.0,0.0,0.0,0.0
2008-01-01,,,,,,,,,,14.625,281.0,281.0,,,,620.197,8289.0,8289.0,226.0,0.0,0.0,2624.641,28687.0,28687.0,0.0,0.0,0.0
2008-02-01,,,,,,,,,,13.079,248.0,248.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2217.9210000000003,24242.0,24242.0,0.0,0.0,0.0
2008-03-01,,,,,,,,,,2.8890000000000002,55.0,55.0,,,,2955.543,39490.0,39490.0,1011.0,1138.0,1138.0,2544.887,27816.0,27816.0,0.0,0.0,0.0
2008-04-01,,,,,,,,,,5.867,110.0,110.0,,,,8139.408,108754.0,108754.0,2790.0,0.0,0.0,2474.6420000000003,27048.0,27048.0,0.0,0.0,0.0
2008-05-01,,,,,,,,,,5.673,110.0,110.0,,,,9758.508,130387.0,130387.0,3384.0,723.0,723.0,3009.7360000000003,32897.0,32897.0,0.0,0.0,0.0
2008-06-01,,,,,,,,,,5.7250000000000005,110.0,110.0,,,,10880.901,145384.0,145384.0,3733.0,1165.0,1165.0,3655.882,39959.0,39959.0,0.0,0.0,0.0
2008-07-01,,,,,,,,,,4.321000000000001,83.0,83.0,,,,8614.161,115097.0,115097.0,2958.0,436.0,436.0,3966.7650000000003,43358.0,43358.0,0.0,0.0,0.0
2008-08-01,,,,,,,,,,1.748,33.0,33.0,,,,6953.897,92914.0,92914.0,2395.0,29.0,29.0,3907.333,42708.0,42708.0,0.0,0.0,0.0
2008-09-01,,,,,,,,,,2.1350000000000002,39.0,39.0,,,,1838.6390000000001,24567.0,24567.0,628.0,0.0,0.0,2633.585,28785.0,28785.0,0.0,0.0,0.0
2008-10-01,,,,,,,,,,3.4570000000000003,66.0,66.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2521.44,27560.0,27560.0,0.0,0.0,0.0
2008-11-01,,,,,,,,,,3.81,72.0,72.0,,,,2409.44,32193.0,32193.0,839.0,311.0,311.0,1938.115,21184.0,21184.0,0.0,0.0,0.0
2008-12-01,,,,,,,,,,2.6710000000000003,50.0,50.0,,,,211.306,2824.0,2824.0,74.0,0.0,0.0,2148.053,23478.0,23478.0,0.0,0.0,0.0
2009-01-01,,,,,,,,,,25.394000000000002,248.0,248.0,,,,2162.5370000000003,29448.0,29448.0,737.0,0.0,0.0,2139.6240000000003,24915.0,24915.0,0.0,0.0,0.0
2009-02-01,,,,,,,,,,22.082,220.0,220.0,,,,1169.987,15932.0,15932.0,399.0,197.0,197.0,1825.787,21261.0,21261.0,0.0,0.0,0.0
2009-03-01,,,,,,,,,,20.897000000000002,209.0,209.0,,,,1050.771,14308.0,14308.0,357.0,0.0,0.0,2349.3830000000003,27358.0,27358.0,0.0,0.0,0.0
2009-04-01,,,,,,,,,,18.321,182.0,182.0,,,,280.021,3813.0,3813.0,95.0,0.0,0.0,2049.149,23862.0,23862.0,0.0,0.0,0.0
2009-05-01,,,,,,,,,,17.877000000000002,182.0,182.0,,,,1389.0130000000001,18915.0,18915.0,472.0,0.0,0.0,2743.289,31945.0,31945.0,0.0,0.0,0.0
2009-06-01,,,,,,,,,,8.0,83.0,83.0,,,,8627.963,117489.0,117489.0,2948.0,0.0,0.0,3668.512,42719.0,42719.0,0.0,0.0,0.0
2009-07-01,,,,,,,,,,3.4320000000000004,33.0,33.0,,,,7937.615000000001,108088.0,108088.0,2731.0,877.0,877.0,4046.664,47122.0,47122.0,0.0,0.0,0.0
2009-08-01,,,,,,,,,,3.648,39.0,39.0,,,,8658.461000000001,117904.0,117904.0,2962.0,2553.0,2553.0,4060.2630000000004,47281.0,47281.0,0.0,0.0,0.0
2009-09-01,,,,,,,,,,4.882000000000001,50.0,50.0,,,,629.3530000000001,8570.0,8570.0,214.0,0.0,0.0,3038.23,35380.0,35380.0,0.0,0.0,0.0
2009-10-01,,,,,,,,,,6.852,72.0,72.0,,,,2165.308,29486.0,29486.0,735.0,226.0,226.0,2445.471,28477.0,28477.0,0.0,0.0,0.0
2009-11-01,,,,,,,,,,10.194,105.0,105.0,,,,706.9830000000001,9627.0,9627.0,240.0,0.0,0.0,1881.275,21907.0,21907.0,0.0,0.0,0.0
2009-12-01,,,,,,,,,,13.421000000000001,138.0,138.0,,,,645.988,8797.0,8797.0,220.0,0.0,0.0,2461.353,28661.0,28661.0,0.0,0.0,0.0
2010-01-01,,,,,,,,,,54.46,803.0,803.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2519.15,27801.0,27801.0,0.0,0.0,0.0
2010-02-01,,,,,,,,,,12.702,187.0,187.0,,,,94.899,1227.0,1227.0,27.0,0.0,0.0,2360.788,26052.0,26052.0,0.0,0.0,0.0
2010-03-01,,,,,,,,,,9.835,143.0,143.0,,,,350.144,4531.0,4531.0,93.0,0.0,0.0,1872.1870000000001,20660.0,20660.0,0.0,0.0,0.0
2010-04-01,,,,,,,,,,18.928,281.0,281.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2194.974,24222.0,24222.0,0.0,0.0,0.0
2010-05-01,,,,,,,,,,10.620000000000001,154.0,154.0,,,,2094.318,27102.0,27102.0,599.0,0.0,0.0,2681.567,29592.0,29592.0,0.0,0.0,0.0
2010-06-01,,,,,,,,,,8.951,132.0,132.0,,,,6924.338000000001,89606.0,89606.0,2018.0,0.0,0.0,3226.677,35607.0,35607.0,0.0,0.0,0.0
2010-07-01,,,,,,,,,,6.531000000000001,94.0,94.0,,,,5530.308,71567.0,71567.0,1613.0,0.0,0.0,3370.366,37193.0,37193.0,0.0,0.0,0.0
2010-08-01,,,,,,,,,,8.544,127.0,127.0,,,,9889.107,127972.0,127972.0,2853.0,0.0,0.0,3994.1870000000004,44077.0,44077.0,0.0,0.0,0.0
2010-09-01,,,,,,,,,,6.719,99.0,99.0,,,,7735.886,100108.0,100108.0,2231.0,0.0,0.0,2905.135,32059.0,32059.0,0.0,0.0,0.0
2010-10-01,,,,,,,,,,4.878,72.0,72.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2159.442,23831.0,23831.0,0.0,0.0,0.0
2010-11-01,,,,,,,,,,13.342,198.0,198.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1950.7520000000002,21527.0,21527.0,0.0,0.0,0.0
2010-12-01,,,,,,,,,,7.49,110.0,110.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2035.775,22466.0,22466.0,0.0,0.0,0.0
2011-01-01,,,,,,,,,,15.445,127.0,127.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1479.675,17715.0,17715.0,0.0,0.0,0.0
2011-02-01,,,,,,,,,,247.759,1975.0,1975.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1343.539,16084.0,16084.0,0.0,0.0,0.0
2011-03-01,,,,,,,,,,33.418,264.0,264.0,,,,7783.024,103300.0,103300.0,2200.0,45.0,45.0,1208.68,14470.0,14470.0,0.0,0.0,0.0
2011-04-01,,,,,,,,,,19.379,154.0,154.0,,,,2700.371,35840.0,35840.0,759.0,0.0,0.0,1559.019,18664.0,18664.0,0.0,0.0,0.0
2011-05-01,,,,,,,,,,13.954,110.0,110.0,,,,2588.701,34358.0,34358.0,719.0,0.0,0.0,1660.343,19877.0,19877.0,0.0,0.0,0.0
2011-06-01,,,,,,,,,,22.923,182.0,182.0,,,,13231.141,175609.0,175609.0,3710.0,284.0,284.0,2155.248,25802.0,25802.0,0.0,0.0,0.0
2011-07-01,,,,,,,,,,16.82,132.0,132.0,,,,11112.805,147493.0,147493.0,3139.0,328.0,328.0,2613.818,31292.0,31292.0,0.0,0.0,0.0
2011-08-01,,,,,,,,,,13.196,105.0,105.0,,,,18114.142,240418.0,240418.0,5084.0,200.0,200.0,2813.242,33679.0,33679.0,0.0,0.0,0.0
2011-09-01,,,,,,,,,,19.837,160.0,160.0,,,,5177.403,68717.0,68717.0,1449.0,0.0,0.0,1979.498,23698.0,23698.0,0.0,0.0,0.0
2011-10-01,,,,,,,,,,40.197,319.0,319.0,,,,4754.413,63102.0,63102.0,1350.0,0.0,0.0,1510.712,18086.0,18086.0,0.0,0.0,0.0
2011-11-01,,,,,,,,,,15.554,127.0,127.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1393.868,16687.0,16687.0,0.0,0.0,0.0
2011-12-01,,,,,,,,,,41.518,330.0,330.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674.358,20046.0,20046.0,0.0,0.0,0.0
2012-01-01,,,,,,,,,,6.076,72.0,72.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2061.17,24641.0,24641.0,0.0,0.0,0.0
2012-02-01,,,,,,,,,,4.174,44.0,44.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1921.201,22968.0,22968.0,0.0,0.0,0.0
2012-03-01,,,,,,,,,,5.001,55.0,55.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2108.171,25203.0,25203.0,0.0,0.0,0.0
2012-04-01,,,,,,,,,,3.302,33.0,33.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2372.176,28359.0,28359.0,0.0,0.0,0.0
2012-05-01,,,,,,,,,,8.051,88.0,88.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2548.56,30467.0,30467.0,0.0,0.0,0.0
2012-06-01,,,,,,,,,,12.412,132.0,132.0,,,,9091.309,128887.0,128887.0,2037.0,0.0,0.0,2831.506,33850.0,33850.0,0.0,0.0,0.0
2012-07-01,,,,,,,,,,5.534,61.0,61.0,,,,11265.409,159709.0,159709.0,2520.0,970.0,970.0,3054.796,36520.0,36520.0,0.0,0.0,0.0
2012-08-01,,,,,,,,,,6.662,72.0,72.0,,,,13129.531,186136.0,186136.0,2960.0,1099.0,1099.0,3168.351,37877.0,37877.0,0.0,0.0,0.0
2012-09-01,,,,,,,,,,6.791,72.0,72.0,,,,6963.917,98727.0,98727.0,1568.0,640.0,640.0,2447.593,29260.0,29260.0,0.0,0.0,0.0
2012-10-01,,,,,,,,,,5.778,61.0,61.0,,,,1048.834,14869.0,14869.0,235.0,0.0,0.0,1922.382,22981.0,22981.0,0.0,0.0,0.0
2012-11-01,,,,,,,,,,4.862,55.0,55.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1741.274,20817.0,20817.0,0.0,0.0,0.0
2012-12-01,,,,,,,,,,5.357,55.0,55.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1873.82,22401.0,22401.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.705,94.0,94.0,0.0,0.0,0.0,1059.0,13950.0,13950.0,63.0,0.0,0.0,321.804,5482.0,5482.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.936,39.0,39.0,0.0,0.0,0.0,1248.0,16543.0,16543.0,180.0,0.0,0.0,254.187,4328.0,4328.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.077,39.0,39.0,0.0,0.0,0.0,1092.0,14519.0,14519.0,332.0,0.0,0.0,273.631,4659.0,4659.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.782,66.0,66.0,0.0,0.0,0.0,4969.0,64128.0,64128.0,1448.0,0.0,0.0,294.936,5022.0,5022.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.135,66.0,66.0,0.0,0.0,0.0,7154.0,94516.0,94516.0,2350.0,0.0,0.0,317.481,5406.0,5406.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.184,44.0,44.0,0.0,0.0,0.0,8628.0,116957.0,116957.0,3016.0,1178.0,1178.0,391.893,6673.0,6673.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.176,28.0,28.0,0.0,0.0,0.0,9000.0,119284.0,119284.0,2861.0,1796.0,1796.0,434.594,7400.0,7400.0,0.0,0.0,0.0
