measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Generation","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Quantity Consumed For Electricity","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Total Fuel Consumed"
2004-01-01,0.0,0.0,0.0,172.0,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,57559.0,794710.0,794710.0
2004-02-01,0.0,0.0,0.0,201.0,2087.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,51210.0,702241.0,702241.0
2004-03-01,0.0,0.0,0.0,216.0,2362.0,2362.0,0.0,0.0,0.0,0.0,0.0,0.0,57804.0,803864.0,803864.0
2004-04-01,0.0,0.0,0.0,256.0,3631.0,3631.0,0.0,0.0,0.0,0.0,0.0,0.0,53647.0,761629.0,761629.0
2004-05-01,0.0,0.0,0.0,130.0,1811.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,57981.0,806677.0,806677.0
2004-06-01,0.0,0.0,0.0,376.0,5549.0,5549.0,0.0,0.0,0.0,0.0,0.0,0.0,50254.0,741808.0,741808.0
2004-07-01,0.0,0.0,0.0,157.0,2190.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,55201.0,769485.0,769485.0
2004-08-01,0.0,0.0,0.0,66.0,1025.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,57259.0,892599.0,892599.0
2004-09-01,0.0,0.0,0.0,420.0,6352.0,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,41582.0,629188.0,629188.0
2004-10-01,0.0,0.0,0.0,447.0,6190.0,6190.0,0.0,0.0,0.0,0.0,0.0,0.0,55508.0,768440.0,768440.0
2004-11-01,0.0,0.0,0.0,371.0,5177.0,5177.0,0.0,0.0,0.0,0.0,0.0,0.0,53906.0,752213.0,752213.0
2004-12-01,0.0,0.0,0.0,47.0,667.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,58369.0,821709.0,821709.0
2005-01-01,0.0,0.0,0.0,64.0,1674.84,1674.84,0.0,0.0,0.0,0.0,0.0,0.0,59969.0,810517.84,810517.84
2005-02-01,0.0,0.0,0.0,118.0,1674.84,1674.84,0.0,0.0,0.0,0.0,0.0,0.0,51382.0,728903.47,728903.47
2005-03-01,0.0,0.0,0.0,159.0,2269.5,2269.5,0.0,0.0,0.0,0.0,0.0,0.0,58843.0,837846.2,837846.2
2005-04-01,0.0,0.0,0.0,859.0,12567.42,12567.42,0.0,0.0,0.0,0.0,0.0,0.0,34139.0,499730.22,499730.22
2005-05-01,0.0,0.0,0.0,39.0,1156.68,1156.68,0.0,0.0,0.0,0.0,0.0,0.0,57433.0,818403.1,818403.1
2005-06-01,0.0,0.0,0.0,153.0,2140.98,2140.98,0.0,0.0,0.0,0.0,0.0,0.0,55800.0,782537.8,782537.8
2005-07-01,0.0,0.0,0.0,89.0,1224.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,58012.0,796721.54,796721.54
2005-08-01,0.0,0.0,0.0,20.0,280.5,280.5,0.0,0.0,0.0,0.0,0.0,0.0,59849.0,832543.81,832543.81
2005-09-01,0.0,0.0,0.0,102.0,1457.58,1457.58,0.0,0.0,0.0,0.0,0.0,0.0,55947.0,797347.28,797347.28
2005-10-01,0.0,0.0,0.0,142.0,1973.7,1973.7,0.0,0.0,0.0,0.0,0.0,0.0,57591.0,800022.53,800022.53
2005-11-01,0.0,0.0,0.0,146.0,2024.7,2024.7,0.0,0.0,0.0,0.0,0.0,0.0,56214.0,780407.27,780407.27
2005-12-01,0.0,0.0,0.0,78.0,1083.24,1083.24,0.0,0.0,0.0,0.0,0.0,0.0,59879.0,828898.49,828898.49
2006-01-01,0.0,0.0,0.0,283.0,3991.0,3991.0,0.0,0.0,0.0,0.0,0.0,0.0,57085.0,804544.0,804544.0
2006-02-01,0.0,0.0,0.0,319.0,4453.0,4453.0,0.0,0.0,0.0,0.0,0.0,0.0,51599.0,720996.0,720996.0
2006-03-01,0.0,0.0,0.0,113.0,1581.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,57809.0,806762.0,806762.0
2006-04-01,0.0,0.0,0.0,220.0,3102.0,3102.0,0.0,0.0,0.0,0.0,0.0,0.0,54087.0,762257.0,762257.0
2006-05-01,0.0,0.0,0.0,141.0,2096.0,2096.0,0.0,0.0,0.0,0.0,0.0,0.0,47060.0,699772.0,699772.0
2006-06-01,0.0,0.0,0.0,107.0,1512.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,54482.0,771469.0,771469.0
2006-07-01,0.0,0.0,0.0,402.0,5641.0,5641.0,0.0,0.0,0.0,0.0,0.0,0.0,52263.0,734198.0,734198.0
2006-08-01,0.0,0.0,0.0,71.0,1223.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,47423.0,814490.0,814490.0
2006-09-01,0.0,0.0,0.0,254.0,3630.0,3630.0,0.0,0.0,0.0,0.0,0.0,0.0,47240.0,674788.0,674788.0
2006-10-01,0.0,0.0,0.0,306.0,3629.0,3629.0,0.0,0.0,0.0,0.0,0.0,0.0,56841.0,763011.0,763011.0
2006-11-01,0.0,0.0,0.0,40.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,58153.0,803273.0,803273.0
2006-12-01,0.0,0.0,0.0,249.0,3384.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0,53857.0,731857.0,731857.0
2007-01-01,0.0,0.0,0.0,54.081,712.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,59947.919,789201.0,789201.0
2007-02-01,0.0,0.0,0.0,106.712,1428.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,52983.288,709013.0,709013.0
2007-03-01,0.0,0.0,0.0,82.271,1098.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,60846.729,811713.0,811713.0
2007-04-01,0.0,0.0,0.0,188.341,2556.0,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,55975.659,759688.0,759688.0
2007-05-01,0.0,0.0,0.0,75.571,1022.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,59866.429000000004,809643.0,809643.0
2007-06-01,0.0,0.0,0.0,160.45,2191.0,2191.0,0.0,0.0,0.0,0.0,0.0,0.0,56024.55,765023.0,765023.0
2007-07-01,0.0,0.0,0.0,31.712,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,60690.288,823777.0,823777.0
2007-08-01,0.0,0.0,0.0,387.295,5451.0,5451.0,0.0,0.0,0.0,0.0,0.0,0.0,49772.705,700512.0,700512.0
2007-09-01,0.0,0.0,0.0,321.14300000000003,5108.0,5108.0,0.0,0.0,0.0,0.0,0.0,0.0,35882.857,570760.0,570760.0
2007-10-01,0.0,0.0,0.0,88.385,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,59255.615,804188.0,804188.0
2007-11-01,0.0,0.0,0.0,249.026,3452.0,3452.0,0.0,0.0,0.0,0.0,0.0,0.0,54425.974,754383.0,754383.0
2007-12-01,0.0,0.0,0.0,497.72200000000004,6852.0,6852.0,0.0,0.0,0.0,0.0,0.0,0.0,56849.278,782669.0,782669.0
2008-01-01,0.0,0.0,0.0,710.407,10903.0,10903.0,0.0,0.0,0.0,,,,50346.593,772680.0,772680.0
2008-02-01,0.0,0.0,0.0,509.612,7288.0,7288.0,0.0,0.0,0.0,,,,51950.388,742936.0,742936.0
2008-03-01,0.0,0.0,0.0,199.27700000000002,2751.0,2751.0,0.0,0.0,0.0,,,,54881.723,757621.0,757621.0
2008-04-01,0.0,0.0,0.0,194.77800000000002,2670.0,2670.0,0.0,0.0,0.0,,,,55036.222,754532.0,754532.0
2008-05-01,0.0,0.0,0.0,108.027,1595.0,1595.0,0.0,0.0,0.0,,,,58022.973,856851.0,856851.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,53585.0,830425.0,830425.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47347.0,669237.0,669237.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60015.0,832343.0,832343.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34868.0,509383.0,509383.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,59240.0,868224.0,868224.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47793.0,655340.0,655340.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,56168.0,788093.0,788093.0
2009-01-01,,,,,,,,,,,,,50755.0,711040.0,711040.0
2009-02-01,,,,,,,,,,,,,49418.0,691660.0,691660.0
2009-03-01,,,,,,,,,,,,,57895.0,811205.0,811205.0
2009-04-01,,,,,,,,,,,,,54321.0,741220.0,741220.0
2009-05-01,,,,,,,,,,,,,58050.0,814237.0,814237.0
2009-06-01,,,,,,,,,,,,,50908.0,738451.0,738451.0
2009-07-01,,,,,,,,,,,,,57109.0,806036.0,806036.0
2009-08-01,,,,,,,,,,,,,56286.0,793538.0,793538.0
2009-09-01,,,,,,,,,,,,,29134.0,385675.0,385675.0
2009-10-01,,,,,,,,,,,,,54546.0,764052.0,764052.0
2009-11-01,,,,,,,,,,,,,54519.0,758969.0,758969.0
2009-12-01,,,,,,,,,,,,,56837.0,777644.0,777644.0
2010-01-01,,,,,,,,,,,,,58634.0,782094.0,782094.0
2010-02-01,,,,,,,,,,,,,50466.0,641324.0,641324.0
2010-03-01,,,,,,,,,,,,,55577.0,748239.0,748239.0
2010-04-01,,,,,,,,,,,,,52353.0,703603.0,703603.0
2010-05-01,0.0,0.0,0.0,,,,,,,,,,55102.0,750094.0,750094.0
2010-06-01,0.0,0.0,0.0,,,,,,,,,,53776.0,731550.0,731550.0
2010-07-01,0.0,0.0,0.0,,,,,,,,,,53373.0,737792.0,737792.0
2010-08-01,0.0,0.0,0.0,,,,,,,,,,44405.0,604780.0,604780.0
2010-09-01,0.0,0.0,0.0,,,,,,,,,,22679.0,310248.0,310248.0
2010-10-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,,,,,,,1559.0,16759.0,16759.0
2010-12-01,0.0,0.0,0.0,,,,,,,,,,53940.0,740405.0,740405.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,61373.0,781141.0,781141.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,54605.0,696688.0,696688.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,57998.0,746981.0,746981.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55560.0,719698.0,719698.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55766.0,731254.0,731254.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58382.0,761994.0,761994.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56608.0,737933.0,737933.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56951.0,748781.0,748781.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,31088.0,430946.0,430946.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60912.0,786803.0,786803.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55986.0,746975.0,746975.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,50345.0,690687.0,690687.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60731.0,690081.0,690081.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56279.0,728094.0,728094.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,59916.0,780330.0,780330.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56261.0,742461.0,742461.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53563.0,718101.0,718101.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,54581.0,719005.0,719005.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53922.0,743541.0,743541.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56666.0,765302.0,765302.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35760.0,467294.0,467294.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,57323.0,744937.0,744937.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55508.0,731337.0,731337.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60001.0,775383.0,775383.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55604.0,808231.0,808231.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,51812.0,672318.0,672318.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56672.0,743359.0,743359.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,48152.0,637595.0,637595.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,59148.0,773347.0,773347.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,49890.0,681018.0,681018.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,57890.0,773506.0,773506.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,52874.0,712118.0,712118.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35859.0,484139.0,484139.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60184.0,805328.0,805328.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,52671.0,703679.0,703679.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56685.0,759943.0,759943.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53946.0,714361.0,714361.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,47760.0,626916.0,626916.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58316.0,761384.0,761384.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53731.0,711423.0,711423.0
2014-05-01,0.0,0.0,0.0,195.703,2626.0,2626.0,0.0,0.0,0.0,0.0,0.0,0.0,54337.297,729114.0,729114.0
2014-06-01,0.0,0.0,0.0,194.562,2594.0,2594.0,0.0,0.0,0.0,0.0,0.0,0.0,53287.438,710368.0,710368.0
2014-07-01,0.0,0.0,0.0,159.269,2137.0,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,56434.731,757274.0,757274.0
2014-08-01,0.0,0.0,0.0,48.27,641.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,57016.73,757560.0,757560.0
2014-09-01,0.0,0.0,0.0,137.18,1917.0,1917.0,0.0,0.0,0.0,0.0,0.0,0.0,42002.82,586956.0,586956.0
2014-10-01,0.0,0.0,0.0,156.666,2112.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,55270.334,745064.0,745064.0
2014-11-01,0.0,0.0,0.0,12.08,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,7218.92,88119.0,88119.0
2015-01-01,0.0,0.0,0.0,364.242,4928.0,4928.0,0.0,0.0,0.0,0.0,0.0,0.0,50596.758,684518.0,684518.0
2015-02-01,0.0,0.0,0.0,104.538,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,53209.462,712524.0,712524.0
2015-03-01,0.0,0.0,0.0,405.001,5628.0,5628.0,0.0,0.0,0.0,0.0,0.0,0.0,52623.999,731323.0,731323.0
2015-04-01,0.0,0.0,0.0,575.086,8255.0,8255.0,0.0,0.0,0.0,0.0,0.0,0.0,37573.914,539352.0,539352.0
2015-05-01,0.0,0.0,0.0,388.777,5465.0,5465.0,0.0,0.0,0.0,0.0,0.0,0.0,44853.223,630459.0,630459.0
2015-06-01,0.0,0.0,0.0,149.989,2113.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0,43228.011,608849.0,608849.0
2015-07-01,0.0,0.0,0.0,343.142,4852.0,4852.0,0.0,0.0,0.0,0.0,0.0,0.0,47414.858,670379.0,670379.0
2015-08-01,0.0,0.0,0.0,163.915,2273.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,49082.085,680486.0,680486.0
2015-09-01,0.0,0.0,0.0,191.747,2667.0,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,46195.253,642598.0,642598.0
2015-10-01,0.0,0.0,0.0,258.219,3476.0,3476.0,0.0,0.0,0.0,0.0,0.0,0.0,54752.781,737085.0,737085.0
2015-11-01,0.0,0.0,0.0,2554.832,41364.0,41364.0,0.0,0.0,0.0,0.0,0.0,0.0,30554.168,494688.0,494688.0
2015-12-01,0.0,0.0,0.0,4.0,6533.0,6533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,316.039,4090.0,4090.0,0.0,0.0,0.0,0.0,0.0,0.0,48973.961,633718.0,633718.0
2016-02-01,0.0,0.0,0.0,207.608,2744.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,53320.392,704695.0,704695.0
2016-03-01,0.0,0.0,0.0,10509.556,138367.0,138367.0,0.0,0.0,0.0,0.0,0.0,0.0,48840.444,643025.0,643025.0
2016-04-01,0.0,0.0,0.0,19207.755,251570.0,251570.0,0.0,0.0,0.0,0.0,0.0,0.0,38802.245,508205.0,508205.0
2016-05-01,0.0,0.0,0.0,20081.31,267591.0,267591.0,0.0,0.0,0.0,0.0,0.0,0.0,37245.69,496313.0,496313.0
2016-06-01,0.0,0.0,0.0,20814.875,281680.0,281680.0,0.0,0.0,0.0,0.0,0.0,0.0,37132.125,502495.0,502495.0
2016-07-01,0.0,0.0,0.0,11314.8,152603.0,152603.0,0.0,0.0,0.0,0.0,0.0,0.0,46406.2,625881.0,625881.0
2016-08-01,0.0,0.0,0.0,11837.517,157786.0,157786.0,0.0,0.0,0.0,0.0,0.0,0.0,48131.483,641561.0,641561.0
2016-09-01,0.0,0.0,0.0,18622.777,256746.0,256746.0,0.0,0.0,0.0,0.0,0.0,0.0,34457.223,475050.0,475050.0
2016-10-01,0.0,0.0,0.0,18836.924,250473.0,250473.0,0.0,0.0,0.0,0.0,0.0,0.0,41292.076,549057.0,549057.0
2016-11-01,0.0,0.0,0.0,10347.935,140888.0,140888.0,0.0,0.0,0.0,0.0,0.0,0.0,45184.065,615185.0,615185.0
2016-12-01,0.0,0.0,0.0,791.349,11259.0,11259.0,0.0,0.0,0.0,0.0,0.0,0.0,49569.651,705257.0,705257.0
2017-01-01,,,,292.584,3888.0,3888.0,,,,,,,58227.416,773702.0,773702.0
2017-02-01,,,,239.748,3243.0,3243.0,,,,,,,54006.252,730525.0,730525.0
2017-03-01,,,,315.797,4198.0,4198.0,,,,,,,59592.203,792240.0,792240.0
2017-04-01,,,,3063.16,44071.0,44071.0,,,,,,,40364.84,580741.0,580741.0
2017-05-01,,,,449.122,6067.0,6067.0,,,,,,,54490.878,736121.0,736121.0
2017-06-01,,,,4338.612,57367.0,57367.0,,,,,,,50808.388,671811.0,671811.0
2017-07-01,,,,7724.487,102572.0,102572.0,,,,,,,52275.513,694155.0,694155.0
2017-08-01,,,,6802.301,102432.0,102432.0,,,,,,,52463.699,790017.0,790017.0
2017-09-01,,,,6597.978,99228.0,99228.0,,,,,,,51258.022,770878.0,770878.0
2017-10-01,,,,6417.695,88963.0,88963.0,,,,,,,38543.305,534290.0,534290.0
2017-11-01,,,,186.295,2441.0,2441.0,,,,,,,55490.705,727031.0,727031.0
2017-12-01,,,,194.783,2600.0,2600.0,,,,,,,57242.217,764195.0,764195.0
2018-01-01,,,,80.077,1047.0,1047.0,,,,,,,59630.923,779991.0,779991.0
2018-02-01,,,,71.468,940.0,940.0,,,,,,,53937.532,709677.0,709677.0
2018-03-01,,,,312.424,4199.0,4199.0,,,,,,,55827.576,750396.0,750396.0
2018-04-01,,,,270.223,3784.0,3784.0,,,,,,,44453.777,622472.0,622472.0
2018-05-01,,,,155.506,2071.0,2071.0,,,,,,,58745.494,782480.0,782480.0
2018-06-01,,,,529.976,7244.0,7244.0,,,,,,,46365.024,633764.0,633764.0
2018-07-01,,,,5628.043,74520.0,74520.0,,,,,,,53478.957,708108.0,708108.0
2018-08-01,,,,4697.056,73037.0,73037.0,,,,,,,48540.944,754787.0,754787.0
2018-09-01,,,,366.394,5364.0,5364.0,,,,,,,44469.606,650981.0,650981.0
2018-10-01,,,,2589.893,37399.0,37399.0,,,,,,,52794.107,762373.0,762373.0
2018-11-01,,,,126.337,1746.0,1746.0,,,,,,,53196.663,735073.0,735073.0
2018-12-01,,,,171.371,2519.0,2519.0,,,,,,,46467.629,683031.0,683031.0
2019-01-01,,,,35.262,500.0,500.0,,,,,,,50417.738,714822.0,714822.0
2019-02-01,,,,500.31,7063.0,7063.0,,,,,,,42092.69,594227.0,594227.0
2019-03-01,,,,146.555,1994.0,1994.0,,,,,,,57018.445,775679.0,775679.0
2019-04-01,,,,307.205,4401.0,4401.0,,,,,,,43909.795,628987.0,628987.0
2019-05-01,,,,238.72,3277.0,3277.0,,,,,,,54686.28,750803.0,750803.0
2019-06-01,,,,158.072,2195.0,2195.0,,,,,,,50733.928,704409.0,704409.0
2019-07-01,,,,285.165,4161.0,4161.0,,,,,,,34562.835,504349.0,504349.0
2019-08-01,,,,662.917,9116.0,9116.0,,,,,,,50736.083,697709.0,697709.0
2019-09-01,,,,521.869,7091.0,7091.0,,,,,,,53859.131,731843.0,731843.0
2019-10-01,,,,12118.643,172130.0,172130.0,,,,,,,33574.357,476882.0,476882.0
2019-11-01,,,,12990.778,173000.0,173000.0,,,,,,,40858.222,544114.0,544114.0
2019-12-01,,,,15.848,212.0,212.0,,,,,,,57585.152,770688.0,770688.0
2020-01-01,,,,6553.077,89988.0,89988.0,,,,,,,47857.923,657192.0,657192.0
2020-02-01,,,,6806.011,91643.0,91643.0,,,,,,,46479.989,625856.0,625856.0
2020-03-01,,,,6785.695,91142.0,91142.0,,,,,,,50251.305,674951.0,674951.0
2020-04-01,,,,8702.987,118503.0,118503.0,,,,,,,43879.013,597475.0,597475.0
2020-05-01,,,,8901.34,121404.0,121404.0,,,,,,,45028.66,614138.0,614138.0
2020-06-01,,,,2001.091,28825.0,28825.0,,,,,,,44710.909,644041.0,644041.0
2020-07-01,,,,6492.569,92628.0,92628.0,,,,,,,41502.431,592107.0,592107.0
