measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2007-08-01,,,,3180.4320000000002,30773.0,30773.0
2007-09-01,,,,3521.538,34074.0,34074.0
2007-10-01,,,,3840.8520000000003,37164.0,37164.0
2007-11-01,,,,2592.02,25080.0,25080.0
2007-12-01,,,,2523.216,24415.0,24415.0
2008-01-01,,,,2240.69,21543.0,21543.0
2008-02-01,,,,1765.163,16972.0,16972.0
2008-03-01,,,,1786.04,17173.0,17173.0
2008-04-01,,,,2317.7400000000002,22285.0,22285.0
2008-05-01,,,,344.06,3308.0,3308.0
2008-06-01,,,,96.614,929.0,929.0
2008-07-01,,,,1017.082,9779.0,9779.0
2008-08-01,,,,3265.5150000000003,31398.0,31398.0
2008-09-01,,,,3161.6150000000002,30398.0,30398.0
2008-10-01,,,,1677.1180000000002,16125.0,16125.0
2008-11-01,,,,1249.202,12011.0,12011.0
2008-12-01,,,,1685.161,16203.0,16203.0
2009-01-01,,,,807.033,7704.0,7704.0
2009-02-01,,,,2377.344,22699.0,22699.0
2009-03-01,,,,2002.451,19119.0,19119.0
2009-04-01,,,,539.466,5151.0,5151.0
2009-05-01,,,,292.45300000000003,2793.0,2793.0
2009-06-01,,,,373.75600000000003,3569.0,3569.0
2009-07-01,,,,3849.82,36758.0,36758.0
2009-08-01,,,,4677.258,44659.0,44659.0
2009-09-01,,,,4210.0960000000005,40198.0,40198.0
2009-10-01,,,,3536.0860000000002,33762.0,33762.0
2009-11-01,,,,2062.502,19693.0,19693.0
2009-12-01,,,,3034.735,28975.0,28975.0
2010-01-01,,,,474.03900000000004,4742.0,4742.0
2010-02-01,,,,670.441,6708.0,6708.0
2010-03-01,,,,1210.442,12109.0,12109.0
2010-04-01,,,,1234.3390000000002,12348.0,12348.0
2010-05-01,,,,240.156,2402.0,2402.0
2010-06-01,,,,67.35300000000001,674.0,674.0
2010-07-01,,,,1028.393,10288.0,10288.0
2010-08-01,,,,1844.5020000000002,18453.0,18453.0
2010-09-01,,,,1680.259,16810.0,16810.0
2010-10-01,,,,1164.834,11652.0,11652.0
2010-11-01,,,,715.871,7161.0,7161.0
2010-12-01,,,,607.371,6076.0,6076.0
2011-01-01,,,,858.964,8678.0,8678.0
2011-02-01,,,,317.406,3207.0,3207.0
2011-03-01,,,,188.202,1901.0,1901.0
2011-04-01,,,,235.443,2379.0,2379.0
2011-05-01,,,,133.851,1353.0,1353.0
2011-06-01,,,,121.951,1232.0,1232.0
2011-07-01,,,,305.706,3089.0,3089.0
2011-08-01,,,,1268.176,12812.0,12812.0
2011-09-01,,,,1740.676,17586.0,17586.0
2011-10-01,,,,693.427,7005.0,7005.0
2011-11-01,,,,1453.905,14689.0,14689.0
2011-12-01,,,,1770.293,17885.0,17885.0
2012-01-01,,,,591.671,5290.0,5290.0
2012-02-01,,,,698.284,6242.0,6242.0
2012-03-01,,,,409.568,3662.0,3662.0
2012-04-01,,,,158.484,1417.0,1417.0
2012-05-01,,,,88.362,789.0,789.0
2012-06-01,,,,78.314,700.0,700.0
2012-07-01,,,,247.538,2212.0,2212.0
2012-08-01,,,,789.077,7054.0,7054.0
2012-09-01,,,,877.532,7845.0,7845.0
2012-10-01,,,,912.467,8157.0,8157.0
2012-11-01,,,,388.061,3469.0,3469.0
2012-12-01,,,,337.642,3018.0,3018.0
2013-01-01,,,,1240.144,11626.0,11626.0
2013-02-01,,,,1463.956,13725.0,13725.0
2013-03-01,,,,2135.018,20015.0,20015.0
2013-04-01,,,,624.473,5854.0,5854.0
2013-05-01,,,,574.08,5382.0,5382.0
2013-06-01,,,,1335.155,12516.0,12516.0
2013-07-01,,,,2865.614,26865.0,26865.0
2013-08-01,,,,3806.11,35681.0,35681.0
2013-09-01,,,,3067.234,28755.0,28755.0
2013-10-01,,,,3031.819,28422.0,28422.0
2013-11-01,,,,2374.988,22265.0,22265.0
2013-12-01,,,,3402.409,31897.0,31897.0
2014-01-01,,,,1655.835,15803.0,15803.0
2014-02-01,,,,1434.682,13692.0,13692.0
2014-03-01,,,,696.511,6647.0,6647.0
2014-04-01,,,,386.687,3690.0,3690.0
2014-05-01,,,,423.072,4038.0,4038.0
2014-06-01,,,,384.429,3669.0,3669.0
2014-07-01,,,,1424.794,13598.0,13598.0
2014-08-01,,,,2202.682,21022.0,21022.0
2014-09-01,,,,2190.685,20908.0,20908.0
2014-10-01,,,,1723.414,16448.0,16448.0
2014-11-01,,,,1144.429,10922.0,10922.0
2014-12-01,,,,1143.78,10916.0,10916.0
2015-01-01,,,,1060.602,9695.0,9695.0
2015-02-01,,,,392.983,3591.0,3591.0
2015-03-01,,,,1015.641,9283.0,9283.0
2015-04-01,,,,1005.186,9187.0,9187.0
2015-05-01,,,,1343.282,12278.0,12278.0
2015-06-01,,,,2352.127,21499.0,21499.0
2015-07-01,,,,2898.487,26492.0,26492.0
2015-08-01,,,,2549.155,23299.0,23299.0
2015-09-01,,,,2537.758,23195.0,23195.0
2015-10-01,,,,2630.482,24042.0,24042.0
2015-11-01,,,,2464.133,22523.0,22523.0
2015-12-01,,,,2178.164,19908.0,19908.0
2016-01-01,,,,2201.136,20217.0,20217.0
2016-02-01,,,,1594.67,14646.0,14646.0
2016-03-01,,,,829.807,7621.0,7621.0
2016-04-01,,,,468.873,4306.0,4306.0
2016-05-01,,,,982.558,9024.0,9024.0
2016-06-01,,,,1297.621,11918.0,11918.0
2016-07-01,,,,2152.768,19773.0,19773.0
2016-08-01,,,,2749.708,25255.0,25255.0
2016-09-01,,,,2388.286,21935.0,21935.0
2016-10-01,,,,1047.812,9624.0,9624.0
2016-11-01,,,,973.367,8940.0,8940.0
2016-12-01,,,,1671.394,15351.0,15351.0
2017-01-01,,,,2976.04,27771.0,27771.0
2017-02-01,,,,1534.539,14320.0,14320.0
2017-03-01,,,,653.379,6097.0,6097.0
2017-04-01,,,,747.35,6974.0,6974.0
2017-05-01,,,,736.925,6877.0,6877.0
2017-06-01,,,,625.913,5841.0,5841.0
2017-07-01,,,,3196.774,29831.0,29831.0
2017-08-01,,,,4182.011,39024.0,39024.0
2017-09-01,,,,3056.35,28520.0,28520.0
2017-10-01,,,,3275.575,30566.0,30566.0
2017-11-01,,,,2319.295,21642.0,21642.0
2017-12-01,,,,3344.849,31212.0,31212.0
2018-01-01,,,,2371.15,21743.0,21743.0
2018-02-01,,,,2570.545,23571.0,23571.0
2018-03-01,,,,4216.1,38660.0,38660.0
2018-04-01,,,,2109.523,19343.0,19343.0
2018-05-01,,,,1502.96,13781.0,13781.0
2018-06-01,,,,2759.251,25301.0,25301.0
2018-07-01,,,,8061.827,73923.0,73923.0
2018-08-01,,,,8927.148,81858.0,81858.0
2018-09-01,,,,8414.616,77159.0,77159.0
2018-10-01,,,,3398.839,31166.0,31166.0
2018-11-01,,,,45.848,420.0,420.0
2018-12-01,,,,3553.193,32581.0,32581.0
2019-01-01,,,,6668.618,60414.0,60414.0
2019-02-01,,,,2940.169,26637.0,26637.0
2019-03-01,,,,4129.322,37411.0,37411.0
2019-04-01,,,,3265.013,29580.0,29580.0
2019-05-01,,,,1463.797,13262.0,13262.0
2019-06-01,,,,4370.778,39598.0,39598.0
2019-07-01,,,,8197.155,74264.0,74264.0
2019-08-01,,,,8617.111,78069.0,78069.0
2019-09-01,,,,7961.705,72131.0,72131.0
2019-10-01,,,,5821.357,52740.0,52740.0
2019-11-01,,,,5439.837,49283.0,49283.0
2019-12-01,,,,8035.138,72796.0,72796.0
2020-01-01,,,,4820.455,44189.0,44189.0
2020-02-01,,,,3363.709,30836.0,30836.0
2020-03-01,,,,5948.489,54530.0,54530.0
2020-04-01,,,,5315.874,48732.0,48732.0
2020-05-01,,,,1252.873,11485.0,11485.0
2020-06-01,,,,1075.008,9855.0,9855.0
2020-07-01,,,,3394.741,31120.0,31120.0
2020-08-01,,,,4834.964,44323.0,44323.0
2020-09-01,,,,6264.963,57432.0,57432.0
2020-10-01,,,,4676.892,42874.0,42874.0
2020-11-01,,,,2488.415,22811.0,22811.0
2020-12-01,,,,4703.617,43118.0,43118.0
2021-01-01,,,,4651.551,42947.0,42947.0
2021-02-01,,,,4425.73,40862.0,40862.0
2021-03-01,,,,7062.957,65213.0,65213.0
2021-04-01,,,,5249.204,48466.0,48466.0
2021-05-01,,,,2724.487,25155.0,25155.0
2021-06-01,,,,4833.134,44624.0,44624.0
2021-07-01,,,,7627.081,70421.0,70421.0
2021-08-01,,,,8078.724,74591.0,74591.0
2021-09-01,,,,7726.918,71343.0,71343.0
2021-10-01,,,,5797.334,53527.0,53527.0
2021-11-01,,,,5793.823,53494.0,53494.0
2021-12-01,,,,5756.057,53146.0,53146.0
2022-01-01,,,,5806.047,52961.0,52961.0
2022-02-01,,,,5554.659,50670.0,50670.0
2022-03-01,,,,3894.143,35523.0,35523.0
2022-04-01,,,,5760.991,52551.0,52551.0
2022-05-01,,,,1090.172,9945.0,9945.0
2022-06-01,,,,833.846,7606.0,7606.0
2022-07-01,,,,6714.83,61252.0,61252.0
2022-08-01,,,,9742.766,88874.0,88874.0
2022-09-01,,,,11092.217,101183.0,101183.0
2022-10-01,,,,9914.44,90439.0,90439.0
2022-11-01,,,,9798.739,89384.0,89384.0
2022-12-01,,,,10946.15,99851.0,99851.0
2023-01-01,,,,5989.081,55179.0,55179.0
2023-02-01,,,,4598.216,42365.0,42365.0
2023-03-01,,,,7030.671,64775.0,64775.0
2023-04-01,,,,5140.448,47360.0,47360.0
2023-05-01,,,,1160.158,10689.0,10689.0
2023-06-01,,,,2891.028,26635.0,26635.0
2023-07-01,,,,5962.134,54930.0,54930.0
2023-08-01,,,,6518.058,60053.0,60053.0
2023-09-01,,,,6417.65,59127.0,59127.0
2023-10-01,,,,6423.883,59184.0,59184.0
2023-11-01,,,,5941.049,54736.0,54736.0
2023-12-01,,,,5832.624,53738.0,53738.0
2024-01-01,,,,10453.757,94975.0,94975.0
2024-02-01,,,,10150.123,92217.0,92217.0
2024-03-01,,,,9082.896,82521.0,82521.0
2024-04-01,,,,7776.703,70654.0,70654.0
2024-05-01,,,,2279.852,20713.0,20713.0
2024-06-01,,,,4865.368,44204.0,44204.0
2024-07-01,,,,10266.039,93271.0,93271.0
2024-08-01,,,,9727.71,88380.0,88380.0
2024-09-01,,,,9183.544,83436.0,83436.0
2024-10-01,,,,8191.276,74420.0,74420.0
2024-11-01,,,,8313.072,75527.0,75527.0
2024-12-01,,,,8732.66,79339.0,79339.0
