measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2007-12-01,16029.89,110114.0,144190.0,1645.0,0.0,0.0,,,
2008-01-01,14828.771,102036.0,136922.0,1615.0,0.0,0.0,,,
2008-02-01,13092.411,90088.0,120889.0,1463.0,0.0,0.0,,,
2008-03-01,15399.109,105961.0,142188.0,1683.0,0.0,0.0,,,
2008-04-01,17426.975,119914.0,160913.0,1966.0,0.0,0.0,,,
2008-05-01,18979.56,130597.0,175248.0,2068.0,0.0,0.0,,,
2008-06-01,20101.223,138316.0,185605.0,2609.0,0.0,0.0,,,
2008-07-01,23225.405,159812.0,214452.0,2609.0,0.0,0.0,,,
2008-08-01,22015.022,151484.0,203276.0,2501.0,0.0,0.0,,,
2008-09-01,16767.918,115378.0,154827.0,1857.0,0.0,0.0,,,
2008-10-01,20329.358,139884.0,187711.0,2309.0,0.0,0.0,,,
2008-11-01,9651.375,66410.0,89117.0,1034.0,0.0,0.0,,,
2008-12-01,16127.873,110975.0,148917.0,1818.0,0.0,0.0,,,
2009-01-01,200411.0,1383477.0,1845900.0,23061.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-01-01,15413.27,105896.0,140776.0,1663.0,0.0,0.0,,,
2010-02-01,19841.78,136321.0,181224.0,2224.0,1.0,1.0,,,
2010-03-01,19123.99,130949.0,174669.0,2112.0,441.0,441.0,,,
2010-04-01,15022.33,102729.0,137207.0,1588.0,481.0,481.0,,,
2010-05-01,18643.327,128084.0,170279.0,2015.0,3.0,3.0,,,
2010-06-01,17303.878,115897.0,158044.0,1915.0,2988.0,2988.0,,,
2010-07-01,23578.136,158191.0,215351.0,2599.0,3801.0,3801.0,,,
2010-08-01,23142.335,155756.0,211370.0,2577.0,3242.0,3242.0,,,
2010-09-01,17765.315000000002,121185.0,162259.0,1853.0,870.0,870.0,,,
2010-10-01,21110.731,145040.0,192815.0,2357.0,0.0,0.0,,,
2010-11-01,14509.622,99674.0,132523.0,1574.0,13.0,13.0,,,
2010-12-01,16150.286,110956.0,147509.0,1734.0,4.0,4.0,,,
2011-01-01,15382.552,105582.0,140834.0,1586.0,0.0,0.0,,,
2011-02-01,13478.29,92510.0,123400.0,1397.0,2.0,2.0,,,
2011-03-01,10412.108,71464.0,95328.0,1104.0,2.0,2.0,,,
2011-04-01,15337.365,105271.0,140420.0,1631.0,2.0,2.0,,,
2011-05-01,18196.983,124824.0,166602.0,1953.0,77.0,77.0,,,
2011-06-01,22354.08,151113.0,204662.0,2432.0,2321.0,2321.0,,,
2011-07-01,21192.159,141745.0,194024.0,2326.0,3713.0,3713.0,,,
2011-08-01,24516.545,163652.0,224460.0,2641.0,4624.0,4624.0,,,
2011-09-01,18332.54,122552.0,167843.0,1972.0,3278.0,3278.0,,,
2011-10-01,16221.716,111341.0,148517.0,1737.0,1.0,1.0,,,
2011-11-01,12942.515,88835.0,118495.0,1329.0,0.0,0.0,,,
2011-12-01,626.147,4297.0,5733.0,54.0,0.0,0.0,,,
2012-01-01,167.972,1188.0,1620.0,18.0,0.0,0.0,,,
2012-02-01,1191.548,8430.0,11491.0,143.0,0.0,0.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,1795.195,12702.0,17312.0,251.0,0.0,0.0,,,
2012-05-01,1569.483,11105.0,15135.0,218.0,0.0,0.0,,,
2012-06-01,9164.943,64845.0,88381.0,1250.0,0.0,0.0,,,
2012-07-01,10587.451,74909.0,102099.0,1566.0,0.0,0.0,,,
2012-08-01,17196.078,121668.0,165830.0,2474.0,0.0,0.0,,,
2012-09-01,6729.357,47612.0,64895.0,851.0,0.0,0.0,,,
2012-10-01,3270.194,23138.0,31536.0,410.0,0.0,0.0,,,
2012-11-01,1301.779,9211.0,12554.0,118.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,687.0,4683.0,60107.0,74.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,2195.0,13045.0,192696.0,344.0,2781.0,12652.0,,,
2013-07-01,6107.0,36295.0,526570.0,1036.0,7999.0,36606.0,,,
2013-08-01,200.0,1462.0,19579.0,32.0,0.0,0.0,,,
2013-09-01,3613.0,21472.0,317193.0,423.0,3661.0,3862.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,6368.0,37846.0,534388.0,555.0,5212.0,13875.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,1505.0,10537.0,14417.0,71.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,441.0,3667.0,4701.0,48.0,0.0,0.0,,,
2014-05-01,892.0,7227.0,9530.0,85.0,0.0,0.0,,,
2014-06-01,2023.0,17063.0,23913.0,180.0,0.0,0.0,,,
2014-07-01,440.0,3543.0,6680.0,36.0,0.0,0.0,,,
2014-08-01,1828.0,13954.0,21055.0,162.0,0.0,0.0,,,
2014-09-01,1450.0,9937.0,14416.0,92.0,0.0,0.0,,,
2014-10-01,4080.0,36604.0,46939.0,323.0,0.0,0.0,,,
2014-11-01,1930.0,14192.0,20904.0,178.0,0.0,0.0,,,
2014-12-01,84.0,665.0,1172.0,6.0,0.0,0.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,34200.0,0.0,0.0,0.0,,,
2015-03-01,1440.0,8820.0,13637.0,0.0,0.0,0.0,,,
2015-04-01,7887.0,47503.0,68996.0,0.0,0.0,0.0,,,
2015-05-01,2756.0,16801.0,25978.0,65.0,0.0,0.0,,,
2015-06-01,5242.0,39474.0,51864.0,1330.0,0.0,0.0,,,
2015-07-01,4429.0,35980.0,45000.0,1529.0,0.0,0.0,,,
2015-08-01,2033.0,15279.0,21429.0,522.0,0.0,0.0,,,
2015-09-01,2359.0,14739.0,21228.0,103.0,0.0,0.0,,,
2015-10-01,2715.0,20742.0,24970.0,736.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,198.0,1729.0,1729.0,21.0,0.0,0.0,,,
2016-02-01,296.0,2295.0,2295.0,53.0,0.0,0.0,,,
2016-03-01,201.0,1755.0,1755.0,30.0,0.0,0.0,,,
2016-04-01,382.0,3402.0,3402.0,56.0,0.0,0.0,,,
2016-05-01,2075.0,17130.0,17130.0,361.0,0.0,0.0,,,
2016-06-01,2070.0,17820.0,17820.0,390.0,2705.0,2705.0,,,
2016-07-01,2296.0,20223.0,20223.0,337.0,0.0,0.0,,,
2016-08-01,509.0,4433.0,4433.0,119.0,0.0,0.0,,,
2016-09-01,19118.0,156981.0,156981.0,2432.0,0.0,0.0,,,
2016-10-01,10637.0,88564.0,88564.0,1303.0,0.0,0.0,,,
2016-11-01,3324.0,28017.0,28017.0,413.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-01-01,727.0,6475.0,7000.0,90.0,0.0,0.0,,,
2017-02-01,2462.0,22132.0,23137.0,334.0,0.0,0.0,,,
2017-03-01,73.0,650.0,880.0,8.0,1.0,1.0,,,
2017-04-01,36.0,333.0,638.0,4.0,0.0,0.0,,,
2017-05-01,914.0,8019.0,9478.0,150.0,356.0,356.0,,,
2017-06-01,1451.0,13206.0,14501.0,204.0,0.0,0.0,,,
2017-07-01,1764.0,16021.0,18461.0,248.0,0.0,0.0,,,
2017-08-01,2662.0,24133.0,26521.0,376.0,0.0,0.0,,,
2017-09-01,1771.0,15760.0,17668.0,257.0,346.0,346.0,,,
2017-10-01,1211.0,10458.0,12984.0,126.0,158.0,158.0,,,
2017-11-01,593.0,5210.0,6002.0,68.0,1.0,1.0,,,
2017-12-01,8672.0,74177.0,85168.0,1414.0,5687.0,5687.0,,,
2018-01-01,9333.0,81615.0,92495.0,1445.0,3708.0,3708.0,,,
2018-02-01,9578.0,82085.0,95300.0,1920.0,8744.0,8744.0,,,
2018-03-01,10191.0,88845.0,101783.0,1871.0,6622.0,6622.0,,,
2018-04-01,235.0,2101.0,2461.0,26.0,0.0,0.0,,,
2018-05-01,384.0,3347.0,3875.0,75.0,275.0,275.0,,,
2018-06-01,235.0,2101.0,2460.0,32.0,0.0,0.0,,,
2018-07-01,5215.0,47311.0,50932.0,733.0,0.0,0.0,,,
2018-08-01,5516.0,50087.0,54898.0,793.0,0.0,0.0,,,
2018-09-01,194.0,1752.0,2086.0,25.0,0.0,0.0,,,
2018-10-01,8528.0,75624.0,82660.0,1167.0,1170.0,1170.0,,,
2018-11-01,1784.0,15431.0,18007.0,370.0,1699.0,1699.0,,,
2018-12-01,6140.0,52747.0,61467.0,1224.0,5420.0,5420.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-02-01,5501.0,47013.0,54027.0,1035.0,4888.0,4888.0,,,
2019-03-01,1891.0,16415.0,18993.0,384.0,1684.0,1684.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-01-01,,,,,,,76.066,608.0,798.0
2021-02-01,,,,,,,64.506,516.0,678.0
2021-03-01,,,,,,,69.356,554.0,728.0
2021-04-01,,,,,,,61.542,492.0,646.0
2021-05-01,,,,,,,64.319,514.0,676.0
2021-06-01,,,,,,,87.953,703.0,924.0
2021-07-01,,,,,,,121.374,970.0,1275.0
2021-08-01,,,,,,,110.818,886.0,1164.0
2021-09-01,,,,,,,94.293,754.0,990.0
2021-10-01,,,,,,,89.89,718.0,944.0
2021-11-01,,,,,,,82.614,660.0,868.0
2021-12-01,,,,,,,85.269,682.0,896.0
2022-08-01,,,,,,,381.264,4067.0,4067.0
2022-09-01,,,,,,,349.428,3728.0,3728.0
2022-10-01,,,,,,,320.896,3423.0,3423.0
2022-11-01,,,,,,,294.688,3144.0,3144.0
2022-12-01,,,,,,,325.724,3474.0,3474.0
2023-01-01,,,,,,,0.0,0.0,0.0
2023-02-01,,,,,,,0.0,0.0,0.0
2023-03-01,,,,,,,103.905,1096.0,1096.0
2023-04-01,,,,,,,58.117,613.0,613.0
2023-05-01,,,,,,,420.0,4429.0,4429.0
2023-06-01,,,,,,,528.938,5578.0,5578.0
2023-07-01,,,,,,,428.54,4519.0,4519.0
2023-08-01,,,,,,,357.643,3771.0,3771.0
2023-09-01,,,,,,,237.184,2501.0,2501.0
2023-10-01,,,,,,,199.865,2108.0,2108.0
2023-11-01,,,,,,,141.828,1496.0,1496.0
2023-12-01,,,,,,,91.979,970.0,970.0
2024-01-01,,,,,,,0.0,0.0,0.0
2024-02-01,,,,,,,14.378,148.0,148.0
2024-03-01,,,,,,,29.712,306.0,306.0
2024-04-01,,,,,,,56.874,586.0,586.0
2024-05-01,,,,,,,492.217,5076.0,5076.0
2024-06-01,,,,,,,805.84,8310.0,8310.0
2024-07-01,,,,,,,2546.589,26261.0,26261.0
2024-08-01,,,,,,,44.684,461.0,461.0
2024-09-01,,,,,,,0.0,0.0,0.0
2024-10-01,,,,,,,27.884,288.0,288.0
2024-11-01,,,,,,,0.0,0.0,0.0
2024-12-01,,,,,,,50.822,524.0,524.0
