measured_on,Agricultural By-Products Generation,Agricultural By-Products Quantity Consumed For Electricity,Agricultural By-Products Total Fuel Consumed,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2004-10-01,,,,43514.486,605878.0,605878.0,121.656,1582.0,1582.0,442.85200000000003,5787.0,5787.0,,,,,,
2004-11-01,,,,37242.137,518544.0,518544.0,154.89100000000002,2014.0,2014.0,403.985,5279.0,5279.0,,,,,,
2004-12-01,,,,40719.599,566963.0,566963.0,194.768,2532.0,2532.0,458.34200000000004,5989.0,5989.0,,,,,,
2005-01-01,,,,38059.978,547148.18,547148.18,,,,,,,,,,,,
2005-02-01,,,,33137.531,476383.34,476383.34,,,,,,,,,,,,
2005-03-01,,,,34380.097,494246.42,494246.42,,,,,,,,,,,,
2005-04-01,,,,30639.43,440470.78,440470.78,,,,,,,,,,,,
2005-05-01,,,,33635.934,483548.35,483548.35,,,,,,,,,,,,
2005-06-01,,,,37463.455,538572.6,538572.6,,,,,,,,,,,,
2005-07-01,,,,39602.836,569328.22,569328.22,,,,,,,,,,,,
2005-08-01,,,,40043.455,575662.54,575662.54,,,,,,,,,,,,
2005-09-01,,,,36696.489,527546.74,527546.74,,,,,,,,,,,,
2005-10-01,,,,34652.961,498169.08,498169.08,,,,,,,,,,,,
2005-11-01,,,,33785.031,485691.77,485691.77,,,,,,,,,,,,
2005-12-01,,,,37730.804000000004,542415.98,542415.98,,,,,,,,,,,,
2006-01-01,,,,31219.246,461903.0,461903.0,5.751,86.0,86.0,348.521,5272.0,5272.0,,,,,,
2006-02-01,,,,28477.064,421331.0,421331.0,5.691,85.0,85.0,413.48900000000003,6255.0,6255.0,,,,,,
2006-03-01,,,,29014.397,429281.0,429281.0,4.99,75.0,75.0,471.622,7134.0,7134.0,,,,,,
2006-04-01,,,,26423.774,390951.0,390951.0,6.583,99.0,99.0,527.519,7980.0,7980.0,,,,,,
2006-05-01,,,,30932.047,457653.0,457653.0,5.949,89.0,89.0,610.999,9243.0,9243.0,,,,,,
2006-06-01,,,,33420.178,494466.0,494466.0,7.115,107.0,107.0,778.5790000000001,11778.0,11778.0,,,,,,
2006-07-01,,,,35692.164000000004,528081.0,528081.0,6.902,104.0,104.0,978.844,14807.0,14807.0,,,,,,
2006-08-01,,,,36114.325,534327.0,534327.0,7.428,111.0,111.0,991.1880000000001,14994.0,14994.0,,,,,,
2006-09-01,,,,31884.857,471751.0,471751.0,5.277,79.0,79.0,674.407,10202.0,10202.0,,,,,,
2006-10-01,,,,30405.236,449859.0,449859.0,6.792000000000001,102.0,102.0,610.616,9237.0,9237.0,,,,,,
2006-11-01,,,,29943.495000000003,443027.0,443027.0,5.928,89.0,89.0,453.47700000000003,6860.0,6860.0,,,,,,
2006-12-01,,,,32789.217,485131.0,485131.0,6.595,99.0,99.0,472.738,7151.0,7151.0,,,,,,
2007-01-01,0.0,0.0,0.0,34815.316,486886.0,486886.0,0.0,0.0,0.0,1000.6840000000001,13994.0,13994.0,,,,,,
2007-02-01,0.0,0.0,0.0,44605.591,622116.0,622116.0,0.0,0.0,0.0,1546.409,21568.0,21568.0,,,,,,
2007-03-01,0.0,0.0,0.0,38001.249,518502.0,518502.0,0.0,0.0,0.0,2436.751,33248.0,33248.0,,,,,,
2007-04-01,0.0,0.0,0.0,48828.873999999996,647403.0,647403.0,0.0,0.0,0.0,253.126,3356.0,3356.0,,,,,,
2007-05-01,0.0,0.0,0.0,49208.524000000005,649651.0,649651.0,0.887,12.0,12.0,75.58800000000001,998.0,998.0,,,,,,
2007-06-01,0.0,0.0,0.0,47507.716,646414.0,646414.0,0.0,0.0,0.0,89.284,1215.0,1215.0,,,,,,
2007-07-01,0.0,0.0,0.0,49827.977,672040.0,672040.0,0.0,0.0,0.0,51.023,688.0,688.0,,,,,,
2007-08-01,0.0,0.0,0.0,54390.169,726808.0,726808.0,2.184,29.0,29.0,440.64700000000005,5888.0,5888.0,,,,,,
2007-09-01,0.0,0.0,0.0,23181.169,345036.0,345036.0,0.0,0.0,0.0,138.83100000000002,2066.0,2066.0,,,,,,
2007-10-01,0.0,0.0,0.0,40859.869,572113.0,572113.0,0.0,0.0,0.0,545.131,7633.0,7633.0,,,,,,
2007-11-01,0.0,0.0,0.0,40553.499,553040.0,553040.0,0.0,0.0,0.0,916.5010000000001,12499.0,12499.0,,,,,,
2007-12-01,0.0,0.0,0.0,34672.531,517675.0,517675.0,0.0,0.0,0.0,765.469,11429.0,11429.0,,,,,,
2008-01-01,0.0,0.0,0.0,59048.029,801561.0,801561.0,0.0,0.0,0.0,177.971,2416.0,2416.0,,,,,,
2008-02-01,15.120000000000001,202.0,202.0,59273.119,790323.0,790323.0,0.0,0.0,0.0,435.761,5810.0,5810.0,,,,,,
2008-03-01,52.219,690.0,690.0,57304.16,757193.0,757193.0,0.0,0.0,0.0,466.62100000000004,6166.0,6166.0,,,,,,
2008-04-01,515.0930000000001,6644.0,6644.0,55554.133,716557.0,716557.0,0.0,0.0,0.0,515.774,6653.0,6653.0,,,,,,
2008-05-01,573.561,7183.0,7183.0,71191.683,891570.0,891570.0,0.0,0.0,0.0,311.75600000000003,3904.0,3904.0,,,,,,
2008-06-01,118.17,1501.0,1501.0,77781.908,987792.0,987792.0,0.0,0.0,0.0,879.922,11175.0,11175.0,,,,,,
2008-07-01,23.193,304.0,304.0,64997.6,850842.0,850842.0,0.0,0.0,0.0,367.208,4807.0,4807.0,,,,,,
2008-08-01,419.7,5770.0,5770.0,20513.351,282016.0,282016.0,0.0,0.0,0.0,171.949,2364.0,2364.0,,,,,,
2008-09-01,789.1310000000001,10507.0,10507.0,51765.441,689261.0,689261.0,0.0,0.0,0.0,116.42800000000001,1550.0,1550.0,,,,,,
2008-10-01,681.8140000000001,8766.0,8766.0,27018.929,347376.0,347376.0,0.0,0.0,0.0,959.2570000000001,12333.0,12333.0,,,,,,
2008-11-01,353.199,5462.0,5462.0,20012.449,309468.0,309468.0,0.0,0.0,0.0,731.3520000000001,11309.0,11309.0,,,,,,
2008-12-01,340.582,5437.0,5437.0,24751.839,395149.0,395149.0,0.0,0.0,0.0,1069.578,17075.0,17075.0,,,,,,
2009-01-01,78.506,1100.0,1100.0,39975.564,560127.0,560127.0,118.05900000000001,1654.0,1654.0,1101.871,15439.0,15439.0,,,,,,
2009-02-01,32.975,520.0,520.0,20852.106,328824.0,328824.0,0.0,0.0,0.0,3.919,62.0,62.0,,,,,,
2009-03-01,0.0,0.0,0.0,21380.267,319993.0,319993.0,0.0,0.0,0.0,1879.7330000000002,28134.0,28134.0,,,,,,
2009-04-01,0.0,0.0,0.0,5891.763,73545.0,73545.0,0.0,0.0,0.0,14051.237000000001,175398.0,175398.0,,,,,,
2009-05-01,65.626,874.0,874.0,14579.632000000001,194158.0,194158.0,0.0,0.0,0.0,9550.742,127188.0,127188.0,,,,,,
2009-06-01,353.355,5075.0,5075.0,20790.0,298567.0,298567.0,0.0,0.0,0.0,25.645,368.0,368.0,,,,,,
2009-07-01,239.165,3189.0,3189.0,16577.517,221044.0,221044.0,0.0,0.0,0.0,6280.318,83742.0,83742.0,,,,,,
2009-08-01,340.908,4946.0,4946.0,22010.843,319349.0,319349.0,0.0,0.0,0.0,1228.249,17820.0,17820.0,,,,,,
2009-09-01,321.485,5123.0,5123.0,16678.048000000003,265778.0,265778.0,67.789,1080.0,1080.0,1446.678,23054.0,23054.0,,,,,,
2009-10-01,351.63100000000003,5634.0,5634.0,10190.522,163278.0,163278.0,0.0,0.0,0.0,6248.847000000001,100122.0,100122.0,,,,,,
2009-11-01,148.887,2633.0,2633.0,13631.744,241032.0,241032.0,0.0,0.0,0.0,849.369,15018.0,15018.0,,,,,,
2009-12-01,117.284,2072.0,2072.0,15770.644,278575.0,278575.0,0.0,0.0,0.0,99.072,1750.0,1750.0,,,,,,
2010-01-01,136.856,2439.0,2439.0,17062.656,304039.0,304039.0,0.0,0.0,0.0,761.488,13569.0,13569.0,,,,0.0,0.0,0.0
2010-02-01,115.26,2258.0,2258.0,15150.993,296806.0,296806.0,0.0,0.0,0.0,362.747,7106.0,7106.0,,,,,,
2010-03-01,142.52100000000002,2214.0,2214.0,14411.821,223862.0,223862.0,0.0,0.0,0.0,3090.6580000000004,48008.0,48008.0,,,,,,
2010-04-01,149.536,2622.0,2622.0,13394.75,234848.0,234848.0,0.0,0.0,0.0,89.714,1573.0,1573.0,,,,,,
2010-05-01,106.738,1888.0,1888.0,13519.113000000001,239088.0,239088.0,0.0,0.0,0.0,2.149,38.0,38.0,,,,,,
2010-06-01,110.25500000000001,1760.0,1760.0,20648.908,329557.0,329557.0,0.0,0.0,0.0,237.83700000000002,3796.0,3796.0,,,,,,
2010-07-01,12.103,179.0,179.0,27366.266,404268.0,404268.0,0.0,0.0,0.0,286.63100000000003,4234.0,4234.0,,,,,,
2010-08-01,157.288,2489.0,2489.0,33116.862,524057.0,524057.0,0.0,0.0,0.0,19.85,314.0,314.0,,,,,,
2010-09-01,87.274,1364.0,1364.0,13143.791000000001,205418.0,205418.0,0.0,0.0,0.0,447.935,7001.0,7001.0,,,,,,
2010-10-01,12.865,239.0,239.0,16691.796000000002,310026.0,310026.0,0.0,0.0,0.0,56.339000000000006,1046.0,1046.0,,,,,,
2010-11-01,118.12100000000001,1922.0,1922.0,20205.288,328684.0,328684.0,0.0,0.0,0.0,950.591,15463.0,15463.0,,,,,,
2010-12-01,41.391000000000005,682.0,682.0,13232.938,217902.0,217902.0,0.0,0.0,0.0,4218.671,69467.0,69467.0,,,,,,
2011-01-01,0.0,0.0,0.0,20224.441,288275.0,288275.0,0.0,0.0,0.0,8256.559,117687.0,117687.0,,,,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,12078.314,217106.0,217106.0,0.0,0.0,0.0,1015.686,18257.0,18257.0,,,,,,
2011-03-01,0.0,0.0,0.0,18817.249,313798.0,313798.0,0.0,0.0,0.0,9.751,163.0,163.0,,,,,,
2011-04-01,0.0,0.0,0.0,13206.369,224845.0,224845.0,0.0,0.0,0.0,987.631,16815.0,16815.0,,,,,,
2011-05-01,0.0,0.0,0.0,21678.079,333198.0,333198.0,0.0,0.0,0.0,28.921,445.0,445.0,,,,,,
2011-06-01,0.0,0.0,0.0,22176.694,348547.0,348547.0,0.0,0.0,0.0,1393.306,21898.0,21898.0,,,,,,
2011-07-01,188.694,3181.0,3181.0,18697.767,315253.0,315253.0,0.0,0.0,0.0,62.539,1054.0,1054.0,,,,,,
2011-08-01,292.727,4210.0,4210.0,25802.039,371069.0,371069.0,0.0,0.0,0.0,1417.234,20382.0,20382.0,,,,,,
2011-09-01,187.465,3116.0,3116.0,15297.321,254308.0,254308.0,0.0,0.0,0.0,71.214,1184.0,1184.0,,,,,,
2011-10-01,340.063,5718.0,5718.0,13832.043,232568.0,232568.0,0.0,0.0,0.0,178.894,3008.0,3008.0,,,,,,
2011-11-01,204.794,3402.0,3402.0,12145.886,201780.0,201780.0,0.0,0.0,0.0,1656.32,27516.0,27516.0,,,,,,
2011-12-01,0.0,0.0,0.0,8845.715,125949.0,125949.0,0.0,0.0,0.0,11106.285,158136.0,158136.0,,,,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16219.0,235164.0,235164.0,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11464.0,166021.0,166021.0,,,,,,
2012-03-01,0.0,0.0,0.0,2156.936,30311.0,30311.0,0.0,0.0,0.0,13041.064,183267.0,183267.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,3054.977,41614.0,41614.0,0.0,0.0,0.0,13651.023,185951.0,185951.0,,,,,,
2012-05-01,0.0,0.0,0.0,5.269,74.0,74.0,0.0,0.0,0.0,19411.731,272090.0,272090.0,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14631.0,210332.0,210332.0,,,,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17963.0,254710.0,254710.0,,,,,,
2012-08-01,631.38,8676.0,8676.0,10555.067,145040.0,145040.0,0.0,0.0,0.0,11994.553,164820.0,164820.0,,,,,,
2012-09-01,0.0,0.0,0.0,25709.665,370534.0,370534.0,0.0,0.0,0.0,8782.335,126573.0,126573.0,,,,,,
2012-10-01,0.0,0.0,0.0,6588.376,78494.0,78494.0,0.0,0.0,0.0,14301.624,170390.0,170390.0,,,,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19649.0,272755.0,272755.0,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12290.0,177317.0,177317.0,,,,,,
2013-01-01,,,,878.537,12850.0,12850.0,,,,12057.463,176365.0,176365.0,,,,,,
2013-02-01,,,,0.0,0.0,0.0,,,,11648.0,169757.0,169757.0,,,,,,
2013-03-01,,,,0.0,0.0,0.0,,,,13643.0,205346.0,205346.0,,,,,,
2013-04-01,,,,1872.188,29144.0,29144.0,,,,12180.812,189613.0,189613.0,,,,,,
2013-05-01,,,,15793.435,248949.0,248949.0,,,,2601.565,41008.0,41008.0,,,,,,
2013-06-01,,,,20750.761,296436.0,296436.0,,,,343.239,4903.0,4903.0,,,,,,
2013-07-01,,,,14897.614,230180.0,230180.0,,,,369.386,5707.0,5707.0,,,,,,
2013-08-01,,,,12350.664,190609.0,190609.0,,,,2661.336,41073.0,41073.0,,,,,,
2013-09-01,,,,3600.114,50860.0,50860.0,,,,12851.886,181563.0,181563.0,,,,,,
2013-10-01,,,,90.982,1305.0,1305.0,,,,13698.018,196441.0,196441.0,,,,,,
2013-11-01,,,,1768.921,26695.0,26695.0,,,,11265.079,170002.0,170002.0,,,,,,
2013-12-01,,,,10691.28,174767.0,174767.0,,,,5989.72,97912.0,97912.0,,,,,,
2014-01-01,,,,22537.1,290616.0,378235.0,,,,2227.852,28728.0,37390.0,,,,72.048,929.0,1209.0
2014-02-01,,,,11984.381,161087.0,235032.0,,,,139.477,1875.0,2735.0,,,,85.142,1144.0,1670.0
2014-03-01,,,,13933.427,183445.0,254100.0,,,,1765.285,23241.0,32193.0,,,,11.288,149.0,206.0
2014-04-01,,,,17396.971,224096.0,260101.0,,,,357.95,4611.0,5352.0,,,,218.079,2809.0,3260.0
2014-05-01,,,,18432.939,236437.0,278322.0,,,,249.038,3194.0,3760.0,,,,332.023,4259.0,5013.0
2014-06-01,,,,27489.774,347294.0,412745.0,,,,511.193,6458.0,7675.0,,,,75.033,948.0,1127.0
2014-07-01,,,,12288.388,160657.0,188684.0,,,,807.72,10560.0,12402.0,,,,212.892,2783.0,3269.0
2014-08-01,,,,16768.943,215716.0,255407.0,,,,1474.651,18970.0,22460.0,,,,281.406,3620.0,4286.0
2014-09-01,,,,0.0,0.0,0.0,,,,14339.0,185920.0,251029.0,,,,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,,,,16225.0,208177.0,276096.0,,,,0.0,0.0,0.0
2014-11-01,,,,11340.093,147721.0,218215.0,,,,5123.907,66746.0,98598.0,,,,0.0,0.0,0.0
2014-12-01,,,,3216.223,41087.0,51887.0,,,,16852.777,215291.0,271886.0,,,,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,,,,15391.0,200546.0,217666.0,,,,0.0,0.0,0.0
2015-02-01,,,,11046.791,139362.0,152263.0,,,,14524.209,183231.0,200193.0,,,,0.0,0.0,0.0
2015-03-01,,,,4597.902,54983.0,54983.0,,,,19943.098,238485.0,238485.0,,,,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,,,,16002.0,202855.0,215281.0,,,,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,,,,16471.0,210930.0,229999.0,,,,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,,,,17582.0,222462.0,241734.0,,,,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,,,,15406.0,196872.0,215979.0,,,,0.0,0.0,0.0
2015-08-01,,,,0.0,0.0,0.0,,,,16418.0,208473.0,230023.0,,,,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,,,,18671.0,235144.0,258310.0,,,,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,,,,17173.0,217049.0,235258.0,,,,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,,,,16576.0,208996.0,219449.0,,,,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,,,,14853.0,190264.0,201889.0,,,,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,,,,14290.0,168005.0,194376.0,,,,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0,,,,12465.0,146881.0,170159.0,,,,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,,,,14804.0,171272.0,197933.0,,,,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,,,,13743.0,159299.0,186145.0,,,,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,,,,19686.0,224840.0,268179.0,,,,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,,,,18706.0,214139.0,259492.0,,,,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,,,,18001.0,207036.0,253219.0,,,,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,,,,15831.0,182449.0,220183.0,,,,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,,,,17836.0,204668.0,248119.0,,,,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,,,,15430.0,178623.0,212847.0,,,,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,,,,14740.0,171107.0,198069.0,,,,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,,,,15446.0,179399.0,203529.0,,,,0.0,0.0,0.0
2017-01-01,,,,0.0,0.0,0.0,,,,13663.0,159868.0,180190.0,,,,,,
2017-02-01,,,,,,,,,,14303.0,161853.0,182477.0,,,,,,
2017-03-01,,,,0.0,0.0,0.0,,,,21736.0,245798.0,280112.0,,,,,,
2017-04-01,,,,0.0,0.0,0.0,,,,17929.0,204255.0,234938.0,,,,,,
2017-05-01,,,,0.0,0.0,0.0,,,,15656.0,179171.0,207480.0,,,,,,
2017-06-01,,,,0.0,0.0,0.0,,,,15054.0,173361.0,203586.0,,,,,,
2017-07-01,,,,0.0,0.0,0.0,,,,12479.0,145351.0,171093.0,,,,,,
2017-08-01,,,,0.0,0.0,0.0,,,,23994.0,274097.0,333515.0,,,,,,
2017-09-01,,,,0.0,0.0,0.0,,,,13700.0,158834.0,187360.0,,,,,,
2017-10-01,,,,0.0,0.0,0.0,,,,18633.0,214294.0,252899.0,,,,,,
2017-11-01,,,,,,,,,,11861.0,139964.0,157133.0,,,,,,
2017-12-01,,,,,,,,,,14265.0,167591.0,191536.0,,,,,,
2018-01-01,,,,,,,,,,14592.0,172058.0,197131.0,,,,,,
2018-02-01,,,,,,,,,,13210.0,154088.0,175521.0,,,,,,
2018-03-01,,,,,,,,,,15185.0,177548.0,209399.0,,,,,,
2018-04-01,,,,,,,,,,30310.0,343475.0,397884.0,,,,,,
2018-05-01,,,,,,,,,,14592.0,169876.0,198975.0,,,,,,
2018-06-01,,,,,,,,,,14203.0,165296.0,197512.0,,,,,,
2018-07-01,,,,,,,,,,15211.0,176545.0,213007.0,,,,,,
2018-08-01,,,,,,,,,,14698.0,171117.0,205848.0,,,,,,
2018-09-01,,,,,,,,,,14423.0,167509.0,203614.0,,,,,,
2018-10-01,,,,,,,,,,14775.0,171686.0,202607.0,,,,,,
2018-11-01,,,,,,,,,,11986.0,141939.0,165722.0,,,,,,
2018-12-01,,,,,,,,,,15692.0,184238.0,216555.0,,,,,,
2019-01-01,,,,,,,,,,13131.0,155980.0,178672.0,,,,,,
2019-02-01,,,,,,,,,,11972.0,141836.0,162340.0,,,,,,
2019-03-01,,,,,,,,,,13250.0,156373.0,179313.0,,,,,,
2019-04-01,,,,,,,,,,16936.0,195053.0,225074.0,,,,,,
2019-05-01,,,,,,,,,,15347.0,177103.0,205798.0,,,,,,
2019-06-01,,,,,,,,,,10074.0,119461.0,141571.0,,,,,,
2019-07-01,,,,,,,,,,15321.0,177279.0,212433.0,,,,,,
2019-08-01,,,,,,,,,,15126.0,175428.0,210970.0,,,,,,
2019-09-01,,,,,,,,,,14625.0,169442.0,203724.0,,,,,,
2019-10-01,,,,,,,,,,15199.0,175801.0,207753.0,,,,,,
2019-11-01,,,,,,,,,,14264.0,166257.0,188679.0,,,,,,
2019-12-01,,,,,,,,,,14732.0,171686.0,193653.0,,,,,,
2020-01-01,,,,,,,,,,14475.0,168842.0,191210.0,,,,,,
2020-02-01,,,,,,,,,,13717.0,159837.0,181449.0,,,,,,
2020-03-01,,,,,,,,,,15377.0,177693.0,202264.0,,,,,,
2020-04-01,,,,,,,,,,10240.0,120340.0,136280.0,,,,,,
2020-05-01,,,,,,,,,,-397.0,0.0,0.0,,,,,,
2020-06-01,,,,,,,,,,-335.0,0.0,0.0,,,,,,
2020-07-01,,,,,,,,,,-341.0,0.0,0.0,,,,,,
2020-08-01,,,,,,,,,,-345.0,0.0,0.0,,,,,,
2020-09-01,,,,,,,,,,-336.0,0.0,0.0,,,,,,
2020-10-01,,,,,,,,,,-357.0,0.0,0.0,,,,,,
2020-11-01,,,,,,,,,,-384.0,0.0,0.0,,,,,,
2020-12-01,,,,,,,,,,-879.0,0.0,0.0,,,,,,
2021-01-01,,,,,,,,,,-877.0,0.0,0.0,,,,,,
2021-02-01,,,,,,,,,,-800.0,0.0,0.0,,,,,,
