measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2005-03-01,,,,0.0,0.0,0.0,,,,865.0,14654.09,14654.09
2005-04-01,,,,0.0,0.0,0.0,,,,12726.0,181653.55,181653.55
2005-05-01,,,,0.0,0.0,0.0,,,,597.0,10047.48,10047.48
2005-06-01,,,,0.0,0.0,0.0,,,,36982.0,514344.52,514344.52
2005-07-01,,,,0.0,0.0,0.0,,,,24703.0,329746.82,329746.82
2005-08-01,,,,0.0,0.0,0.0,,,,22057.0,297446.01,297446.01
2005-09-01,,,,0.0,0.0,0.0,,,,31682.0,428098.6,428098.6
2005-10-01,,,,11.0,151.06,151.06,,,,12784.0,175177.43,175177.43
2005-11-01,,,,0.0,0.0,0.0,,,,6265.0,86788.29,86788.29
2005-12-01,,,,3.0,52.29,52.29,,,,14265.0,211021.32,211021.32
2006-01-01,,,,0.0,0.0,0.0,,,,3357.0,53744.0,53744.0
2006-02-01,,,,0.0,0.0,0.0,,,,1617.0,26740.0,26740.0
2006-03-01,,,,0.0,0.0,0.0,,,,4380.0,63193.0,63193.0
2006-04-01,,,,0.0,0.0,0.0,,,,2482.0,37283.0,37283.0
2006-05-01,,,,0.0,0.0,0.0,,,,1734.0,25621.0,25621.0
2006-06-01,,,,0.0,0.0,0.0,,,,532.0,9332.0,9332.0
2006-07-01,,,,0.0,0.0,0.0,,,,12596.0,172324.0,172324.0
2006-08-01,,,,0.0,0.0,0.0,,,,15371.0,203844.0,203844.0
2006-09-01,,,,0.0,0.0,0.0,,,,5093.0,70877.0,70877.0
2006-10-01,,,,0.0,0.0,0.0,,,,8026.0,117055.0,117055.0
2006-11-01,,,,4.0,46.0,46.0,,,,6505.0,85128.0,85128.0
2006-12-01,,,,35.0,558.0,558.0,,,,2727.0,39942.0,39942.0
2007-01-01,,,,5.413,76.0,76.0,,,,3061.587,42719.0,42719.0
2007-02-01,,,,1589.346,27336.0,27336.0,,,,6386.654,109848.0,109848.0
2007-03-01,,,,31.824,447.0,447.0,,,,7326.176,102988.0,102988.0
2007-04-01,,,,0.0,0.0,0.0,,,,7907.0,113872.0,113872.0
2007-05-01,,,,0.0,0.0,0.0,,,,4933.0,68590.0,68590.0
2007-06-01,,,,1103.174,14542.0,14542.0,,,,10828.826000000001,142749.0,142749.0
2007-07-01,,,,0.0,0.0,0.0,,,,9733.0,130402.0,130402.0
2007-08-01,,,,1020.234,13404.0,13404.0,,,,25760.766,338441.0,338441.0
2007-09-01,,,,0.0,0.0,0.0,,,,11612.0,161943.0,161943.0
2007-10-01,,,,0.0,0.0,0.0,,,,6243.0,86101.0,86101.0
2007-11-01,,,,13.946000000000002,227.0,227.0,,,,1544.054,25087.0,25087.0
2007-12-01,,,,0.0,0.0,0.0,,,,4374.0,66418.0,66418.0
2008-01-01,,,,4.3180000000000005,81.0,81.0,,,,1034.682,19459.0,19459.0
2008-02-01,,,,0.0,0.0,0.0,,,,153.0,5858.0,5858.0
2008-03-01,,,,0.0,0.0,0.0,,,,11770.0,159004.0,159004.0
2008-04-01,,,,7.28,105.0,105.0,,,,3950.7200000000003,56751.0,56751.0
2008-05-01,,,,5.907,87.0,87.0,,,,2213.0930000000003,32650.0,32650.0
2008-06-01,,,,0.0,0.0,0.0,,,,7398.0,106429.0,106429.0
2008-07-01,0.0,0.0,0.0,,,,4200.0,59721.0,59721.0,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,,,,5507.0,74828.0,74828.0
2008-09-01,,,,0.0,0.0,0.0,,,,2456.0,34777.0,34777.0
2008-10-01,,,,0.0,0.0,0.0,,,,602.0,9817.0,9817.0
2008-11-01,,,,0.0,0.0,0.0,,,,498.0,9815.0,9815.0
2008-12-01,,,,-145.5,0.0,0.0,,,,-145.5,0.0,0.0
2009-01-01,,,,-113.5,0.0,0.0,,,,-113.5,0.0,0.0
2009-02-01,,,,0.0,0.0,0.0,,,,65.0,3476.0,3476.0
2009-03-01,,,,0.0,0.0,0.0,,,,1228.0,19204.0,19204.0
2009-04-01,,,,0.0,0.0,0.0,,,,299.0,5627.0,5627.0
2009-05-01,,,,-27.0,0.0,0.0,,,,-27.0,0.0,0.0
2009-06-01,,,,0.0,0.0,0.0,,,,16632.0,225753.0,225753.0
2009-07-01,,,,0.0,0.0,0.0,,,,792.0,13585.0,13585.0
2009-08-01,,,,0.0,0.0,0.0,,,,4989.0,68319.0,68319.0
2009-09-01,,,,0.0,0.0,0.0,,,,1211.0,18968.0,18968.0
2009-10-01,,,,0.0,0.0,0.0,,,,2582.0,38385.0,38385.0
2009-11-01,,,,0.0,0.0,0.0,,,,295.0,7609.0,7609.0
2009-12-01,,,,0.0,0.0,0.0,,,,1148.0,21070.0,21070.0
2010-01-01,,,,0.0,0.0,0.0,,,,-234.0,1725.0,1725.0
2010-02-01,,,,0.0,0.0,0.0,,,,2299.0,36029.0,36029.0
2010-03-01,,,,0.0,0.0,0.0,,,,2894.0,44083.0,44083.0
2010-04-01,,,,0.0,0.0,0.0,,,,313.0,7530.0,7530.0
2010-05-01,,,,0.0,0.0,0.0,,,,5672.0,78099.0,78099.0
2010-06-01,,,,0.0,0.0,0.0,,,,2637.0,39248.0,39248.0
2010-07-01,,,,0.0,0.0,0.0,,,,2364.0,34917.0,34917.0
2010-08-01,,,,0.0,0.0,0.0,,,,13015.0,174226.0,174226.0
2010-09-01,,,,0.0,0.0,0.0,,,,171.0,4742.0,4742.0
2010-10-01,,,,0.0,0.0,0.0,,,,-204.0,153.0,153.0
2010-11-01,,,,0.0,0.0,0.0,,,,-66.0,2663.0,2663.0
2010-12-01,,,,0.0,0.0,0.0,,,,-333.0,0.0,0.0
2011-01-01,,,,0.0,0.0,0.0,,,,-340.0,0.0,0.0
2011-02-01,,,,0.0,0.0,0.0,,,,-169.0,0.0,0.0
2011-03-01,,,,0.0,0.0,0.0,,,,-226.0,0.0,0.0
2011-04-01,,,,0.0,0.0,0.0,,,,-74.0,1775.0,1775.0
2011-05-01,,,,0.0,0.0,0.0,,,,3621.0,53031.0,53031.0
2011-06-01,,,,0.0,0.0,0.0,,,,4630.0,60947.0,60947.0
2011-07-01,,,,0.0,0.0,0.0,,,,-244.0,0.0,0.0
2011-08-01,,,,0.0,0.0,0.0,,,,361.0,8893.0,8893.0
2011-09-01,,,,0.0,0.0,0.0,,,,-167.0,0.0,0.0
2011-10-01,,,,0.0,0.0,0.0,,,,16.0,2727.0,2727.0
2011-11-01,,,,0.0,0.0,0.0,,,,458.0,9327.0,9327.0
2011-12-01,,,,0.0,0.0,0.0,,,,1767.0,29264.0,29264.0
2012-01-01,,,,0.0,0.0,0.0,,,,-313.0,0.0,0.0
2012-02-01,,,,0.0,0.0,0.0,,,,103.0,5744.0,5744.0
2012-03-01,,,,0.0,0.0,0.0,,,,-267.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0,,,,293.0,7502.0,7502.0
2012-05-01,,,,0.0,0.0,0.0,,,,29813.0,401452.0,401452.0
2012-06-01,,,,0.0,0.0,0.0,,,,22576.0,306422.0,306422.0
2012-07-01,,,,0.0,0.0,0.0,,,,53163.0,707435.0,707435.0
2012-08-01,,,,0.0,0.0,0.0,,,,9952.0,140451.0,140451.0
2012-09-01,,,,0.0,0.0,0.0,,,,7383.0,99261.0,99261.0
2012-10-01,,,,0.0,0.0,0.0,,,,176.0,5484.0,5484.0
2012-11-01,,,,0.0,0.0,0.0,,,,1015.0,17953.0,17953.0
2012-12-01,,,,0.0,0.0,0.0,,,,813.0,14933.0,14933.0
2013-01-01,,,,0.0,0.0,0.0,,,,831.0,17021.0,17021.0
2013-02-01,,,,0.0,0.0,0.0,,,,860.0,17096.0,17096.0
2013-03-01,,,,0.0,0.0,0.0,,,,832.0,15560.0,15560.0
2013-04-01,,,,0.0,0.0,0.0,,,,4503.0,65957.0,65957.0
2013-05-01,,,,0.0,0.0,0.0,,,,668.0,11993.0,11993.0
2013-06-01,,,,0.0,0.0,0.0,,,,1006.0,17636.0,17636.0
2013-07-01,,,,0.0,0.0,0.0,,,,2993.0,43265.0,43265.0
2013-08-01,,,,0.0,0.0,0.0,,,,5699.0,82779.0,82779.0
2013-09-01,,,,0.0,0.0,0.0,,,,3773.0,53558.0,53558.0
2013-10-01,,,,0.0,0.0,0.0,,,,2623.0,42476.0,42476.0
2013-11-01,,,,0.0,0.0,0.0,,,,747.0,12725.0,12725.0
2013-12-01,,,,0.0,0.0,0.0,,,,4349.0,64712.0,64712.0
2014-01-01,,,,15.352,258.0,258.0,,,,1962.648,33023.0,33023.0
2014-02-01,,,,48.02,1092.0,1092.0,,,,472.98,10759.0,10759.0
2014-03-01,,,,0.0,0.0,0.0,,,,112.0,4431.0,4431.0
2014-04-01,,,,0.0,0.0,0.0,,,,2700.0,39557.0,39557.0
2014-05-01,,,,0.0,0.0,0.0,,,,3724.0,52712.0,52712.0
2014-06-01,,,,0.0,0.0,0.0,,,,2619.0,40132.0,40132.0
2014-07-01,,,,0.0,0.0,0.0,,,,779.0,13866.0,13866.0
2014-08-01,,,,0.0,0.0,0.0,,,,766.0,13205.0,13205.0
2014-09-01,,,,0.0,0.0,0.0,,,,1115.0,17512.0,17512.0
2014-10-01,,,,0.0,0.0,0.0,,,,1428.0,23498.0,23498.0
2014-11-01,,,,0.0,0.0,0.0,,,,955.0,16173.0,16173.0
2014-12-01,,,,263.812,4404.0,4404.0,,,,2131.188,35577.0,35577.0
2015-01-01,,,,8.483,186.0,186.0,,,,662.517,14520.0,14520.0
2015-02-01,,,,3.31,87.0,87.0,,,,417.69,10997.0,10997.0
2015-03-01,,,,0.0,0.0,0.0,,,,5863.0,89194.0,89194.0
2015-04-01,,,,20.828,308.0,308.0,,,,4021.172,59452.0,59452.0
2015-05-01,,,,14.842,209.0,209.0,,,,11318.158,159505.0,159505.0
2015-06-01,,,,0.0,0.0,0.0,,,,12671.0,179308.0,179308.0
2015-07-01,,,,5.388,76.0,76.0,,,,22763.612,319133.0,319133.0
2015-08-01,,,,0.0,0.0,0.0,,,,13982.0,196508.0,196508.0
2015-09-01,,,,2.898,41.0,41.0,,,,21158.102,296908.0,296908.0
2015-10-01,,,,0.0,0.0,0.0,,,,11504.0,164068.0,164068.0
2015-11-01,,,,39.427,564.0,564.0,,,,8932.573,127683.0,127683.0
2015-12-01,,,,0.0,0.0,0.0,,,,7371.0,108686.0,108686.0
2016-01-01,,,,3.478,64.0,64.0,,,,2168.522,39842.0,39842.0
2016-02-01,,,,17.391,314.0,314.0,,,,1451.609,26188.0,26188.0
2016-03-01,,,,25.577,360.0,360.0,,,,7023.423,98915.0,98915.0
2016-04-01,,,,14.906,198.0,198.0,,,,32774.094,434332.0,434332.0
2016-05-01,,,,0.0,0.0,0.0,,,,21252.0,281823.0,281823.0
2016-06-01,,,,19.311,267.0,267.0,,,,17004.689,235341.0,235341.0
2016-07-01,,,,0.0,0.0,0.0,,,,23467.0,329195.0,329195.0
2016-08-01,,,,3.723,52.0,52.0,,,,25984.277,364941.0,364941.0
2016-09-01,,,,0.0,0.0,0.0,,,,10651.0,155989.0,155989.0
2016-10-01,,,,0.0,0.0,0.0,,,,6098.0,89492.0,89492.0
2016-11-01,,,,0.0,0.0,0.0,,,,7529.0,114321.0,114321.0
2016-12-01,,,,67.364,1063.0,1063.0,,,,4981.636,78627.0,78627.0
2017-01-01,,,,12.913,180.0,180.0,,,,7949.115,117596.0,117596.0
2017-02-01,,,,9.452,139.0,139.0,,,,7427.456,109877.0,109877.0
2017-03-01,,,,10.566,157.0,157.0,,,,10636.765,157354.0,157354.0
2017-04-01,,,,12.015,180.0,180.0,,,,4877.973,72161.0,72161.0
2017-05-01,,,,14.738,221.0,221.0,,,,4657.779,68904.0,68904.0
2017-06-01,,,,13.234,198.0,198.0,,,,8770.171,129741.0,129741.0
2017-07-01,,,,11.122,163.0,163.0,,,,12027.357,177926.0,177926.0
2017-08-01,,,,11.228,168.0,168.0,,,,10499.781,155328.0,155328.0
2017-09-01,,,,10.692,157.0,157.0,,,,8657.129,128068.0,128068.0
2017-10-01,,,,12.441,186.0,186.0,,,,8538.04,126307.0,126307.0
2017-11-01,,,,17.607,261.0,261.0,,,,8771.345,129758.0,129758.0
2017-12-01,,,,15.198,227.0,227.0,,,,9406.883,139160.0,139160.0
2018-01-01,,,,197.025,2737.0,2737.0,,,,7388.907,102468.0,102468.0
2018-02-01,,,,126.632,1755.0,1755.0,,,,7899.988,109557.0,109557.0
2018-03-01,,,,171.822,2382.0,2382.0,,,,8123.56,112657.0,112657.0
2018-04-01,,,,176.13,2440.0,2440.0,,,,3973.079,55099.0,55099.0
2018-05-01,,,,241.941,3352.0,3352.0,,,,5375.089,74541.0,74541.0
2018-06-01,,,,167.749,2324.0,2324.0,,,,6567.857,91083.0,91083.0
2018-07-01,,,,132.342,1836.0,1836.0,,,,9791.825,135792.0,135792.0
2018-08-01,,,,162.418,2254.0,2254.0,,,,10013.278,138864.0,138864.0
2018-09-01,,,,181.001,2510.0,2510.0,,,,7699.079,106770.0,106770.0
2018-10-01,,,,181.678,2522.0,2522.0,,,,7285.063,101029.0,101029.0
2018-11-01,,,,187.386,2597.0,2597.0,,,,5779.605,80152.0,80152.0
2018-12-01,,,,177.433,2463.0,2463.0,,,,7685.113,106577.0,106577.0
2019-01-01,,,,312.51,4410.0,4410.0,,,,6793.804,95796.0,95796.0
2019-02-01,,,,299.088,4218.0,4218.0,,,,6341.172,89413.0,89413.0
2019-03-01,,,,385.852,5438.0,5438.0,,,,6862.914,96770.0,96770.0
2019-04-01,,,,302.119,4259.0,4259.0,,,,7038.573,99247.0,99247.0
2019-05-01,,,,270.926,3823.0,3823.0,,,,5445.283,76781.0,76781.0
2019-06-01,,,,421.164,5938.0,5938.0,,,,7078.988,99817.0,99817.0
2019-07-01,,,,326.327,4602.0,4602.0,,,,8080.699,113941.0,113941.0
2019-08-01,,,,251.294,3544.0,3544.0,,,,7886.532,111204.0,111204.0
2019-09-01,,,,278.061,3922.0,3922.0,,,,6866.473,96821.0,96821.0
2019-10-01,,,,280.662,3957.0,3957.0,,,,7369.56,103914.0,103914.0
2019-11-01,,,,356.074,5020.0,5020.0,,,,6606.615,93156.0,93156.0
2019-12-01,,,,266.341,3753.0,3753.0,,,,7775.969,109645.0,109645.0
2020-01-01,,,,19.619,273.0,273.0,,,,5979.793,84446.0,84446.0
2020-02-01,,,,14.275,203.0,203.0,,,,5427.923,76653.0,76653.0
2020-03-01,,,,16.361,232.0,232.0,,,,5738.353,81036.0,81036.0
2020-04-01,,,,11.574,163.0,163.0,,,,4911.818,69365.0,69365.0
2020-05-01,,,,18.631,261.0,261.0,,,,4837.983,68321.0,68321.0
2020-06-01,,,,21.845,308.0,308.0,,,,5610.698,79233.0,79233.0
2020-07-01,,,,24.126,343.0,343.0,,,,5538.566,78215.0,78215.0
2020-08-01,,,,23.476,331.0,331.0,,,,6824.408,96374.0,96374.0
2020-09-01,,,,13.029,186.0,186.0,,,,4318.307,60983.0,60983.0
2020-10-01,,,,16.491,232.0,232.0,,,,5050.333,71320.0,71320.0
2020-11-01,,,,18.073,256.0,256.0,,,,3784.928,53450.0,53450.0
2020-12-01,,,,19.317,273.0,273.0,,,,4671.073,65964.0,65964.0
2021-01-01,,,,178.939,2475.0,2475.0,,,,3609.543,49964.0,49964.0
2021-02-01,,,,447.448,6193.0,6193.0,,,,9025.893,124938.0,124938.0
2021-03-01,,,,114.099,1580.0,1580.0,,,,2301.606,31859.0,31859.0
2021-04-01,,,,245.045,3393.0,3393.0,,,,4943.03,68422.0,68422.0
2021-05-01,,,,450.467,6234.0,6234.0,,,,9086.805,125780.0,125780.0
2021-06-01,,,,1154.943,15989.0,15989.0,,,,23297.436,322486.0,322486.0
2021-07-01,,,,747.787,10353.0,10353.0,,,,15084.311,208799.0,208799.0
2021-08-01,,,,1342.366,18580.0,18580.0,,,,27078.137,374819.0,374819.0
2021-09-01,,,,376.703,5212.0,5212.0,,,,7598.838,105184.0,105184.0
2021-10-01,,,,1170.143,16198.0,16198.0,,,,23604.048,326731.0,326731.0
2021-11-01,,,,594.338,8227.0,8227.0,,,,11988.947,165953.0,165953.0
2021-12-01,,,,104.153,1441.0,1441.0,,,,2100.976,29082.0,29082.0
2022-01-01,,,,0.197,0.0,0.0,,,,6444.473,82102.0,82102.0
2022-02-01,,,,0.125,0.0,0.0,,,,4073.659,51898.0,51898.0
2022-03-01,,,,0.026,0.0,0.0,,,,860.726,10966.0,10966.0
2022-04-01,,,,0.077,0.0,0.0,,,,2506.784,31936.0,31936.0
2022-05-01,,,,0.647,6.0,6.0,,,,21134.699,269252.0,269252.0
2022-06-01,,,,0.979,12.0,12.0,,,,31999.191,407664.0,407664.0
2022-07-01,,,,2.391,29.0,29.0,,,,78146.327,995570.0,995570.0
2022-08-01,,,,1.557,17.0,17.0,,,,50876.964,648163.0,648163.0
2022-09-01,,,,0.886,12.0,12.0,,,,28946.033,368767.0,368767.0
2022-10-01,,,,0.173,0.0,0.0,,,,5666.163,72186.0,72186.0
2022-11-01,,,,0.327,6.0,6.0,,,,10697.937,136289.0,136289.0
2022-12-01,,,,0.368,6.0,6.0,,,,12011.291,153022.0,153022.0
2023-01-01,,,,0.0,0.0,0.0,,,,417.168,5583.0,5583.0
2023-02-01,,,,0.0,0.0,0.0,,,,1386.007,18550.0,18550.0
2023-03-01,,,,0.0,0.0,0.0,,,,493.31,6602.0,6602.0
2023-04-01,,,,0.0,0.0,0.0,,,,12272.608,164250.0,164250.0
2023-05-01,,,,0.0,0.0,0.0,,,,43550.135,582854.0,582854.0
2023-06-01,,,,0.0,0.0,0.0,,,,20098.377,268987.0,268987.0
2023-07-01,,,,0.0,0.0,0.0,,,,23956.923,320628.0,320628.0
2023-08-01,,,,0.0,0.0,0.0,,,,21922.353,293398.0,293398.0
2023-09-01,,,,0.0,0.0,0.0,,,,13358.519,178784.0,178784.0
2023-10-01,,,,0.0,0.0,0.0,,,,15889.728,212661.0,212661.0
2023-11-01,,,,0.0,0.0,0.0,,,,6405.173,85724.0,85724.0
2023-12-01,,,,3.473,46.0,46.0,,,,445.225,5959.0,5959.0
2024-01-01,,,,0.0,0.0,0.0,,,,12068.286,157359.0,157359.0
2024-02-01,,,,0.0,0.0,0.0,,,,900.367,11740.0,11740.0
2024-03-01,,,,0.0,0.0,0.0,,,,638.781,8329.0,8329.0
2024-04-01,,,,0.0,0.0,0.0,,,,1173.955,15308.0,15308.0
2024-05-01,,,,0.0,0.0,0.0,,,,18056.028,235433.0,235433.0
2024-06-01,,,,0.0,0.0,0.0,,,,36304.948,473381.0,473381.0
2024-07-01,,,,0.0,0.0,0.0,,,,41246.048,537809.0,537809.0
2024-08-01,,,,0.0,0.0,0.0,,,,47769.453,622867.0,622867.0
2024-09-01,,,,0.0,0.0,0.0,,,,52388.038,683089.0,683089.0
2024-10-01,,,,0.0,0.0,0.0,,,,15545.048,202693.0,202693.0
2024-11-01,,,,0.0,0.0,0.0,,,,705.345,9197.0,9197.0
2024-12-01,,,,1.337,17.0,17.0,,,,648.367,8454.0,8454.0
