measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2004-04-01,,,,10671.945,96455.12,139228.75,574.0790000000001,0.0,0.0
2004-05-01,,,,9246.657000000001,83885.36,120634.1,533.816,0.0,0.0
2004-06-01,,,,10094.794,91021.99,131699.1,517.763,0.0,0.0
2004-07-01,,,,14261.232,128991.15,186055.45,778.2760000000001,0.0,0.0
2004-08-01,,,,14710.516,133049.39,191916.91,802.1560000000001,0.0,0.0
2004-09-01,,,,13625.794,123136.76,177765.37,731.1320000000001,0.0,0.0
2004-10-01,,,,13002.816,117560.69,169637.85,703.9770000000001,0.0,0.0
2004-11-01,,,,12261.703,110733.42,159969.11,649.076,0.0,0.0
2004-12-01,,,,13370.02,120808.67,174428.49,715.465,0.0,0.0
2005-01-01,,,,10608.555,95324.81,136776.69,505.682,0.0,0.0
2005-02-01,,,,9575.328000000001,86040.58,123455.23,456.43100000000004,0.0,0.0
2005-03-01,,,,10333.719,92855.22,133233.21,492.581,0.0,0.0
2005-04-01,,,,10383.349,93301.18,133873.09,494.947,0.0,0.0
2005-05-01,,,,11404.093,102473.24,147033.61,543.6030000000001,0.0,0.0
2005-06-01,,,,14647.894,131620.9,188856.1,698.2270000000001,0.0,0.0
2005-07-01,,,,18756.900999999998,168543.03,241833.76,894.0920000000001,0.0,0.0
2005-08-01,,,,19438.119,174664.22,250616.75,926.5640000000001,0.0,0.0
2005-09-01,,,,14660.491,131734.11,189018.53,698.827,0.0,0.0
2005-10-01,,,,11379.374,102251.13,146714.9,542.425,0.0,0.0
2005-11-01,,,,10153.118,91232.41,130904.72,483.97200000000004,0.0,0.0
2005-12-01,,,,11584.409,104093.49,149358.42,552.198,0.0,0.0
2006-01-01,,,,11575.711,105347.21,150854.09,707.071,0.0,0.0
2006-02-01,,,,10206.011,92881.96,133004.23,623.407,0.0,0.0
2006-03-01,,,,11304.538,102879.34,147320.17,690.5070000000001,0.0,0.0
2006-04-01,,,,10770.985,98023.63,140366.94,657.917,0.0,0.0
2006-05-01,,,,12554.471,114254.62,163609.24,766.856,0.0,0.0
2006-06-01,,,,13307.134,121104.4,173417.91,812.83,0.0,0.0
2006-07-01,,,,14983.246,136358.2,195260.91,915.211,0.0,0.0
2006-08-01,,,,15478.605,140866.32,201716.41,945.469,0.0,0.0
2006-09-01,,,,12603.246,114698.51,164244.87,769.835,0.0,0.0
2006-10-01,,,,13211.822,120236.99,172175.81,807.009,0.0,0.0
2006-11-01,,,,11160.242,101566.15,145439.71,681.693,0.0,0.0
2006-12-01,,,,12514.99,113895.31,163094.72,764.4440000000001,0.0,0.0
2007-01-01,,,,9728.067000000001,93804.0,129498.0,785.738,0.0,0.0
2007-02-01,,,,8848.755000000001,85333.0,117793.0,715.653,0.0,0.0
2007-03-01,,,,8185.319,79658.0,108961.0,748.974,0.0,0.0
2007-04-01,,,,8147.443,79293.0,108457.0,745.9060000000001,0.0,0.0
2007-05-01,,,,9087.803,88026.0,120975.0,781.589,0.0,0.0
2007-06-01,,,,10744.844000000001,103647.0,143033.0,872.538,0.0,0.0
2007-07-01,,,,14636.819,140253.0,194842.0,1075.978,0.0,0.0
2007-08-01,,,,16226.399000000001,154677.0,216002.0,1095.839,0.0,0.0
2007-09-01,,,,12786.734,122377.0,170214.0,922.1890000000001,0.0,0.0
2007-10-01,,,,12118.039,115604.0,161313.0,829.0790000000001,0.0,0.0
2007-11-01,,,,11521.183,110046.0,153367.0,804.64,0.0,0.0
2007-12-01,0.0,0.0,0.0,12838.595000000001,122016.0,170904.0,822.8770000000001,0.0,0.0
2008-01-01,0.0,0.0,0.0,11592.944,104143.0,144520.0,549.376,0.0,0.0
2008-02-01,0.0,0.0,0.0,9713.803,87262.0,121095.0,460.32500000000005,0.0,0.0
2008-03-01,0.0,0.0,0.0,9116.37,81894.0,113648.0,432.014,0.0,0.0
2008-04-01,0.0,0.0,0.0,10370.651,93162.0,129284.0,491.452,0.0,0.0
2008-05-01,0.0,0.0,0.0,8243.081,74049.0,102761.0,390.629,0.0,0.0
2008-06-01,0.0,0.0,0.0,9022.106,81048.0,112473.0,427.547,0.0,0.0
2008-07-01,0.0,0.0,0.0,11817.244,106157.0,147318.0,560.005,0.0,0.0
2008-08-01,0.0,0.0,0.0,13824.903,124193.0,172346.0,655.145,0.0,0.0
2008-09-01,0.0,0.0,0.0,12451.831,111858.0,155229.0,590.077,0.0,0.0
2008-10-01,0.0,0.0,0.0,11608.403,104281.0,144714.0,550.1080000000001,0.0,0.0
2008-11-01,0.0,0.0,0.0,10109.468,90816.0,126028.0,479.07500000000005,0.0,0.0
2008-12-01,0.0,0.0,0.0,11308.946,101591.0,140981.0,535.917,0.0,0.0
2009-01-01,0.0,0.0,0.0,9116.91,91483.0,130327.0,90.52600000000001,0.0,0.0
2009-02-01,0.0,0.0,0.0,8388.619,84175.0,119916.0,83.294,0.0,0.0
2009-03-01,0.0,0.0,0.0,7805.5740000000005,78326.0,111581.0,77.505,0.0,0.0
2009-04-01,0.0,0.0,0.0,6705.139,67283.0,95850.0,66.578,0.0,0.0
2009-05-01,0.0,0.0,0.0,6812.247,68358.0,97381.0,67.64200000000001,0.0,0.0
2009-06-01,0.0,0.0,0.0,6313.729,63356.0,90255.0,62.692,0.0,0.0
2009-07-01,0.0,0.0,0.0,11552.885,115928.0,165149.0,114.714,0.0,0.0
2009-08-01,0.0,0.0,0.0,11846.563,118875.0,169347.0,117.63,0.0,0.0
2009-09-01,0.0,0.0,0.0,12414.292,124571.0,177463.0,123.26700000000001,0.0,0.0
2009-10-01,0.0,0.0,0.0,9707.795,97413.0,138773.0,96.393,0.0,0.0
2009-11-01,0.0,0.0,0.0,8865.304,88959.0,126730.0,88.028,0.0,0.0
2009-12-01,0.0,0.0,0.0,10175.943,102111.0,145465.0,101.04100000000001,0.0,0.0
2010-01-01,0.0,0.0,0.0,10034.256,101024.0,148778.0,0.0,0.0,5147.0
2010-02-01,0.0,0.0,0.0,9263.959,93269.0,137357.0,0.0,0.0,16282.0
2010-03-01,0.0,0.0,0.0,9865.432,99324.0,146275.0,0.0,0.0,26385.0
2010-04-01,0.0,0.0,0.0,8309.707,83661.0,123208.0,0.0,0.0,21742.0
2010-05-01,0.0,0.0,0.0,6052.492,60936.0,89741.0,0.0,0.0,1491.0
2010-06-01,0.0,0.0,0.0,5649.798000000001,56882.0,83769.0,0.0,0.0,11337.0
2010-07-01,0.0,0.0,0.0,9327.103000000001,93904.0,138293.0,0.0,0.0,2865.0
2010-08-01,0.0,0.0,0.0,11009.445,110842.0,163237.0,0.0,0.0,548.0
2010-09-01,0.0,0.0,0.0,10201.848,102711.0,151263.0,0.0,0.0,5311.0
2010-10-01,0.0,0.0,0.0,11453.153,115309.0,169816.0,0.0,0.0,671.0
2010-11-01,0.0,0.0,0.0,9644.648000000001,97101.0,143001.0,0.0,0.0,808.0
2010-12-01,0.0,0.0,0.0,9035.159,90965.0,133964.0,0.0,0.0,1769.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28257.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25872.0
2011-05-01,0.0,0.0,0.0,90820.997,834129.0,1217420.0,479.0,3985.0,18360.0
2011-06-01,0.0,0.0,0.0,35077.003,322159.0,470193.0,185.0,1539.0,6517.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5511.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29397.0
2012-01-01,0.0,0.0,0.0,10550.151,98290.0,143053.0,0.0,0.0,6179.0
2012-02-01,0.0,0.0,0.0,10549.348,98282.0,143042.0,0.0,0.0,2552.0
2012-03-01,0.0,0.0,0.0,10033.696,93478.0,136050.0,0.0,0.0,10836.0
2012-04-01,0.0,0.0,0.0,9296.475,86610.0,126053.0,0.0,0.0,7397.0
2012-05-01,0.0,0.0,0.0,9231.584,86005.0,125174.0,0.0,0.0,2025.0
2012-06-01,0.0,0.0,0.0,9773.195,91051.0,132518.0,0.0,0.0,1695.0
2012-07-01,0.0,0.0,0.0,11558.589,107685.0,156727.0,0.0,0.0,8860.0
2012-08-01,0.0,0.0,0.0,15220.096,141797.0,206373.0,0.0,0.0,3871.0
2012-09-01,0.0,0.0,0.0,13826.572,128814.0,187479.0,0.0,0.0,12645.0
2012-10-01,0.0,0.0,0.0,12794.278,119197.0,173481.0,0.0,0.0,14075.0
2012-11-01,0.0,0.0,0.0,11046.817,102917.0,149787.0,0.0,0.0,7072.0
2012-12-01,0.0,0.0,0.0,10421.199,97088.0,141304.0,0.0,0.0,9121.0
2013-01-01,0.0,0.0,0.0,13745.0,122879.0,170698.0,0.0,0.0,1553.0
2013-02-01,0.0,0.0,0.0,11601.0,102496.0,143442.0,0.0,0.0,5031.0
2013-03-01,0.0,0.0,0.0,12088.0,106864.0,151044.0,0.0,0.0,6989.0
2013-04-01,0.0,0.0,0.0,6076.0,53869.0,75366.0,0.0,0.0,30517.0
2013-05-01,0.0,0.0,0.0,3962.0,38145.0,55430.0,0.0,0.0,26394.0
2013-06-01,0.0,0.0,0.0,12075.0,111814.0,158717.0,0.0,0.0,2157.0
2013-07-01,0.0,0.0,0.0,12361.0,115308.0,169761.0,0.0,0.0,719.0
2013-08-01,0.0,0.0,0.0,12062.0,115308.0,164906.0,0.0,0.0,1096.0
2013-09-01,0.0,0.0,0.0,11408.0,109485.0,157873.0,0.0,0.0,1814.0
2013-10-01,0.0,0.0,0.0,8349.0,76290.0,109328.0,0.0,0.0,18081.0
2013-11-01,0.0,0.0,0.0,12350.0,115308.0,163282.0,0.0,0.0,1735.0
2013-12-01,0.0,0.0,0.0,11656.0,109194.0,154475.0,0.0,0.0,5850.0
2014-01-01,0.0,0.0,0.0,12092.0,108611.0,154237.0,0.0,0.0,4594.0
2014-02-01,0.0,0.0,0.0,3646.0,32612.0,45970.0,0.0,0.0,32302.0
2014-03-01,0.0,0.0,0.0,7382.0,68137.0,97518.0,0.0,0.0,20888.0
2014-04-01,0.0,0.0,0.0,12230.0,115017.0,164194.0,0.0,0.0,16.0
2014-05-01,0.0,0.0,0.0,11573.0,110650.0,157797.0,0.0,0.0,3128.0
2014-06-01,0.0,0.0,0.0,7023.0,71290.0,142566.0,0.0,0.0,12088.0
2014-07-01,0.0,0.0,0.0,9693.0,96964.0,119316.0,0.0,0.0,1923.0
2014-08-01,0.0,0.0,0.0,11841.0,115308.0,163288.0,0.0,0.0,781.0
2014-09-01,0.0,0.0,0.0,12221.0,115017.0,162634.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,9632.0,90849.0,128555.0,0.0,0.0,11392.0
2014-11-01,0.0,0.0,0.0,12098.0,111814.0,158239.0,0.0,0.0,1597.0
2014-12-01,0.0,0.0,0.0,12665.0,119385.0,158231.0,0.0,0.0,23.0
2015-01-01,0.0,0.0,0.0,12998.0,118511.0,167254.0,0.0,0.0,1046.0
2015-02-01,0.0,0.0,0.0,11122.0,105117.0,151146.0,0.0,0.0,1407.0
2015-03-01,0.0,0.0,0.0,8516.0,77746.0,110333.0,0.0,0.0,22972.0
2015-04-01,0.0,0.0,0.0,5567.0,51248.0,72333.0,0.0,0.0,28090.0
2015-05-01,0.0,0.0,0.0,11838.0,109776.0,155348.0,0.0,0.0,4033.0
2015-06-01,0.0,0.0,0.0,12031.0,111523.0,155858.0,0.0,0.0,3415.0
2015-07-01,0.0,0.0,0.0,12360.0,117347.0,167561.0,0.0,0.0,1693.0
2015-08-01,0.0,0.0,0.0,12040.0,115308.0,163097.0,0.0,0.0,2288.0
2015-09-01,0.0,0.0,0.0,11615.0,111523.0,158428.0,0.0,0.0,227.0
2015-10-01,0.0,0.0,0.0,11410.0,108029.0,152580.0,0.0,0.0,4905.0
2015-11-01,0.0,0.0,0.0,11830.0,107322.0,138369.0,0.0,0.0,9358.0
2015-12-01,0.0,0.0,0.0,11704.0,107738.0,151354.0,0.0,0.0,8043.0
2016-01-01,0.0,0.0,0.0,12762.0,63213.0,161139.0,0.0,0.0,3406.0
2016-02-01,0.0,0.0,0.0,12067.0,60188.0,154598.0,0.0,0.0,1020.0
2016-03-01,0.0,0.0,0.0,6234.0,30731.0,80162.0,0.0,0.0,31850.0
2016-04-01,0.0,0.0,0.0,12701.0,62735.0,160163.0,0.0,0.0,1382.0
2016-05-01,0.0,0.0,0.0,11855.0,58914.0,151406.0,0.0,0.0,5942.0
2016-06-01,0.0,0.0,0.0,11243.0,56207.0,144819.0,0.0,0.0,6473.0
2016-07-01,0.0,0.0,0.0,10880.0,54774.0,140441.0,0.0,0.0,11149.0
2016-08-01,0.0,0.0,0.0,12647.0,63531.0,163478.0,0.0,0.0,2085.0
2016-09-01,0.0,0.0,0.0,11564.0,57799.0,148902.0,0.0,0.0,7832.0
2016-10-01,0.0,0.0,0.0,12865.0,65761.0,165380.0,0.0,0.0,2148.0
2016-11-01,0.0,0.0,0.0,12623.0,62735.0,161634.0,0.0,0.0,531.0
2016-12-01,0.0,0.0,0.0,11330.0,54774.0,144622.0,0.0,0.0,8017.0
2017-01-01,0.0,0.0,0.0,13396.0,66097.0,170123.0,0.0,0.0,8.0
2017-02-01,0.0,0.0,0.0,6838.0,33915.0,88073.0,0.0,0.0,21576.0
2017-03-01,0.0,0.0,0.0,5567.0,28024.0,72706.0,0.0,0.0,27003.0
2017-04-01,0.0,0.0,0.0,12316.0,61621.0,158774.0,0.0,0.0,1854.0
2017-05-01,0.0,0.0,0.0,12645.0,62735.0,160540.0,0.0,0.0,2475.0
2017-06-01,0.0,0.0,0.0,12354.0,61461.0,157403.0,0.0,0.0,2426.0
2017-07-01,0.0,0.0,0.0,11621.0,60984.0,155136.0,0.0,0.0,5744.0
2017-08-01,0.0,0.0,0.0,12483.0,62258.0,166380.0,0.0,0.0,2133.0
2017-09-01,0.0,0.0,0.0,10652.0,54456.0,140549.0,0.0,0.0,9763.0
2017-10-01,0.0,0.0,0.0,12899.0,64805.0,168605.0,0.0,0.0,1033.0
2017-11-01,0.0,0.0,0.0,11653.0,56525.0,145890.0,0.0,0.0,5668.0
2017-12-01,0.0,0.0,0.0,13215.0,63691.0,163210.0,0.0,0.0,1588.0
2018-01-01,0.0,0.0,0.0,10265.0,49679.0,128886.0,0.0,0.0,11186.0
2018-02-01,0.0,0.0,0.0,9401.0,46494.0,125536.0,0.0,0.0,302.0
2018-03-01,0.0,0.0,0.0,4885.0,24202.0,64973.0,0.0,0.0,26384.0
2018-04-01,0.0,0.0,0.0,5548.0,27546.0,74849.0,0.0,0.0,18721.0
2018-05-01,0.0,0.0,0.0,9629.0,48564.0,130688.0,0.0,0.0,687.0
2018-06-01,0.0,0.0,0.0,9304.0,47086.0,126352.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,8524.0,46494.0,129363.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,7840.0,42514.0,117102.0,0.0,0.0,6572.0
2018-09-01,0.0,0.0,0.0,9120.0,47768.0,130160.0,0.0,0.0,715.0
2018-10-01,0.0,0.0,0.0,10815.0,54615.0,146047.0,0.0,0.0,704.0
2018-11-01,0.0,0.0,0.0,11448.0,56844.0,146565.0,0.0,0.0,2033.0
2018-12-01,0.0,0.0,0.0,6183.0,30253.0,80239.0,0.0,0.0,27606.0
2019-01-01,0.0,0.0,0.0,5873.0,28661.0,75449.0,0.0,0.0,30632.0
2019-02-01,0.0,0.0,0.0,5066.0,24680.0,65100.0,0.0,0.0,28135.0
2019-03-01,0.0,0.0,0.0,6642.0,32641.0,84836.0,0.0,0.0,22519.0
2019-04-01,0.0,0.0,0.0,5944.0,29298.0,77666.0,0.0,0.0,25432.0
2019-05-01,0.0,0.0,0.0,6462.0,31777.0,81505.0,0.0,0.0,23337.0
2019-06-01,0.0,0.0,0.0,5417.0,26909.0,70339.0,0.0,0.0,21935.0
2019-07-01,0.0,0.0,0.0,9629.0,49360.0,129037.0,0.0,0.0,7958.0
2019-08-01,0.0,0.0,0.0,11471.0,59551.0,157114.0,0.0,0.0,50.0
2019-09-01,0.0,0.0,0.0,9244.0,45516.0,124039.0,0.0,0.0,8818.0
2019-10-01,0.0,0.0,0.0,5320.0,27228.0,71316.0,0.0,0.0,25403.0
2019-11-01,0.0,0.0,0.0,7642.0,37100.0,95521.0,0.0,0.0,20107.0
2019-12-01,0.0,0.0,0.0,5210.0,25522.0,67453.0,0.0,0.0,29650.0
2020-01-01,0.0,0.0,0.0,9770.0,48405.0,126274.0,0.0,0.0,13242.0
2020-02-01,0.0,0.0,0.0,3407.0,17037.0,44689.0,0.0,0.0,29792.0
2020-03-01,0.0,0.0,0.0,3077.0,15445.0,67990.0,0.0,0.0,28503.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36835.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53058.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51800.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49160.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39987.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49485.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48970.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50288.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53763.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43469.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43503.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51158.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48517.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49691.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48016.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44973.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44815.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44850.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44532.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37316.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40278.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40624.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35817.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39753.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38813.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42480.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43428.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44837.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43682.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38699.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44242.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40812.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44486.0
2023-01-01,,,,0.0,0.0,0.0,0.0,0.0,41324.0
2023-02-01,,,,0.0,0.0,0.0,0.0,0.0,39569.0
2023-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
