measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2004-07-01,1.667,15.0,15.0,362.529,3633.27,3633.27
2004-08-01,1.667,15.0,15.0,341.00100000000003,3417.51,3417.51
2004-09-01,1.667,15.0,15.0,726.1840000000001,7277.82,7277.82
2004-10-01,1.667,15.0,15.0,705.56,7071.12,7071.12
2004-11-01,1.667,15.0,15.0,495.516,4966.06,4966.06
2004-12-01,1.667,15.0,15.0,992.888,9950.72,9950.72
2005-01-01,1.9540000000000002,17.05,17.05,939.185,9390.91,9390.91
2005-02-01,0.992,8.65,8.65,812.017,8119.35,8119.35
2005-03-01,1.2,10.48,10.48,889.53,8894.41,8894.41
2005-04-01,1.25,10.92,10.92,849.683,8495.98,8495.98
2005-05-01,1.473,12.86,12.86,768.614,7685.37,7685.37
2005-06-01,1.334,11.65,11.65,865.7710000000001,8656.85,8656.85
2005-07-01,2.136,18.65,18.65,929.298,9292.05,9292.05
2005-08-01,2.3640000000000003,20.64,20.64,786.303,7862.24,7862.24
2005-09-01,2.3480000000000003,20.49,20.49,650.6220000000001,6505.57,6505.57
2005-10-01,1.401,12.23,12.23,555.295,5552.4,5552.4
2005-11-01,1.117,9.75,9.75,594.2760000000001,5942.17,5942.17
2005-12-01,2.432,21.23,21.23,727.405,7273.33,7273.33
2006-01-01,2.914,25.0,25.0,361.666,3587.0,3587.0
2006-02-01,2.8840000000000003,25.0,25.0,326.11600000000004,3235.0,3235.0
2006-03-01,2.528,22.0,22.0,287.313,2850.0,2850.0
2006-04-01,3.335,29.0,29.0,312.731,3102.0,3102.0
2006-05-01,3.0140000000000002,26.0,26.0,369.752,3668.0,3668.0
2006-06-01,3.605,31.0,31.0,363.305,3604.0,3604.0
2006-07-01,3.4970000000000003,31.0,31.0,380.975,3779.0,3779.0
2006-08-01,3.7630000000000003,33.0,33.0,378.22200000000004,3752.0,3752.0
2006-09-01,2.674,23.0,23.0,245.51100000000002,2435.0,2435.0
2006-10-01,3.4410000000000003,30.0,30.0,216.435,2147.0,2147.0
2006-11-01,3.004,26.0,26.0,253.51700000000002,2515.0,2515.0
2006-12-01,3.342,29.0,29.0,268.456,2663.0,2663.0
2007-01-01,2.982,29.0,29.0,525.48,5194.0,5194.0
2007-02-01,2.986,29.0,29.0,320.983,3173.0,3173.0
2007-03-01,1.617,12.0,12.0,494.92,4892.0,4892.0
2007-04-01,1.488,12.0,12.0,215.422,2129.0,2129.0
2007-05-01,1.588,12.0,12.0,252.00900000000001,2491.0,2491.0
2007-06-01,1.4260000000000002,12.0,12.0,226.613,2240.0,2240.0
2007-07-01,2.242,17.0,17.0,193.15200000000002,1909.0,1909.0
2007-08-01,5.573,47.0,47.0,182.912,1808.0,1808.0
2007-09-01,2.266,17.0,17.0,169.702,1677.0,1677.0
2007-10-01,2.025,17.0,17.0,146.799,1451.0,1451.0
2007-11-01,1.463,12.0,12.0,128.37800000000001,1269.0,1269.0
2007-12-01,1.344,12.0,12.0,139.63,1380.0,1380.0
2008-01-01,1.206,12.0,12.0,195.607,1928.0,1928.0
2008-02-01,0.727,12.0,12.0,232.543,2291.0,2291.0
2008-03-01,0.783,12.0,12.0,208.686,2056.0,2056.0
2008-04-01,1.0350000000000001,17.0,17.0,247.961,2443.0,2443.0
2008-05-01,0.9620000000000001,12.0,12.0,220.21200000000002,2170.0,2170.0
2008-06-01,2.353,35.0,35.0,195.678,1928.0,1928.0
2008-07-01,0.338,6.0,6.0,181.227,1786.0,1786.0
2008-08-01,0.7110000000000001,12.0,12.0,173.46,1709.0,1709.0
2008-09-01,0.761,12.0,12.0,196.62800000000001,1938.0,1938.0
2008-10-01,0.9560000000000001,12.0,12.0,195.999,1931.0,1931.0
2008-11-01,0.7110000000000001,12.0,12.0,190.928,1881.0,1881.0
2008-12-01,1.457,23.0,23.0,268.071,2642.0,2642.0
2009-01-01,0.789,12.0,12.0,426.206,4160.0,4160.0
2009-02-01,0.8580000000000001,12.0,12.0,228.407,2229.0,2229.0
2009-03-01,1.1820000000000002,17.0,17.0,513.8140000000001,5015.0,5015.0
2009-04-01,0.628,6.0,6.0,471.896,4606.0,4606.0
2009-05-01,0.403,6.0,6.0,416.87100000000004,4069.0,4069.0
2009-06-01,1.1840000000000002,17.0,17.0,476.04400000000004,4646.0,4646.0
2009-07-01,0.619,6.0,6.0,304.742,2974.0,2974.0
2009-08-01,0.21200000000000002,0.0,0.0,296.392,2893.0,2893.0
2009-09-01,0.51,6.0,6.0,266.737,2603.0,2603.0
2009-10-01,0.902,12.0,12.0,327.696,3198.0,3198.0
2009-11-01,1.342,17.0,17.0,1029.289,10046.0,10046.0
2009-12-01,1.371,17.0,17.0,1654.9060000000002,16152.0,16152.0
2010-01-01,13.666,186.0,186.0,1040.938,10155.0,10155.0
2010-02-01,7.196000000000001,93.0,93.0,1111.228,10841.0,10841.0
2010-03-01,4.198,58.0,58.0,559.572,5459.0,5459.0
2010-04-01,5.699,76.0,76.0,380.747,3715.0,3715.0
2010-05-01,6.92,93.0,93.0,371.495,3624.0,3624.0
2010-06-01,9.593,128.0,128.0,394.92900000000003,3853.0,3853.0
2010-07-01,7.636,99.0,99.0,243.81,2379.0,2379.0
2010-08-01,4.263,58.0,58.0,320.675,3129.0,3129.0
2010-09-01,2.814,35.0,35.0,217.25300000000001,2120.0,2120.0
2010-10-01,2.71,35.0,35.0,210.38600000000002,2053.0,2053.0
2010-11-01,6.636,87.0,87.0,206.775,2017.0,2017.0
2010-12-01,17.669,233.0,233.0,235.192,2295.0,2295.0
2011-01-01,9.476,105.0,105.0,187.213,1819.0,1819.0
2011-02-01,4.459,47.0,47.0,133.196,1294.0,1294.0
2011-03-01,4.049,47.0,47.0,246.288,2393.0,2393.0
2011-04-01,5.108,58.0,58.0,325.141,3159.0,3159.0
2011-05-01,5.329,58.0,58.0,171.158,1663.0,1663.0
2011-06-01,3.619,41.0,41.0,144.464,1404.0,1404.0
2011-07-01,3.876,41.0,41.0,188.057,1827.0,1827.0
2011-08-01,3.061,35.0,35.0,149.789,1455.0,1455.0
2011-09-01,2.077,23.0,23.0,141.557,1375.0,1375.0
2011-10-01,2.293,23.0,23.0,131.715,1280.0,1280.0
2011-11-01,7.449,81.0,81.0,121.718,1183.0,1183.0
2011-12-01,4.204,47.0,47.0,134.704,1309.0,1309.0
2012-01-01,3.4,76.0,76.0,141.644,1348.0,1348.0
2012-02-01,3.305,81.0,81.0,121.428,1156.0,1156.0
2012-03-01,1.93,47.0,47.0,144.619,1376.0,1376.0
2012-04-01,1.875,47.0,47.0,129.86,1236.0,1236.0
2012-05-01,2.584,64.0,64.0,149.08,1419.0,1419.0
2012-06-01,2.776,70.0,70.0,124.399,1184.0,1184.0
2012-07-01,2.396,58.0,58.0,118.987,1132.0,1132.0
2012-08-01,1.997,47.0,47.0,137.077,1304.0,1304.0
2012-09-01,1.333,35.0,35.0,123.092,1171.0,1171.0
2012-10-01,0.821,17.0,17.0,118.712,1130.0,1130.0
2012-11-01,2.172,52.0,52.0,97.062,924.0,924.0
2012-12-01,1.411,35.0,35.0,103.04,981.0,981.0
2013-01-01,0.0,0.0,0.0,405.396,3868.0,3868.0
2013-02-01,0.0,0.0,0.0,501.257,4782.0,4782.0
2013-03-01,0.0,0.0,0.0,476.977,4551.0,4551.0
2013-04-01,0.0,0.0,0.0,432.298,4125.0,4125.0
2013-05-01,0.0,0.0,0.0,645.68,6160.0,6160.0
2013-06-01,0.0,0.0,0.0,605.245,5775.0,5775.0
2013-07-01,0.0,0.0,0.0,1514.976,14454.0,14454.0
2013-08-01,0.0,0.0,0.0,1042.135,9943.0,9943.0
2013-09-01,0.0,0.0,0.0,492.588,4700.0,4700.0
2013-10-01,0.0,0.0,0.0,338.553,3230.0,3230.0
2013-11-01,0.0,0.0,0.0,578.498,5519.0,5519.0
2013-12-01,0.0,0.0,0.0,726.397,6931.0,6931.0
2014-01-01,32.127,210.0,210.0,1454.002,13828.0,13828.0
2014-02-01,3.746,23.0,23.0,554.797,5276.0,5276.0
2014-03-01,4.541,29.0,29.0,818.841,7787.0,7787.0
2014-04-01,2.2,12.0,12.0,810.484,7708.0,7708.0
2014-05-01,2.839,17.0,17.0,451.869,4297.0,4297.0
2014-06-01,1.673,12.0,12.0,347.975,3309.0,3309.0
2014-07-01,1.442,12.0,12.0,361.954,3442.0,3442.0
2014-08-01,1.771,12.0,12.0,444.8,4230.0,4230.0
2014-09-01,1.349,6.0,6.0,326.566,3106.0,3106.0
2014-10-01,1.313,6.0,6.0,287.529,2734.0,2734.0
2014-11-01,2.247,12.0,12.0,299.496,2848.0,2848.0
2014-12-01,1.752,12.0,12.0,387.687,3687.0,3687.0
2015-01-01,14.929,116.0,116.0,524.862,4891.0,4891.0
2015-02-01,33.627,256.0,256.0,344.559,3211.0,3211.0
2015-03-01,4.072,29.0,29.0,463.727,4321.0,4321.0
2015-04-01,5.777,47.0,47.0,568.275,5296.0,5296.0
2015-05-01,4.198,35.0,35.0,370.435,3452.0,3452.0
2015-06-01,3.867,29.0,29.0,298.701,2784.0,2784.0
2015-07-01,1.845,12.0,12.0,293.025,2731.0,2731.0
2015-08-01,3.604,29.0,29.0,292.744,2728.0,2728.0
2015-09-01,1.541,12.0,12.0,244.611,2280.0,2280.0
2015-10-01,4.678,35.0,35.0,660.577,6156.0,6156.0
2015-11-01,5.475,41.0,41.0,1321.962,12319.0,12319.0
2015-12-01,2.387,17.0,17.0,1177.522,10973.0,10973.0
2016-01-01,17.656,204.0,204.0,1551.502,14323.0,14323.0
2016-02-01,12.418,146.0,146.0,696.519,6430.0,6430.0
2016-03-01,3.406,41.0,41.0,584.366,5395.0,5395.0
2016-04-01,3.678,41.0,41.0,379.832,3507.0,3507.0
2016-05-01,6.853,81.0,81.0,443.69,4096.0,4096.0
2016-06-01,7.872,93.0,93.0,271.351,2505.0,2505.0
2016-07-01,5.251,64.0,64.0,276.704,2555.0,2555.0
2016-08-01,4.784,58.0,58.0,247.336,2283.0,2283.0
2016-09-01,4.381,52.0,52.0,233.258,2153.0,2153.0
2016-10-01,3.774,47.0,47.0,253.46,2340.0,2340.0
2016-11-01,5.687,70.0,70.0,182.549,1685.0,1685.0
2016-12-01,6.24,76.0,76.0,202.433,1869.0,1869.0
2017-01-01,4.582,52.0,52.0,289.47,2667.0,2667.0
2017-02-01,1.963,23.0,23.0,244.292,2251.0,2251.0
2017-03-01,7.975,81.0,81.0,260.822,2403.0,2403.0
2017-04-01,4.683,47.0,47.0,317.64,2926.0,2926.0
2017-05-01,3.497,35.0,35.0,325.647,3000.0,3000.0
2017-06-01,4.817,52.0,52.0,262.607,2419.0,2419.0
2017-07-01,5.93,64.0,64.0,226.188,2084.0,2084.0
2017-08-01,3.587,35.0,35.0,185.102,1705.0,1705.0
2017-09-01,4.598,47.0,47.0,131.079,1208.0,1208.0
2017-10-01,2.238,23.0,23.0,132.795,1223.0,1223.0
2017-11-01,3.712,41.0,41.0,202.61,1867.0,1867.0
2017-12-01,4.418,47.0,47.0,137.748,1269.0,1269.0
2018-01-01,33.464,365.0,365.0,386.265,3517.0,3517.0
2018-02-01,0.785,11.0,11.0,463.15,4217.0,4217.0
2018-03-01,2.001,23.0,23.0,403.453,3673.0,3673.0
2018-04-01,1.434,17.0,17.0,540.076,4917.0,4917.0
2018-05-01,3.107,34.0,34.0,535.154,4872.0,4872.0
2018-06-01,1.361,17.0,17.0,361.572,3292.0,3292.0
2018-07-01,1.381,17.0,17.0,371.482,3382.0,3382.0
2018-08-01,1.902,23.0,23.0,548.715,4996.0,4996.0
2018-09-01,1.829,23.0,23.0,529.84,4824.0,4824.0
2018-10-01,1.284,11.0,11.0,589.172,5364.0,5364.0
2018-11-01,2.679,29.0,29.0,642.212,5847.0,5847.0
2018-12-01,2.773,29.0,29.0,752.909,6854.0,6854.0
2019-01-01,6.177,53.0,53.0,844.934,7524.0,7524.0
2019-02-01,6.454,77.0,77.0,594.786,5297.0,5297.0
2019-03-01,17.539,207.0,207.0,659.23,5870.0,5870.0
2019-04-01,5.903,71.0,71.0,651.845,5805.0,5805.0
2019-05-01,5.033,59.0,59.0,589.203,5247.0,5247.0
2019-06-01,7.932,94.0,94.0,540.168,4810.0,4810.0
2019-07-01,9.953,118.0,118.0,381.683,3399.0,3399.0
2019-08-01,5.882,71.0,71.0,311.01,2770.0,2770.0
2019-09-01,5.482,65.0,65.0,246.635,2196.0,2196.0
2019-10-01,5.949,71.0,71.0,288.718,2571.0,2571.0
2019-11-01,8.624,100.0,100.0,296.991,2645.0,2645.0
2019-12-01,9.072,106.0,106.0,517.797,4611.0,4611.0
2020-01-01,0.5,17.0,17.0,0.654,6.0,6.0
2020-02-01,0.643,17.0,17.0,0.729,6.0,6.0
2020-03-01,0.474,11.0,11.0,0.833,7.0,7.0
2020-04-01,0.364,6.0,6.0,0.692,6.0,6.0
2020-05-01,0.59,11.0,11.0,0.636,6.0,6.0
2020-06-01,0.601,11.0,11.0,0.42,4.0,4.0
2020-07-01,0.403,11.0,11.0,0.333,3.0,3.0
2020-08-01,0.46,11.0,11.0,0.357,3.0,3.0
2020-09-01,0.441,11.0,11.0,0.298,3.0,3.0
2020-10-01,0.369,6.0,6.0,0.247,2.0,2.0
2020-11-01,0.306,6.0,6.0,0.345,3.0,3.0
2020-12-01,0.849,17.0,17.0,0.456,4.0,4.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.115,40.0,40.0,269.811,921.0,921.0
2022-02-01,0.065,17.0,17.0,317.848,1084.0,1084.0
2022-03-01,0.075,23.0,23.0,438.189,1495.0,1495.0
2022-04-01,0.035,11.0,11.0,375.344,1281.0,1281.0
2022-05-01,0.061,17.0,17.0,276.641,944.0,944.0
2022-06-01,0.105,29.0,29.0,189.759,647.0,647.0
2022-07-01,0.052,17.0,17.0,156.204,533.0,533.0
2022-08-01,0.047,11.0,11.0,180.592,616.0,616.0
2022-09-01,0.028,6.0,6.0,195.215,666.0,666.0
2022-10-01,0.027,6.0,6.0,150.009,512.0,512.0
2022-11-01,0.07,23.0,23.0,192.036,655.0,655.0
2022-12-01,0.32,97.0,97.0,340.352,1161.0,1161.0
2023-01-01,0.0,0.0,0.0,224.0,764.0,764.0
2023-02-01,0.0,0.0,0.0,758.0,2586.0,2586.0
2023-03-01,0.0,0.0,0.0,1071.0,3654.0,3654.0
2023-04-01,0.0,0.0,0.0,785.0,2678.0,2678.0
2023-05-01,0.0,0.0,0.0,853.0,2910.0,2910.0
2023-06-01,0.0,0.0,0.0,291.0,993.0,993.0
2023-07-01,0.0,0.0,0.0,332.0,1133.0,1133.0
2023-08-01,0.0,0.0,0.0,303.0,1034.0,1034.0
2023-09-01,0.0,0.0,0.0,200.0,682.0,682.0
2023-10-01,0.0,0.0,0.0,265.0,904.0,904.0
2023-11-01,0.0,0.0,0.0,227.0,775.0,775.0
2023-12-01,0.0,0.0,0.0,279.0,952.0,952.0
2024-01-01,0.0,0.0,0.0,1123.0,3832.0,3832.0
2024-02-01,0.0,0.0,0.0,840.0,2866.0,2866.0
2024-03-01,0.0,0.0,0.0,1102.0,3760.0,3760.0
2024-04-01,0.0,0.0,0.0,567.0,1935.0,1935.0
2024-05-01,0.0,0.0,0.0,649.0,2214.0,2214.0
2024-06-01,0.0,0.0,0.0,236.0,805.0,805.0
2024-07-01,0.0,0.0,0.0,265.0,904.0,904.0
2024-08-01,0.0,0.0,0.0,124.0,423.0,423.0
2024-09-01,0.0,0.0,0.0,40.0,136.0,136.0
2024-10-01,0.0,0.0,0.0,315.0,1075.0,1075.0
2024-11-01,0.0,0.0,0.0,281.0,959.0,959.0
2024-12-01,0.0,0.0,0.0,517.0,1764.0,1764.0
