measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-03-01,678816.0,6405729.0,6405729.0,29.0,312.0,312.0,,,,3196.0,30160.0,30160.0,1564.0,14760.0,14760.0
2004-04-01,621169.0,5792936.0,5792936.0,43.0,429.0,429.0,,,,1526.0,14228.0,14228.0,0.0,0.0,0.0
2004-05-01,335031.0,3264565.0,3264565.0,23.0,230.0,230.0,,,,309.0,3015.0,3015.0,11054.0,107711.0,107711.0
2004-06-01,442850.0,4257404.0,4257404.0,9.0,94.0,94.0,,,,3647.0,35061.0,35061.0,0.0,0.0,0.0
2004-07-01,708212.0,6714482.0,6714482.0,0.0,0.0,0.0,,,,1055.0,10004.0,10004.0,0.0,0.0,0.0
2004-08-01,665082.0,6377565.0,6377565.0,22.0,218.0,218.0,,,,1043.0,10001.0,10001.0,0.0,0.0,0.0
2004-09-01,570466.0,5374264.0,5374264.0,43.0,471.0,471.0,,,,1155.0,10881.0,10881.0,15031.0,141609.0,141609.0
2004-10-01,506756.0,4748114.0,4748114.0,7.0,94.0,94.0,,,,6464.0,60562.0,60562.0,0.0,0.0,0.0
2004-11-01,504722.0,4781326.0,4781326.0,5.0,53.0,53.0,,,,6286.0,59549.0,59549.0,0.0,0.0,0.0
2004-12-01,696413.0,6362375.0,6362375.0,23.0,246.0,246.0,,,,2801.0,25591.0,25591.0,957.0,8742.0,8742.0
2005-01-01,738552.0,6891061.2,6891061.2,9.0,106.02,106.02,,,,1144.0,10669.7,10669.7,76403.0,712878.0,712878.0
2005-02-01,675821.0,6283806.8,6283806.8,6.0,64.79,64.79,,,,353.0,3283.64,3283.64,0.0,0.0,0.0
2005-03-01,642968.0,5997084.0,5997084.0,6.0,64.79,64.79,,,,5057.0,47164.7,47164.7,56579.0,527724.0,527724.0
2005-04-01,694035.0,6454472.8,6454472.8,29.0,294.5,294.5,,,,3255.0,30273.18,30273.18,11125.0,103464.0,103464.0
2005-05-01,434504.0,4170699.0,4170699.0,254.0,2517.2,2517.2,,,,699.0,10156.73,10156.73,1784.0,18012.0,18012.0
2005-06-01,735491.0,6499990.4,6499990.4,28.0,214.6,214.6,,,,4800.0,42421.58,42421.58,53647.0,474114.0,474114.0
2005-07-01,731283.0,6794992.8,6794992.8,8.0,110.2,110.2,,,,2572.0,45688.74,45688.74,29681.0,340188.0,340188.0
2005-08-01,659843.0,6208829.6,6208829.6,46.0,452.4,452.4,,,,638.0,18540.0,18540.0,29870.0,316236.0,316236.0
2005-09-01,701009.0,6522857.8,6522857.8,16.0,162.4,162.4,,,,289.0,9964.22,9964.22,11062.0,114246.0,114246.0
2005-10-01,739474.0,6961640.4,6961640.4,30.0,342.2,342.2,,,,1493.0,14053.32,14053.32,163276.0,1537134.0,1537134.0
2005-11-01,564930.0,5320329.5,5320329.5,0.0,0.0,0.0,,,,2046.0,19269.24,19269.24,4369.0,41148.0,41148.0
2005-12-01,726971.0,6841167.2,6841167.2,61.0,638.0,638.0,,,,1388.0,13063.49,13063.49,60396.0,568356.0,568356.0
2006-01-01,754090.0,7065601.0,7065601.0,7.0,87.0,87.0,,,,492.0,4608.0,4608.0,0.0,0.0,0.0
2006-02-01,646441.0,5965141.0,5965141.0,8.0,87.0,87.0,,,,870.0,8024.0,8024.0,2842.0,26226.0,26226.0
2006-03-01,502764.0,4745837.0,4745837.0,38.0,516.0,516.0,,,,4970.0,46912.0,46912.0,6091.0,57492.0,57492.0
2006-04-01,332322.0,3250049.0,3250049.0,7.0,87.0,87.0,,,,212.0,2073.0,2073.0,0.0,0.0,0.0
2006-05-01,403341.0,3881030.0,3881030.0,10.0,110.0,110.0,,,,3008.0,28939.0,28939.0,511.0,4920.0,4920.0
2006-06-01,645289.0,5941564.0,5941564.0,38.0,365.0,365.0,,,,1060.0,9759.0,9759.0,0.0,0.0,0.0
2006-07-01,750795.0,6952019.0,6952019.0,7.0,81.0,81.0,,,,17517.0,218464.0,218464.0,0.0,0.0,0.0
2006-08-01,760330.0,7077262.0,7077262.0,8.0,93.0,93.0,,,,861.0,8018.0,8018.0,6557.0,61032.0,61032.0
2006-09-01,594239.0,5393249.0,5393249.0,5.0,58.0,58.0,,,,139.0,1663.0,1663.0,0.0,0.0,0.0
2006-10-01,519196.0,4815334.0,4815334.0,0.0,0.0,0.0,,,,6102.0,56597.0,56597.0,0.0,0.0,0.0
2006-11-01,720195.0,6604105.0,6604105.0,0.0,0.0,0.0,,,,3630.0,33283.0,33283.0,0.0,0.0,0.0
2006-12-01,762167.0,6985961.0,6985961.0,6.0,70.0,70.0,,,,610.0,9785.0,9785.0,0.0,0.0,0.0
2007-01-01,581889.533,5528754.0,5528754.0,26.0,284.0,284.0,,,,2212.7690000000002,21024.0,21024.0,30682.698,291528.0,291528.0
2007-02-01,691932.184,6469774.0,6469774.0,33.0,371.0,371.0,,,,1178.458,11019.0,11019.0,52180.357,487902.0,487902.0
2007-03-01,795935.869,7352160.0,7352160.0,9.0,104.0,104.0,,,,1106.9260000000002,10225.0,10225.0,21487.204,198480.0,198480.0
2007-04-01,729946.527,6877014.0,6877014.0,7.0,81.0,81.0,,,,1843.913,17372.0,17372.0,3299.56,31086.0,31086.0
2007-05-01,804633.585,7517780.0,7517780.0,8.0,81.0,81.0,,,,2342.415,21885.0,21885.0,0.0,0.0,0.0
2007-06-01,720023.759,6649231.0,6649231.0,13.0,133.0,133.0,,,,18553.24,171334.0,171334.0,0.0,0.0,0.0
2007-07-01,724772.639,6871365.0,6871365.0,36.0,348.0,348.0,,,,1284.361,12177.0,12177.0,0.0,0.0,0.0
2007-08-01,760734.7,7113345.0,7113345.0,11.0,157.0,157.0,,,,1115.3,10429.0,10429.0,0.0,0.0,0.0
2007-09-01,545062.391,5206836.0,5206836.0,13.0,99.0,99.0,,,,13484.61,128815.0,128815.0,0.0,0.0,0.0
2007-10-01,692687.209,6447518.0,6447518.0,8.0,116.0,116.0,,,,3169.791,29504.0,29504.0,0.0,0.0,0.0
2007-11-01,612028.372,5743961.0,5743961.0,8.0,122.0,122.0,,,,5997.628000000001,56288.0,56288.0,0.0,0.0,0.0
2007-12-01,719463.285,6803748.0,6803748.0,60.0,655.0,655.0,,,,3783.7940000000003,35782.0,35782.0,26933.922,254706.0,254706.0
2008-01-01,757379.264,7101700.0,7101700.0,63.0,644.0,644.0,,,,2905.7830000000004,27247.0,27247.0,12795.952000000001,119984.0,119984.0
2008-02-01,700927.872,6720945.0,6720945.0,18.0,220.0,220.0,,,,3022.335,28980.0,28980.0,14155.793000000001,135735.0,135735.0
2008-03-01,632086.072,5997694.0,5997694.0,18.0,180.0,180.0,,,,2027.928,19242.0,19242.0,0.0,0.0,0.0
2008-04-01,684376.347,6509646.0,6509646.0,61.0,666.0,666.0,,,,2871.6530000000002,27315.0,27315.0,0.0,0.0,0.0
2008-05-01,437508.084,4060246.0,4060246.0,198.0,2046.0,2046.0,,,,1065.916,9892.0,9892.0,0.0,0.0,0.0
2008-06-01,619735.976,5921847.0,5921847.0,125.0,1452.0,1452.0,,,,3571.7980000000002,34130.0,34130.0,12381.226,118308.0,118308.0
2008-07-01,663582.85,6446807.0,6446807.0,9.0,108.0,108.0,,,,2970.15,28855.0,28855.0,0.0,0.0,0.0
2008-08-01,564573.43,5549517.0,5549517.0,25.0,240.0,240.0,,,,3167.57,31136.0,31136.0,0.0,0.0,0.0
2008-09-01,641575.235,6317602.0,6317602.0,9.0,102.0,102.0,,,,3059.7650000000003,30130.0,30130.0,0.0,0.0,0.0
2008-10-01,731510.757,6948482.0,6948482.0,9.0,102.0,102.0,,,,1669.2430000000002,15856.0,15856.0,0.0,0.0,0.0
2008-11-01,783359.243,7290733.0,7290733.0,28.0,372.0,372.0,,,,1729.539,16097.0,16097.0,173.21800000000002,1612.0,1612.0
2008-12-01,655682.346,6373244.0,6373244.0,47.0,493.0,493.0,,,,3528.168,34294.0,34294.0,11039.487000000001,107304.0,107304.0
2009-01-01,785915.718,7518888.0,7518888.0,26.0,288.0,288.0,,,,2439.282,23337.0,23337.0,0.0,0.0,0.0
2009-02-01,612887.495,5792667.0,5792667.0,10.0,118.0,118.0,,,,2551.505,24115.0,24115.0,0.0,0.0,0.0
2009-03-01,631205.618,5981244.0,5981244.0,11.0,122.0,122.0,,,,3364.382,31881.0,31881.0,0.0,0.0,0.0
2009-04-01,571578.549,5452917.0,5452917.0,10.0,104.0,104.0,,,,4686.451,44709.0,44709.0,0.0,0.0,0.0
2009-05-01,517993.262,5194896.0,5194896.0,10.0,116.0,116.0,,,,5878.738,58957.0,58957.0,0.0,0.0,0.0
2009-06-01,578139.949,5730064.0,5730064.0,10.0,104.0,104.0,,,,8855.051000000001,87764.0,87764.0,0.0,0.0,0.0
2009-07-01,628444.892,6290064.0,6290064.0,23.0,235.0,235.0,,,,7021.108,70274.0,70274.0,0.0,0.0,0.0
2009-08-01,618358.473,6018758.0,6018758.0,65.0,713.0,713.0,,,,7152.527,69619.0,69619.0,0.0,0.0,0.0
2009-09-01,539240.346,5369425.0,5369425.0,10.0,106.0,106.0,,,,4784.654,47643.0,47643.0,0.0,0.0,0.0
2009-10-01,514281.269,5057669.0,5057669.0,79.0,870.0,870.0,,,,6292.731000000001,61885.0,61885.0,0.0,0.0,0.0
2009-11-01,588119.353,5667667.0,5667667.0,49.0,529.0,529.0,,,,3882.6470000000004,37417.0,37417.0,0.0,0.0,0.0
2009-12-01,597716.441,5737750.0,5737750.0,166.0,1723.0,1723.0,,,,12259.417,117684.0,117684.0,9056.142,86934.0,86934.0
2010-01-01,699782.638,6502060.0,6502060.0,109.0,1105.0,1105.0,,,,1565.362,14545.0,14545.0,0.0,0.0,0.0
2010-02-01,652962.298,6126000.0,6126000.0,80.0,817.0,817.0,,,,2547.702,23902.0,23902.0,0.0,0.0,0.0
2010-03-01,618423.455,5974152.0,5974152.0,47.0,487.0,487.0,,,,3156.545,30493.0,30493.0,0.0,0.0,0.0
2010-04-01,664301.599,6367560.0,6367560.0,10.0,110.0,110.0,,,,2836.4010000000003,27188.0,27188.0,0.0,0.0,0.0
2010-05-01,486392.195,4772066.0,4772066.0,10.0,110.0,110.0,,,,6217.805,61004.0,61004.0,0.0,0.0,0.0
2010-06-01,423992.262,4305442.0,4305442.0,152.0,1595.0,1595.0,,,,14097.809000000001,143157.0,143157.0,453.92900000000003,4609.0,4609.0
2010-07-01,739693.184,7283044.0,7283044.0,111.0,1152.0,1152.0,,,,15889.816,156452.0,156452.0,0.0,0.0,0.0
2010-08-01,561813.109,5683249.0,5683249.0,190.0,2211.0,2211.0,,,,21198.891,214446.0,214446.0,0.0,0.0,0.0
2010-09-01,398311.91000000003,4026222.0,4026222.0,98.0,1032.0,1032.0,,,,5327.09,53847.0,53847.0,0.0,0.0,0.0
2010-10-01,561871.817,5559466.0,5559466.0,21.0,232.0,232.0,,,,4224.183,41796.0,41796.0,0.0,0.0,0.0
2010-11-01,318986.485,3158577.0,3158577.0,22.0,244.0,244.0,,,,3542.5150000000003,35078.0,35078.0,0.0,0.0,0.0
2010-12-01,448195.624,4310902.0,4310902.0,22.0,244.0,244.0,,,,4031.396,38775.0,38775.0,5176.9800000000005,49794.0,49794.0
2011-01-01,683053.88,6517145.0,6517145.0,143.0,1467.0,1467.0,,,,4101.999,39138.0,39138.0,7631.126,72810.0,72810.0
2011-02-01,603361.0,5862933.0,5862933.0,56.0,638.0,638.0,,,,8927.72,86752.0,86752.0,3255.285,31632.0,31632.0
2011-03-01,365962.3,3671391.0,3671391.0,20.0,209.0,209.0,,,,5952.696,59718.0,59718.0,0.0,0.0,0.0
2011-04-01,415304.8,4010081.0,4010081.0,20.0,209.0,209.0,,,,25660.196,247769.0,247769.0,0.0,0.0,0.0
2011-05-01,234325.89,2290050.0,2290050.0,5.0,52.0,52.0,,,,28795.11,281412.0,281412.0,0.0,0.0,0.0
2011-06-01,167304.0,1695474.0,1695474.0,4.0,41.0,41.0,,,,22622.999,229264.0,229264.0,0.0,0.0,0.0
2011-07-01,414400.61,4110848.0,4110848.0,103.0,1005.0,1005.0,,,,31985.39,317295.0,317295.0,0.0,0.0,0.0
2011-08-01,224746.88,2350869.0,2350869.0,20.0,210.0,210.0,,,,35749.12,373938.0,373938.0,0.0,0.0,0.0
2011-09-01,25277.281,271939.0,271939.0,0.0,0.0,0.0,,,,4663.719,50173.0,50173.0,0.0,0.0,0.0
2011-10-01,91344.873,1037561.0,1037561.0,3.0,42.0,42.0,,,,25734.127,292307.0,292307.0,0.0,0.0,0.0
2011-11-01,10160.419,151368.0,151368.0,0.0,0.0,0.0,,,,8846.581,131795.0,131795.0,0.0,0.0,0.0
2011-12-01,147508.79,1587236.0,1587236.0,28.0,366.0,366.0,,,,15825.208,170284.0,170284.0,0.0,0.0,0.0
2012-01-01,399103.18,3998688.0,3998688.0,0.0,0.0,0.0,,,,13769.818,137962.0,137962.0,0.0,0.0,0.0
2012-02-01,29107.927,341643.0,341643.0,19.0,210.0,210.0,,,,19054.073,223640.0,223640.0,0.0,0.0,0.0
2012-03-01,22912.316,253072.0,253072.0,42.0,492.0,492.0,,,,5958.402,65812.0,65812.0,1656.282,18294.0,18294.0
2012-04-01,32714.255,362847.0,362847.0,4.0,42.0,42.0,,,,18170.745,201539.0,201539.0,0.0,0.0,0.0
2012-05-01,6635.471,82192.0,82192.0,5.0,54.0,54.0,,,,6004.529,74376.0,74376.0,0.0,0.0,0.0
2012-06-01,77705.944,855072.0,855072.0,13.0,156.0,156.0,,,,28433.521,312881.0,312881.0,283.535,3120.0,3120.0
2012-07-01,333299.02,3466812.0,3466812.0,0.0,0.0,0.0,,,,52552.984,546630.0,546630.0,0.0,0.0,0.0
2012-08-01,342705.26,3535637.0,3535637.0,16.0,162.0,162.0,,,,50854.529,524658.0,524658.0,479.216,4944.0,4944.0
2012-09-01,22969.167,243328.0,243328.0,0.0,0.0,0.0,,,,3856.833,40858.0,40858.0,0.0,0.0,0.0
2012-10-01,28948.186,308616.0,308616.0,6.0,60.0,60.0,,,,6824.814,72759.0,72759.0,0.0,0.0,0.0
2012-11-01,202869.81,2044981.0,2044981.0,0.0,0.0,0.0,,,,7443.189,75029.0,75029.0,0.0,0.0,0.0
2012-12-01,318918.54,3107508.0,3107508.0,0.0,0.0,0.0,,,,5678.698,55333.0,55333.0,0.0,0.0,0.0
2013-01-01,539307.4,5261728.0,5261728.0,5.0,102.0,102.0,,,,12366.815,120656.0,120656.0,12752.79,124422.0,124422.0
2013-02-01,374285.73,3826770.0,3826770.0,36.0,408.0,408.0,,,,4262.269,43578.0,43578.0,0.0,0.0,0.0
2013-03-01,459931.74,4652232.0,4652232.0,0.0,0.0,0.0,,,,3829.26,38733.0,38733.0,0.0,0.0,0.0
2013-04-01,248297.98,2603976.0,2603976.0,15.0,168.0,168.0,,,,6169.018,64696.0,64696.0,0.0,0.0,0.0
2013-05-01,41136.999,512418.0,512418.0,0.0,0.0,0.0,,,,21846.001,272122.0,272122.0,0.0,0.0,0.0
2013-06-01,173716.76,1842912.0,1842912.0,0.0,0.0,0.0,,,,9327.239,98950.0,98950.0,0.0,0.0,0.0
2013-07-01,545264.21,5472060.0,5472060.0,0.0,0.0,0.0,,,,11702.795,117445.0,117445.0,0.0,0.0,0.0
2013-08-01,149439.09,1587080.0,1587080.0,0.0,0.0,0.0,,,,6629.964,70412.0,70412.0,16.949,180.0,180.0
2013-09-01,88064.772,966489.0,966489.0,0.0,0.0,0.0,,,,2054.228,22545.0,22545.0,0.0,0.0,0.0
2013-10-01,8085.912,92562.0,92562.0,0.0,0.0,0.0,,,,659.345,7548.0,7548.0,0.0,0.0,0.0
2013-11-01,301587.25,2891639.0,2891639.0,0.0,0.0,0.0,,,,7275.264,69756.0,69756.0,2002.489,19200.0,19200.0
2013-12-01,603165.86,6193281.0,6193281.0,0.0,0.0,0.0,,,,3973.461,40799.0,40799.0,9092.675,93363.0,93363.0
2014-01-01,466270.42,4632245.0,4632245.0,0.0,0.0,0.0,,,,2334.294,23190.0,23190.0,30550.289,303507.0,303507.0
2014-02-01,580161.93,5610564.0,5610564.0,0.0,0.0,0.0,,,,2304.075,22282.0,22282.0,0.0,0.0,0.0
2014-03-01,612926.82,6034134.0,6034134.0,0.0,0.0,0.0,,,,2287.706,22522.0,22522.0,4232.471,41668.0,41668.0
2014-04-01,250377.53,2585404.0,2585404.0,0.0,0.0,0.0,,,,2227.473,23001.0,23001.0,0.0,0.0,0.0
2014-05-01,6502.531,79002.0,79002.0,0.0,0.0,0.0,,,,2776.469,33733.0,33733.0,0.0,0.0,0.0
2014-06-01,33718.307,366852.0,366852.0,0.0,0.0,0.0,,,,6193.693,67387.0,67387.0,0.0,0.0,0.0
2014-07-01,106217.25,1144084.0,1144084.0,0.0,0.0,0.0,,,,26266.747,282923.0,282923.0,0.0,0.0,0.0
2014-08-01,32282.92,379519.0,379519.0,0.0,0.0,0.0,,,,13565.882,159481.0,159481.0,104.198,1225.0,1225.0
2014-09-01,45824.151,521041.0,521041.0,0.0,0.0,0.0,,,,21180.849,240836.0,240836.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5872.0,102293.0,102293.0,0.0,0.0,0.0
2014-11-01,275231.12,2801366.0,2801366.0,0.0,0.0,0.0,,,,5369.883,54656.0,54656.0,0.0,0.0,0.0
2014-12-01,163806.34,1799414.0,1799414.0,0.0,0.0,0.0,,,,18863.289,207213.0,207213.0,200.373,2201.0,2201.0
2015-01-01,576461.84,5650382.0,5650382.0,,,,0.0,0.0,0.0,4224.208,41405.0,41405.0,3661.957,35894.0,35894.0
2015-02-01,544729.8,5510268.0,5510268.0,,,,0.0,0.0,0.0,5121.185,51804.0,51804.0,89251.011,902827.0,902827.0
2015-03-01,362099.52,3646410.0,3646410.0,,,,0.0,0.0,0.0,10330.697,104032.0,104032.0,9353.78,94194.0,94194.0
2015-04-01,28600.473,300253.0,300253.0,,,,0.0,0.0,0.0,5003.527,52528.0,52528.0,0.0,0.0,0.0
2015-05-01,3973.372,52814.0,52814.0,,,,0.0,0.0,0.0,16090.628,213875.0,213875.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,6488.0,86445.0,86445.0,0.0,0.0,0.0
2015-07-01,135252.47,1517916.0,1517916.0,,,,0.0,0.0,0.0,22085.53,247862.0,247862.0,0.0,0.0,0.0
2015-08-01,29594.97,403703.0,403703.0,,,,0.0,0.0,0.0,37465.731,511067.0,511067.0,104.299,1423.0,1423.0
2015-09-01,52138.125,583236.0,583236.0,,,,0.0,0.0,0.0,21209.875,237262.0,237262.0,0.0,0.0,0.0
2015-10-01,135354.85,1427983.0,1427983.0,,,,0.0,0.0,0.0,12366.148,130462.0,130462.0,0.0,0.0,0.0
2015-11-01,205415.43,2158456.0,2158456.0,,,,0.0,0.0,0.0,3997.566,42005.0,42005.0,0.0,0.0,0.0
2015-12-01,161995.29,1710713.0,1710713.0,,,,0.0,0.0,0.0,3145.712,33220.0,33220.0,0.0,0.0,0.0
2016-01-01,385885.64,4004153.0,4004153.0,,,,0.0,0.0,0.0,3410.361,35388.0,35388.0,0.0,0.0,0.0
2016-02-01,282538.48,2943149.0,2943149.0,,,,0.0,0.0,0.0,4098.521,42694.0,42694.0,0.0,0.0,0.0
2016-03-01,123933.57,1338577.0,1338577.0,,,,0.0,0.0,0.0,1922.435,20764.0,20764.0,0.0,0.0,0.0
2016-04-01,121376.25,1276683.0,1276683.0,,,,0.0,0.0,0.0,1393.748,14660.0,14660.0,0.0,0.0,0.0
2016-05-01,25465.219,277263.0,277263.0,,,,0.0,0.0,0.0,830.781,9045.0,9045.0,0.0,0.0,0.0
2016-06-01,117850.68,1259179.0,1259179.0,,,,0.0,0.0,0.0,125.321,1339.0,1339.0,0.0,0.0,0.0
2016-07-01,145865.93,1613273.0,1613273.0,,,,0.0,0.0,0.0,19613.071,216920.0,216920.0,0.0,0.0,0.0
2016-08-01,147362.78,1640252.0,1640252.0,,,,0.0,0.0,0.0,14525.223,161676.0,161676.0,0.0,0.0,0.0
2016-09-01,99492.192,1103449.0,1103449.0,,,,0.0,0.0,0.0,3435.808,38106.0,38106.0,0.0,0.0,0.0
2016-10-01,61214.042,682987.0,682987.0,,,,0.0,0.0,0.0,915.958,10220.0,10220.0,0.0,0.0,0.0
2016-11-01,51000.839,582706.0,582706.0,,,,0.0,0.0,0.0,337.161,3852.0,3852.0,0.0,0.0,0.0
2016-12-01,312946.04,3293909.0,3293909.0,,,,0.0,0.0,0.0,3043.766,32037.0,32037.0,5489.192,57776.0,57776.0
2017-01-01,233497.82,2575536.0,2575536.0,,,,0.0,0.0,0.0,5140.178,56697.0,56697.0,0.0,0.0,0.0
2017-02-01,350222.0,3785881.0,3785881.0,,,,0.0,0.0,0.0,3966.997,42883.0,42883.0,0.0,0.0,0.0
2017-03-01,448870.06,4707693.0,4707693.0,,,,0.0,0.0,0.0,5726.939,60063.0,60063.0,0.0,0.0,0.0
2017-04-01,51779.423,576949.0,576949.0,,,,0.0,0.0,0.0,2445.577,27250.0,27250.0,0.0,0.0,0.0
2017-05-01,51948.675,658378.0,658378.0,,,,0.0,0.0,0.0,1271.325,16112.0,16112.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
