measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2024-03-01,,,,209.353,2560.0,2560.0
2024-04-01,,,,168.706,2064.0,2064.0
2024-05-01,,,,227.291,2780.0,2780.0
2024-06-01,,,,242.113,2962.0,2962.0
2024-07-01,,,,334.937,4097.0,4097.0
2024-08-01,,,,304.386,3723.0,3723.0
2024-09-01,,,,231.717,2834.0,2834.0
2024-10-01,,,,165.963,2030.0,2030.0
2024-11-01,,,,215.409,2634.0,2634.0
2024-12-01,,,,167.869,2053.0,2053.0
