measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Kerosene - Combined Cycle Steam Part - Waste Oil - Generation,Kerosene - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2007-10-01,,,,,,,0.175,0.0,0.0,0.0,0.0,422.0,15707.441,90077.0,147253.0,0.0,0.0,69165.0
2007-11-01,,,,,,,0.145,0.0,0.0,0.0,0.0,355.0,14229.79,81604.0,133400.0,0.0,0.0,62658.0
2007-12-01,,,,,,,0.131,0.0,0.0,0.0,0.0,321.0,17166.622,98446.0,160932.0,0.0,0.0,75590.0
2008-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14695.095000000001,82799.0,195489.0,0.0,0.0,48246.0
2008-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14333.654,80762.0,190679.0,0.0,0.0,47058.0
2008-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14848.365,83662.0,197527.0,0.0,0.0,48749.0
2008-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16715.941,94185.0,222371.0,0.0,0.0,54880.0
2008-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13410.244,75559.0,178396.0,0.0,0.0,44027.0
2008-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22772.192,128308.0,302937.0,0.0,0.0,74763.0
2008-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24640.892,138837.0,327796.0,0.0,0.0,80897.0
2008-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19003.417999999998,107074.0,252801.0,0.0,0.0,62390.0
2008-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19612.236,110504.0,260901.0,0.0,0.0,64388.0
2008-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12347.199,69569.0,164254.0,0.0,0.0,40537.0
2008-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14000.076000000001,78883.0,186242.0,0.0,0.0,45963.0
2008-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10177.688,57346.0,135393.0,0.0,0.0,33414.0
2009-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,2319.0,3777.152,21583.0,36297.0,0.0,0.0,50689.0
2009-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,895.0,3291.112,18805.0,31626.0,0.0,0.0,44167.0
2009-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,687.0,2842.545,16242.0,27315.0,0.0,0.0,38147.0
2009-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,231.0,3454.4990000000003,19739.0,33196.0,0.0,0.0,46360.0
2009-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,563.0,4205.519,24030.0,40413.0,0.0,0.0,56439.0
2009-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,51.0,4376.581,25008.0,42057.0,0.0,0.0,58734.0
2009-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,45.0,5355.036,30599.0,51459.0,0.0,0.0,71866.0
2009-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,276.0,6310.842000000001,36060.0,60643.0,0.0,0.0,84693.0
2009-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,62.0,5184.0470000000005,29622.0,49816.0,0.0,0.0,69571.0
2009-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,28.0,4734.829000000001,27055.0,45499.0,0.0,0.0,63543.0
2009-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,39.0,4021.063,22976.0,38640.0,0.0,0.0,53964.0
2009-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,68.0,3930.775,22460.0,37773.0,0.0,0.0,52752.0
2010-01-01,,,,,,,0.0,0.0,0.0,,,,12036.933,68710.0,126077.0,0.0,0.0,0.0
2010-02-01,,,,,,,0.0,0.0,0.0,,,,10485.059,59851.0,109823.0,0.0,0.0,0.0
2010-03-01,,,,,,,0.0,0.0,0.0,,,,9285.207,53002.0,97256.0,0.0,0.0,0.0
2010-04-01,,,,,,,0.0,0.0,0.0,,,,11031.458,62970.0,115546.0,0.0,0.0,0.0
2010-05-01,,,,,,,0.0,0.0,0.0,,,,12961.017,73985.0,135756.0,0.0,0.0,0.0
2010-06-01,,,,,,,0.0,0.0,0.0,,,,16660.043,95100.0,174502.0,0.0,0.0,0.0
2010-07-01,,,,,,,0.0,0.0,0.0,,,,21227.784,121174.0,222345.0,0.0,0.0,0.0
2010-08-01,,,,,,,0.0,0.0,0.0,,,,18271.333,104297.0,191379.0,0.0,0.0,0.0
2010-09-01,,,,,,,0.0,0.0,0.0,,,,14997.931,85612.0,157092.0,0.0,0.0,0.0
2010-10-01,,,,,,,0.0,0.0,0.0,,,,12487.477,71282.0,130797.0,0.0,0.0,0.0
2010-11-01,,,,,,,0.0,0.0,0.0,,,,12001.979,68510.0,125711.0,0.0,0.0,0.0
2010-12-01,,,,,,,0.0,0.0,0.0,,,,13501.779,77072.0,141421.0,0.0,0.0,0.0
2011-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1461.077,12135.0,25438.0,641.17,0.0,0.0
2011-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534.918,4443.0,9314.0,234.74,0.0,0.0
2011-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3972.096,32992.0,69157.0,1743.09,0.0,0.0
2011-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20404.24,169474.0,355252.0,8954.07,0.0,0.0
2011-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10541.417,87555.0,183534.0,4625.93,0.0,0.0
2011-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35720.13,296684.0,621913.0,15675.2,0.0,0.0
2011-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30267.063,251393.0,526971.0,13282.21,0.0,0.0
2011-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10833.19,89978.0,188613.0,4753.97,0.0,0.0
2011-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34464.62,286257.0,600053.0,15124.24,0.0,0.0
2011-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31476.154,261436.0,548022.0,13812.8,0.0,0.0
2011-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14467.095,120161.0,251883.0,6348.65,0.0,0.0
2012-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17146.691,140836.0,239760.0,7417.59,0.0,0.0
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1890.239,15525.0,26431.0,817.71,0.0,0.0
2012-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38114.222,313054.0,532941.0,16488.06,0.0,0.0
2012-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55720.579,457666.0,779126.0,24104.5,0.0,0.0
2012-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,50036.407,410978.0,699645.0,21645.55,0.0,0.0
2012-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43096.561,353977.0,602607.0,18643.4,0.0,0.0
2012-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53103.842,436172.0,742537.0,22972.51,0.0,0.0
2012-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37159.012,305209.0,519584.0,16074.84,0.0,0.0
2012-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45921.829,377182.0,642113.0,19865.6,0.0,0.0
2012-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37645.586,309205.0,526388.0,16285.33,0.0,0.0
2012-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4419.528,36300.0,61797.0,1911.87,0.0,0.0
2012-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13220.464,108588.0,184858.0,5719.12,0.0,0.0
2013-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18083.71,147626.0,218287.0,7664.94,0.0,0.0
2013-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16999.25,136793.0,220842.0,6859.84,0.0,0.0
2013-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43996.29,366065.0,655850.0,19852.02,0.0,0.0
2013-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29100.97,241930.0,378207.0,13095.97,0.0,0.0
2013-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29700.43,246084.0,390629.0,13221.1,0.0,0.0
2013-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26272.45,220613.0,347118.0,12206.48,0.0,0.0
2013-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44866.38,378689.0,588757.0,21183.83,0.0,0.0
2013-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30814.96,261495.0,411033.0,14794.44,0.0,0.0
2013-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25073.53,205430.0,321838.0,10757.3,0.0,0.0
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18334.94,153432.0,237360.0,8426.39,0.0,0.0
2013-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21164.43,173653.0,247923.0,9123.82,0.0,0.0
2013-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34326.36,274686.0,434912.0,13583.88,0.0,0.0
2014-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40528.54,327535.0,524802.0,16599.61,0.0,0.0
2014-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34940.37,281560.0,453760.0,14168.79,0.0,0.0
2014-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53165.7,437334.0,708702.0,23113.16,0.0,0.0
2014-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22369.17,181150.0,295353.0,9226.64,0.0,0.0
2014-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30426.96,259815.0,414053.0,14889.5,0.0,0.0
2014-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34182.8,286065.0,458387.0,15712.06,0.0,0.0
2014-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52038.56,436527.0,690774.0,24099.65,0.0,0.0
2014-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54959.23,464573.0,743293.0,26070.69,0.0,0.0
2014-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52874.7,448945.0,711403.0,25429.52,0.0,0.0
2014-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55670.24,468488.0,736241.0,26042.56,0.0,0.0
2014-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14310.41,113763.0,173419.0,5531.91,0.0,0.0
2014-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23849.39,196699.0,326281.0,10458.54,0.0,0.0
2015-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21486.47,179759.0,277942.0,9866.84,0.0,0.0
2015-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3676.3,27985.0,39331.0,1204.74,0.0,0.0
2015-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19858.81,167097.0,253187.0,9285.81,0.0,0.0
2015-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54825.37,460964.0,734772.0,25575.02,0.0,0.0
2015-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23551.6,194714.0,296998.0,10410.04,0.0,0.0
2015-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,42052.41,355003.0,608666.0,19866.57,0.0,0.0
2015-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44393.02,376404.0,577187.0,21258.52,0.0,0.0
2015-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40927.21,343274.0,556261.0,18946.04,0.0,0.0
2015-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19992.67,163849.0,267263.0,8585.47,0.0,0.0
2015-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5172.04,57998.0,57998.0,2022.45,0.0,0.0
2016-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31979.93,399061.0,399061.0,14304.59,0.0,0.0
2016-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38659.35,491526.0,491526.0,18712.27,0.0,0.0
2016-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53474.16,702218.0,702218.0,25462.5,0.0,0.0
2016-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45781.09,608244.0,608244.0,22290.6,0.0,0.0
2016-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56905.05,754875.0,754875.0,28544.19,0.0,0.0
2016-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16459.93,222776.0,222776.0,8159.64,0.0,0.0
2016-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397.7,4999.0,4999.0,97.97,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4936.33,70313.0,70313.0,3228.16,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,226.98,3230.0,3266.0,48.5,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358.9,4645.0,4645.0,112.52,0.0,0.0
2017-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.82,68.0,166.0,0.0,0.0,0.0
2017-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,403.52,5444.0,5444.0,128.04,0.0,0.0
2017-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1905.08,27249.0,27249.0,823.53,0.0,0.0
2017-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4922.75,70113.0,70113.0,2275.62,0.0,0.0
2017-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5270.01,71187.0,71187.0,2297.93,0.0,0.0
2017-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6425.28,88257.0,88257.0,2884.78,0.0,0.0
2017-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6899.61,94788.0,94788.0,3054.53,0.0,0.0
2017-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,937.02,12979.0,12979.0,388.0,0.0,0.0
2017-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434.56,6038.0,6038.0,156.17,0.0,0.0
2018-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1930.3,25832.0,25832.0,818.68,0.0,0.0
2018-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
