measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other-Combined Cycle Combustion Turbine Part Generation,Other-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other-Combined Cycle Steam Part Generation,Other-Combined Cycle Steam Part Quantity Consumed For Electricity,Other-Combined Cycle Steam Part Total Fuel Consumed
2004-07-01,97019.0,1104381.0,1104381.0,53664.0,0.0,0.0,,,,,,
2004-08-01,91444.0,1039640.0,1039640.0,50953.0,0.0,0.0,,,,,,
2004-09-01,98319.0,1068077.0,1068077.0,53598.0,0.0,0.0,,,,,,
2004-10-01,30016.0,354342.0,354342.0,16701.0,0.0,0.0,,,,,,
2004-11-01,90027.0,997638.0,997638.0,46952.0,0.0,0.0,,,,,,
2004-12-01,95999.0,1073658.0,1073658.0,49598.0,0.0,0.0,,,,,,
2005-01-01,108699.0,1161165.66,1161165.66,55257.0,0.0,0.0,,,,,,
2005-02-01,96385.0,1072545.63,1072545.63,49575.0,0.0,0.0,,,,,,
2005-03-01,63456.0,676547.07,676547.07,33272.0,0.0,0.0,,,,,,
2005-04-01,54099.0,617056.26,617056.26,29309.0,0.0,0.0,,,,,,
2005-05-01,13530.0,162696.19,162696.19,7751.0,0.0,0.0,,,,,,
2005-06-01,57516.0,663911.04,663911.04,31574.0,0.0,0.0,,,,,,
2005-07-01,64084.0,725272.06,725272.06,34274.0,0.0,0.0,,,,,,
2005-08-01,72404.0,809209.09,809209.09,39204.0,0.0,0.0,,,,,,
2005-09-01,60950.0,686500.1,686500.1,32756.0,0.0,0.0,,,,,,
2005-10-01,28262.0,327822.34,327822.34,15540.0,0.0,0.0,,,,,,
2005-11-01,28103.0,314483.71,314483.71,14822.0,0.0,0.0,,,,,,
2005-12-01,0.0,9.04,9.04,0.0,0.0,0.0,,,,,,
2006-01-01,2424.0,28341.0,28341.0,1272.0,0.0,0.0,,,,,,
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-06-01,602.0,9637.0,9637.0,431.0,0.0,0.0,,,,,,
2006-07-01,82228.0,934497.0,934497.0,44486.0,0.0,0.0,,,,,,
2006-08-01,49575.0,590555.0,590555.0,28123.0,0.0,0.0,,,,,,
2006-09-01,59706.0,695558.0,695558.0,33744.0,0.0,0.0,,,,,,
2006-10-01,62731.0,695259.0,695259.0,33224.0,0.0,0.0,,,,,,
2006-11-01,31458.0,352443.0,352443.0,16748.0,0.0,0.0,,,,,,
2006-12-01,8206.0,99362.0,99362.0,4547.0,0.0,0.0,,,,,,
2007-01-01,24638.0,281191.0,281191.0,12688.0,0.0,0.0,,,,,,
2007-02-01,23726.0,264708.0,264708.0,12077.0,0.0,0.0,,,,,,
2007-03-01,43946.0,510023.0,510023.0,23821.0,0.0,0.0,,,,,,
2007-04-01,18404.0,221873.0,221873.0,10664.0,0.0,0.0,,,,,,
2007-05-01,28695.0,342160.0,342160.0,16321.0,0.0,0.0,,,,,,
2007-06-01,13228.0,154831.0,154831.0,7112.0,0.0,0.0,,,,,,
2007-07-01,70427.0,861905.0,861905.0,43569.0,0.0,0.0,,,,,,
2007-08-01,50026.0,604547.0,604547.0,30590.0,0.0,0.0,,,,,,
2007-09-01,48104.0,605049.0,605049.0,30822.0,0.0,0.0,,,,,,
2007-10-01,42438.0,527938.0,527938.0,26271.0,0.0,0.0,,,,,,
2007-11-01,10418.0,132771.0,132771.0,6388.0,0.0,0.0,,,,,,
2007-12-01,41414.0,486654.0,486654.0,23140.0,0.0,0.0,,,,,,
2008-01-01,1418.0,18560.0,18560.0,783.0,0.0,0.0,,,,,,
2008-02-01,12134.0,148207.0,148207.0,6949.0,0.0,0.0,,,,,,
2008-03-01,14031.0,170419.0,170419.0,7971.0,0.0,0.0,,,,,,
2008-04-01,48709.0,598247.0,598247.0,29208.0,0.0,0.0,,,,,,
2008-05-01,53932.0,641473.0,641473.0,31716.0,0.0,0.0,,,,,,
2008-06-01,70497.0,837202.0,837202.0,40923.0,0.0,0.0,,,,,,
2008-07-01,85379.0,1017653.0,1017653.0,50107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,76733.0,903938.0,903938.0,44341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,56145.0,671832.0,671832.0,33060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,15.0,1648.0,1648.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,75726.0,930396.0,930396.0,45320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,78263.0,961113.0,961113.0,46030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,33823.0,406882.0,406882.0,18816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,16789.0,198705.0,198705.0,9036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,16687.0,223447.0,223447.0,10971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,39702.0,493467.0,493467.0,24252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,5929.0,76177.0,76177.0,3689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,44117.0,544226.0,544226.0,26245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,40026.0,504853.0,504853.0,24235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,62307.0,763247.0,763247.0,35610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,7333.0,88969.0,88969.0,4037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,40422.0,505051.0,505051.0,24235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,1480.0,17813.0,17813.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,10184.0,123572.0,123572.0,5891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,35670.0,433799.0,433799.0,20368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,80769.0,959948.0,959948.0,44854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,80436.0,964263.0,964263.0,45896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,57526.0,686120.0,686120.0,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,19762.0,246329.0,246329.0,12190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,15150.0,209451.0,209451.0,10020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,23819.0,308011.0,308011.0,14172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,14280.0,174127.0,174127.0,7850.0,0.0,0.0,,,,,,
2011-02-01,1952.0,25150.0,25150.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,8692.0,110940.0,110940.0,4989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,32863.0,413219.0,413219.0,19966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,24861.0,311870.0,311870.0,15302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,16074.0,203541.0,203541.0,10016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,76778.0,911633.0,911633.0,43662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,23940.0,292582.0,292582.0,13917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,7532.0,96129.0,96129.0,4570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,49684.0,620754.0,620754.0,30593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,1901.0,25740.0,25740.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,2134.0,27737.0,27737.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,18566.0,238799.0,238799.0,11420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,9425.0,125961.0,125961.0,5967.0,0.0,0.0,,,,,,
2012-05-01,17284.0,226266.0,226266.0,10985.0,0.0,0.0,,,,,,
2012-06-01,27055.0,334821.0,334821.0,16042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,47638.0,578324.0,578324.0,27975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,85840.0,1006004.0,1006004.0,49004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,11036.0,145906.0,145906.0,7004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,2232.0,28473.0,28473.0,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,4075.0,57155.0,57155.0,2635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,2907.0,41929.0,41929.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,12223.0,162654.0,162654.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,1844.0,25262.0,25262.0,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,1047.0,16587.0,16587.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,2963.0,43577.0,43577.0,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,7779.0,103971.0,103971.0,4861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,8662.0,119610.0,119610.0,5736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,28362.0,359751.0,359751.0,17133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,1593.0,21007.0,21007.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,5678.0,76636.0,76636.0,3878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,5765.0,79705.0,79705.0,3777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,3537.0,50189.0,50189.0,2410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,24734.0,329000.0,329000.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,31965.0,393749.0,393749.0,17944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,32534.0,391679.0,391679.0,17974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,16766.0,203205.0,203205.0,9236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,54169.0,670644.0,670644.0,32759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,4225.0,52969.0,52969.0,2524.0,0.0,0.0,,,,,,
2014-06-01,16888.0,197073.0,197073.0,9439.0,0.0,0.0,,,,,,
2014-07-01,30088.0,365051.0,365051.0,17709.0,0.0,0.0,,,,,,
2014-08-01,13600.0,162261.0,162261.0,7804.0,0.0,0.0,,,,,,
2014-09-01,11098.0,135729.0,135729.0,6645.0,0.0,0.0,,,,,,
2014-10-01,5734.0,76856.0,76856.0,3844.0,0.0,0.0,,,,,,
2014-11-01,27683.0,336207.0,336207.0,16015.0,0.0,0.0,,,,,,
2014-12-01,9122.0,110918.0,110918.0,5261.0,0.0,0.0,,,,,,
2015-01-01,13740.0,158730.0,158730.0,7273.0,0.0,0.0,,,,,,
2015-02-01,1288.0,18894.0,18894.0,898.0,0.0,0.0,,,,,,
2015-03-01,22110.0,257967.0,257967.0,11885.0,0.0,0.0,,,,,,
2015-04-01,19870.0,226190.0,226190.0,10850.0,0.0,0.0,,,,,,
2015-05-01,11159.0,135319.0,135319.0,6503.0,0.0,0.0,,,,,,
2015-06-01,9378.0,116963.0,116963.0,5667.0,0.0,0.0,,,,,,
2015-07-01,18576.0,220067.0,220067.0,10723.0,0.0,0.0,,,,,,
2015-08-01,29676.0,344051.0,344051.0,15965.0,0.0,0.0,,,,,,
2015-09-01,18914.0,229517.0,229517.0,10620.0,0.0,0.0,,,,,,
2015-10-01,23756.0,292057.0,292057.0,13573.0,0.0,0.0,,,,,,
2015-11-01,11184.0,144292.0,144292.0,6922.0,0.0,0.0,,,,,,
2015-12-01,1642.0,21246.0,21246.0,994.0,0.0,0.0,,,,,,
2016-01-01,4759.0,55777.0,55777.0,2514.0,0.0,0.0,,,,,,
2016-02-01,2325.0,28884.0,28884.0,1455.0,0.0,0.0,,,,,,
2016-03-01,2098.0,29267.0,29267.0,1447.0,0.0,0.0,,,,,,
2016-04-01,21750.0,255334.0,255334.0,12039.0,0.0,0.0,,,,,,
2016-05-01,17674.0,210336.0,210336.0,9856.0,0.0,0.0,,,,,,
2016-06-01,12261.0,145730.0,145730.0,6822.0,0.0,0.0,,,,,,
2016-07-01,56714.0,659021.0,659021.0,31105.0,0.0,0.0,,,,,,
2016-08-01,64371.0,752179.0,752179.0,36288.0,0.0,0.0,,,,,,
2016-09-01,29342.0,346447.0,346447.0,16823.0,0.0,0.0,,,,,,
2016-10-01,34794.0,428813.0,428813.0,21535.0,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-01,17840.0,206972.0,206972.0,9421.0,0.0,0.0,,,,,,
2017-01-01,7127.0,83466.0,83466.0,3814.0,0.0,0.0,,,,,,
2017-02-01,1682.0,21524.0,21524.0,995.0,0.0,0.0,,,,,,
2017-03-01,5509.0,68037.0,68037.0,3170.0,0.0,0.0,,,,,,
2017-04-01,7351.0,85601.0,85601.0,4091.0,0.0,0.0,,,,,,
2017-05-01,6855.0,84448.0,84448.0,4139.0,0.0,0.0,,,,,,
2017-06-01,11210.0,131893.0,131893.0,5956.0,0.0,0.0,,,,,,
2017-07-01,25271.0,292477.0,292477.0,13488.0,0.0,0.0,,,,,,
2017-08-01,14538.0,172689.0,172689.0,8270.0,0.0,0.0,,,,,,
2017-09-01,9208.0,113672.0,113672.0,5425.0,0.0,0.0,,,,,,
2017-10-01,40548.0,482271.0,482271.0,23418.0,0.0,0.0,,,,,,
2017-11-01,4479.0,57240.0,57240.0,2651.0,0.0,0.0,,,,,,
2017-12-01,14450.0,186215.0,186215.0,8928.0,0.0,0.0,,,,,,
2018-01-01,4258.0,60639.0,60639.0,2525.0,0.0,0.0,,,,,,
2018-02-01,0.0,44.0,44.0,0.0,0.0,0.0,,,,,,
2018-03-01,0.0,72.0,72.0,0.0,0.0,0.0,,,,,,
2018-04-01,5652.0,70695.0,70695.0,3232.0,0.0,0.0,,,,,,
2018-05-01,7829.0,99678.0,99678.0,4683.0,0.0,0.0,,,,,,
2018-06-01,1508.0,19164.0,19164.0,885.0,0.0,0.0,,,,,,
2018-07-01,13987.0,166310.0,166310.0,7588.0,0.0,0.0,,,,,,
2018-08-01,30888.0,359392.0,359392.0,16603.0,0.0,0.0,,,,,,
2018-09-01,13467.0,160099.0,160099.0,7380.0,0.0,0.0,,,,,,
2018-10-01,14761.0,180461.0,180461.0,8423.0,0.0,0.0,,,,,,
2018-11-01,4344.0,52995.0,52995.0,2407.0,0.0,0.0,,,,,,
2018-12-01,0.0,72.0,72.0,0.0,0.0,0.0,,,,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-05-01,1282.0,17988.0,17988.0,796.0,0.0,0.0,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-07-01,22205.0,283434.0,283434.0,13834.0,0.0,0.0,,,,,,
2019-08-01,1433.0,18665.0,18665.0,856.0,0.0,0.0,,,,,,
2019-09-01,1783.0,24285.0,24285.0,1142.0,0.0,0.0,,,,,,
2019-10-01,8699.0,113083.0,113083.0,5439.0,0.0,0.0,,,,,,
2019-11-01,1842.0,22887.0,22887.0,1037.0,0.0,0.0,,,,,,
2019-12-01,1267.0,17500.0,17500.0,801.0,0.0,0.0,,,,,,
2020-01-01,1937.0,25243.0,25243.0,1143.0,0.0,0.0,,,,,,
2020-02-01,2465.0,31819.0,31819.0,1465.0,0.0,0.0,,,,,,
2020-03-01,0.0,8873.0,8873.0,0.0,0.0,0.0,,,,,,
2020-04-01,6103.0,70256.0,70256.0,3704.0,0.0,0.0,,,,,,
2020-05-01,0.0,82.0,82.0,0.0,0.0,0.0,,,,,,
2020-06-01,7923.0,104508.0,104508.0,4567.0,0.0,0.0,,,,,,
2020-07-01,45923.0,546433.0,546433.0,25994.0,0.0,0.0,,,,,,
2020-08-01,23622.0,283646.0,283646.0,13242.0,0.0,0.0,,,,,,
2020-09-01,11527.0,145532.0,145532.0,7160.0,0.0,0.0,,,,,,
2020-10-01,0.0,90.0,90.0,0.0,0.0,0.0,,,,,,
2020-11-01,1636.0,22602.0,22602.0,1058.0,0.0,0.0,,,,,,
2020-12-01,1520.0,20754.0,20754.0,972.0,0.0,0.0,,,,,,
2021-01-01,2540.0,36583.0,36583.0,1760.0,0.0,0.0,,,,,,
2021-02-01,5993.0,72435.0,72435.0,3312.0,0.0,0.0,,,,,,
2021-03-01,0.0,80.0,80.0,0.0,0.0,0.0,,,,,,
2021-04-01,0.0,93.0,93.0,0.0,0.0,0.0,,,,,,
2021-05-01,3531.0,43086.0,43086.0,2018.0,0.0,0.0,,,,,,
2021-06-01,35894.0,430901.0,430901.0,20371.0,0.0,0.0,,,,,,
2021-07-01,51598.0,605141.0,605141.0,28916.0,0.0,0.0,,,,,,
2021-08-01,50782.0,588363.0,588363.0,27316.0,0.0,0.0,,,,,,
2021-09-01,53841.0,618642.0,618642.0,29746.0,0.0,0.0,,,,,,
2021-10-01,130.0,1693.0,1693.0,86.0,0.0,0.0,,,,,,
2021-11-01,4408.0,52865.0,52865.0,2340.0,0.0,0.0,,,,,,
2021-12-01,0.0,80.0,80.0,0.0,0.0,0.0,,,,,,
2022-01-01,1887.0,22204.0,22204.0,956.0,0.0,0.0,,,,,,
2022-02-01,0.0,70.0,70.0,0.0,0.0,0.0,,,,,,
2022-03-01,0.0,59.0,59.0,0.0,0.0,0.0,,,,,,
2022-04-01,9081.0,110949.0,110949.0,5148.0,0.0,0.0,,,,,,
2022-05-01,12191.0,158213.0,158213.0,7407.0,0.0,0.0,,,,,,
2022-06-01,20178.0,244501.0,244501.0,11599.0,0.0,0.0,,,,,,
2022-07-01,60505.0,683990.0,683990.0,32095.0,0.0,0.0,,,,,,
2022-08-01,64507.0,741172.0,741172.0,34669.0,0.0,0.0,,,,,,
2022-09-01,44496.0,536447.0,536447.0,25719.0,0.0,0.0,,,,,,
2022-10-01,56108.0,662662.0,662662.0,31364.0,0.0,0.0,,,,,,
2022-11-01,6322.0,72196.0,72196.0,3859.0,0.0,0.0,,,,,,
2022-12-01,0.0,82.0,82.0,0.0,0.0,0.0,,,,,,
2023-01-01,2318.0,27435.0,27435.0,1193.0,0.0,0.0,,,,,,
2023-02-01,1557.0,19560.0,19560.0,861.0,0.0,0.0,,,,,,
2023-03-01,9877.0,119814.0,119814.0,5539.0,0.0,0.0,,,,,,
2023-04-01,34851.0,405134.0,405134.0,19622.0,0.0,0.0,,,,,,
2023-05-01,7091.0,96327.0,96327.0,3772.0,0.0,0.0,,,,,,
2023-06-01,26700.0,299992.0,299992.0,14809.0,0.0,0.0,,,,,,
2023-07-01,73047.0,836678.0,836678.0,40369.0,0.0,0.0,,,,,,
2023-08-01,45336.0,519151.0,519151.0,25227.0,0.0,0.0,,,,,,
2023-09-01,26010.0,293101.0,293101.0,13960.0,0.0,0.0,,,,,,
2023-10-01,19294.0,234761.0,234761.0,11573.0,0.0,0.0,,,,,,
2023-11-01,11072.0,129918.0,129918.0,6161.0,0.0,0.0,,,,,,
2023-12-01,2112.0,23846.0,23846.0,1064.0,0.0,0.0,,,,,,
2024-01-01,2490.0,28890.0,28890.0,1308.0,0.0,0.0,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024-03-01,3641.0,46630.0,46630.0,2214.0,0.0,0.0,,,,,,
2024-04-01,17344.0,210789.0,210789.0,10237.0,0.0,0.0,,,,,,
2024-05-01,7725.0,95309.0,95309.0,4717.0,0.0,0.0,,,,,,
2024-06-01,40447.0,455081.0,455081.0,21473.0,0.0,0.0,,,,,,
2024-07-01,82718.0,930978.0,930978.0,42995.0,0.0,0.0,,,,,,
2024-08-01,72371.0,795518.0,795518.0,38344.0,0.0,0.0,,,,,,
2024-09-01,51153.0,596633.0,596633.0,29711.0,0.0,0.0,,,,,,
2024-10-01,79745.0,902146.0,902146.0,43085.0,0.0,0.0,,,,,,
2024-11-01,49797.0,525839.0,525839.0,25783.0,0.0,0.0,,,,,,
2024-12-01,6753.0,80834.0,80834.0,3650.0,0.0,0.0,,,,,,
