measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2019-11-01,0.0,0.0,0.0,182.587,1757.0,1784.0
2019-12-01,0.0,0.0,0.0,243.575,2344.0,2384.0
2020-01-01,285.132,2693.0,2693.0,0.0,0.0,0.0
2020-02-01,184.85,1750.0,1750.0,0.0,0.0,0.0
2020-03-01,186.625,1767.0,1767.0,0.0,0.0,0.0
2020-04-01,179.086,1694.0,1694.0,0.0,0.0,0.0
2020-05-01,151.638,1436.0,1436.0,0.0,0.0,0.0
2020-06-01,190.919,1806.0,1806.0,0.0,0.0,0.0
2020-07-01,248.867,2356.0,2356.0,0.0,0.0,0.0
2020-08-01,254.991,2412.0,2412.0,0.0,0.0,0.0
2020-09-01,162.143,1532.0,1532.0,0.0,0.0,0.0
2020-10-01,194.068,1834.0,1834.0,0.0,0.0,0.0
2020-11-01,150.497,1425.0,1425.0,0.0,0.0,0.0
2020-12-01,149.184,1414.0,1414.0,0.0,0.0,0.0
2021-01-01,190.093,1717.0,1717.0,0.0,0.0,0.0
2021-02-01,210.489,1896.0,1896.0,0.0,0.0,0.0
2021-03-01,227.646,2053.0,2053.0,0.0,0.0,0.0
2021-04-01,218.826,1969.0,1969.0,0.0,0.0,0.0
2021-05-01,113.326,1021.0,1021.0,0.0,0.0,0.0
2021-06-01,152.126,1369.0,1369.0,0.0,0.0,0.0
2021-07-01,148.665,1341.0,1341.0,0.0,0.0,0.0
2021-08-01,214.394,1930.0,1930.0,0.0,0.0,0.0
2021-09-01,277.683,2502.0,2502.0,0.0,0.0,0.0
2021-10-01,275.884,2485.0,2485.0,0.0,0.0,0.0
2021-11-01,215.409,1941.0,1941.0,0.0,0.0,0.0
2021-12-01,239.459,2160.0,2160.0,0.0,0.0,0.0
2022-01-01,239.559,2302.0,2351.0,0.0,0.0,0.0
2022-02-01,197.562,1899.0,1935.0,0.0,0.0,0.0
2022-03-01,228.784,2199.0,2238.0,0.0,0.0,0.0
2022-04-01,203.393,1955.0,1992.0,0.0,0.0,0.0
2022-05-01,190.607,1832.0,1868.0,0.0,0.0,0.0
2022-06-01,232.134,2231.0,2272.0,0.0,0.0,0.0
2022-07-01,211.429,2032.0,2070.0,0.0,0.0,0.0
2022-08-01,142.196,1367.0,1391.0,0.0,0.0,0.0
2022-09-01,166.575,1601.0,1633.0,0.0,0.0,0.0
2022-10-01,186.899,1796.0,1829.0,0.0,0.0,0.0
2022-11-01,177.442,1705.0,1739.0,0.0,0.0,0.0
2022-12-01,241.42,2320.0,2362.0,0.0,0.0,0.0
2023-01-01,250.345,2415.0,2474.0,0.0,0.0,0.0
2023-02-01,194.352,1875.0,1919.0,0.0,0.0,0.0
2023-03-01,183.414,1769.0,1812.0,0.0,0.0,0.0
2023-04-01,216.815,2092.0,2143.0,0.0,0.0,0.0
2023-05-01,214.241,2067.0,2115.0,0.0,0.0,0.0
2023-06-01,184.468,1780.0,1823.0,0.0,0.0,0.0
2023-07-01,174.674,1685.0,1728.0,0.0,0.0,0.0
2023-08-01,181.813,1754.0,1795.0,0.0,0.0,0.0
2023-09-01,157.687,1521.0,1560.0,0.0,0.0,0.0
2023-10-01,178.872,1726.0,1767.0,0.0,0.0,0.0
2023-11-01,225.579,2176.0,2227.0,0.0,0.0,0.0
2023-12-01,247.74,2390.0,2446.0,0.0,0.0,0.0
2024-01-01,204.663,1970.0,2143.0,0.0,0.0,0.0
2024-02-01,184.3,1774.0,1930.0,0.0,0.0,0.0
2024-03-01,222.129,2138.0,2323.0,0.0,0.0,0.0
2024-04-01,234.026,2252.0,2446.0,0.0,0.0,0.0
2024-05-01,137.19,1320.0,1436.0,0.0,0.0,0.0
2024-06-01,244.932,2357.0,2564.0,0.0,0.0,0.0
2024-07-01,143.678,1383.0,1503.0,0.0,0.0,0.0
2024-08-01,207.481,1997.0,2171.0,0.0,0.0,0.0
2024-09-01,137.794,1326.0,1442.0,0.0,0.0,0.0
2024-10-01,218.779,2106.0,2289.0,0.0,0.0,0.0
2024-11-01,214.021,2060.0,2238.0,0.0,0.0,0.0
2024-12-01,182.007,1752.0,1902.0,0.0,0.0,0.0
