measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combined Cycle Steam Part Generation,Residual Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed
2008-08-01,113.84100000000001,1133.0,1133.0,0.0,0.0,0.0,134743.159,1340743.0,1340743.0,0.0,0.0,0.0,,,,,,
2008-09-01,123.97800000000001,1185.0,1185.0,0.0,0.0,0.0,131029.022,1252431.0,1252431.0,0.0,0.0,0.0,,,,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,108105.0,994830.0,994830.0,0.0,0.0,0.0,,,,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3665.0,66493.0,66493.0,0.0,0.0,0.0,,,,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,15444.0,219626.0,219626.0,0.0,0.0,0.0,,,,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13694.0,276225.0,276225.0,0.0,0.0,0.0,,,,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,67242.0,679790.0,679790.0,0.0,0.0,0.0,,,,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,7673.0,156577.0,156577.0,0.0,0.0,0.0,,,,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,87558.0,856478.0,856478.0,0.0,0.0,0.0,,,,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,131903.0,1249469.0,1249469.0,0.0,0.0,0.0,,,,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,137803.0,1412837.0,1412837.0,0.0,0.0,0.0,,,,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,183573.0,1926214.0,1926214.0,0.0,0.0,0.0,,,,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,205258.0,2012604.0,2012604.0,0.0,0.0,0.0,,,,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,200724.0,1933089.0,1933089.0,0.0,0.0,0.0,,,,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,156679.0,1573255.0,1573255.0,0.0,0.0,0.0,,,,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,32571.0,207207.0,207207.0,0.0,0.0,0.0,,,,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14765.0,200560.0,200560.0,0.0,0.0,0.0,,,,,,
2010-01-01,26481.375,273046.0,273046.0,0.0,0.0,0.0,45963.625,473925.0,473925.0,0.0,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,32742.0,481998.0,481998.0,0.0,0.0,0.0,,,,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,18597.0,258025.0,258025.0,0.0,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,51788.0,488648.0,488648.0,0.0,0.0,0.0,,,,,,
2010-05-01,147.481,1539.0,1539.0,0.0,0.0,0.0,149526.519,1560739.0,1560739.0,0.0,0.0,0.0,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,156570.0,1488538.0,1488538.0,0.0,0.0,0.0,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,153190.0,1588772.0,1588772.0,0.0,0.0,0.0,,,,,,
2010-08-01,151.122,1452.0,1452.0,0.0,0.0,0.0,165038.878,1585165.0,1585165.0,0.0,0.0,0.0,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,137555.0,1261956.0,1261956.0,0.0,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,23067.0,251921.0,251921.0,0.0,0.0,0.0,,,,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-308.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,26700.0,381215.0,381215.0,0.0,0.0,0.0,,,,,,
2011-01-01,124.366,2045.0,2045.0,70.082,0.0,0.0,27174.344,446787.0,446787.0,15313.148,0.0,0.0,,,,,,
2011-02-01,78.919,1923.0,1923.0,45.479,0.0,0.0,14883.331,362616.0,362616.0,8576.851,0.0,0.0,,,,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,29047.62,484762.0,484762.0,20151.75,0.0,0.0,,,,,,
2011-04-01,2212.82,36086.0,36086.0,1602.771,0.0,0.0,61545.28,1003648.0,1003648.0,44577.959,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,50197.5,856277.0,856277.0,32643.41,0.0,0.0,,,,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,75220.59,1221189.0,1221189.0,52789.34,0.0,0.0,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,49161.54,923115.0,923115.0,29940.02,0.0,0.0,,,,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,70729.49,1267918.0,1267918.0,53341.27,0.0,0.0,,,,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,71175.69,1163736.0,1163736.0,53837.91,0.0,0.0,,,,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,33803.53,554545.0,554545.0,22755.23,0.0,0.0,,,,,,
2011-11-01,68.21,1168.0,1168.0,44.655,0.0,0.0,14619.53,250255.0,250255.0,9570.955,0.0,0.0,,,,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13651.78,222572.0,222572.0,8959.89,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7772.61,151803.0,151803.0,3686.0,0.0,0.0,,,,,,
2012-02-01,8.627,151.0,151.0,5.119,0.0,0.0,14243.583,249363.0,249363.0,8452.311,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,41474.29,707883.0,707883.0,28257.07,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,52419.77,890917.0,890917.0,36030.65,0.0,0.0,,,,,,
2012-05-01,48.348,813.0,813.0,34.663,0.0,0.0,78084.182,1313456.0,1313456.0,55982.837,0.0,0.0,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,47718.18,837499.0,837499.0,34610.57,0.0,0.0,,,,,,
2012-07-01,318.998,5544.0,5544.0,246.982,0.0,0.0,67460.722,1172527.0,1172527.0,52230.988,0.0,0.0,,,,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,69422.9,1201442.0,1201442.0,53221.96,0.0,0.0,,,,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,73484.29,1270520.0,1270520.0,54769.11,0.0,0.0,,,,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,61182.75,1048902.0,1048902.0,44106.87,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,25582.78,464405.0,464405.0,16629.68,0.0,0.0,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,15649.01,316713.0,316713.0,11707.9,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,8303.0,185570.0,185570.0,5416.0,0.0,0.0,,,,,,
2013-02-01,334.032,6622.0,6622.0,212.133,0.0,0.0,18515.968,367083.0,367083.0,11758.867,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,6578.0,148154.0,148154.0,3458.0,0.0,0.0,,,,,,
2013-04-01,136.077,2393.0,2393.0,92.413,0.0,0.0,37332.923,656606.0,656606.0,25353.587,0.0,0.0,,,,,,
2013-05-01,96.111,1812.0,1812.0,64.882,0.0,0.0,27869.889,525556.0,525556.0,18814.118,0.0,0.0,,,,,,
2013-06-01,59.292,1098.0,1098.0,41.726,0.0,0.0,49403.708,914801.0,914801.0,34767.274,0.0,0.0,,,,,,
2013-07-01,310.041,5954.0,5954.0,216.673,0.0,0.0,43030.959,826393.0,826393.0,30072.327,0.0,0.0,,,,,,
2013-08-01,73.863,1342.0,1342.0,56.292,0.0,0.0,63215.137,1148435.0,1148435.0,48176.708,0.0,0.0,,,,,,
2013-09-01,8.894,163.0,163.0,6.32,0.0,0.0,36062.106,659529.0,659529.0,25627.68,0.0,0.0,,,,,,
2013-10-01,50.431,912.0,912.0,36.259,0.0,0.0,43153.569,780400.0,780400.0,31026.741,0.0,0.0,,,,,,
2013-11-01,83.917,1592.0,1592.0,58.7,0.0,0.0,33703.083,639252.0,639252.0,23575.3,0.0,0.0,,,,,,
2013-12-01,63.816,1255.0,1255.0,42.92,0.0,0.0,20767.184,408323.0,408323.0,13967.08,0.0,0.0,,,,,,
2014-01-01,135.148,2740.0,2740.0,76.217,0.0,0.0,20458.852,414823.0,414823.0,11537.783,0.0,0.0,,,,,,
2014-02-01,60.371,1261.0,1261.0,37.784,0.0,0.0,22385.629,467416.0,467416.0,14010.216,0.0,0.0,,,,,,
2014-03-01,179.419,3793.0,3793.0,113.288,0.0,0.0,13201.581,279108.0,279108.0,8335.712,0.0,0.0,,,,,,
2014-04-01,20.187,418.0,418.0,12.152,0.0,0.0,15013.813,311071.0,311071.0,9037.848,0.0,0.0,,,,,,
2014-05-01,131.749,2533.0,2533.0,87.113,0.0,0.0,36282.251,697483.0,697483.0,23989.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,46.932,918.0,918.0,33.668,0.0,0.0,46727.068,913806.0,913806.0,33520.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,63.481,1220.0,1220.0,46.853,0.0,0.0,55677.519,1069929.0,1069929.0,41093.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,28.89,540.0,540.0,21.311,0.0,0.0,68086.11,1273213.0,1273213.0,50225.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,21987.0,445116.0,445116.0,15305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,25420.0,491397.0,491397.0,16742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,24954.0,478219.0,478219.0,16009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,254.0,35748.0,35748.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
