measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2014-08-01,,,,109.656,1105.0,1105.0
2014-09-01,,,,129.014,1302.0,1302.0
2014-10-01,,,,170.545,1722.0,1722.0
2014-11-01,,,,124.656,1257.0,1257.0
2014-12-01,,,,162.148,1638.0,1638.0
2015-01-01,,,,184.076,1885.0,1885.0
2015-02-01,,,,162.341,1666.0,1666.0
2015-03-01,,,,163.311,1677.0,1677.0
2015-04-01,,,,169.131,1739.0,1739.0
2015-05-01,,,,135.925,1397.0,1397.0
2015-06-01,,,,135.419,1391.0,1391.0
2015-07-01,,,,140.724,1447.0,1447.0
2015-08-01,,,,159.766,1644.0,1644.0
2015-09-01,,,,143.889,1481.0,1481.0
2015-10-01,,,,164.619,1694.0,1694.0
2015-11-01,,,,115.104,1184.0,1184.0
2015-12-01,0.0,0.0,0.0,110.695,1139.0,1139.0
2016-01-01,0.0,0.0,0.0,157.137,1606.0,1677.0
2016-02-01,0.0,0.0,0.0,174.382,1782.0,1857.0
2016-03-01,0.0,0.0,0.0,165.026,1687.0,1756.0
2016-04-01,0.0,0.0,0.0,135.147,1381.0,1436.0
2016-05-01,0.0,0.0,0.0,123.278,1260.0,1313.0
2016-06-01,0.0,0.0,0.0,124.004,1268.0,1318.0
2016-07-01,0.0,0.0,0.0,103.736,1060.0,1105.0
2016-08-01,0.0,0.0,0.0,135.954,1390.0,1447.0
2016-09-01,0.0,0.0,0.0,138.528,1416.0,1475.0
2016-10-01,0.0,0.0,0.0,159.077,1626.0,1694.0
2016-11-01,0.0,0.0,0.0,221.98,2269.0,2362.0
2016-12-01,0.0,0.0,0.0,299.751,3064.0,3192.0
2017-01-01,0.0,0.0,0.0,183.519,1865.0,1874.0
2017-02-01,0.0,0.0,0.0,148.18,1506.0,1509.0
2017-03-01,0.0,0.0,0.0,170.617,1734.0,1739.0
2017-04-01,0.0,0.0,0.0,157.307,1598.0,1604.0
2017-05-01,0.0,0.0,0.0,157.137,1597.0,1599.0
2017-06-01,0.0,0.0,0.0,165.739,1684.0,1689.0
2017-07-01,0.0,0.0,0.0,168.897,1716.0,1722.0
2017-08-01,0.0,0.0,0.0,174.46,1773.0,1778.0
2017-09-01,0.0,0.0,0.0,173.529,1763.0,1767.0
2017-10-01,0.0,0.0,0.0,177.11,1800.0,1806.0
2017-11-01,0.0,0.0,0.0,156.869,1594.0,1599.0
2017-12-01,0.0,0.0,0.0,159.636,1622.0,1627.0
2018-01-01,0.0,0.0,0.0,144.383,1380.0,1380.0
2018-02-01,0.0,0.0,0.0,134.656,1296.0,1296.0
2018-03-01,0.0,0.0,0.0,134.676,1296.0,1296.0
2018-04-01,0.0,0.0,0.0,136.038,1307.0,1307.0
2018-05-01,0.0,0.0,0.0,155.656,1492.0,1492.0
2018-06-01,0.0,0.0,0.0,145.322,1397.0,1397.0
2018-07-01,0.0,0.0,0.0,156.591,1503.0,1503.0
2018-08-01,0.0,0.0,0.0,159.906,1537.0,1537.0
2018-09-01,0.0,0.0,0.0,162.773,1565.0,1565.0
2018-10-01,0.0,0.0,0.0,170.91,1644.0,1644.0
2018-11-01,0.0,0.0,0.0,153.777,1475.0,1475.0
2018-12-01,0.0,0.0,0.0,147.312,1414.0,1414.0
2019-01-01,0.0,0.0,0.0,124.231,1229.0,1229.0
2019-02-01,0.0,0.0,0.0,138.085,1374.0,1374.0
2019-03-01,0.0,0.0,0.0,136.845,1363.0,1363.0
2019-04-01,0.0,0.0,0.0,125.759,1251.0,1251.0
2019-05-01,0.0,0.0,0.0,136.866,1363.0,1363.0
2019-06-01,0.0,0.0,0.0,117.603,1172.0,1172.0
2019-07-01,0.0,0.0,0.0,133.953,1335.0,1335.0
2019-08-01,0.0,0.0,0.0,148.312,1475.0,1475.0
2019-09-01,0.0,0.0,0.0,176.109,1756.0,1756.0
2019-10-01,0.0,0.0,0.0,185.089,1846.0,1846.0
2019-11-01,0.0,0.0,0.0,140.593,1403.0,1403.0
2019-12-01,0.0,0.0,0.0,187.555,1868.0,1868.0
2020-01-01,217.08,2165.0,2165.0,0.0,0.0,0.0
2020-02-01,140.733,1403.0,1403.0,0.0,0.0,0.0
2020-03-01,142.084,1414.0,1414.0,0.0,0.0,0.0
2020-04-01,136.344,1358.0,1358.0,0.0,0.0,0.0
2020-05-01,115.447,1150.0,1150.0,0.0,0.0,0.0
2020-06-01,145.353,1447.0,1447.0,0.0,0.0,0.0
2020-07-01,189.471,1891.0,1891.0,0.0,0.0,0.0
2020-08-01,194.134,1935.0,1935.0,0.0,0.0,0.0
2020-09-01,123.445,1229.0,1229.0,0.0,0.0,0.0
2020-10-01,147.751,1470.0,1470.0,0.0,0.0,0.0
2020-11-01,114.579,1144.0,1144.0,0.0,0.0,0.0
2020-12-01,113.579,1133.0,1133.0,0.0,0.0,0.0
2021-01-01,141.883,1441.0,1694.0,0.0,0.0,0.0
2021-02-01,157.104,1596.0,1885.0,0.0,0.0,0.0
2021-03-01,169.909,1726.0,2036.0,0.0,0.0,0.0
2021-04-01,163.326,1659.0,1958.0,0.0,0.0,0.0
2021-05-01,84.584,859.0,1015.0,0.0,0.0,0.0
2021-06-01,113.543,1154.0,1363.0,0.0,0.0,0.0
2021-07-01,110.96,1127.0,1330.0,0.0,0.0,0.0
2021-08-01,160.019,1626.0,1919.0,0.0,0.0,0.0
2021-09-01,207.256,2106.0,2485.0,0.0,0.0,0.0
2021-10-01,205.913,2092.0,2468.0,0.0,0.0,0.0
2021-11-01,160.776,1633.0,1930.0,0.0,0.0,0.0
2021-12-01,178.727,1816.0,2143.0,0.0,0.0,0.0
2022-01-01,186.554,1899.0,2008.0,0.0,0.0,0.0
2022-02-01,153.85,1566.0,1655.0,0.0,0.0,0.0
2022-03-01,178.164,1814.0,1913.0,0.0,0.0,0.0
2022-04-01,158.391,1612.0,1705.0,0.0,0.0,0.0
2022-05-01,148.434,1511.0,1593.0,0.0,0.0,0.0
2022-06-01,180.773,1840.0,1941.0,0.0,0.0,0.0
2022-07-01,164.649,1676.0,1773.0,0.0,0.0,0.0
2022-08-01,110.734,1127.0,1189.0,0.0,0.0,0.0
2022-09-01,129.719,1320.0,1397.0,0.0,0.0,0.0
2022-10-01,145.546,1482.0,1565.0,0.0,0.0,0.0
2022-11-01,138.182,1407.0,1487.0,0.0,0.0,0.0
2022-12-01,188.004,1914.0,2020.0,0.0,0.0,0.0
2023-01-01,197.16,2010.0,2093.0,0.0,0.0,0.0
2023-02-01,153.062,1560.0,1627.0,0.0,0.0,0.0
2023-03-01,144.448,1472.0,1532.0,0.0,0.0,0.0
2023-04-01,170.753,1741.0,1812.0,0.0,0.0,0.0
2023-05-01,168.726,1720.0,1790.0,0.0,0.0,0.0
2023-06-01,145.278,1481.0,1543.0,0.0,0.0,0.0
2023-07-01,137.565,1402.0,1459.0,0.0,0.0,0.0
2023-08-01,143.187,1460.0,1520.0,0.0,0.0,0.0
2023-09-01,124.187,1266.0,1318.0,0.0,0.0,0.0
2023-10-01,140.871,1436.0,1492.0,0.0,0.0,0.0
2023-11-01,177.655,1811.0,1885.0,0.0,0.0,0.0
2023-12-01,195.108,1989.0,2070.0,0.0,0.0,0.0
2024-01-01,172.793,1767.0,1840.0,0.0,0.0,0.0
2024-02-01,155.6,1592.0,1661.0,0.0,0.0,0.0
2024-03-01,187.538,1918.0,2003.0,0.0,0.0,0.0
2024-04-01,197.581,2021.0,2109.0,0.0,0.0,0.0
2024-05-01,115.826,1185.0,1240.0,0.0,0.0,0.0
2024-06-01,206.789,2115.0,2210.0,0.0,0.0,0.0
2024-07-01,121.304,1241.0,1296.0,0.0,0.0,0.0
2024-08-01,175.17,1792.0,1874.0,0.0,0.0,0.0
2024-09-01,116.335,1190.0,1245.0,0.0,0.0,0.0
2024-10-01,184.709,1889.0,1975.0,0.0,0.0,0.0
2024-11-01,180.692,1848.0,1930.0,0.0,0.0,0.0
2024-12-01,153.663,1572.0,1644.0,0.0,0.0,0.0
