measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-11-01,,,,327.0,3669.0,3669.0,,,,108.0,1209.0,1209.0,0.0,0.0,0.0,228150.0,2562378.0,2562378.0
2006-12-01,,,,415.0,4671.0,4671.0,,,,233.0,2621.0,2621.0,0.0,0.0,0.0,236547.0,2661974.0,2661974.0
2007-01-01,,,,226.645,2563.0,2563.0,,,,228.74900000000002,2587.0,2587.0,421.583,4768.0,4768.0,279407.024,3159905.0,3159905.0
2007-02-01,,,,438.877,5103.0,5103.0,,,,351.558,4088.0,4088.0,1355.017,15756.0,15756.0,195450.548,2272744.0,2272744.0
2007-03-01,,,,178.99800000000002,2004.0,2004.0,,,,181.36700000000002,2031.0,2031.0,0.0,0.0,0.0,261981.635,2933752.0,2933752.0
2007-04-01,,,,47.864000000000004,518.0,518.0,,,,0.092,1.0,1.0,0.0,0.0,0.0,309614.043,3353301.0,3353301.0
2007-05-01,,,,0.0,0.0,0.0,,,,44.234,457.0,457.0,0.0,0.0,0.0,153962.766,1590638.0,1590638.0
2007-06-01,,,,221.638,2557.0,2557.0,,,,110.41,1274.0,1274.0,0.0,0.0,0.0,228475.952,2636344.0,2636344.0
2007-07-01,,,,199.943,2252.0,2252.0,,,,87.979,991.0,991.0,1664.636,18750.0,18750.0,274021.441,3086582.0,3086582.0
2007-08-01,,,,350.04900000000004,3963.0,3963.0,,,,62.804,711.0,711.0,1894.624,21449.0,21449.0,292906.523,3315974.0,3315974.0
2007-09-01,,,,254.18,2845.0,2845.0,,,,59.582,667.0,667.0,0.0,0.0,0.0,263837.238,2953551.0,2953551.0
2007-10-01,,,,228.477,2557.0,2557.0,,,,44.312000000000005,496.0,496.0,0.0,0.0,0.0,294907.211,3301016.0,3301016.0
2007-11-01,,,,386.72200000000004,4308.0,4308.0,,,,198.366,2210.0,2210.0,0.0,0.0,0.0,249697.912,2781890.0,2781890.0
2007-12-01,,,,465.55,5253.0,5253.0,,,,429.558,4847.0,4847.0,0.0,0.0,0.0,255817.892,2886569.0,2886569.0
2008-01-01,,,,296.778,3358.0,3358.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,160052.222,1811012.0,1811012.0
2008-02-01,,,,408.96200000000005,4622.0,4622.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,142178.038,1606838.0,1606838.0
2008-03-01,,,,215.092,2582.0,2582.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,166720.908,2001208.0,2001208.0
2008-04-01,,,,79.354,922.0,922.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,270087.646,3138380.0,3138380.0
2008-05-01,,,,747.19,8431.0,8431.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,187278.81,2113249.0,2113249.0
2008-06-01,,,,293.361,3268.0,3268.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,232862.639,2593752.0,2593752.0
2008-07-01,,,,295.269,3302.0,3302.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,261751.731,2927354.0,2927354.0
2008-08-01,,,,154.401,1775.0,1775.0,,,,0.0,0.0,0.0,739.5020000000001,8501.0,8501.0,270638.098,3111279.0,3111279.0
2008-09-01,,,,319.382,3723.0,3723.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,258211.618,3009858.0,3009858.0
2008-10-01,,,,303.082,3544.0,3544.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,231491.918,2707069.0,2707069.0
2008-11-01,,,,519.033,6126.0,6126.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,241379.967,2848973.0,2848973.0
2008-12-01,,,,326.52700000000004,3821.0,3821.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,263319.473,3081242.0,3081242.0
2009-01-01,,,,344.49600000000004,3648.0,3648.0,,,,40.512,429.0,429.0,0.0,0.0,0.0,247060.992,2616209.0,2616209.0
2009-02-01,,,,53.615,571.0,571.0,,,,23.963,255.0,255.0,0.0,0.0,0.0,246614.422,2624329.0,2624329.0
2009-03-01,,,,457.61400000000003,4939.0,4939.0,,,,29.742,321.0,321.0,0.0,0.0,0.0,141641.644,1528696.0,1528696.0
2009-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,,,,771.313,9367.0,9367.0,,,,14.493,176.0,176.0,0.0,0.0,0.0,135197.194,1641837.0,1641837.0
2009-07-01,,,,532.292,6387.0,6387.0,,,,5.5840000000000005,67.0,67.0,0.0,0.0,0.0,199612.124,2395133.0,2395133.0
2009-08-01,,,,719.082,8579.0,8579.0,,,,18.524,221.0,221.0,0.0,0.0,0.0,184870.394,2205572.0,2205572.0
2009-09-01,,,,827.2320000000001,9878.0,9878.0,,,,20.014,239.0,239.0,0.0,0.0,0.0,154662.754,1846907.0,1846907.0
2009-10-01,,,,271.19300000000004,3199.0,3199.0,,,,0.257,3.0,3.0,0.0,0.0,0.0,252725.55,2980899.0,2980899.0
2009-11-01,,,,547.918,6286.0,6286.0,,,,46.034,528.0,528.0,0.0,0.0,0.0,174281.048,1999353.0,1999353.0
2009-12-01,,,,216.899,2552.0,2552.0,,,,2.81,33.0,33.0,0.0,0.0,0.0,280896.291,3304875.0,3304875.0
2010-01-01,,,,112.39500000000001,1294.0,1294.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,292309.605,3364303.0,3364303.0
2010-02-01,,,,394.8,4504.0,4504.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,199940.2,2281020.0,2281020.0
2010-03-01,,,,169.935,1925.0,1925.0,,,,0.08900000000000001,1.0,1.0,0.0,0.0,0.0,293766.976,3328402.0,3328402.0
2010-04-01,,,,681.369,7903.0,7903.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,220184.631,2553769.0,2553769.0
2010-05-01,,,,261.29400000000004,3028.0,3028.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,274756.706,3184227.0,3184227.0
2010-06-01,,,,199.049,2295.0,2295.0,,,,0.0,0.0,0.0,764.899,8820.0,8820.0,273114.052,3149259.0,3149259.0
2010-07-01,,,,102.433,1206.0,1206.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,264998.567,3118856.0,3118856.0
2010-08-01,,,,435.771,5193.0,5193.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,277099.229,3302278.0,3302278.0
2010-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,229135.0,2753741.0,2753741.0
2010-10-01,,,,741.8580000000001,8833.0,8833.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,215766.142,2569070.0,2569070.0
2010-11-01,,,,609.03,7396.0,7396.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,179499.97,2179742.0,2179742.0
2010-12-01,,,,334.90500000000003,3883.0,3883.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,273691.095,3173531.0,3173531.0
2011-01-01,,,,227.06,2616.0,2616.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,291622.94,3360355.0,3360355.0
2011-02-01,,,,32.936,380.0,380.0,,,,15.996,185.0,185.0,0.0,0.0,0.0,279856.07,3231883.0,3231883.0
2011-03-01,,,,81.381,928.0,928.0,,,,2.579,29.0,29.0,0.0,0.0,0.0,309357.04,3527051.0,3527051.0
2011-04-01,,,,375.838,4432.0,4432.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,211460.16,2493464.0,2493464.0
2011-05-01,,,,567.675,6443.0,6443.0,,,,111.997,1271.0,1271.0,0.0,0.0,0.0,205339.33,2330572.0,2330572.0
2011-06-01,,,,507.081,5901.0,5901.0,,,,86.455,1006.0,1006.0,0.0,0.0,0.0,239749.46,2790157.0,2790157.0
2011-07-01,,,,130.355,1588.0,1588.0,,,,0.085,1.0,1.0,0.0,0.0,0.0,243837.56,2970644.0,2970644.0
2011-08-01,,,,579.821,6806.0,6806.0,,,,48.47,569.0,569.0,0.0,0.0,0.0,232959.71,2734547.0,2734547.0
2011-09-01,,,,546.007,6426.0,6426.0,,,,114.04,1342.0,1342.0,0.0,0.0,0.0,187352.95,2204885.0,2204885.0
2011-10-01,,,,580.169,6426.0,6426.0,,,,216.001,2392.0,2392.0,0.0,0.0,0.0,232687.83,2577166.0,2577166.0
2011-11-01,,,,592.507,7077.0,7077.0,,,,107.26,1281.0,1281.0,0.0,0.0,0.0,238773.23,2851932.0,2851932.0
2011-12-01,,,,418.273,4776.0,4776.0,,,,177.87,2031.0,2031.0,,,,260691.86,2976616.0,2976616.0
2012-01-01,,,,98.916,1130.0,1130.0,,,,3.816,44.0,44.0,,,,295189.27,3372858.0,3372858.0
2012-02-01,,,,572.006,6677.0,6677.0,,,,230.774,2694.0,2694.0,,,,233570.22,2726453.0,2726453.0
2012-03-01,,,,475.678,5640.0,5640.0,,,,168.754,2001.0,2001.0,,,,247002.57,2928395.0,2928395.0
2012-04-01,,,,254.027,2892.0,2892.0,,,,64.429,734.0,734.0,,,,154296.54,1756729.0,1756729.0
2012-05-01,,,,525.171,6202.0,6202.0,,,,170.504,2013.0,2013.0,,,,89408.325,1055819.0,1055819.0
2012-06-01,,,,850.688,9731.0,9731.0,,,,145.891,1669.0,1669.0,,,,229449.42,2624798.0,2624798.0
2012-07-01,,,,199.234,2266.0,2266.0,,,,8.642,98.0,98.0,,,,294937.12,3354833.0,3354833.0
2012-08-01,,,,534.475,6236.0,6236.0,,,,186.938,2181.0,2181.0,,,,202066.59,2357806.0,2357806.0
2012-09-01,,,,454.422,5124.0,5124.0,,,,0.0,0.0,0.0,,,,241861.58,2727016.0,2727016.0
2012-10-01,,,,718.609,8323.0,8323.0,,,,160.791,1862.0,1862.0,,,,205072.6,2375187.0,2375187.0
2012-11-01,,,,567.342,6561.0,6561.0,,,,242.163,2801.0,2801.0,,,,210107.5,2429804.0,2429804.0
2012-12-01,,,,214.511,2469.0,2469.0,,,,112.896,1299.0,1299.0,,,,287801.59,3312688.0,3312688.0
2013-01-01,,,,243.519,2799.0,2799.0,,,,134.379,1545.0,1545.0,,,,251858.1,2895332.0,2895332.0
2013-02-01,,,,294.661,3472.0,3472.0,,,,206.294,2431.0,2431.0,,,,245473.05,2892258.0,2892258.0
2013-03-01,,,,378.969,3883.0,3883.0,,,,284.034,2911.0,2911.0,,,,259032.0,2654321.0,2654321.0
2013-04-01,,,,211.904,2452.0,2452.0,,,,56.644,655.0,655.0,,,,262029.45,3031653.0,3031653.0
2013-05-01,,,,505.682,5831.0,5831.0,,,,197.524,2278.0,2278.0,,,,169194.79,1950903.0,1950903.0
2013-06-01,,,,289.339,3350.0,3350.0,,,,183.339,2123.0,2123.0,,,,239276.32,2770445.0,2770445.0
2013-07-01,,,,315.947,3692.0,3692.0,,,,62.432,730.0,730.0,,,,247982.62,2897845.0,2897845.0
2013-08-01,,,,230.616,2742.0,2742.0,,,,54.167,644.0,644.0,,,,279809.22,3326300.0,3326300.0
2013-09-01,,,,354.764,4324.0,4324.0,,,,0.0,0.0,0.0,,,,239458.24,2918483.0,2918483.0
2013-10-01,,,,542.398,6277.0,6277.0,,,,157.291,1820.0,1820.0,,,,227957.31,2638108.0,2638108.0
2013-11-01,,,,741.258,8503.0,8503.0,,,,749.393,8596.0,8596.0,,,,149186.35,1711268.0,1711268.0
2013-12-01,,,,419.722,4399.0,4399.0,,,,138.169,1448.0,1448.0,,,,279770.11,2932312.0,2932312.0
2014-01-01,,,,431.918,4892.0,4892.0,,,,,,,,,,257626.08,2917825.0,2917825.0
2014-02-01,,,,165.512,1866.0,1866.0,,,,,,,,,,239799.49,2703973.0,2703973.0
2014-03-01,,,,279.899,3101.0,3101.0,,,,,,,,,,224444.1,2486504.0,2486504.0
2014-04-01,,,,389.342,4556.0,4556.0,,,,,,,,,,224268.66,2624149.0,2624149.0
2014-05-01,0.0,0.0,0.0,350.892,4092.0,4092.0,,,,,,,,,,71155.108,829786.0,829786.0
2014-06-01,0.0,0.0,0.0,391.763,4759.0,4759.0,,,,,,,,,,203678.24,2473962.0,2473962.0
2014-07-01,0.0,0.0,0.0,585.57,6973.0,6973.0,,,,,,,,,,199388.43,2374189.0,2374189.0
2014-08-01,0.0,0.0,0.0,295.919,3472.0,3472.0,,,,,,,,,,249586.08,2928215.0,2928215.0
2014-09-01,0.0,0.0,0.0,522.905,6022.0,6022.0,,,,,,,,,,184387.1,2123497.0,2123497.0
2014-10-01,0.0,0.0,0.0,524.275,6039.0,6039.0,,,,,,,,,,230467.73,2654893.0,2654893.0
2014-11-01,0.0,0.0,0.0,445.356,5309.0,5309.0,,,,,,,,,,200617.64,2391584.0,2391584.0
2014-12-01,0.0,0.0,0.0,385.192,4463.0,4463.0,,,,,,,,,,232422.81,2692905.0,2692905.0
2015-01-01,0.0,0.0,0.0,596.688,7089.0,7089.0,,,,,,,,,,174357.31,2071323.0,2071323.0
2015-02-01,0.0,0.0,0.0,261.82,3014.0,3014.0,,,,,,,,,,210252.18,2420305.0,2420305.0
2015-03-01,0.0,0.0,0.0,287.675,3362.0,3362.0,,,,,,,,,,211003.33,2465717.0,2465717.0
2015-04-01,0.0,0.0,0.0,397.486,4779.0,4779.0,0.0,0.0,0.0,,,,,,,177371.51,2132640.0,2132640.0
2015-05-01,0.0,0.0,0.0,531.873,6606.0,6606.0,0.0,0.0,0.0,,,,,,,124908.13,1551437.0,1551437.0
2015-06-01,0.0,0.0,0.0,507.123,5939.0,5939.0,,,,,,,,,,174888.88,2048221.0,2048221.0
2015-07-01,0.0,0.0,0.0,292.905,3509.0,3509.0,,,,,,,,,,232291.1,2782850.0,2782850.0
2015-08-01,0.0,0.0,0.0,665.973,7975.0,7975.0,,,,,,,,,,197837.03,2369092.0,2369092.0
2015-09-01,0.0,0.0,0.0,118.647,1427.0,1427.0,,,,,,,,,,130459.35,1568846.0,1568846.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,464.4,5904.0,5904.0,,,,,,,,,,88272.6,1122301.0,1122301.0
2015-12-01,0.0,0.0,0.0,912.543,10956.0,10956.0,,,,,,,,,,153324.46,1840849.0,1840849.0
2016-01-01,0.0,0.0,0.0,423.649,5374.0,5374.0,,,,,,,,,,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,675.368,8665.0,8665.0,,,,,,,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,711.337,8886.0,8886.0,,,,,,,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,282.335,3439.0,3439.0,,,,,,,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,529.762,6757.0,6757.0,,,,,,,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,404.696,5023.0,5023.0,,,,,,,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,388.112,4727.0,4727.0,,,,,,,,,,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,549.251,6612.0,6612.0,,,,,,,,,,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,327.808,3938.0,3938.0,,,,,,,,,,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,463.278,5417.0,5417.0,,,,,,,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,704.272,8572.0,8572.0,,,,,,,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,162.13,1856.0,1856.0,,,,,,,,,,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,369.239,4292.0,4292.0,,,,,,,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,518.854,6299.0,6299.0,,,,,,,,,,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,470.936,5533.0,5533.0,,,,,,,,,,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,574.004,6931.0,6931.0,,,,,,,,,,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,610.157,7059.0,7059.0,,,,,,,,,,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,517.69,6131.0,6131.0,,,,,,,,,,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,368.574,4391.0,4391.0,,,,,,,,,,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,129.319,1508.0,1508.0,,,,,,,,,,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,364.071,4280.0,4280.0,,,,,,,,,,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,506.506,5933.0,5933.0,,,,,,,,,,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,477.544,5539.0,5539.0,,,,,,,,,,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,413.52,4715.0,4715.0,,,,,,,,,,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,382.791,4449.0,4449.0,,,,,,,,,,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,418.594,4901.0,4901.0,,,,,,,,,,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,511.053,5962.0,5962.0,,,,,,,,,,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,514.18,6125.0,6125.0,,,,,,,,,,0.0,0.0,0.0
