measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Jet Fuel-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Jet Fuel-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Jet Fuel-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2015-09-01,0.0,0.0,0.0,121.758,2272.0,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9269.242,172967.0,172967.0
2015-10-01,0.0,0.0,0.0,70.941,1138.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26449.059,424400.0,424400.0
2015-11-01,0.0,0.0,0.0,30.571,504.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,420.109,6930.0,6930.0,0.0,0.0,0.0,26854.32,442953.0,442953.0
2015-12-01,0.0,0.0,0.0,31.844,551.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23174.156,400712.0,400712.0
2016-01-01,,,,42.36,730.0,730.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,26228.64,452183.0,452183.0
2016-02-01,0.0,0.0,0.0,48.702,904.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22605.298,419675.0,419675.0
2016-03-01,,,,46.872,927.0,927.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,20632.128,408209.0,408209.0
2016-04-01,,,,64.89,1211.0,1211.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,23401.11,436748.0,436748.0
2016-05-01,0.0,0.0,0.0,17.885,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24010.115,426195.0,426195.0
2016-06-01,0.0,0.0,0.0,33.287,606.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27282.713,496314.0,496314.0
2016-07-01,0.0,0.0,0.0,23.802,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28067.198,513009.0,513009.0
2016-08-01,,,,92.444,1576.0,1576.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,29410.556,501260.0,501260.0
2016-09-01,,,,4.868,82.0,82.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,26232.132,443552.0,443552.0
2016-10-01,0.0,0.0,0.0,53.161,923.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23864.839,414351.0,414351.0
2016-11-01,,,,36.071,623.0,623.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,29030.929,501543.0,501543.0
2016-12-01,,,,51.736,999.0,999.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,29261.264,565268.0,565268.0
2017-01-01,0.0,0.0,0.0,25.513,523.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23440.487,480722.0,480722.0
2017-02-01,,,,15.848,294.0,294.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,27121.152,503055.0,503055.0
2017-03-01,0.0,0.0,0.0,16.54,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25099.46,491432.0,491432.0
2017-04-01,,,,24.634,500.0,500.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,23921.366,485258.0,485258.0
2017-05-01,0.0,0.0,0.0,66.081,1217.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26496.919,487967.0,487967.0
2017-06-01,,,,17.671,301.0,301.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,31750.329,541517.0,541517.0
2017-07-01,0.0,0.0,0.0,45.638,806.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31632.362,558401.0,558401.0
2017-08-01,,,,15.841,284.0,284.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,33426.159,599288.0,599288.0
2017-09-01,0.0,0.0,0.0,37.662,661.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25898.338,454356.0,454356.0
2017-10-01,,,,94.444,1704.0,1704.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,27432.556,494960.0,494960.0
2017-11-01,0.0,0.0,0.0,29.802,591.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27091.198,537422.0,537422.0
2017-12-01,0.0,0.0,0.0,17.592,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31156.408,595382.0,595382.0
2018-01-01,,,,31.693,609.0,609.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,30827.307,591948.0,591948.0
2018-02-01,,,,37.179,713.0,713.0,0.0,0.0,0.0,,,,191.078,3664.0,3664.0,,,,23849.743,457317.0,457317.0
2018-03-01,,,,113.01,2052.0,2052.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,26369.99,478769.0,478769.0
2018-04-01,0.0,0.0,0.0,30.235,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28091.765,522365.0,522365.0
2018-05-01,0.0,0.0,0.0,37.697,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,84.852,1513.0,1513.0,,,,30125.451,537296.0,537296.0
2018-06-01,0.0,0.0,0.0,13.076,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31874.924,565142.0,565142.0
2018-07-01,0.0,0.0,0.0,10.709,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33411.291,578655.0,578655.0
2018-08-01,,,,24.442,423.0,423.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,31713.558,548982.0,548982.0
2018-09-01,,,,56.112,985.0,985.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,28247.888,496031.0,496031.0
2018-10-01,,,,38.263,690.0,690.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,29525.737,532224.0,532224.0
2018-11-01,0.0,0.0,0.0,61.0,1066.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27727.0,484754.0,484754.0
2018-12-01,,,,32.899,614.0,614.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,29907.101,558495.0,558495.0
2019-01-01,,,,56.105,1153.0,1153.0,0.0,0.0,0.0,,,,58.116,1195.0,1195.0,,,,25384.779,521861.0,521861.0
2019-02-01,,,,21.166,440.0,440.0,0.0,0.0,0.0,,,,673.59,14018.0,14018.0,,,,18962.244,394632.0,394632.0
2019-03-01,0.0,0.0,0.0,51.569,1003.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,557.106,10832.0,10832.0,,,,25162.325,489258.0,489258.0
2019-04-01,,,,77.445,1739.0,1739.0,0.0,0.0,0.0,,,,17.738,398.0,398.0,,,,14234.817,319599.0,319599.0
2019-05-01,0.0,0.0,0.0,35.03,661.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26696.97,503559.0,503559.0
2019-06-01,,,,22.727,423.0,423.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,26102.273,485951.0,485951.0
2019-07-01,0.0,0.0,0.0,46.415,852.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,78.104,1434.0,1434.0,,,,25824.481,474044.0,474044.0
2019-08-01,,,,61.169,1119.0,1119.0,0.0,0.0,0.0,,,,56.621,1035.0,1035.0,,,,28116.21,514175.0,514175.0
2019-09-01,,,,41.394,759.0,759.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,27559.606,505512.0,505512.0
2019-10-01,,,,26.988,510.0,510.0,0.0,0.0,0.0,,,,345.585,6531.0,6531.0,,,,27129.427,512726.0,512726.0
2019-11-01,0.0,0.0,0.0,14.684,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,251.202,4859.0,4859.0,,,,26289.114,508473.0,508473.0
2019-12-01,0.0,0.0,0.0,3.576,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,657.721,13859.0,13859.0,,,,20973.703,441945.0,441945.0
2020-01-01,,,,11.761,255.0,255.0,0.0,0.0,0.0,,,,617.099,13381.0,13381.0,,,,20795.14,450923.0,450923.0
2020-02-01,0.0,0.0,0.0,25.152,504.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,917.758,18399.0,18399.0,,,,23449.09,470106.0,470106.0
2020-03-01,,,,46.46,927.0,927.0,0.0,0.0,0.0,,,,889.863,17762.0,17762.0,,,,24645.677,491936.0,491936.0
2020-04-01,,,,97.19,1965.0,1965.0,0.0,0.0,0.0,,,,772.208,15611.0,15611.0,,,,21299.602,430605.0,430605.0
2020-05-01,,,,50.507,951.0,951.0,0.0,0.0,0.0,,,,287.789,5416.0,5416.0,,,,26642.704,501417.0,501417.0
2020-06-01,0.0,0.0,0.0,49.82,893.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,577.944,10355.0,10355.0,,,,25040.236,448623.0,448623.0
2020-07-01,0.0,0.0,0.0,16.885,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,162.429,2788.0,2788.0,,,,30369.686,521231.0,521231.0
2020-08-01,0.0,0.0,0.0,21.173,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,277.542,4938.0,4938.0,,,,28699.285,510647.0,510647.0
2020-09-01,0.0,0.0,0.0,35.552,620.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,525.086,9160.0,9160.0,,,,27810.362,485132.0,485132.0
2020-10-01,,,,48.432,835.0,835.0,0.0,0.0,0.0,,,,392.869,6770.0,6770.0,,,,27661.699,476690.0,476690.0
2020-11-01,,,,73.138,1333.0,1333.0,0.0,0.0,0.0,,,,179.167,3266.0,3266.0,,,,23669.695,431424.0,431424.0
2020-12-01,0.0,0.0,0.0,3.964,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,399.469,7009.0,7009.0,,,,30867.567,541611.0,541611.0
2021-01-01,,,,31.434,597.0,597.0,0.0,0.0,0.0,,,,205.502,3903.0,3903.0,,,,29009.064,550935.0,550935.0
2021-02-01,,,,56.48,1032.0,1032.0,0.0,0.0,0.0,,,,383.718,7009.0,7009.0,,,,23752.802,433881.0,433881.0
2021-03-01,0.0,0.0,0.0,44.523,858.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,210.84,4062.0,4062.0,,,,20698.637,398790.0,398790.0
2021-04-01,,,,110.118,2330.0,2330.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12759.882,269987.0,269987.0
2021-05-01,,,,47.695,898.0,898.0,0.0,0.0,0.0,,,,283.319,5337.0,5337.0,,,,27387.986,515876.0,515876.0
2021-06-01,0.0,0.0,0.0,25.799,440.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,293.897,5018.0,5018.0,,,,30524.304,521168.0,521168.0
2021-07-01,,,,26.83,487.0,487.0,0.0,0.0,0.0,,,,675.947,12266.0,12266.0,,,,30374.223,551187.0,551187.0
2021-08-01,,,,4.539,81.0,81.0,0.0,0.0,0.0,,,,458.868,8204.0,8204.0,,,,29347.593,524696.0,524696.0
2021-09-01,,,,26.416,498.0,498.0,0.0,0.0,0.0,,,,476.976,9000.0,9000.0,,,,23966.608,452246.0,452246.0
2021-10-01,0.0,0.0,0.0,60.328,1078.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,722.07,12903.0,12903.0,,,,25360.602,453191.0,453191.0
2021-11-01,,,,68.586,1397.0,1397.0,0.0,0.0,0.0,,,,438.018,8921.0,8921.0,,,,16631.396,338720.0,338720.0
2021-12-01,,,,29.182,551.0,551.0,0.0,0.0,0.0,,,,253.281,4779.0,4779.0,,,,22043.537,415926.0,415926.0
2022-01-01,,,,60.968,1171.0,1171.0,0.0,0.0,0.0,,,,738.289,14178.0,14178.0,,,,26589.743,510615.0,510615.0
2022-02-01,0.0,0.0,0.0,30.409,614.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,725.382,14656.0,14656.0,,,,22284.209,450230.0,450230.0
2022-03-01,,,,12.378,267.0,267.0,0.0,0.0,0.0,,,,458.536,9877.0,9877.0,,,,20999.086,452309.0,452309.0
2022-04-01,,,,42.315,835.0,835.0,0.0,0.0,0.0,,,,246.33,4859.0,4859.0,,,,20349.355,401373.0,401373.0
2022-05-01,0.0,0.0,0.0,34.444,655.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,360.24,6850.0,6850.0,,,,22715.316,431928.0,431928.0
2022-06-01,,,,14.819,278.0,278.0,0.0,0.0,0.0,,,,649.132,12186.0,12186.0,,,,22660.049,425408.0,425408.0
2022-07-01,0.0,0.0,0.0,27.042,487.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,424.701,7646.0,7646.0,,,,23460.257,422384.0,422384.0
2022-08-01,,,,18.775,377.0,377.0,0.0,0.0,0.0,,,,214.343,4301.0,4301.0,,,,23684.882,475272.0,475272.0
2022-09-01,,,,39.632,811.0,811.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2271.368,46505.0,46505.0
2022-10-01,0.0,0.0,0.0,11.217,209.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22074.783,410634.0,410634.0
2022-11-01,0.0,0.0,0.0,34.121,661.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,86.376,1673.0,1673.0,,,,20214.503,391451.0,391451.0
2022-12-01,,,,29.367,568.0,568.0,0.0,0.0,0.0,,,,403.564,7806.0,7806.0,,,,27510.069,532098.0,532098.0
2023-01-01,,,,34.174,701.0,701.0,0.0,0.0,0.0,,,,388.124,7965.0,7965.0,,,,20164.702,413816.0,413816.0
2023-02-01,,,,32.745,701.0,701.0,0.0,0.0,0.0,,,,360.737,7726.0,7726.0,,,,18487.518,395955.0,395955.0
2023-03-01,,,,16.936,296.0,296.0,0.0,0.0,0.0,,,,127.777,2230.0,2230.0,,,,20915.287,365054.0,365054.0
2023-04-01,,,,20.861,435.0,435.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,11177.139,232911.0,232911.0
2023-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
