measured_on,"Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-03-01,,,,211173.0,2173253.0,2173253.0,57.0,669.0,669.0,0.0,0.0,0.0,941.0,9798.0,9798.0,0.0,0.0,0.0
2004-04-01,,,,147799.0,1506970.0,1506970.0,153.0,1802.0,1802.0,0.0,0.0,0.0,1429.0,14557.0,14557.0,0.0,0.0,0.0
2004-05-01,,,,142340.0,1482341.0,1482341.0,563.0,6615.0,6615.0,0.0,0.0,0.0,2272.0,23568.0,23568.0,8065.0,83656.0,83656.0
2004-06-01,,,,204827.0,2114226.0,2114226.0,100.0,1168.0,1168.0,0.0,0.0,0.0,917.0,9467.0,9467.0,5024.0,51855.0,51855.0
2004-07-01,,,,198598.0,2045847.0,2045847.0,148.0,1738.0,1738.0,0.0,0.0,0.0,1067.0,11372.0,11372.0,0.0,0.0,0.0
2004-08-01,,,,192057.0,1994485.0,1994485.0,135.0,1585.0,1585.0,0.0,0.0,0.0,1354.0,14519.0,14519.0,0.0,0.0,0.0
2004-09-01,,,,205466.0,2163277.0,2163277.0,28.0,329.0,329.0,0.0,0.0,0.0,6223.0,65517.0,65517.0,1984.0,20884.0,20884.0
2004-10-01,,,,175516.0,1834500.0,1834500.0,181.0,2131.0,2131.0,0.0,0.0,0.0,1186.0,12398.0,12398.0,466.0,4875.0,4875.0
2004-11-01,,,,90524.0,838790.0,838790.0,75.0,875.0,875.0,0.0,0.0,0.0,270.0,2506.0,2506.0,0.0,0.0,0.0
2004-12-01,,,,91925.0,911534.0,911534.0,6.0,70.0,70.0,0.0,0.0,0.0,163.0,1619.0,1619.0,1558.0,15451.0,15451.0
2005-01-01,,,,212101.0,2182060.2,2182060.2,0.0,0.0,0.0,342.0,3520.6,3520.6,2593.0,26674.0,26674.0,24310.0,250093.98,250093.98
2005-02-01,,,,223876.0,2266677.06,2266677.06,0.0,0.0,0.0,88.0,886.37,886.37,882.0,8933.45,8933.45,6624.0,67064.52,67064.52
2005-03-01,,,,257841.0,2703244.98,2703244.98,0.0,0.0,0.0,77.0,810.06,810.06,943.0,9885.88,9885.88,4032.0,42275.12,42275.12
2005-04-01,,,,119268.0,1372627.32,1372627.32,0.0,0.0,0.0,5097.0,1397.06,1397.06,890.0,10246.45,10246.45,1561.0,17967.56,17967.56
2005-05-01,,,,83627.0,859444.38,859444.38,0.0,0.0,0.0,179.0,1837.31,1837.31,332.0,3411.1,3411.1,0.0,0.0,0.0
2005-06-01,,,,195400.0,2022543.0,2022543.0,0.0,0.0,0.0,350.0,3621.79,3621.79,3817.0,39512.21,39512.21,27487.0,284513.84,284513.84
2005-07-01,,,,229452.0,2402396.58,2402396.58,0.0,0.0,0.0,136.0,1426.41,1426.41,1386.0,14507.64,14507.64,31458.0,329369.34,329369.34
2005-08-01,,,,248944.0,2550560.52,2550560.52,0.0,0.0,0.0,21.0,217.19,217.19,973.0,9973.75,9973.75,34039.0,348744.38,348744.38
2005-09-01,,,,217385.0,2206117.68,2206117.68,0.0,0.0,0.0,193.0,1960.58,1960.58,1051.0,10670.65,10670.65,10107.0,102574.86,102574.86
2005-10-01,,,,134292.0,1438018.98,1438018.98,0.0,0.0,0.0,313.0,3351.77,3351.77,7318.0,78359.84,78359.84,17559.0,188025.38,188025.38
2005-11-01,,,,208634.0,2202298.62,2202298.62,0.0,0.0,0.0,99.0,1044.86,1044.86,1012.0,10684.79,10684.79,16328.0,172359.24,172359.24
2005-12-01,,,,194141.0,2047873.5,2047873.5,0.0,0.0,0.0,31.0,322.85,322.85,1776.0,18732.47,18732.47,22887.0,241420.86,241420.86
2006-01-01,,,,182524.0,1927846.0,1927846.0,0.0,0.0,0.0,4.0,47.0,47.0,3824.0,40391.0,40391.0,0.0,0.0,0.0
2006-02-01,,,,222817.0,2323833.0,2323833.0,0.0,0.0,0.0,5.0,47.0,47.0,828.0,8634.0,8634.0,0.0,0.0,0.0
2006-03-01,,,,242754.0,2477011.0,2477011.0,0.0,0.0,0.0,3.0,35.0,35.0,508.0,5180.0,5180.0,0.0,0.0,0.0
2006-04-01,,,,194461.0,2057980.0,2057980.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,8796.0,8796.0,0.0,0.0,0.0
2006-05-01,,,,163787.0,1703353.0,1703353.0,0.0,0.0,0.0,3.0,35.0,35.0,844.0,8782.0,8782.0,0.0,0.0,0.0
2006-06-01,,,,208180.0,2299230.0,2299230.0,0.0,70.0,70.0,0.0,0.0,0.0,2882.0,31828.0,31828.0,1354.0,14950.0,14950.0
2006-07-01,,,,240859.0,2508811.0,2508811.0,0.0,18.0,18.0,0.0,0.0,0.0,2269.0,23637.0,23637.0,8593.0,89502.0,89502.0
2006-08-01,,,,214095.0,2293618.0,2293618.0,0.0,23.0,23.0,0.0,0.0,0.0,232.0,2486.0,2486.0,7974.0,85425.0,85425.0
2006-09-01,,,,164826.0,1699404.0,1699404.0,0.0,4937.0,4937.0,0.0,0.0,0.0,467.0,4820.0,4820.0,0.0,0.0,0.0
2006-10-01,,,,119370.0,1221320.0,1221320.0,0.0,12.0,12.0,0.0,0.0,0.0,529.0,5413.0,5413.0,1363.0,13948.0,13948.0
2006-11-01,,,,146999.0,1557423.0,1557423.0,0.0,59.0,59.0,0.0,0.0,0.0,196.0,2082.0,2082.0,323.0,3424.0,3424.0
2006-12-01,,,,143287.0,1507308.0,1507308.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.0,16252.0,16252.0,648.0,6822.0,6822.0
2007-01-01,,,,213527.834,2224408.0,2224408.0,0.0,12.0,12.0,0.0,0.0,0.0,764.378,7963.0,7963.0,7956.789000000001,82889.0,82889.0
2007-02-01,,,,221961.009,2256389.0,2256389.0,0.0,18.0,18.0,0.0,0.0,0.0,198.608,2019.0,2019.0,20623.383,209651.0,209651.0
2007-03-01,,,,222004.375,2439912.0,2439912.0,0.0,12.0,12.0,0.0,0.0,0.0,713.6840000000001,7844.0,7844.0,8325.94,91505.0,91505.0
2007-04-01,,,,191347.149,1999992.0,1999992.0,0.0,18.0,18.0,0.0,0.0,0.0,604.908,6323.0,6323.0,7469.944,78077.0,78077.0
2007-05-01,,,,211174.191,2150728.0,2150728.0,0.0,0.0,0.0,0.0,0.0,0.0,489.201,4982.0,4982.0,1471.6080000000002,14988.0,14988.0
2007-06-01,,,,238036.511,2450797.0,2450797.0,0.0,0.0,0.0,1.14,12.0,12.0,3529.349,36338.0,36338.0,0.0,0.0,0.0
2007-07-01,,,,214859.437,2237813.0,2237813.0,0.0,0.0,0.0,1.691,18.0,18.0,539.0740000000001,5615.0,5615.0,2246.797,23401.0,23401.0
2007-08-01,,,,253476.356,2593064.0,2593064.0,0.0,0.0,0.0,30.412000000000003,311.0,311.0,1032.115,10559.0,10559.0,7122.117,72859.0,72859.0
2007-09-01,,,,217564.927,2265586.0,2265586.0,0.0,0.0,0.0,2.818,29.0,29.0,1039.2540000000001,10822.0,10822.0,0.0,0.0,0.0
2007-10-01,,,,97424.049,984564.0,984564.0,0.0,0.0,0.0,2.323,23.0,23.0,628.629,6353.0,6353.0,0.0,0.0,0.0
2007-11-01,,,,233216.78,2384133.0,2384133.0,0.0,0.0,0.0,2.297,23.0,23.0,507.92400000000004,5192.0,5192.0,0.0,0.0,0.0
2007-12-01,,,,212932.39,2284655.0,2284655.0,0.0,0.0,0.0,1.641,18.0,18.0,787.047,8445.0,8445.0,3288.922,35288.0,35288.0
2008-01-01,,,,253730.899,2605237.0,2605237.0,1.0,18.0,18.0,,,,385.695,3960.0,3960.0,3361.405,34514.0,34514.0
2008-02-01,,,,213696.129,2201461.0,2201461.0,1.0,30.0,30.0,,,,491.87100000000004,5067.0,5067.0,0.0,0.0,0.0
2008-03-01,,,,258301.881,2619392.0,2619392.0,2.0,18.0,18.0,,,,119.119,1208.0,1208.0,0.0,0.0,0.0
2008-04-01,,,,206550.387,2113695.0,2113695.0,0.0,0.0,0.0,,,,506.613,5184.0,5184.0,0.0,0.0,0.0
2008-05-01,,,,139642.602,1428598.0,1428598.0,3.0,6.0,6.0,,,,999.398,10224.0,10224.0,0.0,0.0,0.0
2008-06-01,,,,216557.183,2229074.0,2229074.0,4.0,35.0,35.0,,,,1679.861,17291.0,17291.0,2681.956,27606.0,27606.0
2008-07-01,,,,256636.72,2655469.0,2655469.0,2.0,24.0,24.0,,,,1639.28,16962.0,16962.0,0.0,0.0,0.0
2008-08-01,,,,243202.481,2476403.0,2476403.0,2.0,24.0,24.0,,,,487.519,4964.0,4964.0,0.0,0.0,0.0
2008-09-01,,,,233024.968,2396386.0,2396386.0,5.0,24.0,24.0,,,,729.032,7497.0,7497.0,0.0,0.0,0.0
2008-10-01,,,,217351.328,2228839.0,2228839.0,2.0,35.0,35.0,,,,439.672,4509.0,4509.0,0.0,0.0,0.0
2008-11-01,,,,219937.489,2244601.0,2244601.0,2.0,24.0,24.0,,,,314.511,3210.0,3210.0,0.0,0.0,0.0
2008-12-01,,,,202916.704,2095579.0,2095579.0,4.0,47.0,47.0,,,,634.716,6555.0,6555.0,6082.579000000001,62817.0,62817.0
2009-01-01,,,,243506.399,2472819.0,2472819.0,1.0,18.0,18.0,,,,305.933,3107.0,3107.0,19065.667999999998,193613.0,193613.0
2009-02-01,,,,191689.916,1928930.0,1928930.0,4.0,42.0,42.0,,,,461.803,4647.0,4647.0,2047.2810000000002,20601.0,20601.0
2009-03-01,,,,175981.0,1886714.0,1886714.0,2.0,24.0,24.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,,,,111708.573,1157944.0,1157944.0,17.0,149.0,149.0,,,,4084.427,42338.0,42338.0,0.0,0.0,0.0
2009-05-01,,,,124083.921,1413049.0,1413049.0,16.0,149.0,149.0,,,,44.079,502.0,502.0,0.0,0.0,0.0
2009-06-01,,,,187566.419,1946748.0,1946748.0,5.0,53.0,53.0,,,,764.581,7936.0,7936.0,0.0,0.0,0.0
2009-07-01,,,,252699.706,2601354.0,2601354.0,2.0,24.0,24.0,,,,0.29400000000000004,3.0,3.0,0.0,0.0,0.0
2009-08-01,,,,230083.246,2407527.0,2407527.0,8.0,88.0,88.0,,,,2197.754,22997.0,22997.0,0.0,0.0,0.0
2009-09-01,,,,144843.344,1611704.0,1611704.0,0.0,0.0,0.0,,,,397.656,4425.0,4425.0,0.0,0.0,0.0
2009-10-01,,,,99167.469,1034138.0,1034138.0,5.0,59.0,59.0,,,,694.5310000000001,7243.0,7243.0,0.0,0.0,0.0
2009-11-01,,,,44157.976,477370.0,477370.0,2.0,12.0,12.0,,,,473.024,5114.0,5114.0,0.0,0.0,0.0
2009-12-01,,,,221269.235,2282128.0,2282128.0,3.0,35.0,35.0,,,,478.765,4938.0,4938.0,0.0,0.0,0.0
2010-01-01,,,,216389.844,2271186.0,2271186.0,3.0,35.0,35.0,,,,644.1560000000001,6761.0,6761.0,0.0,0.0,0.0
2010-02-01,,,,205389.872,2110588.0,2110588.0,10.0,82.0,82.0,,,,1978.1280000000002,20327.0,20327.0,0.0,0.0,0.0
2010-03-01,,,,85198.225,890512.0,890512.0,0.0,0.0,0.0,,,,1253.775,13105.0,13105.0,0.0,0.0,0.0
2010-04-01,,,,7068.42,77992.0,77992.0,4.0,36.0,36.0,,,,4995.58,55121.0,55121.0,0.0,0.0,0.0
2010-05-01,,,,87264.564,954597.0,954597.0,1.0,12.0,12.0,,,,2392.436,26171.0,26171.0,0.0,0.0,0.0
2010-06-01,,,,169838.217,1780102.0,1780102.0,3.0,24.0,24.0,,,,890.783,9336.0,9336.0,0.0,0.0,0.0
2010-07-01,,,,196942.361,2015166.0,2015166.0,7.0,82.0,82.0,,,,9009.914,92192.0,92192.0,5722.725,58556.0,58556.0
2010-08-01,,,,179563.399,1901462.0,1901462.0,,,,,,,1921.786,20350.0,20350.0,433.815,4594.0,4594.0
2010-09-01,,,,129086.697,1390828.0,1390828.0,1.0,12.0,12.0,,,,2375.3030000000003,25592.0,25592.0,0.0,0.0,0.0
2010-10-01,,,,54408.746,621701.0,621701.0,1.0,24.0,24.0,,,,2713.254,31003.0,31003.0,0.0,0.0,0.0
2010-11-01,,,,129688.287,1366865.0,1366865.0,,,,,,,2602.713,27432.0,27432.0,0.0,0.0,0.0
2010-12-01,,,,207123.998,2256155.0,2256155.0,5.0,12.0,12.0,,,,214.002,2331.0,2331.0,0.0,0.0,0.0
2011-01-01,,,,192084.08,2021035.0,2021035.0,5.0,29.0,29.0,,,,1215.846,12793.0,12793.0,1568.075,16499.0,16499.0
2011-02-01,,,,112031.69,1217396.0,1217396.0,4.0,24.0,24.0,,,,1329.313,14445.0,14445.0,0.0,0.0,0.0
2011-03-01,,,,91805.139,999374.0,999374.0,5.0,71.0,71.0,,,,2362.861,25722.0,25722.0,0.0,0.0,0.0
2011-04-01,,,,9177.028,107886.0,107886.0,0.0,0.0,0.0,,,,803.972,9452.0,9452.0,0.0,0.0,0.0
2011-05-01,,,,24302.456,288253.0,288253.0,2.0,48.0,48.0,,,,1281.544,15201.0,15201.0,0.0,0.0,0.0
2011-06-01,,,,93797.003,1093058.0,1093058.0,8.0,71.0,71.0,,,,6385.997,74419.0,74419.0,0.0,0.0,0.0
2011-07-01,,,,172029.44,1878548.0,1878548.0,2.0,35.0,35.0,,,,8432.267,92080.0,92080.0,3790.289,41390.0,41390.0
2011-08-01,,,,82643.716,942485.0,942485.0,5.0,59.0,59.0,,,,2351.284,26814.0,26814.0,0.0,0.0,0.0
2011-09-01,,,,35750.404,413009.0,413009.0,1.0,24.0,24.0,,,,1655.596,19126.0,19126.0,0.0,0.0,0.0
2011-10-01,,,,2197.37,24120.0,24120.0,4.0,35.0,35.0,,,,181.63,1994.0,1994.0,0.0,0.0,0.0
2011-11-01,,,,1919.115,23105.0,23105.0,2.0,28.0,28.0,,,,258.885,3117.0,3117.0,0.0,0.0,0.0
2011-12-01,,,,61887.515,699826.0,699826.0,0.0,0.0,0.0,,,,2394.485,27077.0,27077.0,0.0,0.0,0.0
2012-01-01,,,,57323.537,627124.0,627124.0,5.0,46.0,46.0,,,,1391.463,15223.0,15223.0,0.0,0.0,0.0
2012-02-01,,,,2435.787,31587.0,31587.0,0.0,0.0,0.0,,,,360.213,4671.0,4671.0,0.0,0.0,0.0
2012-03-01,,,,4060.99,46595.0,46595.0,2.0,29.0,29.0,,,,144.01,1652.0,1652.0,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0,2.0,18.0,18.0,,,,2461.0,31517.0,31517.0,0.0,0.0,0.0
2012-05-01,,,,13444.481,157371.0,157371.0,2.0,18.0,18.0,,,,1225.519,14345.0,14345.0,0.0,0.0,0.0
2012-06-01,,,,35142.28,419171.0,419171.0,7.0,60.0,60.0,,,,5621.72,67055.0,67055.0,0.0,0.0,0.0
2012-07-01,,,,94471.95,1080922.0,1080922.0,2.0,24.0,24.0,,,,6453.05,73834.0,73834.0,0.0,0.0,0.0
2012-08-01,,,,67163.621,650020.0,650020.0,2.0,24.0,24.0,,,,3308.379,32019.0,32019.0,0.0,0.0,0.0
2012-09-01,,,,12911.266,143697.0,143697.0,2.0,42.0,42.0,,,,6028.734,67097.0,67097.0,0.0,0.0,0.0
2012-10-01,,,,2634.588,30751.0,30751.0,2.0,36.0,36.0,,,,4336.412,50614.0,50614.0,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1078.0,14678.0,14678.0,0.0,0.0,0.0
2015-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,121.03,1263.0,1263.0,1899.97,19824.0,19824.0
2015-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1868.0,25393.0,25393.0,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2827.0,34409.0,34409.0,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1565.0,19150.0,19150.0,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7076.0,86621.0,86621.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12305.975,138837.0,138837.0,9.025,102.0,102.0
2015-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1281.0,16555.0,16555.0,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4484.0,54839.0,54839.0,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,904.0,10366.0,10366.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2604.0,30390.0,30390.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4139.0,55091.0,55091.0,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8020.463,88317.0,88317.0,1019.537,11227.0,11227.0
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5753.0,73431.0,73431.0,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,454.0,6227.0,6227.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,283.0,4387.0,4387.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,,,,0.0,76.0,76.0,,,,901.0,12633.0,12633.0,0.0,0.0,0.0
2017-02-01,,,,,,,0.0,65.0,65.0,,,,968.0,11730.0,11730.0,0.0,0.0,0.0
2017-03-01,,,,,,,0.0,94.0,94.0,,,,2966.0,32152.0,32152.0,0.0,0.0,0.0
2017-04-01,,,,,,,0.0,94.0,94.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,,,,0.0,47.0,47.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,,,,,,,0.0,35.0,35.0,,,,4113.0,47753.0,47753.0,0.0,0.0,0.0
2017-07-01,,,,,,,0.0,35.0,35.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,,,,,,,0.0,24.0,24.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,,,,,,,0.0,29.0,29.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,,,,,,,0.0,53.0,53.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,,,,,,,0.0,59.0,59.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,,,,,,,0.0,917.0,917.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
