measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,94079.0,894569.0,894569.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,105262.0,1059496.0,1059496.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,110196.0,1082404.0,1082404.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,,,,5.0,71.0,71.0,90470.0,873150.0,873150.0,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,,,,5.0,59.0,59.0,108212.0,1044851.0,1044851.0,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,105913.0,1012645.0,1012645.0,0.0,0.0,0.0
2004-05-01,5.0,43.0,43.0,,,,0.0,0.0,0.0,109393.0,1056996.0,1056996.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,,,,4.0,117.0,117.0,101477.0,1009817.0,1009817.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,,,,3.0,88.0,88.0,112346.0,1094408.0,1094408.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,,,,5.0,76.0,76.0,108290.0,1071134.0,1071134.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,,,,5.0,82.0,82.0,110903.0,1077599.0,1077599.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,,,,5.0,82.0,82.0,126496.0,1186666.0,1186666.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,,,,5.0,88.0,88.0,23708.0,232138.0,232138.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,,,,7.0,480.0,480.0,57938.0,568386.0,568386.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,,,,6.0,76.05,76.05,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,,,,2.0,40.95,40.95,35451.0,370009.09,370009.09,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,,,,4.0,40.95,40.95,92303.0,923638.78,923638.78,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,2.0,29.25,29.25,114920.0,1097807.69,1097807.69,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,,,,2.0,40.95,40.95,125807.0,1174397.56,1174397.56,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,128363.0,1187239.73,1187239.73,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,,,,3.0,40.95,40.95,124864.0,1145281.44,1145281.44,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,,,,2.0,35.1,35.1,144290.0,1304789.12,1304789.12,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,,,,1.0,11.7,11.7,123968.0,1161595.91,1161595.91,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,,,,1.0,11.7,11.7,73633.0,741810.73,741810.73,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,,,,2.0,117.0,117.0,127762.0,1202712.69,1202712.69,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,,,,3.0,58.5,58.5,119429.0,1180743.5,1180743.5,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,,,,2.0,29.0,29.0,91647.0,948830.0,948830.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,,,,3.0,59.0,59.0,2623.0,25695.0,25695.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,,,,3.0,23.0,23.0,107027.0,1003324.0,1003324.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,,,,4.0,146.0,146.0,98846.0,998438.0,998438.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,,,,2.0,12.0,12.0,120959.0,1137046.0,1137046.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,,,,3.0,53.0,53.0,108817.0,1093972.0,1093972.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,,,,3.0,47.0,47.0,122612.0,1211697.0,1211697.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,,,,2.0,76.0,76.0,127464.0,1214031.0,1214031.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,,,,3.0,41.0,41.0,11349.0,116559.0,116559.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,,,,2.0,35.0,35.0,33750.0,318290.0,318290.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,,,,3.0,35.0,35.0,73078.0,741420.0,741420.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,,,,3.0,53.0,53.0,98172.0,1004050.0,1004050.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,65453.0,630945.0,630945.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,53852.0,514906.0,514906.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109834.0,1005335.0,1005335.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,120583.0,1146873.0,1146873.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,121543.0,1160952.0,1160952.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,111346.0,1078383.0,1078383.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,125046.0,1189335.0,1189335.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,131108.0,1209698.0,1209698.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,115615.0,1101533.0,1101533.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,76266.0,711359.0,711359.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,431.0,431.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1003.0,13600.0,152863.0,152863.0,0.0,0.0,0.0
2008-01-01,,,,,,,0.0,40.0,40.0,74254.0,1095180.0,1095180.0,39604.0,0.0,0.0
2008-02-01,,,,,,,0.0,45.0,45.0,71324.0,1065021.0,1065021.0,39133.0,0.0,0.0
2008-03-01,,,,,,,0.0,40.0,40.0,70971.0,1032937.0,1032937.0,40105.0,0.0,0.0
2008-04-01,,,,,,,0.0,23.0,23.0,62851.0,963783.0,963783.0,36621.0,0.0,0.0
2008-05-01,,,,,,,0.0,46.0,46.0,68311.0,1073732.0,1073732.0,41465.0,0.0,0.0
2008-06-01,,,,,,,0.0,29.0,29.0,70438.0,1063533.0,1063533.0,42246.0,0.0,0.0
2008-07-01,,,,,,,0.0,23.0,23.0,77417.0,1181320.0,1181320.0,46106.0,0.0,0.0
2008-08-01,,,,,,,0.0,52.0,52.0,74122.0,1136865.0,1136865.0,44680.0,0.0,0.0
2008-09-01,,,,,,,0.0,57.0,57.0,65406.0,1032980.0,1032980.0,39289.0,0.0,0.0
2008-10-01,,,,,,,0.0,23.0,23.0,64292.0,962619.0,962619.0,37173.0,0.0,0.0
2008-11-01,,,,,,,0.0,41.0,41.0,43257.0,592990.0,592990.0,22575.0,0.0,0.0
2008-12-01,,,,,,,0.0,17.0,17.0,51430.0,700937.0,700937.0,25443.0,0.0,0.0
2009-01-01,,,,,,,0.0,57.0,57.0,50947.0,691672.0,691672.0,24544.0,0.0,0.0
2009-02-01,,,,,,,0.0,179.0,179.0,39857.0,536530.0,536530.0,19898.0,0.0,0.0
2009-03-01,,,,,,,0.0,17.0,17.0,51211.0,706899.0,706899.0,26539.0,0.0,0.0
2009-04-01,,,,,,,0.0,46.0,46.0,49311.0,684262.0,684262.0,25834.0,0.0,0.0
2009-05-01,,,,,,,0.0,35.0,35.0,48850.0,690215.0,690215.0,26082.0,0.0,0.0
2009-06-01,,,,,,,0.0,40.0,40.0,45894.0,668948.0,668948.0,24681.0,0.0,0.0
2009-07-01,,,,,,,0.0,40.0,40.0,47297.0,675730.0,675730.0,24818.0,0.0,0.0
2009-08-01,,,,,,,0.0,35.0,35.0,47414.0,678355.0,678355.0,25153.0,0.0,0.0
2009-09-01,,,,,,,0.0,345.0,345.0,42430.0,607531.0,607531.0,22592.0,0.0,0.0
2009-10-01,,,,,,,0.0,52.0,52.0,45229.0,651408.0,651408.0,26065.0,0.0,0.0
2009-11-01,,,,,,,0.0,29.0,29.0,31675.0,447638.0,447638.0,17368.0,0.0,0.0
2009-12-01,,,,,,,0.0,46.0,46.0,54391.0,733247.0,733247.0,26650.0,0.0,0.0
2010-01-01,,,,,,,0.0,52.0,52.0,51003.0,685015.0,685015.0,24335.0,0.0,0.0
2010-02-01,,,,,,,0.0,138.0,138.0,35676.0,495912.0,495912.0,16667.0,0.0,0.0
2010-03-01,,,,,,,0.0,29.0,29.0,50237.0,696410.0,696410.0,26514.0,0.0,0.0
2010-04-01,,,,,,,0.0,29.0,29.0,45754.0,646416.0,646416.0,25154.0,0.0,0.0
2010-05-01,,,,,,,0.0,35.0,35.0,48092.0,676067.0,676067.0,26847.0,0.0,0.0
2010-06-01,,,,,,,0.0,35.0,35.0,62572.0,932035.0,932035.0,37005.0,0.0,0.0
2010-07-01,,,,,,,0.0,70.0,70.0,74346.0,1137700.0,1137700.0,45155.0,0.0,0.0
2010-08-01,,,,,,,0.0,40.0,40.0,70762.0,1061462.0,1061462.0,41434.0,0.0,0.0
2010-09-01,,,,,,,0.0,23.0,23.0,63956.0,972362.0,972362.0,38702.0,0.0,0.0
2010-10-01,,,,,,,0.0,52.0,52.0,21329.0,293456.0,293456.0,10999.0,0.0,0.0
2010-11-01,,,,,,,0.0,48.0,48.0,31409.0,430907.0,430907.0,16013.0,0.0,0.0
2010-12-01,,,,,,,0.0,34.0,34.0,35382.0,463526.0,463526.0,17380.0,0.0,0.0
2011-01-01,,,,,,,0.0,34.0,34.0,51926.0,705378.0,705378.0,25436.0,0.0,0.0
2011-02-01,,,,,,,0.0,40.0,40.0,41773.0,574796.0,574796.0,21155.0,0.0,0.0
2011-03-01,,,,,,,0.0,104.0,104.0,56420.0,880151.0,880151.0,34194.0,0.0,0.0
2011-04-01,,,,,,,0.0,115.0,115.0,14556.0,216720.0,216720.0,8576.0,0.0,0.0
2011-05-01,,,,,,,0.0,75.0,75.0,30652.0,436323.0,436323.0,16025.0,0.0,0.0
2011-06-01,,,,,,,0.0,75.0,75.0,68838.0,1031276.0,1031276.0,40534.0,0.0,0.0
2011-07-01,,,,,,,0.0,0.0,0.0,84611.0,1243116.0,1243116.0,49442.0,0.0,0.0
2011-08-01,,,,,,,0.0,34.0,34.0,83594.0,1227626.0,1227626.0,48785.0,0.0,0.0
2011-09-01,,,,,,,0.0,56.0,56.0,33014.0,492990.0,492990.0,19392.0,0.0,0.0
2011-10-01,,,,,,,0.0,11.0,11.0,39653.0,556238.0,556238.0,21976.0,0.0,0.0
2011-11-01,,,,,,,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,,,,,,,0.0,40.0,40.0,66493.0,953688.0,953688.0,35588.0,0.0,0.0
2012-02-01,,,,,,,0.0,41.0,41.0,80250.0,1083563.0,1083563.0,42438.0,0.0,0.0
2012-03-01,,,,,,,0.0,64.0,64.0,34182.0,477855.0,477855.0,18039.0,0.0,0.0
2012-04-01,,,,,,,0.0,29.0,29.0,50647.0,695047.0,695047.0,26891.0,0.0,0.0
2012-05-01,,,,,,,0.0,41.0,41.0,50086.0,697740.0,697740.0,26958.0,0.0,0.0
2012-06-01,,,,,,,0.0,52.0,52.0,46174.0,650106.0,650106.0,24854.0,0.0,0.0
2012-07-01,,,,,,,0.0,35.0,35.0,54906.0,788684.0,788684.0,29484.0,0.0,0.0
2012-08-01,,,,,,,0.0,41.0,41.0,62128.0,896252.0,896252.0,34953.0,0.0,0.0
2012-09-01,,,,,,,0.0,58.0,58.0,79314.0,1165502.0,1165502.0,45189.0,0.0,0.0
2012-10-01,,,,,,,0.0,52.0,52.0,46403.0,662965.0,662965.0,25828.0,0.0,0.0
2012-11-01,,,,,,,0.0,41.0,41.0,32833.0,498102.0,498102.0,18098.0,0.0,0.0
2012-12-01,,,,,,,0.0,41.0,41.0,30425.0,457452.0,457452.0,17374.0,0.0,0.0
2013-01-01,,,,,,,0.0,46.0,46.0,25627.0,369067.0,369067.0,13832.0,0.0,0.0
2013-02-01,,,,,,,0.0,12.0,12.0,17027.0,238790.0,238790.0,8459.0,0.0,0.0
2013-03-01,,,,,,,0.0,47.0,47.0,23633.0,317373.0,317373.0,12159.0,0.0,0.0
2013-04-01,,,,,,,0.0,93.0,93.0,44098.0,665344.0,665344.0,25828.0,0.0,0.0
2013-05-01,,,,,,,0.0,139.0,139.0,47698.0,740990.0,740990.0,29121.0,0.0,0.0
2013-06-01,,,,,,,0.0,46.0,46.0,67839.0,1054506.0,1054506.0,41247.0,0.0,0.0
2013-07-01,,,,,,,0.0,23.0,23.0,72723.0,1118027.0,1118027.0,43238.0,0.0,0.0
2013-08-01,,,,,,,0.0,47.0,47.0,75524.0,1147390.0,1147390.0,44529.0,0.0,0.0
2013-09-01,,,,,,,0.0,40.0,40.0,44646.0,673328.0,673328.0,26521.0,0.0,0.0
2013-10-01,,,,,,,0.0,40.0,40.0,6.0,738.0,738.0,0.0,0.0,0.0
2013-11-01,,,,,,,0.0,35.0,35.0,14782.0,235006.0,235006.0,8001.0,0.0,0.0
2013-12-01,,,,,,,0.0,40.0,40.0,36952.0,505855.0,505855.0,19079.0,0.0,0.0
2014-01-01,,,,,,,0.0,45.0,45.0,41623.0,618737.0,618737.0,22149.0,0.0,0.0
2014-02-01,,,,,,,0.0,47.0,47.0,32088.0,457110.0,457110.0,16611.0,0.0,0.0
2014-03-01,,,,,,,0.0,133.0,133.0,16023.0,248192.0,248192.0,8695.0,0.0,0.0
2014-04-01,,,,,,,0.0,35.0,35.0,25286.0,384272.0,384272.0,14887.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,305.0,11189.0,167475.0,167475.0,6618.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,8390.0,132040.0,132040.0,5281.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,27354.0,421028.0,421028.0,16548.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45098.0,668854.0,668854.0,27211.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,18591.0,296500.0,296500.0,11335.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69996.0,1016536.0,1016536.0,41753.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,4927.0,82685.0,82685.0,2783.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9185.0,112907.0,112907.0,4378.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,,,,,,,32690.0,454669.0,454669.0,16554.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,,,,,,,12589.0,177647.0,177647.0,7207.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,,,,,,,57284.0,861567.0,861567.0,33510.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,,,,,,,76323.0,1092754.0,1092754.0,41786.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,,,,,,,15324.0,211352.0,211352.0,8447.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,,,,,,,31941.0,485190.0,485190.0,19262.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,,,,,,,6573.0,100943.0,100943.0,3836.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,,,,,,,0.0,221.0,221.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,,,,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,,,,0.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,,,,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,,,,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,,,,3677.0,79666.0,79666.0,2079.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,,,,,,,23261.0,352031.0,352031.0,15485.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,,,,,,,16565.0,252664.0,252664.0,10465.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,,,,,,,4857.0,72968.0,72968.0,2928.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,,,,,,,5259.0,77020.0,77020.0,3294.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,,,,,,,4458.0,67982.0,67982.0,2721.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,,,,,,,9416.0,140670.0,140670.0,5426.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,,,,,,,19571.0,292418.0,292418.0,12114.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,,,,,,,2908.0,46388.0,46388.0,1933.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,,,,,,,9621.0,148188.0,148188.0,6290.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,,,,,,,5892.0,97553.0,97553.0,3770.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,,,,,,,41244.0,654372.0,654372.0,26147.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,,,,,,,26193.0,388772.0,388772.0,17021.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,,,,,,,1208.0,23613.0,23613.0,542.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,,,,,,,4492.0,73822.0,73822.0,2856.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,,,,,,,1906.0,32194.0,32194.0,1311.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,,,,,,,4601.0,74902.0,74902.0,3228.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,,,,,,,12609.0,212543.0,212543.0,8256.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,,,,,,,14725.0,231323.0,231323.0,9964.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,,,,,,,51423.0,776054.0,776054.0,33141.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,,,,,,,17894.0,250878.0,250878.0,10828.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,,,,,,,28516.0,429956.0,429956.0,19187.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,,,,,,,10302.0,155879.0,155879.0,6122.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,,,,,,,7841.0,121462.0,121462.0,4952.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,,,,,,,4838.0,88014.0,88014.0,2958.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,,,,,,,13108.0,181116.0,181116.0,8300.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,,,,,,,12928.0,201535.0,201535.0,8806.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,,,,,,,19835.0,291399.0,291399.0,12776.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,,,,,,,15446.0,233529.0,233529.0,10444.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,,,,,,,3906.0,65596.0,65596.0,2970.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,,,,,,,19161.0,318823.0,318823.0,13118.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,,,,,,,43359.0,659395.0,659395.0,28886.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,,,,,,,15974.0,252931.0,252931.0,10474.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,,,,,,,12070.0,183829.0,183829.0,7738.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,,,,,,,3656.0,61916.0,61916.0,1709.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,,,,,,,14867.0,249660.0,249660.0,9932.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,,,,,,,25787.0,375528.0,375528.0,16014.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,,,,,,,6412.0,96427.0,96427.0,4193.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,,,,,,,13485.0,216338.0,216338.0,9197.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,,,,,,,14102.0,227227.0,227227.0,9825.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,,,,,,,28257.0,444755.0,444755.0,19435.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,,,,,,,19722.0,322807.0,322807.0,13895.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,,,,,,,7685.0,125928.0,125928.0,5257.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,,,,,,,334.0,6607.0,6607.0,126.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,,,,,,,2209.0,32517.0,32517.0,1133.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,,,,,,,708.0,13032.0,13032.0,274.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,,,,,,,21534.0,331536.0,331536.0,13147.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,,,,,,,76925.0,1171755.0,1171755.0,47471.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,,,,,,,58002.0,890445.0,890445.0,35538.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,,,,,,,17376.0,250991.0,250991.0,10538.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,,,,,,,819.0,9356.0,9356.0,205.0,0.0,0.0
