measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2008-08-01,6112.738,60234.92,60234.92
2008-09-01,5937.018,58503.380000000005,58503.380000000005
2008-10-01,6140.366,60507.17,60507.17
2008-11-01,5864.737,57791.12,57791.12
2008-12-01,5968.767000000001,58816.23,58816.23
2009-01-01,5617.838000000001,54830.1,54830.1
2009-02-01,5088.919,49667.85,49667.85
2009-03-01,5658.226000000001,55224.29,55224.29
2009-04-01,5391.919,52625.13,52625.13
2009-05-01,5500.903,53688.81,53688.81
2009-06-01,5325.316,51975.08,51975.08
2009-07-01,5613.354,54786.34,54786.34
2009-08-01,5562.0830000000005,54285.93,54285.93
2009-09-01,5411.031,52811.66,52811.66
2009-10-01,5559.378000000001,54259.53,54259.53
2009-11-01,5446.999000000001,53162.71,53162.71
2009-12-01,5824.034000000001,56842.57,56842.57
2010-01-01,1308.8020000000001,12769.0,12769.0
2010-02-01,1175.704,11470.0,11470.0
2010-03-01,1281.576,12503.0,12503.0
2010-04-01,1212.884,11833.0,11833.0
2010-05-01,1273.712,12426.0,12426.0
2010-06-01,1233.931,12038.0,12038.0
2010-07-01,1269.086,12381.0,12381.0
2010-08-01,1277.3790000000001,12462.0,12462.0
2010-09-01,1239.065,12088.0,12088.0
2010-10-01,1186.9450000000002,11580.0,11580.0
2010-11-01,1242.14,12118.0,12118.0
2010-12-01,1298.776,12671.0,12671.0
2011-01-01,6631.065,64427.0,64427.0
2011-02-01,6016.396,58455.0,58455.0
2011-03-01,6630.13,64418.0,64418.0
2011-04-01,6073.645,59012.0,59012.0
2011-05-01,6517.122,63320.0,63320.0
2011-06-01,6018.862,58479.0,58479.0
2011-07-01,6402.29,62205.0,62205.0
2011-08-01,6405.196,62233.0,62233.0
2011-09-01,6129.037,59550.0,59550.0
2011-10-01,6435.225,62525.0,62525.0
2011-11-01,6294.207,61155.0,61155.0
2011-12-01,6546.825,63609.0,63609.0
2012-01-01,5675.349,54007.0,54007.0
2012-02-01,5335.398,50772.0,50772.0
2012-03-01,5801.032,55203.0,55203.0
2012-04-01,5689.637,54143.0,54143.0
2012-05-01,5859.616,55760.0,55760.0
2012-06-01,5650.633,53771.0,53771.0
2012-07-01,5899.68,56141.0,56141.0
2012-08-01,5836.207,55537.0,55537.0
2012-09-01,5761.526,54827.0,54827.0
2012-10-01,5868.23,55842.0,55842.0
2012-11-01,5852.239,55690.0,55690.0
2012-12-01,6058.453,57652.0,57652.0
2013-01-01,5023.995,47934.0,47934.0
2013-02-01,4464.421,42595.0,42595.0
2013-03-01,5068.249,48356.0,48356.0
2013-04-01,4630.295,44178.0,44178.0
2013-05-01,4874.942,46512.0,46512.0
2013-06-01,4726.676,45097.0,45097.0
2013-07-01,5040.478,48091.0,48091.0
2013-08-01,5005.813,47760.0,47760.0
2013-09-01,4841.548,46193.0,46193.0
2013-10-01,4975.663,47473.0,47473.0
2013-11-01,4350.844,41511.0,41511.0
2013-12-01,4793.076,45731.0,45731.0
2014-01-01,4302.841,40920.0,40920.0
2014-02-01,3883.453,36932.0,36932.0
2014-03-01,4315.382,41039.0,41039.0
2014-04-01,4305.671,40947.0,40947.0
2014-05-01,4408.649,41926.0,41926.0
2014-06-01,4344.599,41317.0,41317.0
2014-07-01,4530.212,43082.0,43082.0
2014-08-01,4515.98,42947.0,42947.0
2014-09-01,4373.136,41589.0,41589.0
2014-10-01,4493.587,42734.0,42734.0
2014-11-01,4427.582,42106.0,42106.0
2014-12-01,4427.908,42109.0,42109.0
2015-01-01,6769.072,63081.0,63081.0
2015-02-01,6168.483,57484.0,57484.0
2015-03-01,6756.402,62963.0,62963.0
2015-04-01,6080.722,56666.0,56666.0
2015-05-01,6808.25,63446.0,63446.0
2015-06-01,6606.98,61570.0,61570.0
2015-07-01,6806.383,63429.0,63429.0
2015-08-01,6770.061,63090.0,63090.0
2015-09-01,5670.473,52843.0,52843.0
2015-10-01,6336.51,59050.0,59050.0
2015-11-01,6085.659,56712.0,56712.0
2015-12-01,6263.005,58365.0,58365.0
2016-01-01,6473.464,59763.0,59763.0
2016-02-01,6058.0,55927.0,55927.0
2016-03-01,6450.95,59555.0,59555.0
2016-04-01,5930.758,54753.0,54753.0
2016-05-01,6771.328,62513.0,62513.0
2016-06-01,6504.62,60051.0,60051.0
2016-07-01,6965.428,64305.0,64305.0
2016-08-01,6984.41,64480.0,64480.0
2016-09-01,6839.378,63141.0,63141.0
2016-10-01,6821.5,62976.0,62976.0
2016-11-01,6758.349,62393.0,62393.0
2016-12-01,7162.815,66127.0,66127.0
2017-01-01,6502.301,59906.0,59906.0
2017-02-01,5692.436,52444.0,52444.0
2017-03-01,6367.646,58665.0,58665.0
2017-04-01,6172.872,56871.0,56871.0
2017-05-01,5988.804,55175.0,55175.0
2017-06-01,5961.152,54920.0,54920.0
2017-07-01,6321.319,58238.0,58238.0
2017-08-01,6282.795,57883.0,57883.0
2017-09-01,6174.093,56882.0,56882.0
2017-10-01,5549.074,51124.0,51124.0
2017-11-01,6010.206,55372.0,55372.0
2017-12-01,6236.302,57455.0,57455.0
2018-01-01,6586.116,59960.0,59960.0
2018-02-01,6272.075,57101.0,57101.0
2018-03-01,6697.67,60976.0,60976.0
2018-04-01,5819.531,52981.0,52981.0
2018-05-01,6847.912,62343.0,62343.0
2018-06-01,6539.305,59534.0,59534.0
2018-07-01,6811.634,62013.0,62013.0
2018-08-01,6775.415,61683.0,61683.0
2018-09-01,6570.375,59817.0,59817.0
2018-10-01,6300.605,57361.0,57361.0
2018-11-01,6533.375,59480.0,59480.0
2018-12-01,6928.987,63081.0,63081.0
2019-01-01,6274.141,55871.0,55871.0
2019-02-01,5834.745,51958.0,51958.0
2019-03-01,6435.394,57307.0,57307.0
2019-04-01,5884.211,52399.0,52399.0
2019-05-01,6249.698,55654.0,55654.0
2019-06-01,6126.743,54559.0,54559.0
2019-07-01,6352.557,56570.0,56570.0
2019-08-01,6433.834,57293.0,57293.0
2019-09-01,6304.909,56145.0,56145.0
2019-10-01,5026.486,44761.0,44761.0
2019-11-01,4402.373,39203.0,39203.0
2019-12-01,5499.909,48977.0,48977.0
2020-01-01,4271.302,37447.0,37447.0
2020-02-01,4681.887,41046.0,41046.0
2020-03-01,5940.254,52078.0,52078.0
2020-04-01,5708.267,50044.0,50044.0
2020-05-01,5655.302,49580.0,49580.0
2020-06-01,5267.331,46179.0,46179.0
2020-07-01,5692.839,49909.0,49909.0
2020-08-01,5712.289,50080.0,50080.0
2020-09-01,5361.75,47006.0,47006.0
2020-10-01,5150.412,45154.0,45154.0
2020-11-01,5667.351,49686.0,49686.0
2020-12-01,5549.016,48648.0,48648.0
2021-01-01,4520.881,39983.0,39983.0
2021-02-01,4480.646,39627.0,39627.0
2021-03-01,4468.127,39516.0,39516.0
2021-04-01,4484.591,39662.0,39662.0
2021-05-01,4521.572,39989.0,39989.0
2021-06-01,4507.372,39863.0,39863.0
2021-07-01,4890.639,43253.0,43253.0
2021-08-01,4817.471,42606.0,42606.0
2021-09-01,4772.506,42208.0,42208.0
2021-10-01,4490.319,39712.0,39712.0
2021-11-01,4656.926,41186.0,41186.0
2021-12-01,4977.95,44025.0,44025.0
2022-01-01,5979.347,20402.0,20402.0
2022-02-01,4952.769,16899.0,16899.0
2022-03-01,5419.247,18490.0,18490.0
2022-04-01,5587.087,19063.0,19063.0
2022-05-01,5680.56,19382.0,19382.0
2022-06-01,5453.297,18607.0,18607.0
2022-07-01,5748.783,19615.0,19615.0
2022-08-01,5691.015,19418.0,19418.0
2022-09-01,5497.634,18758.0,18758.0
2022-10-01,5607.025,19131.0,19131.0
2022-11-01,5496.554,18754.0,18754.0
2022-12-01,5866.682,20017.0,20017.0
2023-01-01,5106.0,17422.0,17422.0
2023-02-01,1547.0,5278.0,5278.0
2023-03-01,6686.0,22813.0,22813.0
2023-04-01,6082.0,20752.0,20752.0
2023-05-01,5752.0,19626.0,19626.0
2023-06-01,4566.0,15579.0,15579.0
2023-07-01,3979.0,13576.0,13576.0
2023-08-01,2765.0,9434.0,9434.0
2023-09-01,1375.0,4692.0,4692.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
