measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2017-02-01,3121.167,34070.0,34070.0,0.0,0.0,0.0
2017-03-01,3403.339,37150.0,37150.0,0.0,0.0,0.0
2017-04-01,3241.349,35382.0,35382.0,0.0,0.0,0.0
2017-05-01,3495.802,38160.0,38160.0,0.0,0.0,0.0
2017-06-01,3212.933,35072.0,35072.0,0.0,0.0,0.0
2017-07-01,3088.606,33715.0,33715.0,0.0,0.0,0.0
2017-08-01,3108.477,33932.0,33932.0,0.0,0.0,0.0
2017-09-01,2964.029,32355.0,32355.0,0.0,0.0,0.0
2017-10-01,3195.841,34885.0,34885.0,0.0,0.0,0.0
2017-11-01,3068.996,33501.0,33501.0,0.0,0.0,0.0
2017-12-01,3312.264,36156.0,36156.0,0.0,0.0,0.0
2018-01-01,2736.527,36309.0,36309.0,0.0,0.0,0.0
2018-02-01,2411.972,32003.0,32003.0,0.0,0.0,0.0
2018-03-01,2597.294,34461.0,34461.0,0.0,0.0,0.0
2018-04-01,2585.329,34303.0,34303.0,0.0,0.0,0.0
2018-05-01,2716.695,36046.0,36046.0,0.0,0.0,0.0
2018-06-01,2437.731,32344.0,32344.0,0.0,0.0,0.0
2018-07-01,2504.677,33233.0,33233.0,0.0,0.0,0.0
2018-08-01,2387.308,31675.0,31675.0,0.0,0.0,0.0
2018-09-01,2274.049,30173.0,30173.0,0.0,0.0,0.0
2018-10-01,2634.362,34953.0,34953.0,0.0,0.0,0.0
2018-11-01,2562.027,33994.0,33994.0,0.0,0.0,0.0
2018-12-01,2647.029,35121.0,35121.0,0.0,0.0,0.0
2019-01-01,2019.871,22454.0,22454.0,0.0,0.0,0.0
2019-02-01,1817.546,20205.0,20205.0,0.0,0.0,0.0
2019-03-01,2065.288,22959.0,22959.0,0.0,0.0,0.0
2019-04-01,1911.161,21246.0,21246.0,0.0,0.0,0.0
2019-05-01,2027.06,22534.0,22534.0,0.0,0.0,0.0
2019-06-01,1871.732,20807.0,20807.0,0.0,0.0,0.0
2019-07-01,1880.61,20906.0,20906.0,0.0,0.0,0.0
2019-08-01,1831.94,20365.0,20365.0,0.0,0.0,0.0
2019-09-01,1721.812,19141.0,19141.0,0.0,0.0,0.0
2019-10-01,1787.285,19869.0,19869.0,0.0,0.0,0.0
2019-11-01,1759.896,19564.0,19564.0,0.0,0.0,0.0
2019-12-01,1952.799,21709.0,21709.0,0.0,0.0,0.0
2020-01-01,606.001,9892.0,9892.0,0.0,0.0,0.0
2020-02-01,542.818,8860.0,8860.0,0.0,0.0,0.0
2020-03-01,617.641,10082.0,10082.0,0.0,0.0,0.0
2020-04-01,593.344,9685.0,9685.0,0.0,0.0,0.0
2020-05-01,583.526,9525.0,9525.0,0.0,0.0,0.0
2020-06-01,545.49,8904.0,8904.0,0.0,0.0,0.0
2020-07-01,533.916,8715.0,8715.0,0.0,0.0,0.0
2020-08-01,528.386,8625.0,8625.0,0.0,0.0,0.0
2020-09-01,528.438,8626.0,8626.0,0.0,0.0,0.0
2020-10-01,574.493,9377.0,9377.0,0.0,0.0,0.0
2020-11-01,543.947,8879.0,8879.0,0.0,0.0,0.0
2020-12-01,600.0,9794.0,9794.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
