measured_on,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Gaseous Propane Generation,Gaseous Propane Quantity Consumed For Electricity,Gaseous Propane Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2002-10-01,15531.892,178556.0,639192.0,,,,,,,,,,,,,3721.163,42783.0,153153.0
2002-11-01,15658.652,168881.0,672570.0,,,,,,,,,,,,,2116.0,22625.0,90639.0
2002-12-01,16603.587,193984.0,676668.0,,,,,,,,,,,,,3252.536,37997.0,132546.0
2003-01-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0
2003-02-01,32975.713,144293.0,573624.0,,,,,,,,,,,,,7226.5070000000005,31624.0,125717.0
2003-03-01,15889.373,184361.0,646956.0,,,,,,,,,,,,,3684.047,42739.0,149978.0
2003-04-01,15145.112000000001,174198.0,606768.0,,,,,,,,,,,,,3479.119,40020.0,139400.0
2003-05-01,14691.476,173084.0,631248.0,,,,,,,,,,,,,3932.755,46330.0,168966.0
2003-06-01,9555.235,103766.0,397632.0,,,,,,,,,,,,,3897.358,42323.0,162181.0
2003-07-01,16649.0,174217.0,601788.0,,,,,,,,,,,,,3980.0,41647.0,143861.0
2003-08-01,17235.0,183826.0,635712.0,,,,,,,,,,,,,3870.0,41279.0,142752.0
2003-09-01,15413.0,165572.0,578688.0,,,,,,,,,,,,,4414.0,47414.0,165715.0
2003-10-01,16916.0,178848.0,621204.0,,,,,,,,,,,,,4012.0,42417.0,147332.0
2003-11-01,17261.0,198804.0,709368.0,,,,,,,,,,,,,3523.0,40583.0,144806.0
2003-12-01,16860.0,186039.0,681696.0,,,,,,,,,,,,,4541.0,50101.0,183582.0
2004-01-01,13505.7659,72781.59,559697.76,,,,,,,,,,,,,4892.395100000001,26364.76,202747.67
2004-02-01,11207.33903,60395.54,464447.76,,,,,,,,,,,,,4436.90997,23910.19,183871.74
2004-03-01,11945.23928,64372.03,495027.36,,,,,,,,,,,,,4816.91472,25958.0,199619.66
2004-04-01,15810.11977,85199.59,655193.4,,,,,,,,,,,,,3709.14923,19988.34,153712.31
2004-05-01,14964.00105,80639.92,620129.04,,,,,,,,,,,,,3474.68595,18724.83,143995.82
2004-06-01,14118.8249,76085.33,585103.8,,,,,,,,,,,,,3274.3391,17645.18,135693.18
2004-07-01,18234.04098,98261.93,755644.08,,,,,,,,,,,,,3553.04702,19147.11,147243.22
2004-08-01,15807.68723,85186.49,655092.6,,,,,,,,,,,,,2637.28677,14212.15,109292.84
2004-09-01,11351.76838,61173.86,470433.12,,,,,,,,,,,,,4367.22762,23534.67,180984.01
2004-10-01,16895.64719,91049.42,700179.12,,,,,,,,,,,,,2240.85181,12075.79,92864.02
2004-11-01,15189.36069,81854.36,629468.28,,,,,,,,,,,,,3907.04831,21054.8,161913.53
2004-12-01,14419.96748,77708.16,597583.56,,,,,,,,,,,,,3232.56352,17420.05,133961.94
2005-01-01,14995.09214,78383.24,678495.24,,,,,,,,,,,,,4511.12586,23580.83,204118.61
2005-02-01,13495.11293,70542.46,610624.44,,,,,,,,,,,,,3770.09607,19707.27,170588.63
2005-03-01,14406.22159,75305.06,651850.08,,,,,,,,,,,,,3804.39641,19886.57,172140.63
2005-04-01,14188.11505,74164.96,641981.28,,,,,,,,,,,,,3265.56495,17069.96,147759.7
2005-05-01,14209.84372,74278.54,642964.44,,,,,,,,,,,,,3571.01628,18666.63,161580.7
2005-06-01,14713.61455,76911.88,665759.04,,,,,,,,,,,,,3583.30045,18730.84,162136.55
2005-07-01,15334.68145,80158.36,693860.88,,,,,,,,,,,,,4432.99955,23172.44,200583.56
2005-08-01,15144.07226,79162.0,685236.24,,,,,,,,,,,,,4973.01974,25995.27,225018.3
2005-09-01,14613.56779,76388.91,661232.04,,,,,,,,,,,,,5283.74121,27619.49,239077.76
2005-10-01,14915.2746,77966.01,674883.6,,,,,,,,,,,,,4637.0614000000005,24239.12,209816.9
2005-11-01,14452.08556,75544.8,653925.36,,,,,,,,,,,,,2980.00044,15577.24,134838.52
2005-12-01,14716.634399999999,76927.67,665895.6,,,,,,,,,,,,,3337.4526,17445.73,151012.45
2006-01-01,16352.21255,88120.89,750053.28,,,,,,,,,,,,,3431.22645,18490.63,157385.59
2006-02-01,14165.67884,76337.82,649760.04,,,,,,,,,,,,,3234.45216,17430.23,148359.83
2006-03-01,15052.15948,81115.0,690421.56,,,,,,,,,,,,,3422.93652,18445.96,157005.32
2006-04-01,15046.89012,81086.6,690179.88,,,,,,,,,,,,,2230.15788,12018.16,102294.23
2006-05-01,14945.80362,80541.85,685543.2,,,,,,,,,,,,,3116.58938,16795.07,142953.62
2006-06-01,15337.23453,82651.24,703497.6,,,,,,,,,,,,,2847.06147,15342.61,130590.75
2006-07-01,16694.98493,89968.06,765775.68,,,,,,,,,,,,,3199.89707,17244.01,146774.82
2006-08-01,16369.8412,88215.88,750861.84,,,,,,,,,,,,,3267.5288,17608.48,149877.0
2006-09-01,15760.9755,84934.75,722934.0,,,,,,,,,,,,,3089.9025,16651.26,141729.53
2006-10-01,15028.53856,80987.7,689338.2,,,,,,,,,,,,,3176.80144,17119.55,145715.47
2006-11-01,14946.95926,80548.09,685596.24,,,,,,,,,,,,,3542.70574,19091.39,162498.99
2006-12-01,16023.130799999999,86347.49,734958.72,,,,,,,,,,,,,3658.8782,19717.43,167827.65
2007-01-01,15510.307,83580.0,722256.0,,,,,,,,,,,,,3684.9280000000003,19858.0,171593.0
2007-02-01,13185.808,71052.0,546576.0,,,,,,,,,,,,,4072.857,21949.0,168827.0
2007-03-01,7552.928000000001,40704.0,369024.0,,,,,,,,,,,,,3434.94,18509.0,167826.0
2007-04-01,14836.356,79956.0,617940.0,,,,,,,,,,,,,2861.973,15422.0,119202.0
2007-05-01,16373.095000000001,88236.0,688308.0,,,,,,,,,,,,,1925.114,10376.0,80930.0
2007-06-01,15749.776,84876.0,607824.0,,,,,,,,,,,,,2472.982,13325.0,95439.0
2007-07-01,16649.745,89724.0,670560.0,,,,,,,,,,,,,2004.294,10798.0,80722.0
2007-08-01,15892.858,85644.0,637356.0,,,,,,,,,,,,,2821.728,15208.0,113161.0
2007-09-01,16421.376,88488.0,649380.0,,,,,,,,,,,,,2039.844,10994.0,80665.0
2007-10-01,16361.535,88176.0,670932.0,,,,,,,,,,,,,1954.373,10534.0,80142.0
2007-11-01,14846.3,80004.0,614640.0,,,,,,,,,,,,,2790.551,15038.0,115529.0
2007-12-01,15039.971000000001,81048.0,637092.0,,,,,,,,,,,,,3365.36,18138.0,142556.0
2008-01-01,17033.341,91791.0,760008.0,,,,,,,,,,,,,2916.402,15716.0,130127.0
2008-02-01,14689.603,79161.0,684816.0,,,,,,,,,,,,,3079.5190000000002,16595.0,143564.0
2008-03-01,15041.69,81059.0,690576.0,,,,,,,,,,,,,3417.6670000000004,18418.0,156908.0
2008-04-01,15992.768,86184.0,755172.0,,,,,,,,,,,,,2594.203,13980.0,122497.0
2008-05-01,13920.711,75018.0,671868.0,,,,,,,,,,,,,2373.8610000000003,12793.0,114572.0
2008-06-01,10990.921,59229.0,511008.0,,,,,,,,,,,,,2824.954,15223.0,131342.0
2008-07-01,16842.599000000002,90764.0,790140.0,,,,,,,,,,,,,1459.336,7864.0,68462.0
2008-08-01,16347.866,88097.0,766692.0,,,,,,,,,,,,,1961.5210000000002,10570.0,91993.0
2008-09-01,14465.271,77952.0,676056.0,,,,,,,,,,,,,2614.5480000000002,14090.0,122195.0
2008-10-01,16398.96,88373.0,792480.0,,,,,,,,,,,,,2358.474,12710.0,113973.0
2008-11-01,15762.628,84944.0,692556.0,,,,,,,,,,,,,2360.4610000000002,12720.0,103711.0
2008-12-01,15365.979,82806.0,634068.0,,,,,,,,,,,,,2749.6580000000004,14818.0,113463.0
2009-01-01,15805.862000000001,85177.0,658080.0,,,,,,,,,,,,,2317.2270000000003,12487.0,96478.0
2009-02-01,13533.208,72929.0,584964.0,,,,,,,,,,,,,2259.29,12175.0,97656.0
2009-03-01,14934.278,80480.0,619944.0,,,,,,,,,,,,,1981.5990000000002,10679.0,82259.0
2009-04-01,14943.563,80530.0,645072.0,,,,,,,,,,,,,1363.1180000000002,7346.0,58842.0
2009-05-01,14942.557,80524.0,627672.0,,,,,,,,,,,,,1486.15,8009.0,62427.0
2009-06-01,15453.918000000001,83280.0,657576.0,,,,,,,,,,,,,1052.103,5670.0,44768.0
2009-07-01,15200.77,81916.0,648768.0,,,,,,,,,,,,,1612.643,8690.0,68828.0
2009-08-01,15683.123,84515.0,674796.0,,,,,,,,,,,,,1878.277,10122.0,80816.0
2009-09-01,14894.198,80264.0,634632.0,,,,,,,,,,,,,1995.5970000000002,10754.0,85031.0
2009-10-01,3648.181,19660.0,156876.0,,,,,,,,,,,,,900.29,4852.0,38714.0
2009-11-01,4292.729,23133.0,173784.0,,,,,,,,,,,,,3339.9080000000004,17999.0,135211.0
2009-12-01,15645.337,84312.0,683376.0,,,,,,,,,,,,,2628.6530000000002,14166.0,114818.0
2010-01-01,15229.872,82073.0,663824.0,,,,,,,569.9300000000001,3071.0,24842.0,,,,2782.512,14995.0,121281.0
2010-02-01,14274.161,76922.0,615608.0,,,,,,,489.38100000000003,2637.0,21106.0,,,,2107.623,11358.0,90896.0
2010-03-01,16156.287,87065.0,680960.0,,,,,,,283.329,1527.0,11942.0,,,,1929.3870000000002,10397.0,81320.0
2010-04-01,16520.181,89026.0,692160.0,,,,,,,141.30700000000002,761.0,5920.0,,,,1407.574,7585.0,58974.0
2010-05-01,14927.968,80446.0,631568.0,,,,,,,413.31300000000005,2227.0,17486.0,,,,1923.9050000000002,10368.0,81396.0
2010-06-01,14926.746,80439.0,633472.0,,,,,,,1078.863,5814.0,45786.0,,,,981.9920000000001,5292.0,41675.0
2010-07-01,16690.865,89946.0,696864.0,,,,,,,1557.759,8395.0,65038.0,,,,105.47500000000001,568.0,4404.0
2010-08-01,16322.112000000001,87959.0,672840.0,,,,,,,1593.576,8588.0,65691.0,,,,314.522,1695.0,12965.0
2010-09-01,15994.538,86193.0,682640.0,,,,,,,1558.265,8397.0,66506.0,,,,58.897000000000006,317.0,2514.0
2010-10-01,13763.491,74170.0,591360.0,,,,,,,2200.583,11859.0,94550.0,,,,1098.978,5922.0,47219.0
2010-11-01,4571.495,24635.0,289867.0,,,,,,,1909.79,10292.0,121095.0,,,,1121.545,6044.0,71114.0
2010-12-01,16074.119,86622.0,693280.0,0.0,0.0,0.0,,,,1971.1290000000001,10622.0,85015.0,,,,747.5830000000001,4029.0,32243.0
2011-01-01,15584.554,83984.0,678048.0,0.0,0.0,0.0,,,,2122.01,11435.0,92324.0,,,,832.901,4488.0,36238.0
2011-02-01,15072.405,81224.0,667688.0,0.0,0.0,0.0,,,,1399.639,7543.0,62002.0,,,,306.903,1654.0,13595.0
2011-03-01,16191.594,87255.0,722176.0,0.0,0.0,0.0,,,,1616.385,8711.0,72094.0,,,,153.962,830.0,6867.0
2011-04-01,16182.172,87205.0,711480.0,0.0,0.0,0.0,,,,1247.907,6725.0,54867.0,,,,169.512,913.0,7453.0
2011-05-01,16855.721,90834.0,719880.0,0.0,0.0,0.0,,,,1339.275,7217.0,57198.0,,,,71.543,386.0,3056.0
2011-06-01,4689.207,25270.0,200928.0,0.0,0.0,0.0,,,,1474.105,7944.0,63164.0,,,,1387.354,7476.0,59447.0
2011-07-01,15855.846,85446.0,613480.0,0.0,0.0,0.0,,,,2470.947,13316.0,95604.0,,,,383.135,2065.0,14824.0
2011-08-01,13726.447,73971.0,549304.0,0.0,0.0,0.0,,,,2941.274,15850.0,117704.0,,,,766.996,4133.0,30694.0
2011-09-01,14995.551,80810.0,607936.0,0.0,0.0,0.0,,,,2112.762,11386.0,85654.0,,,,398.129,2145.0,16141.0
2011-10-01,17112.995,92221.0,702408.0,0.0,0.0,0.0,,,,1847.993,9959.0,75851.0,,,,83.345,449.0,3421.0
2011-11-01,15575.683,83936.0,649040.0,0.0,0.0,0.0,,,,1921.558,10355.0,80071.0,,,,379.934,2047.0,15832.0
2011-12-01,15982.323,86128.0,687008.0,0.0,0.0,0.0,,,,1950.57,10511.0,83846.0,,,,20.665,111.0,888.0
2012-01-01,14394.449,77571.0,632800.0,0.0,0.0,0.0,,,,3338.988,17994.0,146787.0,,,,242.476,1307.0,10660.0
2012-02-01,12224.828,65879.0,535304.0,0.0,0.0,0.0,,,,3528.02,19012.0,154486.0,,,,315.372,1700.0,13810.0
2012-03-01,16242.7,87531.0,696640.0,0.0,0.0,0.0,,,,2079.713,11207.0,89198.0,,,,27.028,146.0,1159.0
2012-04-01,14627.459,78826.0,607600.0,0.0,0.0,0.0,,,,2811.471,15151.0,116784.0,,,,53.539,289.0,2224.0
2012-05-01,14504.456,78163.0,600096.0,0.0,0.0,0.0,,,,2849.695,15357.0,117901.0,,,,302.261,1629.0,12506.0
2012-06-01,15663.94,84412.0,646240.0,0.0,0.0,0.0,,,,2184.985,11775.0,90145.0,,,,18.935,102.0,781.0
2012-07-01,16127.086,86908.0,664720.0,0.0,0.0,0.0,,,,2328.741,12549.0,95985.0,,,,51.968,280.0,2142.0
2012-08-01,16276.822,87715.0,668640.0,0.0,0.0,0.0,,,,1893.641,10205.0,77789.0,,,,27.145,146.0,1115.0
2012-09-01,6080.729,32769.0,275464.0,0.0,0.0,0.0,,,,2978.265,16050.0,134919.0,,,,22.112,119.0,1002.0
2012-10-01,15554.505,83822.0,622720.0,0.0,0.0,0.0,,,,3167.291,17068.0,126802.0,,,,75.692,408.0,3030.0
2012-11-01,16142.912,86993.0,677600.0,0.0,0.0,0.0,,,,3029.967,16328.0,127183.0,,,,0.0,0.0,0.0
2012-12-01,16985.067,91531.0,712544.0,0.0,0.0,0.0,,,,2723.42,14676.0,114251.0,,,,0.0,0.0,0.0
2013-01-01,14550.835,78413.0,628789.0,0.0,0.0,0.0,0.0,0.0,0.0,4124.628,22227.0,178239.0,,,,0.0,0.0,0.0
2013-02-01,15439.806,83204.0,658903.0,0.0,0.0,0.0,0.0,0.0,0.0,2374.959,12798.0,101353.0,,,,0.0,0.0,0.0
2013-03-01,14941.081,80516.0,661547.0,0.0,0.0,0.0,0.0,0.0,0.0,3562.988,19201.0,157759.0,,,,0.0,0.0,0.0
2013-04-01,15033.338,81014.0,627489.0,0.0,0.0,0.0,0.0,0.0,0.0,2715.9,14636.0,113361.0,,,,70.185,378.0,2930.0
2013-05-01,16679.593,89885.0,706205.0,0.0,0.0,0.0,0.0,0.0,0.0,2544.518,13712.0,107733.0,,,,0.0,0.0,0.0
2013-06-01,15015.372,80917.0,642066.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.545,12882.0,102221.0,,,,12.965,70.0,554.0
2013-07-01,16996.448,91593.0,706205.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.753,9580.0,73866.0,,,,0.0,0.0,0.0
2013-08-01,15370.098,82828.0,664169.0,0.0,0.0,0.0,0.0,0.0,0.0,2579.734,13902.0,111475.0,,,,0.0,0.0,0.0
2013-09-01,15053.05,81120.0,640710.0,0.0,0.0,0.0,0.0,0.0,0.0,3153.873,16996.0,134240.0,,,,0.0,0.0,0.0
2013-10-01,16480.592,88813.0,705855.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.625,15949.0,126759.0,,,,0.0,0.0,0.0
2013-11-01,16201.128,87307.0,703256.0,0.0,0.0,0.0,0.0,0.0,0.0,2820.85,15201.0,122447.0,,,,0.0,0.0,0.0
2013-12-01,15411.007,83049.0,697097.0,0.0,0.0,0.0,0.0,0.0,0.0,3643.573,19635.0,164812.0,,,,0.0,0.0,0.0
2014-01-01,14748.84,79480.0,682384.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.408,24107.0,206971.0,,,,0.0,0.0,0.0
2014-02-01,13485.177,72671.0,609703.0,0.0,0.0,0.0,0.0,0.0,0.0,4015.676,21640.0,181560.0,,,,0.0,0.0,0.0
2014-03-01,7132.792,38438.0,413354.0,0.0,0.0,0.0,0.0,0.0,0.0,1815.076,9781.0,105186.0,,,,9.349,50.0,542.0
2014-04-01,1487.336,8015.0,509856.0,0.0,0.0,0.0,0.0,0.0,0.0,404.522,2180.0,138670.0,,,,0.0,0.0,0.0
2014-05-01,17925.606,96600.0,685537.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.539,17986.0,127639.0,,,,0.0,0.0,0.0
2014-06-01,16770.232,90374.0,651728.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.816,15939.0,114947.0,,,,0.0,0.0,0.0
2014-07-01,15637.025,84267.0,627387.0,0.0,0.0,0.0,0.0,0.0,0.0,2727.32,14697.0,109425.0,,,,0.0,0.0,0.0
2014-08-01,18452.903,99441.0,720398.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.161,10461.0,75783.0,,,,0.0,0.0,0.0
2014-09-01,14595.6,78655.0,586979.0,0.0,0.0,0.0,0.0,0.0,0.0,3123.222,16831.0,125604.0,,,,0.0,0.0,0.0
2014-10-01,15748.135,84866.0,623884.0,0.0,0.0,0.0,0.0,0.0,0.0,3298.993,17778.0,130694.0,,,,0.0,0.0,0.0
2014-11-01,17710.633,95441.0,689865.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.199,12234.0,88429.0,,,,41.567,224.0,1619.0
2014-12-01,17292.032,93186.0,671175.0,0.0,0.0,0.0,0.0,0.0,0.0,3784.398,20394.0,146888.0,,,,6.006,32.0,233.0
2015-01-01,14174.079,71150.0,555576.0,129.461,650.0,5074.0,,,,4500.46,22591.0,176403.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,14492.734,78100.0,582651.0,272.479,1468.0,10954.0,,,,3267.521,17608.0,131364.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,17304.265,93251.0,685887.0,0.0,0.0,0.0,,,,2601.698,14020.0,103123.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,17082.131,92054.0,681899.0,0.0,0.0,0.0,,,,1861.601,10032.0,74313.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,17637.151,95045.0,707787.0,0.0,0.0,0.0,,,,2169.142,11689.0,87049.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,15241.221,82134.0,637998.0,0.0,0.0,0.0,,,,2224.235,11986.0,93107.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,17235.378,92880.0,686769.0,9.444,51.0,376.0,,,,2022.138,10897.0,80575.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,17546.731,94558.0,705504.0,0.0,0.0,0.0,,,,2061.155,11107.0,82873.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,12980.718,69952.0,590199.0,0.0,0.0,0.0,,,,2817.369,15183.0,128098.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,8712.461,46951.0,427016.0,0.0,0.0,0.0,,,,2678.742,14436.0,131291.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,18258.879,98396.0,714612.0,11.869,64.0,465.0,,,,2130.768,11483.0,83394.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,18513.761,99769.0,739133.0,27.984,151.0,1117.0,,,,1814.128,9776.0,72426.0,0.0,0.0,0.0,0.0,0.0,0.0
