measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Waste/Other Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Waste/Other Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2011-08-01,11.074,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,1.722,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,3.512,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,2.888,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,2.542,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.952,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,1.196,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.424,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.53,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,1.066,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,2.761,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,7.01,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.751,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,1.083,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,1.026,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.689,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.512,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
