measured_on,"Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2014-11-01,0.0,16184.0,151638.0
2014-12-01,0.0,18835.0,176472.0
2015-01-01,3420.949,17172.0,184577.0
2015-02-01,3147.635,15800.0,169817.0
2015-03-01,2585.092,12977.0,139463.0
2015-04-01,1944.783,9762.0,104914.0
2015-05-01,2781.023,13960.0,150028.0
2015-06-01,2940.429,14760.0,158628.0
2015-07-01,3358.808,16860.0,181213.0
2015-08-01,2491.921,12509.0,134436.0
2015-09-01,2347.026,11781.0,126611.0
2015-10-01,2393.91,12017.0,129144.0
2015-11-01,2668.958,13398.0,143980.0
2015-12-01,2755.906,13834.0,148686.0
2016-01-01,4227.613,24785.0,194335.0
2016-02-01,3305.397,19378.0,151953.0
2016-03-01,2863.681,16788.0,131646.0
2016-04-01,2174.061,12746.0,99934.0
2016-05-01,2838.381,16640.0,130479.0
2016-06-01,3280.867,19234.0,150823.0
2016-07-01,3832.449,22468.0,176174.0
2016-08-01,3973.412,23294.0,182648.0
2016-09-01,3647.975,21386.0,167686.0
2016-10-01,3317.144,19447.0,152480.0
2016-11-01,3673.386,21535.0,168853.0
2016-12-01,4304.034,25233.0,197855.0
2017-01-01,4161.687,24398.0,209921.0
2017-02-01,3227.735,18923.0,162808.0
2017-03-01,2814.548,16500.0,141959.0
2017-04-01,1894.707,11108.0,95579.0
2017-05-01,2739.525,16061.0,138180.0
2017-06-01,3040.361,17824.0,153352.0
2017-07-01,3877.616,22733.0,195595.0
2017-08-01,3778.489,22152.0,190594.0
2017-09-01,3195.688,18735.0,161191.0
2017-10-01,3112.698,18248.0,156999.0
2017-11-01,3969.218,23270.0,200220.0
2017-12-01,3874.308,22713.0,195426.0
2018-01-01,0.0,23850.0,197064.0
2018-02-01,0.0,18647.0,154080.0
2018-03-01,0.0,17153.0,141732.0
2018-04-01,0.0,15596.0,128880.0
2018-05-01,0.0,18242.0,150732.0
2018-06-01,0.0,18528.0,153108.0
2018-07-01,0.0,20425.0,168786.0
2018-08-01,0.0,21140.0,174690.0
2018-09-01,0.0,18199.0,150390.0
2018-10-01,0.0,18753.0,154962.0
2018-11-01,0.0,23486.0,194076.0
2018-12-01,0.0,23103.0,190908.0
2019-01-01,0.0,26188.0,191552.0
2019-02-01,0.0,23629.0,172822.0
2019-03-01,0.0,19803.0,144831.0
2019-04-01,0.0,14682.0,107371.0
2019-05-01,0.0,17291.0,126460.0
2019-06-01,0.0,20214.0,147836.0
2019-07-01,0.0,25575.0,187053.0
2019-08-01,0.0,24025.0,175713.0
2019-09-01,0.0,20326.0,148649.0
2019-10-01,0.0,15386.0,112531.0
2019-11-01,0.0,21554.0,157645.0
2019-12-01,0.0,20471.0,149707.0
2020-01-01,2828.683,16086.0,131733.0
2020-02-01,2496.753,14198.0,116292.0
2020-03-01,2110.325,12001.0,98299.0
2020-04-01,1702.103,9679.0,79286.0
2020-05-01,1919.362,10915.0,89397.0
2020-06-01,2264.809,12879.0,105500.0
2020-07-01,3203.919,18220.0,149234.0
2020-08-01,3129.469,17796.0,145776.0
2020-09-01,2456.302,13968.0,114421.0
2020-10-01,2384.141,13558.0,111056.0
2020-11-01,2342.847,13323.0,109129.0
2020-12-01,2897.287,16476.0,134946.0
2021-01-01,2895.044,16972.0,145303.0
2021-02-01,2954.113,17319.0,148252.0
2021-03-01,2094.077,12277.0,105084.0
2021-04-01,1820.113,10670.0,91344.0
2021-05-01,2084.887,12223.0,104630.0
2021-06-01,3045.158,17852.0,152825.0
2021-07-01,3695.851,21667.0,185466.0
2021-08-01,3450.576,20229.0,173162.0
2021-09-01,2860.037,16767.0,143527.0
2021-10-01,2361.888,13847.0,118522.0
2021-11-01,2217.626,13001.0,111283.0
2021-12-01,2288.13,13414.0,114836.0
2022-01-01,3735.701,21901.0,201367.0
2022-02-01,3050.036,17881.0,164425.0
2022-03-01,2799.747,16414.0,150926.0
2022-04-01,2255.389,13222.0,121580.0
2022-05-01,2580.555,15129.0,139120.0
2022-06-01,3529.635,20693.0,190275.0
2022-07-01,4245.98,24892.0,228890.0
2022-08-01,4156.993,24371.0,224096.0
2022-09-01,3187.704,18688.0,171832.0
2022-10-01,2832.459,16605.0,152694.0
2022-11-01,2613.813,15324.0,140906.0
2022-12-01,3341.538,19590.0,180142.0
2023-01-01,4850.285,27582.0,219129.0
2023-02-01,3230.803,18372.0,145947.0
2023-03-01,3409.495,19389.0,154022.0
2023-04-01,2358.961,13415.0,106558.0
2023-05-01,3263.926,18561.0,147441.0
2023-06-01,4348.732,24730.0,196456.0
2023-07-01,5109.361,29055.0,230815.0
2023-08-01,5021.378,28555.0,226844.0
2023-09-01,4097.052,23299.0,185091.0
2023-10-01,3483.674,19810.0,157369.0
2023-11-01,3761.148,21388.0,169906.0
2023-12-01,3892.185,22134.0,175825.0
2024-01-01,4921.983,27990.0,246887.0
2024-02-01,3083.132,17533.0,154652.0
2024-03-01,2692.681,15312.0,135070.0
2024-04-01,2251.044,12801.0,112915.0
2024-05-01,3059.777,17400.0,153479.0
2024-06-01,3714.997,21126.0,186343.0
2024-07-01,4735.579,26930.0,237541.0
2024-08-01,4567.56,25974.0,229102.0
2024-09-01,3781.873,21506.0,189692.0
2024-10-01,2822.163,16049.0,141559.0
2024-11-01,3127.802,17787.0,156885.0
2024-12-01,4398.409,25012.0,220626.0
