measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-04-01,0.0,0.0,0.0,15388.24118,86925.75,525480.0,0.0,0.0,0.0,0.0,0.0,0.0,2140.93576,12093.81,73109.0,,,,6972.348,39385.7,238092.8,0.0,0.0,0.0,3840.77006,21695.91,131155.2
2004-05-01,0.0,0.0,0.0,15733.77645,88877.63,512720.0,0.0,0.0,0.0,0.0,0.0,0.0,240.92268,1360.93,7851.0,,,,7303.62443,41257.02,238004.8,0.0,0.0,0.0,5023.63844,28377.74,163706.4
2004-06-01,0.0,0.0,0.0,6669.96509,37677.58,240120.0,0.0,0.0,0.0,0.0,0.0,0.0,927.27292,5238.02,33382.0,,,,7959.06945,44959.53,286528.0,0.0,0.0,0.0,3591.11454,20285.64,129280.8
2004-07-01,0.0,0.0,0.0,13586.72293,76749.26,444280.0,0.0,0.0,0.0,0.0,0.0,0.0,538.32512,3040.91,17603.0,,,,7043.32194,39786.62,230313.6,0.0,0.0,0.0,5090.07302,28753.02,166443.2
2004-08-01,0.0,0.0,0.0,16821.48285,95021.91,541720.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17301,40.52,231.0,,,,7238.59099,40889.66,233112.0,0.0,0.0,0.0,5065.37415,28613.5,163125.6
2004-09-01,0.0,0.0,0.0,15135.08001,85495.69,538240.0,0.0,0.0,0.0,0.0,0.0,0.0,892.3184699999999,5040.57,31733.0,,,,5989.82939,33835.6,213012.8,0.0,0.0,0.0,4591.72413,25937.93,163292.8
2004-10-01,0.0,0.0,0.0,16665.01438,94138.05,561440.0,0.0,0.0,0.0,0.0,0.0,0.0,298.69628,1687.29,10063.0,,,,7294.47009,41205.31,245748.8,0.0,0.0,0.0,5973.02326,33740.67,201229.6
2004-11-01,0.0,0.0,0.0,15210.721300000001,85922.97,532440.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.51842,6442.61,39923.0,,,,6501.1521,36723.99,227568.0,0.0,0.0,0.0,5940.28318,33555.73,207935.2
2004-12-01,0.0,0.0,0.0,17417.97817,98391.42,570720.0,0.0,0.0,0.0,0.0,0.0,0.0,3088.7979,17448.13,101208.0,,,,9672.81318,54640.2,316940.8,0.0,0.0,0.0,6577.81376,37157.04,215529.6
2005-01-01,,,,18376.69232,103807.04,583480.0,,,,,,,3111.54678,17576.64,98795.0,,,,10438.24343,58963.99,331425.6,,,,6164.77746,34823.86,195738.4
2005-02-01,,,,14359.69308,81115.65,467480.0,,,,,,,3034.70925,17142.6,98795.0,,,,9284.12459,52444.56,302244.8,,,,4303.63208,24310.54,140104.8
2005-03-01,,,,18386.35973,103861.66,567240.0,,,,,,,2722.81748,15380.77,84002.0,,,,10168.26242,57438.92,313702.4,,,,4901.86237,27689.85,151228.0
2005-04-01,,,,17207.89346,97204.68,562600.0,,,,,,,850.63762,4805.12,27811.0,,,,7468.65397,42189.25,244182.4,,,,4390.00095,24798.42,143528.0
2005-05-01,,,,17119.56475,96705.73,566080.0,,,,,,,1168.38126,6600.0,38634.0,,,,6855.03567,38723.02,226670.4,,,,4772.28432,26957.88,157801.6
2005-06-01,,,,16630.75692,93944.53,535920.0,,,,,,,400.22181,2260.79,12897.0,,,,7626.11688,43078.73,245748.8,,,,4773.21839,26963.16,153815.2
2005-07-01,,,,8709.15517,49196.65,313200.0,,,,,,,843.47,4764.63,30333.0,,,,5798.94036,32757.3,208542.4,,,,3379.08547,19087.92,121519.2
2005-08-01,,,,15502.05268,87568.66,559120.0,,,,,,,449.90665,2541.45,16227.0,,,,5949.86926,33609.88,214596.8,,,,3981.1374,22488.82,143589.6
2005-09-01,,,,17540.37947,99082.84,582320.0,,,,,,,374.86266,2117.54,12445.0,,,,4665.7554,26356.12,154897.6,,,,4068.28848,22981.12,135062.4
2005-10-01,,,,17738.14945,100200.02,606680.0,,,,,,,293.02389,1655.25,10022.0,,,,5904.91967,33355.96,201960.0,,,,5048.64199,28518.98,172673.6
2005-11-01,,,,17058.07071,96358.36,593920.0,,,,,,,1354.94939,7653.9,47176.0,,,,7032.41023,39724.98,244851.2,,,,4958.62767,28010.51,172647.2
2005-12-01,,,,15264.00923,86223.99,578840.0,,,,,,,2069.04273,11687.7,78462.0,,,,7677.33992,43368.09,291139.2,,,,4879.90512,27565.82,185055.2
2006-01-01,,,,15126.90148,85449.49,614800.0,,,,,,,1580.37737,8927.3,64231.0,,,,7160.76219,40450.02,291033.6,,,,4694.16196,26516.58,190784.0
2006-02-01,,,,7907.16396,44666.32,547520.0,,,,,,,603.39205,3408.47,41781.0,,,,3525.66623,19915.93,244129.6,,,,2376.92075,13426.85,164586.4
2006-03-01,,,,14198.56879,80205.48,609000.0,,,,,,,525.2771,2967.21,22530.0,,,,5778.35587,32641.02,247843.2,,,,4265.85624,24097.15,182969.6
2006-04-01,,,,16977.1549,95901.28,586960.0,,,,,,,310.03497,1751.34,10719.0,,,,6580.62013,37172.89,227515.2,,,,5025.696,28389.37,173756.0
2006-05-01,,,,15843.4588,89497.21,571880.0,,,,,,,1139.22303,6435.29,41121.0,,,,6370.89448,35988.18,229961.6,,,,4117.72569,23260.38,148632.0
2006-06-01,,,,10201.66275,57627.59,387440.0,,,,,,,609.82477,3444.8,23160.0,,,,6550.97151,37005.41,248793.6,,,,3744.93497,21154.55,142225.6
2006-07-01,,,,17339.70784,97949.28,578840.0,,,,,,,341.43803,1928.73,11398.0,,,,6910.33669,39035.4,230683.2,,,,4537.29744,25630.48,151465.6
2006-08-01,,,,17600.75441,99423.89,564920.0,,,,,,,248.09673,1401.46,7963.0,,,,6765.529100000001,38217.41,217148.8,,,,4351.14876,24578.95,139656.0
2006-09-01,,,,15879.05885,89698.31,554480.0,,,,,,,1270.25598,7175.48,44356.0,,,,6150.60946,34743.83,214772.8,,,,3488.60472,19706.58,121818.4
2006-10-01,,,,17022.20025,96155.73,591600.0,,,,,,,486.09373,2745.87,16894.0,,,,7309.48701,41290.14,254038.4,,,,4597.16801,25968.68,159772.8
2006-11-01,,,,16194.79827,91481.87,571880.0,,,,,,,1945.70924,10991.01,68708.0,,,,7664.98658,43298.3,270670.4,,,,3983.01192,22499.41,140650.4
2006-12-01,,,,15186.45921,85785.92,604360.0,,,,,,,1961.98218,11082.93,78079.0,,,,7463.50795,42160.18,297017.6,,,,3938.72966,22249.26,156745.6
2007-01-01,,,,15954.373,90120.0,580012.0,,,,,,,2384.0860000000002,13467.0,86672.0,,,,7593.47,42891.0,276056.0,,,,4448.122,25124.0,161709.0
2007-02-01,,,,12263.296,69275.0,560303.0,,,,,,,1845.2620000000002,10424.0,84309.0,,,,5922.593,33458.0,270600.0,,,,2967.0750000000003,16764.0,135564.0
2007-03-01,,,,14873.819,84019.0,589292.0,,,,,,,1615.27,9124.0,63996.0,,,,6489.268,36661.0,257101.0,,,,4118.428,23267.0,163170.0
2007-04-01,,,,15214.151,85944.0,555640.0,,,,,,,1240.674,7008.0,45311.0,,,,6670.131,37682.0,243602.0,,,,4278.165,24165.0,156244.0
2007-05-01,,,,18114.2,102324.0,611308.0,,,,,,,60.301,341.0,2035.0,,,,6212.875,35094.0,209669.0,,,,4142.177000000001,23399.0,139788.0
2007-06-01,,,,9821.477,55483.0,359588.0,,,,,,,1383.491,7815.0,50653.0,,,,5907.935,33370.0,216304.0,,,,2781.6330000000003,15717.0,101842.0
2007-07-01,,,,18362.584000000003,103727.0,597412.0,,,,,,,0.0,0.0,0.0,,,,6512.732,36784.0,211886.0,,,,3321.012,18762.0,108046.0
2007-08-01,,,,16689.597999999998,94273.0,573052.0,,,,,,,524.1460000000001,2961.0,17997.0,,,,6660.0,37629.0,228677.0,,,,3274.897,18498.0,112446.0
2007-09-01,,,,15462.616,87348.0,538240.0,,,,,,,717.484,4053.0,24975.0,,,,5589.0650000000005,31574.0,194550.0,,,,3105.485,17538.0,108099.0
2007-10-01,,,,17234.76,97359.0,584640.0,,,,,,,203.28900000000002,1148.0,6896.0,,,,7165.113,40480.0,243056.0,,,,4471.84,25265.0,151694.0
2007-11-01,,,,16367.505000000001,92452.0,557960.0,,,,,,,1253.143,7079.0,42719.0,,,,7214.093000000001,40744.0,245925.0,,,,4727.134,26699.0,161146.0
2007-12-01,,,,13082.428,73904.0,578852.0,,,,,,,1831.4440000000002,10346.0,81035.0,,,,6696.485000000001,37822.0,296296.0,,,,3700.27,20900.0,163724.0
2008-01-01,,,,12662.227,68687.0,583480.0,,,,,,,1920.3190000000002,10417.0,88489.0,,,,6427.692,34868.0,296190.0,,,,4247.762000000001,23042.0,195738.0
2008-02-01,,,,12745.751,69140.0,566092.0,,,,,,,1775.8980000000001,9634.0,78875.0,,,,5910.7660000000005,32063.0,262522.0,,,,3252.585,17644.0,144461.0
2008-03-01,,,,15025.226999999999,81506.0,561440.0,,,,,,,1727.0020000000002,9368.0,64532.0,,,,6698.237,36335.0,250290.0,,,,4272.534000000001,23177.0,159650.0
2008-04-01,,,,14875.396,80693.0,589280.0,,,,,,,401.74800000000005,2179.0,15915.0,,,,6343.47,34411.0,251293.0,,,,4739.387000000001,25709.0,187748.0
2008-05-01,,,,13029.23,70678.0,563760.0,,,,,,,1348.152,7313.0,58333.0,,,,5437.961,29499.0,235294.0,,,,3734.6580000000004,20259.0,161594.0
2008-06-01,,,,9775.366,53027.0,380480.0,,,,,,,759.436,4120.0,29559.0,,,,4816.649,26128.0,187475.0,,,,3687.549,20003.0,143528.0
2008-07-01,,,,14348.125,81050.0,539400.0,,,,,,,193.303,1092.0,7267.0,,,,6110.929,34520.0,229733.0,,,,5603.206,31652.0,210646.0
2008-08-01,,,,14353.101,81078.0,505760.0,,,,,,,37.943000000000005,214.0,1337.0,,,,5112.129,28878.0,180136.0,,,,5721.988,32323.0,201626.0
2008-09-01,,,,14419.832,81455.0,524320.0,,,,,,,291.438,1646.0,10597.0,,,,4978.296,28122.0,181016.0,,,,5287.836,29870.0,192271.0
2008-10-01,,,,15136.034,85501.0,577680.0,,,,,,,484.543,2737.0,18493.0,,,,7053.212,39842.0,269192.0,,,,4780.228,27003.0,182442.0
2008-11-01,,,,18018.134,97741.0,567240.0,,,,,,,1912.449,10374.0,60207.0,,,,4148.758,22505.0,130610.0,,,,3946.659,21409.0,124247.0
2008-12-01,,,,12372.741,67117.0,533600.0,,,,,,,2852.362,15473.0,123014.0,,,,5721.104,31035.0,246734.0,,,,4374.793000000001,23731.0,188672.0
2009-01-01,,,,11715.312,66178.0,533600.0,,,,,,,2311.864,13059.0,105299.0,,,,8149.43,46035.0,371184.0,,,,4142.337,23399.0,188672.0
2009-02-01,,,,14307.109,77610.0,526640.0,,,,,,,1443.235,7829.0,53125.0,,,,5939.8730000000005,32221.0,218645.0,,,,3388.7830000000004,18383.0,124740.0
2009-03-01,,,,13507.937,73275.0,562600.0,,,,,,,2266.145,12293.0,94384.0,,,,6385.081,34636.0,265936.0,,,,4266.837,23146.0,177712.0
2009-04-01,,,,14388.512999999999,78052.0,533600.0,,,,,,,624.077,3385.0,23144.0,,,,6456.71,35025.0,239448.0,,,,4628.7,25109.0,171656.0
2009-05-01,,,,7206.291,39091.0,341040.0,,,,,,,1962.84,10648.0,92892.0,,,,5105.733,27696.0,241630.0,,,,2483.136,13470.0,117515.0
2009-06-01,,,,13956.334,75707.0,487200.0,,,,,,,355.869,1930.0,12423.0,,,,6944.937,37673.0,242440.0,,,,4390.86,23819.0,153280.0
2009-07-01,,,,17523.038,95055.0,585800.0,,,,,,,195.9,1063.0,6549.0,,,,6131.2570000000005,33260.0,204970.0,,,,4825.805,26178.0,161328.0
2009-08-01,,,,15774.295,89107.0,578840.0,,,,,,,147.34900000000002,832.0,5407.0,,,,5927.717000000001,33485.0,217518.0,,,,4531.041,25595.0,166267.0
2009-09-01,,,,10873.049,58982.0,240120.0,,,,,,,1031.654,5596.0,22783.0,,,,8819.142,47840.0,194762.0,,,,7129.155000000001,38673.0,157440.0
2009-10-01,,,,14417.578000000001,78209.0,562600.0,,,,,,,636.285,3452.0,24829.0,,,,6659.005,36122.0,259846.0,,,,4029.132,21856.0,157224.0
2009-11-01,,,,14723.805,79871.0,569560.0,,,,,,,837.682,4544.0,32404.0,,,,6309.222000000001,34225.0,244059.0,,,,4145.291,22486.0,160352.0
2009-12-01,,,,11077.405999999999,60090.0,510400.0,,,,,,,1885.199,10226.0,86862.0,,,,6634.984,35992.0,305712.0,,,,3419.411,18549.0,157552.0
2010-01-01,,,,11791.506,63964.0,588120.0,,,,,,,1989.872,10794.0,99248.0,,,,4404.536,23893.0,219683.0,,,,3710.0860000000002,20126.0,185046.0
2010-02-01,,,,11509.611,62435.0,532440.0,,,,,,,1520.694,8249.0,70348.0,,,,5456.478,29599.0,252419.0,,,,3294.217,17870.0,152392.0
2010-03-01,,,,19111.8,103674.0,612480.0,,,,,,,1797.847,9753.0,57616.0,,,,7416.807000000001,40233.0,237688.0,,,,5221.546,28325.0,167336.0
2010-04-01,,,,18091.248,98137.0,784636.0,,,,,,,533.79,2896.0,23151.0,,,,5149.616,27935.0,223344.0,,,,3814.346,20691.0,165432.0
2010-05-01,,,,19182.701,104058.0,920031.0,,,,,,,720.057,3906.0,34535.0,,,,4705.91,25528.0,225702.0,,,,2906.3320000000003,15766.0,139392.0
2010-06-01,,,,8236.148000000001,44678.0,413494.0,,,,,,,602.453,3268.0,30246.0,,,,5314.91,28831.0,266834.0,,,,2547.489,13819.0,127896.0
2010-07-01,,,,19576.378,106194.0,825676.0,,,,,,,225.05100000000002,1221.0,9492.0,,,,4875.167,26446.0,205621.0,,,,4148.404,22503.0,174968.0
2010-08-01,,,,18448.238,100074.0,844468.0,,,,,,,183.113,993.0,8382.0,,,,4090.581,22190.0,187246.0,,,,4014.068,21775.0,183744.0
2010-09-01,,,,19583.23,106231.0,857066.0,,,,,,,91.054,494.0,3985.0,,,,3947.858,21415.0,172779.0,,,,4898.858,26574.0,214400.0
2010-10-01,,,,16280.203000000001,88313.0,823809.0,,,,,,,843.605,4576.0,42688.0,,,,3919.507,21262.0,198334.0,,,,4239.685,22999.0,214536.0
2010-11-01,,,,14486.032,78581.0,823809.0,,,,,,,750.635,4072.0,42688.0,,,,3631.4480000000003,19699.0,206518.0,,,,3458.885,18763.0,196704.0
2010-12-01,,,,14816.564,80374.0,859131.0,,,,,,,1704.3870000000002,9246.0,98828.0,,,,5099.295,27662.0,295680.0,,,,4235.754,22977.0,245608.0
2011-01-01,,,,11356.026,61602.0,804588.0,,,,,,,1194.857,6482.0,84657.0,,,,4055.139,21997.0,287311.0,,,,3650.978,19805.0,258676.0
2011-02-01,,,,8807.229,47776.0,695629.0,,,,,,,1096.642,5949.0,86617.0,,,,3061.066,16605.0,241775.0,,,,2995.063,16247.0,236562.0
2011-03-01,,,,15854.213,86003.0,806710.0,,,,,,,1306.841,7089.0,66496.0,,,,4925.405,26718.0,250619.0,,,,5344.541,28992.0,271946.0
2011-04-01,,,,15259.188,82775.0,799101.0,,,,,,,141.306,767.0,7400.0,,,,4702.312,25508.0,246253.0,,,,5428.194,29446.0,284266.0
2011-05-01,,,,8473.865,45967.0,431137.0,,,,,,,766.316,4157.0,38989.0,,,,3840.23,20832.0,195385.0,,,,3890.589,21105.0,197947.0
2011-06-01,,,,15212.297,82520.0,657163.0,,,,,,,567.715,3080.0,24525.0,,,,5648.457,30641.0,244010.0,,,,5569.531,30212.0,240601.0
2011-07-01,,,,17445.981,94637.0,757631.0,,,,,,,257.258,1396.0,11172.0,,,,5956.072,32309.0,258656.0,,,,5737.689,31125.0,249172.0
2011-08-01,,,,20963.937,113721.0,833866.0,,,,,,,69.187,375.0,2752.0,,,,6513.453,35333.0,259081.0,,,,3700.423,20073.0,147189.0
2011-09-01,,,,18963.665,102870.0,818473.0,,,,,,,1314.248,7129.0,56723.0,,,,4118.347,22340.0,177748.0,,,,4124.74,22375.0,178024.0
2011-10-01,,,,16290.639,88370.0,866242.0,,,,,,,416.386,2259.0,22141.0,,,,4100.195,22242.0,218025.0,,,,4475.78,24279.0,237996.0
2011-11-01,,,,17406.658,94424.0,775495.0,,,,,,,864.974,4692.0,38536.0,,,,5089.894,27611.0,226763.0,,,,5992.474,32507.0,266974.0
2011-12-01,,,,19655.413,106622.0,864235.0,,,,,,,1925.366,10444.0,84657.0,,,,6573.117,35656.0,289015.0,,,,5883.104,31913.0,258676.0
2012-01-01,,,,19020.022,103176.0,824783.0,,,,,,,2558.347,13878.0,110940.0,,,,5790.735,31412.0,251109.0,,,,6453.896,35010.0,279866.0
2012-02-01,,,,18330.061,99433.0,739639.0,,,,,,,3385.182,18363.0,136596.0,,,,6059.625,32871.0,244513.0,,,,6038.132,32754.0,243646.0
2012-03-01,,,,18773.514,101838.0,796398.0,,,,,,,4032.638,21875.0,171070.0,,,,3801.179,20620.0,161251.0,,,,6161.669,33424.0,261386.0
2012-04-01,,,,19715.512,106948.0,769054.0,,,,,,,3570.206,19367.0,139265.0,,,,3283.217,17810.0,128070.0,,,,5039.065,27335.0,196562.0
2012-05-01,,,,15950.59,86525.0,673600.0,,,,,,,2827.25,15337.0,119396.0,,,,4235.427,22975.0,178864.0,,,,4344.733,23568.0,183480.0
2012-06-01,,,,18400.987,99818.0,758901.0,,,,,,,2579.384,13992.0,106380.0,,,,3039.168,16486.0,125343.0,,,,4055.461,21999.0,167257.0
2012-07-01,,,,11679.281,63355.0,481470.0,,,,,,,2270.992,12319.0,93620.0,,,,3981.811,21600.0,164147.0,,,,4346.916,23580.0,179199.0
2012-08-01,,,,18417.251,99906.0,800778.0,,,,,,,312.651,1696.0,13594.0,,,,4206.101,22816.0,182880.0,,,,4358.997,23646.0,189528.0
2012-09-01,,,,18010.84,97701.0,780362.0,,,,,,,1194.626,6480.0,51760.0,,,,4078.879,22126.0,176727.0,,,,3810.655,20671.0,165106.0
2012-10-01,,,,18631.768,101070.0,788183.0,,,,,,,2931.742,15903.0,124022.0,,,,4553.155,24699.0,192613.0,,,,4416.335,23957.0,186825.0
2012-11-01,,,,20191.637,109531.0,763334.0,,,,,,,4426.197,24010.0,167330.0,,,,4375.312,23734.0,165406.0,,,,5221.854,28326.0,197409.0
2012-12-01,,,,18907.657,102566.0,750079.0,,,,,,,5102.48,27679.0,202419.0,,,,4307.506,23366.0,170882.0,,,,5150.357,27939.0,204318.0
2013-01-01,,,,17325.533,93984.0,749738.0,,,,,,,5353.866,29042.0,231681.0,,,,4248.16,23044.0,183833.0,,,,4631.441,25124.0,200419.0
2013-02-01,,,,17749.468,96283.0,703373.0,,,,,,,4881.342,26479.0,193437.0,,,,3695.92,20049.0,146461.0,,,,4530.27,24575.0,179525.0
2013-03-01,,,,19960.988,108280.0,779295.0,,,,,,,5068.635,27495.0,197884.0,,,,4494.978,24383.0,175488.0,,,,5479.399,29723.0,213921.0
2013-04-01,,,,19522.516,105902.0,765941.0,,,,,,,3269.865,17738.0,128289.0,,,,4567.693,24778.0,179208.0,,,,4318.926,23428.0,169448.0
2013-05-01,,,,18478.388,100238.0,790097.0,,,,,,,888.117,4818.0,37974.0,,,,3995.471,21674.0,170838.0,,,,3984.024,21612.0,170349.0
2013-06-01,,,,10590.448,57449.0,464574.0,,,,,,,823.097,4465.0,36107.0,,,,4560.993,24741.0,200078.0,,,,4138.462,22449.0,181543.0
2013-07-01,,,,18979.228,102954.0,794882.0,,,,,,,0.0,0.0,0.0,,,,3343.771,18139.0,140043.0,,,,4784.001,25951.0,200362.0
