measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2012-07-01,131.918,1467.0,1467.0,920.512,10231.0,10231.0
2012-08-01,76.765,853.0,853.0,898.672,9989.0,9989.0
2012-09-01,35.328,394.0,394.0,844.74,9389.0,9389.0
2012-10-01,38.27,423.0,423.0,831.257,9239.0,9239.0
2012-11-01,34.978,389.0,389.0,830.746,9234.0,9234.0
2012-12-01,37.431,418.0,418.0,969.454,10775.0,10775.0
2013-01-01,92.162,980.0,980.0,1069.749,11480.0,11480.0
2013-02-01,50.26,542.0,542.0,1041.511,11176.0,11176.0
2013-03-01,60.885,656.0,656.0,1066.467,11444.0,11444.0
2013-04-01,66.388,713.0,713.0,1077.08,11558.0,11558.0
2013-05-01,102.784,1106.0,1106.0,1171.822,12575.0,12575.0
2013-06-01,33.339,359.0,359.0,1251.846,13434.0,13434.0
2013-07-01,154.954,1664.0,1664.0,1275.129,13684.0,13684.0
2013-08-01,55.476,593.0,593.0,1290.658,13850.0,13850.0
2013-09-01,80.008,861.0,861.0,1122.512,12046.0,12046.0
2013-10-01,46.194,496.0,496.0,1164.888,12500.0,12500.0
2013-11-01,55.637,599.0,599.0,1083.536,11628.0,11628.0
2013-12-01,234.498,2514.0,2514.0,1032.217,11077.0,11077.0
2014-01-01,866.899,10046.0,10046.0,1047.476,12142.0,12142.0
2014-02-01,111.359,1293.0,1293.0,829.921,9621.0,9621.0
2014-03-01,240.633,2790.0,2790.0,1105.183,12812.0,12812.0
2014-04-01,31.854,371.0,371.0,1042.261,12083.0,12083.0
2014-05-01,36.234,418.0,418.0,1188.133,13774.0,13774.0
2014-06-01,31.691,365.0,365.0,1199.892,13910.0,13910.0
2014-07-01,25.513,296.0,296.0,1211.934,14050.0,14050.0
2014-08-01,30.463,354.0,354.0,1226.34,14217.0,14217.0
2014-09-01,24.909,290.0,290.0,1176.223,13636.0,13636.0
2014-10-01,19.033,220.0,220.0,1051.466,12189.0,12189.0
2014-11-01,28.035,325.0,325.0,1077.583,12492.0,12492.0
2014-12-01,35.832,418.0,418.0,1069.133,12394.0,12394.0
2015-01-01,201.942,2385.0,2385.0,933.916,11011.0,11011.0
2015-02-01,538.399,6347.0,6347.0,842.482,9932.0,9932.0
2015-03-01,103.415,1219.0,1219.0,782.543,9225.0,9225.0
2015-04-01,68.384,809.0,809.0,1046.859,12341.0,12341.0
2015-05-01,108.966,1282.0,1282.0,1071.676,12634.0,12634.0
2015-06-01,147.399,1738.0,1738.0,1213.668,14308.0,14308.0
2015-07-01,182.296,2148.0,2148.0,1099.745,12965.0,12965.0
2015-08-01,105.094,1242.0,1242.0,1105.777,13036.0,13036.0
2015-09-01,78.464,924.0,924.0,1091.358,12866.0,12866.0
2015-10-01,55.072,647.0,647.0,1078.369,12713.0,12713.0
2015-11-01,38.415,450.0,450.0,1052.87,12412.0,12412.0
2015-12-01,31.848,375.0,375.0,1088.043,12827.0,12827.0
2016-01-01,267.617,3084.0,3084.0,936.399,10777.0,10777.0
2016-02-01,187.867,2160.0,2160.0,642.804,7398.0,7398.0
2016-03-01,82.28,947.0,947.0,849.011,9771.0,9771.0
2016-04-01,80.286,924.0,924.0,1051.414,12101.0,12101.0
2016-05-01,75.474,866.0,866.0,1195.908,13764.0,13764.0
2016-06-01,96.734,1115.0,1115.0,1157.035,13316.0,13316.0
2016-07-01,104.914,1207.0,1207.0,1099.678,12656.0,12656.0
2016-08-01,145.389,1675.0,1675.0,1082.149,12454.0,12454.0
2016-09-01,68.125,785.0,785.0,995.779,11460.0,11460.0
2016-10-01,80.84,930.0,930.0,1005.006,11567.0,11567.0
2016-11-01,25.725,295.0,295.0,1076.553,12390.0,12390.0
2016-12-01,48.264,554.0,554.0,929.749,10700.0,10700.0
2017-01-01,101.748,1138.0,1138.0,870.505,9770.0,9770.0
2017-02-01,26.972,300.0,300.0,830.636,9323.0,9323.0
2017-03-01,71.511,803.0,803.0,849.663,9536.0,9536.0
2017-04-01,33.981,381.0,381.0,769.553,8637.0,8637.0
2017-05-01,91.34,1028.0,1028.0,780.873,8764.0,8764.0
2017-06-01,71.521,803.0,803.0,741.085,8317.0,8317.0
2017-07-01,108.341,1219.0,1219.0,766.841,8607.0,8607.0
2017-08-01,64.981,728.0,728.0,728.034,8171.0,8171.0
2017-09-01,105.95,1190.0,1190.0,676.62,7594.0,7594.0
2017-10-01,58.287,653.0,653.0,800.116,8980.0,8980.0
2017-11-01,81.654,918.0,918.0,825.901,9269.0,9269.0
2017-12-01,119.195,1340.0,1340.0,852.692,9570.0,9570.0
2018-01-01,1300.294,14016.0,14016.0,1230.257,13259.0,13259.0
2018-02-01,72.863,785.0,785.0,1166.774,12575.0,12575.0
2018-03-01,91.834,988.0,988.0,1241.76,13383.0,13383.0
2018-04-01,83.108,895.0,895.0,1195.746,12887.0,12887.0
2018-05-01,98.629,1063.0,1063.0,1081.545,11656.0,11656.0
2018-06-01,96.342,1040.0,1040.0,1169.986,12609.0,12609.0
2018-07-01,93.233,1005.0,1005.0,1175.69,12671.0,12671.0
2018-08-01,129.734,1398.0,1398.0,1169.467,12604.0,12604.0
2018-09-01,109.733,1184.0,1184.0,960.978,10357.0,10357.0
2018-10-01,72.577,780.0,780.0,1192.611,12853.0,12853.0
2018-11-01,64.738,699.0,699.0,1206.706,13005.0,13005.0
2018-12-01,37.517,404.0,404.0,1239.878,13363.0,13363.0
2019-01-01,67.813,809.0,809.0,1319.034,15657.0,15657.0
2019-02-01,62.363,739.0,739.0,1162.143,13795.0,13795.0
2019-03-01,62.893,745.0,745.0,1255.27,14901.0,14901.0
2019-04-01,29.703,352.0,352.0,1181.137,14021.0,14021.0
2019-05-01,76.275,907.0,907.0,1265.843,15026.0,15026.0
2019-06-01,84.637,1005.0,1005.0,1224.049,14530.0,14530.0
2019-07-01,92.586,1097.0,1097.0,1242.74,14752.0,14752.0
2019-08-01,71.233,843.0,843.0,1202.766,14277.0,14277.0
2019-09-01,106.814,1271.0,1271.0,1177.666,13979.0,13979.0
2019-10-01,69.685,826.0,826.0,1238.993,14707.0,14707.0
2019-11-01,14.559,173.0,173.0,1175.522,13954.0,13954.0
2019-12-01,74.878,889.0,889.0,1311.398,15567.0,15567.0
2020-01-01,90.644,1086.0,1086.0,1325.673,15874.0,15874.0
2020-02-01,21.498,260.0,260.0,1267.777,15181.0,15181.0
2020-03-01,39.365,474.0,474.0,1411.014,16895.0,16895.0
2020-04-01,33.934,404.0,404.0,1308.332,15666.0,15666.0
2020-05-01,7.597,92.0,92.0,1287.291,15414.0,15414.0
2020-06-01,152.228,1825.0,1825.0,1136.188,13604.0,13604.0
2020-07-01,191.018,2287.0,2287.0,1232.471,14758.0,14758.0
2020-08-01,71.11,849.0,849.0,1244.621,14903.0,14903.0
2020-09-01,74.541,895.0,895.0,1150.288,13773.0,13773.0
2020-10-01,11.322,133.0,133.0,1161.218,13904.0,13904.0
2020-11-01,16.115,191.0,191.0,1202.188,14395.0,14395.0
2020-12-01,39.636,474.0,474.0,1386.931,16607.0,16607.0
2021-01-01,66.793,832.0,832.0,1054.639,13183.0,13183.0
2021-02-01,132.202,1652.0,1652.0,984.577,12307.0,12307.0
2021-03-01,68.26,855.0,855.0,1048.473,13106.0,13106.0
2021-04-01,53.918,676.0,676.0,1031.05,12888.0,12888.0
2021-05-01,51.417,641.0,641.0,1040.175,13002.0,13002.0
2021-06-01,72.242,901.0,901.0,955.423,11943.0,11943.0
2021-07-01,57.192,716.0,716.0,985.574,12320.0,12320.0
2021-08-01,70.107,878.0,878.0,953.632,11921.0,11921.0
2021-09-01,49.427,618.0,618.0,877.931,10974.0,10974.0
2021-10-01,49.58,618.0,618.0,932.115,11651.0,11651.0
2021-11-01,45.14,566.0,566.0,929.954,11625.0,11625.0
2021-12-01,68.187,855.0,855.0,1094.992,13688.0,13688.0
2022-01-01,108.302,1247.0,1247.0,1292.623,14857.0,14857.0
2022-02-01,44.955,514.0,514.0,1239.486,14246.0,14246.0
2022-03-01,136.189,1565.0,1565.0,1322.962,15205.0,15205.0
2022-04-01,47.656,549.0,549.0,1283.483,14752.0,14752.0
2022-05-01,53.124,612.0,612.0,1172.933,13481.0,13481.0
2022-06-01,62.342,716.0,716.0,1216.096,13977.0,13977.0
2022-07-01,74.006,849.0,849.0,1337.121,15368.0,15368.0
2022-08-01,63.655,733.0,733.0,1225.68,14088.0,14088.0
2022-09-01,48.219,554.0,554.0,1119.6,12868.0,12868.0
2022-10-01,43.345,497.0,497.0,1217.472,13993.0,13993.0
2022-11-01,56.597,653.0,653.0,1210.999,13919.0,13919.0
2022-12-01,215.272,2472.0,2472.0,1286.883,14791.0,14791.0
2023-01-01,68.182,722.0,722.0,1286.21,13529.0,13529.0
2023-02-01,52.666,554.0,554.0,1181.1,12423.0,12423.0
2023-03-01,64.196,676.0,676.0,1187.648,12492.0,12492.0
2023-04-01,27.085,283.0,283.0,1188.08,12496.0,12496.0
2023-05-01,64.738,681.0,681.0,1315.006,13832.0,13832.0
2023-06-01,61.671,647.0,647.0,1168.192,12287.0,12287.0
2023-07-01,84.688,889.0,889.0,1213.789,12767.0,12767.0
2023-08-01,119.039,1253.0,1253.0,1176.743,12377.0,12377.0
2023-09-01,13.473,144.0,144.0,1072.31,11279.0,11279.0
2023-10-01,63.776,670.0,670.0,1205.481,12680.0,12680.0
2023-11-01,283.468,2980.0,2980.0,1208.327,12710.0,12710.0
2023-12-01,45.761,479.0,479.0,1295.371,13625.0,13625.0
2024-01-01,87.176,941.0,941.0,996.264,10728.0,10728.0
2024-02-01,9.521,104.0,104.0,937.497,10096.0,10096.0
2024-03-01,11.404,121.0,121.0,897.668,9667.0,9667.0
2024-04-01,141.41,1525.0,1525.0,906.698,9764.0,9764.0
2024-05-01,68.914,745.0,745.0,946.535,10193.0,10193.0
2024-06-01,33.471,358.0,358.0,812.01,8745.0,8745.0
2024-07-01,179.224,1929.0,1929.0,875.614,9430.0,9430.0
2024-08-01,81.105,872.0,872.0,907.515,9773.0,9773.0
2024-09-01,13.546,144.0,144.0,829.053,8928.0,8928.0
2024-10-01,10.431,110.0,110.0,889.129,9575.0,9575.0
2024-11-01,17.721,191.0,191.0,941.388,10138.0,10138.0
2024-12-01,169.241,1825.0,1825.0,912.465,9826.0,9826.0
