measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-195.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-182.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-169.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,1534.0,11939.0,11939.0,1593.0,11617.0,11617.0
2004-10-01,0.0,0.0,0.0,-148.0,505.0,505.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,0.0,0.0
2004-12-01,23.0,534.0,534.0,858.0,19124.0,19124.0,365.0,7908.0,7908.0
2005-01-01,75.0,875.8,875.8,0.0,0.0,0.0,4956.0,47835.9,47835.9
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-261.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-258.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-161.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-151.0,0.0,0.0
2005-07-01,24.0,991.8,991.8,0.0,0.0,0.0,1204.0,50828.4,50828.4
2005-08-01,54.0,1293.4,1293.4,0.0,0.0,0.0,3725.0,89649.0,89649.0
2005-09-01,179.0,3184.2,3184.2,4211.0,76547.97,76547.97,14268.0,255628.8,255628.8
2005-10-01,31.0,400.2,400.2,0.0,0.0,0.0,15719.0,201020.4,201020.4
2005-11-01,0.0,0.0,0.0,599.0,9736.76,9736.76,1470.0,16783.2,16783.2
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-281.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-279.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-226.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-195.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,774.0,12873.0,12873.0,1007.0,14238.0,14238.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-159.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-139.0,0.0,0.0
2006-08-01,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,-69.5,0.0,0.0,-69.5,0.0,0.0
2008-02-01,0.0,0.0,0.0,-68.0,0.0,0.0,-68.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,-63.5,0.0,0.0,-63.5,0.0,0.0
2008-04-01,0.0,0.0,0.0,-57.0,0.0,0.0,-57.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,-63.5,0.0,0.0,-63.5,0.0,0.0
2008-06-01,0.0,0.0,0.0,5838.0,91466.0,91466.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,1532.0,26229.0,26229.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,4017.0,55271.0,55271.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,-73.0,0.0,0.0,-73.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,-27.5,0.0,0.0,-27.5,0.0,0.0
2008-11-01,0.0,0.0,0.0,-52.0,0.0,0.0,-52.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,-98.5,0.0,0.0,-98.5,0.0,0.0
2009-01-01,0.0,0.0,0.0,-81.5,0.0,0.0,-81.5,0.0,0.0
2009-02-01,0.0,0.0,0.0,-53.5,0.0,0.0,-53.5,0.0,0.0
2009-03-01,0.0,0.0,0.0,-58.5,0.0,0.0,-58.5,0.0,0.0
2009-04-01,0.0,0.0,0.0,-43.0,0.0,0.0,-43.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,-41.0,0.0,0.0,-41.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,-40.5,0.0,0.0,-40.5,0.0,0.0
2009-08-01,0.0,0.0,0.0,-49.5,0.0,0.0,-49.5,0.0,0.0
2009-09-01,0.0,0.0,0.0,-51.0,0.0,0.0,-51.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,-72.5,0.0,0.0,-72.5,0.0,0.0
2009-11-01,0.0,0.0,0.0,-43.0,0.0,0.0,-43.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,-65.0,0.0,0.0,-65.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,-222.0,706.0,706.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,-66.0,0.0,0.0,-66.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,-30.5,0.0,0.0,-30.5,0.0,0.0
2010-05-01,0.0,0.0,0.0,-33.5,0.0,0.0,-33.5,0.0,0.0
2010-06-01,0.0,0.0,0.0,1906.0,39530.0,39530.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,-38.5,0.0,0.0,-38.5,0.0,0.0
2010-08-01,0.0,0.0,0.0,2151.0,41992.0,41992.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,-25.5,0.0,0.0,-25.5,0.0,0.0
2010-10-01,0.0,0.0,0.0,-25.0,0.0,0.0,-25.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,-48.5,0.0,0.0,-48.5,0.0,0.0
2010-12-01,0.0,0.0,0.0,-66.5,0.0,0.0,-66.5,0.0,0.0
