measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2004-09-01,2.5859199999999998,32.87,32.87,1.6818199999999999,0.0,0.0,,,,,,,60788.64908,772674.87,772674.87,42687.89018,61611.48,61611.48
2004-10-01,1.1346399999999999,14.42,14.42,0.5641499999999999,0.0,0.0,,,,,,,38408.03936,472634.26,488198.54,20239.55685,29211.43,29211.43
2004-11-01,1.78991,22.75,22.75,0.92721,0.0,0.0,,,,,,,51047.45209,637514.55,648856.07,28096.04679,40550.79,40550.79
2004-12-01,2099.43467,26121.57,26680.62,964.80264,0.0,0.0,,,,,,,53500.49633,639779.74,679909.97,25993.26836,38907.08,38907.08
2005-01-01,,,,,,,129.89935,1588.73,1588.73,69.18476,0.0,0.0,40885.57665,500051.02,500051.02,23387.22324,37004.78,37004.78
2005-02-01,,,,,,,29.900479999999998,365.7,365.7,15.95993,0.0,0.0,36246.12652,443308.22,443308.22,20778.75507,32805.69,32805.69
2005-03-01,,,,,,,25.659019999999998,313.82,313.82,13.698929999999999,0.0,0.0,43253.39598,529010.62,529010.62,24801.14707,39147.84,39147.84
2005-04-01,,,,,,,25.672729999999998,313.99,313.99,13.70643,0.0,0.0,44345.34427,542365.69,542365.69,25427.59957,40136.15,40136.15
2005-05-01,,,,,,,25.88298,316.56,316.56,13.81687,0.0,0.0,35974.69002,439988.39,439988.39,20625.17113,32560.02,32560.02
2005-06-01,,,,,,,31.35391,383.47,383.47,16.7406,0.0,0.0,61203.57409,748550.23,748550.23,35096.2754,55394.21,55394.21
2005-07-01,,,,,,,59.38504,726.31,726.31,31.69998,0.0,0.0,78869.41396,964612.29,964612.29,45216.36202,71383.23,71383.23
2005-08-01,,,,,,,52.597789999999996,643.3,643.3,28.080289999999998,0.0,0.0,84323.20421,1031314.88,1031314.88,48348.86871,76319.36,76319.36
2005-09-01,,,,,,,29.265179999999997,357.93,357.93,15.62519,0.0,0.0,55780.57382,682224.25,682224.25,31986.16981,50485.96,50485.96
2005-10-01,,,,,,,41.02975,501.81,501.81,21.895519999999998,0.0,0.0,38575.17425,471793.61,471793.61,22109.01348,34913.68,34913.68
2005-11-01,,,,,,,27.628919999999997,337.92,337.92,14.74781,0.0,0.0,34625.56708,423487.97,423487.97,19850.23819,31338.96,31338.96
2005-12-01,,,,,,,75.67903,925.59,925.59,40.35009,0.0,0.0,37410.66397,457551.07,457551.07,21422.46891,33859.69,33859.69
2006-01-01,,,,,,,39.40059,466.48,466.48,20.35937,0.0,0.0,22643.41841,268084.85,268084.85,12977.62163,29262.32,29262.32
2006-02-01,,,,,,,49.39027,584.75,584.75,25.511029999999998,0.0,0.0,22577.41973,267303.46,267303.46,12934.58397,29177.03,29177.03
2006-03-01,,,,,,,89.93079,1064.73,1064.73,46.389900000000004,0.0,0.0,24630.74621,291613.64,291613.64,14092.3741,31830.57,31830.57
2006-04-01,,,,,,,42.64062,504.84,504.84,22.02725,0.0,0.0,20708.64038,245178.21,245178.21,11865.33475,26761.98,26761.98
2006-05-01,,,,,,,29.45347,348.71,348.71,15.22318,0.0,0.0,20088.81553,237839.89,237839.89,11516.34282,25960.99,25960.99
2006-06-01,,,,,,,28.356119999999997,335.72,335.72,14.660789999999999,0.0,0.0,25697.47088,304243.08,304243.08,14736.43621,33209.11,33209.11
2006-07-01,,,,,,,35.14835,416.14,416.14,18.175649999999997,0.0,0.0,38483.58365,455623.18,455623.18,22072.52135,49732.73,49732.73
2006-08-01,,,,,,,37.40454,442.85,442.85,19.34028,0.0,0.0,36231.25746,428956.98,428956.98,20778.45772,46822.03,46822.03
2006-09-01,,,,,,,21.866619999999998,258.89,258.89,11.30813,0.0,0.0,25698.83438,304259.22,304259.22,14740.57087,33210.86,33210.86
2006-10-01,,,,,,,21.772019999999998,257.77,257.77,11.26014,0.0,0.0,28660.52698,339323.93,339323.93,16440.71686,37038.29,37038.29
2006-11-01,,,,,,,35.38012,418.88,418.88,18.2869,0.0,0.0,24651.88188,291863.92,291863.92,14132.6121,31857.88,31857.88
2006-12-01,,,,,,,39.41478,466.65,466.65,20.3686,0.0,0.0,24088.38622,285192.44,285192.44,13807.0664,31129.67,31129.67
2007-01-01,,,,,,,0.48100000000000004,6.0,6.0,0.271,0.0,0.0,586.8480000000001,7071.0,7071.0,334.72900000000004,92.0,92.0
2007-02-01,,,,,,,13.96,116.0,168.0,7.916,0.0,0.0,18976.638,228643.0,228643.0,10891.084,2778.0,2778.0
2007-03-01,,,,,,,36.585,296.0,441.0,20.102,0.0,0.0,49214.716,592971.0,592971.0,28226.898,25993.0,25993.0
2007-04-01,,,,,,,17.33,139.0,209.0,9.427,0.0,0.0,23289.564,280608.0,280608.0,13541.573,19328.0,19328.0
2007-05-01,,,,,,,0.48100000000000004,6.0,6.0,0.24700000000000003,0.0,0.0,914.14,11014.0,11014.0,521.753,1218.0,1218.0
2007-06-01,,,,,,,23.588,191.0,284.0,12.21,0.0,0.0,31479.594,379287.0,379287.0,18028.79,40350.0,40350.0
2007-07-01,,,,,,,45.731,371.0,551.0,23.577,0.0,0.0,61366.584,739384.0,739384.0,35169.423,82549.0,82549.0
2007-08-01,,,,,,,34.178000000000004,278.0,412.0,17.509,0.0,0.0,46078.799,554315.0,555187.0,26398.491,65683.0,65683.0
2007-09-01,,,,,,,29.364,238.0,354.0,15.261000000000001,0.0,0.0,39182.809,472100.0,472100.0,22441.739,48176.0,48176.0
2007-10-01,,,,,,,14.441,116.0,174.0,7.565,0.0,0.0,19302.23,232566.0,232566.0,11078.435,22257.0,22257.0
2007-11-01,0.0,0.0,0.0,,,,9.628,81.0,116.0,5.288,0.0,0.0,12733.616,153423.0,153423.0,7300.712,6742.0,6742.0
2007-12-01,0.0,0.0,0.0,,,,20.699,168.0,249.0,11.559000000000001,0.0,0.0,27666.997,333350.0,333350.0,15877.441,9224.0,9224.0
2008-01-01,0.0,0.0,0.0,,,,36.001000000000005,431.0,431.0,19.933,0.0,0.0,54548.482,653343.0,653343.0,31295.067,23657.0,23657.0
2008-02-01,0.0,0.0,0.0,,,,35.066,420.0,420.0,19.3,0.0,0.0,53091.229,635890.0,635890.0,30455.7,26872.0,26872.0
2008-03-01,0.0,0.0,0.0,,,,33.664,403.0,403.0,18.255000000000003,0.0,0.0,51208.359,613336.0,613336.0,29377.745000000003,35548.0,35548.0
2008-04-01,0.0,0.0,0.0,,,,39.742000000000004,476.0,476.0,21.102,0.0,0.0,59934.44,717856.0,717856.0,34361.898,57245.0,57245.0
2008-05-01,0.0,0.0,0.0,,,,21.507,258.0,258.0,11.366,0.0,0.0,32211.433,385809.0,385809.0,18464.634,32678.0,32678.0
2008-06-01,0.0,0.0,0.0,,,,35.066,420.0,420.0,17.931,0.0,0.0,52953.728,634244.0,634244.0,30336.069,76336.0,76336.0
2008-07-01,0.0,0.0,0.0,,,,40.209,482.0,482.0,20.401,0.0,0.0,60672.404,722771.0,726693.0,34741.599,93454.0,93454.0
2008-08-01,0.0,0.0,0.0,,,,26.183,314.0,314.0,13.495000000000001,0.0,0.0,39412.826,472061.0,472061.0,22583.505,52729.0,52729.0
2008-09-01,0.0,0.0,0.0,,,,24.78,297.0,297.0,12.901,0.0,0.0,37344.924,447293.0,447293.0,21375.099000000002,44455.0,44455.0
2008-10-01,0.0,0.0,0.0,,,,17.767,213.0,213.0,9.529,0.0,0.0,26733.808,320200.0,320200.0,15318.471000000001,21883.0,21883.0
2008-11-01,0.0,0.0,0.0,,,,0.468,6.0,6.0,0.21200000000000002,0.0,0.0,994.292,10313.0,11907.0,567.788,3064.0,3064.0
2008-12-01,0.0,0.0,0.0,,,,16.364,196.0,196.0,9.073,0.0,0.0,24630.258,295005.0,295005.0,14111.927,9839.0,9839.0
2009-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35282.471,423012.0,423012.0,20225.0,9890.0,9890.0
2009-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26567.063000000002,318519.0,318519.0,15230.0,12414.0,12414.0
2009-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10892.564,130594.0,130594.0,6241.0,5232.0,5232.0
2009-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,254.53900000000002,3052.0,3052.0,144.0,0.0,0.0
2009-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2694.717,32307.0,32307.0,1543.0,3860.0,3860.0
2009-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17004.889,201601.0,203877.0,9745.0,27243.0,27243.0
2009-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,46248.003,554480.0,554480.0,26510.0,66413.0,66413.0
2009-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55324.856,663013.0,663305.0,31714.0,81523.0,81523.0
2009-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8891.889000000001,106607.0,106607.0,5094.0,11540.0,11540.0
2009-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,49781.001000000004,596838.0,596838.0,28537.0,42750.0,42750.0
2009-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28487.982,341550.0,341550.0,16328.0,24969.0,24969.0
2009-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,151.026,1811.0,1811.0,82.0,0.0,0.0
2010-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18830.612,224342.0,224342.0,10785.0,3944.0,3944.0
2010-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34485.464,410849.0,410849.0,19771.0,19793.0,19793.0
2010-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45471.684,541735.0,541735.0,26069.0,35701.0,35701.0
2010-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9622.272,114637.0,114637.0,5514.0,11698.0,11698.0
2010-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22091.19,263187.0,263187.0,12654.0,30363.0,30363.0
2010-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58284.981,694389.0,694389.0,33418.0,82770.0,82770.0
2010-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56086.380000000005,662891.0,668196.0,32151.0,92286.0,92286.0
2010-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54651.182,648750.0,651097.0,31326.0,87102.0,87102.0
2010-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44207.827,526678.0,526678.0,25338.0,61503.0,61503.0
2010-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38585.787,459699.0,459699.0,22125.0,33811.0,33811.0
2010-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,105.18,1253.0,1253.0,57.0,0.0,0.0
2010-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,936.441,11156.0,11156.0,522.0,1361.0,1361.0
2011-01-01,,,,,,,1.452,17.0,17.0,0.809,0.0,0.0,58764.159,701259.0,701259.0,33686.191,20266.0,20266.0
2011-02-01,,,,,,,0.968,12.0,12.0,0.533,0.0,0.0,48547.488,579335.0,579335.0,27828.467,23910.0,23910.0
2011-03-01,,,,,,,0.968,12.0,12.0,0.524,0.0,0.0,48749.455,581745.0,581745.0,27944.476,34629.0,34629.0
2011-04-01,,,,,,,0.484,6.0,6.0,0.256,0.0,0.0,29866.872,356411.0,356411.0,17122.744,29730.0,29730.0
2011-05-01,,,,,,,0.484,6.0,6.0,0.247,0.0,0.0,17572.343,209699.0,209699.0,10066.753,26087.0,26087.0
2011-06-01,,,,,,,0.968,12.0,12.0,0.499,0.0,0.0,54670.992,652408.0,652408.0,31338.501,73033.0,73033.0
2011-07-01,,,,,,,1.452,17.0,17.0,0.734,0.0,0.0,60822.864,721875.0,725825.0,34855.266,96601.0,96601.0
2011-08-01,,,,,,,1.452,17.0,17.0,0.735,0.0,0.0,61079.142,725676.0,728883.0,35005.265,96249.0,96249.0
2011-09-01,,,,,,,1.452,17.0,17.0,0.743,0.0,0.0,59429.462,709197.0,709197.0,34065.257,85186.0,85186.0
2011-10-01,,,,,,,0.968,12.0,12.0,0.511,0.0,0.0,49956.166,596145.0,596145.0,28630.489,50432.0,50432.0
2011-11-01,,,,,,,0.968,12.0,12.0,0.513,0.0,0.0,44635.438,532652.0,532652.0,25581.487,43555.0,43555.0
2011-12-01,,,,,,,0.968,12.0,12.0,0.523,0.0,0.0,36813.035,439306.0,439306.0,21102.477,26283.0,26283.0
2012-01-01,,,,,,,0.975,12.0,12.0,0.539,0.0,0.0,25207.724,298491.0,298491.0,14449.461,11046.0,11046.0
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7038.616,83343.0,83343.0,4030.0,4059.0,4059.0
2012-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3062.85,36267.0,36267.0,1747.0,3251.0,3251.0
2012-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3347.924,39642.0,39642.0,1916.0,4619.0,4619.0
2012-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5620.033,65981.0,66546.0,3216.0,9645.0,9645.0
2012-06-01,,,,,,,0.488,6.0,6.0,0.247,0.0,0.0,48027.718,568693.0,568693.0,27526.753,73958.0,73958.0
2012-07-01,,,,,,,0.488,6.0,6.0,0.244,0.0,0.0,60469.168,709697.0,716011.0,34652.756,104012.0,104012.0
2012-08-01,,,,,,,0.488,6.0,6.0,0.246,0.0,0.0,60913.748,720616.0,721275.0,34914.754,99075.0,99075.0
2012-09-01,,,,,,,0.488,6.0,6.0,0.251,0.0,0.0,56629.151,670541.0,670541.0,32462.749,76091.0,76091.0
2012-10-01,,,,,,,0.488,6.0,6.0,0.253,0.0,0.0,41199.513,487841.0,487841.0,23617.747,52193.0,52193.0
2012-11-01,,,,,,,0.488,6.0,6.0,0.263,0.0,0.0,59720.848,707149.0,707149.0,34242.737,44710.0,44710.0
2012-12-01,,,,,,,0.488,6.0,6.0,0.26,0.0,0.0,45589.316,539821.0,539821.0,26135.74,40983.0,40983.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50344.0,623823.0,623823.0,28855.0,31214.0,31214.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55698.0,682323.0,682323.0,31925.0,39668.0,39668.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57015.0,691042.0,691042.0,32679.0,47640.0,47640.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12406.0,150976.0,150976.0,7110.0,11252.0,11252.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56465.0,661142.0,661142.0,32364.0,70516.0,70516.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48166.0,557926.0,557926.0,27607.0,66338.0,66338.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60776.0,695327.0,695327.0,34835.0,95226.0,95226.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42860.0,495135.0,495135.0,24566.0,63758.0,63758.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54505.0,638509.0,638509.0,31241.0,62539.0,62539.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49410.0,579615.0,579615.0,28321.0,45849.0,45849.0
2013-11-01,3.288,40.0,40.0,1.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27962.712,343769.0,343769.0,16028.188,13902.0,13902.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59107.0,740043.0,740043.0,33878.0,24859.0,24859.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,78.219,970.0,970.0,43.197,0.0,0.0,56511.781,700952.0,700952.0,32392.803,26583.0,26583.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55618.0,683085.0,683085.0,31879.0,31309.0,31309.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57212.0,693283.0,693283.0,32792.0,41940.0,41940.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59868.0,706131.0,706131.0,34315.0,64115.0,64115.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41449.0,481816.0,481816.0,23757.0,49964.0,49964.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48049.0,550857.0,550857.0,27540.0,73616.0,73616.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51981.0,595234.0,595234.0,29794.0,81048.0,81048.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31234.0,362083.0,362083.0,17902.0,43910.0,43910.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28580.0,336590.0,336590.0,16381.0,34989.0,34989.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44234.0,527429.0,527429.0,25354.0,36062.0,36062.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,301.092,3725.0,3725.0,167.067,0.0,0.0,29491.908,364850.0,364850.0,16909.933,12169.0,12169.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52673.0,654839.0,654839.0,30191.0,10364.0,10364.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,810.719,10285.0,10285.0,458.515,0.0,0.0,55801.281,707929.0,707929.0,31989.485,9650.0,9650.0
2015-02-01,8303.59,107738.0,107738.0,4712.494,0.0,0.0,2302.893,29880.0,29880.0,1306.949,0.0,0.0,37079.517,481104.0,481104.0,21312.557,6150.0,6150.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56683.0,694838.0,694838.0,32489.0,34877.0,34877.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11626.0,140561.0,140561.0,6663.0,9787.0,9787.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34232.0,403257.0,403257.0,19621.0,37466.0,37466.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31658.0,367759.0,367759.0,18145.0,42853.0,42853.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43296.0,507578.0,507578.0,24816.0,52431.0,52431.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45105.0,528551.0,528551.0,25853.0,53911.0,53911.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43472.0,513866.0,513866.0,24917.0,47023.0,47023.0
2015-10-01,42.254,514.0,514.0,23.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49682.746,604342.0,604342.0,28477.768,25689.0,25689.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34713.0,429883.0,429883.0,19897.0,15123.0,15123.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29569.0,367699.0,367699.0,16948.0,10382.0,10382.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56003.0,669983.0,691284.0,32100.0,15852.0,15852.0
2016-02-01,4318.466,52412.0,53379.0,2416.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31282.534,372709.0,386672.0,17989.78,10757.0,10757.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31439.0,371141.0,388202.0,18020.0,14210.0,14210.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40982.0,481040.0,500322.0,23489.0,21298.0,21298.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3131.0,37292.0,39664.0,1795.0,1469.0,1469.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19729.0,223834.0,239928.0,11308.0,18509.0,18509.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44562.0,488651.0,520291.0,25541.0,58141.0,58141.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59749.0,659595.0,693372.0,34247.0,73257.0,73257.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47170.0,536933.0,558923.0,27036.0,41720.0,41720.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34626.0,417536.0,430189.0,19847.0,7319.0,7319.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12522.0,149289.0,155786.0,7178.0,4069.0,4069.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47009.0,555175.0,573333.0,26944.0,20285.0,20285.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48392.0,574683.0,592838.0,27737.0,17890.0,17890.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35081.0,418450.0,430818.0,20107.0,11113.0,11113.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41338.0,489002.0,505542.0,23693.0,17081.0,17081.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13716.0,155540.0,162175.0,7861.0,12285.0,12285.0
