measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed,"Jet Fuel - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Jet Fuel - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed"
2004-04-01,166925.0,1784517.0,1784517.0,159.0,1668.0,1668.0,16721.0,167577.86,167577.86,,,,0.0,0.0,0.0,,,
2004-05-01,172347.0,1837037.0,1837037.0,157.0,1621.0,1621.0,17116.0,171536.55,171536.55,,,,0.0,0.0,0.0,,,
2004-06-01,166694.0,1821347.0,1821347.0,647.0,6896.0,6896.0,16815.0,168519.93,168519.93,,,,7871.0,80514.0,80514.0,,,
2004-07-01,172339.0,1888699.0,1888699.0,311.0,3347.0,3347.0,16933.0,169702.53,169702.53,,,,1883.0,19470.0,19470.0,,,
2004-08-01,158249.0,1718553.0,1718553.0,357.0,3798.0,3798.0,17151.0,171887.32,171887.32,,,,2378.0,24300.0,24300.0,,,
2004-09-01,58073.0,684213.0,684213.0,267.0,3098.0,3098.0,17485.0,175234.67,175234.67,,,,0.0,0.0,0.0,,,
2004-10-01,83042.0,931360.0,931360.0,276.0,3115.0,3115.0,16829.0,168660.24,168660.24,,,,0.0,0.0,0.0,,,
2004-11-01,84841.0,933421.0,933421.0,26.0,284.0,284.0,16442.0,164781.72,164781.72,,,,0.0,0.0,0.0,,,
2004-12-01,154736.0,1642050.0,1642050.0,477.0,5172.0,5172.0,16466.0,165022.25,165022.25,,,,0.0,0.0,0.0,,,
2005-01-01,166183.0,1752845.76,1752845.76,251.0,2622.87,2622.87,17447.0,174452.55,174452.55,,,,0.0,0.0,0.0,,,
2005-02-01,156440.0,1686881.51,1686881.51,180.0,1899.12,1899.12,15075.0,150734.93,150734.93,,,,0.0,0.0,0.0,,,
2005-03-01,152229.0,1645249.15,1645249.15,112.0,1192.74,1192.74,17127.0,171252.87,171252.87,,,,0.0,0.0,0.0,,,
2005-04-01,95456.0,1015702.35,1015702.35,130.0,1366.44,1366.44,16386.0,163843.61,163843.61,,,,0.0,0.0,0.0,,,
2005-05-01,174436.0,1881773.04,1881773.04,226.0,2437.59,2437.59,16620.0,166183.38,166183.38,,,,0.0,0.0,0.0,,,
2005-06-01,149223.0,1561689.34,1561689.34,332.0,3508.74,3508.74,17764.0,177622.24,177622.24,,,,0.0,0.0,0.0,,,
2005-07-01,194104.0,1923448.38,1923448.38,1042.0,10283.04,10283.04,18658.0,186561.34,186561.34,,,,0.0,0.0,0.0,,,
2005-08-01,183447.0,1965520.62,1965520.62,1227.0,13068.03,13068.03,19053.0,190510.95,190510.95,,,,26270.0,268614.0,268614.0,,,
2005-09-01,172378.0,1867418.8,1867418.8,433.0,4689.9,4689.9,17901.0,178992.1,178992.1,,,,9647.0,100224.0,100224.0,,,
2005-10-01,169047.0,1810394.6,1810394.6,154.0,1655.94,1655.94,18091.0,180891.91,180891.91,,,,0.0,0.0,0.0,,,
2005-11-01,122450.0,1308854.56,1308854.56,569.0,5981.07,5981.07,17828.0,178262.17,178262.17,,,,0.0,0.0,0.0,,,
2005-12-01,175785.0,1831232.88,1831232.88,448.0,4660.95,4660.95,18702.0,187001.3,187001.3,,,,6118.0,61074.0,61074.0,,,
2006-01-01,172776.0,1967416.0,1967416.0,90.0,938.0,938.0,18791.0,186388.0,186388.0,,,,0.0,0.0,0.0,,,
2006-02-01,165078.0,1645644.0,1645644.0,203.0,2038.0,2038.0,17046.0,169079.0,169079.0,,,,1.0,12.0,12.0,,,
2006-03-01,174047.0,1808528.0,1808528.0,88.0,909.0,909.0,18755.0,186031.0,186031.0,,,,0.0,0.0,0.0,,,
2006-04-01,161948.0,1727625.0,1727625.0,154.0,1604.0,1604.0,18108.0,179613.0,179613.0,,,,0.0,0.0,0.0,,,
2006-05-01,159654.0,1704819.0,1704819.0,390.0,4070.0,4070.0,18335.0,181865.0,181865.0,,,,0.0,0.0,0.0,,,
2006-06-01,181086.0,1916145.0,1916145.0,98.0,1007.0,1007.0,17949.0,178036.0,178036.0,,,,0.0,0.0,0.0,,,
2006-07-01,185223.0,1989931.0,1989931.0,578.0,6039.0,6039.0,18474.0,183244.0,183244.0,,,,0.0,0.0,0.0,,,
2006-08-01,187836.0,2037952.0,2037952.0,339.0,3567.0,3567.0,18138.0,179911.0,179911.0,,,,13831.0,139680.0,139680.0,,,
2006-09-01,113369.0,1202641.0,1202641.0,223.0,2339.0,2339.0,17910.0,177649.0,177649.0,,,,0.0,0.0,0.0,,,
2006-10-01,140958.0,1517513.0,1517513.0,389.0,4053.0,4053.0,18591.0,184404.0,184404.0,,,,0.0,0.0,0.0,,,
2006-11-01,163471.0,1696009.0,1696009.0,200.0,2055.0,2055.0,18365.0,182162.0,182162.0,,,,0.0,0.0,0.0,,,
2006-12-01,154091.0,1629195.0,1629195.0,477.0,4997.0,4997.0,18824.0,186715.0,186715.0,,,,3132.0,31494.0,31494.0,,,
2007-01-01,111465.292,1189395.0,1189395.0,333.708,3561.0,3561.0,18742.0,185246.0,185246.0,,,,0.0,0.0,0.0,,,
2007-02-01,152161.721,1610308.0,1610308.0,212.279,2247.0,2247.0,17141.0,169422.0,169422.0,,,,0.0,0.0,0.0,,,
2007-03-01,164199.457,1716284.0,1716284.0,118.543,1239.0,1239.0,19006.0,187855.0,187855.0,,,,0.0,0.0,0.0,,,
2007-04-01,150568.0,1575401.0,1575401.0,0.0,0.0,0.0,18065.0,178554.0,178554.0,,,,0.0,0.0,0.0,,,
2007-05-01,141857.181,1500061.0,1500061.0,285.819,3022.0,3022.0,18734.0,185167.0,185167.0,,,,0.0,0.0,0.0,,,
2007-06-01,163036.016,1714764.0,1714764.0,146.984,1546.0,1546.0,17569.0,173652.0,173652.0,,,,0.0,0.0,0.0,,,
2007-07-01,174023.912,1854535.0,1854535.0,488.44100000000003,5205.0,5205.0,17912.0,177042.0,177042.0,,,,5151.647,54900.0,54900.0,,,
2007-08-01,177957.956,1937943.0,1937943.0,832.62,9067.0,9067.0,17209.0,170094.0,170094.0,,,,19559.424,213000.0,213000.0,,,
2007-09-01,105625.769,1137656.0,1137656.0,325.232,3503.0,3503.0,16417.0,162266.0,162266.0,,,,0.0,0.0,0.0,,,
2007-10-01,144393.955,1514794.0,1514794.0,325.63100000000003,3416.0,3416.0,15466.0,152866.0,152866.0,,,,305.413,3204.0,3204.0,,,
2007-11-01,136370.566,1442778.0,1442778.0,213.434,2258.0,2258.0,12120.0,119794.0,119794.0,,,,0.0,0.0,0.0,,,
2007-12-01,131541.657,1369757.0,1369757.0,271.343,2826.0,2826.0,12707.0,125596.0,125596.0,,,,0.0,0.0,0.0,,,
2008-01-01,166070.475,1761012.0,1761012.0,243.525,2582.0,2582.0,12192.0,120140.0,120140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,149783.227,1580673.0,1580673.0,194.773,2055.0,2055.0,11728.0,115568.0,115568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,165675.394,1733464.0,1733464.0,156.606,1639.0,1639.0,12886.0,126979.0,126979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,159393.206,1709130.0,1709130.0,118.79400000000001,1274.0,1274.0,16686.0,164424.0,164424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,152518.274,1587296.0,1587296.0,120.726,1256.0,1256.0,17973.0,177106.0,177106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,135974.635,1573944.0,1573944.0,310.12600000000003,3590.0,3590.0,16617.0,163744.0,163744.0,0.0,0.0,0.0,0.0,0.0,0.0,17486.239,202408.0,202408.0
2008-07-01,149475.439,1587889.0,1587889.0,218.561,2322.0,2322.0,13353.0,131580.0,131580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,127937.964,1338546.0,1338546.0,420.036,4395.0,4395.0,14063.0,138577.0,138577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,36216.714,412859.0,412859.0,427.151,4869.0,4869.0,16935.0,166877.0,166877.0,0.0,0.0,0.0,2329.135,26551.0,26551.0,0.0,0.0,0.0
2008-10-01,-394.5,0.0,0.0,-394.5,0.0,0.0,17171.0,169203.0,169203.0,0.0,0.0,0.0,-394.5,0.0,0.0,-394.5,0.0,0.0
2008-11-01,-389.0,0.0,0.0,-389.0,0.0,0.0,16609.0,163665.0,163665.0,0.0,0.0,0.0,-389.0,0.0,0.0,-389.0,0.0,0.0
2008-12-01,27553.796000000002,310018.0,310018.0,377.204,4244.0,4244.0,18372.0,181038.0,181038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,104007.421,1080888.0,1080888.0,634.5790000000001,6595.0,6595.0,18781.0,183303.0,183303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,61942.944,652530.0,652530.0,510.05600000000004,5373.0,5373.0,16870.0,164651.0,164651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,8239.471,100568.0,100568.0,110.52900000000001,1349.0,1349.0,18239.0,178013.0,178013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-378.25,0.0,0.0,-378.25,0.0,0.0,18142.0,177066.0,177066.0,0.0,0.0,0.0,-378.25,0.0,0.0,-378.25,0.0,0.0
2009-05-01,-378.25,0.0,0.0,-378.25,0.0,0.0,19212.0,187509.0,187509.0,0.0,0.0,0.0,-378.25,0.0,0.0,-378.25,0.0,0.0
2009-06-01,0.0,0.0,0.0,-1087.0,2339.0,2339.0,18215.0,177778.0,177778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,20497.593,220829.0,220829.0,752.407,8106.0,8106.0,17735.0,173094.0,173094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,-411.75,0.0,0.0,-411.75,0.0,0.0,18356.0,179155.0,179155.0,0.0,0.0,0.0,-411.75,0.0,0.0,-411.75,0.0,0.0
2009-09-01,-385.75,0.0,0.0,-385.75,0.0,0.0,17518.0,170976.0,170976.0,0.0,0.0,0.0,-385.75,0.0,0.0,-385.75,0.0,0.0
2009-10-01,-385.0,0.0,0.0,-385.0,0.0,0.0,18165.0,177290.0,177290.0,0.0,0.0,0.0,-385.0,0.0,0.0,-385.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,345.87100000000004,5443.0,5443.0,19418.0,189520.0,189520.0,0.0,0.0,0.0,13909.129,218873.0,218873.0,0.0,0.0,0.0
2009-12-01,34604.78,381044.0,381044.0,1338.22,14736.0,14736.0,18790.0,183390.0,183390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,91964.491,965127.0,965127.0,1090.188,11441.0,11441.0,19941.0,194544.0,194544.0,0.0,0.0,0.0,6632.321,69603.0,69603.0,0.0,0.0,0.0
2010-02-01,103686.203,1056990.0,1056990.0,244.79700000000003,2495.0,2495.0,17262.0,168408.0,168408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,6468.278,70961.0,70961.0,13.722000000000001,151.0,151.0,19659.0,191793.0,191793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,18817.0,183579.0,183579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,11257.827,174489.0,174489.0,150.173,2328.0,2328.0,20230.0,197364.0,197364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,104437.902,1109849.0,1109849.0,1023.763,10879.0,10879.0,18644.0,181891.0,181891.0,0.0,0.0,0.0,0.0,0.0,0.0,1946.335,20683.0,20683.0
2010-07-01,115259.389,1245787.0,1245787.0,865.134,9351.0,9351.0,19064.0,185988.0,185988.0,0.0,0.0,0.0,0.0,0.0,0.0,4545.477,49130.0,49130.0
2010-08-01,99096.25,1007426.0,1007426.0,419.75,4267.0,4267.0,19081.0,186154.0,186154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,-1462.567,0.0,0.0,-27.07,0.0,0.0,17241.0,168203.0,168203.0,0.0,0.0,0.0,-93.363,0.0,0.0,0.0,0.0,0.0
2010-10-01,-1482.894,0.0,0.0,-27.446,0.0,0.0,18768.0,183101.0,183101.0,0.0,0.0,0.0,-94.66,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,-1610.0,712.0,712.0,17815.0,173803.0,173803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,114845.23,1281901.0,1281901.0,1287.4750000000001,14371.0,14371.0,19312.0,188408.0,188408.0,0.0,0.0,0.0,0.0,0.0,0.0,6625.295,73951.0,73951.0
2011-01-01,110502.12,1133027.0,1133027.0,1121.471,11499.0,11499.0,18843.0,183079.0,183079.0,0.0,0.0,0.0,0.0,0.0,0.0,2623.407,26899.0,26899.0
2011-02-01,17353.01,196204.0,196204.0,168.99,1911.0,1911.0,17069.0,165842.0,165842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,19247.0,187004.0,187004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,-1226.235,0.0,0.0,-9.641,0.0,0.0,19244.0,186975.0,186975.0,0.0,0.0,0.0,-12.476,0.0,0.0,-24.648,0.0,0.0
2011-05-01,61047.534,696393.0,696393.0,601.466,6861.0,6861.0,19458.0,189054.0,189054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,82870.133,899856.0,899856.0,302.867,3289.0,3289.0,18541.0,180144.0,180144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,120018.14,1309182.0,1309182.0,787.697,8592.0,8592.0,18931.0,183934.0,183934.0,0.0,0.0,0.0,0.0,0.0,0.0,307.167,3351.0,3351.0
2011-08-01,46457.71,495021.0,495021.0,91.29,973.0,973.0,18514.0,179882.0,179882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,-1301.369,0.0,0.0,-10.232,0.0,0.0,16953.0,164715.0,164715.0,0.0,0.0,0.0,-13.241,0.0,0.0,-26.158,0.0,0.0
2011-10-01,-1385.174,0.0,0.0,-10.891,0.0,0.0,17572.0,170730.0,170730.0,0.0,0.0,0.0,-14.093,0.0,0.0,-27.842,0.0,0.0
2011-11-01,-1189.631,0.0,0.0,-9.353,0.0,0.0,14250.0,138453.0,138453.0,0.0,0.0,0.0,-12.104,0.0,0.0,-23.912,0.0,0.0
2011-12-01,-1567.23,0.0,0.0,-12.322,0.0,0.0,14707.0,142893.0,142893.0,0.0,0.0,0.0,-15.946,0.0,0.0,-31.502,0.0,0.0
2012-01-01,4980.007,63700.0,63700.0,66.993,857.0,857.0,18583.0,176836.0,176836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,-1496.606,0.0,0.0,-10.486,0.0,0.0,17829.0,169661.0,169661.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.908,0.0,0.0
2012-03-01,2262.055,47320.0,47320.0,76.945,1610.0,1610.0,19532.0,185867.0,185867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,10695.018,122907.0,122907.0,194.982,2241.0,2241.0,18637.0,177350.0,177350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,9339.196,118633.0,118633.0,27.804,353.0,353.0,19824.0,188645.0,188645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,1877.837,70474.0,70474.0,85.163,3196.0,3196.0,18784.0,178749.0,178749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,35301.16,395004.0,395004.0,291.84,3266.0,3266.0,18824.0,179129.0,179129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,-119.756,14718.0,14718.0,-8.244,1013.0,1013.0,18856.0,179434.0,179434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,15522.136,182898.0,182898.0,178.864,2108.0,2108.0,18441.0,175485.0,175485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,25762.933,297142.0,297142.0,267.067,3080.0,3080.0,18116.0,172392.0,172392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,66559.214,751175.0,751175.0,719.786,8123.0,8123.0,17214.0,163808.0,163808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,137506.41,1376781.0,1376781.0,351.593,3520.0,3520.0,17748.0,168890.0,168890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,-273.81,0.0,0.0,-2.19,0.0,0.0,18202.0,173665.0,173665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,-209.326,0.0,0.0,-1.674,0.0,0.0,16778.0,160079.0,160079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,-218.255,0.0,0.0,-1.745,0.0,0.0,18240.0,174028.0,174028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,-205.358,0.0,0.0,-1.642,0.0,0.0,18134.0,173016.0,173016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,-190.477,0.0,0.0,-1.523,0.0,0.0,18643.0,177873.0,177873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,-169.643,0.0,0.0,-1.357,0.0,0.0,18604.0,177501.0,177501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,-182.54,0.0,0.0,-1.46,0.0,0.0,18836.0,179714.0,179714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,-184.524,0.0,0.0,-1.476,0.0,0.0,19089.0,182128.0,182128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,-172.62,0.0,0.0,-1.38,0.0,0.0,18278.0,174390.0,174390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,-173.612,0.0,0.0,-1.388,0.0,0.0,18553.0,177014.0,177014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,-171.628,0.0,0.0,-1.372,0.0,0.0,17805.0,169878.0,169878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,-175.596,0.0,0.0,-1.404,0.0,0.0,18808.0,179447.0,179447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,-50.0,0.0,0.0,-50.0,0.0,0.0,18518.0,176106.0,176106.0,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0
2014-02-01,-43.5,0.0,0.0,-43.5,0.0,0.0,17002.0,161689.0,161689.0,0.0,0.0,0.0,-43.5,0.0,0.0,-43.5,0.0,0.0
2014-03-01,-47.5,0.0,0.0,-47.5,0.0,0.0,18433.0,175298.0,175298.0,0.0,0.0,0.0,-47.5,0.0,0.0,-47.5,0.0,0.0
2014-04-01,-39.5,0.0,0.0,-39.5,0.0,0.0,17912.0,170343.0,170343.0,0.0,0.0,0.0,-39.5,0.0,0.0,-39.5,0.0,0.0
2014-05-01,0.0,0.0,0.0,-79.5,0.0,0.0,18617.0,177048.0,177048.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.5,0.0,0.0
2014-06-01,0.0,0.0,0.0,-80.0,0.0,0.0,18324.0,174261.0,174261.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,-84.5,0.0,0.0,19003.0,180719.0,180719.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.5,0.0,0.0
2014-08-01,0.0,0.0,0.0,-87.0,0.0,0.0,18511.0,176040.0,176040.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,-80.5,0.0,0.0,18265.0,173700.0,173700.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.5,0.0,0.0
2014-10-01,0.0,0.0,0.0,-81.0,0.0,0.0,18259.0,173643.0,173643.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,-84.0,0.0,0.0,18054.0,171694.0,171694.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,-84.0,0.0,0.0,18317.0,174195.0,174195.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,18262.0,170184.0,170184.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.0,0.0,0.0
