measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,0.0,8038.8,8038.8,0.0,0.0,0.0,,,,56202.0,778499.38,778499.38,0.0,0.0,0.0
2005-08-01,0.0,94470.4,94470.4,0.0,0.0,0.0,,,,68240.0,840321.62,840321.62,0.0,0.0,0.0
2005-09-01,0.0,114428.2,114428.2,0.0,0.0,0.0,,,,84227.0,1023097.01,1023097.01,0.0,0.0,0.0
2005-10-01,0.0,116.0,116.0,0.0,0.0,0.0,,,,22064.0,345783.16,345783.16,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,55783.0,817718.47,817718.47,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44427.0,678113.78,678113.78,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10998.0,296512.0,296512.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,30790.0,546025.0,546025.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,27442.0,366717.0,366717.0,0.0,0.0,0.0
2006-04-01,0.0,191.0,191.0,0.0,0.0,0.0,,,,53526.0,674362.0,674362.0,0.0,0.0,0.0
2006-05-01,0.0,58.0,58.0,0.0,0.0,0.0,,,,30857.0,393342.0,393342.0,0.0,0.0,0.0
2006-06-01,0.0,4820.0,4820.0,0.0,0.0,0.0,,,,83895.0,1007481.0,1007481.0,0.0,0.0,0.0
2006-07-01,0.0,10336.0,10336.0,0.0,0.0,0.0,,,,100689.0,1145291.0,1145291.0,0.0,0.0,0.0
2006-08-01,0.0,104.0,104.0,0.0,0.0,0.0,,,,120750.0,1359121.0,1359121.0,0.0,0.0,0.0
2006-09-01,0.0,1757.0,1757.0,0.0,0.0,0.0,,,,55554.0,688871.0,688871.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43195.0,594515.0,594515.0,0.0,0.0,0.0
2006-11-01,0.0,215.0,215.0,0.0,0.0,0.0,,,,16233.0,239775.0,239775.0,0.0,0.0,0.0
2006-12-01,0.0,145.0,145.0,0.0,0.0,0.0,,,,44033.0,618195.0,618195.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,74831.0,916047.0,916047.0,0.0,0.0,0.0
2007-02-01,0.0,122.0,122.0,0.0,0.0,0.0,,,,57037.0,669493.0,669493.0,0.0,0.0,0.0
2007-03-01,0.0,3335.0,3335.0,0.0,0.0,0.0,,,,70343.0,825843.0,825843.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52063.0,685311.0,685311.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49072.0,660098.0,660098.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47991.0,625586.0,625586.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,84897.0,1030822.0,1030822.0,0.0,0.0,0.0
2007-08-01,0.0,23.0,23.0,0.0,0.0,0.0,,,,167128.0,1838321.0,1838321.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,99358.0,1163668.0,1163668.0,0.0,0.0,0.0
2007-10-01,0.0,122.0,122.0,0.0,0.0,0.0,,,,43696.0,588876.0,588876.0,0.0,0.0,0.0
2007-11-01,0.0,151.0,151.0,0.0,0.0,0.0,,,,25.0,17287.0,17287.0,0.0,0.0,0.0
2007-12-01,0.0,75.0,75.0,0.0,0.0,0.0,,,,34949.0,454314.0,454314.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,84442.0,971457.0,971457.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,65408.0,773629.0,773629.0,0.0,0.0,0.0
2008-03-01,0.0,232.0,232.0,0.0,0.0,0.0,,,,53479.0,711953.0,711953.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,97321.0,1210105.0,1210105.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,97924.0,1164699.0,1164699.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,11.361,122.0,122.0,,,,146353.639,1569029.0,1569029.0,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,158153.0,1785885.0,1785885.0,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,92153.0,1035947.0,1035947.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10059.0,143217.0,143217.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,-425.0,0.0,0.0,,,,-425.0,0.0,0.0,-425.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-585.0,4123.0,4123.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4507.0,71708.0,71708.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,20282.0,298983.0,298983.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,9.706000000000001,139.0,139.0,,,,16184.294,232108.0,232108.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,9.904,122.0,122.0,,,,50936.096,626428.0,626428.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,8.853,104.0,104.0,,,,53452.147,630368.0,630368.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,42263.0,502509.0,502509.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,72660.0,939690.0,939690.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,92661.0,967457.0,967457.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,60538.0,771532.0,771532.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,12.406,145.0,145.0,,,,50544.594,590773.0,590773.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40630.0,469052.0,469052.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,22512.0,312124.0,312124.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,64601.0,763583.0,763583.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,73575.0,907314.0,907314.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53618.0,633643.0,633643.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,35455.0,463846.0,463846.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43059.0,536396.0,536396.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,83413.0,960437.0,960437.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50323.0,570574.0,570574.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,122188.0,1412336.0,1412336.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29950.0,381216.0,381216.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1248.0,22112.0,22112.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4784.0,76985.0,76985.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8070.92,141404.0,141404.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5603.0,115423.0,115423.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,28186.0,373161.0,373161.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,801.0,24929.0,24929.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4175.0,61308.0,61308.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,23936.0,358344.0,358344.0,0.0,0.0,0.0
2011-06-01,0.0,128.0,128.0,0.0,0.0,0.0,,,,36482.0,393414.0,393414.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56504.0,675624.0,675624.0,0.0,0.0,0.0
2011-08-01,0.0,1873.0,1873.0,0.0,0.0,0.0,,,,98855.0,1150549.0,1150549.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,30520.0,375809.0,375809.0,0.0,0.0,0.0
2011-10-01,0.0,244.0,244.0,0.0,0.0,0.0,,,,15973.0,216338.0,216338.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,163.0,5215.0,5215.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,115.0,9602.0,9602.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3803.0,72343.0,72343.0,0.0,0.0,0.0
2012-02-01,0.0,93.0,93.0,0.0,0.0,0.0,,,,2180.0,44474.0,44474.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,32129.0,411645.0,411645.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45555.0,563140.0,563140.0,0.0,0.0,0.0
2012-05-01,0.0,130616.0,130616.0,0.0,0.0,0.0,,,,11931.0,149060.0,149060.0,0.0,0.0,0.0
2012-06-01,0.0,99806.0,99806.0,0.0,0.0,0.0,,,,32853.0,388332.0,388332.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,34474.0,442772.0,442772.0,0.0,0.0,0.0
2012-08-01,0.0,174.0,174.0,0.0,0.0,0.0,,,,34783.0,393475.0,393475.0,0.0,0.0,0.0
2012-09-01,0.0,139.0,139.0,0.0,0.0,0.0,,,,19585.0,243272.0,243272.0,0.0,0.0,0.0
2012-10-01,0.0,220.0,220.0,0.0,0.0,0.0,,,,9233.0,181662.0,181662.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9181.0,146744.0,146744.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7526.0,115688.0,115688.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4094.0,85475.0,85475.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2285.0,46674.0,46674.0,0.0,0.0,0.0
2013-03-01,0.0,52.0,52.0,0.0,0.0,0.0,,,,5168.0,80608.0,80608.0,0.0,0.0,0.0
2013-04-01,0.0,70.0,70.0,0.0,0.0,0.0,,,,9101.0,135061.0,135061.0,0.0,0.0,0.0
2013-05-01,0.0,348.0,348.0,0.0,0.0,0.0,,,,4023.0,63892.0,63892.0,0.0,0.0,0.0
2013-06-01,0.0,2923.0,2923.0,0.0,0.0,0.0,,,,18148.0,221390.0,221390.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,30345.0,463912.0,463912.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52758.0,624685.0,624685.0,0.0,0.0,0.0
2013-09-01,0.0,139.0,139.0,0.0,0.0,0.0,,,,20404.0,251134.0,251134.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5302.0,62663.0,62663.0,0.0,0.0,0.0
2013-11-01,0.0,220.0,220.0,0.0,0.0,0.0,,,,5920.0,98624.0,98624.0,0.0,0.0,0.0
2013-12-01,0.0,174.0,174.0,0.0,0.0,0.0,,,,11313.0,167886.0,167886.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12065.0,119352.0,119352.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,22850.0,302799.0,302799.0,0.0,0.0,0.0
2014-03-01,0.0,244.0,244.0,0.0,0.0,0.0,,,,22176.0,270660.0,270660.0,0.0,0.0,0.0
2014-04-01,0.0,249.0,249.0,0.0,0.0,0.0,,,,2776.0,46894.0,46894.0,0.0,0.0,0.0
2014-05-01,0.0,406.0,406.0,,,,,,,928.0,16604.0,16604.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,,,,,,,6898.0,100630.0,100630.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,,,,,,,24366.0,292236.0,292236.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,,,,,,,56545.0,655644.0,655644.0,0.0,0.0,0.0
2014-09-01,0.0,186.0,186.0,,,,,,,8643.0,107168.0,107168.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,,,,13883.0,182359.0,182359.0,0.0,0.0,0.0
2014-11-01,0.0,290.0,290.0,,,,,,,4712.0,64176.0,64176.0,0.0,0.0,0.0
2014-12-01,0.0,882.0,882.0,,,,,,,424.0,18213.0,18213.0,0.0,0.0,0.0
2015-01-01,0.0,139.0,139.0,,,,,,,3426.0,52327.0,52327.0,0.0,0.0,0.0
2015-02-01,9.0,232.0,232.0,,,,,,,5378.0,61750.0,61750.0,0.0,0.0,0.0
2015-03-01,3.0,52.0,52.0,,,,,,,13528.0,150405.0,150405.0,0.0,0.0,0.0
2015-05-01,9.0,87.0,87.0,,,,,,,392.0,9155.0,9155.0,0.0,0.0,0.0
2015-06-01,7.0,81.0,81.0,,,,,,,18127.0,213360.0,213360.0,,,
2015-07-01,10.0,99.0,99.0,,,,,,,47846.0,440883.0,440883.0,0.0,0.0,0.0
2015-08-01,10.0,110.0,110.0,,,,,,,68974.0,642437.0,642437.0,0.0,0.0,0.0
2015-09-01,56.0,673.0,673.0,,,,,,,11859.0,162384.0,162384.0,0.0,0.0,0.0
2015-10-01,5.0,64.0,64.0,,,,,,,638.0,11690.0,11690.0,0.0,0.0,0.0
2015-11-01,0.0,29.0,29.0,,,,,,,3067.0,55296.0,55296.0,0.0,0.0,0.0
2015-12-01,5.0,104.0,104.0,,,,,,,555.0,27476.0,27476.0,0.0,0.0,0.0
2016-01-01,11.0,145.0,145.0,,,,,,,0.0,9091.0,9091.0,,,
2016-02-01,9.0,70.0,70.0,,,,,,,2018.0,30033.0,30033.0,,,
2016-03-01,10.0,87.0,87.0,,,,,,,1302.0,28492.0,28492.0,,,
2016-04-01,9.0,81.0,81.0,,,,,,,16599.0,191745.0,191745.0,,,
2016-05-01,6.0,12.0,12.0,,,,,,,5260.0,78167.0,78167.0,,,
2016-06-01,6.0,104.0,104.0,,,,,,,18744.0,230721.0,230721.0,,,
2016-07-01,5.0,87.0,87.0,,,,,,,20836.0,274159.0,274159.0,,,
2016-08-01,7.0,29.0,29.0,,,,,,,36321.0,357091.0,357091.0,,,
2016-09-01,7.0,110.0,110.0,,,,,,,18210.0,218232.0,218232.0,,,
2016-10-01,95.0,110.0,110.0,,,,,,,8438.0,122145.0,122145.0,,,
2016-11-01,5.0,70.0,70.0,,,,,,,-520.0,20531.0,20531.0,,,
2016-12-01,17.0,6.0,6.0,,,,,,,2480.0,30159.0,30159.0,,,
2017-01-01,0.0,0.0,0.0,,,,,,,629.0,10193.0,10193.0,,,
2017-02-01,0.0,0.0,0.0,,,,,,,0.0,1451.0,1451.0,,,
2017-03-01,0.0,0.0,0.0,,,,,,,146.0,3993.0,3993.0,,,
2017-04-01,0.0,0.0,0.0,,,,,,,0.0,723.0,723.0,,,
2017-05-01,0.0,0.0,0.0,,,,,,,4240.0,60061.0,60061.0,,,
2017-06-01,0.0,0.0,0.0,,,,,,,11422.0,143675.0,143675.0,,,
2017-07-01,0.0,0.0,0.0,,,,,,,42761.0,492394.0,492394.0,,,
2017-08-01,0.0,0.0,0.0,,,,,,,10095.0,116676.0,116676.0,,,
2017-09-01,0.0,0.0,0.0,,,,,,,3029.0,35371.0,35371.0,,,
2017-10-01,0.0,0.0,0.0,,,,,,,3522.0,47010.0,47010.0,,,
2017-11-01,0.0,0.0,0.0,,,,,,,0.0,4111.0,4111.0,,,
2017-12-01,0.0,0.0,0.0,,,,,,,346.0,27742.0,27742.0,,,
2018-01-01,4.516,56.0,56.0,,,,,,,24101.0,287955.0,287955.0,,,
2018-02-01,6.983,81.0,81.0,,,,,,,4380.0,64731.0,64731.0,,,
2018-03-01,6.843,81.0,81.0,,,,,,,3637.0,51314.0,51314.0,,,
2018-04-01,18.184,211.0,211.0,,,,,,,2275.0,37828.0,37828.0,,,
2018-05-01,18.066,211.0,211.0,,,,,,,7470.0,95334.0,95334.0,,,
2018-06-01,9.731,112.0,112.0,,,,,,,16995.0,183582.0,183582.0,,,
2018-07-01,5.655,68.0,68.0,,,,,,,43168.0,522197.0,522197.0,,,
2018-08-01,6.516,74.0,74.0,,,,,,,4560.0,60740.0,60740.0,,,
2018-09-01,4.318,50.0,50.0,,,,,,,4229.0,51868.0,51868.0,,,
2018-10-01,7.685,87.0,87.0,,,,,,,833.0,15140.0,15140.0,,,
2018-11-01,8.46,99.0,99.0,,,,,,,2559.0,40631.0,40631.0,,,
2018-12-01,6.043,68.0,68.0,,,,,,,820.0,12231.0,12231.0,,,
2019-01-01,0.0,43.0,43.0,,,,,,,0.0,0.0,0.0,,,
2019-02-01,0.0,87.0,87.0,,,,,,,0.0,0.0,0.0,,,
2019-03-01,0.0,56.0,56.0,,,,,,,12262.0,169531.0,169531.0,,,
2019-04-01,0.0,136.0,136.0,,,,,,,7686.0,107117.0,107117.0,,,
2019-05-01,0.0,149.0,149.0,,,,,,,705.0,10788.0,10788.0,,,
2019-06-01,0.0,93.0,93.0,,,,,,,12885.0,128412.0,128412.0,,,
2019-07-01,0.0,50.0,50.0,,,,,,,30561.0,372315.0,372315.0,,,
2019-08-01,0.0,50.0,50.0,,,,,,,111773.0,1523394.0,1523394.0,,,
2019-09-01,0.0,43.0,43.0,,,,,,,68619.0,945761.0,945761.0,,,
2019-10-01,0.0,56.0,56.0,,,,,,,7439.0,119723.0,119723.0,,,
2019-11-01,0.0,136.0,136.0,,,,,,,1251.0,25479.0,25479.0,,,
2019-12-01,0.0,31.0,31.0,,,,,,,0.0,0.0,0.0,,,
2020-01-01,0.0,37.0,37.0,,,,,,,0.0,0.0,0.0,,,
2020-02-01,0.0,93.0,93.0,,,,,,,0.0,0.0,0.0,,,
2020-03-01,0.0,43.0,43.0,,,,,,,2119.0,41691.0,41691.0,,,
2020-04-01,0.0,56.0,56.0,,,,,,,115.0,4056.0,4056.0,,,
2020-05-01,0.0,62.0,62.0,,,,,,,11921.0,178571.0,178571.0,,,
2020-06-01,0.0,56.0,56.0,,,,,,,39977.0,531729.0,531729.0,,,
2020-07-01,0.0,43.0,43.0,,,,,,,70585.0,949506.0,949506.0,,,
2020-08-01,0.0,37.0,37.0,,,,,,,72196.0,984891.0,984891.0,,,
2020-09-01,0.0,62.0,62.0,,,,,,,2857.0,54059.0,54059.0,,,
2020-10-01,0.0,43.0,43.0,,,,,,,9184.0,157505.0,157505.0,,,
2020-11-01,0.0,37.0,37.0,,,,,,,3390.0,52714.0,52714.0,,,
2020-12-01,0.0,50.0,50.0,,,,,,,295.0,7055.0,7055.0,,,
2021-01-01,3.234,50.0,50.0,,,,,,,864.0,17863.0,17863.0,,,
2021-02-01,5.187,74.0,74.0,,,,,,,80073.0,891515.0,891515.0,,,
2021-03-01,2.568,37.0,37.0,,,,,,,1824.0,45296.0,45296.0,,,
2021-04-01,2.486,37.0,37.0,,,,,,,2267.0,50733.0,50733.0,,,
2021-05-01,6.308,93.0,93.0,,,,,,,672.0,9330.0,9330.0,,,
2021-06-01,2.606,37.0,37.0,,,,,,,31677.0,416277.0,416277.0,,,
2021-07-01,2.513,37.0,37.0,,,,,,,43453.0,576221.0,576221.0,,,
2021-08-01,1.423,19.0,19.0,,,,,,,34040.0,485292.0,485292.0,,,
2021-09-01,2.159,31.0,31.0,,,,,,,47728.0,589834.0,589834.0,,,
2021-10-01,3.106,43.0,43.0,,,,,,,33182.0,430802.0,430802.0,,,
2021-11-01,4.265,62.0,62.0,,,,,,,29010.0,346443.0,346443.0,,,
2021-12-01,3.145,43.0,43.0,,,,,,,3126.0,54575.0,54575.0,,,
2022-01-01,2.401,47.0,47.0,1135.733,29689.0,29689.0,,,,4092.267,106975.0,106975.0,,,
2022-02-01,1.103,24.0,24.0,3665.63,69526.0,69526.0,,,,10424.37,197718.0,197718.0,,,
2022-03-01,1.549,30.0,30.0,0.0,0.0,0.0,,,,2245.0,41176.0,41176.0,,,
