measured_on,"Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2008-08-01,,,,,,,6.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,,,,,,,12.0,127.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,,,,,,,5.0,197.0,197.0,0.0,0.0,0.0,0.0,191.0,191.0,0.0,0.0,0.0
2008-11-01,,,,,,,38.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,,,,,,,100.0,1058.0,1058.0,49.178000000000004,578.0,578.0,0.0,0.0,0.0,8890.822,104532.0,104532.0
2009-01-01,,,,,,,25.0,272.0,272.0,44.95,532.0,532.0,0.0,0.0,0.0,8350.05,98850.0,98850.0
2009-02-01,,,,,,,76.0,798.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,,,,,,,45.0,473.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,,,,,,,16.0,167.0,167.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,704.0,704.0
2009-06-01,,,,,,,3.0,40.0,40.0,0.0,0.0,0.0,32.122,350.0,350.0,1018.878,11108.0,11108.0
2009-07-01,,,,,,,7.0,81.0,81.0,55.23,716.0,716.0,1100.527,14259.0,14259.0,5220.243,67638.0,67638.0
2009-08-01,,,,,,,66.0,707.0,707.0,55.36,782.0,782.0,3820.949,53945.0,53945.0,5205.691,73495.0,73495.0
2009-09-01,,,,,,,16.0,172.0,172.0,24.681,305.0,305.0,0.0,0.0,0.0,5396.319,66596.0,66596.0
2009-10-01,,,,,,,115.0,1299.0,1299.0,0.0,0.0,0.0,1177.0,14575.0,14575.0,0.0,0.0,0.0
2009-11-01,,,,,,,64.0,832.0,832.0,0.0,0.0,0.0,933.0,11668.0,11668.0,0.0,0.0,0.0
2009-12-01,,,,,,,180.0,1906.0,1906.0,0.0,0.0,0.0,37.18,314.0,314.0,455.82,3851.0,3851.0
2010-01-01,,,,,,,62.0,656.0,656.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,,,,,,,78.0,806.0,806.0,29.553,357.0,357.0,15.348,185.0,185.0,3359.099,40578.0,40578.0
2010-03-01,,,,,,,47.0,495.0,495.0,44.524,564.0,564.0,0.0,0.0,0.0,3362.476,42585.0,42585.0
2010-04-01,,,,,,,4.0,52.0,52.0,0.0,301.0,301.0,0.0,0.0,0.0,0.0,407.0,407.0
2010-05-01,,,,,,,218.0,2250.0,2250.0,21.584,237.0,237.0,7639.761,84041.0,84041.0,2435.655,26793.0,26793.0
2010-06-01,,,,,,,85.0,915.0,915.0,90.18,1280.0,1280.0,4686.251,66506.0,66506.0,12488.569,177235.0,177235.0
2010-07-01,,,,,,,110.0,1267.0,1267.0,178.226,2413.0,2413.0,15059.237000000001,203924.0,203924.0,17709.537,239812.0,239812.0
2010-08-01,,,,,,,113.0,1274.0,1274.0,81.884,992.0,992.0,8722.587,105627.0,105627.0,8161.529,98832.0,98832.0
2010-09-01,,,,,,,52.0,566.0,566.0,59.726000000000006,676.0,676.0,1484.01,16794.0,16794.0,4008.264,45360.0,45360.0
2010-10-01,,,,,,,8.0,87.0,87.0,0.0,0.0,0.0,0.0,1039.0,1039.0,0.0,0.0,0.0
2010-11-01,,,,,,,31.0,381.0,381.0,0.0,0.0,0.0,75.291,606.0,606.0,1371.709,11034.0,11034.0
2010-12-01,,,,,,,45.0,480.0,480.0,0.0,0.0,0.0,13.991000000000001,216.0,216.0,352.009,5442.0,5442.0
2011-01-01,,,,,,,86.0,890.0,890.0,180.552,3399.0,3399.0,16.087,303.0,303.0,5453.361,102652.0,102652.0
2011-02-01,,,,,,,36.0,378.0,378.0,36.687,333.0,333.0,0.0,0.0,0.0,3583.313,32554.0,32554.0
2011-03-01,,,,,,,39.0,389.0,389.0,0.0,0.0,0.0,546.0,6416.0,6416.0,0.0,0.0,0.0
2011-04-01,,,,,,,16.0,161.0,161.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,,,,,,,38.0,434.0,434.0,23.237,266.0,266.0,1032.683,11829.0,11829.0,3748.08,42931.0,42931.0
2011-07-01,,,,,,,89.0,972.0,972.0,27.71,364.0,364.0,4532.52,59614.0,59614.0,5339.77,70232.0,70232.0
2011-08-01,,,,,,,8.0,98.0,98.0,0.0,0.0,0.0,1102.0,12315.0,12315.0,0.0,0.0,0.0
2011-09-01,,,,,,,15.0,162.0,162.0,0.0,0.0,0.0,2222.0,16518.0,16518.0,0.0,0.0,0.0
2011-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,,,,,,,7.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,,,,,,,21.0,213.0,213.0,0.0,0.0,0.0,4.089,286.0,286.0,8.911,624.0,624.0
2012-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,745.0,9466.0,9466.0,0.0,0.0,0.0
2012-02-01,,,,,,,0.0,0.0,0.0,15.08,333.0,333.0,0.0,0.0,0.0,326.92,7225.0,7225.0
2012-03-01,,,,,,,0.0,0.0,0.0,40.536,447.0,447.0,0.0,0.0,0.0,3986.464,43915.0,43915.0
2012-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,,,,,,,61.0,669.0,669.0,13.465,294.0,294.0,18.107,396.0,396.0,361.428,7895.0,7895.0
2012-06-01,,,,,,,7.0,81.0,81.0,32.981,479.0,479.0,38.891,564.0,564.0,9960.128,144554.0,144554.0
2012-07-01,,,,,,,6.0,69.0,69.0,42.915,650.0,650.0,2270.182,34371.0,34371.0,2049.903,31036.0,31036.0
2012-08-01,,,,,,,12.0,132.0,132.0,0.0,0.0,0.0,2133.0,28161.0,28161.0,0.0,0.0,0.0
2012-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,754.0,10864.0,10864.0,0.0,0.0,0.0
2012-10-01,,,,,,,0.0,0.0,0.0,26.953,328.0,328.0,2175.078,26444.0,26444.0,4583.969,55731.0,55731.0
2012-11-01,,,,,,,6.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,,,,13.0,126.0,126.0,10.995,132.0,132.0,560.232,6737.0,6737.0,7.773,93.0,93.0
2013-01-01,,,,,,,12.0,126.0,126.0,38.23,419.0,419.0,224.204,2457.0,2457.0,6139.566,67270.0,67270.0
2013-02-01,,,,0.0,0.0,0.0,37.0,389.0,389.0,13.248,149.0,149.0,131.914,1482.0,1482.0,3702.838,41605.0,41605.0
2013-03-01,,,,,,,25.0,266.0,266.0,0.0,0.0,0.0,22.073,287.0,287.0,505.927,6587.0,6587.0
2013-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,,,,,,,7.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,,,,,,,0.0,0.0,0.0,16.351,219.0,219.0,1568.223,21047.0,21047.0,936.426,12568.0,12568.0
2013-07-01,,,,,,,52.0,580.0,580.0,34.47,354.0,354.0,6644.452,68211.0,68211.0,3983.078,40890.0,40890.0
2013-08-01,,,,,,,7.0,70.0,70.0,28.446,354.0,354.0,763.719,9507.0,9507.0,5473.835,68139.0,68139.0
2013-09-01,,,,,,,24.0,267.0,267.0,0.0,0.0,0.0,952.0,10416.0,10416.0,0.0,0.0,0.0
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,,,,,,,78.0,808.0,808.0,0.0,0.0,0.0,2.0,75.0,75.0,0.0,0.0,0.0
2014-01-01,,,,,,,185.0,1982.0,1982.0,457.687,5788.0,5788.0,266.1,3365.0,3365.0,36193.213,457687.0,457687.0
2014-02-01,,,,,,,42.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,,,,,,,226.0,2528.0,2528.0,0.0,0.0,0.0,175.093,2246.0,2246.0,5221.907,66997.0,66997.0
2014-04-01,,,,,,,8.0,93.0,93.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,81.0,81.0
2014-05-01,,,,,,,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,,,,,,,12.0,127.0,127.0,0.0,0.0,0.0,38.857,500.0,500.0,654.143,8410.0,8410.0
2014-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,910.0,11371.0,11371.0,0.0,0.0,0.0
2014-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.706,413.0,413.0,0.0,0.0,0.0,3778.294,50766.0,50766.0
2014-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,905.0,10794.0,10794.0,0.0,0.0,0.0
2014-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,284.0,0.0,0.0,0.0
2014-11-01,,,,,,,0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,,,,,,,2.0,6.0,6.0,0.0,0.0,0.0,0.0,401.0,401.0,0.0,0.0,0.0
2015-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,,,,0.0,0.0,0.0,5.0,98.0,98.0,29.755,436.0,436.0,0.0,0.0,0.0,5497.245,80567.0,80567.0
2015-05-01,,,,,,,3.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,,,,,,,4.0,491.0,491.0,0.0,0.0,0.0,37.71,686.0,686.0,111.29,2024.0,2024.0
2015-07-01,,,,,,,10.0,109.0,109.0,93.702,1156.0,1156.0,56.868,701.0,701.0,4895.43,60382.0,60382.0
2015-08-01,,,,,,,6.0,63.0,63.0,62.731,1014.0,1014.0,0.0,0.0,0.0,2324.269,37561.0,37561.0
2015-09-01,,,,,,,3.0,61.0,61.0,0.0,0.0,0.0,7.154,131.0,131.0,124.846,2278.0,2278.0
2015-10-01,,,,,,,5.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,,,,7.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,0.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,415.0,415.0
2016-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,,,,6.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,,,,0.0,0.0,0.0,7.403,116.0,116.0,421.459,6593.0,6593.0,65.138,1019.0,1019.0
2016-07-01,,,,,,,7.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6366.0,114410.0,114410.0
2016-08-01,,,,,,,32.0,489.0,489.0,51.602,718.0,718.0,722.448,10052.0,10052.0,4424.95,61567.0,61567.0
2016-09-01,,,,,,,11.0,127.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,,,,,,,6.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,11.025,160.0,160.0,1168.45,16973.0,16973.0,177.525,2579.0,2579.0
2016-12-01,,,,,,,6.0,63.0,63.0,0.0,0.0,0.0,4.0,124.0,124.0,0.0,0.0,0.0
2017-01-01,,,,,,,0.536,0.0,0.0,58.995,1016.0,1016.0,333.434,5742.0,5742.0,4621.571,79591.0,79591.0
2017-02-01,,,,,,,0.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,,,,6.268,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,,,,1.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,,,,1.293,6.0,6.0,0.0,0.0,0.0,1730.0,20394.0,20394.0,0.0,0.0,0.0
2017-06-01,,,,,,,1.147,0.0,0.0,53.166,763.0,763.0,1304.79,18736.0,18736.0,1782.044,25589.0,25589.0
2017-07-01,,,,,,,1.426,6.0,6.0,4.731,63.0,63.0,626.868,8351.0,8351.0,29.401,392.0,392.0
2017-08-01,,,,,,,1.258,6.0,6.0,95.705,1314.0,1314.0,0.0,0.0,0.0,5371.295,73772.0,73772.0
2017-09-01,,,,,,,1.477,6.0,6.0,0.0,0.0,0.0,4829.0,57948.0,57948.0,0.0,0.0,0.0
2017-10-01,,,,,,,1.12,0.0,0.0,0.0,0.0,0.0,909.0,11505.0,11505.0,0.0,0.0,0.0
2017-11-01,,,,,,,2.276,6.0,6.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,579.0,579.0
2017-12-01,,,,,,,11.122,23.0,23.0,366.462,4176.0,4176.0,194.061,2211.0,2211.0,22966.477,261713.0,261713.0
2018-01-01,,,,,,,102.672,1150.0,1150.0,55.486,622.0,622.0,355.863,3987.0,3987.0,65863.651,737943.0,737943.0
2018-02-01,,,,,,,3.952,47.0,47.0,-10.321,0.0,0.0,-189.711,0.0,0.0,-614.968,0.0,0.0
2018-03-01,,,,,,,4.387,47.0,47.0,-11.308,0.0,0.0,-207.868,0.0,0.0,-673.824,0.0,0.0
2018-04-01,,,,,,,3.363,35.0,35.0,-10.447,0.0,0.0,-192.039,0.0,0.0,-622.514,0.0,0.0
