measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Single Shaft - Natural Gas - Generation,Natural Gas - Combined Cycle Single Shaft - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Single Shaft - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2005-02-01,102448.0,755193.78,755193.78,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,127310.0,927134.01,927134.01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,122577.0,899396.19,899396.19,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,136613.0,999111.96,999111.96,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,104776.0,777363.84,777363.84,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,106080.0,788935.95,788935.95,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,152542.0,1121472.99,1121472.99,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,119974.0,892060.29,892060.29,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,67388.0,517215.6,517215.6,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,33991.0,262362.87,262362.87,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,37944.0,286478.28,286478.28,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,29254.0,224823.0,224823.0,,,,0.0,0.0,0.0,,,
2006-02-01,39239.0,292575.0,292575.0,,,,0.0,0.0,0.0,,,
2006-03-01,25011.0,189172.0,189172.0,,,,0.0,0.0,0.0,,,
2006-04-01,24593.0,184800.0,184800.0,,,,0.0,0.0,0.0,,,
2006-05-01,58899.0,441386.0,441386.0,,,,0.0,0.0,0.0,,,
2006-06-01,81145.0,604857.0,604857.0,,,,0.0,0.0,0.0,,,
2006-07-01,123381.0,912969.0,912969.0,,,,0.0,0.0,0.0,,,
2006-08-01,116947.0,862516.0,862516.0,,,,0.0,0.0,0.0,,,
2006-09-01,66558.0,499848.0,499848.0,,,,0.0,0.0,0.0,,,
2006-10-01,71039.0,526083.0,526083.0,,,,0.0,0.0,0.0,,,
2006-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2006-12-01,1627.0,26806.0,26806.0,,,,0.0,0.0,0.0,,,
2007-01-01,81963.0,604396.0,604396.0,,,,0.0,0.0,0.0,,,
2007-02-01,63510.0,455244.0,455244.0,,,,0.0,0.0,0.0,,,
2007-03-01,87219.0,626360.0,626360.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,88355.0,633263.0,633263.0,,,,0.0,0.0,0.0,,,
2007-05-01,82475.0,597346.0,597346.0,,,,0.0,0.0,0.0,,,
2007-06-01,45755.0,334483.0,334483.0,,,,0.0,0.0,0.0,,,
2007-07-01,115523.0,831985.0,831985.0,,,,0.0,0.0,0.0,,,
2007-08-01,131449.0,946236.0,946236.0,,,,0.0,0.0,0.0,,,
2007-09-01,95976.0,699618.0,699618.0,,,,0.0,0.0,0.0,,,
2007-10-01,70520.0,516461.0,516461.0,,,,0.0,0.0,0.0,,,
2007-11-01,92762.0,665693.0,665693.0,,,,0.0,0.0,0.0,,,
2007-12-01,86357.0,624895.0,624895.0,,,,0.0,0.0,0.0,,,
2008-01-01,79138.0,563394.0,563394.0,,,,0.0,0.0,0.0,,,
2008-02-01,22723.0,278360.0,278360.0,,,,15149.0,0.0,0.0,,,
2008-03-01,25498.0,312368.0,312368.0,,,,16999.0,0.0,0.0,,,
2008-04-01,79804.0,960424.0,960424.0,,,,53202.0,0.0,0.0,,,
2008-05-01,81988.0,981926.0,981926.0,,,,54658.0,0.0,0.0,,,
2008-06-01,74104.0,906626.0,906626.0,,,,49402.0,0.0,0.0,,,
2008-07-01,88270.0,1061990.0,1061990.0,,,,58846.0,0.0,0.0,,,
2008-08-01,67128.0,807255.0,807255.0,,,,44752.0,0.0,0.0,,,
2008-09-01,38167.0,414618.0,414618.0,,,,18799.0,0.0,0.0,,,
2008-10-01,36257.0,432631.0,432631.0,,,,24171.0,0.0,0.0,,,
2008-11-01,78748.0,942409.0,942409.0,,,,52499.0,0.0,0.0,,,
2008-12-01,36003.0,439646.0,439646.0,,,,24002.0,0.0,0.0,,,
2009-01-01,40438.0,488009.0,488009.0,,,,26958.0,0.0,0.0,,,
2009-02-01,15486.0,187621.0,187621.0,,,,10324.0,0.0,0.0,,,
2009-03-01,26432.0,319220.0,319220.0,,,,17622.0,0.0,0.0,,,
2009-04-01,31714.0,383912.0,383912.0,,,,21143.0,0.0,0.0,,,
2009-05-01,11659.0,142042.0,142042.0,,,,7772.0,0.0,0.0,,,
2009-06-01,4576.0,56473.0,56473.0,,,,3050.0,0.0,0.0,,,
2009-07-01,39070.0,478788.0,478788.0,,,,26046.0,0.0,0.0,,,
2009-08-01,79807.0,967171.0,967171.0,,,,53205.0,0.0,0.0,,,
2009-09-01,11512.0,142833.0,142833.0,,,,7675.0,0.0,0.0,,,
2009-10-01,42033.0,514728.0,514728.0,,,,28022.0,0.0,0.0,,,
2009-11-01,76069.0,924262.0,924262.0,,,,50712.0,0.0,0.0,,,
2009-12-01,46779.0,566275.0,566275.0,,,,31186.0,0.0,0.0,,,
2010-01-01,,,,117001.0,847882.0,847882.0,,,,,,
2010-02-01,,,,95907.0,699207.0,699207.0,,,,,,
2010-03-01,,,,15702.0,114440.0,114440.0,,,,,,
2010-04-01,,,,65623.0,479691.0,479691.0,,,,,,
2010-05-01,,,,155944.0,1136338.0,1136338.0,,,,,,
2010-06-01,,,,40057.0,298269.0,298269.0,,,,,,
2010-07-01,,,,107506.0,793401.0,793401.0,,,,,,
2010-08-01,,,,53346.0,395096.0,395096.0,,,,,,
2010-09-01,,,,69406.0,507517.0,507517.0,,,,,,
2010-10-01,,,,29930.0,220645.0,220645.0,,,,,,
2010-11-01,,,,128569.0,926849.0,926849.0,,,,,,
2010-12-01,,,,123972.0,894799.0,894799.0,,,,,,
2011-01-01,,,,139869.0,1012546.0,1012546.0,,,,,,
2011-02-01,,,,107849.0,785440.0,785440.0,,,,,,
2011-03-01,,,,84956.0,616004.0,616004.0,,,,,,
2011-04-01,,,,16342.0,119569.0,119569.0,,,,,,
2011-05-01,,,,109318.0,787414.0,787414.0,,,,,,
2011-06-01,,,,48381.0,363570.0,363570.0,,,,,,
2011-07-01,,,,143006.0,1058795.0,1058795.0,,,,,,
2011-08-01,,,,143461.0,1063147.0,1063147.0,,,,,,
2011-09-01,,,,50872.0,377016.0,377016.0,,,,,,
2011-10-01,,,,87719.0,654059.0,654059.0,,,,,,
2011-11-01,,,,84294.0,622226.0,622226.0,,,,,,
2011-12-01,,,,44166.0,329258.0,329258.0,,,,,,
2012-01-01,,,,32421.0,244315.0,244315.0,,,,,,
2012-02-01,,,,72493.0,535098.0,535098.0,,,,,,
2012-03-01,,,,24647.0,185335.0,185335.0,,,,,,
2012-04-01,,,,0.0,0.0,0.0,,,,,,
2012-05-01,,,,76284.0,608237.0,608237.0,,,,,,
2012-06-01,,,,93452.0,693442.0,693442.0,,,,,,
2012-07-01,,,,115955.0,845427.0,845427.0,,,,,,
2012-08-01,,,,133007.0,1030207.0,1030207.0,,,,,,
2012-09-01,,,,84093.0,629260.0,629260.0,,,,,,
2012-10-01,,,,826.0,7660.0,7660.0,,,,,,
2012-11-01,,,,48377.0,364678.0,364678.0,,,,,,
2012-12-01,,,,80346.0,610063.0,610063.0,,,,,,
2013-01-01,,,,127844.0,942795.0,942795.0,,,,,,
2013-02-01,,,,16355.0,129037.0,129037.0,,,,,,
2013-03-01,,,,16273.0,125835.0,125835.0,,,,,,
2013-04-01,,,,76383.0,568722.0,568722.0,,,,,,
2013-05-01,,,,122095.0,906474.0,906474.0,,,,,,
2013-06-01,,,,64410.0,482112.0,482112.0,,,,,,
2013-07-01,,,,145579.0,1085620.0,1085620.0,,,,,,
2013-08-01,,,,141965.0,1056241.0,1056241.0,,,,,,
2013-09-01,,,,115104.0,864207.0,864207.0,,,,,,
2013-10-01,,,,109106.0,819333.0,819333.0,,,,,,
2013-11-01,,,,86728.0,650905.0,650905.0,,,,,,
2013-12-01,,,,93062.0,699633.0,699633.0,,,,,,
2014-01-01,,,,67695.0,512437.0,512437.0,,,,,,
2014-02-01,,,,63231.0,477528.0,477528.0,,,,,,
2014-03-01,,,,39655.0,304702.0,304702.0,,,,,,
2014-04-01,,,,111916.0,835475.0,835475.0,,,,,,
2014-05-01,,,,134094.74,0.0,0.0,,,,,,
2014-06-01,,,,115765.0,860671.0,860671.0,,,,,,
2014-07-01,,,,147894.0,1101189.0,1101189.0,,,,,,
2014-08-01,,,,129837.0,970627.0,970627.0,,,,,,
2014-09-01,,,,95191.0,0.0,0.0,,,,,,
2014-10-01,,,,111154.0,815275.0,815275.0,,,,,,
2014-11-01,,,,110484.0,829814.0,829814.0,,,,,,
2014-12-01,,,,62158.0,467014.0,467014.0,,,,,,
2015-01-01,,,,22148.0,168512.0,168512.0,,,,,,
2015-02-01,,,,33183.0,250047.0,250047.0,,,,,,
2015-03-01,,,,81278.0,611185.0,611185.0,,,,,,
2015-04-01,,,,80845.0,610070.0,610070.0,,,,,,
2015-05-01,,,,136779.0,1024537.0,1024537.0,,,,,,
2015-06-01,,,,125552.0,941752.0,941752.0,,,,,,
2015-07-01,,,,125783.0,940762.0,940762.0,,,,,,
2015-08-01,,,,144881.0,1082471.0,1082471.0,,,,,,
2015-09-01,,,,118202.0,890254.0,890254.0,,,,,,
2015-10-01,,,,67050.0,503312.0,503312.0,,,,,,
2015-11-01,,,,103910.0,777188.0,777188.0,,,,,,
2015-12-01,,,,69366.0,530293.0,530293.0,,,,,,
2016-01-01,,,,34843.0,269812.0,269812.0,,,,,,
2016-02-01,,,,37369.0,287153.0,287153.0,,,,,,
2016-03-01,,,,77894.0,592440.0,592440.0,,,,,,
2016-04-01,,,,72690.0,547738.0,547738.0,,,,,,
2016-05-01,,,,74208.0,556840.0,556840.0,,,,,,
2016-06-01,,,,71105.0,542073.0,542073.0,,,,,,
2016-07-01,,,,75725.0,577509.0,577509.0,,,,,,
2016-08-01,,,,68780.0,520339.0,520339.0,,,,,,
2016-09-01,,,,49567.0,374747.0,374747.0,,,,,,
2016-10-01,,,,49601.0,374584.0,374584.0,,,,,,
2016-11-01,,,,101315.0,755582.0,755582.0,,,,,,
2016-12-01,,,,109052.0,813334.0,813334.0,,,,,,
2017-01-01,,,,70565.0,530281.0,530281.0,,,,,,
2017-02-01,,,,8507.0,67486.0,67486.0,,,,,,
2017-03-01,,,,4511.0,36566.0,36566.0,,,,,,
2017-04-01,,,,0.0,0.0,0.0,,,,,,
2017-05-01,,,,0.0,0.0,0.0,,,,,,
2017-06-01,,,,0.0,0.0,0.0,,,,,,
2017-07-01,,,,0.0,0.0,0.0,,,,,,
2017-08-01,,,,37452.0,315492.0,315492.0,,,,,,
2017-09-01,,,,62038.0,464792.0,464792.0,,,,,,
2017-10-01,,,,67706.0,511511.0,511511.0,,,,,,
2017-11-01,,,,82627.0,617368.0,617368.0,,,,,,
2017-12-01,,,,53859.0,406784.0,406784.0,,,,,,
2018-01-01,,,,60716.0,482685.0,482685.0,,,,,,
2018-02-01,,,,49134.0,372368.0,372368.0,,,,,,
2018-03-01,,,,76914.0,575679.0,575679.0,,,,,,
2018-04-01,,,,62680.0,470230.0,470230.0,,,,,,
2018-05-01,,,,24475.0,192843.0,192843.0,,,,,,
2018-06-01,,,,11201.0,86120.0,86120.0,,,,,,
2018-07-01,,,,75477.0,566870.0,566870.0,,,,,,
2018-08-01,,,,105958.0,777251.0,777251.0,,,,,,
2018-09-01,,,,84947.0,628165.0,628165.0,,,,,,
2018-10-01,,,,37975.0,286826.0,286826.0,,,,,,
2018-11-01,,,,38080.0,290035.0,290035.0,,,,,,
2018-12-01,,,,9689.0,74061.0,74061.0,,,,,,
2019-01-01,,,,10402.0,81946.0,81946.0,,,,,,
2019-02-01,,,,3187.0,37872.0,37872.0,,,,,,
2019-03-01,,,,1804.0,1823.0,1823.0,,,,,,
2019-04-01,,,,20106.0,161762.0,161762.0,,,,,,
2019-05-01,,,,28540.0,207781.0,207781.0,,,,,,
2019-06-01,,,,33455.0,262290.0,262290.0,,,,,,
2019-07-01,,,,152014.0,1122376.0,1122376.0,,,,,,
2019-08-01,,,,107888.0,792105.0,792105.0,,,,,,
2019-09-01,,,,7259.0,54492.0,54492.0,,,,,,
2019-10-01,,,,0.0,0.0,0.0,,,,,,
2019-11-01,,,,305.0,3796.0,3796.0,,,,,,
2019-12-01,,,,2528.0,19649.0,19649.0,,,,,,
2020-01-01,,,,6916.0,55925.0,55925.0,,,,,,
2020-02-01,,,,81212.0,602396.0,602396.0,,,,,,
2020-03-01,,,,30.0,12.0,12.0,,,,,,
2020-04-01,,,,0.0,211.0,211.0,,,,,,
2020-05-01,,,,892.0,10047.0,10047.0,,,,,,
2020-06-01,,,,62774.0,475908.0,475908.0,,,,,,
2020-07-01,,,,151598.0,1114573.0,1114573.0,,,,,,
2020-08-01,,,,78273.0,559963.0,559963.0,,,,,,
2020-09-01,,,,28200.0,213166.0,213166.0,,,,,,
2020-10-01,,,,142171.0,1052740.0,1052740.0,,,,,,
2020-11-01,,,,33362.0,225422.0,225422.0,,,,,,
2020-12-01,,,,32174.0,251251.0,251251.0,,,,,,
2021-01-01,,,,89628.0,658677.0,658677.0,,,,,,
2021-02-01,,,,112814.0,826714.0,826714.0,,,,,,
2021-03-01,,,,43770.0,308020.0,308020.0,,,,,,
2021-04-01,,,,53708.0,393642.0,393642.0,,,,,,
2021-05-01,,,,42436.0,310839.0,310839.0,,,,,,
2021-06-01,,,,127766.0,943627.0,943627.0,,,,,,
2021-07-01,,,,96535.0,695543.0,695543.0,,,,,,
2021-08-01,,,,130441.0,968582.0,968582.0,,,,,,
2021-09-01,,,,54927.0,390041.0,390041.0,,,,,,
2021-10-01,,,,0.0,0.0,0.0,,,,,,
2021-11-01,,,,3935.0,43508.0,43508.0,,,,,,
2021-12-01,,,,23660.0,181654.0,181654.0,,,,,,
2022-01-01,,,,1758.0,14053.0,14053.0,,,,,,
2022-02-01,,,,6818.0,60936.0,60936.0,,,,,,
2022-03-01,,,,7932.0,56084.0,56084.0,,,,,,
2022-04-01,,,,48367.0,369439.0,369439.0,,,,,,
2022-05-01,,,,99122.0,705304.0,705304.0,,,,,,
2022-06-01,,,,58997.0,443346.0,443346.0,,,,,,
2022-07-01,,,,126720.0,926558.0,926558.0,,,,,,
2022-08-01,,,,132670.0,961871.0,961871.0,,,,,,
2022-09-01,,,,52638.0,379239.0,379239.0,,,,,,
2022-10-01,,,,10977.0,88789.0,88789.0,,,,,,
2022-11-01,,,,3170.0,24453.0,24453.0,,,,,,
2022-12-01,,,,0.0,0.0,0.0,,,,,,
2023-01-01,,,,0.0,349.0,349.0,,,,,,
2023-02-01,,,,0.0,262.0,262.0,,,,,,
2023-03-01,,,,0.0,218.0,218.0,,,,,,
2023-04-01,,,,407.0,5163.0,5163.0,,,,,,
2023-05-01,,,,0.0,0.0,0.0,,,,,,
2023-06-01,,,,13714.0,102782.0,102782.0,,,,,,
2023-07-01,,,,31664.0,239755.0,239755.0,,,,,,
2023-08-01,,,,1228.0,9972.0,9972.0,,,,,,
2023-09-01,,,,22340.0,163937.0,163937.0,,,,,,
2023-10-01,,,,0.0,12.0,12.0,,,,,,
2023-11-01,,,,0.0,222.0,222.0,,,,,,
2023-12-01,,,,787.0,7996.0,7996.0,,,,,,
2024-01-01,,,,1921.0,15305.0,15305.0,,,,,,
2024-02-01,,,,0.0,0.0,0.0,,,,,,
2024-03-01,,,,0.0,0.0,0.0,,,,,,
2024-04-01,,,,16462.0,136101.0,136101.0,,,,,,
2024-05-01,,,,26250.0,178332.0,178332.0,,,,,,
2024-06-01,,,,19732.0,146241.0,146241.0,,,,,,
2024-07-01,,,,136451.0,1015010.0,1015010.0,,,,,,
2024-08-01,,,,74373.0,526807.0,526807.0,,,,,,
2024-09-01,,,,60753.0,443886.0,443886.0,,,,,,
2024-10-01,,,,149493.0,1098766.0,1098766.0,,,,,,
2024-11-01,,,,34426.0,237497.0,237497.0,,,,,,
2024-12-01,,,,53484.0,392287.0,392287.0,,,,,,
