measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-11-01,885.0,6750.0,16775.0,30.0,228.0,568.0,0.0,0.0,0.0,33481.0,255326.0,634491.0
2003-12-01,0.0,0.0,0.0,26.082,292.0,623.0,0.0,0.0,0.0,29616.756,331809.0,709245.0
2004-01-01,0.0,0.0,0.0,7.88931,45.44,176.1,1348.62109,7767.87,30103.05,30172.5976,173789.96,673493.26
2004-02-01,0.0,0.0,0.0,11.72176,67.52,246.54,1314.17734,7569.48,27640.67,30747.1989,177099.59,646695.96
2004-03-01,0.0,0.0,0.0,6.5922,37.97,135.01,648.99537,3738.12,13291.6,33069.97543,190478.46,677282.0
2004-04-01,0.0,0.0,0.0,4.095689999999999,23.59,82.18,0.0,0.0,0.0,32860.77031,189273.46,659351.94
2004-05-01,0.0,0.0,0.0,7.99173,46.03,152.62,0.0,0.0,0.0,34592.24127,199246.5,660616.74
2004-06-01,0.0,0.0,0.0,71.27676,410.54,1262.05,0.0,0.0,0.0,34202.93424,197004.14,605608.5
2004-07-01,0.0,0.0,0.0,76.77448,442.21,1608.38,48.211389999999994,277.69,1010.0,35157.09813,202500.0,736520.4
2004-08-01,0.0,0.0,0.0,12.69126,73.1,252.41,0.0,0.0,0.0,34827.86674,200603.66,692673.49
2004-09-01,0.0,0.0,0.0,94.85143,546.33,1907.75,0.0,0.0,0.0,30302.49357,174538.15,609475.05
2004-10-01,0.0,0.0,0.0,19.715149999999998,113.56,345.74,0.0,0.0,0.0,33758.01185,194441.45,592006.4
2004-11-01,0.0,0.0,0.0,7.54625,43.47,164.08,0.0,0.0,0.0,32344.99875,186302.69,703285.5
2004-12-01,0.0,0.0,0.0,160.25695,923.06,3880.2,0.0,0.0,0.0,29342.85705,169010.78,710460.0
2005-01-01,0.0,0.0,0.0,23.01905,132.59,475.47,0.0,0.0,0.0,33338.33095,192024.15,688620.0
2005-02-01,0.0,0.0,0.0,2.63382,15.17,52.83,0.0,0.0,0.0,30753.33618,177134.94,616860.2
2005-03-01,0.0,0.0,0.0,13.26662,76.41,246.54,0.0,0.0,0.0,33712.29638,194178.14,626491.8
2005-04-01,0.0,0.0,0.0,108.14279,622.89,1711.0,10832.608400000001,62394.32,171390.0,21924.11481,126279.85,346876.2
2005-05-01,0.0,0.0,0.0,842.44656,4852.37,12899.2,6723.00991,38723.6,102940.0,27035.70853,155721.92,413959.8
2005-06-01,0.0,0.0,0.0,10.327829999999999,59.49,191.4,0.0,0.0,0.0,33780.44017,194570.63,626034.1
2005-07-01,0.0,0.0,0.0,141.01394,812.22,2668.0,51.479600000000005,296.52,974.0,35357.86046,203656.36,668974.8
2005-08-01,0.0,0.0,0.0,33.18262,191.13,620.6,31.706889999999998,182.63,593.0,33546.10049,193220.87,627397.95
2005-09-01,0.0,0.0,0.0,8.11633,46.75,152.62,0.0,0.0,0.0,34924.65867,201161.18,656725.33
2005-10-01,0.0,0.0,0.0,7.840319999999999,45.16,150.8,0.0,0.0,0.0,36299.81568,209081.89,698187.78
2005-11-01,0.0,0.0,0.0,5.31914,30.64,92.8,0.0,0.0,0.0,37229.17086,214434.84,649516.1
2005-12-01,0.0,0.0,0.0,25.10914,144.63,510.4,0.0,0.0,0.0,34903.00886,201036.47,709482.57
2006-01-01,0.0,0.0,0.0,8.74264,50.36,179.8,0.0,0.0,0.0,33352.60736,192106.38,685925.53
2006-02-01,0.0,0.0,0.0,57.62336,331.9,1154.2,0.0,0.0,0.0,30698.34664,176818.2,614890.1
2006-03-01,0.0,0.0,0.0,31.862969999999997,183.53,835.2,0.0,0.0,0.0,28803.37203,165903.42,755001.0
2006-04-01,0.0,0.0,0.0,7.95561,45.82,162.4,0.0,0.0,0.0,32247.71439,185742.35,658281.48
2006-05-01,0.0,0.0,0.0,4.86762,28.04,98.6,0.0,0.0,0.0,33810.11838,194741.58,684868.68
2006-06-01,0.0,0.0,0.0,13.05837,75.21,261.0,61.573539999999994,354.66,1230.68,31638.91109,182235.72,632372.4
2006-07-01,0.0,0.0,0.0,70.42828999999999,405.66,1380.4,85.97108999999999,495.18,1685.04,35324.09362,203461.86,692355.0
2006-08-01,0.0,0.0,0.0,78.05301999999999,449.57,1479.0,0.0,0.0,0.0,31830.17098,183337.36,603139.07
2006-09-01,0.0,0.0,0.0,294.67716,1697.3,6368.4,589.31731,3394.39,12736.0,31555.17953,181753.44,681953.1
2006-10-01,0.0,0.0,0.0,138.8879,799.97,3114.6,0.0,0.0,0.0,27998.6611,161268.39,627877.8
2006-11-01,0.0,0.0,0.0,17.09787,98.48,371.2,0.0,0.0,0.0,33285.56913,191720.24,722640.0
2006-12-01,0.0,0.0,0.0,5.065729999999999,29.18,104.4,0.0,0.0,0.0,35842.43427,206447.43,738680.0
2007-01-01,0.0,0.0,0.0,146.964,847.0,3132.0,0.0,0.0,0.0,33484.519,192856.0,713598.0
2007-02-01,0.0,0.0,0.0,27.646,157.0,586.0,0.0,0.0,0.0,30778.625,177277.0,652169.0
2007-03-01,0.0,0.0,0.0,67.37400000000001,389.0,1415.0,0.0,0.0,0.0,34794.609,200415.0,730865.0
2007-04-01,0.0,0.0,0.0,142.457,818.0,3329.0,4363.735000000001,25135.0,101980.0,20833.158,120000.0,486869.0
2007-05-01,0.0,0.0,0.0,37.361000000000004,215.0,771.0,0.0,0.0,0.0,34097.126000000004,196389.0,704019.0
2007-06-01,0.0,0.0,0.0,288.776,1665.0,6699.0,3843.8740000000003,22140.0,89170.0,29220.316,168300.0,677851.0
2007-07-01,0.0,0.0,0.0,274.277,1578.0,5585.0,0.0,0.0,0.0,33539.777,193183.0,683008.0
2007-08-01,0.0,0.0,0.0,125.605,725.0,2714.0,35.94,207.0,777.0,32525.406,187347.0,702896.0
2007-09-01,0.0,0.0,0.0,50.847,290.0,1021.0,0.0,0.0,0.0,34797.163,200425.0,698582.0
2007-10-01,0.0,0.0,0.0,179.37800000000001,1032.0,3579.0,4081.141,23507.0,81419.0,23888.208,137589.0,476571.0
2007-11-01,0.0,0.0,0.0,58.153000000000006,336.0,1201.0,0.0,0.0,0.0,36398.542,209645.0,751461.0
2007-12-01,0.0,0.0,0.0,385.672,2221.0,10214.0,2916.724,16800.0,77244.0,19770.637000000002,113877.0,523589.0
2008-01-01,0.0,0.0,0.0,1056.712,6087.0,22685.0,3653.739,21045.0,78437.0,25772.592,148447.0,553275.0
2008-02-01,0.0,0.0,0.0,113.05900000000001,651.0,2470.0,0.0,0.0,0.0,29664.845,170865.0,647981.0
2008-03-01,0.0,0.0,0.0,81.911,472.0,1852.0,9.589,55.0,217.0,30670.059,176655.0,693525.0
2008-04-01,0.0,0.0,0.0,51.882000000000005,299.0,1129.0,0.0,0.0,0.0,32838.133,189143.0,714563.0
2008-05-01,0.0,0.0,0.0,43.436,250.0,964.0,405.529,2336.0,9003.0,30756.915,177156.0,682838.0
2008-06-01,0.0,0.0,0.0,1052.4950000000001,6062.0,33028.0,3766.817,21696.0,118205.0,9313.27,53643.0,292256.0
2008-07-01,0.0,0.0,0.0,151.14000000000001,871.0,3146.0,0.0,0.0,0.0,33879.953,195144.0,705169.0
2008-08-01,0.0,0.0,0.0,203.037,1169.0,4204.0,74.63,430.0,1545.0,35226.114,202898.0,729413.0
2008-09-01,0.0,0.0,0.0,241.746,1392.0,5004.0,572.176,3296.0,11843.0,32038.834,184539.0,663169.0
2008-10-01,0.0,0.0,0.0,79.518,458.0,1717.0,986.931,5685.0,21310.0,23683.267,136412.0,511369.0
2008-11-01,0.0,0.0,0.0,72.57300000000001,418.0,1558.0,1626.885,9371.0,34931.0,25172.194,144988.0,540469.0
2008-12-01,0.0,0.0,0.0,115.387,665.0,2305.0,0.0,0.0,0.0,26231.835,151092.0,524006.0
2009-01-01,,,,60.701,350.0,1341.0,0.0,0.0,0.0,27973.453,161123.0,617823.0
2009-02-01,,,,59.899,345.0,1382.0,579.19,3336.0,13361.0,18626.008,107283.0,429681.0
2009-03-01,,,,31.138,179.0,706.0,0.0,0.0,0.0,21119.297,121644.0,478577.0
2009-04-01,,,,86.02900000000001,496.0,2034.0,0.0,0.0,0.0,17685.888,101868.0,418248.0
2009-05-01,,,,75.515,435.0,1817.0,21.07,121.0,507.0,18054.449,103991.0,434397.0
2009-06-01,,,,68.70400000000001,396.0,1576.0,138.963,800.0,3187.0,17248.474000000002,99349.0,395625.0
2009-07-01,,,,245.446,1414.0,5116.0,0.0,0.0,0.0,11865.8,68345.0,247308.0
2009-08-01,,,,116.125,669.0,2558.0,44.508,256.0,980.0,17656.927,101701.0,388916.0
2009-09-01,,,,34.15,197.0,776.0,43.894000000000005,253.0,998.0,21059.35,121299.0,478643.0
2009-10-01,,,,68.348,394.0,1635.0,0.0,0.0,0.0,21717.364,125089.0,519403.0
2009-11-01,,,,47.742000000000004,275.0,1035.0,0.0,0.0,0.0,22023.006,126849.0,477380.0
2009-12-01,,,,38.532000000000004,222.0,876.0,0.0,0.0,0.0,27727.352,159706.0,630455.0
2010-01-01,,,,149.219,859.0,4598.0,210.654,1213.0,6491.0,17453.961,100532.0,537841.0
2010-02-01,,,,40.254000000000005,232.0,1035.0,0.0,0.0,0.0,21805.073,125594.0,560582.0
2010-03-01,,,,389.74,2245.0,9232.0,0.0,0.0,0.0,26095.343,150306.0,618109.0
2010-04-01,,,,60.253,347.0,1441.0,0.0,0.0,0.0,26302.806,151501.0,628880.0
2010-05-01,,,,191.59900000000002,1104.0,4539.0,0.0,0.0,0.0,27558.45,158733.0,652914.0
2010-06-01,,,,656.359,3781.0,15870.0,0.0,0.0,0.0,24596.362,141672.0,594716.0
2010-07-01,,,,150.06300000000002,864.0,3410.0,0.0,0.0,0.0,26684.33,153698.0,606441.0
2010-08-01,,,,22.080000000000002,127.0,523.0,0.0,0.0,0.0,26531.934,152820.0,628840.0
2010-09-01,,,,120.06500000000001,692.0,2805.0,35.583,205.0,831.0,26914.412,155023.0,628728.0
2010-10-01,,,,206.80100000000002,1191.0,4292.0,5.401000000000001,31.0,112.0,26325.977,151634.0,546426.0
2010-11-01,,,,529.629,3051.0,11901.0,4406.38,25380.0,99014.0,18613.946,107214.0,418268.0
2010-12-01,,,,117.54700000000001,677.0,2722.0,495.39700000000005,2853.0,11474.0,27176.227,156531.0,629413.0
2011-01-01,,,,83.288,480.0,1852.0,0.0,0.0,0.0,28520.006,164271.0,634243.0
2011-02-01,,,,126.256,727.0,2864.0,0.0,0.0,0.0,23515.917,135448.0,533355.0
2011-03-01,,,,39.921,230.0,976.0,0.0,0.0,0.0,22399.697,129019.0,547674.0
2011-04-01,,,,17.091,98.0,406.0,0.0,0.0,0.0,23134.186,133250.0,549176.0
2011-05-01,,,,53.064,306.0,1323.0,1695.103,9764.0,42262.0,18046.017,103943.0,449924.0
2011-06-01,,,,70.667,407.0,1546.0,1525.588,8787.0,33385.0,24934.472,143619.0,545650.0
2011-07-01,,,,4.347,25.0,94.0,0.0,0.0,0.0,29433.563,169533.0,637088.0
2011-08-01,,,,134.78,776.0,2981.0,0.0,0.0,0.0,29276.117,168626.0,647549.0
2011-09-01,,,,9.108,52.0,194.0,0.0,0.0,0.0,25475.554,146736.0,542733.0
2011-10-01,,,,92.959,535.0,2229.0,0.0,0.0,0.0,24530.074,141290.0,588064.0
2011-11-01,,,,668.64,3851.0,16770.0,0.0,0.0,0.0,21386.272,123182.0,536376.0
2011-12-01,,,,116.895,673.0,3063.0,753.984,4343.0,19760.0,19879.946,114506.0,520998.0
2012-01-01,,,,24.573,142.0,670.0,0.0,0.0,0.0,20010.866,115260.0,545881.0
2012-02-01,,,,26.52,153.0,723.0,0.0,0.0,0.0,18280.072,105291.0,498534.0
2012-03-01,,,,35.305,203.0,1047.0,0.0,0.0,0.0,17560.56,101146.0,520590.0
2012-04-01,,,,120.053,691.0,3322.0,964.371,5555.0,26687.0,16707.985,96236.0,462356.0
2012-05-01,,,,143.022,824.0,3822.0,2498.156,14389.0,66759.0,15235.997,87757.0,407155.0
2012-06-01,,,,19.594,113.0,459.0,0.0,0.0,0.0,23856.383,137409.0,558405.0
2012-07-01,,,,98.577,568.0,1846.0,0.0,0.0,0.0,28223.407,162563.0,528618.0
2012-08-01,,,,44.447,256.0,982.0,0.0,0.0,0.0,26493.732,152600.0,585318.0
2012-09-01,,,,558.838,3219.0,11813.0,3139.875,18085.0,66372.0,18809.835,108342.0,397609.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
